family	ref	mem	coh_fwd	inv_frac	rep_hits	shuffle	n_blocks
RCF_104	LOC129525067	LOC129528382	0.743	0.0	0.0	0.0	1
RCF_104	LOC129525067	LOC129528750	0.46	0.0	0.0	0.0	1
RCF_104	LOC129525067	LOC129531752	0.711	0.0	0.0	0.0	1
RCF_104	LOC129525067	LOC129532626	0.711	0.0	0.0	0.0	1
RCF_104	LOC129525067	LOC129532807	0.711	0.0	0.0	0.0	1
RCF_104	LOC129525067	LOC129532980	0.69	0.0	0.0	0.0	1
RCF_104	LOC129525067	LOC129534555	0.836	0.0	0.0	0.0	1
RCF_104	LOC129525067	LOC134756370	0.68	0.0	0.0	0.0	1
RCF_104	LOC129525067	LOC134756371	0.711	0.0	0.0	0.0	1
RCF_104	LOC129525067	MORN5	0.752	0.0	0.0	0.0	1
RCF_105	LOC129525641	LOC115931421	0.416	0.0	0.0	0.0	1
RCF_105	LOC129525641	LOC129523703	0.947	0.0	0.0	0.0	1
RCF_105	LOC129525641	LOC129523934	1.0	0.0	0.0	0.0	1
RCF_105	LOC129525641	LOC129523959	0.798	0.0	0.0	0.0	1
RCF_105	LOC129525641	LOC129524028	0.794	0.0	0.0	0.0	1
RCF_105	LOC129525641	LOC129524036	0.967	0.0	0.0	0.0	1
RCF_105	LOC129525641	LOC129524833	0.882	0.0	0.0	0.0	1
RCF_105	LOC129525641	LOC129525023	0.849	0.0	0.0	0.0	1
RCF_105	LOC129525641	LOC129525411	0.369	0.0	0.0	0.0	1
RCF_105	LOC129525641	LOC129525579	0.948	0.0	0.0	0.0	1
RCF_105	LOC129525641	LOC129526003	0.948	0.0	0.0	0.0	1
RCF_105	LOC129525641	LOC129526580	1.0	0.0	0.0	0.0	1
RCF_105	LOC129525641	LOC129527370	0.964	0.0	0.0	0.0	1
RCF_105	LOC129525641	LOC129527948	0.948	0.0	0.0	0.0	1
RCF_105	LOC129525641	LOC129528141	0.793	0.0	0.0	0.0	1
RCF_105	LOC129525641	LOC129528719	0.459	0.0	0.0	0.0	1
RCF_105	LOC129525641	LOC129530133	0.949	0.0	0.0	0.0	1
RCF_105	LOC129525641	LOC129532627	0.47	0.0	0.0	0.0	1
RCF_105	LOC129525641	LOC129532895	0.901	0.0	0.0	0.0	1
RCF_105	LOC129525641	LOC129533288	0.295	0.0	0.0	0.0	1
RCF_105	LOC129525641	LOC129534553	0.53	0.0	0.0	0.0	1
RCF_105	LOC129525641	LOC134759270	0.595	0.0	0.0	0.0	1
RCF_105	LOC129525641	SLC35F5	0.577	0.0	0.0	0.0	1
RCF_106	LOC129524138	LOC101142515	0.937	0.0	0.0	0.0	1
RCF_106	LOC129524138	LOC129525442	0.937	0.0	0.0	0.0	1
RCF_106	LOC129524138	LOC129527457	0.937	0.0	0.0	0.0	1
RCF_106	LOC129524138	LOC129528989	0.937	0.0	0.0	0.0	1
RCF_106	LOC129524138	LOC129529096	0.89	0.0	0.0	0.0	1
RCF_106	LOC129524138	LOC129529378	0.937	0.0	0.0	0.0	1
RCF_106	LOC129524138	LOC129529932	0.937	0.0	0.0	0.0	1
RCF_106	LOC129524138	LOC129532991	0.937	0.0	0.0	0.0	1
RCF_106	LOC129524138	LOC129533139	0.937	0.0	0.0	0.0	1
RCF_106	LOC129524138	LOC134757770	0.937	0.0	0.0	0.0	1
RCF_106	LOC129524138	LOC134758469	0.937	0.0	0.0	0.0	1
RCF_106	LOC129524138	LOC134758556	0.937	0.0	0.0	0.0	1
RCF_106	LOC129524138	LOC134759048	0.937	0.0	0.0	0.0	1
RCF_107	LOC115933269	LOC129532709	0.28	0.0	0.0	0.0	1
RCF_108	LOC129523704	LOC129526002	0.479	0.0	0.0	0.0	1
RCF_109	LOC129523505	LOC109025132	0.844	0.0	0.0	0.0	1
RCF_110	LOC129532776	LOC109028725	0.984	0.0	0.0	0.0	1
RCF_110	LOC129532776	LOC109028727	1.0	0.0	0.0	0.0	1
RCF_110	LOC129532776	LOC134757181	0.976	0.0	0.0	0.0	1
RCF_111	RPL32	LOC101130836	1.0	0.0	0.0	0.0	1
RCF_96	LOC115933279	LOC101144003	1.0	0.0	0.0	0.0	1
RCF_96	LOC115933279	LOC101144371	1.0	0.0	0.0	0.0	1
RCF_96	LOC115933279	LOC101144999	1.0	0.0	0.0	0.0	1
RCF_96	LOC115933279	LOC101145725	1.0	0.0	0.0	0.0	1
RCF_96	LOC115933279	LOC115931091	1.0	0.0	0.0	0.0	1
RCF_96	LOC115933279	LOC134758527	1.0	0.0	0.0	0.0	1
RCF_97	LOC115930071	LOC101148714	0.839	0.0	0.0	0.0	1
RCF_97	LOC115930071	LOC129529411	0.823	0.0	0.0	0.0	1
RCF_98	PRAMEF12	LOC101150488	0.996	0.0	0.0	0.0	1
RCF_98	PRAMEF12	LOC115932965	0.95	0.0	0.0	0.0	1
RCF_98	PRAMEF12	LOC129533091	0.992	0.0	0.0	0.0	1
RCF_99	KIAA2013	LOC101126513	0.992	0.0	0.0	0.0	1
RCF_100	ACOT7	LOC101140727	0.904	0.0	0.0	0.0	1
RCF_101	LOC101147150	ATAD3C	0.901	0.0	0.0	0.0	1
RCF_101	LOC101147150	LOC129532554	0.953	0.0	0.0	0.0	1
RCF_102	LOC115931432	LOC129528748	0.258	0.0	0.019	0.527	2
RCF_102	LOC115931432	LOC134759133	0.657	0.0	0.02	0.463	6
RCF_102	LOC115931432	LOC134759134	0.726	0.0	0.012	0.333	7
RCF_102	LOC115931432	LOC134759135	0.731	0.0	0.021	0.412	5
RCF_102	LOC115931432	LOC134759136	0.705	0.0	0.01	0.343	6
RCF_103	LOC134756358	DOC2B	0.25	0.0	0.0	0.0	1
RCF_103	LOC134756358	LOC101142376	0.608	0.0	0.0	0.0	1
RCF_103	LOC134756358	LOC115930119	0.743	0.0	0.0	0.0	1
RCF_103	LOC134756358	LOC115933091	0.648	0.0	0.0	0.0	1
RCF_103	LOC134756358	LOC115933182	0.554	0.0	0.0	0.0	1
RCF_103	LOC134756358	LOC115933194	0.813	0.0	0.0	0.0	1
RCF_103	LOC134756358	LOC115933227	0.287	0.0	0.0	0.0	1
RCF_103	LOC134756358	LOC115933239	0.901	0.0	0.0	0.0	1
RCF_103	LOC134756358	LOC129523819	0.725	0.0	0.0	0.0	1
RCF_103	LOC134756358	LOC129524034	0.689	0.0	0.0	0.0	1
RCF_103	LOC134756358	LOC129525066	0.874	0.0	0.0	0.0	1
RCF_103	LOC134756358	LOC129525174	0.616	0.0	0.0	0.0	1
RCF_103	LOC134756358	LOC129525554	0.697	0.0	0.0	0.0	1
RCF_103	LOC134756358	LOC129525684	0.651	0.0	0.0	0.0	1
RCF_103	LOC134756358	LOC129526565	0.934	0.0	0.0	0.0	1
RCF_103	LOC134756358	LOC129526909	0.649	0.0	0.0	0.0	1
RCF_103	LOC134756358	LOC129527884	0.336	0.0	0.0	0.0	1
RCF_103	LOC134756358	LOC129532712	0.266	0.0	0.0	0.0	1
RCF_103	LOC134756358	LOC129532956	0.662	0.0	0.0	0.0	1
RCF_103	LOC134756358	LOC134757295	0.756	0.0	0.0	0.0	1
RCF_184	LOC101152516	MRPL45	0.342	0.0	0.0	0.0	1
RCF_185	MAPK8IP1	LOC101141121	0.766	0.0	0.0	0.0	1
RCF_185	MAPK8IP1	LOC115934587	0.608	0.0	0.0	0.0	1
RCF_186	LOC101129658	LOC101132030	0.642	0.0	0.0	0.0	1
RCF_187	TUBG2	LOC101135064	0.842	0.0	0.0	0.0	1
RCF_187	TUBG2	LOC101154437	0.774	0.0	0.0	0.0	1
RCF_188	LOC101128930	LOC101134686	0.477	0.0	0.0	0.0	1
RCF_189	LOC101124577	KRT16	0.983	0.0	0.0	0.0	1
RCF_189	LOC101124577	LOC101134688	0.0	0.0	0.0	0.0	0
RCF_189	LOC101124577	LOC101145065	0.0	0.0	0.0	0.0	0
RCF_189	LOC101124577	LOC101149133	0.803	0.0	0.0	0.0	1
RCF_189	LOC101124577	LOC115932656	0.995	0.0	0.0	0.0	1
RCF_190	KRT38	KRT37	0.664	0.0	0.0	0.0	1
RCF_191	KRT31	KRT34	0.649	0.0	0.0	0.0	1
RCF_191	KRT31	LOC109026842	0.683	0.0	0.0	0.0	1
RCF_191	KRT31	LOC115930137	0.627	0.0	0.0	0.0	1
RCF_192	LOC129527345	LOC101138564	0.831	0.0	0.0	0.0	1
RCF_192	LOC129527345	LOC115933558	0.834	0.0	0.0	0.0	1
RCF_192	LOC129527345	LOC129527200	0.899	0.0	0.0	0.0	1
RCF_192	LOC129527345	LOC129527211	0.994	0.0	0.0	0.0	1
RCF_193	LOC129533794	CCL3	0.849	0.0	0.0	0.0	1
RCF_194	LOC129533812	LOC101123729	0.829	0.0	0.0	0.0	1
RCF_195	LOC129533805	LOC115933340	0.91	0.0	0.0	0.0	1
RCF_195	LOC129533805	LOC129533810	0.685	0.0	0.0	0.0	1
RCF_196	AP2B1	LOC101146197	0.998	0.0	0.0	0.0	1
RCF_197	LOC101128092	LOC101143223	0.911	0.0	0.0	0.0	1
RCF_198	RPL23A	LOC101129567	0.816	0.0	0.0	0.0	1
RCF_198	RPL23A	LOC129526900	0.821	0.0	0.0	0.0	1
RCF_199	LOC101133154	LGALS9C	0.89	0.0	0.0	0.0	1
RCF_199	LOC101133154	LOC101138463	0.625	0.0	0.0	0.0	1
RCF_199	LOC101133154	LOC101154187	0.983	0.0	0.0	0.0	1
RCF_199	LOC101133154	LOC115932657	0.979	0.0	0.0	0.0	1
RCF_136	RPL35A	LOC115934594	0.809	0.0	0.0	0.0	1
RCF_137	LOC134757964	LETM1	0.682	0.0	0.0	0.0	1
RCF_137	LOC134757964	LOC115933202	0.973	0.0	0.0	0.0	1
RCF_137	LOC134757964	LOC129530721	0.973	0.0	0.0	0.0	1
RCF_137	LOC134757964	LOC134757056	0.973	0.0	0.0	0.0	1
RCF_138	HGFAC	LOC115934282	1.0	0.0	0.0	0.0	1
RCF_138	HGFAC	LOC134756832	0.996	0.0	0.0	0.0	1
RCF_138	HGFAC	LOC134757059	0.996	0.0	0.0	0.0	1
RCF_139	DOK7	LOC115934290	0.967	0.0	0.0	0.0	1
RCF_140	LOC129526389	LOC115932756	0.404	0.0	0.0	0.0	1
RCF_140	LOC129526389	LOC115932954	0.4	0.0	0.0	0.0	1
RCF_140	LOC129526389	LOC129523503	0.496	0.0	0.0	0.0	1
RCF_140	LOC129526389	LOC134756368	0.4	0.0	0.0	0.0	1
RCF_140	LOC129526389	LOC134756753	0.561	0.0	0.0	0.0	1
RCF_140	LOC129526389	LRPAP1	0.612	0.0	0.0	0.0	1
RCF_141	LOC129526957	LOC129526398	0.378	0.0	0.0	0.0	1
RCF_141	LOC129526957	LOC129528452	1.0	0.0	0.0	0.0	1
RCF_141	LOC129526957	LOC129528462	1.0	0.0	0.0	0.0	1
RCF_141	LOC129526957	LOC134756703	0.905	0.0	0.0	0.0	1
RCF_141	LOC129526957	LOC134757216	1.0	0.0	0.0	0.0	1
RCF_142	OTOP1	LOC101128212	1.0	0.0	0.0	0.0	1
RCF_142	OTOP1	LOC115931710	1.0	0.0	0.0	0.0	1
RCF_143	LOC101126312	FAM90A1	1.0	0.0	0.0	0.0	1
RCF_143	LOC101126312	LOC101130785	0.974	0.0	0.0	0.0	1
RCF_143	LOC101126312	LOC115934340	1.0	0.0	0.0	0.0	1
RCF_143	LOC101126312	LOC129524355	1.0	0.0	0.0	0.0	1
RCF_143	LOC101126312	LOC129524356	1.0	0.0	0.0	0.0	1
RCF_143	LOC101126312	LOC129524357	1.0	0.0	0.0	0.0	1
RCF_143	LOC101126312	LOC129524358	1.0	0.0	0.0	0.0	1
RCF_143	LOC101126312	LOC129524359	1.0	0.0	0.0	0.0	1
RCF_143	LOC101126312	LOC129524360	1.0	0.0	0.0	0.0	1
RCF_143	LOC101126312	LOC129524361	1.0	0.0	0.0	0.0	1
RCF_143	LOC101126312	LOC129524362	1.0	0.0	0.0	0.0	1
RCF_143	LOC101126312	LOC129524363	1.0	0.0	0.0	0.0	1
RCF_143	LOC101126312	LOC129524364	1.0	0.0	0.0	0.0	1
RCF_143	LOC101126312	LOC129524365	1.0	0.0	0.0	0.0	1
RCF_143	LOC101126312	LOC129524366	1.0	0.0	0.0	0.0	1
RCF_143	LOC101126312	LOC129524367	1.0	0.0	0.0	0.0	1
RCF_143	LOC101126312	LOC129524368	1.0	0.0	0.0	0.0	1
RCF_143	LOC101126312	LOC129524369	1.0	0.0	0.0	0.0	1
RCF_143	LOC101126312	LOC129524370	1.0	0.0	0.0	0.0	1
RCF_143	LOC101126312	LOC129524371	1.0	0.0	0.0	0.0	1
RCF_143	LOC101126312	LOC129524372	1.0	0.0	0.0	0.0	1
RCF_143	LOC101126312	LOC129524373	1.0	0.0	0.0	0.0	1
RCF_143	LOC101126312	LOC129524376	1.0	0.0	0.0	0.0	1
RCF_143	LOC101126312	LOC134758998	1.0	0.0	0.0	0.0	1
RCF_143	LOC101126312	LOC134758999	1.0	0.0	0.0	0.0	1
RCF_143	LOC101126312	LOC134759000	1.0	0.0	0.0	0.0	1
RCF_143	LOC101126312	LOC134759001	1.0	0.0	0.0	0.0	1
RCF_143	LOC101126312	LOC134759002	1.0	0.0	0.0	0.0	1
RCF_143	LOC101126312	LOC134759003	1.0	0.0	0.0	0.0	1
RCF_143	LOC101126312	LOC134759004	1.0	0.0	0.0	0.0	1
RCF_143	LOC101126312	LOC134759005	1.0	0.0	0.0	0.0	1
RCF_143	LOC101126312	LOC134759006	0.997	0.0	0.0	0.0	1
RCF_143	LOC101126312	LOC134759007	1.0	0.0	0.0	0.0	1
RCF_200	LOC115932787	LOC109027025	0.888	0.0	0.0	0.0	1
RCF_201	KCNJ12	LOC109026822	0.848	0.0	0.0	0.0	1
RCF_201	KCNJ12	LOC129533583	0.748	0.0	0.0	0.0	1
RCF_202	LOC101125106	LOC109028905	0.994	0.0	0.0	0.0	1
RCF_202	LOC101125106	LOC115932812	0.988	0.0	0.0	0.0	1
RCF_202	LOC101125106	LOC115933037	0.977	0.0	0.0	0.0	1
RCF_202	LOC101125106	LOC129530229	0.986	0.0	0.0	0.0	1
RCF_202	LOC101125106	LOC129531439	0.991	0.0	0.0	0.0	1
RCF_203	LOC109026769	CCDC144A	0.962	0.0	0.0	0.0	1
RCF_204	UPF3A	LOC101127370	0.835	0.0	0.0	0.0	1
RCF_204	UPF3A	LOC115934576	0.889	0.0	0.0	0.0	1
RCF_205	FBXW10	LOC101143828	1.0	0.0	0.0	0.0	1
RCF_206	ATP2A3	LOC115932652	0.936	0.0	0.0	0.0	1
RCF_207	LOC101124084	ZNF286A	0.771	0.0	0.0	0.0	1
RCF_216	FAM114A2	LOC101126949	0.986	0.0	0.0	0.0	1
RCF_217	KIF4A	KIF4B	0.969	0.0	0.0	0.0	1
RCF_218	LOC115931263	LOC134756444	0.99	0.0	0.0	0.0	2
RCF_218	LOC115931263	LOC134757639	0.852	0.0	0.0	0.0	1
RCF_219	NPM1	LOC101137437	0.0	0.0	0.0	0.0	0
RCF_219	NPM1	LOC101152176	0.0	0.0	0.0	0.0	0
RCF_220	PPA1	LOC109026809	0.989	0.0	0.0	0.0	1
RCF_221	LOC101131460	THOC3	0.999	0.0	0.0	0.0	1
RCF_222	LOC101130871	LOC115933006	0.949	0.0	0.0	0.0	1
RCF_222	LOC101130871	LOC115933189	0.903	0.0	0.0	0.0	1
RCF_223	LOC109026962	SIMC1	0.55	0.0	0.0	0.0	1
RCF_224	BRCC3	LOC101140265	0.789	0.0	0.0	0.0	1
RCF_225	LOC101143959	LOC115930108	0.669	0.0	0.0	0.0	1
RCF_226	LOC129533605	LOC101133653	0.866	0.0	0.0	0.0	1
RCF_227	LOC101131674	LOC101125081	0.575	0.0	0.0	0.0	1
RCF_227	LOC101131674	TUBB2A	0.603	0.0	0.0	0.0	1
RCF_227	LOC101131674	TUBB4A	0.436	0.0	0.0	0.0	1
RCF_228	LOC101142918	LOC101141440	0.929	0.0	0.0	0.0	1
RCF_228	LOC101142918	LOC101143516	0.813	0.0	0.0	0.0	1
RCF_228	LOC101142918	LOC115935007	0.957	0.0	0.0	0.0	1
RCF_228	LOC101142918	NUTM2F	0.321	0.0	0.0	0.0	1
RCF_229	LOC101134115	LOC115934951	0.671	0.0	0.0	0.0	1
RCF_230	LOC129534207	LOC101135182	0.434	0.0	0.0	0.0	1
RCF_230	LOC129534207	LOC101150640	0.185	0.0	0.0	0.0	1
RCF_230	LOC129534207	LOC109027306	0.334	0.0	0.0	0.0	1
RCF_231	BTN2A2	BTN2A1	0.264	0.0	0.0	0.0	1
RCF_208	COPS3	LOC109024660	0.945	0.0	0.0	0.0	1
RCF_209	LOC115931282	LOC101147463	0.573	0.0	0.0	0.0	1
RCF_209	LOC115931282	LOC115931267	0.514	0.0	0.0	0.0	1
RCF_210	LOC101133649	LOC109029292	0.93	0.0	0.0	0.0	1
RCF_211	PSME2	LOC101141269	0.999	0.0	0.0	0.0	1
RCF_212	LOC101149491	LOC101129569	0.818	0.0	0.0	0.0	1
RCF_212	LOC101149491	LOC101144823	0.779	0.0	0.122	0.6	1
RCF_212	LOC101149491	LOC109023877	0.613	0.0	0.0	0.0	1
RCF_212	LOC101149491	LOC115931276	0.72	0.0	0.121	0.0	1
RCF_212	LOC101149491	LOC115931970	0.818	0.0	0.0	0.0	1
RCF_212	LOC101149491	LOC115931980	0.818	0.0	0.0	0.0	1
RCF_212	LOC101149491	LOC129527970	0.297	0.0	0.0	0.0	1
RCF_212	LOC101149491	LOC129529598	0.0	0.0	0.0	0.0	0
RCF_212	LOC101149491	LOC129529612	1.0	0.0	0.0	0.0	1
RCF_212	LOC101149491	LOC129529613	0.818	0.0	0.0	0.0	1
RCF_212	LOC101149491	LOC129529614	1.0	0.0	0.0	0.0	1
RCF_213	LOC129525260	C4H5orf63	0.616	0.0	0.0	0.0	1
RCF_214	HSPA9	LOC101152106	1.0	0.0	0.0	0.0	1
RCF_215	PCDHB16	LOC101146984	0.323	0.0	0.0	0.0	1
RCF_232	ZKSCAN4	ZKSCAN3	0.323	0.0	0.0	0.0	1
RCF_233	LOC101129296	LOC101129673	0.387	0.0	0.0	0.0	1
RCF_233	LOC101129296	LOC101130382	0.373	0.0	0.0	0.0	1
RCF_234	LOC109027173	LOC101131103	0.601	0.0	0.0	0.0	1
RCF_235	LOC101142134	LOC101141279	0.868	0.0	0.0	0.0	1
RCF_236	LOC101143844	LOC101142998	0.957	0.0	0.0	0.0	1
RCF_237	C4A	C4B	1.0	0.0	0.0	0.0	1
RCF_238	LOC109023079	LOC101147473	1.0	0.0	0.0	0.0	1
RCF_239	LOC101132303	LOC101131235	0.897	0.0	0.0	0.0	1
RCF_239	LOC101132303	LOC115935014	0.924	0.0	0.0	0.0	1
RCF_239	LOC101132303	LOC134758703	0.756	0.0	0.0	0.0	1
RCF_240	LOC101133995	LOC109027175	1.0	0.0	0.0	0.0	1
RCF_241	RPS18	LOC101151540	0.914	0.0	0.0	0.0	1
RCF_242	LOC101135431	LOC101129170	1.0	0.0	0.0	0.0	1
RCF_243	LOC101153366	LOC101148684	1.0	0.0	0.0	0.0	1
RCF_243	LOC101153366	LOC101152035	0.82	0.0	0.0	0.0	1
RCF_243	LOC101153366	LOC101152643	1.0	0.0	0.0	0.0	1
RCF_243	LOC101153366	LOC109027180	0.902	0.0	0.0	0.0	1
RCF_244	LOC115934984	LOC101151677	1.0	0.0	0.0	0.0	1
RCF_245	RPL31	LOC101127632	0.574	0.0	0.0	0.0	1
RCF_246	LOC101143315	LOC115935612	0.917	0.0	0.0	0.0	1
RCF_247	LOC101154316	LOC129534171	0.703	0.0	0.0	0.0	1
RCF_247	LOC101154316	LOC129534468	0.717	0.0	0.0	0.0	1
RCF_248	LOC101154628	LOC115933063	0.952	0.0	0.0	0.0	1
RCF_249	ARHGAP21	LOC101131829	1.0	0.0	0.0	0.0	1
RCF_250	ATP5MF	LOC101124099	0.858	0.0	0.0	0.0	1
RCF_251	LOC101148313	LOC115935025	1.0	0.0	0.0	0.0	1
RCF_252	MEMO1	LOC101134822	0.699	0.0	0.0	0.0	1
RCF_253	LOC101139316	LOC101140391	0.399	0.0	0.0	0.0	1
RCF_253	LOC101139316	LOC115934969	0.426	0.0	0.0	0.0	1
RCF_254	LOC101130026	GAPDH	0.706	0.0	0.0	0.0	1
RCF_255	LOC101139634	LOC101140864	0.623	0.0	0.0	0.0	1
RCF_255	LOC101139634	LOC115933751	0.707	0.0	0.0	0.0	1
RCF_255	LOC101139634	LOC115933765	0.614	0.0	0.0	0.0	1
RCF_255	LOC101139634	LOC129527231	0.714	0.0	0.0	0.0	1
RCF_255	LOC101139634	LOC134757302	0.844	0.0	0.0	0.0	1
RCF_256	LOC101143855	LOC115935294	1.0	0.0	0.0	0.0	1
RCF_257	LOC101143487	LOC129523491	0.887	0.0	0.0	0.0	1
RCF_258	LOC101133427	LOC134757904	0.0	0.0	0.0	0.0	0
RCF_258	LOC101133427	RPL36A	0.772	0.0	0.0	0.0	1
RCF_259	STEAP1	STEAP1B	0.95	0.0	0.0	0.0	1
RCF_260	FCF1	LOC109027573	0.834	0.0	0.0	0.0	1
RCF_261	NFE2L3	LOC101126173	0.979	0.0	0.0	0.0	1
RCF_262	CBX3	LOC101140430	1.0	0.0	0.0	0.0	1
RCF_263	LOC109025964	LOC101135754	0.924	0.0	0.0	0.0	1
RCF_263	LOC109025964	LOC101145089	1.0	0.0	0.0	0.0	1
RCF_263	LOC109025964	TPM3	0.738	0.0	0.0	0.0	1
RCF_272	LOC101135450	MRPL32	0.62	0.0	0.0	0.0	1
RCF_273	LOC109024670	PSMA2	0.725	0.0	0.0	0.0	1
RCF_274	LOC115932796	LOC115935268	0.877	0.0	0.0	0.0	1
RCF_275	LOC101147715	LOC101151315	0.993	0.0	0.363	0.491	1
RCF_276	HAUS6	LOC101152900	0.95	0.0	0.0	0.0	1
RCF_277	ZNF716	LOC109027583	0.893	0.0	0.415	0.0	1
RCF_277	ZNF716	LOC129534710	0.961	0.0	0.415	0.0	1
RCF_277	ZNF716	ZNF679	0.886	0.0	0.101	0.0	1
RCF_277	ZNF716	ZNF722	0.976	0.0	0.0	0.0	1
RCF_277	ZNF716	ZNF735	0.937	0.0	0.0	0.0	1
RCF_278	LOC101124000	LOC129523644	1.0	0.0	0.0	0.0	1
RCF_279	INTS4	LOC109027741	0.455	0.0	0.0	0.0	1
RCF_264	LOC101148570	DPY19L2	0.861	0.0	0.0	0.0	1
RCF_264	LOC101148570	LOC115935380	0.539	0.0	0.0	0.0	1
RCF_265	LOC101144649	PLEKHA8	0.48	0.0	0.0	0.0	1
RCF_266	LOC101153372	LOC101125582	0.885	0.0	0.0	0.0	1
RCF_267	FKBP9	LOC101129903	1.0	0.0	0.0	0.0	1
RCF_268	LOC101137006	LOC115931241	0.475	0.0	0.0	0.0	1
RCF_268	LOC101137006	SEPTIN7	0.573	0.0	0.0	0.0	1
RCF_269	LOC101146405	LOC115932795	1.0	0.0	0.0	0.0	1
RCF_269	LOC101146405	LOC115932918	0.531	0.0	0.0	0.0	1
RCF_269	LOC101146405	LOC115935266	0.69	0.0	0.0	0.0	1
RCF_269	LOC101146405	LOC115935415	0.993	0.0	0.0	0.0	1
RCF_270	LOC115933167	LOC101130894	0.985	0.0	0.0	0.0	1
RCF_270	LOC115933167	LOC109027627	0.981	0.0	0.0	0.0	1
RCF_270	LOC115933167	LOC115935376	0.878	0.0	0.0	0.0	1
RCF_270	LOC115933167	LOC129523494	0.572	0.0	0.0	0.0	1
RCF_271	LOC115933184	LOC101126771	0.924	0.0	0.0	0.0	1
RCF_271	LOC115933184	LOC101129811	0.917	0.0	0.0	0.0	1
RCF_271	LOC115933184	LOC101130521	0.446	0.0	0.0	0.0	1
RCF_271	LOC115933184	LOC101132319	0.933	0.0	0.0	0.0	1
RCF_271	LOC115933184	LOC101136868	0.927	0.0	0.0	0.0	1
RCF_271	LOC115933184	LOC101146750	1.0	0.0	0.0	0.0	1
RCF_271	LOC115933184	LOC115933216	0.936	0.0	0.0	0.0	1
RCF_271	LOC115933184	LOC115935261	0.948	0.0	0.0	0.0	1
RCF_271	LOC115933184	LOC115935262	0.934	0.0	0.0	0.0	1
RCF_271	LOC115933184	LOC115935290	0.92	0.0	0.0	0.0	1
RCF_271	LOC115933184	LOC115935297	0.924	0.0	0.0	0.0	1
RCF_271	LOC115933184	LOC115935416	0.924	0.0	0.0	0.0	1
RCF_271	LOC115933184	SPDYE3	0.654	0.0	0.0	0.0	1
RCF_288	LOC134758808	LOC101147131	0.71	0.0	0.932	0.286	1
RCF_288	LOC134758808	LOC134758806	1.0	0.0	0.843	0.333	1
RCF_288	LOC134758808	LOC134758807	1.0	0.0	0.996	0.286	1
RCF_289	LOC129523912	LOC129523913	1.0	0.0	0.0	0.0	1
RCF_289	LOC129523912	LOC129523914	1.0	0.0	0.0	0.0	1
RCF_289	LOC129523912	LOC129523915	1.0	0.0	0.0	0.0	1
RCF_290	LOC101130893	PVRIG	0.949	0.0	0.0	0.0	1
RCF_291	LOC101149513	LOC101147362	0.873	0.0	0.0	0.0	1
RCF_291	LOC101149513	LOC115935323	1.0	0.0	0.0	0.0	1
RCF_292	LOC115930424	LOC101127636	0.773	0.0	0.0	0.0	1
RCF_293	EIF4B	LOC101136303	0.996	0.0	0.0	0.0	1
RCF_293	EIF4B	LOC101146246	0.981	0.0	0.0	0.0	1
RCF_294	LOC101146188	AKR1B10	0.632	0.0	0.0	0.0	1
RCF_294	LOC101146188	LOC115935241	0.811	0.0	0.0	0.0	1
RCF_295	LOC101132325	MKRN1	0.62	0.0	0.0	0.0	1
RCF_280	LOC129534728	LOC101126070	0.922	0.0	0.0	0.0	1
RCF_281	LOC115930131	LOC101127139	0.575	0.0	0.0	0.0	1
RCF_281	LOC115930131	LOC115933217	0.411	0.0	0.0	0.0	1
RCF_281	LOC115930131	LOC115933283	1.0	0.0	0.0	0.0	1
RCF_282	LOC101145093	DTX2	0.597	0.0	0.0	0.0	1
RCF_283	LOC115933256	LOC101127516	0.287	0.0	0.0	0.0	1
RCF_284	POM121C	POM121	1.0	0.0	0.0	0.0	1
RCF_285	TRIM50	TRIM73	0.93	0.0	0.0	0.0	1
RCF_286	UPK3BL1	LOC115933185	0.413	0.0	0.0	0.0	1
RCF_286	UPK3BL1	LOC115935248	0.715	0.0	0.0	0.0	1
RCF_287	MUC17	LOC129523904	0.996	0.0	0.797	0.467	1
RCF_287	MUC17	LOC129523905	0.915	0.0	0.798	0.439	1
RCF_296	LOC115935863	LOC101147134	0.961	0.0	0.0	0.0	1
RCF_296	LOC115935863	LOC115930162	0.942	0.0	0.0	0.0	1
RCF_296	LOC115935863	LOC134758959	0.946	0.0	0.0	0.0	1
RCF_296	LOC115935863	PRSS2	1.0	0.0	0.0	0.0	1
RCF_296	LOC115935863	PRSS3	0.767	0.0	0.0	0.0	1
RCF_297	LOC101124418	LOC101130407	0.998	0.0	0.0	0.0	1
RCF_297	LOC101124418	LOC101143553	0.956	0.0	0.0	0.0	1
RCF_297	LOC101124418	MIA2	0.523	0.0	0.0	0.0	1
RCF_298	LOC101134598	LOC115935392	0.438	0.0	0.0	0.0	1
RCF_299	LOC101151457	LOC115935617	1.0	0.0	0.0	0.0	1
RCF_300	LOC101127524	LOC129524393	0.76	0.0	0.0	0.0	1
RCF_300	LOC101127524	LOC134759084	0.811	0.0	0.0	0.0	1
RCF_300	LOC101127524	LOC134759085	0.76	0.0	0.0	0.0	1
RCF_301	ZNF705D	LOC101128182	0.894	0.0	0.0	0.0	1
RCF_301	ZNF705D	ZNF705A	0.957	0.0	0.0	0.0	1
RCF_301	ZNF705D	ZNF705EP	1.0	0.0	0.0	0.0	1
