chrom	start	end	n_isoforms	n_fsm
NC_073230.2	73769526	73844671	3	0
NC_073230.2	73953765	74023326	2	0
NC_073230.2	74299234	74324184	1	0
NC_073230.2	74467409	74485455	2	0
NC_073230.2	74487915	74488436	1	0
NC_073230.2	74493527	74495291	1	0
NC_073230.2	74848036	74905475	1	0
NC_073230.2	74930857	74944076	3	0
NC_073230.2	75141469	75228727	3	0
NC_073230.2	75258729	75275817	1	0
NC_073230.2	75302486	75342923	1	0
NC_073230.2	75394407	75537230	1	0
NC_073230.2	75592332	75694540	9	0
NC_073230.2	75855113	76010323	8	2
NC_073230.2	76111511	76146902	3	0
NC_073230.2	76190289	76488832	4	0
NC_073230.2	76697625	76723946	1	0
NC_073230.2	78789015	78792725	1	0
NC_073230.2	79967390	79978599	1	0
NC_073230.2	81019301	81022096	1	0
NC_073230.2	81087564	81142525	4	0
NC_073230.2	81439762	81736386	2	0
NC_073230.2	82390461	82402315	6	0
NC_073230.2	82421154	82451699	2	1
NC_073230.2	82457566	82463626	1	0
NC_073230.2	82662520	82669574	1	0
NC_073230.2	82686300	82693179	1	0
NC_073230.2	82698684	82717999	1	0
NC_073230.2	82773597	82812987	3	0
NC_073230.2	82950434	82955495	1	0
NC_073230.2	83117620	83159642	6	0
NC_073230.2	83289380	83319164	1	0
NC_073230.2	83748628	83852045	4	2
NC_073230.2	83865370	83880854	1	1
NC_073230.2	83887672	83944862	2	1
NC_073230.2	84132342	84146045	1	0
NC_073230.2	84149573	84159347	2	0
NC_073230.2	84189792	84208471	10	1
NC_073230.2	84266058	84275655	1	0
NC_073230.2	84325261	84355457	1	0
NC_073230.2	84441436	84444138	1	0
NC_073230.2	84545334	84550053	1	0
NC_073230.2	84670974	84719564	1	0
NC_073230.2	84800796	84936685	18	2
NC_073230.2	84963260	84973915	4	0
NC_073230.2	85038360	85038828	1	0
NC_073230.2	85219992	85281209	1	0
NC_073230.2	85291725	85578660	4	0
NC_073230.2	85723600	85724219	1	0
NC_073230.2	85819860	85861597	1	0
NC_073230.2	85868070	85931035	1	0
NC_073230.2	86050166	86058551	2	0
NC_073230.2	86077453	86094481	1	0
NC_073230.2	86149239	86247761	7	0
NC_073230.2	86257459	86272011	1	0
NC_073230.2	86444546	86866525	2	0
NC_073230.2	87054731	87068546	2	0
NC_073230.2	87122606	87137256	1	0
NC_073230.2	87525219	87532009	1	0
NC_073230.2	87929426	87943916	2	1
NC_073230.2	87966387	87994301	1	0
NC_073230.2	88010546	88031846	1	0
NC_073230.2	88034546	88038371	1	0
NC_073230.2	88038559	88042700	1	0
NC_073230.2	88115985	88121751	1	0
NC_073230.2	88162233	88162625	1	0
NC_073230.2	88164575	88167419	1	0
NC_073230.2	88187110	88205029	4	0
NC_073230.2	88313379	88336655	2	0
NC_073230.2	88363978	88392258	13	7
NC_073230.2	88393018	88452186	6	0
NC_073230.2	88546895	88588002	6	1
NC_073230.2	88644468	88664846	16	3
NC_073230.2	88664848	88672861	1	0
NC_073230.2	88700653	88715896	5	2
NC_073230.2	88732653	88750087	1	0
NC_073230.2	88848270	88877137	2	0
NC_073230.2	88898301	88909236	1	0
NC_073230.2	88919347	88930378	1	0
NC_073230.2	88931091	89037907	1	0
NC_073230.2	89265674	89286981	5	2
NC_073230.2	89297696	89325938	1	0
NC_073230.2	89342223	89356855	2	0
NC_073230.2	89372318	89390762	1	0
NC_073230.2	89408092	89453006	6	0
NC_073230.2	89627424	89641963	1	0
NC_073230.2	89650452	89657444	1	0
NC_073230.2	89821604	89878659	4	0
NC_073230.2	89917534	89955586	1	0
NC_073230.2	90667383	90737406	1	0
NC_073230.2	90977224	90997894	1	0
NC_073230.2	91654450	91728240	1	0
NC_073230.2	91865689	91881229	1	0
NC_073230.2	92303500	92393502	1	0
NC_073230.2	92516736	92719821	3	0
NC_073230.2	93404252	93434454	1	0
NC_073230.2	93557500	93702113	1	0
NC_073230.2	93953249	93977737	1	0
NC_073230.2	94182692	94253867	3	0
NC_073230.2	94288197	94335296	2	0
NC_073230.2	95272249	95274177	1	0
NC_073230.2	95332003	95351101	1	0
NC_073230.2	95476883	95604899	5	1
NC_073230.2	95605027	95648695	1	0
NC_073230.2	96230880	96239471	1	0
NC_073230.2	96241013	96270293	3	0
NC_073230.2	96286372	96302969	2	0
NC_073230.2	96303032	96344857	3	0
NC_073230.2	96585189	96634294	27	12
NC_073230.2	96664993	96685568	1	0
NC_073230.2	96719590	96768169	2	0
NC_073230.2	97581393	97582486	1	0
NC_073230.2	97598834	98234403	1	1
NC_073230.2	98409464	98444554	3	0
NC_073230.2	100931381	100980257	10	0
NC_073230.2	101106220	101173168	1	0
NC_073230.2	101234793	101296402	2	0
NC_073230.2	101323994	101346491	1	0
NC_073230.2	101347636	101349459	1	0
NC_073230.2	101581667	101648640	16	5
NC_073230.2	101832991	101929154	1	0
NC_073230.2	102336104	102337496	1	0
NC_073230.2	103897138	103953044	1	0
NC_073230.2	104112880	104153197	1	0
NC_073230.2	104405883	104484426	1	0
NC_073230.2	105288631	105363441	1	0
NC_073230.2	105373299	105418943	1	0
NC_073230.2	105822240	105954867	2	0
NC_073230.2	107522416	107528048	1	0
NC_073230.2	108277050	108278356	1	0
NC_073230.2	108630902	108631563	1	0
NC_073230.2	108996049	109013931	1	0
NC_073230.2	109017648	109148393	2	0
NC_073230.2	109289800	109307094	6	0
NC_073230.2	110247413	110281134	1	0
NC_073230.2	110399772	110550576	4	0
NC_073230.2	111262805	111269595	1	0
NC_073230.2	111365246	111504770	3	0
NC_073230.2	111659362	111720137	1	1
NC_073230.2	111723627	111820170	2	0
NC_073230.2	111820382	111982280	5	0
NC_073230.2	112081631	112149087	1	0
NC_073230.2	112181154	112188135	1	0
NC_073230.2	112265928	112300861	1	0
NC_073230.2	112303750	112324312	3	0
NC_073230.2	112347833	112402972	1	0
NC_073230.2	112403150	112423455	1	0
NC_073230.2	112481997	112499904	2	0
NC_073230.2	112652367	112949979	1	0
NC_073230.2	113085505	113166837	2	0
NC_073230.2	113599320	113680218	1	0
NC_073230.2	113945973	114038555	7	0
NC_073230.2	114047419	114325242	3	0
NC_073230.2	114392473	114458947	3	0
NC_073230.2	114505741	114517993	1	0
NC_073230.2	114549113	114600619	1	0
NC_073230.2	114845854	114848452	1	0
NC_073230.2	114916849	114918417	1	0
NC_073230.2	115371309	115540820	2	0
NC_073230.2	115994888	116111841	1	0
NC_073230.2	116118972	116524688	4	0
NC_073230.2	116531817	116583004	3	0
NC_073230.2	116704436	116709713	1	0
NC_073230.2	116885482	116964685	2	0
NC_073230.2	117025342	117042956	1	0
NC_073230.2	117054865	117058718	1	0
NC_073230.2	117525712	117533257	1	0
NC_073230.2	117565073	117579131	1	0
NC_073230.2	118701805	118719384	1	0
NC_073230.2	120062839	120090930	1	0
NC_073230.2	120682751	121150313	2	0
NC_073230.2	121398227	121427210	3	0
NC_073230.2	121456879	121470734	1	0
NC_073230.2	121710679	121735107	1	0
NC_073230.2	122335837	122539753	2	0
NC_073230.2	123230537	123632737	1	0
NC_073230.2	124265661	124377803	1	0
NC_073230.2	124891425	124940870	2	0
NC_073230.2	125152652	125216873	3	0
NC_073230.2	125915991	125921239	1	0
NC_073230.2	125921821	125942373	1	0
NC_073230.2	126331656	126631637	6	0
NC_073230.2	127128514	127144842	1	0
NC_073230.2	127173984	127333834	2	0
NC_073230.2	128124095	128224158	2	1
NC_073230.2	128317425	128322765	1	0
NC_073230.2	129797666	129869297	2	0
NC_073230.2	129938752	129941242	1	0
NC_073230.2	130005500	130317837	6	0
NC_073230.2	130369035	130416758	1	1
NC_073230.2	130571871	130597271	1	0
NC_073230.2	131033240	131083831	1	0
NC_073230.2	131096687	131166206	3	1
NC_073230.2	131348952	131500385	1	0
NC_073230.2	132467241	132552467	4	0
NC_073230.2	132588306	132617624	1	0
NC_073230.2	133299655	133305019	1	0
NC_073230.2	133847456	133957963	12	0
NC_073230.2	135509275	135877926	3	0
NC_073230.2	136090982	136178890	3	0
NC_073230.2	136319776	136329471	1	0
NC_073230.2	136659209	136680339	4	0
NC_073230.2	137082845	137086930	1	0
NC_073230.2	137384625	137418216	3	0
NC_073230.2	137432912	137434896	1	0
NC_073230.2	137467683	137485425	4	0
NC_073230.2	137508882	137525986	1	0
NC_073230.2	137609092	137652895	1	0
NC_073230.2	137662985	137699936	1	0
NC_073230.2	137734075	137739695	1	0
NC_073230.2	137761991	137804260	2	0
NC_073230.2	137864028	137895125	4	2
NC_073230.2	137897428	137898801	1	0
NC_073230.2	137949847	137957176	2	0
NC_073230.2	138028366	138131028	1	0
NC_073230.2	138280979	138292820	1	0
NC_073230.2	138683803	138692285	1	0
NC_073230.2	138833637	138835015	1	0
NC_073230.2	139099048	139133608	2	0
NC_073230.2	139246307	139304244	3	0
NC_073230.2	139348335	139371548	1	0
NC_073230.2	139450518	139451436	1	0
NC_073230.2	139463805	139470830	1	0
NC_073230.2	139479376	139524019	5	0
NC_073230.2	139568187	139746841	2	0
NC_073230.2	139917794	139949400	1	0
NC_073230.2	139966090	139969496	1	0
NC_073230.2	140194613	140224371	1	0
NC_073230.2	140366609	140454740	5	0
NC_073230.2	140579525	140581453	1	0
NC_073230.2	142059002	142173550	1	0
NC_073230.2	142453628	143142523	1	0
NC_073230.2	143142562	143143360	1	0
NC_073230.2	143363525	143385619	2	0
NC_073230.2	143511872	143528706	1	0
NC_073230.2	143616379	143627571	1	0
NC_073230.2	143756637	143775428	1	0
NC_073230.2	143994796	144073979	1	1
NC_073230.2	144078407	144238886	3	0
NC_073230.2	144262999	144274100	4	0
NC_073230.2	144287315	144315133	7	0
NC_073230.2	144465413	144614033	2	0
NC_073230.2	144785453	144832798	1	0
NC_073230.2	145443197	145497030	1	0
NC_073230.2	146081514	146143418	1	0
NC_073230.2	146338056	146462835	1	0
NC_073230.2	146499153	146767614	3	0
NC_073230.2	147218552	147228003	1	0
NC_073230.2	147626810	147693222	1	0
NC_073230.2	147700595	147769443	1	0
NC_073230.2	147812658	147893321	1	0
NC_073230.2	147941243	148028378	1	0
NC_073230.2	148155127	148173877	1	0
NC_073230.2	148242556	148302670	1	0
NC_073230.2	148383772	148441403	1	0
NC_073230.2	148469984	148534787	4	0
NC_073230.2	148967494	149131974	2	0
NC_073230.2	149148291	149174990	1	0
NC_073230.2	149409948	149413599	1	0
NC_073230.2	149449590	149511985	2	0
NC_073230.2	149630778	149699848	1	0
NC_073230.2	149842794	150035398	2	0
NC_073230.2	150163546	150170317	1	0
NC_073230.2	150664706	150799933	3	0
NC_073230.2	150822400	150857498	1	0
NC_073230.2	150857551	150869635	1	0
NC_073230.2	151227443	151271665	1	0
NC_073230.2	151619172	151675961	1	0
NC_073230.2	151987149	151993646	2	0
NC_073230.2	152055058	152071008	3	0
NC_073230.2	152140649	152154048	1	0
NC_073230.2	152157327	152162084	1	0
NC_073230.2	152467531	152473245	1	0
NC_073230.2	152523806	152525744	1	0
NC_073230.2	152527226	152530137	1	0
NC_073230.2	152534797	152586155	2	1
NC_073230.2	152594112	152612719	2	1
NC_073230.2	152880919	152932448	4	1
NC_073230.2	153004050	153016512	1	1
NC_073230.2	153389445	153781206	3	0
NC_073230.2	154814961	154866527	2	0
NC_073230.2	156270990	156602398	1	0
NC_073230.2	156726514	156729750	1	0
NC_073230.2	156860080	156932829	1	0
NC_073230.2	157219703	157380367	1	0
NC_073230.2	157565125	157583781	1	0
NC_073230.2	157739393	157757713	1	0
NC_073230.2	157764092	157840791	5	0
NC_073230.2	158202843	158219411	3	0
NC_073230.2	158402480	158417691	1	0
NC_073230.2	158591175	158670741	1	0
NC_073230.2	158671026	158695288	4	2
NC_073230.2	158809883	158824895	1	0
NC_073230.2	158837754	158862912	1	0
NC_073230.2	158905156	158918512	3	0
NC_073230.2	159090468	159091355	1	0
NC_073230.2	159299064	159301727	1	0
NC_073230.2	159581727	159622093	5	0
NC_073230.2	159765357	159769447	1	0
NC_073230.2	159769791	159776242	1	0
NC_073230.2	159848669	159865409	2	0
NC_073230.2	159893362	159900711	7	0
NC_073230.2	159943905	159964828	2	0
NC_073230.2	160062830	160101048	1	0
NC_073230.2	160196232	160235447	6	3
NC_073230.2	160380090	160700406	2	0
NC_073230.2	160845572	160942721	3	0
NC_073230.2	161480759	161489378	1	0
NC_073230.2	161598328	161669851	3	0
NC_073230.2	162906428	162910090	1	0
NC_073230.2	162912325	162913890	1	0
NC_073230.2	162916727	162919705	1	0
NC_073230.2	163783263	163799960	2	0
NC_073230.2	163801189	163809423	4	0
NC_073230.2	164233086	164234322	1	0
NC_073230.2	164483043	164524767	1	0
NC_073230.2	165325485	165329389	1	0
NC_073230.2	165365825	165368055	1	0
NC_073230.2	165525992	165784486	12	3
NC_073230.2	165784629	165786795	1	0
NC_073230.2	165816838	165818677	1	0
NC_073230.2	165818922	165820043	1	0
NC_073230.2	165840203	165864191	2	0
NC_073230.2	166071855	166159609	1	0
NC_073230.2	166970841	167211183	1	0
NC_073230.2	167509855	167579160	5	0
NC_073230.2	167611174	167713092	5	0
NC_073230.2	167795577	167831279	2	0
NC_073230.2	167832162	167841559	1	0
NC_073230.2	167939408	167960353	1	0
NC_073230.2	168250586	168320310	7	1
NC_073230.2	168835517	168842272	1	0
NC_073231.2	4586008	4596873	1	0
NC_073231.2	4778255	4850533	3	0
NC_073231.2	5035884	5052613	1	0
NC_073231.2	5076856	5099810	1	0
NC_073231.2	5871408	6070166	3	0
NC_073231.2	6128780	6151339	1	0
NC_073231.2	6187833	6322530	7	0
NC_073231.2	6366162	6370781	1	0
NC_073231.2	6412676	6507012	12	0
NC_073231.2	6858867	6876832	1	0
NC_073231.2	7199199	7203985	1	0
NC_073231.2	7299358	7547844	1	0
NC_073231.2	7648108	7980674	1	0
NC_073231.2	9720897	9762984	1	0
NC_073231.2	9764468	9777727	1	0
NC_073231.2	10034439	10045851	1	0
NC_073231.2	10405053	10416423	1	0
NC_073231.2	10425707	10434550	1	0
NC_073231.2	10758492	11092986	10	1
NC_073231.2	12066228	12092348	2	1
NC_073231.2	12095896	12146860	3	0
NC_073231.2	12221959	12226216	1	0
NC_073231.2	12283148	12288828	1	0
NC_073231.2	12364350	12385770	1	0
NC_073231.2	12489346	12533587	1	0
NC_073231.2	12559555	12580205	2	1
NC_073231.2	12728564	12823515	2	0
NC_073231.2	14166464	14381200	4	0
NC_073231.2	14699149	14715951	1	0
NC_073231.2	14733738	14748335	1	0
NC_073231.2	14785802	14801194	1	0
NC_073231.2	14914608	14982372	1	0
NC_073231.2	15609849	15622837	1	0
NC_073231.2	15722629	15730402	1	0
NC_073231.2	16860095	16936650	1	0
NC_073231.2	16958417	17071806	1	0
NC_073231.2	17225971	17659373	2	1
NC_073231.2	18286146	18290259	1	0
NC_073231.2	19611440	19677780	1	0
NC_073231.2	19811614	19953652	1	0
NC_073231.2	20133218	20136342	1	0
NC_073231.2	20454118	20520593	1	0
NC_073231.2	21241934	21303277	2	0
NC_073231.2	21310166	21329951	1	0
NC_073231.2	21406300	21423750	2	2
NC_073231.2	21423807	21593348	13	0
NC_073231.2	21821413	21996142	6	1
NC_073231.2	22116314	22218853	20	9
NC_073231.2	22287441	22392546	2	0
NC_073231.2	22787280	23198793	1	0
NC_073231.2	23586378	23943028	7	2
NC_073231.2	23959087	23971589	1	0
NC_073231.2	24002886	24037850	6	2
NC_073231.2	25307844	25322044	1	0
NC_073231.2	26137167	26201696	1	0
NC_073231.2	26221452	26232983	2	0
NC_073231.2	26334296	26338219	3	0
NC_073231.2	26361583	26408706	2	0
NC_073231.2	26441340	26447233	1	0
NC_073231.2	26471201	26549456	1	0
NC_073231.2	26634476	26738293	3	0
NC_073231.2	26748854	26762552	1	0
NC_073231.2	27192707	27247005	3	0
NC_073231.2	27283901	27303129	1	0
NC_073231.2	27473774	27491665	1	0
NC_073231.2	27515072	27523581	1	0
NC_073231.2	27524169	27571282	2	0
NC_073231.2	27755504	27770069	1	0
NC_073231.2	27771629	27802261	1	0
NC_073231.2	27903501	27907743	1	0
NC_073231.2	28117017	28119657	1	0
NC_073231.2	28699129	28724250	1	0
NC_073231.2	28729964	28732801	1	0
NC_073231.2	29102738	29160630	1	0
NC_073231.2	29404532	29617805	4	0
NC_073231.2	29643766	29681216	7	1
NC_073231.2	30513801	30595657	1	0
NC_073231.2	31499256	31673759	4	2
NC_073231.2	31705011	31760052	2	0
NC_073231.2	31946861	31986250	6	0
NC_073231.2	32026862	32027927	1	0
NC_073231.2	32028802	32056955	1	0
NC_073231.2	32240304	32407307	6	1
NC_073231.2	32715506	32785949	4	0
NC_073231.2	32821772	32828956	1	0
NC_073231.2	33112572	33275979	9	5
NC_073231.2	33289987	33483861	2	0
NC_073231.2	33899249	33901034	1	0
NC_073231.2	34607694	34962437	8	0
NC_073231.2	35067121	35151349	7	0
NC_073231.2	35270479	35413426	12	0
NC_073231.2	35455228	35602058	2	0
NC_073231.2	36606783	36631207	2	0
NC_073231.2	36844456	36861849	1	0
NC_073231.2	37760119	37885283	1	0
NC_073231.2	38508151	38552951	3	0
NC_073231.2	38619724	38651516	5	0
NC_073231.2	38666136	38695325	4	0
NC_073231.2	38984567	38990877	1	0
NC_073231.2	39238063	39365829	1	0
NC_073231.2	39367615	39376176	1	0
NC_073231.2	40081398	40089939	1	0
NC_073231.2	40122625	40137425	1	0
NC_073231.2	40183761	40318060	1	0
NC_073231.2	40595907	40599895	2	0
NC_073231.2	43674122	43698653	1	0
NC_073231.2	44385629	44450387	3	0
NC_073231.2	45532250	45561286	1	0
NC_073231.2	46007600	46053668	2	0
NC_073231.2	46053866	46137085	1	0
NC_073231.2	46347697	46386001	1	1
NC_073231.2	46393341	46401263	2	1
NC_073231.2	46405112	46432956	1	1
NC_073231.2	46499320	46589512	2	0
NC_073231.2	46628581	46960843	20	5
NC_073231.2	47292856	47327176	1	0
NC_073231.2	47345937	47383456	2	0
NC_073231.2	48138682	48156989	1	0
NC_073231.2	48260049	48263796	1	0
NC_073231.2	48307837	48430844	4	1
NC_073231.2	48853684	48877492	1	0
NC_073231.2	49659903	49723710	1	0
NC_073231.2	49809470	49861222	1	0
NC_073231.2	50173871	50283074	2	0
NC_073231.2	50727898	50921835	5	1
NC_073231.2	51441803	51445349	1	0
NC_073231.2	51569624	51871372	1	0
NC_073231.2	52191906	52434523	1	0
NC_073231.2	52867716	52901931	1	0
NC_073231.2	53140775	53185048	1	0
NC_073231.2	53186097	53318081	8	0
NC_073231.2	53462269	53513097	5	1
NC_073231.2	53522865	53675537	8	0
NC_073231.2	53917764	53954275	3	0
NC_073231.2	53957433	53994217	2	0
NC_073231.2	54119972	54176499	2	0
NC_073231.2	54236196	54260072	1	0
NC_073231.2	54677344	54741662	1	0
NC_073231.2	55579329	55610842	1	0
NC_073231.2	57304780	57341839	1	0
NC_073231.2	57797732	57808000	1	0
NC_073231.2	57859770	57861452	1	0
NC_073231.2	58672522	59021068	7	3
NC_073231.2	59879949	60036171	4	0
NC_073231.2	60115251	60210712	1	0
NC_073231.2	61091495	61120791	1	0
NC_073231.2	61263011	61272817	1	0
NC_073231.2	61729392	61805846	7	0
NC_073231.2	61898801	61908731	1	1
NC_073231.2	61961834	61989443	1	0
NC_073231.2	62251451	62405833	3	2
NC_073231.2	63679594	63702410	2	0
NC_073231.2	64169934	64212106	1	0
NC_073231.2	64713887	64853669	1	0
NC_073231.2	64921673	64997077	3	0
NC_073231.2	65109043	65110372	1	0
NC_073231.2	65686836	65707305	1	0
NC_073231.2	65894396	65981738	1	0
NC_073231.2	66681382	66736628	4	0
NC_073231.2	66737325	66738174	1	0
NC_073231.2	66775820	66813607	1	0
NC_073231.2	67358813	67385828	1	0
NC_073231.2	67530407	67556398	1	0
NC_073231.2	68071745	68147590	1	0
NC_073231.2	68580990	68677082	2	0
NC_073231.2	68882674	68896537	1	0
NC_073231.2	69276760	69324899	1	0
NC_073231.2	70017573	70358246	2	0
NC_073231.2	71412004	71428741	2	0
NC_073231.2	71744732	71749494	1	0
NC_073231.2	71762789	71766988	1	0
NC_073231.2	72077910	72095409	1	0
NC_073231.2	72756988	72784417	1	1
NC_073231.2	72933971	73047051	1	0
NC_073231.2	73083030	73083819	1	0
NC_073231.2	73084627	73561159	10	0
NC_073231.2	73670704	73714934	1	0
NC_073231.2	78087844	78126005	1	0
NC_073231.2	78451343	78575212	2	0
NC_073231.2	78628101	78630096	1	0
NC_073231.2	78734485	78742088	1	0
NC_073231.2	78915890	79055387	9	1
NC_073231.2	79138965	79200078	4	0
NC_073231.2	79200131	79208120	1	0
NC_073231.2	79297902	79316917	3	1
NC_073231.2	79409496	79520906	1	0
NC_073231.2	79704791	79808133	1	0
NC_073231.2	79839216	79891916	2	0
NC_073231.2	79959101	79978950	2	1
NC_073231.2	80592328	80687010	1	0
NC_073231.2	81582228	81590587	1	0
NC_073231.2	81591720	81598313	1	0
NC_073231.2	81771970	81930114	2	0
NC_073231.2	82140133	82317662	3	0
NC_073231.2	82319585	82430067	2	0
NC_073231.2	82455796	82526468	1	0
NC_073231.2	82577582	82702003	7	0
NC_073231.2	83018860	83041857	1	1
NC_073231.2	83154785	83196855	3	0
NC_073231.2	83274891	83283918	2	0
NC_073231.2	83286041	83320903	1	0
NC_073231.2	83365475	83388102	1	0
NC_073231.2	83647829	83668414	1	0
NC_073231.2	83682922	83694716	2	1
NC_073231.2	83906010	84031356	2	0
NC_073231.2	84361775	84362606	1	0
NC_073231.2	84362729	84369368	1	0
NC_073231.2	84530714	84636240	1	0
NC_073231.2	84658592	84743414	1	0
NC_073231.2	84948129	85051568	1	0
NC_073231.2	85625904	85696529	1	0
NC_073231.2	85700297	85751054	2	0
NC_073231.2	85823352	85873250	1	0
NC_073231.2	87036319	87073926	1	0
NC_073231.2	87093053	87274744	2	0
NC_073231.2	88351316	88410810	1	0
NC_073231.2	88431480	88442164	1	0
NC_073231.2	88656470	88657569	1	0
NC_073231.2	88673616	88769467	1	1
NC_073231.2	90379016	90418711	2	1
NC_073231.2	90492013	90512863	1	0
NC_073231.2	90698683	90729433	1	0
NC_073231.2	92032530	92037239	1	0
NC_073231.2	92221290	92346230	1	0
NC_073231.2	92379983	92385397	1	0
NC_073231.2	92390626	92436642	2	0
NC_073231.2	92450770	92454405	1	0
NC_073231.2	92518434	92519909	1	0
NC_073231.2	92529247	92537292	1	0
NC_073231.2	94563012	94582029	1	0
NC_073231.2	95446339	95583589	1	0
NC_073231.2	95794796	95913253	4	1
NC_073231.2	96163667	96165123	1	0
NC_073231.2	96739459	96758705	1	0
NC_073231.2	96942332	96959492	1	0
NC_073231.2	96974844	96975469	1	0
NC_073231.2	97061950	97073361	1	0
NC_073231.2	98744067	98827078	1	0
NC_073231.2	98967709	98981304	1	0
NC_073231.2	99207035	99224959	1	0
NC_073231.2	99555975	99584661	1	0
NC_073231.2	99588160	99596514	1	1
NC_073231.2	99651306	99674810	3	0
NC_073231.2	99773265	99782069	1	0
NC_073231.2	99980447	100045968	3	2
NC_073231.2	100339905	100405299	3	0
NC_073231.2	100565735	100637875	4	0
NC_073231.2	100668529	100741298	8	1
NC_073231.2	100741334	100766131	2	0
NC_073231.2	100871485	100906124	3	1
NC_073231.2	101560669	101594513	1	0
NC_073231.2	101637862	101650047	1	0
NC_073231.2	102011380	102015480	1	0
NC_073231.2	102078406	102083160	1	0
NC_073231.2	102262839	102276395	1	0
NC_073231.2	102286332	102293326	1	0
NC_073231.2	102488297	102527029	1	0
NC_073231.2	102791642	102823177	1	0
NC_073231.2	103403344	103437146	1	0
NC_073231.2	103475471	103544381	1	0
NC_073231.2	103702482	103868601	1	0
NC_073231.2	103943370	103991617	2	1
NC_073231.2	104025690	104125524	1	0
NC_073231.2	104215942	104642659	6	3
NC_073231.2	104703975	104766176	1	0
NC_073231.2	104796207	104810597	1	0
NC_073231.2	104819691	105722043	11	2
NC_073231.2	105792746	105942681	12	0
NC_073231.2	106092988	106153234	1	0
NC_073231.2	106358278	106400139	3	3
NC_073231.2	106532231	106534323	1	0
NC_073231.2	106834921	106837778	1	0
NC_073231.2	106841555	106844828	1	0
NC_073231.2	107007158	107023561	1	0
NC_073231.2	107519755	107958615	5	2
NC_073231.2	108038394	108074630	3	0
NC_073231.2	108089365	108139713	1	0
NC_073231.2	108520118	108551061	1	0
NC_073231.2	108719265	108723641	1	0
NC_073231.2	109150427	109207134	1	0
NC_073231.2	109250386	109259454	1	0
NC_073231.2	109315768	109333085	1	0
NC_073231.2	109720260	110087328	1	0
NC_073231.2	110417536	110428741	1	0
NC_073231.2	111610663	111614967	1	0
NC_073231.2	112286500	112590239	3	1
NC_073231.2	113087825	113174960	1	0
NC_073231.2	113656717	113887057	2	1
NC_073231.2	114004757	114249921	4	0
NC_073231.2	115292363	115347332	1	0
NC_073231.2	115362401	115382020	1	1
NC_073231.2	115572473	115574476	1	0
NC_073231.2	116424150	116446256	1	0
NC_073231.2	116773559	116860657	2	0
NC_073231.2	118073222	118599219	5	0
NC_073231.2	118640629	119218026	5	0
NC_073231.2	120065345	120173986	1	0
NC_073231.2	121267553	121481308	1	0
NC_073231.2	121516809	121526839	1	0
NC_073231.2	122125240	122127391	1	0
NC_073231.2	122199095	122250167	1	0
NC_073231.2	122510350	122632643	2	1
NC_073231.2	122632760	122719428	1	0
NC_073231.2	122815939	122873025	2	0
NC_073231.2	122922068	123071331	5	0
NC_073231.2	123145128	123204356	1	0
NC_073231.2	123660062	123672979	1	0
NC_073231.2	124244227	124307322	1	0
NC_073231.2	124591299	124592848	1	0
NC_073231.2	124770739	124773241	1	0
NC_073231.2	125075533	125109316	1	0
NC_073231.2	125410419	125493003	2	0
NC_073231.2	125584092	125645540	4	0
NC_073231.2	125913295	126064036	1	0
NC_073231.2	126066579	126082933	1	0
NC_073231.2	126085638	126093898	1	0
NC_073231.2	126097309	126227289	1	0
NC_073231.2	126302279	126545484	7	0
NC_073231.2	127468184	127486708	1	0
NC_073231.2	127494078	127495005	1	0
NC_073231.2	127495098	127497288	1	0
NC_073231.2	127499194	127501113	1	0
NC_073231.2	127523786	127564328	1	0
NC_073231.2	128892488	129005936	2	0
NC_073231.2	129048523	129050859	1	0
NC_073231.2	129107750	129132692	2	0
NC_073231.2	129173442	129266068	1	0
NC_073231.2	129272640	129295076	2	0
NC_073231.2	129299191	129315823	2	0
NC_073231.2	129888184	129889915	1	0
NC_073231.2	129899333	130018921	1	0
NC_073231.2	130314450	130366495	1	1
NC_073231.2	130378169	130567085	6	0
NC_073231.2	130864394	130888564	1	0
NC_073231.2	130888639	130921485	2	0
NC_073231.2	133602571	133878020	4	0
NC_073231.2	133894851	133906412	1	0
NC_073231.2	135628967	135804946	11	2
NC_073231.2	136145799	136232235	1	0
NC_073231.2	136743442	136782413	1	0
NC_073231.2	137705207	137803772	3	0
NC_073231.2	137846271	137852097	1	0
NC_073231.2	138394379	138493238	1	0
NC_073231.2	138598577	138671770	8	0
NC_073231.2	138716436	138959229	4	1
NC_073231.2	139036924	139055381	1	0
NC_073231.2	139289040	139401670	1	0
NC_073231.2	140305797	140522631	1	0
NC_073231.2	141285401	141291005	1	0
NC_073231.2	141994211	141996887	1	0
NC_073231.2	143951279	144186699	1	0
NC_073231.2	144407767	144581721	3	0
NC_073231.2	145566543	146296768	3	0
NC_073231.2	146509013	146849376	34	0
NC_073231.2	146978237	147026251	1	0
NC_073231.2	147040981	147049098	2	0
NC_073231.2	147054951	147126898	1	0
NC_073231.2	147272821	147287046	2	1
NC_073231.2	147495150	147496170	1	0
NC_073231.2	147505138	147512005	1	0
NC_073231.2	147917300	147924299	1	0
NC_073231.2	148802019	148804412	1	0
NC_073231.2	148826482	148865771	1	0
NC_073231.2	148887824	148895149	1	0
NC_073231.2	148895988	148908012	1	0
NC_073231.2	149094578	149107991	2	0
