a	b	seq_id	cov_min	cov_max	len_min	len_max	len_ratio	njunc_a	njunc_b	njunc_min	njunc_diff	njunc_ratio	frac_ref	frac_mem	aln_cov_small	contig	co_junc	antisense	same_chrom	log_dist	overlap	disjoint	edge_betw	jaccard_nbr	common_nbr	deg_min	deg_max	compara_pos	panel_real	panel_counter	group
LOC134756438	PEPD	0.9248	0.3244	0.6653	980	2010	0.4876	1	14	1	13	0.0714	0.071	1.0	0.665	1	1	0	0		0	1	1.0	0.0	0	1	1	0	0	0	231
LOC101129624	NME2	0.9701	0.6615	0.6986	909	960	0.9469	2	4	2	2	0.5	0.0	0.0	0.699	0	0	0	0		0	1	1.0	0.0	0	1	1	0	0	0	232
LOC115934567	LOC129527692	0.9606	0.0	0.4412	1548	24390	0.0635	1	7	1	6	0.1429	0.0	0.0	0.441	0	0	0	0		0	1	0.069427	0.1	1	6	7	0	0	0	233
LOC115931062	LOC115934567	0.941	0.0	0.4031	1548	12099	0.1279	10	1	1	9	0.1	0.0	0.0	0.435	0	0	0	0		0	1	0.012312	0.1429	1	4	6	0	0	0	233
LOC115934567	LOC129527600	0.9392	0.0	0.4018	1548	5856	0.2643	1	7	1	6	0.1429	0.0	0.0	0.402	0	0	0	0		0	1	0.012274	0.0	0	2	6	0	0	0	233
LOC115934567	RPL12	1.0	0.1893	0.4614	635	1548	0.4102	1	6	1	5	0.1667	0.0	0.0	0.461	0	0	0	0		0	1	0.046512	0.0	0	1	6	0	0	0	233
LOC115932779	LOC115934567	0.9218	0.0	0.3036	1548	13573	0.114	70	1	1	69	0.0143	0.0	0.0	0.304	0	0	0	0		0	1	0.043792	0.125	1	5	6	0	0	0	233
LOC115933039	LOC115934567	0.9218	0.0	0.3036	1548	12421	0.1246	61	1	1	60	0.0164	0.0	0.0	0.304	0	0	0	0		0	1	0.009911	0.1429	1	4	6	0	0	0	233
ATP5MC1	LOC101138209	0.9246	0.6171	1.0	408	639	0.6385	4	1	1	3	0.25	0.0	0.0	0.934	0	0	0	0		0	1	1.0	0.0	0	1	1	0	0	0	234
CDK5RAP3	PNPO	1.0	0.5161	0.5818	3489	3806	0.9167	15	6	6	9	0.4	0.0	0.0	0.582	0	0	0	1	0.0	1	0	1.0	0.0	0	1	1	0	0	0	235
LOC101152516	MRPL45	0.9677	0.2619	0.342	1813	2333	0.7771	6	7	6	1	0.8571	0.571	0.667	0.337	4	4	0	1	6.978	0	1	1.0	0.0	0	1	1	0	0	0	236
LOC101144080	LOC129533792	0.9459	0.7171	0.9991	2101	2927	0.7178	14	14	14	0	1.0	1.0	1.0	0.998	14	14	0	1	6.982	0	1	0.018182	1.0	9	10	10	0	0	0	223
LOC101144080	LOC115934662	0.9428	0.0	0.671	2088	2927	0.7134	14	14	14	0	1.0	1.0	1.0	0.939	14	14	0	1	7.071	0	1	0.030303	0.7778	7	8	10	0	0	0	223
LOC101125558	LOC101144080	0.9428	0.0	0.671	2083	2927	0.7117	14	14	14	0	1.0	1.0	1.0	0.941	14	14	0	1	6.987	0	1	0.030303	0.7778	7	8	10	0	0	0	223
LOC101144080	LOC129533797	0.9423	0.671	0.8038	2454	2927	0.8384	14	16	14	2	0.875	0.875	1.0	0.799	14	14	0	1	7.073	0	1	0.018182	1.0	9	10	10	0	0	0	223
LOC101144080	LOC129533813	0.9423	0.0	0.671	2076	2927	0.7093	14	14	14	0	1.0	1.0	1.0	0.945	14	14	0	1	7.084	0	1	0.030303	0.7778	7	8	10	0	0	0	223
LOC101144080	LOC115933306	0.9413	0.0	0.671	2141	2927	0.7315	14	14	14	0	1.0	0.929	0.929	0.916	13	13	0	1	6.98	0	1	0.030303	0.7778	7	8	10	0	0	0	223
LOC101144080	LOC129533806	0.9413	0.0	0.671	2076	2927	0.7093	14	14	14	0	1.0	1.0	1.0	0.945	14	14	0	1	7.01	0	1	0.030303	0.7778	7	8	10	0	0	0	223
LOC101144080	LOC129533808	0.9408	0.0	0.671	2082	2927	0.7113	14	14	14	0	1.0	1.0	1.0	0.942	14	14	0	1	7.008	0	1	0.030303	0.7778	7	8	10	0	0	0	223
LOC101135168	LOC115934626	0.9887	0.4967	0.9751	5263	10314	0.5103	14	17	14	3	0.8235	0.824	1.0	0.973	14	14	0	1	5.18	0	1	0.166667	1.0	2	3	3	0	0	0	215
LOC101135168	LOC115933002	0.9593	0.7702	0.981	5263	5627	0.9353	14	14	14	0	1.0	0.857	0.857	0.873	11	12	0	1	5.991	0	1	0.25	0.5	1	2	3	0	0	0	215
KANSL1	LOC115934629	0.9977	0.0975	0.3153	3919	13535	0.2895	15	7	7	8	0.4667	0.2	0.429	0.463	3	3	0	1	5.795	0	1	0.5	0.0	0	1	2	0	0	0	237
LOC101151290	LOC134758430	0.9983	0.5008	0.5265	5489	5769	0.9515	9	2	2	7	0.2222	0.0	0.0	0.526	0	0	0	1	5.091	0	1	0.5	0.0	0	1	3	0	0	0	216
LOC115933002	LOC115934626	0.9627	0.5815	0.897	5627	10314	0.5456	14	17	14	3	0.8235	0.706	0.857	0.948	11	12	0	1	5.884	0	1	0.25	0.5	1	2	3	0	0	0	215
LOC134758431	LOC134758434	0.9962	0.555	1.0	1861	3355	0.5547	1	1	1	0	1.0	1.0	1.0	1.0	1	1	0	1	5.896	0	1	1.0	0.0	0	1	1	0	0	0	238
LOC101151290	PLEKHM1	0.997	0.4675	0.5211	5078	5769	0.8802	9	10	9	1	0.9	0.6	0.667	0.466	6	6	0	1	5.865	0	1	0.333333	0.5	1	2	3	0	0	0	216
LOC101141121	LOC115934587	0.9048	0.5545	1.0	1491	2851	0.523	2	1	1	1	0.5	0.0	0.0	0.983	0	0	0	1	5.807	0	1	0.333333	1.0	1	2	2	0	0	0	239
LOC115934587	MAPK8IP1	0.9567	0.5483	0.6079	2851	3087	0.9236	1	11	1	10	0.0909	0.0	0.0	0.603	0	0	0	0		0	1	0.333333	1.0	1	2	2	0	0	0	239
LOC101129658	LOC101132030	0.9393	0.6065	0.6417	3821	4043	0.9451	3	4	3	1	0.75	0.75	1.0	0.641	2	3	0	1	3.961	0	1	1.0	0.0	0	1	1	0	0	0	240
LOC101154437	TUBG2	0.9301	0.7527	0.7737	1759	1844	0.9539	10	11	10	1	0.9091	0.909	1.0	0.774	7	10	0	1	4.637	0	1	0.666667	0.0	0	1	2	0	0	0	241
LOC101135064	LOC101154437	0.926	0.8653	0.9646	1581	1759	0.8988	1	10	1	9	0.1	0.0	0.0	0.962	0	0	0	0		0	1	0.666667	0.0	0	1	2	0	0	0	241
LOC101128930	LOC101134686	0.909	0.4105	0.4771	4320	5052	0.8551	18	19	18	1	0.9474	0.842	0.889	0.477	16	16	0	1	4.047	0	1	1.0	0.0	0	1	1	0	0	0	242
LOC101134688	LOC101145065	0.9435	0.8323	0.9987	1490	1777	0.8385	8	7	7	1	0.875	0.875	1.0	0.993	4	7	0	1	7.489	0	1	0.333333	0.0	0	1	2	0	0	0	243
LOC101145065	LOC101149133	0.9062	0.5273	0.5645	1660	1777	0.9342	7	7	7	0	1.0	0.857	0.857	0.564	6	6	0	1	4.517	0	1	0.533333	0.0	0	2	2	0	0	0	243
KRT16	LOC115932656	0.9376	0.0	0.9659	1612	1673	0.9635	7	8	7	1	0.875	0.875	1.0	0.998	7	7	0	1	7.489	0	1	0.266667	0.5	1	2	3	0	0	0	243
KRT16	LOC101124577	0.935	0.9076	0.9827	1673	1807	0.9258	7	8	7	1	0.875	0.875	1.0	0.978	7	7	0	1	7.511	0	1	0.266667	0.5	1	2	3	0	0	0	243
KRT16	LOC101149133	0.9025	0.795	0.803	1660	1673	0.9922	7	7	7	0	1.0	0.857	0.857	0.801	6	6	0	1	4.362	0	1	0.6	0.0	0	2	3	0	0	0	243
KRT37	KRT38	0.9574	0.5056	0.6637	2120	2783	0.7618	6	6	6	0	1.0	1.0	1.0	0.664	6	6	0	1	4.051	0	1	1.0	0.0	0	1	1	0	0	0	244
KRT31	LOC109026842	0.9525	0.633	0.6826	1635	1763	0.9274	6	6	6	0	1.0	1.0	1.0	0.683	6	6	0	1	4.379	0	1	0.166667	1.0	2	3	3	0	0	0	245
KRT31	LOC115930137	0.9529	0.6137	0.6272	1725	1763	0.9784	6	6	6	0	1.0	1.0	1.0	0.627	6	6	0	1	4.633	0	1	0.166667	1.0	2	3	3	0	0	0	245
KRT31	KRT34	0.939	0.6137	0.6495	1666	1763	0.945	6	6	6	0	1.0	1.0	1.0	0.649	6	6	0	1	4.058	0	1	0.166667	1.0	2	3	3	0	0	0	245
KRT34	LOC115930137	0.9383	0.658	0.6813	1666	1725	0.9658	6	6	6	0	1.0	1.0	1.0	0.681	6	6	0	1	4.428	0	1	0.166667	1.0	2	3	3	0	0	0	245
KRT34	LOC109026842	0.9372	0.6693	0.682	1635	1666	0.9814	6	6	6	0	1.0	1.0	1.0	0.682	6	6	0	1	3.894	0	1	0.166667	1.0	2	3	3	0	0	0	245
LOC109026842	LOC115930137	0.9679	0.6499	0.6856	1635	1725	0.9478	6	6	6	0	1.0	1.0	1.0	0.686	6	6	0	1	4.102	0	1	0.166667	1.0	2	3	3	0	0	0	245
LOC129523713	RPL23	0.9286	0.6341	0.7163	645	727	0.8872	1	5	1	4	0.2	0.0	0.0	0.715	0	0	0	0		0	1	1.0	0.0	0	1	1	0	0	0	246
CISD3	PCGF2	1.0	0.3475	0.5318	1332	2202	0.6049	3	10	3	7	0.3	0.0	0.0	0.267	0	0	1	1	0.0	1	0	1.0	0.0	0	1	1	0	0	0	247
ARHGAP23	LOC129527345	0.9672	0.267	0.6715	2682	3617	0.7415	24	22	22	2	0.9167	0.667	0.727	0.659	16	16	0	0		0	1	0.041585	0.4	4	6	10	0	0	0	248
ARHGAP23	LOC129527200	0.9576	0.2621	0.8987	1944	3617	0.5375	24	15	15	9	0.625	0.625	1.0	0.909	15	15	0	0		0	1	0.005848	1.0	5	6	6	0	0	0	248
ARHGAP23	LOC115933558	0.9705	0.2415	0.8341	1953	3617	0.54	24	13	13	11	0.5417	0.542	1.0	0.834	13	13	0	0		0	1	0.005848	1.0	5	6	6	0	0	0	248
ARHGAP23	LOC101138564	0.9727	0.2228	0.8308	1809	3617	0.5001	24	11	11	13	0.4583	0.458	1.0	0.831	11	11	0	0		0	1	0.005848	1.0	5	6	6	0	0	0	248
ARHGAP23	LOC129527211	0.9502	0.2268	0.9769	1560	3617	0.4313	24	14	14	10	0.5833	0.583	1.0	0.946	14	14	0	0		0	1	0.00731	0.8	4	5	6	0	0	0	248
LOC115933306	LOC115934662	0.9985	0.9383	0.9427	2088	2141	0.9752	14	14	14	0	1.0	0.929	0.929	0.942	13	13	0	1	6.344	0	1	0.018182	1.0	7	8	8	0	0	0	223
LOC115933306	LOC129533813	0.998	0.9383	0.9481	2076	2141	0.9696	14	14	14	0	1.0	0.929	0.929	0.947	13	13	0	1	6.412	0	1	0.018182	1.0	7	8	8	0	0	0	223
LOC115933306	LOC129533806	0.998	0.9383	0.9481	2076	2141	0.9696	14	14	14	0	1.0	0.929	0.929	0.947	13	13	0	1	5.83	0	1	0.018182	1.0	7	8	8	0	0	0	223
LOC115933306	LOC129533797	0.998	0.8038	0.9374	2141	2454	0.8725	14	16	14	2	0.875	0.812	0.929	0.917	13	13	0	1	6.357	0	1	0.030303	0.7778	7	8	10	0	0	0	223
LOC115933306	LOC129533808	0.9975	0.9383	0.9454	2082	2141	0.9724	14	14	14	0	1.0	0.929	0.929	0.944	13	13	0	1	5.797	0	1	0.018182	1.0	7	8	8	0	0	0	223
LOC101125558	LOC115933306	0.9965	0.9383	0.945	2083	2141	0.9729	14	14	14	0	1.0	0.929	0.929	0.944	13	13	0	1	5.163	0	1	0.018182	1.0	7	8	8	0	0	0	223
LOC115933306	LOC129533792	0.983	0.9352	0.9365	2101	2141	0.9813	14	14	14	0	1.0	0.929	0.929	0.934	13	13	0	1	4.585	0	1	0.030303	0.7778	7	8	10	0	0	0	223
LOC101125558	LOC129533792	0.9855	0.9352	0.9431	2083	2101	0.9914	14	14	14	0	1.0	1.0	1.0	0.942	14	14	0	1	4.984	0	1	0.030303	0.7778	7	8	10	0	0	0	223
LOC129533792	LOC129533806	0.984	0.9352	0.9462	2076	2101	0.9881	14	14	14	0	1.0	1.0	1.0	0.945	14	14	0	1	5.797	0	1	0.030303	0.7778	7	8	10	0	0	0	223
LOC129533792	LOC129533808	0.9835	0.9352	0.9435	2082	2101	0.991	14	14	14	0	1.0	1.0	1.0	0.942	14	14	0	1	5.761	0	1	0.030303	0.7778	7	8	10	0	0	0	223
LOC115934662	LOC129533792	0.9835	0.9352	0.9409	2088	2101	0.9938	14	14	14	0	1.0	1.0	1.0	0.94	14	14	0	1	6.334	0	1	0.030303	0.7778	7	8	10	0	0	0	223
LOC129533792	LOC129533797	0.983	0.803	0.9352	2101	2454	0.8562	14	16	14	2	0.875	0.875	1.0	0.934	14	14	0	1	6.348	0	1	0.018182	1.0	9	10	10	0	0	0	223
LOC129533792	LOC129533813	0.982	0.9352	0.9462	2076	2101	0.9881	14	14	14	0	1.0	1.0	1.0	0.945	14	14	0	1	6.403	0	1	0.030303	0.7778	7	8	10	0	0	0	223
LOC101151653	LOC129533792	0.9517	0.0	0.9352	2101	2119	0.9915	13	14	13	1	0.9286	0.929	1.0	0.933	13	13	0	1	7.35	0	1	0.054545	0.3333	3	4	10	0	0	0	223
LOC129533458	LOC129533792	0.9517	0.0	0.9352	2101	2142	0.9809	13	14	13	1	0.9286	0.929	1.0	0.933	13	13	0	1	7.348	0	1	0.054545	0.3333	3	4	10	0	0	0	223
LOC129533793	LOC129533796	0.9714	0.9377	1.0	384	401	0.9576	1	1	1	0	1.0	1.0	1.0	0.979	1	1	0	1	5.027	0	1	0.035714	1.0	6	7	7	0	0	0	224
LOC129533793	LOC129533807	0.9714	0.9424	1.0	384	399	0.9624	1	1	1	0	1.0	1.0	1.0	0.979	1	1	0	1	5.804	0	1	0.035714	1.0	6	7	7	0	0	0	224
LOC129533793	LOC129533814	0.9635	0.9543	1.0	384	394	0.9746	1	1	1	0	1.0	1.0	1.0	0.979	1	1	0	1	6.403	0	1	0.035714	1.0	6	7	7	0	0	0	224
LOC129533793	LOC129533798	0.9635	0.9548	1.0	384	398	0.9648	1	1	1	0	1.0	1.0	1.0	0.99	1	1	0	1	6.35	0	1	0.035714	1.0	6	7	7	0	0	0	224
LOC109027082	LOC129533793	0.9968	0.7254	0.8255	384	437	0.8787	1	1	1	0	1.0	1.0	1.0	0.826	1	1	0	1	5.76	0	1	0.035714	1.0	6	7	7	0	0	0	224
LOC115934661	LOC129533793	0.9747	0.7614	0.8229	379	384	0.987	1	1	1	0	1.0	1.0	1.0	1.0	1	1	0	1	6.334	0	1	0.035714	1.0	6	7	7	0	0	0	224
LOC101139671	LOC129533794	0.9976	0.419	0.6479	1261	1950	0.6467	13	4	4	9	0.3077	0.154	0.5	0.648	2	2	0	1	5.612	0	1	0.333333	0.5	1	2	3	0	0	0	249
CCL3	LOC129533794	0.9563	0.6534	0.8485	964	1261	0.7645	2	4	2	2	0.5	0.5	1.0	0.849	2	2	0	1	6.408	0	1	0.166667	1.0	1	2	2	0	0	0	249
LOC101139671	LOC129533795	0.9855	0.1738	0.6067	446	1950	0.2287	13	3	3	10	0.2308	0.231	1.0	0.926	3	3	0	1	5.6	0	1	0.5	0.0	0	1	3	0	0	0	249
LOC101140367	LOC129533812	1.0	0.6513	1.0	876	1345	0.6513	2	2	2	0	1.0	1.0	1.0	1.0	2	2	0	1	5.643	0	1	0.333333	1.0	1	2	2	0	0	0	250
LOC101123729	LOC101140367	0.9857	0.8002	0.8286	846	876	0.9658	3	2	2	1	0.6667	0.667	1.0	0.829	2	2	0	1	6.404	0	1	0.333333	1.0	1	2	2	0	0	0	250
LOC101125558	LOC129533806	0.9976	0.9967	1.0	2076	2083	0.9966	14	14	14	0	1.0	1.0	1.0	1.0	14	14	0	1	5.715	0	1	0.018182	1.0	7	8	8	0	0	0	223
LOC101125558	LOC115934662	0.9972	0.9977	1.0	2083	2088	0.9976	14	14	14	0	1.0	1.0	1.0	1.0	14	14	0	1	6.312	0	1	0.018182	1.0	7	8	8	0	0	0	223
LOC101125558	LOC129533808	0.9967	0.9995	1.0	2082	2083	0.9995	14	14	14	0	1.0	1.0	1.0	1.0	14	14	0	1	5.672	0	1	0.018182	1.0	7	8	8	0	0	0	223
LOC101125558	LOC129533813	0.9967	0.9967	1.0	2076	2083	0.9966	14	14	14	0	1.0	1.0	1.0	1.0	14	14	0	1	6.385	0	1	0.018182	1.0	7	8	8	0	0	0	223
LOC101125558	LOC129533797	0.9975	0.8038	0.944	2083	2454	0.8488	14	16	14	2	0.875	0.875	1.0	0.943	14	14	0	1	6.326	0	1	0.030303	0.7778	7	8	10	0	0	0	223
LOC129533796	LOC129533807	0.9949	0.985	0.99	399	401	0.995	1	1	1	0	1.0	1.0	1.0	0.99	1	1	0	1	5.724	0	1	0.035714	1.0	6	7	7	0	0	0	224
LOC129533796	LOC129533814	0.9873	0.9825	1.0	394	401	0.9825	1	1	1	0	1.0	1.0	1.0	1.0	1	1	0	1	6.384	0	1	0.035714	1.0	6	7	7	0	0	0	224
LOC129533796	LOC129533798	0.964	0.9601	0.9774	398	401	0.9925	1	1	1	0	1.0	1.0	1.0	0.967	1	1	0	1	6.328	0	1	0.035714	1.0	6	7	7	0	0	0	224
LOC109027082	LOC129533796	0.9937	0.7231	0.788	401	437	0.9176	1	1	1	0	1.0	1.0	1.0	0.788	1	1	0	1	5.67	0	1	0.035714	1.0	6	7	7	0	0	0	224
LOC115934661	LOC129533796	0.9718	0.7687	0.7955	379	401	0.9451	1	1	1	0	1.0	1.0	1.0	0.979	1	1	0	1	6.312	0	1	0.035714	1.0	6	7	7	0	0	0	224
LOC115933340	LOC129533810	0.9909	0.6852	0.9031	1465	1928	0.7599	11	17	11	6	0.6471	0.647	1.0	0.901	9	11	0	1	5.33	0	1	0.071429	0.75	3	4	5	0	0	0	251
LOC129533805	LOC129533810	0.9841	0.6209	0.6846	1928	2129	0.9056	17	17	17	0	1.0	0.647	0.647	0.684	11	11	0	1	6.28	0	1	0.071429	0.75	3	4	5	0	0	0	251
LOC129533810	NF1	0.9798	0.0	0.6909	1928	12240	0.1575	17	60	17	43	0.2833	0.217	0.765	0.714	10	13	0	1	6.825	0	1	0.214286	0.6	3	5	5	0	0	0	251
LOC129533809	LOC129533810	0.9933	0.1551	0.3086	969	1928	0.5026	1	17	1	16	0.0588	0.059	1.0	0.309	1	1	0	1	5.115	0	1	0.071429	0.75	3	4	5	0	0	0	251
LOC115933339	LOC129533810	0.9906	0.1105	0.5012	363	1928	0.1883	3	17	3	14	0.1765	0.176	1.0	0.785	3	3	0	1	6.269	0	1	0.25	0.0	0	1	5	0	0	0	251
CCL3	LOC101139671	0.9571	0.4303	0.8641	964	1950	0.4944	2	13	2	11	0.1538	0.154	1.0	0.864	2	2	0	1	6.32	0	1	0.333333	0.5	1	2	3	0	0	0	249
LOC101123729	LOC129533812	0.9857	0.5212	0.8286	846	1345	0.629	3	2	2	1	0.6667	0.667	1.0	0.829	2	2	0	1	6.32	0	1	0.333333	1.0	1	2	2	0	0	0	250
LOC115933340	LOC129533809	0.9933	0.2041	0.3086	969	1465	0.6614	11	1	1	10	0.0909	0.091	1.0	0.309	1	1	0	1	4.878	0	1	0.035714	1.0	3	4	4	0	0	0	251
LOC129533805	LOC129533809	0.9766	0.1404	0.3086	969	2129	0.4551	17	1	1	16	0.0588	0.059	1.0	0.309	1	1	0	1	6.248	0	1	0.035714	1.0	3	4	4	0	0	0	251
LOC129533809	NF1	0.9732	0.0	0.3086	969	12240	0.0792	1	60	1	59	0.0167	0.017	1.0	0.309	1	1	0	1	6.816	0	1	0.107143	0.75	3	4	5	0	0	0	251
LOC109027082	LOC129533807	0.9937	0.7231	0.792	399	437	0.913	1	1	1	0	1.0	1.0	1.0	0.792	1	1	0	1	4.784	0	1	0.035714	1.0	6	7	7	0	0	0	224
LOC109027082	LOC129533814	0.9842	0.7231	0.802	394	437	0.9016	1	1	1	0	1.0	1.0	1.0	0.802	1	1	0	1	6.291	0	1	0.035714	1.0	6	7	7	0	0	0	224
LOC109027082	LOC115934661	0.9715	0.7231	0.7614	379	437	0.8673	1	1	1	0	1.0	1.0	1.0	0.836	1	1	0	1	6.199	0	1	0.035714	1.0	6	7	7	0	0	0	224
LOC109027082	LOC129533798	0.9715	0.7231	0.794	398	437	0.9108	1	1	1	0	1.0	1.0	1.0	0.794	1	1	0	1	6.221	0	1	0.035714	1.0	6	7	7	0	0	0	224
LOC129533806	LOC129533808	0.9991	0.9972	1.0	2076	2082	0.9971	14	14	14	0	1.0	1.0	1.0	1.0	14	14	0	1	4.585	0	1	0.018182	1.0	7	8	8	0	0	0	223
LOC115934662	LOC129533808	0.9967	0.9972	1.0	2082	2088	0.9971	14	14	14	0	1.0	1.0	1.0	1.0	14	14	0	1	6.196	0	1	0.018182	1.0	7	8	8	0	0	0	223
LOC129533808	LOC129533813	0.9953	0.9972	1.0	2076	2082	0.9971	14	14	14	0	1.0	1.0	1.0	1.0	14	14	0	1	6.289	0	1	0.018182	1.0	7	8	8	0	0	0	223
LOC129533797	LOC129533808	0.9965	0.8038	0.9445	2082	2454	0.8484	16	14	14	2	0.875	0.875	1.0	0.943	14	14	0	1	6.215	0	1	0.030303	0.7778	7	8	10	0	0	0	223
LOC115934662	LOC129533806	0.9967	0.9944	1.0	2076	2088	0.9943	14	14	14	0	1.0	1.0	1.0	1.0	14	14	0	1	6.182	0	1	0.018182	1.0	7	8	8	0	0	0	223
LOC129533806	LOC129533813	0.9962	1.0	1.0	2076	2076	1.0	14	14	14	0	1.0	1.0	1.0	1.0	14	14	0	1	6.277	0	1	0.018182	1.0	7	8	8	0	0	0	223
LOC129533797	LOC129533806	0.997	0.8038	0.9471	2076	2454	0.846	16	14	14	2	0.875	0.875	1.0	0.946	14	14	0	1	6.201	0	1	0.030303	0.7778	7	8	10	0	0	0	223
LOC129533807	LOC129533814	0.9898	0.9875	1.0	394	399	0.9875	1	1	1	0	1.0	1.0	1.0	1.0	1	1	0	1	6.277	0	1	0.035714	1.0	6	7	7	0	0	0	224
LOC129533798	LOC129533807	0.964	0.9649	0.9774	398	399	0.9975	1	1	1	0	1.0	1.0	1.0	0.967	1	1	0	1	6.204	0	1	0.035714	1.0	6	7	7	0	0	0	224
LOC115934661	LOC129533807	0.9718	0.7687	0.7995	379	399	0.9499	1	1	1	0	1.0	1.0	1.0	0.979	1	1	0	1	6.182	0	1	0.035714	1.0	6	7	7	0	0	0	224
LOC115933340	LOC129533805	0.9925	0.6261	0.9099	1465	2129	0.6881	11	17	11	6	0.6471	0.647	1.0	0.91	11	11	0	1	6.206	0	1	0.035714	1.0	3	4	4	0	0	0	251
LOC115933340	NF1	0.9826	0.0	0.9031	1465	12240	0.1197	11	60	11	49	0.1833	0.183	1.0	0.903	10	11	0	1	6.806	0	1	0.107143	0.75	3	4	5	0	0	0	251
LOC115934661	LOC129533798	1.0	0.7663	0.799	379	398	0.9523	1	1	1	0	1.0	1.0	1.0	0.989	1	1	0	1	4.903	0	1	0.035714	1.0	6	7	7	0	0	0	224
LOC115934661	LOC129533814	0.9749	0.7687	0.8096	379	394	0.9619	1	1	1	0	1.0	1.0	1.0	0.979	1	1	0	1	5.57	0	1	0.035714	1.0	6	7	7	0	0	0	224
LOC115934662	LOC129533813	0.9976	0.9944	1.0	2076	2088	0.9943	14	14	14	0	1.0	1.0	1.0	1.0	14	14	0	1	5.558	0	1	0.018182	1.0	7	8	8	0	0	0	223
LOC115934662	LOC129533797	0.9995	0.8038	0.9418	2088	2454	0.8509	14	16	14	2	0.875	0.875	1.0	0.941	14	14	0	1	4.763	0	1	0.030303	0.7778	7	8	10	0	0	0	223
LOC129533797	LOC129533813	0.998	0.8038	0.9471	2076	2454	0.846	16	14	14	2	0.875	0.875	1.0	0.946	14	14	0	1	5.445	0	1	0.030303	0.7778	7	8	10	0	0	0	223
LOC101151653	LOC129533797	0.9517	0.0	0.8038	2119	2454	0.8635	13	16	13	3	0.8125	0.812	1.0	0.926	13	13	0	1	7.391	0	1	0.054545	0.3333	3	4	10	0	0	0	223
LOC129533458	LOC129533797	0.9517	0.0	0.8038	2142	2454	0.8729	13	16	13	3	0.8125	0.812	1.0	0.916	13	13	0	1	7.389	0	1	0.054545	0.3333	3	4	10	0	0	0	223
LOC129533798	LOC129533814	0.9666	0.9772	0.9774	394	398	0.9899	1	1	1	0	1.0	1.0	1.0	0.977	1	1	0	1	5.464	0	1	0.035714	1.0	6	7	7	0	0	0	224
LOC129533805	NF1	0.9774	0.0	0.6219	2129	12240	0.1739	17	60	17	43	0.2833	0.183	0.647	0.622	10	11	0	1	6.664	0	1	0.107143	0.75	3	4	5	0	0	0	251
AP2B1	LOC101146197	0.9477	0.4831	0.9976	2897	5917	0.4896	21	3	3	18	0.1429	0.048	0.333	0.998	1	1	0	0		0	1	1.0	0.0	0	1	1	0	0	0	252
LOC101128092	LOC101143223	0.9978	0.7194	0.9109	3029	3835	0.7898	15	13	13	2	0.8667	0.733	0.846	0.911	11	11	0	1	6.158	0	1	1.0	0.0	0	1	1	0	0	0	253
LOC115934680	LOC134758541	1.0	0.4449	0.7695	1271	2198	0.5783	3	2	2	1	0.6667	0.667	1.0	0.769	2	2	0	1	6.133	0	1	0.5	0.0	0	1	2	0	0	0	237
CRLF3	LOC101125309	1.0	0.0	0.4337	2205	3007	0.7333	7	5	5	2	0.7143	0.0	0.0	0.0	0	0	1	1	0.0	1	0	1.0	0.0	0	1	1	0	0	0	254
ATAD5	TEFM	1.0	0.0	0.3284	1897	10703	0.1772	22	3	3	19	0.1364	0.0	0.0	0.328	0	0	1	1	0.0	1	0	1.0	0.0	0	1	1	0	0	0	255
LOC115934629	LOC115934680	0.9299	0.0	0.475	2198	13535	0.1624	7	3	3	4	0.4286	0.0	0.0	0.473	0	0	1	1	7.218	0	1	0.666667	0.0	0	2	2	0	0	0	237
EFCAB5	LOC129533843	1.0	0.0	0.3576	646	5029	0.1285	23	2	2	21	0.087	0.0	0.0	0.358	0	0	1	1	0.0	1	0	1.0	0.0	0	1	1	0	0	0	256
RPL23A	TLCD1	1.0	0.178	0.3144	1568	2770	0.5661	5	3	3	2	0.6	0.0	0.0	0.314	0	0	1	1	0.0	1	0	0.5	0.0	0	1	3	0	0	0	257
LOC129526900	RPL23A	0.9803	0.324	0.8211	615	1568	0.3922	1	5	1	4	0.2	0.2	1.0	0.821	1	1	0	0		0	1	0.333333	0.5	1	2	3	0	0	0	257
LOC101129567	RPL23A	0.937	0.3138	0.8159	603	1568	0.3846	1	5	1	4	0.2	0.0	0.0	0.816	0	0	0	0		0	1	0.333333	0.5	1	2	3	0	0	0	257
SARM1	SLC46A1	1.0	0.3085	0.4947	4040	6375	0.6337	8	5	5	3	0.625	0.0	0.0	0.496	0	0	1	1	0.0	1	0	1.0	0.0	0	1	1	0	0	0	258
LOC129533540	LOC134759133	0.9252	0.0	0.3003	6134	17881	0.343	3	4	3	1	0.75	0.0	0.0	0.296	0	0	1	0		0	1	0.024997	0.0	0	3	34	0	0	0	3
LOC101133154	LOC101138463	0.9518	0.4737	0.6251	1323	1752	0.7551	10	12	10	2	0.8333	0.75	0.9	0.625	7	9	0	1	4.39	0	1	0.1	1.0	2	3	3	0	0	0	259
LOC101138463	LOC101154187	0.9304	0.4857	0.6251	1323	1715	0.7714	12	10	10	2	0.8333	0.75	0.9	0.625	7	9	0	1	7.158	0	1	0.2	0.6667	2	3	4	0	0	0	259
LGALS9C	LOC101138463	0.928	0.6251	0.6643	1254	1323	0.9478	10	12	10	2	0.8333	0.75	0.9	0.659	7	9	0	1	7.253	0	1	0.1	1.0	2	3	3	0	0	0	259
