family_id	n_copies	n_chroms	dominant_gene_root	name_concordance	density	avg_core_recip	n_articulation	class	members
DSFAM121	4	1	NUP	1.0	1.000	0.933	0	family	DN_NC_073244.2_59841578_3,DN_NC_073244.2_59841595_2,DN_NC_073244.2_59841798_2,DN_NC_073244.2_59841812_2
DSFAM122	4	1	CCDC	1.0	1.000	0.848	0	family	DN_NC_073236.2_112287893_2,DN_NC_073236.2_112287976_2,DN_NC_073236.2_112287977_2,DN_NC_073236.2_112287995_2
DSFAM123	4	3	RTCA	0.5	0.500	0.221	1	family	DN_NC_073224.2_129200469_3,DN_NC_073224.2_139648450_2,DN_NC_073247.2_101028925_2,DN_NC_073248.2_27104145_4
DSFAM124	4	1	LRRC	1.0	1.000	0.948	0	family	DN_NC_073224.2_150050706_3,DN_NC_073224.2_150050707_2,DN_NC_073224.2_150050734_2,DN_NC_073224.2_150050754_4
DSFAM125	4	2	ACOT	0.75	0.667	0.244	1	family	DN_NC_073228.2_138307166_3,DN_NC_073239.2_90428904_3,DN_NC_073239.2_90471291_2,DN_NC_073239.2_90472276_3
DSFAM126	4	1	(novel)	NA	0.500	0.420	2	family	DN_NC_073228.2_145157314_2,DN_NC_073228.2_145157318_2,DN_NC_073228.2_145157358_2,DN_NC_073228.2_145186024_2
DSFAM127	4	1	RDH	0.75	0.667	0.790	1	family	DN_NC_073236.2_121320001_9,DN_NC_073236.2_121348824_2,DN_NC_073236.2_121348828_2,DN_NC_073236.2_121349000_3
DSFAM128	4	2	(novel)	NA	0.667	0.336	1	family	DN_NC_073238.2_32460857_5,DN_NC_073238.2_33291944_6,DN_NC_073238.2_34005367_9,DN_NC_073240.2_22623333_4
DSFAM129	4	1	ING	1.0	1.000	0.916	0	family	DN_NC_073238.2_125450785_2,DN_NC_073238.2_125452223_2,DN_NC_073238.2_125453242_2,DN_NC_073238.2_125453992_2
DSFAM130	4	1	PPP1R	1.0	0.500	0.337	2	family	DN_NC_073232.2_103966561_2,DN_NC_073232.2_103968753_7,DN_NC_073232.2_104121075_2,DN_NC_073232.2_104126081_2
DSFAM131	4	3	(novel)	NA	1.000	0.388	0	family	DN_NC_073240.2_21546861_14,DN_NC_073240.2_23219746_14,DN_NC_073242.2_37435648_13,DN_NC_073244.2_44006563_15
DSFAM132	4	1	(novel)	NA	0.667	0.400	1	family	DN_NC_073247.2_62249491_13,DN_NC_073247.2_62361057_13,DN_NC_073247.2_64921939_13,DN_NC_073247.2_64998786_13
DSFAM133	4	1	PDPR	0.6666666666666666	0.500	0.437	2	family	DN_NC_073242.2_103765562_7,DN_NC_073242.2_103773356_15,DN_NC_073242.2_99543624_18,DN_NC_073242.2_99582133_7
DSFAM134	3	1	NKAPD	1.0	1.000	0.843	0	family	DN_NC_073233.2_119980246_6,DN_NC_073233.2_119988734_2,DN_NC_073233.2_119988736_3
DSFAM135	3	1	LDHAL	0.3333333333333333	0.667	0.386	1	family	DN_NC_073233.2_24785501_8,DN_NC_073233.2_24803514_8,DN_NC_073233.2_24846978_8
DSFAM136	3	3	EZR	0.3333333333333333	1.000	0.379	0	family	DN_NC_073229.2_182999268_13,DN_NC_073233.2_118106361_14,DN_NC_073247.2_77369372_13
DSFAM137	3	1	(novel)	NA	1.000	0.925	0	family	DN_NC_073230.2_91838829_2,DN_NC_073230.2_91841008_2,DN_NC_073230.2_91841140_2
DSFAM138	3	1	(novel)	NA	1.000	0.890	0	family	DN_NC_073228.2_145306375_4,DN_NC_073228.2_145338559_2,DN_NC_073228.2_145339446_2
DSFAM139	3	2	GSPT	0.6666666666666666	0.667	0.349	1	family	DN_NC_073242.2_35192809_3,DN_NC_073242.2_35908052_15,DN_NC_073247.2_61926443_2
DSFAM140	3	2	(novel)	NA	1.000	0.432	0	family	DN_NC_073229.2_42464475_7,DN_NC_073242.2_31473281_2,DN_NC_073242.2_31473413_2
DSFAM141	3	2	TMEM	1.0	1.000	0.500	0	family	DN_NC_073227.2_17184793_5,DN_NC_073227.2_17184840_5,DN_NC_073238.2_24580375_8
DSFAM142	3	2	(novel)	NA	1.000	0.504	0	family	DN_NC_073236.2_32935295_3,DN_NC_073236.2_32935299_2,DN_NC_073238.2_54832744_2
DSFAM143	3	1	(novel)	NA	1.000	0.548	0	family	DN_NC_073242.2_15726062_24,DN_NC_073242.2_28606635_19,DN_NC_073242.2_30717385_31
DSFAM144	3	1	(novel)	NA	0.667	0.314	1	family	DN_NC_073242.2_15607160_18,DN_NC_073242.2_28689005_18,DN_NC_073242.2_31497679_8
DSFAM145	3	1	APOBEC	1.0	1.000	0.318	0	family	DN_NC_086018.1_36987543_6,DN_NC_086018.1_37016890_4,DN_NC_086018.1_37043543_7
DSFAM146	3	1	CHST	1.0	1.000	0.971	0	family	DN_NC_073230.2_9870516_2,DN_NC_073230.2_9870582_2,DN_NC_073230.2_9870856_2
DSFAM147	3	1	(novel)	NA	1.000	0.657	0	family	DN_NC_073244.2_68258639_5,DN_NC_073244.2_68293337_5,DN_NC_073244.2_68333010_5
DSFAM148	3	1	(novel)	NA	1.000	0.972	0	family	DN_NC_073241.2_99621344_3,DN_NC_073241.2_99621399_2,DN_NC_073241.2_99622143_2
DSFAM149	3	2	SMIM	0.6666666666666666	1.000	0.355	0	family	DN_NC_073242.2_106138908_3,DN_NC_073245.2_28570767_2,DN_NC_073245.2_28570800_2
DSFAM150	3	1	RBM	1.0	1.000	0.957	0	family	DN_NC_073231.2_99586672_3,DN_NC_073231.2_99586901_2,DN_NC_073231.2_99586903_2
DSFAM151	3	2	IFITM	0.6666666666666666	0.667	0.508	1	family	DN_NC_073233.2_6759783_2,DN_NC_073233.2_6761147_2,DN_NC_073247.2_65202088_3
DSFAM152	3	1	(novel)	NA	1.000	0.834	0	family	DN_NC_073240.2_24900197_18,DN_NC_073240.2_33035459_18,DN_NC_073240.2_33337179_18
DSFAM153	3	2	(novel)	NA	1.000	0.414	0	family	DN_NC_073234.2_45136934_7,DN_NC_073246.2_34687084_3,DN_NC_073246.2_34687085_2
DSFAM154	3	2	TRIP	0.5	1.000	0.259	0	family	DN_NC_073224.2_117447152_14,DN_NC_073224.2_130305133_13,DN_NC_073243.2_111262956_13
DSFAM155	3	1	INSL	1.0	0.667	0.470	1	family	DN_NC_073237.2_59443508_2,DN_NC_073237.2_59443509_2,DN_NC_073237.2_59443509_3
DSFAM156	3	2	RPS	0.5	1.000	0.683	0	family	DN_NC_073247.2_84011480_7,DN_NC_073248.2_26366947_7,DN_NC_073248.2_9423438_7
DSFAM157	3	2	(novel)	NA	0.667	0.723	1	family	DN_NC_073235.2_136576413_2,DN_NC_073235.2_136577761_2,DN_NC_073247.2_22225560_12
DSFAM158	3	1	PCDHB	1.0	1.000	0.452	0	family	DN_NC_073228.2_144957130_2,DN_NC_073228.2_144970572_2,DN_NC_073228.2_145022553_2
DSFAM159	3	1	MSL	1.0	1.000	0.923	0	family	DN_NC_086017.1_147337119_2,DN_NC_086017.1_147337125_2,DN_NC_086017.1_147337644_2
DSFAM160	3	3	(novel)	NA	1.000	0.168	0	family	DN_NC_073228.2_64369461_5,DN_NC_073231.2_4571400_3,DN_NC_073244.2_6036407_2
DSFAM161	3	1	TMEM	1.0	1.000	0.911	0	family	DN_NC_073229.2_154565197_3,DN_NC_073229.2_154565380_2,DN_NC_073229.2_154594282_2
DSFAM162	3	2	(novel)	NA	1.000	0.644	0	family	DN_NC_073229.2_49424718_2,DN_NC_073229.2_49429142_2,DN_NC_073239.2_81444992_2
DSFAM163	3	2	INTS	0.6666666666666666	0.667	0.197	1	family	DN_NC_073238.2_65876995_17,DN_NC_073247.2_147316506_18,DN_NC_073247.2_147600611_20
DSFAM164	3	3	(novel)	NA	0.667	0.156	1	family	DN_NC_073229.2_86209092_3,DN_NC_073234.2_71885470_2,DN_NC_073243.2_86703688_5
DSFAM165	3	3	DVL	1.0	1.000	0.206	0	family	DN_NC_073224.2_239847758_15,DN_NC_073243.2_22365408_15,DN_NC_086017.1_195260184_15
DSFAM166	3	3	RAB	1.0	1.000	0.287	0	family	DN_NC_073228.2_9291784_6,DN_NC_073242.2_4214750_6,DN_NC_073247.2_115190067_8
DSFAM167	3	3	RARG	0.3333333333333333	0.667	0.357	1	family	DN_NC_073228.2_52119080_9,DN_NC_073234.2_48129944_8,DN_NC_086017.1_35250847_8
DSFAM168	3	1	ACSM	1.0	1.000	0.910	0	family	DN_NC_073242.2_20304734_2,DN_NC_073242.2_20304889_2,DN_NC_073242.2_20305262_2
DSFAM169	3	1	(novel)	NA	1.000	0.944	0	family	DN_NC_086017.1_24755690_2,DN_NC_086017.1_24755691_2,DN_NC_086017.1_24755694_2
DSFAM170	3	1	CHAMP	1.0	1.000	0.920	0	family	DN_NC_073238.2_129150070_3,DN_NC_073238.2_129150097_2,DN_NC_073238.2_129150106_2
DSFAM171	3	2	(novel)	NA	1.000	0.630	0	family	DN_NC_073235.2_144879602_2,DN_NC_073242.2_3614392_2,DN_NC_073242.2_3614426_2
DSFAM172	3	1	BTN2A	0.6666666666666666	0.667	0.193	1	family	DN_NC_073229.2_44058305_8,DN_NC_073229.2_44135507_8,DN_NC_073229.2_44179535_6
DSFAM173	3	2	(novel)	NA	1.000	0.590	0	family	DN_NC_073237.2_84822135_6,DN_NC_073247.2_67278734_2,DN_NC_073247.2_67278736_2
DSFAM174	3	1	SPIN	1.0	1.000	0.779	0	family	DN_NC_073247.2_67140263_2,DN_NC_073247.2_67140268_2,DN_NC_073247.2_67140268_4
DSFAM175	3	3	IGSF	0.5	0.667	0.300	1	family	DN_NC_073224.2_120975632_11,DN_NC_073238.2_24435116_16,DN_NC_086018.1_22138206_15
DSFAM176	3	1	(novel)	NA	1.000	0.219	0	family	DN_NC_073228.2_46729356_10,DN_NC_073228.2_60914130_12,DN_NC_073228.2_62340772_5
DSFAM177	3	1	BLCAP	1.0	1.000	0.925	0	family	DN_NC_073245.2_49715353_2,DN_NC_073245.2_49716462_3,DN_NC_073245.2_49716463_2
DSFAM178	3	3	LRP	1.0	0.667	0.192	1	family	DN_NC_073233.2_76234750_23,DN_NC_073234.2_27515614_23,DN_NC_086018.1_23267560_8
DSFAM179	3	1	CAVIN	1.0	1.000	0.802	0	family	DN_NC_073235.2_94276254_2,DN_NC_073235.2_94276804_2,DN_NC_073235.2_94276824_2
DSFAM180	3	1	IFIT	1.0	1.000	0.886	0	family	DN_NC_073232.2_101749810_2,DN_NC_073232.2_101751532_2,DN_NC_073232.2_101752031_3
DSFAM181	3	2	(novel)	NA	0.667	0.213	1	family	DN_NC_073230.2_90977223_13,DN_NC_073236.2_31364804_7,DN_NC_073236.2_31570340_7
DSFAM182	3	1	(novel)	NA	1.000	0.421	0	family	DN_NC_073242.2_15911262_31,DN_NC_073242.2_16378095_15,DN_NC_073242.2_29051840_13
DSFAM183	3	1	(novel)	NA	1.000	0.485	0	family	DN_NC_073232.2_99334478_2,DN_NC_073232.2_99334550_2,DN_NC_073232.2_99334551_2
DSFAM184	3	2	(novel)	NA	0.667	0.265	1	family	DN_NC_073228.2_79926211_12,DN_NC_073228.2_83434996_12,DN_NC_073238.2_29962908_11
DSFAM185	3	1	MRFAP1L	0.6666666666666666	1.000	0.353	0	family	DN_NC_073227.2_14699766_2,DN_NC_073227.2_14699796_2,DN_NC_073227.2_14766891_2
DSFAM186	3	1	PTGR	1.0	1.000	0.881	0	family	DN_NC_073241.2_104559499_2,DN_NC_073241.2_104559790_2,DN_NC_073241.2_104560095_2
DSFAM187	3	1	PRSS	1.0	1.000	0.942	0	family	DN_NC_073233.2_94691683_2,DN_NC_073233.2_94701214_2,DN_NC_073233.2_94701273_2
DSFAM188	3	1	LIPT2-AS	1.0	1.000	0.415	0	family	DN_NC_073233.2_82381481_2,DN_NC_073233.2_82381548_3,DN_NC_073233.2_82381616_2
DSFAM189	3	1	(novel)	NA	1.000	0.452	0	family	DN_NC_086017.1_57040965_3,DN_NC_086017.1_57040984_2,DN_NC_086017.1_57040987_2
DSFAM190	3	2	SHLD	0.5	0.667	0.451	1	family	DN_NC_073230.2_160290576_8,DN_NC_073232.2_68914292_6,DN_NC_073232.2_99479042_10
DSFAM191	3	2	OPA	0.6666666666666666	0.667	0.217	1	family	DN_NC_073232.2_42152672_3,DN_NC_073244.2_57039200_2,DN_NC_073244.2_57062895_2
DSFAM192	3	1	(novel)	NA	1.000	0.976	0	family	DN_NC_073228.2_92401874_2,DN_NC_073228.2_92401965_2,DN_NC_073228.2_92401976_2
DSFAM193	3	1	FSD	1.0	1.000	0.895	0	family	DN_NC_073240.2_84288944_2,DN_NC_073240.2_84288973_2,DN_NC_073240.2_84288974_4
DSFAM194	3	1	(novel)	NA	0.667	0.448	1	family	DN_NC_073229.2_43808975_3,DN_NC_073229.2_43809901_2,DN_NC_073229.2_43841872_2
DSFAM195	3	3	RPSA	0.3333333333333333	0.667	0.222	1	family	DN_NC_073229.2_97353754_3,DN_NC_073231.2_114003443_13,DN_NC_086017.1_49305793_6
DSFAM196	3	2	(novel)	NA	1.000	0.626	0	family	DN_NC_073247.2_10802440_4,DN_NC_073247.2_131152949_4,DN_NC_073248.2_8111002_4
DSFAM197	3	3	(novel)	NA	0.667	0.153	1	family	DN_NC_073241.2_103649905_2,DN_NC_086017.1_47078826_3,DN_NC_086018.1_22567705_3
DSFAM198	3	3	(novel)	NA	1.000	0.289	0	family	DN_NC_073238.2_32661686_2,DN_NC_073247.2_30604924_7,DN_NC_073248.2_26554434_7
DSFAM199	3	2	FGD	0.6666666666666666	0.667	0.277	1	family	DN_NC_073237.2_89473261_14,DN_NC_073247.2_64556424_5,DN_NC_073247.2_64561534_19
DSFAM200	3	1	TCEAL	1.0	1.000	0.856	0	family	DN_NC_073247.2_115415031_3,DN_NC_073247.2_115415559_2,DN_NC_073247.2_115416041_2
DSFAM201	3	1	(novel)	NA	1.000	0.579	0	family	DN_NC_073247.2_114041704_23,DN_NC_073247.2_114140052_23,DN_NC_073247.2_114854872_20
DSFAM202	3	1	RCBTB	1.0	0.667	0.594	1	family	DN_NC_073238.2_62894676_12,DN_NC_073238.2_62894676_2,DN_NC_073238.2_64027356_13
DSFAM203	3	1	COMMD	1.0	1.000	0.774	0	family	DN_NC_073231.2_150691912_2,DN_NC_073231.2_150693608_2,DN_NC_073231.2_150693612_2
DSFAM204	3	3	SMIM	0.5	0.667	0.194	1	family	DN_NC_073228.2_185199640_2,DN_NC_073242.2_106088342_11,DN_NC_073243.2_49037226_3
DSFAM205	3	1	(novel)	NA	1.000	0.342	0	family	DN_NC_073232.2_64911725_5,DN_NC_073232.2_65009281_5,DN_NC_073232.2_65534545_21
DSFAM206	3	2	KYAT	0.6666666666666666	1.000	0.540	0	family	DN_NC_073224.2_150982091_3,DN_NC_073224.2_150982352_2,DN_NC_073247.2_148580448_11
DSFAM207	3	2	SLC7A	0.6666666666666666	0.667	0.596	1	family	DN_NC_073239.2_33826105_11,DN_NC_073242.2_97493790_12,DN_NC_073242.2_97528976_5
DSFAM208	3	3	PFKM	0.3333333333333333	1.000	0.353	0	family	DN_NC_073232.2_12004654_22,DN_NC_073234.2_53131451_25,DN_NC_073246.2_46134650_22
DSFAM209	3	1	(novel)	NA	1.000	0.248	0	family	DN_NC_073240.2_23447377_5,DN_NC_073240.2_29509629_20,DN_NC_073240.2_31271054_17
DSFAM210	3	1	RNASE	1.0	1.000	0.844	0	family	DN_NC_073239.2_36009247_2,DN_NC_073239.2_36009644_2,DN_NC_073239.2_36009665_3
DSFAM211	3	1	ULBP	1.0	1.000	0.261	0	family	DN_NC_073229.2_174132332_5,DN_NC_073229.2_174168227_4,DN_NC_073229.2_174230881_5
DSFAM212	3	1	UBB	1.0	1.000	0.639	0	family	DN_NC_073228.2_70438436_2,DN_NC_073228.2_83793803_2,DN_NC_073228.2_83796015_2
DSFAM213	3	1	(novel)	NA	1.000	0.431	0	family	DN_NC_073230.2_72857214_2,DN_NC_073230.2_72907176_2,DN_NC_073230.2_73388327_2
DSFAM214	3	1	TMEM	1.0	1.000	0.950	0	family	DN_NC_073235.2_21185111_2,DN_NC_073235.2_21185127_2,DN_NC_073235.2_21185139_2
DSFAM215	3	3	PYGL	0.3333333333333333	1.000	0.637	0	family	DN_NC_073233.2_72649199_20,DN_NC_073239.2_67861789_20,DN_NC_073245.2_35236141_20
DSFAM216	3	2	DCAF12L	0.6666666666666666	0.667	0.310	1	family	DN_NC_073237.2_28860054_9,DN_NC_073247.2_137840069_2,DN_NC_073247.2_138224742_2
DSFAM217	3	3	CHRNA	0.5	0.667	0.156	1	family	DN_NC_073237.2_84711301_3,DN_NC_073238.2_114796219_2,DN_NC_073240.2_79492690_6
DSFAM218	3	3	UBQLN	1.0	0.667	0.142	1	family	DN_NC_073224.2_100772522_11,DN_NC_073237.2_79864647_11,DN_NC_073247.2_66651439_2
DSFAM219	3	2	LRRC	1.0	0.667	0.488	1	family	DN_NC_073237.2_125291669_2,DN_NC_073244.2_13768230_3,DN_NC_073244.2_13778576_2
DSFAM220	3	1	SLITRK	1.0	1.000	0.908	0	family	DN_NC_073247.2_155322406_2,DN_NC_073247.2_155322425_2,DN_NC_073247.2_155322613_2
DSFAM221	3	1	(novel)	NA	1.000	0.960	0	family	DN_NC_073237.2_25870692_2,DN_NC_073237.2_25870692_3,DN_NC_073237.2_25870693_2
DSFAM222	3	3	RYR	1.0	0.667	0.391	1	family	DN_NC_073224.2_26635584_9,DN_NC_073240.2_34675462_15,DN_NC_073244.2_50330993_16
DSFAM223	3	1	PPP1R	1.0	1.000	0.971	0	family	DN_NC_073231.2_14785801_2,DN_NC_073231.2_14785817_2,DN_NC_073231.2_14785855_2
DSFAM224	3	1	(novel)	NA	1.000	0.464	0	family	DN_NC_073228.2_27169290_8,DN_NC_073228.2_45974488_9,DN_NC_073228.2_46778774_7
DSFAM225	3	1	SSTR	1.0	1.000	0.953	0	family	DN_NC_086018.1_35204490_2,DN_NC_086018.1_35204495_2,DN_NC_086018.1_35204497_2
DSFAM226	3	1	GREM	1.0	1.000	0.925	0	family	DN_NC_073240.2_33547005_2,DN_NC_073240.2_33547293_2,DN_NC_073240.2_33547627_2
DSFAM227	3	1	SIAH	1.0	1.000	0.977	0	family	DN_NC_073242.2_77427667_2,DN_NC_073242.2_77427668_2,DN_NC_073242.2_77427669_2
DSFAM228	3	3	KDM	1.0	0.667	0.206	1	family	DN_NC_073224.2_53955814_27,DN_NC_073247.2_63315044_26,DN_NC_073248.2_27118037_27
DSFAM229	3	1	(novel)	NA	1.000	0.838	0	family	DN_NC_073244.2_68585799_2,DN_NC_073244.2_68585807_2,DN_NC_073244.2_68586499_2
DSFAM230	3	1	PDP	1.0	1.000	0.944	0	family	DN_NC_073231.2_99772823_2,DN_NC_073231.2_99772853_2,DN_NC_073231.2_99772864_3
DSFAM231	3	1	(novel)	NA	1.000	0.690	0	family	DN_NC_073233.2_54778450_7,DN_NC_073233.2_54817717_7,DN_NC_073233.2_97922937_7
DSFAM232	3	1	OBI	1.0	1.000	0.634	0	family	DN_NC_073238.2_93299021_2,DN_NC_073238.2_93303886_2,DN_NC_073238.2_93303887_3
DSFAM233	3	1	AMIGO	1.0	1.000	0.893	0	family	DN_NC_073234.2_54196096_2,DN_NC_073234.2_54196194_3,DN_NC_073234.2_54196487_2
DSFAM234	3	1	ZNF	0.6666666666666666	1.000	0.900	0	family	DN_NC_073232.2_108399400_7,DN_NC_073232.2_108425417_2,DN_NC_073232.2_108425608_2
DSFAM235	3	1	PNMA	1.0	1.000	0.467	0	family	DN_NC_073247.2_165002679_2,DN_NC_073247.2_165081266_2,DN_NC_073247.2_165081268_2
DSFAM236	3	1	(novel)	NA	1.000	0.951	0	family	DN_NC_073232.2_90289563_2,DN_NC_073232.2_90289689_3,DN_NC_073232.2_90289743_2
DSFAM237	3	1	(novel)	NA	1.000	0.525	0	family	DN_NC_073247.2_84517974_3,DN_NC_073247.2_84653260_2,DN_NC_073247.2_84678651_3
DSFAM238	3	1	(novel)	NA	1.000	0.506	0	family	DN_NC_073247.2_58634411_8,DN_NC_073247.2_62823555_8,DN_NC_073247.2_62876862_8
DSFAM239	3	1	(novel)	NA	1.000	0.965	0	family	DN_NC_073228.2_54243403_14,DN_NC_073228.2_56462402_14,DN_NC_073228.2_56531257_20
DSFAM240	3	1	S1PR	1.0	1.000	0.926	0	family	DN_NC_073224.2_138661942_2,DN_NC_073224.2_138662728_2,DN_NC_073224.2_138662735_2
DSFAM241	3	3	RPLP	0.5	0.667	0.208	1	family	DN_NC_073228.2_155613898_3,DN_NC_073240.2_70293854_4,DN_NC_073242.2_101553722_4
DSFAM242	3	1	RNASE	0.6666666666666666	0.667	0.663	1	family	DN_NC_073239.2_36114425_2,DN_NC_073239.2_36114427_2,DN_NC_073239.2_36120848_2
DSFAM243	3	1	(novel)	NA	1.000	0.358	0	family	DN_NC_086018.1_19935965_4,DN_NC_086018.1_21140998_4,DN_NC_086018.1_23370474_4
DSFAM244	3	1	DEFB	1.0	1.000	0.527	0	family	DN_NC_073245.2_43616148_2,DN_NC_073245.2_43617550_2,DN_NC_073245.2_43617550_3
DSFAM245	3	3	ACTA	0.3333333333333333	1.000	0.604	0	family	DN_NC_073228.2_10434405_6,DN_NC_073230.2_12962256_6,DN_NC_073232.2_101260375_9
DSFAM246	3	1	(novel)	NA	1.000	0.388	0	family	DN_NC_073237.2_83935038_8,DN_NC_073237.2_84341528_8,DN_NC_073237.2_93365361_8
DSFAM247	3	1	SEC	0.5	1.000	0.462	0	family	DN_NC_073224.2_117114419_5,DN_NC_073224.2_124983304_5,DN_NC_073224.2_130157457_4
DSFAM248	3	3	(novel)	NA	1.000	0.835	0	family	DN_NC_073233.2_129388517_48,DN_NC_073242.2_28854512_28,DN_NC_073244.2_20936541_9
DSFAM249	3	3	MYH	1.0	0.667	0.351	1	family	DN_NC_073242.2_30207983_41,DN_NC_073244.2_62231648_10,DN_NC_086018.1_34278584_41
DSFAM250	3	1	(novel)	NA	1.000	0.302	0	family	DN_NC_073234.2_30137050_2,DN_NC_073234.2_30167357_2,DN_NC_073234.2_30167360_2
DSFAM251	3	1	FLRT	1.0	1.000	0.828	0	family	DN_NC_073239.2_102436563_2,DN_NC_073239.2_102436666_2,DN_NC_073239.2_102439705_2
DSFAM252	3	3	RAC	1.0	0.667	0.418	1	family	DN_NC_073228.2_9959442_6,DN_NC_073230.2_13762772_6,DN_NC_086018.1_35225663_7
DSFAM253	3	1	(novel)	NA	1.000	0.440	0	family	DN_NC_073247.2_153600158_4,DN_NC_073247.2_153901396_3,DN_NC_073247.2_153901405_4
DSFAM254	3	1	VCF	0.6666666666666666	1.000	0.614	0	family	DN_NC_073228.2_18739186_3,DN_NC_073228.2_18740149_2,DN_NC_073228.2_18761647_14
DSFAM255	3	2	(novel)	NA	0.667	0.474	1	family	DN_NC_073228.2_182473921_9,DN_NC_073228.2_182638384_11,DN_NC_073241.2_37141428_27
DSFAM256	3	2	SLC9A	1.0	0.667	0.369	1	family	DN_NC_073247.2_147692428_16,DN_NC_073247.2_57005939_17,DN_NC_086017.1_154449519_16
DSFAM257	3	2	RHOBTB	1.0	0.667	0.345	1	family	DN_NC_073231.2_27205781_2,DN_NC_073231.2_27206312_6,DN_NC_073232.2_54856348_6
DSFAM258	3	1	FOXK	1.0	1.000	0.972	0	family	DN_NC_073228.2_9390213_2,DN_NC_073228.2_9390214_2,DN_NC_073228.2_9390218_2
DSFAM259	3	2	ANKRD	1.0	0.667	0.362	1	family	DN_NC_073236.2_33791336_41,DN_NC_073236.2_35320202_37,DN_NC_073241.2_38130293_13
DSFAM260	3	1	(novel)	NA	1.000	0.409	0	family	DN_NC_073232.2_101631560_2,DN_NC_073232.2_101657634_2,DN_NC_073232.2_101662108_2
DSFAM261	3	1	(novel)	NA	1.000	0.467	0	family	DN_NC_073228.2_70530128_4,DN_NC_073228.2_78905136_2,DN_NC_073228.2_78905136_3
DSFAM262	3	1	TIGD	1.0	1.000	0.775	0	family	DN_NC_073242.2_6945891_2,DN_NC_073242.2_6946462_2,DN_NC_073242.2_6946907_2
DSFAM263	3	1	FADS	1.0	0.667	0.216	1	family	DN_NC_073233.2_69582499_12,DN_NC_073233.2_69678029_12,DN_NC_073233.2_69723982_12
DSFAM264	3	1	C11H2orf	1.0	1.000	0.965	0	family	DN_NC_073235.2_92529727_2,DN_NC_073235.2_92598860_2,DN_NC_073235.2_92629178_2
DSFAM265	3	1	METTL	1.0	1.000	0.872	0	family	DN_NC_073224.2_86966830_2,DN_NC_073224.2_86967182_2,DN_NC_073224.2_86967214_2
DSFAM266	3	1	TNFAIP	1.0	1.000	0.880	0	family	DN_NC_073228.2_123138556_2,DN_NC_073228.2_123227430_2,DN_NC_073228.2_123228116_2
DSFAM267	3	1	MBLAC	1.0	1.000	0.831	0	family	DN_NC_073228.2_94585570_2,DN_NC_073228.2_94585807_2,DN_NC_073228.2_94585811_2
DSFAM268	3	1	GEMIN	1.0	1.000	0.896	0	family	DN_NC_073243.2_15877383_2,DN_NC_073243.2_15877386_2,DN_NC_073243.2_15879444_2
DSFAM269	3	3	CPEB	1.0	0.667	0.370	1	family	DN_NC_073227.2_23212119_11,DN_NC_073228.2_177718215_8,DN_NC_073232.2_104390833_9
DSFAM270	3	2	CANX	0.6666666666666666	0.667	0.616	1	family	DN_NC_073228.2_183658467_2,DN_NC_073228.2_183658482_2,DN_NC_073247.2_162650382_5
DSFAM271	3	3	(novel)	NA	1.000	0.759	0	family	DN_NC_073229.2_17702988_11,DN_NC_073234.2_15631092_11,DN_NC_086017.1_9790451_11
DSFAM272	3	1	FBXO	1.0	1.000	0.843	0	family	DN_NC_073234.2_132545283_12,DN_NC_073234.2_132546809_2,DN_NC_073234.2_132547091_2
DSFAM273	3	2	(novel)	NA	1.000	0.197	0	family	DN_NC_073228.2_78872851_5,DN_NC_073245.2_35742393_2,DN_NC_073245.2_35910982_4
DSFAM274	3	3	BLOC1S	0.5	0.667	0.163	1	family	DN_NC_073224.2_213462039_6,DN_NC_073228.2_49710333_4,DN_NC_073240.2_46341896_2
DSFAM275	3	1	ZBTB	1.0	1.000	0.913	0	family	DN_NC_073239.2_81408289_3,DN_NC_073239.2_81408630_2,DN_NC_073239.2_81408747_2
DSFAM276	3	1	UBIAD	1.0	1.000	0.713	0	family	DN_NC_073224.2_229316767_3,DN_NC_073224.2_229317235_2,DN_NC_073224.2_229317239_3
DSFAM277	3	1	SAYSD	1.0	1.000	0.568	0	family	DN_NC_073229.2_56880800_2,DN_NC_073229.2_56880803_3,DN_NC_073229.2_56887365_2
DSFAM278	3	3	(novel)	NA	0.667	0.467	1	family	DN_NC_073224.2_98617594_3,DN_NC_073229.2_52163606_6,DN_NC_073244.2_54257531_4
DSFAM279	3	1	(novel)	NA	0.667	0.501	1	family	DN_NC_073236.2_32048256_8,DN_NC_073236.2_33897833_6,DN_NC_073236.2_34983788_9
DSFAM280	3	1	WDR	0.6666666666666666	0.667	0.586	1	family	DN_NC_073228.2_144514226_7,DN_NC_073228.2_144514232_2,DN_NC_073228.2_144520267_4
DSFAM281	3	3	LAMTOR	0.3333333333333333	0.667	0.134	1	family	DN_NC_073227.2_120192697_7,DN_NC_073234.2_45319542_4,DN_NC_073235.2_29394327_4
DSFAM282	3	1	INHA	1.0	1.000	0.784	0	family	DN_NC_073235.2_122265108_2,DN_NC_073235.2_122265596_2,DN_NC_073235.2_122266503_2
DSFAM283	3	2	YWHAH	0.6666666666666666	0.667	0.638	1	family	DN_NC_073230.2_84474222_2,DN_NC_086018.1_29956541_2,DN_NC_086018.1_29957125_2
DSFAM284	3	2	HK	0.6666666666666666	1.000	0.440	0	family	DN_NC_073232.2_46350686_18,DN_NC_073232.2_46484201_18,DN_NC_073236.2_64893638_18
