family_id	n_loci	dominant_gene	member_dn	member_gene	chrom	start	end
71	3	LOC129532807	DN_NC_073239.2_124645701_2	LOC129526566	NC_073239.2	124645701	124648773
72	2	LOC134758386	DN_NC_073227.2_211898132_4	LOC134758386	NC_073227.2	211898132	211927312
72	2	LOC134758386	DN_NC_073240.2_103158559_3	LOC129526855	NC_073240.2	103158559	103186924
73	5	LOC129523511	DN_NC_073227.2_212285016_9	LOC129523511	NC_073227.2	212285016	212300800
73	5	LOC129523511	DN_NC_073231.2_151170137_9	LOC134756389	NC_073231.2	151170137	151185973
73	5	LOC129523511	DN_NC_073235.2_15131698_9	RABL2A	NC_073235.2	15131698	15147531
73	5	LOC129523511	DN_NC_073247.2_167707352_7	LOC101142457	NC_073247.2	167707352	167723160
73	5	LOC129523511	DN_NC_086018.1_48818439_9	RABL2B	NC_086018.1	48818439	48831940
74	2	FAM200A	DN_NC_073227.2_23893945_4	LOC101145047	NC_073227.2	23893945	23902653
74	2	FAM200A	DN_NC_073227.2_23893974_2	LOC101145047	NC_073227.2	23893974	23902453
74	2	FAM200A	DN_NC_073230.2_89274443_3	FAM200A	NC_073230.2	89274443	89286974
74	2	FAM200A	DN_NC_073230.2_89274445_2	FAM200A	NC_073230.2	89274445	89286980
74	2	FAM200A	DN_NC_073230.2_89274458_2	FAM200A	NC_073230.2	89274458	89286980
74	2	FAM200A	DN_NC_073230.2_89279862_2	FAM200A	NC_073230.2	89279862	89286974
75	2	LCORL	DN_NC_073227.2_26048754_6	LCORL	NC_073227.2	26048754	26229897
75	2	LCORL	DN_NC_073227.2_26049202_2	LCORL	NC_073227.2	26049202	26084794
76	2	LOC101132889	DN_NC_073227.2_30824454_6	LOC101132889	NC_073227.2	30824454	31012055
76	2	LOC101132889	DN_NC_073227.2_30966566_2	LOC101132889	NC_073227.2	30966566	31011937
77	2	LOC129532904	DN_NC_073227.2_36265860_3	LOC129532904	NC_073227.2	36265860	36526800
77	2	LOC129532904	DN_NC_073241.2_59430535_4	NA	NC_073241.2	59430535	59499193
78	2	RPL9	DN_NC_073227.2_47476685_7	RPL9	NC_073227.2	47476685	47481761
78	2	RPL9	DN_NC_073240.2_67167028_2	TIPIN	NC_073240.2	67167028	67174676
79	2	DCAF4L1	DN_NC_073227.2_50003246_2	DCAF4L1	NC_073227.2	50003246	50008249
79	2	DCAF4L1	DN_NC_073239.2_89803404_14	DCAF4	NC_073239.2	89803404	89836616
80	2	LNX1	DN_NC_073227.2_72845455_9	LNX1	NC_073227.2	72845455	72909253
80	2	LNX1	DN_NC_073227.2_72905683_18	FIP1L1	NC_073227.2	72905683	72990807
81	2	ZNF595	DN_NC_073227.2_8633416_4	ZNF595	NC_073227.2	8633416	8669413
81	2	ZNF595	DN_NC_073227.2_8633418_2	ZNF595	NC_073227.2	8633418	8669342
81	2	ZNF595	DN_NC_073227.2_8705656_4	LOC109026610	NC_073227.2	8705656	8745014
82	7	LOC109027212	DN_NC_073227.2_8788064_2	NA	NC_073227.2	8788064	8792987
82	7	LOC109027212	DN_NC_073229.2_67950085_3	LOC109027212	NC_073229.2	67950085	67956974
82	7	LOC109027212	DN_NC_073230.2_150857421_7	SSBP1	NC_073230.2	150857421	150871183
82	7	LOC109027212	DN_NC_073236.2_139901266_3	NA	NC_073236.2	139901266	139908839
82	7	LOC109027212	DN_NC_073241.2_83874271_3	LOC129528278	NC_073241.2	83874271	83882656
82	7	LOC109027212	DN_NC_073244.2_6165323_3	LOC129528791	NC_073244.2	6165323	6168734
82	7	LOC109027212	DN_NC_086017.1_112545872_3	LOC115934041	NC_086017.1	112545872	112559958
83	7	LOC134757313	DN_NC_073227.2_94499432_2	MTHFD2L	NC_073227.2	94499432	94513483
83	7	LOC134757313	DN_NC_073229.2_110027725_2	NA	NC_073229.2	110027725	110035932
83	7	LOC134757313	DN_NC_073236.2_115828789_3	FAM228B	NC_073236.2	115828789	115853463
83	7	LOC134757313	DN_NC_073239.2_70164897_2	LOC129526638	NC_073239.2	70164897	70263777
83	7	LOC134757313	DN_NC_073240.2_44461085_2	LOC134757313	NC_073240.2	44461085	44465959
83	7	LOC134757313	DN_NC_073240.2_44461095_2	LOC134757313	NC_073240.2	44461095	44487811
83	7	LOC134757313	DN_NC_073244.2_27139185_2	ZNF626	NC_073244.2	27139185	27169957
84	2	SDAD1	DN_NC_073227.2_96191422_22	SDAD1	NC_073227.2	96191422	96240335
84	2	SDAD1	DN_NC_073231.2_30601556_2	LOC101129910	NC_073231.2	30601556	30605983
85	5	IFITM1	DN_NC_073227.2_97044821_2	LOC134758331	NC_073227.2	97044821	97055578
85	5	IFITM1	DN_NC_073233.2_6759783_2	IFITM2	NC_073233.2	6759783	6762214
85	5	IFITM1	DN_NC_073233.2_6761147_2	IFITM1	NC_073233.2	6761147	6762775
85	5	IFITM1	DN_NC_073233.2_6765591_2	IFITM1	NC_073233.2	6765591	6766910
85	5	IFITM1	DN_NC_073233.2_6765652_2	IFITM1	NC_073233.2	6765652	6766915
85	5	IFITM1	DN_NC_073233.2_6771931_2	LOC101128980	NC_073233.2	6771931	6773347
85	5	IFITM1	DN_NC_073233.2_6771945_2	LOC101128980	NC_073233.2	6771945	6773173
86	2	ACTG1	DN_NC_073228.2_10434405_6	ACTG1	NC_073228.2	10434405	10437549
86	2	ACTG1	DN_NC_073230.2_12962256_6	ACTB	NC_073230.2	12962256	12966021
87	2	LOC129533692	DN_NC_073228.2_115483850_5	LOC129533692	NC_073228.2	115483850	115548465
87	2	LOC129533692	DN_NC_073228.2_115545008_4	NREP	NC_073228.2	115545008	115574727
88	2	EPB41L4A	DN_NC_073228.2_115981752_3	EPB41L4A	NC_073228.2	115981752	115985708
88	2	EPB41L4A	DN_NC_073228.2_115983493_23	EPB41L4A	NC_073228.2	115983493	116239106
89	2	TNFAIP8	DN_NC_073228.2_123138556_2	TNFAIP8	NC_073228.2	123138556	123267166
89	2	TNFAIP8	DN_NC_073228.2_123227430_2	TNFAIP8	NC_073228.2	123227430	123267158
89	2	TNFAIP8	DN_NC_073228.2_123228116_2	TNFAIP8	NC_073228.2	123228116	123267159
90	2	SLC22A4	DN_NC_073228.2_136205303_10	SLC22A4	NC_073228.2	136205303	136255832
90	2	SLC22A4	DN_NC_073228.2_136280772_10	SLC22A5	NC_073228.2	136280772	136306941
91	2	TMCO6	DN_NC_073228.2_144488767_12	TMCO6	NC_073228.2	144488767	144495950
91	2	TMCO6	DN_NC_073228.2_144494736_3	NDUFA2	NC_073228.2	144494736	144497151
92	2	WDR55	DN_NC_073228.2_144514226_7	WDR55	NC_073228.2	144514226	144521819
92	2	WDR55	DN_NC_073228.2_144514232_2	WDR55	NC_073228.2	144514232	144520459
92	2	WDR55	DN_NC_073228.2_144520267_4	DND1	NC_073228.2	144520267	144523023
93	6	PCDHB2	DN_NC_073228.2_144930560_2	PCDHB2	NC_073228.2	144930560	144936062
93	6	PCDHB2	DN_NC_073228.2_144930567_2	PCDHB2	NC_073228.2	144930567	144934701
93	6	PCDHB2	DN_NC_073228.2_144930638_2	PCDHB2	NC_073228.2	144930638	144934991
93	6	PCDHB2	DN_NC_073228.2_144957130_2	LOC101126280	NC_073228.2	144957130	144961197
93	6	PCDHB2	DN_NC_073228.2_144970572_2	PCDHB5	NC_073228.2	144970572	144976306
93	6	PCDHB2	DN_NC_073228.2_145022553_2	PCDHB16	NC_073228.2	145022553	145026155
93	6	PCDHB2	DN_NC_073228.2_145079893_2	PCDHB15	NC_073228.2	145079893	145083403
93	6	PCDHB2	DN_NC_073228.2_145079904_2	PCDHB15	NC_073228.2	145079904	145087484
94	2	LOC134758598	DN_NC_073228.2_145157314_2	LOC134758598	NC_073228.2	145157314	145161585
94	2	LOC134758598	DN_NC_073228.2_145157318_2	LOC134758598	NC_073228.2	145157318	145174398
94	2	LOC134758598	DN_NC_073228.2_145157358_2	LOC134758598	NC_073228.2	145157358	145161585
95	2	LOC101128585	DN_NC_073228.2_145306375_4	LOC101128585	NC_073228.2	145306375	145343542
95	2	LOC101128585	DN_NC_073228.2_145338559_2	LOC101128585	NC_073228.2	145338559	145343541
95	2	LOC101128585	DN_NC_073228.2_145339446_2	LOC101128585	NC_073228.2	145339446	145343541
96	3	LOC101140892	DN_NC_073228.2_155613898_3	LOC101140892	NC_073228.2	155613898	155620942
96	3	LOC101140892	DN_NC_073240.2_70293854_4	RPLP1	NC_073240.2	70293854	70297271
96	3	LOC101140892	DN_NC_073242.2_101553722_4	TXNL4B	NC_073242.2	101553722	101578915
97	2	MIF4GD	DN_NC_073228.2_16703728_6	MIF4GD	NC_073228.2	16703728	16708735
97	2	MIF4GD	DN_NC_073228.2_16706128_5	MRPS7	NC_073228.2	16706128	16713274
98	2	THOC3	DN_NC_073228.2_179795915_6	THOC3	NC_073228.2	179795915	179805701
98	2	THOC3	DN_NC_073228.2_182778476_6	LOC101131460	NC_073228.2	182778476	182788817
99	9	LOC134758618	DN_NC_073228.2_179980536_5	LOC134758618	NC_073228.2	179980536	180003907
99	9	LOC134758618	DN_NC_073228.2_181539844_2	NA	NC_073228.2	181539844	181547555
99	9	LOC134758618	DN_NC_073228.2_182670660_2	NA	NC_073228.2	182670660	182676143
99	9	LOC134758618	DN_NC_073229.2_25792528_2	NA	NC_073229.2	25792528	25795712
99	9	LOC134758618	DN_NC_073232.2_89716083_2	NA	NC_073232.2	89716083	89720468
99	9	LOC134758618	DN_NC_073239.2_98525434_2	NA	NC_073239.2	98525434	98531280
99	9	LOC134758618	DN_NC_073241.2_105951612_2	NA	NC_073241.2	105951612	105962960
99	9	LOC134758618	DN_NC_073246.2_23987934_2	NA	NC_073246.2	23987934	23997190
99	9	LOC134758618	DN_NC_086017.1_185299820_2	NLGN1	NC_086017.1	185299820	185307284
100	2	RMND5B	DN_NC_073228.2_181756447_11	RMND5B	NC_073228.2	181756447	181776513
100	2	RMND5B	DN_NC_073228.2_181772207_4	NHP2	NC_073228.2	181772207	181780208
101	2	ZNF354A	DN_NC_073228.2_182334642_5	ZNF354A	NC_073228.2	182334642	182353538
101	2	ZNF354A	DN_NC_073228.2_182827930_5	ZNF354B	NC_073228.2	182827930	182857926
102	2	LOC129533419	DN_NC_073228.2_182473921_9	LOC129533419	NC_073228.2	182473921	182496031
102	2	LOC129533419	DN_NC_073228.2_182638384_11	LOC101137455	NC_073228.2	182638384	182662903
103	2	LOC115933189	DN_NC_073228.2_182513643_26	LOC115933189	NC_073228.2	182513643	182572979
103	2	LOC115933189	DN_NC_073228.2_182587557_24	LOC115933006	NC_073228.2	182587557	182620612
104	2	HNRNPH2	DN_NC_073228.2_183595646_14	HNRNPH1	NC_073228.2	183595646	183605271
104	2	HNRNPH2	DN_NC_073247.2_113184288_2	HNRNPH2	NC_073247.2	113184288	113190306
104	2	HNRNPH2	DN_NC_073247.2_113184310_2	HNRNPH2	NC_073247.2	113184310	113190306
104	2	HNRNPH2	DN_NC_073247.2_113184407_2	HNRNPH2	NC_073247.2	113184407	113190305
104	2	HNRNPH2	DN_NC_073247.2_113184615_2	HNRNPH2	NC_073247.2	113184615	113190305
105	2	CANX	DN_NC_073228.2_183658467_2	CANX	NC_073228.2	183658467	183674593
105	2	CANX	DN_NC_073228.2_183658482_2	CANX	NC_073228.2	183658482	183674633
105	2	CANX	DN_NC_073247.2_162650382_5	HMGB3	NC_073247.2	162650382	162657912
106	2	SQSTM1	DN_NC_073228.2_183798210_8	SQSTM1	NC_073228.2	183798210	183814181
106	2	SQSTM1	DN_NC_073228.2_183812935_7	MRNIP	NC_073228.2	183812935	183833598
107	2	CDC42EP4	DN_NC_073228.2_18661468_2	CDC42EP4	NC_073228.2	18661468	18688990
107	2	CDC42EP4	DN_NC_073228.2_18662817_2	CDC42EP4	NC_073228.2	18662817	18688988
107	2	CDC42EP4	DN_NC_073228.2_18665630_2	CDC42EP4	NC_073228.2	18665630	18688987
107	2	CDC42EP4	DN_NC_073228.2_18685553_2	CDC42EP4	NC_073228.2	18685553	18688987
108	2	VCF1	DN_NC_073228.2_18739186_3	VCF1	NC_073228.2	18739186	18764782
108	2	VCF1	DN_NC_073228.2_18740149_2	VCF1	NC_073228.2	18740149	18764782
108	2	VCF1	DN_NC_073228.2_18761647_14	COG1	NC_073228.2	18761647	18779202
109	2	COG1	DN_NC_073228.2_18779384_3	COG1	NC_073228.2	18779384	18803545
109	2	COG1	DN_NC_073228.2_18798859_2	SSTR2	NC_073228.2	18798859	18807014
110	7	LRRC37A3	DN_NC_073228.2_27148471_4	LRRC37A3	NC_073228.2	27148471	27157112
110	7	LRRC37A3	DN_NC_073228.2_45686814_4	ARL17A	NC_073228.2	45686814	45720442
110	7	LRRC37A3	DN_NC_073228.2_45710800_6	LOC101135168	NC_073228.2	45710800	45719483
110	7	LRRC37A3	DN_NC_073228.2_45948292_6	LOC115934626	NC_073228.2	45948292	45959234
110	7	LRRC37A3	DN_NC_073228.2_46729356_10	LOC115933002	NC_073228.2	46729356	46756392
110	7	LRRC37A3	DN_NC_073228.2_60914130_12	LOC101128092	NC_073228.2	60914130	60946734
110	7	LRRC37A3	DN_NC_073228.2_62340772_5	LOC115934680	NC_073228.2	62340772	62362304
111	3	LOC101135518	DN_NC_073228.2_27169290_8	LOC101135518	NC_073228.2	27169290	27208979
111	3	LOC101135518	DN_NC_073228.2_45974488_9	LOC101151290	NC_073228.2	45974488	46016637
111	3	LOC101135518	DN_NC_073228.2_46778774_7	PLEKHM1	NC_073228.2	46778774	46816349
112	2	FTSJ3	DN_NC_073228.2_28222257_21	FTSJ3	NC_073228.2	28222257	28232213
112	2	FTSJ3	DN_NC_073228.2_28230327_9	DDX42	NC_073228.2	28230327	28240829
113	2	LOC101147326	DN_NC_073228.2_28439701_5	LOC101147326	NC_073228.2	28439701	28451023
113	2	LOC101147326	DN_NC_073236.2_69434930_3	FAM136A	NC_073236.2	69434930	69441044
114	2	METTL2A	DN_NC_073228.2_29619142_9	METTL2A	NC_073228.2	29619142	29646183
114	2	METTL2A	DN_NC_073230.2_137552467_7	METTL2B	NC_073230.2	137552467	137579312
115	2	TEX14	DN_NC_073228.2_33351152_31	TEX14	NC_073228.2	33351152	33493785
115	2	TEX14	DN_NC_073236.2_29195344_14	LOC115933152	NC_073236.2	29195344	29246884
116	2	IGBP1C	DN_NC_073228.2_33351168_2	IGBP1C	NC_073228.2	33351168	33380450
116	2	IGBP1C	DN_NC_073247.2_81944671_6	IGBP1	NC_073247.2	81944671	81979281
117	4	SERINC4	DN_NC_073228.2_34970492_2	NA	NC_073228.2	34970492	34977266
117	4	SERINC4	DN_NC_073240.2_44603034_3	SERF2	NC_073240.2	44603034	44606876
117	4	SERINC4	DN_NC_073240.2_44604956_12	SERINC4	NC_073240.2	44604956	44611347
117	4	SERINC4	DN_NC_073240.2_44606131_4	SERINC4	NC_073240.2	44606131	44614865
117	4	SERINC4	DN_NC_073245.2_56707704_5	TTPAL	NC_073245.2	56707704	56726800
118	2	MMD	DN_NC_073228.2_36629496_7	MMD	NC_073228.2	36629496	36658997
118	2	MMD	DN_NC_073228.2_36629512_2	MMD	NC_073228.2	36629512	36631888
119	2	CEP295	DN_NC_073228.2_47616570_2	NA	NC_073228.2	47616570	47634107
119	2	CEP295	DN_NC_073233.2_101397499_3	CEP295	NC_073233.2	101397499	101462425
120	2	TUBG2	DN_NC_073228.2_49804904_11	TUBG2	NC_073228.2	49804904	49812726
120	2	TUBG2	DN_NC_073228.2_49856055_11	LOC101154437	NC_073228.2	49856055	49862448
121	3	LOC115933306	DN_NC_073228.2_54243403_14	LOC115933306	NC_073228.2	54243403	54254352
121	3	LOC115933306	DN_NC_073228.2_56462402_14	LOC115934662	NC_073228.2	56462402	56473356
121	3	LOC115933306	DN_NC_073228.2_56531257_20	LOC129533797	NC_073228.2	56531257	56618745
122	2	LOC101143714	DN_NC_073228.2_57477870_3	LOC101143714	NC_073228.2	57477870	57539817
122	2	LOC101143714	DN_NC_073228.2_57583458_4	SLFN12	NC_073228.2	57583458	57606698
123	2	LOC101143714	DN_NC_073228.2_57567147_5	LOC101143714	NC_073228.2	57567147	57577539
123	2	LOC101143714	DN_NC_073228.2_57642308_6	SLFN11	NC_073228.2	57642308	57665911
124	2	RPL41	DN_NC_073228.2_61354966_3	NA	NC_073228.2	61354966	61368959
124	2	RPL41	DN_NC_073234.2_45248479_4	RPL41	NC_073234.2	45248479	45249723
125	2	LOC115934550	DN_NC_073228.2_62433488_6	LOC115934550	NC_073228.2	62433488	62466033
125	2	LOC115934550	DN_NC_073228.2_9345525_10	WDR45B	NC_073228.2	9345525	9380350
126	2	MYO18A	DN_NC_073228.2_63911224_41	MYO18A	NC_073228.2	63911224	64018174
126	2	MYO18A	DN_NC_073228.2_64010645_2	MYO18A	NC_073228.2	64010645	64018172
127	2	SLC46A1	DN_NC_073228.2_64684384_5	SLC46A1	NC_073228.2	64684384	64694909
127	2	SLC46A1	DN_NC_073228.2_64691860_6	SARM1	NC_073228.2	64691860	64706086
128	2	IFT20	DN_NC_073228.2_64755384_5	IFT20	NC_073228.2	64755384	64762542
128	2	IFT20	DN_NC_073228.2_64760968_3	TMEM97	NC_073228.2	64760968	64772391
129	2	LOC101142859	DN_NC_073228.2_66328056_2	LOC101142859	NC_073228.2	66328056	66332632
129	2	LOC101142859	DN_NC_073228.2_70719297_2	LOC134758545	NC_073228.2	70719297	70725013
130	5	UBC	DN_NC_073228.2_70438436_2	LOC109026704	NC_073228.2	70438436	70441040
130	5	UBC	DN_NC_073228.2_83793803_2	UBB	NC_073228.2	83793803	83798131
130	5	UBC	DN_NC_073228.2_83796015_2	UBB	NC_073228.2	83796015	83797419
130	5	UBC	DN_NC_073234.2_140369418_2	UBC	NC_073234.2	140369418	140372363
130	5	UBC	DN_NC_073234.2_140369418_3	UBC	NC_073234.2	140369418	140372814
130	5	UBC	DN_NC_073234.2_140369419_2	UBC	NC_073234.2	140369419	140397887
131	2	LOC115932821	DN_NC_073228.2_70530128_4	NA	NC_073228.2	70530128	70634680
131	2	LOC115932821	DN_NC_073228.2_78905136_2	LOC115932821	NC_073228.2	78905136	78936388
131	2	LOC115932821	DN_NC_073228.2_78905136_3	LOC115932821	NC_073228.2	78905136	78937561
132	2	LOC115932787	DN_NC_073228.2_78724694_4	LOC115932787	NC_073228.2	78724694	78746697
132	2	LOC115932787	DN_NC_073228.2_79204251_5	MAP2K3	NC_073228.2	79204251	79215020
133	3	LOC115932794	DN_NC_073228.2_78872851_5	LOC115932794	NC_073228.2	78872851	78904934
133	3	LOC115932794	DN_NC_073245.2_35742393_2	LOC129529083	NC_073245.2	35742393	35747290
133	3	LOC115932794	DN_NC_073245.2_35910982_4	LOC134757821	NC_073245.2	35910982	36064925
134	4	LOC109025320	DN_NC_073228.2_78946144_3	LOC109025320	NC_073228.2	78946144	78990936
134	4	LOC109025320	DN_NC_073228.2_78970101_2	LOC109025320	NC_073228.2	78970101	78990936
134	4	LOC109025320	DN_NC_073228.2_78970117_3	LOC109025320	NC_073228.2	78970117	78990936
134	4	LOC109025320	DN_NC_073242.2_66481481_2	LINC02693	NC_073242.2	66481481	66502248
134	4	LOC109025320	DN_NC_073242.2_68108553_2	LOC129527663	NC_073242.2	68108553	68129983
135	2	LOC109026767	DN_NC_073228.2_79859997_3	LOC109026767	NC_073228.2	79859997	79864507
135	2	LOC109026767	DN_NC_073228.2_83368453_5	LOC115934575	NC_073228.2	83368453	83378276
136	2	LOC109026769	DN_NC_073228.2_79926211_12	LOC109026769	NC_073228.2	79926211	79971481
136	2	LOC109026769	DN_NC_073228.2_83434996_12	CCDC144A	NC_073228.2	83434996	83478593
137	2	TVP23B	DN_NC_073228.2_81446275_7	TVP23B	NC_073228.2	81446275	81475874
137	2	TVP23B	DN_NC_073243.2_30823221_7	CDRT4	NC_073243.2	30823221	30848095
138	2	FLCN	DN_NC_073228.2_82051194_15	FLCN	NC_073228.2	82051194	82076346
138	2	FLCN	DN_NC_073228.2_82073377_2	FLCN	NC_073228.2	82073377	82076344
139	2	B3GNTL1	DN_NC_073228.2_8941710_13	B3GNTL1	NC_073228.2	8941710	9047096
139	2	B3GNTL1	DN_NC_073228.2_9043620_39	TBCD	NC_073228.2	9043620	9236645
140	2	NR2F1	DN_NC_073228.2_97705476_2	NR2F1	NC_073228.2	97705476	97712290
140	2	NR2F1	DN_NC_073240.2_97547891_3	NR2F2	NC_073240.2	97547891	97561135
141	2	ARB2A	DN_NC_073228.2_97735756_11	ARB2A	NC_073228.2	97735756	98229193
141	2	ARB2A	DN_NC_073228.2_97735756_2	ARB2A	NC_073228.2	97735756	97739266
142	2	AKIRIN2	DN_NC_073229.2_111826313_5	AKIRIN2	NC_073229.2	111826313	111853241
142	2	AKIRIN2	DN_NC_073229.2_111849240_2	AKIRIN2	NC_073229.2	111849240	111853075
143	2	LOC101148313	DN_NC_073229.2_136502891_3	LOC101148313	NC_073229.2	136502891	136507428
143	2	LOC101148313	DN_NC_073229.2_136550623_3	LOC115935025	NC_073229.2	136550623	136557225
144	2	RFX6	DN_NC_073229.2_141117205_4	RFX6	NC_073229.2	141117205	141214738
144	2	RFX6	DN_NC_073237.2_129726988_8	RPL7A	NC_073237.2	129726988	129730452
145	2	AKAP7	DN_NC_073229.2_155339698_8	AKAP7	NC_073229.2	155339698	155491791
145	2	AKAP7	DN_NC_073229.2_155458435_2	AKAP7	NC_073229.2	155458435	155491791
146	3	ULBP1	DN_NC_073229.2_174132332_5	ULBP1	NC_073229.2	174132332	174142281
146	3	ULBP1	DN_NC_073229.2_174168227_4	LOC101140030	NC_073229.2	174168227	174175444
146	3	ULBP1	DN_NC_073229.2_174230881_5	ULBP3	NC_073229.2	174230881	174238760
147	3	LOC109025132	DN_NC_073229.2_17702988_11	LOC109025132	NC_073229.2	17702988	17720448
147	3	LOC109025132	DN_NC_073234.2_15631092_11	LOC129525643	NC_073234.2	15631092	15648171
147	3	LOC109025132	DN_NC_086017.1_9790451_11	LOC129523505	NC_086017.1	9790451	9798525
148	4	LOC109027124	DN_NC_073229.2_194862622_5	LOC109027124	NC_073229.2	194862622	194883855
148	4	LOC109027124	DN_NC_073232.2_72957232_4	LOC101138261	NC_073232.2	72957232	72977141
148	4	LOC109027124	DN_NC_073238.2_33904146_3	MPHOSPH8	NC_073238.2	33904146	33935775
148	4	LOC109027124	DN_NC_073240.2_20728188_4	NA	NC_073240.2	20728188	20759768
149	6	TUBB2A	DN_NC_073229.2_20766733_4	TUBB2A	NC_073229.2	20766733	20770712
149	6	TUBB2A	DN_NC_073229.2_48413863_4	TUBB	NC_073229.2	48413863	48419101
149	6	TUBB2A	DN_NC_073232.2_8975313_3	TUBB8	NC_073232.2	8975313	9002635
149	6	TUBB2A	DN_NC_073237.2_133664160_4	TUBB4B	NC_073237.2	133664160	133667395
149	6	TUBB2A	DN_NC_073242.2_120516047_4	LOC101131674	NC_073242.2	120516047	120528642
149	6	TUBB2A	DN_NC_073244.2_12296250_4	TUBB4A	NC_073244.2	12296250	12304373
150	2	LOC109027217	DN_NC_073229.2_21212091_2	LOC109027217	NC_073229.2	21212091	21339116
150	2	LOC109027217	DN_NC_073229.2_21250610_2	LOC109027217	NC_073229.2	21250610	21339080
150	2	LOC109027217	DN_NC_073229.2_21260621_3	LOC109027217	NC_073229.2	21260621	21339080
150	2	LOC109027217	DN_NC_073229.2_21267403_2	LOC109027217	NC_073229.2	21267403	21339080
150	2	LOC109027217	DN_NC_073229.2_21328949_3	NA	NC_073229.2	21328949	21339080
150	2	LOC109027217	DN_NC_073229.2_21332828_2	NA	NC_073229.2	21332828	21339080
151	4	IL20RB	DN_NC_073229.2_24556315_2	NA	NC_073229.2	24556315	24567160
151	4	IL20RB	DN_NC_073230.2_80200944_2	NA	NC_073230.2	80200944	80223777
151	4	IL20RB	DN_NC_073232.2_27927613_2	NA	NC_073232.2	27927613	27934838
151	4	IL20RB	DN_NC_086017.1_148168205_5	IL20RB	NC_086017.1	148168205	148191892
152	2	LOC101134115	DN_NC_073229.2_28348360_6	LOC101134115	NC_073229.2	28348360	28356545
152	2	LOC101134115	DN_NC_073229.2_28419493_6	TMEM14B	NC_073229.2	28419493	28429262
153	2	HIVEP1	DN_NC_073229.2_29619457_3	HIVEP1	NC_073229.2	29619457	29694554
153	2	HIVEP1	DN_NC_073240.2_99777435_2	NA	NC_073240.2	99777435	99819785
154	2	LOC101136127	DN_NC_073229.2_37505661_2	LOC101136127	NC_073229.2	37505661	37511168
154	2	LOC101136127	DN_NC_073229.2_37506801_2	LOC101136127	NC_073229.2	37506801	37509348
155	2	BTN2A2	DN_NC_073229.2_44058305_8	BTN2A2	NC_073229.2	44058305	44070063
155	2	BTN2A2	DN_NC_073229.2_44135507_8	BTN2A1	NC_073229.2	44135507	44147566
156	2	BTN3A1	DN_NC_073229.2_44079934_10	BTN3A1	NC_073229.2	44079934	44092902
156	2	BTN3A1	DN_NC_073229.2_44118209_11	LOC101147830	NC_073229.2	44118209	44131137
157	2	LOC129534200	DN_NC_073229.2_44402483_3	LOC129534200	NC_073229.2	44402483	44412486
157	2	LOC129534200	DN_NC_073229.2_44451307_4	NA	NC_073229.2	44451307	44461404
158	2	LOC101151070	DN_NC_073229.2_44501801_6	LOC101151070	NC_073229.2	44501801	44560152
158	2	LOC101151070	DN_NC_073243.2_40356335_7	LOC115931277	NC_073243.2	40356335	40480632
159	2	ZKSCAN4	DN_NC_073229.2_45875453_5	ZKSCAN4	NC_073229.2	45875453	45884851
159	2	ZKSCAN4	DN_NC_073229.2_45985816_6	ZKSCAN3	NC_073229.2	45985816	46005059
160	2	LOC101150953	DN_NC_073229.2_46514381_2	LOC101150953	NC_073229.2	46514381	46521565
160	2	LOC101150953	DN_NC_073229.2_46518353_2	TRNAA-AGC	NC_073229.2	46518353	46521565
161	7	LOC109027174	DN_NC_073229.2_47377766_7	MHC-G	NC_073229.2	47377766	47380902
161	7	LOC109027174	DN_NC_073229.2_47549272_8	LOC101142134	NC_073229.2	47549272	47553049
161	7	LOC109027174	DN_NC_073229.2_47588366_4	LOC109027174	NC_073229.2	47588366	47593554
161	7	LOC109027174	DN_NC_073229.2_47663527_8	LOC109027174	NC_073229.2	47663527	47667334
161	7	LOC109027174	DN_NC_073229.2_48177425_8	LOC101153360	NC_073229.2	48177425	48183745
161	7	LOC109027174	DN_NC_073229.2_48967498_8	LOC101142998	NC_073229.2	48967498	48971416
161	7	LOC109027174	DN_NC_073229.2_49051174_8	LOC101143844	NC_073229.2	49051174	49054923
162	4	HSPA1L	DN_NC_073229.2_49412440_2	HSPA1L	NC_073229.2	49412440	49424765
162	4	HSPA1L	DN_NC_073229.2_49412454_2	HSPA1L	NC_073229.2	49412454	49418240
162	4	HSPA1L	DN_NC_073229.2_49412455_2	HSPA1L	NC_073229.2	49412455	49418639
162	4	HSPA1L	DN_NC_073229.2_49424718_2	LOC101131586	NC_073229.2	49424718	49433115
162	4	HSPA1L	DN_NC_073229.2_49429142_2	LOC101131586	NC_073229.2	49429142	49433115
162	4	HSPA1L	DN_NC_073239.2_81444992_2	HSPA2	NC_073239.2	81444992	81447802
163	2	C4A	DN_NC_073229.2_49583451_41	C4A	NC_073229.2	49583451	49598228
163	2	C4A	DN_NC_073229.2_49609902_41	C4B	NC_073229.2	49609902	49624707
164	3	LOC115935014	DN_NC_073229.2_50085643_6	LOC101132303	NC_073229.2	50085643	50099916
164	3	LOC115935014	DN_NC_073229.2_50165852_6	LOC115935014	NC_073229.2	50165852	50179573
164	3	LOC115935014	DN_NC_073229.2_50300098_6	LOC115935014	NC_073229.2	50300098	50314162
165	2	TCP11	DN_NC_073229.2_52857877_2	NA	NC_073229.2	52857877	52880872
165	2	TCP11	DN_NC_073229.2_52857903_3	NA	NC_073229.2	52857903	52879988
