label	ref	mem	ref_j	mem_j	co	frac_ref	frac_mem	aln_cov_small	contig	seq_id
bridge	LOC129524664	IGSF3	13	11	8	0.615	0.727	0.644	8	0.9731489015459723
bridge	LOC129524664	LOC129529381	13	6	6	0.462	1.0	0.955	6	0.98388671875
bridge	LOC129524664	LOC129530486	13	8	8	0.615	1.0	0.826	6	0.9636036036036036
bridge	LOC129524664	LOC129526379	13	11	10	0.769	0.909	0.987	10	0.9891151685393258
bridge	LOC134758143	LOC134759136	1	1	1	1.0	1.0	0.998	1	0.9858934169278997
bridge	LOC134758143	LOC134759135	1	1	1	1.0	1.0	0.998	1	0.9858934169278997
bridge	LOC134758143	LOC134759268	1	1	1	1.0	1.0	0.36	1	0.9913232104121475
bridge	LOC134758143	LOC134758553	1	1	1	1.0	1.0	0.998	1	0.9843260188087775
bridge	LOC134758143	LOC134759134	1	1	1	1.0	1.0	0.998	1	0.9858934169278997
bridge	LOC115933177	LOC115933107	20	16	14	0.7	0.875	0.852	14	0.9320344358858178
bridge	LOC115933177	LOC115936021	20	5	2	0.1	0.4	0.522	2	0.9642857142857143
bridge	LOC115933177	LOC115933399	20	3	3	0.15	1.0	0.589	3	0.9942028985507246
bridge	LOC129528193	LOC129529647	9	8	7	0.778	0.875	0.934	7	0.9638888888888889
bridge	LOC129528193	LOC129528449	9	6	6	0.667	1.0	0.948	6	0.9846582984658299
bridge	LOC129528193	LOC134757055	9	9	8	0.889	0.889	0.963	8	0.9647147147147147
bridge	LOC129528193	LOC129529384	9	9	8	0.889	0.889	0.969	8	0.928072625698324
bridge	LOC129528193	LOC129530382	9	9	8	0.889	0.889	0.968	8	0.948306595365419
bridge	LOC129528193	LOC129530565	9	8	8	0.889	1.0	0.971	8	0.9874167283493709
bridge	LOC129528193	LOC129524658	9	8	8	0.889	1.0	0.971	8	0.9456483126110125
bridge	LOC129528193	LOC129528459	9	9	8	0.889	0.889	0.985	8	0.9854070660522274
bridge	LOC129528193	LOC129529381	9	6	5	0.556	0.833	0.922	5	0.9563297350343474
bridge	LOC129528193	LOC129530486	9	8	8	0.889	1.0	0.971	8	0.9866765358993338
bridge	LOC129528193	LOC129528464	9	9	8	0.889	0.889	0.934	8	0.9869462025316456
bridge	LOC129528193	LOC129528444	9	8	8	0.889	1.0	0.984	8	0.9846508058326938
bridge	LOC129528193	LOC129528440	9	8	6	0.667	0.75	0.87	6	0.9661125319693095
bridge	LOC129528193	LOC129529387	9	6	5	0.556	0.833	0.922	5	0.9538763493621197
bridge	LOC129526131	LOC129528611	4	2	2	0.5	1.0	0.736	2	0.9633286318758815
bridge	LOC129526131	LOC101123748	4	1	1	0.25	1.0	0.832	1	0.9829424307036247
bridge	LOC129526131	LOC129526156	4	4	4	1.0	1.0	1.0	4	1.0
bridge	LOC129526131	LOC129528621	4	2	1	0.25	0.5	0.698	1	0.9835390946502057
bridge	LOC129526131	LOC129528617	4	2	2	0.5	1.0	0.736	2	0.9633286318758815
bridge	LOC129526131	LOC129526207	4	4	4	1.0	1.0	0.999	4	1.0
bridge	LOC129526131	LOC129526155	4	4	4	1.0	1.0	1.0	4	1.0
bridge	LOC129526131	LOC129526209	4	4	4	1.0	1.0	0.999	4	1.0
bridge	LOC129526131	LOC129528613	4	2	1	0.25	0.5	0.684	1	0.9814814814814815
bridge	LOC129526131	LHB	4	2	1	0.25	0.5	0.871	1	0.9240246406570842
bridge	LOC129526131	LOC129528618	4	2	1	0.25	0.5	0.763	1	0.9633286318758815
bridge	LOC129526131	LOC129528622	4	2	1	0.25	0.5	0.698	1	0.9835390946502057
bridge	LOC129526131	LOC129528616	4	2	2	0.5	1.0	0.736	2	0.9633286318758815
bridge	LOC129526131	LOC129528606	4	2	1	0.25	0.5	0.679	1	0.9633286318758815
bridge	LOC129526131	LOC101154318	4	2	1	0.25	0.5	0.631	1	0.9835390946502057
bridge	LOC129526131	LOC129528608	4	2	1	0.25	0.5	0.682	1	0.9814814814814815
bridge	LOC129526131	LOC129528620	4	2	1	0.25	0.5	0.687	1	0.9826086956521739
bridge	LOC129526131	LOC129528619	4	2	2	0.5	1.0	0.736	2	0.9633286318758815
bridge	LOC129526131	LOC129528601	4	2	1	0.25	0.5	0.682	1	0.9814814814814815
bridge	LOC129526131	LOC129528600	4	2	1	0.25	0.5	0.684	1	0.9814814814814815
bridge	LOC129526131	LOC134756380	4	4	4	1.0	1.0	1.0	4	1.0
bridge	LOC129526131	LOC129528610	4	2	1	0.25	0.5	0.763	1	0.9633286318758815
bridge	LOC129526131	LOC101124600	4	2	1	0.25	0.5	0.631	1	0.98559670781893
bridge	LOC129526131	LOC129528604	4	2	1	0.25	0.5	0.684	1	0.9814814814814815
bridge	LOC129526131	LOC129526157	4	4	4	1.0	1.0	1.0	4	1.0
bridge	LOC129526131	LOC129528614	4	2	1	0.25	0.5	0.682	1	0.9814814814814815
bridge	LOC129526131	LOC129528615	4	2	2	0.5	1.0	0.736	2	0.9633286318758815
bridge	LOC115931232	LOC134757556	2	2	2	1.0	1.0	1.0	2	1.0
bridge	LOC115931232	LOC129527892	2	2	2	1.0	1.0	1.0	2	1.0
bridge	LOC115931232	LOC129527896	2	2	2	1.0	1.0	1.0	2	1.0
bridge	LOC115931232	LOC134757557	2	2	2	1.0	1.0	1.0	2	1.0
bridge	LOC115931232	LOC129527890	2	2	2	1.0	1.0	1.0	2	1.0
bridge	LOC115931232	LOC129527874	2	2	2	1.0	1.0	1.0	2	1.0
bridge	LOC115931232	LOC134757558	2	2	2	1.0	1.0	1.0	2	1.0
bridge	LOC115931232	LOC134757560	2	2	2	1.0	1.0	1.0	2	1.0
bridge	LOC115931232	LOC134757563	2	2	2	1.0	1.0	1.0	2	1.0
bridge	LOC115931232	LOC129527901	2	2	2	1.0	1.0	1.0	2	1.0
bridge	LOC115931232	LOC129527868	2	2	2	1.0	1.0	1.0	2	1.0
bridge	LOC115931232	LOC129527899	2	2	2	1.0	1.0	1.0	2	1.0
bridge	LOC115931232	LOC129527910	2	2	2	1.0	1.0	1.0	2	1.0
bridge	LOC115931232	LOC129527865	2	2	2	1.0	1.0	1.0	2	1.0
bridge	LOC115931232	LOC134757613	2	2	0	0.0	0.0	0.818	0	0.9344827586206896
bridge	LOC115931232	LOC134757561	2	2	2	1.0	1.0	1.0	2	1.0
bridge	LOC115931232	LOC129527871	2	2	2	1.0	1.0	1.0	2	1.0
bridge	LOC115931232	LOC134757559	2	2	2	1.0	1.0	1.0	2	1.0
bridge	LOC115931232	LOC115931231	2	1	0	0.0	0.0	0.815	0	0.9377162629757786
bridge	LOC115931232	LOC129527898	2	2	2	1.0	1.0	1.0	2	1.0
bridge	LOC115931232	LOC134757555	2	1	1	0.5	1.0	0.976	1	1.0
bridge	LOC115931232	LOC129527909	2	2	2	1.0	1.0	1.0	2	1.0
bridge	LOC115931232	LOC134757562	2	2	2	1.0	1.0	1.0	2	1.0
bridge	LOC115931232	LOC129527912	2	2	2	1.0	1.0	1.0	2	1.0
bridge	LOC115931232	LOC129527866	2	2	2	1.0	1.0	1.0	2	1.0
bridge	LOC115931232	LOC129527897	2	2	2	1.0	1.0	1.0	2	1.0
bridge	LOC129530569	LOC134757036	4	2	2	0.5	1.0	0.744	2	0.9938080495356038
bridge	LOC129530569	LOC129528463	4	3	3	0.75	1.0	0.746	3	0.9858490566037735
bridge	LOC129530569	LOC129524656	4	3	3	0.75	1.0	0.853	3	0.9855907780979827
bridge	LOC129530569	LOC129524472	4	3	3	0.75	1.0	0.96	3	0.9834254143646409
bridge	LOC129530569	LOC129528228	4	3	3	0.75	1.0	0.966	3	0.9834905660377359
bridge	LOC129530569	LOC129530304	4	3	3	0.75	1.0	0.966	3	0.9811320754716981
bridge	LOC129530569	LOC134756949	4	3	1	0.25	0.333	0.558	1	0.9921259842519685
bridge	LOC129530569	LOC129530495	4	3	3	0.75	1.0	0.876	3	0.9976415094339622
bridge	LOC129524787	LOC129523823	3	2	2	0.667	1.0	0.985	2	0.9930206588498046
bridge	LOC129533139	LOC134758469	1	1	1	1.0	1.0	1.0	1	0.9957805907172996
bridge	LOC129533139	LOC134759048	1	1	1	1.0	1.0	1.0	1	0.9957805907172996
bridge	LOC129533139	LOC134758556	1	1	1	1.0	1.0	1.0	1	1.0
bridge	LOC129533139	LOC134757770	1	1	1	1.0	1.0	1.0	1	0.9957805907172996
bridge	LOC129527880	LOC134757328	2	2	0	0.0	0.0	0.463	0	0.9129213483146067
bridge	LOC129527880	LOC129533004	2	2	0	0.0	0.0	0.474	0	0.9148351648351648
bridge	CD33	LOC101129556	6	6	3	0.5	0.5	0.518	3	0.9348127600554785
bridge	LOC101154628	LOC134758746	15	3	3	0.2	1.0	0.704	3	0.9957805907172996
bridge	LOC101154628	LOC115933154	15	1	0	0.0	0.0	0.0	0	0.9822064056939501
bridge	LOC101154628	LOC115933063	15	9	9	0.6	1.0	0.952	9	0.9902048085485308
bridge	LOC129525556	LOC129534572	7	2	2	0.286	1.0	0.903	2	0.9702333065164923
bridge	LOC129525556	LOC134759268	7	1	0	0.0	0.0	0.752	0	0.9445714285714286
bridge	LOC129525556	LOC134757481	7	5	0	0.0	0.0	0.7	0	0.9460336184016515
bridge	LOC129525556	LOC129528380	7	2	0	0.0	0.0	0.711	0	0.9442970822281167
bridge	LOC129525556	LOC134759263	7	2	0	0.0	0.0	0.822	0	0.9434737923946557
bridge	LOC129525556	LOC134757485	7	7	5	0.714	0.714	0.887	5	0.9369002617039837
bridge	LOC129525556	LOC115936298	7	3	0	0.0	0.0	0.518	0	0.9352097716409984
bridge	LOC129525556	LOC134756800	7	2	2	0.286	1.0	0.941	2	0.9508975712777191
bridge	LOC129525556	LOC134757483	7	4	0	0.0	0.0	0.7	0	0.9457387201415511
bridge	LOC129525556	LOC134758131	7	2	2	0.286	1.0	0.994	2	0.9244532803180915
bridge	LOC129525556	LOC115930151	7	2	2	0.286	1.0	0.995	2	0.9252971137521222
bridge	LOC129525556	LOC134757744	7	5	2	0.286	0.4	0.87	2	0.9211629125196438
bridge	LOC129525556	LOC129524261	7	2	2	0.286	1.0	0.999	2	0.963855421686747
bridge	LOC129525556	LOC129532618	7	3	0	0.0	0.0	0.803	0	0.9080101896405322
bridge	LOC129525556	LOC134757482	7	4	0	0.0	0.0	0.836	0	0.9336437718277066
bridge	LOC129525556	LOC134757484	7	4	0	0.0	0.0	0.711	0	0.9459858323494688
bridge	LOC129525556	LOC134759265	7	2	0	0.0	0.0	0.901	0	0.9439876670092497
bridge	LOC129525556	LOC134759261	7	2	0	0.0	0.0	0.94	0	0.9439876670092497
bridge	LOC129525556	LOC129532624	7	5	0	0.0	0.0	0.68	0	0.9164945411625849
bridge	LOC129525556	LOC134758140	7	3	0	0.0	0.0	0.735	0	0.9374751095181203
bridge	LOC129525556	LOC129527110	7	7	6	0.857	0.857	0.881	6	0.946509009009009
bridge	LOC129525556	LOC109027802	7	1	1	0.143	1.0	0.595	1	0.9625468164794008
bridge	LOC129525556	LOC129528753	7	6	4	0.571	0.667	0.959	2	0.9211629125196438
bridge	LOC129525556	LOC129534780	7	2	2	0.286	1.0	0.458	2	0.9531835205992509
bridge	LOC129525556	LOC101148271	7	6	5	0.714	0.833	0.936	5	0.9745347698334965
bridge	LOC129525556	LOC134758030	7	1	0	0.0	0.0	0.96	0	0.937984496124031
bridge	LOC129525556	LOC134759267	7	2	0	0.0	0.0	0.972	0	0.9442491210447012
bridge	LOC134757024	LOC129528622	4	2	1	0.25	0.5	0.698	1	0.9835390946502057
bridge	LOC134757024	LOC129528604	4	2	1	0.25	0.5	0.684	1	0.9814814814814815
bridge	LOC134757024	LOC129528618	4	2	1	0.25	0.5	0.773	1	0.9620034542314335
bridge	LOC134757024	LOC129528606	4	2	1	0.25	0.5	0.679	1	0.9620034542314335
bridge	LOC134757024	LOC129528613	4	2	1	0.25	0.5	0.684	1	0.9814814814814815
bridge	LOC134757024	LOC129528614	4	2	1	0.25	0.5	0.682	1	0.9814814814814815
bridge	LOC134757024	LOC129528619	4	2	2	0.5	1.0	0.754	2	0.9620034542314335
bridge	LOC134757024	LOC129528601	4	2	1	0.25	0.5	0.682	1	0.9814814814814815
bridge	LOC134757024	LOC129528615	4	2	2	0.5	1.0	0.754	2	0.9620034542314335
bridge	LOC134757024	LOC129528610	4	2	1	0.25	0.5	0.773	1	0.9620034542314335
bridge	LOC134757024	LHB	4	2	1	0.25	0.5	0.871	1	0.9240246406570842
bridge	LOC134757024	LOC129528617	4	2	2	0.5	1.0	0.754	2	0.9620034542314335
bridge	LOC134757024	LOC101124600	4	2	1	0.25	0.5	0.646	1	0.98559670781893
bridge	LOC134757024	LOC129528621	4	2	1	0.25	0.5	0.698	1	0.9835390946502057
bridge	LOC134757024	LOC129528608	4	2	1	0.25	0.5	0.682	1	0.9814814814814815
bridge	LOC134757024	LOC129528600	4	2	1	0.25	0.5	0.684	1	0.9814814814814815
bridge	LOC134757024	LOC101154318	4	2	1	0.25	0.5	0.646	1	0.9835390946502057
bridge	LOC134757024	LOC129528620	4	2	1	0.25	0.5	0.687	1	0.9826086956521739
bridge	LOC134757024	LOC129528611	4	2	2	0.5	1.0	0.754	2	0.9620034542314335
bridge	LOC134757024	LOC101123748	4	1	1	0.25	1.0	0.832	1	0.9829424307036247
bridge	LOC134757024	LOC129528616	4	2	2	0.5	1.0	0.754	2	0.9620034542314335
bridge	LOC101144552	LOC134757743	21	3	3	0.143	1.0	0.308	3	0.987012987012987
bridge	LOC101144552	LOC134759262	21	2	2	0.095	1.0	0.388	2	0.9923273657289002
bridge	LOC101144552	LOC129523740	21	19	5	0.238	0.263	0.226	5	0.9421584763696215
bridge	LOC101144552	LOC134759268	21	1	0	0.0	0.0	0.0	0	0.9677248677248678
bridge	LOC101144552	LOC134757241	21	8	4	0.19	0.5	0.166	4	0.9448373408769448
bridge	LOC101144552	LOC129527110	21	7	4	0.19	0.571	0.151	4	0.9239940387481371
bridge	LOC101144552	LOC129528380	21	2	0	0.0	0.0	0.0	0	0.9541984732824428
bridge	LOC101144552	LOC129528753	21	6	5	0.238	0.833	0.209	5	0.9567401618755234
bridge	LOC101144552	LOC134756357	21	15	3	0.143	0.2	0.075	3	0.9327036599763873
bridge	LOC101144552	LOC134757645	21	14	6	0.286	0.429	0.225	6	0.9572842998585572
bridge	LOC101144552	LOC134759266	21	2	1	0.048	0.5	0.156	1	0.9923273657289002
bridge	LOC101144552	LOC134757485	21	7	4	0.19	0.571	0.164	4	0.9482521332232315
bridge	LOC101144552	LOC101148271	21	6	3	0.143	0.5	0.321	3	0.9768089053803339
bridge	LOC101144552	LOC134757483	21	4	1	0.048	0.25	0.061	1	0.9676969556123635
bridge	LOC101144552	LOC134757240	21	8	4	0.19	0.5	0.166	4	0.9049773755656109
bridge	LOC101144552	LOC134757744	21	5	5	0.238	1.0	0.18	5	0.9570192576053587
bridge	LOC101144552	LOC134757484	21	4	1	0.048	0.25	0.061	1	0.96882996045592
bridge	LOC101144552	LOC134759265	21	2	0	0.0	0.0	0.0	0	0.9448068238835926
bridge	LOC101144552	LOC134757481	21	5	2	0.095	0.4	0.089	2	0.9642757465810773
bridge	LOC101144552	LOC134757747	21	9	6	0.286	0.667	0.606	6	0.9570192576053587
bridge	LOC101144552	LOC129532624	21	5	2	0.095	0.4	0.091	2	0.9546407970634504
bridge	LOC101144552	LOC134759264	21	2	2	0.095	1.0	0.387	2	0.9923273657289002
bridge	LOC101144552	RHBDF1	21	17	16	0.762	0.941	0.932	16	0.9972844534962662
bridge	LOC101144552	LOC129532190	21	19	3	0.143	0.158	0.076	3	0.9350781781101292
bridge	LOC101144552	LOC134759263	21	2	0	0.0	0.0	0.0	0	0.9453085800301053
bridge	LOC101144552	LOC129532017	21	15	6	0.286	0.4	0.226	6	0.9521652986130767
bridge	LOC101144552	LOC134756800	21	2	1	0.048	0.5	0.075	1	0.9343525179856115
bridge	LOC101144552	LOC129524261	21	2	2	0.095	1.0	0.195	2	0.9606741573033708
bridge	LOC101144552	LOC115932637	21	13	4	0.19	0.308	0.151	4	0.9589700056593096
bridge	LOC101144552	LOC134757480	21	4	1	0.048	0.25	0.088	1	0.9691119691119691
bridge	LOC101144552	LOC129532618	21	3	1	0.048	0.333	0.061	1	0.9179624664879357
bridge	LOC101144552	LOC129523742	21	15	5	0.238	0.333	0.226	5	0.921955806299953
bridge	LOC101144552	LOC134757482	21	4	1	0.048	0.25	0.061	1	0.9520396912899669
bridge	LOC101144552	LOC134759261	21	2	0	0.0	0.0	0.0	0	0.9448068238835926
bridge	LOC101144552	LOC129528485	21	5	5	0.238	1.0	0.171	5	0.9078633836378078
bridge	LOC101144552	LOC129525556	21	7	4	0.19	0.571	0.186	4	0.934750516681429
bridge	LOC134757481	LOC134758142	5	4	2	0.4	0.5	0.636	2	0.967654986522911
bridge	LOC134757481	LOC134757484	5	4	3	0.6	0.75	0.692	3	0.9992518703241895
bridge	LOC134757481	LOC134759265	5	2	1	0.2	0.5	0.928	1	0.9629629629629629
bridge	LOC134757481	LOC134757746	5	2	2	0.4	1.0	0.696	2	0.9730458221024259
bridge	LOC134757481	LOC129532618	5	3	3	0.6	1.0	0.948	3	0.9343592209665785
bridge	LOC134757481	LOC134759269	5	3	3	0.6	1.0	0.945	3	0.9275993467610234
bridge	LOC134757481	LOC134756800	5	2	1	0.2	0.5	0.94	1	0.9247121346324181
bridge	LOC134757481	LOC129524261	5	2	1	0.2	0.5	0.874	1	0.9606299212598425
bridge	LOC134757481	LOC134757482	5	4	4	0.8	1.0	0.988	4	0.9869393790044357
bridge	LOC134757481	LOC134759261	5	2	1	0.2	0.5	0.968	1	0.9629629629629629
bridge	LOC134757481	LOC134757743	5	3	2	0.4	0.667	0.74	2	0.9835294117647059
bridge	LOC134757481	LOC134759267	5	2	1	0.2	0.5	1.0	1	0.9625561657513729
bridge	LOC134757481	LOC134757480	5	4	3	0.6	0.75	0.981	3	0.9817990899544977
bridge	LOC134757481	LOC134759268	5	1	1	0.2	1.0	0.818	1	0.9671957671957672
bridge	LOC134757481	LOC134757166	5	4	4	0.8	1.0	0.997	4	0.9845246868091379
bridge	LOC134757481	LOC134757483	5	4	4	0.8	1.0	0.634	4	0.9995012468827931
bridge	LOC134757481	LOC134757744	5	5	2	0.4	0.4	0.83	2	0.9671034290493449
bridge	LOC129524361	LOC129524366	3	3	3	1.0	1.0	1.0	3	0.9985663082437276
bridge	LOC129524361	LOC129524365	3	3	3	1.0	1.0	1.0	3	0.9992831541218637
bridge	LOC129524361	LOC134759000	3	3	3	1.0	1.0	1.0	3	0.9935483870967742
bridge	LOC129524361	LOC134759007	3	3	3	1.0	1.0	1.0	3	0.992831541218638
bridge	LOC129524361	LOC134759004	3	3	3	1.0	1.0	1.0	3	0.9992831541218637
bridge	LOC129524361	LOC129524373	3	3	3	1.0	1.0	1.0	3	0.996415770609319
bridge	LOC129524361	LOC129524364	3	3	3	1.0	1.0	1.0	3	1.0
bridge	LOC129524361	LOC134759006	3	3	3	1.0	1.0	0.997	3	0.9920920201294033
bridge	LOC129524361	LOC134759005	3	3	3	1.0	1.0	1.0	3	0.9992831541218637
bridge	LOC129524361	LOC129524376	3	3	3	1.0	1.0	1.0	3	1.0
bridge	LOC129524361	LOC129524371	3	3	3	1.0	1.0	1.0	3	0.9949820788530466
bridge	LOC129524361	LOC129524368	3	3	3	1.0	1.0	1.0	3	0.9985663082437276
bridge	LOC129524361	LOC134758998	3	3	3	1.0	1.0	1.0	3	0.9921146953405018
bridge	LOC129524361	LOC129524369	3	3	3	1.0	1.0	1.0	3	0.9985663082437276
bridge	LOC129524361	LOC129524372	3	3	3	1.0	1.0	1.0	3	0.9978494623655914
bridge	LOC129524361	LOC134759001	3	2	2	0.667	1.0	1.0	2	0.9901234567901235
bridge	LOC129524361	LOC134759003	3	3	3	1.0	1.0	1.0	3	0.9978494623655914
bridge	LOC129524361	LOC134759002	3	3	3	1.0	1.0	1.0	3	0.9899641577060931
bridge	LOC129524361	LOC129524370	3	3	3	1.0	1.0	1.0	3	0.9985663082437276
bridge	LOC129524361	LOC129524367	3	3	3	1.0	1.0	1.0	3	0.9985663082437276
bridge	LOC129524361	LOC129524362	3	3	3	1.0	1.0	1.0	3	0.9978494623655914
bridge	LOC129524361	LOC134758999	3	3	3	1.0	1.0	1.0	3	0.9956989247311828
bridge	LOC129524361	LOC129524363	3	3	3	1.0	1.0	1.0	3	0.9985663082437276
bridge	LOC129524361	LOC129524357	3	2	2	0.667	1.0	1.0	2	0.9975308641975309
bridge	RPS26	LOC101138009	3	1	1	0.333	1.0	0.759	1	0.9592391304347826
bridge	LOC129532022	LOC101136743	29	5	0	0.0	0.0	0.0	0	0.9615699100572364
bridge	LOC129532022	LOC134757165	29	11	9	0.31	0.818	0.811	9	0.98837823560486
bridge	LOC129532022	LOC134756821	29	9	9	0.31	1.0	0.902	9	0.9914848323576371
bridge	LOC129532022	LOC129523742	29	15	4	0.138	0.267	0.442	4	0.9619577308120133
bridge	LOC129532022	LOC129528386	29	15	9	0.31	0.6	0.611	9	0.9915029208709506
bridge	LOC129532022	LOC129525411	29	10	0	0.0	0.0	0.342	0	0.9596707818930041
bridge	LOC129532022	LOC129532901	29	5	5	0.172	1.0	0.828	5	0.9909983633387889
bridge	LOC129532022	LOC129532618	29	3	3	0.103	1.0	0.866	3	0.9747228381374723
bridge	LOC129532022	LOC134756820	29	4	4	0.138	1.0	0.997	4	0.9891135303265941
bridge	LOC129532022	LOC129532902	29	11	7	0.241	0.636	0.739	7	0.9597069597069597
bridge	LOC129532022	LOC134757748	29	5	5	0.172	1.0	0.644	5	0.9899713467048711
bridge	LOC129532022	LOC134759261	29	2	1	0.034	0.5	0.967	1	0.918467583497053
bridge	LOC129532022	LOC134757293	29	5	5	0.172	1.0	0.79	5	0.9885452462772051
bridge	LOC129532022	LOC134756492	29	2	2	0.069	1.0	1.0	2	0.9919597989949749
bridge	LOC129532022	LOC134756819	29	4	2	0.069	0.5	0.653	2	0.9873563218390805
bridge	LOC129532022	LOC129525739	29	8	7	0.241	0.875	0.657	7	0.9927884615384616
bridge	LOC129532022	LOC134757294	29	2	2	0.069	1.0	0.421	2	0.9951159951159951
bridge	LOC129532022	LOC134759260	29	7	2	0.069	0.286	0.399	2	0.9853403141361257
bridge	LOC129532022	LOC134757164	29	8	7	0.241	0.875	0.49	7	0.9852034525277436
bridge	LOC129532022	LOC134758029	29	1	1	0.034	1.0	0.488	1	0.9851598173515982
bridge	LOC129532022	LOC129534176	29	5	5	0.172	1.0	0.499	5	0.9795427196149218
bridge	LOC129532022	LOC129523740	29	19	7	0.241	0.368	0.611	7	0.9457189676362147
bridge	LOC129532022	LOC134759262	29	2	2	0.069	1.0	0.813	2	1.0
bridge	LOC129532022	LOC134759268	29	1	1	0.034	1.0	0.818	1	0.9709302325581395
bridge	LOC129532022	LOC101144552	29	21	6	0.207	0.286	0.226	6	0.9035521053869677
bridge	LOC129532022	LOC134757241	29	8	6	0.207	0.75	0.832	6	0.9202279202279202
bridge	LOC129532022	LOC134756818	29	4	4	0.138	1.0	0.997	4	0.9883630721489527
bridge	LOC129532022	LOC129532017	29	15	7	0.241	0.467	0.543	7	0.9267643142476698
bridge	LOC129532022	LOC134758132	29	2	2	0.069	1.0	1.0	2	0.9800520381613183
bridge	LOC129532022	LOC134757571	29	2	2	0.069	1.0	0.935	2	0.9737302977232924
bridge	LOC129532022	LOC134758553	29	1	1	0.034	1.0	0.401	1	0.9840182648401826
bridge	LOC129532022	LOC134756496	29	2	2	0.069	1.0	0.986	2	0.9910179640718563
bridge	LOC129532022	LOC134757645	29	14	8	0.276	0.571	0.757	6	0.9013478634929739
bridge	LOC129532022	LOC129526349	29	2	2	0.069	1.0	0.889	2	0.9192751235584844
bridge	LOC129532022	LOC134757297	29	6	6	0.207	1.0	0.886	4	0.9951338199513382
bridge	LOC129532022	LOC134758391	29	6	6	0.207	1.0	0.504	6	0.9888017917133258
bridge	LOC129532022	LOC134758136	29	3	3	0.103	1.0	0.979	3	0.9919246298788694
bridge	LOC129532022	LOC129525652	29	8	7	0.241	0.875	0.673	7	0.9925
bridge	LOC129532022	LOC115932637	29	13	7	0.241	0.538	0.531	7	0.9618111504995166
bridge	LOC129532022	LOC134757240	29	8	6	0.207	0.75	0.859	6	0.9513154659454143
bridge	LOC129532022	LOC134758030	29	1	1	0.034	1.0	0.977	1	0.9654067905188981
bridge	LOC129532022	LOC134756493	29	2	2	0.069	1.0	1.0	2	0.9919597989949749
bridge	LOC129532022	LOC129529076	29	10	4	0.138	0.4	0.366	4	0.9615384615384616
bridge	LOC129532022	LOC134756495	29	2	2	0.069	1.0	0.999	2	0.9899598393574297
bridge	LOC129532022	LOC129532019	29	2	2	0.069	1.0	0.662	2	0.9725085910652921
bridge	LOC129532022	LOC134758143	29	1	1	0.034	1.0	0.685	1	0.9828767123287672
bridge	LOC129532022	LOC134758127	29	2	2	0.069	1.0	0.76	2	0.9901840490797545
bridge	LOC129532022	LOC134758392	29	9	2	0.069	0.222	0.467	2	0.9202334630350194
bridge	LOC129532022	LOC134756823	29	4	4	0.138	1.0	0.997	4	0.9883630721489527
bridge	LOC129532022	LOC129527431	29	2	0	0.0	0.0	0.606	0	0.9669876203576341
bridge	LOC129532022	LOC134757360	29	4	2	0.069	0.5	0.65	2	0.9873997709049256
bridge	LOC129532022	LOC134759267	29	2	1	0.034	0.5	0.999	1	0.9475581776466733
bridge	LOC129532022	LOC134756494	29	2	2	0.069	1.0	1.0	2	0.9919597989949749
bridge	LOC129532022	LOC134758139	29	6	6	0.207	1.0	0.471	6	0.9849187935034803
bridge	LOC129532022	LOC134759265	29	2	1	0.034	0.5	0.927	1	0.918467583497053
bridge	LOC129532022	LOC129534180	29	2	2	0.069	1.0	0.939	2	0.96875
bridge	LOC129532022	LOC129534279	29	5	5	0.172	1.0	0.499	5	0.9819494584837545
bridge	LOC129532022	LOC134758887	29	3	3	0.103	1.0	0.804	3	0.9267605633802817
bridge	LOC129532022	LOC134756824	29	4	4	0.138	1.0	0.997	4	0.9876256767208044
bridge	LOC129532022	LOC134759049	29	2	2	0.069	1.0	0.811	2	0.9572490706319703
bridge	LOC129532022	LOC134756491	29	2	2	0.069	1.0	0.986	2	0.9910269192422732
bridge	LOC129532022	LOC129534177	29	3	3	0.103	1.0	0.998	3	0.9878246753246753
bridge	LOC129532022	LOC129531754	29	5	2	0.069	0.4	0.706	2	0.9264184397163121
bridge	LOC129532022	LOC129526348	29	3	3	0.103	1.0	0.501	3	0.9680851063829787
bridge	LOC129532022	LOC129532624	29	5	4	0.138	0.8	0.623	4	0.906242693476736
bridge	LOC129532022	LOC115930814	29	5	2	0.069	0.4	0.324	2	0.9228130360205832
bridge	LOC129532022	LOC134758128	29	2	2	0.069	1.0	0.737	2	0.990084985835694
bridge	LOC129532022	LOC134759264	29	2	2	0.069	1.0	0.812	2	1.0
bridge	LOC129532022	LOC101144932	29	9	8	0.276	0.889	0.821	5	0.9856115107913669
bridge	LOC129532022	LOC134758145	29	15	9	0.31	0.6	0.631	9	0.9892761394101877
bridge	LOC129532022	LOC134758144	29	3	2	0.069	0.667	0.547	2	0.987885462555066
bridge	LOC129532022	LOC134757166	29	4	4	0.138	1.0	0.957	4	0.9869531849577897
bridge	LOC129532022	LOC134758137	29	5	2	0.069	0.4	0.597	2	0.9817351598173516
bridge	LOC129532022	LOC134757710	29	3	3	0.103	1.0	0.821	3	0.9663865546218487
bridge	LOC129532022	LOC134758141	29	4	2	0.069	0.5	0.601	2	0.9889655172413793
bridge	LOC129532022	LOC134759263	29	2	1	0.034	0.5	0.846	1	0.918467583497053
bridge	LOC129532022	LOC134758286	29	20	9	0.31	0.45	0.503	9	0.9905709795704557
