family_id	n_genes	n_contigs	cross_chrom	dom_biotype	compara_paralog	genes
GFAM45	9	1	0	protein_coding	0	LOC101146690,ANKRD36C,LOC129531718,LOC101149632,LOC101148848,FAHD2B,LOC129531713,LOC101125154,LOC109025523
GFAM46	9	3	1	protein_coding	0	LOC115930162,LOC101147134,LOC134758959,PRSS2,TMEM45B,UBE2R2,PRSS3,LOC101142783,LOC115935863
GFAM47	9	2	1	protein_coding	0	LOC115930451,LOC101124545,LOC129526151,LOC101125773,LOC115930426,LOC129526141,LOC134756400,LOC109029387,LOC109024451
GFAM48	9	1	0	protein_coding	0	ZNF716,LOC129534710,LOC129523644,LOC101124000,LOC109027583,ZNF722,LOC101132213,ZNF735,ZNF679
GFAM49	8	1	0	protein_coding	0	LOC101136692,LOC109025447,LOC129531693,RGPD8,LOC129531666,LOC129531667,LOC101131768,PLGLB2
GFAM50	8	1	0	protein_coding	0	LOC101145065,KRT16,LOC101149133,LOC115932653,LOC115932656,LOC101134688,LOC115932994,LOC101124577
GFAM51	8	1	0	protein_coding	0	LOC115931563,LOC115931566,LOC115933440,LOC129528686,KIR2DL4,LOC115933447,LOC129523563,LOC115930123
GFAM52	8	2	1	protein_coding	0	LOC115935345,LOC101148570,LOC109026927,TBX20,LOC115935380,LOC129525975,DPY19L2,LOC129525865
GFAM53	8	1	0	protein_coding	0	LOC115936296,LOC101124653,LOC109027626,LOC115936267,LOC101127913,LOC115936270,LOC101126816,LOC101128286
GFAM54	8	1	0	protein_coding	0	LOC129529976,LOC129529977,LOC129529978,MAGEA12,CSAG1,LOC129529983,LOC129529986,MAGEA1
GFAM55	8	1	0	protein_coding	0	LOC129532335,LOC101141204,LOC101140827,LOC101140436,LOC115932969,LOC129532330,LOC115931420,LOC101141577
GFAM56	8	1	0	protein_coding	0	RFPL4A,LOC129528711,LOC129528712,LOC129528713,LOC129528714,LOC129528715,LOC101151087,LOC109024957
GFAM57	8	2	1	protein_coding	0	SSU72L6,LOC134759324,LOC115932623,LOC115932624,LOC115936205,LOC115936287,LOC115932622,LOC101131398
GFAM58	7	1	0	protein_coding	0	GH1,LOC101126984,LOC101125803,LOC134756429,LOC115934631,LOC101126399,LOC115934632
GFAM59	7	1	0	protein_coding	0	LOC101131786,LOC115934050,LOC101127099,LOC109026114,LOC101127473,LOC101127832,LOC134758073
GFAM60	7	1	0	protein_coding	0	LOC101139316,LOC115934969,ULBP1,LOC101133056,LOC101140030,LOC101140391,ULBP3
GFAM61	7	1	0	protein_coding	0	LOC101143949,LOC101129659,LOC109023073,LOC101143221,LOC101137446,LOC101143583,LOC101137094
GFAM62	7	1	0	protein_coding	0	LOC101148684,LOC101151677,LOC109027180,LOC115934984,LOC101153366,LOC101152643,LOC101152035
GFAM63	7	3	1	protein_coding	0	LOC101152182,IFITM2,IFITM1,LOC129523486,LOC101128980,LOC101143671,LOC101151759
GFAM64	7	6	1	protein_coding	0	LOC101154501,LOC101127181,LOC101127907,LOC129531710,LOC101140002,HMGN1,LOC101151349
GFAM65	7	5	1	protein_coding	0	LOC115930192,LOC101146784,LOC101127166,LOC115935032,LOC101137306,LOC101129521,RPL17
GFAM66	7	1	0	protein_coding	0	LOC115932133,F8A1,CLIC2,LOC101129330,LOC115932395,F8A3,LOC115932200
GFAM67	7	2	1	protein_coding	0	LOC115934046,LOC115934002,LOC115933999,LOC101138917,LOC101124208,PDCD6,SDHA
GFAM68	7	6	1	protein_coding	0	LOC115935008,LOC115935586,LOC115933483,LOC101142817,LOC115930181,PTMA,LOC101129469
GFAM69	7	1	0	protein_coding	0	LOC129530294,LOC129530295,LOC129530203,LOC129530237,LOC129530236,LOC129530354,LOC129530208
GFAM70	7	1	0	protein_coding	0	PPIP5K1,CKMT1B,STRC,LOC134757313,CATSPER2,LOC101152129,LOC101154057
GFAM71	7	1	0	protein_coding	0	TMSB15A,LOC129530131,LOC101145971,LOC101142541,LOC101143138,LOC101143505,SLC25A53
GFAM72	7	1	0	protein_coding	0	ZNF440,LOC134757658,LOC101128351,LOC101128712,LOC101130507,LOC101130877,LOC134757659
GFAM73	6	1	0	protein_coding	0	ETDB,LOC101143635,LOC101143270,LOC101142901,LOC115932285,ETDC
GFAM74	6	1	0	protein_coding	0	FAM47A,FAM47B,LOC101141047,LOC101141419,LOC101147616,LOC101144132
GFAM75	6	1	0	protein_coding	0	LOC101125629,LOC101126357,LOC101126699,LOC101143657,LOC115930165,FAM111B
GFAM76	6	1	0	protein_coding	0	LOC101132628,LOC115933790,LOC115933736,LOC115933737,LOC129532103,ALPI
GFAM77	6	1	0	protein_coding	0	LOC101139531,LOC109026641,LOC115934311,LOC101140249,LOC101140616,UGT2B4
GFAM78	6	1	0	protein_coding	0	LOC101141509,LOC129528915,LOC101142999,LOC101146167,LOC101146516,LOC101146864
GFAM79	6	1	0	protein_coding	0	LOC101144735,LOC115932143,LOC115932144,LOC115932146,LOC101145464,SAGE1
GFAM80	6	1	0	protein_coding	0	LOC101147888,LOC115936241,LOC101147533,LOC115936225,NOX4,LOC101149915
GFAM81	6	6	1	protein_coding	0	LOC101148834,LOC134758341,LOC101136134,LOC115936029,RPL12,LOC101144966
GFAM82	6	5	1	protein_coding	0	LOC109028379,LOC109027324,EEF1A1,LOC101142679,LOC109023808,LOC101136757
GFAM83	6	5	1	protein_coding	0	LOC115931286,LOC109026322,LOC101150435,LOC101152267,RPL7,LOC115930210
GFAM84	6	1	0	protein_coding	0	LOC129528684,LOC129528683,LOC109024105,LILRA5,LILRA2,LOC129528682
GFAM85	6	1	0	protein_coding	0	LOC129530275,LOC129530277,LOC129530276,LOC129530278,LOC129530279,LOC129530280
GFAM86	6	1	0	protein_coding	0	LOC134758420,LOC101130182,LOC101129227,LOC101128883,LOC101128279,LOC101127305
GFAM87	6	1	0	protein_coding	0	LOC134758720,BTN2A2,BTN3A1,LOC129534455,LOC101147830,BTN2A1
GFAM88	6	2	1	protein_coding	0	PDZK1,CD160,LOC101142064,LOC101140955,LOC101140560,RBMX
GFAM89	6	4	1	protein_coding	0	RPL15,LOC101135508,LOC101153622,LOC115933000,LOC101128806,LOC129527639
GFAM90	6	3	1	protein_coding	0	SRSF2,LOC115930074,KDM4E,LOC101137976,KDM4F,SRSF8
GFAM91	6	1	0	protein_coding	0	TXNDC11,ZC3H7A,LOC101136971,LOC101135984,LOC134757469,LOC115932749
GFAM92	6	1	0	protein_coding	0	ZNF33B,LOC101139966,LOC101139613,ZNF37A,LOC101130677,LOC101129219
GFAM93	5	1	0	protein_coding	0	ANAPC1,LOC115933561,LOC134756773,LOC109025714,LOC134756742
GFAM94	5	1	0	protein_coding	0	C4A,LOC101147473,LOC115935022,C4B,LOC109023079
GFAM95	5	1	0	protein_coding	0	CXCL6,PF4V1,PF4,PPBP,CXCL5
GFAM96	5	2	1	protein_coding	0	DAZL,LOC129530363,DAZ1,LOC129530216,LOC129530366
GFAM97	5	2	1	protein_coding	0	DUSP7,LOC134758532,LOC115933340,LOC115933338,LOC115933339
GFAM98	5	4	1	protein_coding	0	FTH1,LOC129525611,LOC101130706,LOC101130581,LOC115931247
GFAM99	5	1	0	protein_coding	0	IKBKG,LOC101149184,LOC101148825,LOC115932121,LOC115932255
GFAM100	5	3	1	protein_coding	0	LOC101124084,LOC101153713,ZNF286A,LOC115931260,UBE2S
GFAM101	5	5	1	protein_coding	0	LOC101129830,LOC109026990,LOC101146806,RPL18A,LOC109024622
GFAM102	5	1	0	protein_coding	0	LOC101132260,LOC101133713,LOC101131530,LOC101132985,LOC101133349
GFAM103	5	4	1	protein_coding	0	LOC101135462,LOC115935247,LOC101152176,LOC101137437,LOC101134365
GFAM104	5	1	0	protein_coding	0	LOC101137655,LOC101138029,LOC101137298,LOC101138407,LOC101139500
GFAM105	5	4	1	protein_coding	0	LOC101144197,LOC129534774,LOC101132345,LOC101130553,LOC101145399
GFAM106	5	1	0	protein_coding	0	LOC101148081,LOC101146886,LOC115931951,DDT,LOC109024512
GFAM107	5	4	1	protein_coding	0	LOC101150321,LOC101132879,LOC101143037,LOC101134166,RPL7A
GFAM108	5	1	0	protein_coding	0	LOC115931061,BMP8B,OXCT2,LOC101149312,LOC115930581
GFAM109	5	1	0	protein_coding	0	LOC115934629,LOC101141121,LOC129533728,LOC129533530,LOC115934587
GFAM110	5	1	0	protein_coding	0	LOC115935294,LOC101143487,PMS2,LOC129523491,LOC101143855
GFAM111	5	1	0	protein_coding	0	LOC129525216,LOC101129722,LOC134756461,LOC134759291,LOC109028806
GFAM112	5	3	1	protein_coding	0	LOC129525778,LOC129525779,LOC134757173,LOC129526731,LOC129528260
GFAM113	5	5	1	protein_coding	0	LOC129528333,LOC101132402,SUMO4,LOC115935322,LOC101136779
GFAM114	5	1	0	protein_coding	0	LOC129530018,LOC101150369,LOC129530020,LOC129530021,MAGEA9
GFAM115	5	5	1	protein_coding	0	LOC134759083,LOC129533119,ERVW-1,LOC101135599,LOC129528248
GFAM116	5	2	1	protein_coding	0	OTOP1,LOC101128212,LOC134757058,LOC115931710,LOC101129613
GFAM117	5	1	0	protein_coding	0	ZNF595,LOC109026610,ZNF732,ZNF141,ZNF721
GFAM118	5	1	0	protein_coding	0	ZSCAN5B,LOC101153957,LOC115931590,LOC115932619,LOC101128599
GFAM119	4	1	0	protein_coding	0	BEX1,BEX4,BEX2,BEX3
GFAM120	4	1	0	protein_coding	0	CEP170,LOC129531985,LOC101132158,LOC115933756
GFAM121	4	1	0	protein_coding	0	DMRTC1B,FAM236B,LOC129530010,LOC115932941
GFAM122	4	1	0	protein_coding	0	EFL1,SAXO2,LOC101148528,LOC115930794
GFAM123	4	1	0	protein_coding	0	GBA1,LOC115936258,LOC101127437,LOC101151730
GFAM124	4	1	0	protein_coding	0	HP,LOC101124941,LOC129527712,LOC115930087
GFAM125	4	3	1	protein_coding	0	HSPA6,HSPA1L,HSPA1A,HSPA2
GFAM126	4	1	0	protein_coding	0	KDM8,LOC129527614,LOC129523519,LOC101123970
GFAM127	4	1	0	protein_coding	0	LILRB3,LILRB2,LOC101152160,LILRB4
GFAM128	4	1	0	protein_coding	0	LOC101127388,LOC101131835,LOC115931658,LOC101129681
GFAM129	4	4	1	protein_coding	0	LOC101130214,LOC101134010,LOC101144033,HNRNPA1
GFAM130	4	1	0	protein_coding	0	LOC101130871,LOC101138086,LOC115933189,LOC115933006
GFAM131	4	1	0	protein_coding	0	LOC101135633,LOC134756444,LOC134757639,LOC115931263
GFAM132	4	1	0	protein_coding	0	LOC101136203,LOC109029062,LOC101152583,LOC109029034
GFAM133	4	4	1	protein_coding	0	LOC101136280,EEF1B2,LOC101146256,LOC101130619
GFAM134	4	1	0	protein_coding	0	LOC101136561,LOC109029255,LOC101136923,LOC101136189
GFAM135	4	1	0	protein_coding	0	LOC101137417,LOC134756361,LOC109028938,LOC101142081
GFAM136	4	1	0	protein_coding	0	LOC101138395,LOC101139116,LOC115936186,LOC101140568
GFAM137	4	1	0	protein_coding	0	LOC101140222,LOC101140583,LOC115930191,LOC101143179
GFAM138	4	2	1	protein_coding	0	LOC101143820,LOC101151284,POLR3K,SNRNP25
GFAM139	4	1	0	protein_coding	0	LOC101145835,LOC129523474,LOC101145461,LOC129530096
GFAM140	4	2	1	protein_coding	0	LOC101150945,LOC101147463,LOC115931267,LOC115931282
GFAM141	4	1	0	protein_coding	0	LOC109023710,LOC115931015,LOC101149966,CES1
GFAM142	4	1	0	protein_coding	0	LOC109025371,LOC101136027,LOC115931944,LOC101142890
GFAM143	4	4	1	protein_coding	0	LOC109026425,RPL23A,LOC101129492,LOC101152273
GFAM144	4	1	0	protein_coding	0	LOC109027025,LOC109026822,LOC115932787,LOC129533583
GFAM145	4	1	0	protein_coding	0	LOC109029488,LOC115932735,LOC101133271,LOC101141937
GFAM146	4	1	0	protein_coding	0	LOC115931070,LOC115930076,DOC2A,C18H16orf92
GFAM147	4	1	0	protein_coding	0	LOC115931737,LOC101150231,LOC109023081,CST5
GFAM148	4	1	0	protein_coding	0	LOC115932410,LOC101146541,LOC101144987,LOC101147372
GFAM149	4	1	0	protein_coding	0	LOC115936305,LOC101127189,LOC115936196,LOC101127800
GFAM150	4	1	0	protein_coding	0	LOC129529790,LOC115932241,LOC101136398,LOC115932281
GFAM151	4	1	0	protein_coding	0	MRPS31,LOC115930406,LOC101136459,HNRNPA1L2
GFAM152	4	1	0	protein_coding	0	OBP2B,LOC101147034,LCN1,OBP2A
GFAM153	4	1	0	protein_coding	0	OPN1LW,LOC129523516,OPN1MW3,TEX28
GFAM154	4	1	0	protein_coding	0	PYY,PPY,LOC115934671,LOC129533540
GFAM155	4	4	1	protein_coding	0	RPS12,LOC101149210,LOC101142199,LOC101148666
GFAM156	4	1	0	protein_coding	0	RTL8B,LOC109023068,LOC101133912,LOC101134607
GFAM157	4	1	0	protein_coding	0	SYT15,LOC115935989,LOC129525003,SHLD2
GFAM158	4	1	0	protein_coding	0	TCEAL2,TCEAL6,TCEAL4,LOC101130542
GFAM159	4	1	0	protein_coding	0	TIMM23B,PARG,TIMM23,LOC115933075
GFAM160	4	1	0	protein_coding	0	ZNF208,LOC101146634,LOC101153126,ZNF254
GFAM161	3	1	0	protein_coding	0	ACSM5,ACSM2A,LOC101149481
GFAM162	3	3	1	protein_coding	0	ACTA1,ACTG1,ACTB
GFAM163	3	1	0	protein_coding	0	ACTR3C,LOC101137479,LOC129523724
GFAM164	3	1	0	protein_coding	0	AKR1B10,LOC115935241,LOC101146188
GFAM165	3	1	0	protein_coding	1	APOBEC3C,APOBEC3D,APOBEC3F
GFAM166	3	1	0	protein_coding	0	APOL4,APOL2,APOL1
GFAM167	3	1	0	protein_coding	0	CENPVL3,LOC101145832,LOC101142669
GFAM168	3	1	0	protein_coding	0	FFAR1,FFAR3,LOC101143734
GFAM169	3	1	0	protein_coding	0	GSTM5,GSTM1,GSTM4
GFAM170	3	1	0	protein_coding	0	HSD3B2,LOC101141070,LOC101141801
GFAM171	3	1	0	protein_coding	0	KRT6A,KRT6C,LOC101136938
GFAM172	3	1	0	protein_coding	0	LOC101127338,ALG1L1P,LOC101133375
GFAM173	3	3	1	protein_coding	0	LOC101127844,LOC134756436,LOC109024698
GFAM174	3	3	1	protein_coding	0	LOC101128987,PRELID1,LOC101135126
GFAM175	3	1	0	protein_coding	0	LOC101129533,LOC101134919,LOC101129151
GFAM176	3	1	0	protein_coding	0	LOC101129673,LOC101129296,LOC101130382
GFAM177	3	3	1	protein_coding	0	LOC101130407,LOC101124418,LOC101143553
GFAM178	3	1	0	protein_coding	0	LOC101130972,LOC101130614,LOC101130238
GFAM179	3	1	0	protein_coding	0	LOC101132676,LOC101130989,LOC101133420
GFAM180	3	1	0	protein_coding	0	LOC101133708,LOC115936232,LOC101134051
GFAM181	3	1	0	protein_coding	0	LOC101133830,LOC109025623,NAT8
GFAM182	3	1	0	protein_coding	0	LOC101134240,LOC101134596,TMEM191C
GFAM183	3	3	1	protein_coding	0	LOC101136911,FAU,LOC101128102
GFAM184	3	3	1	protein_coding	0	LOC101137162,LOC101133649,LOC109029292
GFAM185	3	1	0	protein_coding	0	LOC101139911,LOC115934588,LOC115934574
GFAM186	3	1	0	protein_coding	0	LOC101140206,LOC101140964,LOC101143529
GFAM187	3	1	0	protein_coding	0	LOC101141519,LOC101141893,LOC101131842
GFAM188	3	1	0	protein_coding	0	LOC101143959,LOC115930108,LOC101128230
GFAM189	3	1	0	protein_coding	0	LOC101144011,LOC101143646,LOC134756398
GFAM190	3	1	0	protein_coding	0	LOC101144637,LOC101145021,LOC115936276
GFAM191	3	3	1	protein_coding	0	LOC101146246,EIF4B,LOC101136303
GFAM192	3	3	1	protein_coding	0	LOC101146492,RPS3,LOC129526335
GFAM193	3	1	0	protein_coding	0	LOC101147150,LOC129532554,ATAD3C
GFAM194	3	1	0	protein_coding	0	LOC101149330,LOC101146459,LOC109028795
GFAM195	3	2	1	protein_coding	0	LOC101149340,LOC129532220,LOC129526714
GFAM196	3	1	0	protein_coding	0	LOC101149513,LOC115935323,LOC101147362
GFAM197	3	3	1	protein_coding	0	LOC101149792,KRT8,LOC101132703
GFAM198	3	3	1	protein_coding	0	LOC101150049,HSPD1,LOC115931220
GFAM199	3	1	0	protein_coding	0	LOC101151086,CEACAM18,SIGLEC12
GFAM200	3	1	0	protein_coding	0	LOC101151968,LOC101151609,LCE2D
GFAM201	3	3	1	protein_coding	0	LOC101152317,LOC109029167,LOC101134412
GFAM202	3	1	0	protein_coding	0	LOC101152665,LOC115932047,LOC129529676
GFAM203	3	3	1	protein_coding	0	LOC101153278,LOC109027288,LOC101135427
GFAM204	3	1	0	protein_coding	0	LOC101153727,LOC129528518,LOC115930085
GFAM205	3	1	0	protein_coding	0	LOC101153729,LOC109024120,LOC115931638
GFAM206	3	3	1	protein_coding	0	LOC109024295,LOC101131259,LOC109024294
GFAM207	3	1	0	protein_coding	0	LOC109026312,LOC129526672,LOC101134978
GFAM208	3	3	1	protein_coding	0	LOC109026315,POU5F1,POU5F1B
GFAM209	3	3	1	protein_coding	0	LOC109026392,LOC129533491,LOC101153492
GFAM210	3	3	1	protein_coding	0	LOC109026668,TPT1,LOC101145597
GFAM211	3	2	1	protein_coding	0	LOC115930126,LOC129527061,ELMO2
GFAM212	3	1	0	protein_coding	0	LOC115931067,LOC134757486,LOC101146261
GFAM213	3	1	0	protein_coding	0	LOC115931610,LOC109024811,LOC115931626
GFAM214	3	1	0	protein_coding	0	LOC115931910,HIC2,LOC101144123
GFAM215	3	1	0	protein_coding	0	LOC115932948,LOC115934368,LOC115932847
GFAM216	3	2	1	protein_coding	0	LOC115933107,LOC115933177,LOC101152383
GFAM217	3	2	1	protein_coding	0	LOC115933254,LOC129531741,FOXO1
GFAM218	3	1	0	protein_coding	0	LOC115936295,LOC115936286,LOC101129351
GFAM219	3	1	0	protein_coding	0	LOC129527643,LOC129527637,LOC129527642
GFAM220	3	2	1	protein_coding	0	LOC129528093,LOC101137570,OFD1
GFAM221	3	3	1	protein_coding	0	LOC129531768,MRPS17,LOC101136534
GFAM222	3	2	1	protein_coding	0	LOC129533460,LOC129527971,LOC115931299
GFAM223	3	3	1	protein_coding	0	LOC129534659,LOC101144435,LOC129533959
GFAM224	3	1	0	protein_coding	0	LOC134758806,LOC134758807,LOC134758808
GFAM225	3	1	0	protein_coding	0	LOC134759280,LOC134759281,LOC115933478
GFAM226	3	1	0	protein_coding	0	MAGI3,LOC134756439,LOC129525220
GFAM227	3	1	0	protein_coding	0	MRGPRX3,LOC101133475,LOC101148734
GFAM228	3	3	1	protein_coding	0	PHB1,LOC101142049,LOC101146664
GFAM229	3	1	0	protein_coding	0	PNMA3,PNMA6A,LOC101147743
GFAM230	3	3	1	protein_coding	0	PPP1R2B,LOC101137461,LOC101130456
GFAM231	3	2	1	protein_coding	0	PYURF,PIGY,LOC115933784
GFAM232	3	2	1	protein_coding	0	RAB6D,LOC101145879,LOC115930603
GFAM233	3	2	1	protein_coding	0	RPL10A,LOC101152547,LOC109027960
GFAM234	3	1	0	protein_coding	0	SCGB1D1,SCGB1D2,SCGB1D4
GFAM235	3	3	1	protein_coding	0	SETSIP,LOC109023026,LOC101125643
GFAM236	3	3	1	protein_coding	0	SORL1,LOC115932779,LOC115933039
GFAM237	3	1	0	protein_coding	0	TNFRSF10C,LOC115935615,TNFRSF10D
GFAM238	3	2	1	protein_coding	0	TVP23B,FBXW10,LOC101143828
GFAM239	3	1	0	protein_coding	0	UGT2B15,LOC115934305,UGT2B17
GFAM240	3	1	0	protein_coding	0	XAGE2,XAGE5,XAGE3
GFAM241	3	1	0	protein_coding	0	YAE1,LOC101147491,LOC129523874
GFAM242	3	1	0	protein_coding	0	ZNF780B,ZNF780A,LOC101147718
GFAM243	2	2	1	protein_coding	0	AHCTF1,LOC101139146
GFAM244	2	1	0	protein_coding	0	ALG10B,ALG10
GFAM245	2	1	0	protein_coding	0	AMZ2,LOC129533485
GFAM246	2	2	1	protein_coding	0	ANAPC15,LOC101137381
GFAM247	2	2	1	protein_coding	0	ANP32E,LOC109029066
GFAM248	2	1	0	protein_coding	0	APOC1,LOC109024151
GFAM249	2	2	1	protein_coding	0	ATP6V1F,LOC109029005
GFAM250	2	2	1	protein_coding	0	BANF1,LOC101148624
GFAM251	2	2	1	protein_coding	0	C3H4orf46,LOC129527464
GFAM252	2	2	1	protein_coding	0	C4H5orf52,LOC109024614
GFAM253	2	1	0	protein_coding	0	CALCA,CALCB
GFAM254	2	1	0	protein_coding	0	CASTOR2,CASTOR3P
GFAM255	2	2	1	protein_coding	0	CBX3,LOC101140430
GFAM256	2	1	0	protein_coding	0	CD209,LOC101152880
GFAM257	2	1	0	protein_coding	0	CEL,LOC101125608
GFAM258	2	2	1	protein_coding	0	CES5A,LOC101136153
GFAM259	2	2	1	protein_coding	0	CHCHD2,LOC101142162
GFAM260	2	1	0	protein_coding	0	CLCNKB,LOC101135098
GFAM261	2	2	1	protein_coding	0	CLK2,LOC101128723
GFAM262	2	2	1	protein_coding	0	CRIPTO,CRIPTO3
GFAM263	2	2	1	protein_coding	0	CSNK1A1L,LOC101130599
GFAM264	2	1	0	protein_coding	0	CT83,LOC101131372
GFAM265	2	1	0	protein_coding	0	CXCL1,LOC101134092
GFAM266	2	1	0	protein_coding	0	CXHXorf51B,CXHXorf51A
GFAM267	2	1	0	protein_coding	0	DCAF12L2,DCAF12L1
GFAM268	2	2	1	protein_coding	0	DCAF4L1,DCAF4L2
GFAM269	2	2	1	protein_coding	0	DNAI1,LOC129530372
GFAM270	2	1	0	protein_coding	0	DRICH1,LOC115931907
GFAM271	2	1	0	protein_coding	0	EDDM3B,LOC101144420
GFAM272	2	2	1	protein_coding	0	EIF1,LOC109023875
GFAM273	2	2	1	protein_coding	0	ENTR1,LOC101126524
GFAM274	2	1	0	protein_coding	0	EOLA1,EOLA2
GFAM275	2	2	1	protein_coding	0	ERV3-1,LOC101129788
GFAM276	2	1	0	protein_coding	0	FAM156A,LOC101125357
GFAM277	2	1	0	protein_coding	0	FAM9B,FAM9C
GFAM278	2	1	0	protein_coding	0	FKBP9,LOC101129903
GFAM279	2	2	1	protein_coding	0	FOXM1,LOC115931697
GFAM280	2	2	1	protein_coding	0	FRAT2,LOC101145989
GFAM281	2	2	1	protein_coding	0	FRMD8,LOC101135088
GFAM282	2	2	1	protein_coding	0	FTL,LOC101130393
GFAM283	2	2	1	protein_coding	0	FZD9,FZD10
GFAM284	2	1	0	protein_coding	0	GK2,GK3
GFAM285	2	1	0	protein_coding	0	HBZ,LOC129527462
GFAM286	2	2	1	protein_coding	0	HSPA9,LOC101152106
GFAM287	2	1	0	protein_coding	0	HTN3,HTN1
GFAM288	2	2	1	protein_coding	0	KIAA2013,LOC101126513
GFAM289	2	1	0	protein_coding	0	KRT38,KRT37
GFAM290	2	1	0	protein_coding	0	LAIR1,LAIR2
GFAM291	2	1	0	protein_coding	0	LCE3D,LOC101149788
GFAM292	2	1	0	protein_coding	0	LGALS7,LOC101145213
GFAM293	2	2	1	protein_coding	0	LGALS8,LOC129527105
GFAM294	2	1	0	protein_coding	0	LOC101124026,LOC101141789
GFAM295	2	2	1	protein_coding	0	LOC101124243,NOM1
GFAM296	2	1	0	protein_coding	0	LOC101124683,LOC115930071
GFAM297	2	2	1	protein_coding	0	LOC101124995,LOC101132577
GFAM298	2	1	0	protein_coding	0	LOC101125257,LOC101125628
GFAM299	2	2	1	protein_coding	0	LOC101125924,LOC109024327
GFAM300	2	1	0	protein_coding	0	LOC101126037,DHX40
GFAM301	2	1	0	protein_coding	0	LOC101126043,LOC115934679
GFAM302	2	1	0	protein_coding	0	LOC101126070,LOC129534728
GFAM303	2	2	1	protein_coding	0	LOC101126219,PTP4A1
GFAM304	2	2	1	protein_coding	0	LOC101126634,RHBDD3
GFAM305	2	2	1	protein_coding	0	LOC101126682,IL9R
GFAM306	2	2	1	protein_coding	0	LOC101126813,KRT18
GFAM307	2	1	0	protein_coding	0	LOC101126920,LOC101127657
GFAM308	2	2	1	protein_coding	0	LOC101127340,KNOP1
GFAM309	2	2	1	protein_coding	0	LOC101127525,LOC129530427
GFAM310	2	2	1	protein_coding	0	LOC101127634,LOC101138853
GFAM311	2	2	1	protein_coding	0	LOC101127867,CCDC59
GFAM312	2	2	1	protein_coding	0	LOC101128917,RPL4
GFAM313	2	1	0	protein_coding	0	LOC101129209,LOC101128867
GFAM314	2	1	0	protein_coding	0	LOC101129445,SH2B2
GFAM315	2	1	0	protein_coding	0	LOC101129546,LOC101130753
GFAM316	2	2	1	protein_coding	0	LOC101129959,LOC101148543
GFAM317	2	1	0	protein_coding	0	LOC101130064,LOC115930307
GFAM318	2	1	0	protein_coding	0	LOC101130090,LOC115930167
GFAM319	2	2	1	protein_coding	0	LOC101130608,UBE2M
GFAM320	2	1	0	protein_coding	0	LOC101130893,PVRIG
GFAM321	2	2	1	protein_coding	0	LOC101131514,LOC101146371
GFAM322	2	2	1	protein_coding	0	LOC101131861,COIL
GFAM323	2	1	0	protein_coding	0	LOC101132030,LOC101129658
GFAM324	2	1	0	protein_coding	0	LOC101132106,LOC134759323
GFAM325	2	1	0	protein_coding	0	LOC101132303,LOC101131235
GFAM326	2	2	1	protein_coding	0	LOC101133011,RPL36
GFAM327	2	1	0	protein_coding	0	LOC101133052,LOC101134815
GFAM328	2	2	1	protein_coding	0	LOC101133285,LOC101131776
GFAM329	2	1	0	protein_coding	0	LOC101133335,AMY2A
GFAM330	2	2	1	protein_coding	0	LOC101133347,PGAM4
GFAM331	2	1	0	protein_coding	0	LOC101133653,LOC129533605
GFAM332	2	2	1	protein_coding	0	LOC101133681,LOC109023730
GFAM333	2	1	0	protein_coding	0	LOC101133898,FAM246A
GFAM334	2	1	0	protein_coding	0	LOC101133995,LOC109027175
GFAM335	2	1	0	protein_coding	0	LOC101134115,LOC115934951
GFAM336	2	2	1	protein_coding	0	LOC101134308,RNPS1
GFAM337	2	1	0	protein_coding	0	LOC101134521,LOC101146566
GFAM338	2	1	0	protein_coding	0	LOC101134598,LOC115935392
GFAM339	2	2	1	protein_coding	0	LOC101134822,LOC101129444
GFAM340	2	1	0	protein_coding	0	LOC101135498,AQP12A
GFAM341	2	2	1	protein_coding	0	LOC101135579,DYNLL1
GFAM342	2	2	1	protein_coding	0	LOC101135829,LOC101146826
GFAM343	2	2	1	protein_coding	0	LOC101136050,LOC101146101
GFAM344	2	1	0	protein_coding	0	LOC101136183,LOC101136556
GFAM345	2	1	0	protein_coding	0	LOC101136473,SORD
GFAM346	2	1	0	protein_coding	0	LOC101136563,LOC101140215
GFAM347	2	1	0	protein_coding	0	LOC101136905,SFTPA1
GFAM348	2	1	0	protein_coding	0	LOC101137052,LOC101137409
GFAM349	2	1	0	protein_coding	0	LOC101137143,LOC115930425
GFAM350	2	1	0	protein_coding	0	LOC101137254,LOC101136877
GFAM351	2	1	0	protein_coding	0	LOC101137272,LOC101130048
GFAM352	2	1	0	protein_coding	0	LOC101137639,RPS25
GFAM353	2	2	1	protein_coding	0	LOC101137667,RPLP1
GFAM354	2	1	0	protein_coding	0	LOC101137977,LOC101131700
GFAM355	2	2	1	protein_coding	0	LOC101138287,LOC101126499
GFAM356	2	2	1	protein_coding	0	LOC101139242,LOC101141508
GFAM357	2	1	0	protein_coding	0	LOC101139737,LOC101140821
GFAM358	2	1	0	protein_coding	0	LOC101139802,LOC115931453
GFAM359	2	2	1	protein_coding	0	LOC101140122,LOC115930237
GFAM360	2	1	0	protein_coding	0	LOC101140208,LOC101141448
GFAM361	2	2	1	protein_coding	0	LOC101140422,LOC115933990
GFAM362	2	2	1	protein_coding	0	LOC101140424,LOC101129839
GFAM363	2	1	0	protein_coding	0	LOC101140666,TFDP3
GFAM364	2	2	1	protein_coding	0	LOC101140733,LOC129524322
