kind	both_spliced	gene_a	chrom_a	jA	psiA	gene_b	chrom_b	jB	psiB	uA	spA	uB	spB	dPSI	pval	q
B_private		PRIM2	NC_073229.2	75116450-75169998	0.989	LOC115934923	-	-	0.0	87	88	0	0	0.989	1.0	1.0
A_private		DLST	NC_073239.2	91761227-91761513	0.989	LOC101140310	-	-	0.0	178	180	0	0	0.989	1.0	1.0
A_private		AP3B1	NC_073243.2	33383537-33410125	0.989	LOC115932769	-	-	0.0	549	555	0	0	0.989	1.0	1.0
A_private		INTS4	NC_073233.2	85752984-85759529	0.989	LOC129523663	-	-	0.0	751	759	0	0	0.989	1.0	1.0
B_private		SH3KBP1	NC_073247.2	30069970-30073213	0.989	LOC101149650	-	-	0.0	94	95	0	0	0.989	1.0	1.0
A_private		USP32	NC_073228.2	31769972-31779924	0.989	USP6	-	-	0.0	90	91	0	0	0.989	1.0	1.0
A_private		DAZ1	NC_073248.2	42822884-42825200	0.989	DAZL	-	-	0.0	178	180	0	0	0.989	1.0	1.0
B_private		UTY	NC_073248.2	30822986-30823059	0.989	KDM6A	-	-	0.0	88	89	0	0	0.989	1.0	1.0
B_private		USP32	NC_073228.2	31769972-31779924	0.989	LOC101133404	-	-	0.0	90	91	0	0	0.989	1.0	1.0
A_private		CSNK1A1	NC_073228.2	153362446-153363888	0.989	LOC101130599	-	-	0.0	2057	2080	0	0	0.989	1.0	1.0
A_private		DLST	NC_073239.2	91750577-91751128	0.988	LOC101140310	-	-	0.0	168	170	0	0	0.988	1.0	1.0
B_private		SAFB2	NC_073244.2	11407331-11407417	0.988	LOC129531501	-	-	0.0	429	434	0	0	0.988	1.0	1.0
A_private		HERC2	NC_073240.2	29531667-29536699	0.988	LOC101149126	-	-	0.0	79	80	0	0	0.988	1.0	1.0
A_private		HERC2	NC_073240.2	29512882-29513624	0.988	LOC101149126	-	-	0.0	85	86	0	0	0.988	1.0	1.0
A_private		HERC2	NC_073240.2	29375225-29375376	0.988	LOC101149126	-	-	0.0	163	165	0	0	0.988	1.0	1.0
A_private		KMT2C	NC_073230.2	161025179-161027254	0.988	LOC134756703	-	-	0.0	81	82	0	0	0.988	1.0	1.0
A_private		KMT2C	NC_073230.2	161022994-161025059	0.988	LOC134756703	-	-	0.0	81	82	0	0	0.988	1.0	1.0
A_private		KMT2C	NC_073230.2	160976356-160976503	0.988	LOC134756703	-	-	0.0	79	80	0	0	0.988	1.0	1.0
A_private		LOC129531693	NC_073236.2	47748114-47755708	0.988	ZNF20	-	-	0.0	162	164	0	0	0.988	1.0	1.0
A_private		LOC129531693	NC_073236.2	47755999-47759008	0.988	ZNF20	-	-	0.0	164	166	0	0	0.988	1.0	1.0
A_private		KMT2C	NC_073230.2	160976356-160976503	0.988	LOC129526471	-	-	0.0	79	80	0	0	0.988	1.0	1.0
B_private		LOC129531693	NC_073236.2	47748114-47755708	0.988	ACTR3B	-	-	0.0	162	164	0	0	0.988	1.0	1.0
A_private		KMT2C	NC_073230.2	161025179-161027254	0.988	LOC129526385	-	-	0.0	81	82	0	0	0.988	1.0	1.0
A_private		KMT2C	NC_073230.2	161022994-161025059	0.988	LOC129526385	-	-	0.0	81	82	0	0	0.988	1.0	1.0
A_private		KMT2C	NC_073230.2	160976356-160976503	0.988	LOC129526385	-	-	0.0	79	80	0	0	0.988	1.0	1.0
A_private		KMT2C	NC_073230.2	161025179-161027254	0.988	LOC129526398	-	-	0.0	81	82	0	0	0.988	1.0	1.0
A_private		KMT2C	NC_073230.2	161022994-161025059	0.988	LOC129526398	-	-	0.0	81	82	0	0	0.988	1.0	1.0
A_private		KMT2C	NC_073230.2	160976356-160976503	0.988	LOC129526398	-	-	0.0	79	80	0	0	0.988	1.0	1.0
A_private		KMT2C	NC_073230.2	161025179-161027254	0.988	LOC134757216	-	-	0.0	81	82	0	0	0.988	1.0	1.0
A_private		KMT2C	NC_073230.2	161022994-161025059	0.988	LOC134757216	-	-	0.0	81	82	0	0	0.988	1.0	1.0
A_private		KMT2C	NC_073230.2	160976356-160976503	0.988	LOC134757216	-	-	0.0	79	80	0	0	0.988	1.0	1.0
A_private		KMT2C	NC_073230.2	161025179-161027254	0.988	LOC129526957	-	-	0.0	81	82	0	0	0.988	1.0	1.0
A_private		KMT2C	NC_073230.2	161022994-161025059	0.988	LOC129526957	-	-	0.0	81	82	0	0	0.988	1.0	1.0
A_private		KMT2C	NC_073230.2	160976356-160976503	0.988	LOC129526957	-	-	0.0	79	80	0	0	0.988	1.0	1.0
B_private		LOC129531693	NC_073236.2	47748114-47755708	0.988	LOC101124683	-	-	0.0	162	164	0	0	0.988	1.0	1.0
B_private		TMEM220	NC_073243.2	26005117-26006183	0.988	LOC101148457	-	-	0.0	83	84	0	0	0.988	1.0	1.0
B_private		TMEM220	NC_073243.2	26005117-26006183	0.988	LOC129525983	-	-	0.0	83	84	0	0	0.988	1.0	1.0
B_private		TMEM220	NC_073243.2	26005117-26006183	0.988	LOC101128488	-	-	0.0	83	84	0	0	0.988	1.0	1.0
B_private		LOC129531693	NC_073236.2	47748114-47755708	0.988	LOC101125455	-	-	0.0	162	164	0	0	0.988	1.0	1.0
A_private		LOC129531693	NC_073236.2	47748114-47755708	0.988	TOR3A	-	-	0.0	162	164	0	0	0.988	1.0	1.0
A_private		LOC129531693	NC_073236.2	47755999-47759008	0.988	TOR3A	-	-	0.0	164	166	0	0	0.988	1.0	1.0
B_private		LOC129531693	NC_073236.2	47755999-47759008	0.988	LOC101148457	-	-	0.0	164	166	0	0	0.988	1.0	1.0
B_private		LOC134756437	NC_073224.2	19236861-19237092	0.987	LOC129527105	-	-	0.0	77	78	0	0	0.987	1.0	1.0
B_private		SAFB2	NC_073244.2	11391244-11395593	0.987	LOC129531501	-	-	0.0	455	461	0	0	0.987	1.0	1.0
B_private		RPL34	NC_073227.2	129019752-129019832	0.987	LOC129528949	-	-	0.0	77	78	0	0	0.987	1.0	1.0
A_private		ABCD1	NC_073247.2	165411658-165414736	0.987	LOC129526391	-	-	0.0	222	225	0	0	0.987	1.0	1.0
A_private		HERC2	NC_073240.2	29388723-29390230	0.987	LOC101149126	-	-	0.0	151	153	0	0	0.987	1.0	1.0
A_private		HERC2	NC_073240.2	29388431-29388631	0.987	LOC101149126	-	-	0.0	152	154	0	0	0.987	1.0	1.0
A_private		KMT2C	NC_073230.2	160967028-160968312	0.987	LOC134756703	-	-	0.0	232	235	0	0	0.987	1.0	1.0
A_private		KMT2C	NC_073230.2	160967028-160968312	0.987	LOC129526471	-	-	0.0	232	235	0	0	0.987	1.0	1.0
A_private		ABCD1	NC_073247.2	165411658-165414736	0.987	LOC129531453	-	-	0.0	222	225	0	0	0.987	1.0	1.0
A_private		KMT2C	NC_073230.2	160967028-160968312	0.987	LOC129526385	-	-	0.0	232	235	0	0	0.987	1.0	1.0
A_private		KMT2C	NC_073230.2	160967028-160968312	0.987	LOC129526398	-	-	0.0	232	235	0	0	0.987	1.0	1.0
A_private		KMT2C	NC_073230.2	160967028-160968312	0.987	LOC134757216	-	-	0.0	232	235	0	0	0.987	1.0	1.0
A_private		KMT2C	NC_073230.2	160967028-160968312	0.987	LOC129526957	-	-	0.0	232	235	0	0	0.987	1.0	1.0
B_private		LOC101143875	NC_073237.2	23818590-23822927	0.987	CNTNAP3C	-	-	0.0	78	79	0	0	0.987	1.0	1.0
B_private		LOC101143875	NC_073237.2	23823189-23828489	0.987	CNTNAP3C	-	-	0.0	78	79	0	0	0.987	1.0	1.0
A_private		LOC115932779	NC_073242.2	28862039-28862963	0.986	LOC129528916	-	-	0.0	69	70	0	0	0.986	1.0	1.0
A_private		LOC101130854	NC_073242.2	16089945-16092341	0.986	LOC129528916	-	-	0.0	136	138	0	0	0.986	1.0	1.0
A_private		LOC101130854	NC_073242.2	16094629-16096328	0.986	LOC129528916	-	-	0.0	139	141	0	0	0.986	1.0	1.0
A_private		HERC2	NC_073240.2	29410101-29420370	0.986	LOC101149126	-	-	0.0	70	71	0	0	0.986	1.0	1.0
A_private		DAZ1	NC_073248.2	42851492-42851928	0.986	DAZL	-	-	0.0	142	144	0	0	0.986	1.0	1.0
B_private		MPHOSPH8	NC_073238.2	33966501-33967630	0.985	LOC115933429	-	-	0.0	135	137	0	0	0.985	1.0	1.0
B_private		MPHOSPH8	NC_073238.2	33967717-33971004	0.985	LOC115933429	-	-	0.0	135	137	0	0	0.985	1.0	1.0
B_private		MPHOSPH8	NC_073238.2	33971159-33972955	0.985	LOC115933429	-	-	0.0	133	135	0	0	0.985	1.0	1.0
A_private		LOC115932779	NC_073242.2	28869331-28871367	0.985	LOC129528916	-	-	0.0	65	66	0	0	0.985	1.0	1.0
A_private		LOC115932779	NC_073242.2	28864449-28865308	0.985	LOC129528916	-	-	0.0	66	67	0	0	0.985	1.0	1.0
B_private		SLC35F5	NC_073235.2	15226175-15230254	0.985	LOC129524028	-	-	0.0	385	391	0	0	0.985	1.0	1.0
B_private		SLC35F5	NC_073235.2	15223636-15226112	0.985	LOC129524028	-	-	0.0	387	393	0	0	0.985	1.0	1.0
B_private		SLC35F5	NC_073235.2	15215684-15222533	0.985	LOC129524028	-	-	0.0	387	393	0	0	0.985	1.0	1.0
A_private		INTS4	NC_073233.2	85857402-85866944	0.985	LOC129523663	-	-	0.0	719	730	0	0	0.985	1.0	1.0
B_private		UTY	NC_073248.2	30831460-30868924	0.985	KDM6A	-	-	0.0	66	67	0	0	0.985	1.0	1.0
A_private		EIF3F	NC_073233.2	14368477-14369871	0.985	LOC134757073	-	-	0.0	130	132	0	0	0.985	1.0	1.0
B_private		USP32	NC_073228.2	31807789-31813102	0.985	LOC101133404	-	-	0.0	192	195	0	0	0.985	1.0	1.0
homologous	0	LOC115932779	NC_073242.2	28879416-28880207	0.984	LOC129528916	NC_073244.2	21160847-21162236	0.0	62	63	0	11	0.984	2.870935442116839e-12	2.49771383464165e-11
A_private		LOC115932779	NC_073242.2	28888187-28892664	0.984	LOC129528916	-	-	0.0	61	62	0	0	0.984	1.0	1.0
A_private		LOC115932779	NC_073242.2	28879130-28879289	0.984	LOC129528916	-	-	0.0	62	63	0	0	0.984	1.0	1.0
A_private		LOC115932779	NC_073242.2	28877686-28878960	0.984	LOC129528916	-	-	0.0	63	64	0	0	0.984	1.0	1.0
B_private		SAFB2	NC_073244.2	11389869-11391113	0.984	LOC129531205	-	-	0.0	429	436	0	0	0.984	1.0	1.0
A_private		LOC101130854	NC_073242.2	16038925-16042815	0.984	LOC129528916	-	-	0.0	63	64	0	0	0.984	1.0	1.0
A_private		HERC2	NC_073240.2	29420562-29425128	0.984	LOC101149126	-	-	0.0	61	62	0	0	0.984	1.0	1.0
A_private		KMT2C	NC_073230.2	161055997-161058768	0.984	LOC134756703	-	-	0.0	126	128	0	0	0.984	1.0	1.0
A_private		KMT2C	NC_073230.2	161050375-161055880	0.984	LOC134756703	-	-	0.0	126	128	0	0	0.984	1.0	1.0
A_private		INTS4	NC_073233.2	85775302-85786324	0.984	LOC129523663	-	-	0.0	746	758	0	0	0.984	1.0	1.0
A_private		KMT2C	NC_073230.2	161055997-161058768	0.984	LOC129526471	-	-	0.0	126	128	0	0	0.984	1.0	1.0
A_private		KMT2C	NC_073230.2	161050375-161055880	0.984	LOC129526471	-	-	0.0	126	128	0	0	0.984	1.0	1.0
B_private		ZRSR2	NC_073247.2	26263143-26263540	0.984	SRP19	-	-	0.0	62	63	0	0	0.984	1.0	1.0
A_private		KMT2C	NC_073230.2	161055997-161058768	0.984	LOC129526385	-	-	0.0	126	128	0	0	0.984	1.0	1.0
A_private		KMT2C	NC_073230.2	161050375-161055880	0.984	LOC129526385	-	-	0.0	126	128	0	0	0.984	1.0	1.0
A_private		KMT2C	NC_073230.2	161055997-161058768	0.984	LOC129526398	-	-	0.0	126	128	0	0	0.984	1.0	1.0
A_private		KMT2C	NC_073230.2	161050375-161055880	0.984	LOC129526398	-	-	0.0	126	128	0	0	0.984	1.0	1.0
A_private		KMT2C	NC_073230.2	161055997-161058768	0.984	LOC134757216	-	-	0.0	126	128	0	0	0.984	1.0	1.0
A_private		KMT2C	NC_073230.2	161050375-161055880	0.984	LOC134757216	-	-	0.0	126	128	0	0	0.984	1.0	1.0
A_private		KMT2C	NC_073230.2	161055997-161058768	0.984	LOC129526957	-	-	0.0	126	128	0	0	0.984	1.0	1.0
A_private		KMT2C	NC_073230.2	161050375-161055880	0.984	LOC129526957	-	-	0.0	126	128	0	0	0.984	1.0	1.0
A_private		EIF3F	NC_073233.2	14367615-14368339	0.984	LOC134757073	-	-	0.0	126	128	0	0	0.984	1.0	1.0
A_private		ANKRD18B	NC_073237.2	31482883-31486907	0.984	LOC101137900	-	-	0.0	61	62	0	0	0.984	1.0	1.0
A_private		LOC101130854	NC_073242.2	16031184-16035803	0.983	LOC129528916	-	-	0.0	57	58	0	0	0.983	1.0	1.0
B_private		UPF3A	NC_073238.2	129118832-129119544	0.983	LOC101127370	-	-	0.0	115	117	0	0	0.983	1.0	1.0
A_private		HERC2	NC_073240.2	29425269-29425849	0.983	LOC101149126	-	-	0.0	58	59	0	0	0.983	1.0	1.0
A_private		HERC2	NC_073240.2	29399758-29399858	0.983	LOC101149126	-	-	0.0	117	119	0	0	0.983	1.0	1.0
B_private		LOC129523503	NC_073236.2	30221935-30223188	0.983	LOC115932756	-	-	0.0	116	118	0	0	0.983	1.0	1.0
B_private		LOC129523503	NC_073236.2	30221935-30223188	0.983	LOC115932954	-	-	0.0	116	118	0	0	0.983	1.0	1.0
A_private		USP32	NC_073228.2	31783729-31786357	0.983	USP6	-	-	0.0	116	118	0	0	0.983	1.0	1.0
B_private		USP32	NC_073228.2	31783729-31786357	0.983	LOC101133404	-	-	0.0	116	118	0	0	0.983	1.0	1.0
A_private		LOC115932779	NC_073242.2	28895808-28897555	0.982	LOC129528916	-	-	0.0	54	55	0	0	0.982	1.0	1.0
A_private		LOC115932779	NC_073242.2	28894569-28895676	0.982	LOC129528916	-	-	0.0	56	57	0	0	0.982	1.0	1.0
A_private		LOC129526398	NC_073238.2	24622379-24630892	0.982	TMEM128	-	-	0.0	219	223	0	0	0.982	1.0	1.0
A_private		HERC2	NC_073240.2	29373911-29375030	0.982	LOC101149126	-	-	0.0	162	165	0	0	0.982	1.0	1.0
A_private		LOC129531693	NC_073236.2	47737296-47740062	0.982	ZNF20	-	-	0.0	160	163	0	0	0.982	1.0	1.0
A_private		ABCD1	NC_073247.2	165414917-165421621	0.982	LOC129531453	-	-	0.0	222	226	0	0	0.982	1.0	1.0
B_private		LOC129531693	NC_073236.2	47737296-47740062	0.982	ACTR3B	-	-	0.0	160	163	0	0	0.982	1.0	1.0
B_private		LOC129531693	NC_073236.2	47737296-47740062	0.982	LOC101124683	-	-	0.0	160	163	0	0	0.982	1.0	1.0
B_private		LOC129531693	NC_073236.2	47737296-47740062	0.982	LOC101125455	-	-	0.0	160	163	0	0	0.982	1.0	1.0
B_private		LOC129531693	NC_073236.2	47737296-47740062	0.982	LOC101148457	-	-	0.0	160	163	0	0	0.982	1.0	1.0
A_private		RPL7	NC_073231.2	47086987-47087098	0.981	ZNF589	-	-	0.0	306	312	0	0	0.981	1.0	1.0
A_private		LOC115932779	NC_073242.2	28897663-28900298	0.981	LOC129528916	-	-	0.0	52	53	0	0	0.981	1.0	1.0
A_private		LOC101130728	NC_073224.2	19137994-19138357	0.981	LOC129527105	-	-	0.0	52	53	0	0	0.981	1.0	1.0
A_private		LOC101130728	NC_073224.2	19137107-19137338	0.981	LOC129527105	-	-	0.0	52	53	0	0	0.981	1.0	1.0
B_private		LRPAP1	NC_073227.2	12094352-12096190	0.981	LOC134756368	-	-	0.0	1927	1964	0	0	0.981	1.0	1.0
B_private		LRPAP1	NC_073227.2	12094352-12096190	0.981	LOC115932756	-	-	0.0	1927	1964	0	0	0.981	1.0	1.0
B_private		LRPAP1	NC_073227.2	12094352-12096190	0.981	LOC115932954	-	-	0.0	1927	1964	0	0	0.981	1.0	1.0
B_private		RAMAC	NC_073240.2	84522067-84523685	0.981	LOC101136772	-	-	0.0	103	105	0	0	0.981	1.0	1.0
A_private		ACTR3B	NC_073230.2	161636262-161637784	0.981	LOC129531693	-	-	0.0	103	105	0	0	0.981	1.0	1.0
B_private		ZRSR2	NC_073247.2	26272659-26276402	0.981	SRP19	-	-	0.0	51	52	0	0	0.981	1.0	1.0
B_private		ZRSR2	NC_073247.2	26276511-26276825	0.981	SRP19	-	-	0.0	51	52	0	0	0.981	1.0	1.0
A_private		DAZ1	NC_073248.2	42840190-42840626	0.981	DAZL	-	-	0.0	158	161	0	0	0.981	1.0	1.0
A_private		LOC115933039	NC_073244.2	20951363-20953400	0.981	LOC115933079	-	-	0.0	52	53	0	0	0.981	1.0	1.0
A_private		LOC115933039	NC_073244.2	20946481-20947340	0.981	LOC115933079	-	-	0.0	53	54	0	0	0.981	1.0	1.0
A_private		LOC115933039	NC_073244.2	20945170-20946316	0.981	LOC115933079	-	-	0.0	53	54	0	0	0.981	1.0	1.0
A_private		LOC115933039	NC_073244.2	20951363-20953400	0.981	LOC115933071	-	-	0.0	52	53	0	0	0.981	1.0	1.0
A_private		LOC115933039	NC_073244.2	20946481-20947340	0.981	LOC115933071	-	-	0.0	53	54	0	0	0.981	1.0	1.0
A_private		LOC115933039	NC_073244.2	20945170-20946316	0.981	LOC115933071	-	-	0.0	53	54	0	0	0.981	1.0	1.0
A_private		LOC115933039	NC_073244.2	20951363-20953400	0.981	NPIPB11	-	-	0.0	52	53	0	0	0.981	1.0	1.0
A_private		LOC115933039	NC_073244.2	20946481-20947340	0.981	NPIPB11	-	-	0.0	53	54	0	0	0.981	1.0	1.0
A_private		LOC115933039	NC_073244.2	20945170-20946316	0.981	NPIPB11	-	-	0.0	53	54	0	0	0.981	1.0	1.0
B_private		MPHOSPH8	NC_073238.2	33953193-33954672	0.98	LOC115933429	-	-	0.0	149	152	0	0	0.98	1.0	1.0
A_private		ALG1	NC_073242.2	8688367-8696405	0.98	ALG1L1P	-	-	0.0	50	51	0	0	0.98	1.0	1.0
A_private		KCTD9	NC_073231.2	29653186-29653877	0.98	LOC101135809	-	-	0.0	247	252	0	0	0.98	1.0	1.0
A_private		KMT2C	NC_073230.2	160979369-160982362	0.98	LOC134756703	-	-	0.0	49	50	0	0	0.98	1.0	1.0
A_private		KMT2C	NC_073230.2	160979369-160982362	0.98	LOC129526471	-	-	0.0	49	50	0	0	0.98	1.0	1.0
A_private		DPY19L2	NC_073234.2	37787366-37797185	0.98	LOC115935244	-	-	0.0	239	244	0	0	0.98	1.0	1.0
A_private		ALG1	NC_073242.2	8688367-8696405	0.98	LOC101130727	-	-	0.0	50	51	0	0	0.98	1.0	1.0
B_private		ZRSR2	NC_073247.2	26288919-26291613	0.98	SRP19	-	-	0.0	50	51	0	0	0.98	1.0	1.0
A_private		KMT2C	NC_073230.2	160979369-160982362	0.98	LOC129526385	-	-	0.0	49	50	0	0	0.98	1.0	1.0
A_private		ALG1	NC_073242.2	8688367-8696405	0.98	ALG1L2	-	-	0.0	50	51	0	0	0.98	1.0	1.0
A_private		KMT2C	NC_073230.2	160979369-160982362	0.98	LOC134757216	-	-	0.0	49	50	0	0	0.98	1.0	1.0
A_private		KMT2C	NC_073230.2	160979369-160982362	0.98	LOC129526957	-	-	0.0	49	50	0	0	0.98	1.0	1.0
A_private		LOC101130854	NC_073242.2	16027766-16031096	0.979	LOC129528916	-	-	0.0	47	48	0	0	0.979	1.0	1.0
A_private		KMT2C	NC_073230.2	161133741-161149003	0.979	LOC134756703	-	-	0.0	95	97	0	0	0.979	1.0	1.0
A_private		KMT2C	NC_073230.2	160974444-160974564	0.979	LOC134756703	-	-	0.0	93	95	0	0	0.979	1.0	1.0
A_private		LOC129523520	NC_073224.2	19029214-19029577	0.979	LOC129527105	-	-	0.0	47	48	0	0	0.979	1.0	1.0
A_private		LOC129523520	NC_073224.2	19028324-19028558	0.979	LOC129527105	-	-	0.0	47	48	0	0	0.979	1.0	1.0
A_private		KMT2C	NC_073230.2	161133741-161149003	0.979	LOC129526471	-	-	0.0	95	97	0	0	0.979	1.0	1.0
A_private		KMT2C	NC_073230.2	160974444-160974564	0.979	LOC129526471	-	-	0.0	93	95	0	0	0.979	1.0	1.0
A_private		DPY19L2	NC_073234.2	37767774-37770160	0.979	LOC115935244	-	-	0.0	233	238	0	0	0.979	1.0	1.0
A_private		DPY19L2	NC_073234.2	37770262-37772029	0.979	LOC115935244	-	-	0.0	233	238	0	0	0.979	1.0	1.0
A_private		DPY19L2	NC_073234.2	37785620-37787191	0.979	LOC115935244	-	-	0.0	238	243	0	0	0.979	1.0	1.0
A_private		KMT2C	NC_073230.2	161133741-161149003	0.979	LOC129526385	-	-	0.0	95	97	0	0	0.979	1.0	1.0
A_private		KMT2C	NC_073230.2	160974444-160974564	0.979	LOC129526385	-	-	0.0	93	95	0	0	0.979	1.0	1.0
A_private		KMT2C	NC_073230.2	161133741-161149003	0.979	LOC129526398	-	-	0.0	95	97	0	0	0.979	1.0	1.0
A_private		KMT2C	NC_073230.2	160974444-160974564	0.979	LOC129526398	-	-	0.0	93	95	0	0	0.979	1.0	1.0
A_private		KMT2C	NC_073230.2	161133741-161149003	0.979	LOC134757216	-	-	0.0	95	97	0	0	0.979	1.0	1.0
A_private		KMT2C	NC_073230.2	160974444-160974564	0.979	LOC134757216	-	-	0.0	93	95	0	0	0.979	1.0	1.0
A_private		KMT2C	NC_073230.2	161133741-161149003	0.979	LOC129526957	-	-	0.0	95	97	0	0	0.979	1.0	1.0
A_private		KMT2C	NC_073230.2	160974444-160974564	0.979	LOC129526957	-	-	0.0	93	95	0	0	0.979	1.0	1.0
A_private		DPY19L2	NC_073234.2	37785620-37787191	0.979	LOC115935345	-	-	0.0	238	243	0	0	0.979	1.0	1.0
A_private		PMM2	NC_073242.2	12440581-12444412	0.979	SYN3	-	-	0.0	93	95	0	0	0.979	1.0	1.0
B_private		MPHOSPH8	NC_073238.2	33974940-33975778	0.978	LOC115933429	-	-	0.0	133	136	0	0	0.978	1.0	1.0
A_private		IGSF3	NC_073224.2	121068142-121068789	0.978	LOC129526379	-	-	0.0	136	139	0	0	0.978	1.0	1.0
A_private		IGSF3	NC_073224.2	121068142-121068789	0.978	LOC129524664	-	-	0.0	136	139	0	0	0.978	1.0	1.0
A_private		IGSF3	NC_073224.2	121068142-121068789	0.978	LOC129528193	-	-	0.0	136	139	0	0	0.978	1.0	1.0
A_private		LOC115933039	NC_073244.2	20958472-20959282	0.978	LOC115933079	-	-	0.0	45	46	0	0	0.978	1.0	1.0
A_private		LOC115933039	NC_073244.2	20958472-20959282	0.978	LOC115933071	-	-	0.0	45	46	0	0	0.978	1.0	1.0
A_private		LOC115933039	NC_073244.2	20958472-20959282	0.978	NPIPB11	-	-	0.0	45	46	0	0	0.978	1.0	1.0
A_private		RPL7	NC_073231.2	47086052-47086335	0.977	ZNF589	-	-	0.0	297	304	0	0	0.977	1.0	1.0
B_private		TEX14	NC_073228.2	33488945-33490901	0.977	LOC115933152	-	-	0.0	85	87	0	0	0.977	1.0	1.0
A_private		FDPS	NC_073224.2	101501676-101501823	0.977	LOC109027640	-	-	0.0	129	132	0	0	0.977	1.0	1.0
B_private		LOC134758754	NC_073224.2	19345365-19345596	0.977	LOC129527105	-	-	0.0	43	44	0	0	0.977	1.0	1.0
A_private		LOC101130854	NC_073242.2	16082872-16083778	0.977	LOC129528916	-	-	0.0	127	130	0	0	0.977	1.0	1.0
B_private		UPF3A	NC_073238.2	129134758-129137485	0.977	LOC101127370	-	-	0.0	128	131	0	0	0.977	1.0	1.0
A_private		KMT2C	NC_073230.2	161068658-161069917	0.977	LOC134756703	-	-	0.0	130	133	0	0	0.977	1.0	1.0
A_private		KMT2C	NC_073230.2	161068658-161069917	0.977	LOC129526471	-	-	0.0	130	133	0	0	0.977	1.0	1.0
A_private		KMT2C	NC_073230.2	161068658-161069917	0.977	LOC129526385	-	-	0.0	130	133	0	0	0.977	1.0	1.0
A_private		KMT2C	NC_073230.2	161068658-161069917	0.977	LOC129526398	-	-	0.0	130	133	0	0	0.977	1.0	1.0
A_private		KMT2C	NC_073230.2	161068658-161069917	0.977	LOC134757216	-	-	0.0	130	133	0	0	0.977	1.0	1.0
A_private		KMT2C	NC_073230.2	161068658-161069917	0.977	LOC129526957	-	-	0.0	130	133	0	0	0.977	1.0	1.0
A_private		DLST	NC_073239.2	91750375-91750502	0.976	LOC101140310	-	-	0.0	164	168	0	0	0.976	1.0	1.0
A_private		DLST	NC_073239.2	91752395-91754065	0.976	LOC101140310	-	-	0.0	166	170	0	0	0.976	1.0	1.0
A_private		LOC101130854	NC_073242.2	16049738-16061731	0.976	LOC129528916	-	-	0.0	80	82	0	0	0.976	1.0	1.0
B_private		SLC35F5	NC_073235.2	15235153-15235300	0.976	LOC129524028	-	-	0.0	369	378	0	0	0.976	1.0	1.0
B_private		XIAP	NC_073247.2	135553244-135560953	0.976	LOC109025842	-	-	0.0	203	208	0	0	0.976	1.0	1.0
A_private		INTS4	NC_073233.2	85854937-85857284	0.976	LOC129523663	-	-	0.0	721	739	0	0	0.976	1.0	1.0
A_private		EIF3F	NC_073233.2	14367304-14367535	0.976	LOC134757073	-	-	0.0	121	124	0	0	0.976	1.0	1.0
A_private		LOC115933039	NC_073244.2	20970225-20974696	0.976	LOC115933079	-	-	0.0	41	42	0	0	0.976	1.0	1.0
A_private		LOC115933039	NC_073244.2	20962387-20970075	0.976	LOC115933079	-	-	0.0	41	42	0	0	0.976	1.0	1.0
A_private		LOC115933039	NC_073244.2	20970225-20974696	0.976	LOC115933071	-	-	0.0	41	42	0	0	0.976	1.0	1.0
A_private		LOC115933039	NC_073244.2	20962387-20970075	0.976	LOC115933071	-	-	0.0	41	42	0	0	0.976	1.0	1.0
A_private		LOC115933039	NC_073244.2	20970225-20974696	0.976	NPIPB11	-	-	0.0	41	42	0	0	0.976	1.0	1.0
A_private		LOC115933039	NC_073244.2	20962387-20970075	0.976	NPIPB11	-	-	0.0	41	42	0	0	0.976	1.0	1.0
A_private		DLST	NC_073239.2	91743238-91743817	0.975	LOC101140310	-	-	0.0	153	157	0	0	0.975	1.0	1.0
A_private		HERC2	NC_073240.2	29536919-29549431	0.975	LOC101149126	-	-	0.0	77	79	0	0	0.975	1.0	1.0
B_private		LOC129526389	NC_073238.2	23400345-23405107	0.975	LOC115932756	-	-	0.0	79	81	0	0	0.975	1.0	1.0
A_private		LOC129526389	NC_073238.2	23400345-23405107	0.975	LOC134756368	-	-	0.0	79	81	0	0	0.975	1.0	1.0
homologous	1	LOC101124243	NC_073224.2	6830621-6832115	0.0	NOM1	NC_073230.2	165843104-165844598	0.974	0	62	38	39	0.974	4.290391975556077e-27	1.9907418766580195e-25
A_private		AURKA	NC_073245.2	68637249-68645157	0.974	LOC109028275	-	-	0.0	114	117	0	0	0.974	1.0	1.0
B_private		LOC134756437	NC_073224.2	19237748-19238111	0.974	LOC129527105	-	-	0.0	75	77	0	0	0.974	1.0	1.0
A_private		LOC101130854	NC_073242.2	16046185-16049554	0.974	LOC129528916	-	-	0.0	75	77	0	0	0.974	1.0	1.0
A_private		HERC2	NC_073240.2	29404476-29409947	0.974	LOC101149126	-	-	0.0	75	77	0	0	0.974	1.0	1.0
A_private		INTS4	NC_073233.2	85837097-85854830	0.974	LOC129523663	-	-	0.0	719	738	0	0	0.974	1.0	1.0
A_private		HERC2	NC_073240.2	29576527-29577141	0.973	LOC101149126	-	-	0.0	71	73	0	0	0.973	1.0	1.0
A_private		HERC2	NC_073240.2	29556054-29576424	0.973	LOC101149126	-	-	0.0	73	75	0	0	0.973	1.0	1.0
A_private		HERC2	NC_073240.2	29400521-29400957	0.973	LOC101149126	-	-	0.0	109	112	0	0	0.973	1.0	1.0
