family	copyA	copyB	chromA	chromB	co_located	aln_identity	psv_total	psv_exonic	private_exon_bp	verdict
DNFAM0	NC_073224.2:124006865	NC_073224.2:199492524	NC_073224.2	NC_073224.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073224.2:200263694	NC_073224.2	NC_073224.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073224.2:206460329	NC_073224.2	NC_073224.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073224.2:216465505	NC_073224.2	NC_073224.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073224.2:219628924	NC_073224.2	NC_073224.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073224.2:40605733	NC_073224.2	NC_073224.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073224.2:5563564	NC_073224.2	NC_073224.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073224.2:5639112	NC_073224.2	NC_073224.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073224.2:5714886	NC_073224.2	NC_073224.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073224.2:8220521	NC_073224.2	NC_073224.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073224.2:8222530	NC_073224.2	NC_073224.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073224.2:8222530	NC_073224.2	NC_073224.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073224.2:8261555	NC_073224.2	NC_073224.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073224.2:8329396	NC_073224.2	NC_073224.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073224.2:8354715	NC_073224.2	NC_073224.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073224.2:8420960	NC_073224.2	NC_073224.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073224.2:8947795	NC_073224.2	NC_073224.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073227.2:107152762	NC_073224.2	NC_073227.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073227.2:107737226	NC_073224.2	NC_073227.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073227.2:109804788	NC_073224.2	NC_073227.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073227.2:135581997	NC_073224.2	NC_073227.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073227.2:138456867	NC_073224.2	NC_073227.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073227.2:144458538	NC_073224.2	NC_073227.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073227.2:144459700	NC_073224.2	NC_073227.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073227.2:148229829	NC_073224.2	NC_073227.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073227.2:184179664	NC_073224.2	NC_073227.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073227.2:205608166	NC_073224.2	NC_073227.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073227.2:208384894	NC_073224.2	NC_073227.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073227.2:210306791	NC_073224.2	NC_073227.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073227.2:211416821	NC_073224.2	NC_073227.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073227.2:22578407	NC_073224.2	NC_073227.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073227.2:25998468	NC_073224.2	NC_073227.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073227.2:36263860	NC_073224.2	NC_073227.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073227.2:49276079	NC_073224.2	NC_073227.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073227.2:55844270	NC_073224.2	NC_073227.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073227.2:59132185	NC_073224.2	NC_073227.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073227.2:8631416	NC_073224.2	NC_073227.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073227.2:8633416	NC_073224.2	NC_073227.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073227.2:8703656	NC_073224.2	NC_073227.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073227.2:8790448	NC_073224.2	NC_073227.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073227.2:8907191	NC_073224.2	NC_073227.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073227.2:9007655	NC_073224.2	NC_073227.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073227.2:9007888	NC_073224.2	NC_073227.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073227.2:9010058	NC_073224.2	NC_073227.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073227.2:93558991	NC_073224.2	NC_073227.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073227.2:94411005	NC_073224.2	NC_073227.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073228.2:141507334	NC_073224.2	NC_073228.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073228.2:154700019	NC_073224.2	NC_073228.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073228.2:154778892	NC_073224.2	NC_073228.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073228.2:161452333	NC_073224.2	NC_073228.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073228.2:174169814	NC_073224.2	NC_073228.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073228.2:179980534	NC_073224.2	NC_073228.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073228.2:181537844	NC_073224.2	NC_073228.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073228.2:182332642	NC_073224.2	NC_073228.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073228.2:182668660	NC_073224.2	NC_073228.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073228.2:182827867	NC_073224.2	NC_073228.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073228.2:182862372	NC_073224.2	NC_073228.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073228.2:182909734	NC_073224.2	NC_073228.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073228.2:182992030	NC_073224.2	NC_073228.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073228.2:184836162	NC_073224.2	NC_073228.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073228.2:184836162	NC_073224.2	NC_073228.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073228.2:184836162	NC_073224.2	NC_073228.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073228.2:22762587	NC_073224.2	NC_073228.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073228.2:22912886	NC_073224.2	NC_073228.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073228.2:23036330	NC_073224.2	NC_073228.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073228.2:23831256	NC_073224.2	NC_073228.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073228.2:49475319	NC_073224.2	NC_073228.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073228.2:61012881	NC_073224.2	NC_073228.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073228.2:82310011	NC_073224.2	NC_073228.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073228.2:82312011	NC_073224.2	NC_073228.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073228.2:83511581	NC_073224.2	NC_073228.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073228.2:83598319	NC_073224.2	NC_073228.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073229.2:109661823	NC_073224.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073229.2:110025725	NC_073224.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073229.2:136502875	NC_073224.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073229.2:136550591	NC_073224.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073229.2:140137419	NC_073224.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073229.2:164329546	NC_073224.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073229.2:172857564	NC_073224.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073229.2:20522922	NC_073224.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073229.2:20523677	NC_073224.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073229.2:21210091	NC_073224.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073229.2:21248610	NC_073224.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073229.2:21258621	NC_073224.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073229.2:21265403	NC_073224.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073229.2:21326949	NC_073224.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073229.2:21330828	NC_073224.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073229.2:24554315	NC_073224.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073229.2:25790528	NC_073224.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073229.2:29619453	NC_073224.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073229.2:37440063	NC_073224.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073229.2:37440063	NC_073224.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073229.2:44965262	NC_073224.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073229.2:44984202	NC_073224.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073229.2:45065329	NC_073224.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073229.2:45706367	NC_073224.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073229.2:45714963	NC_073224.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073229.2:45764469	NC_073224.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073229.2:45764469	NC_073224.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073229.2:45855463	NC_073224.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073229.2:45874232	NC_073224.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073229.2:45948160	NC_073224.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073229.2:45960026	NC_073224.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073229.2:46014683	NC_073224.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073229.2:46654086	NC_073224.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073229.2:48202411	NC_073224.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073229.2:48204781	NC_073224.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073229.2:52855877	NC_073224.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073229.2:52855903	NC_073224.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073229.2:52874398	NC_073224.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073229.2:91947623	NC_073224.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073229.2:97604864	NC_073224.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073230.2:113826949	NC_073224.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073230.2:116849282	NC_073224.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073230.2:124889970	NC_073224.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073230.2:127820982	NC_073224.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073230.2:132465242	NC_073224.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073230.2:138682446	NC_073224.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073230.2:152834091	NC_073224.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073230.2:152878918	NC_073224.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073230.2:159385585	NC_073224.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073230.2:28042538	NC_073224.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073230.2:29907396	NC_073224.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073230.2:37929018	NC_073224.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073230.2:46921854	NC_073224.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073230.2:47037162	NC_073224.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073230.2:51603178	NC_073224.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073230.2:56004043	NC_073224.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073230.2:59737987	NC_073224.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073230.2:64900135	NC_073224.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073230.2:73508330	NC_073224.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073230.2:73769525	NC_073224.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073230.2:73954066	NC_073224.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073230.2:74124483	NC_073224.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073230.2:74188289	NC_073224.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073230.2:74299224	NC_073224.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073230.2:74637719	NC_073224.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073230.2:74637719	NC_073224.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073230.2:78577198	NC_073224.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073230.2:80198944	NC_073224.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073230.2:88682979	NC_073224.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073230.2:88700649	NC_073224.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073230.2:88723983	NC_073224.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073230.2:89256113	NC_073224.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073230.2:89294262	NC_073224.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073230.2:89328236	NC_073224.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073230.2:89330241	NC_073224.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073230.2:91551948	NC_073224.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073230.2:91551948	NC_073224.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073230.2:91551948	NC_073224.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073230.2:91551948	NC_073224.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073230.2:92132352	NC_073224.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073230.2:98626332	NC_073224.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073231.2:107517754	NC_073224.2	NC_073231.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073231.2:130802368	NC_073224.2	NC_073231.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073231.2:142603858	NC_073224.2	NC_073231.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073231.2:148824481	NC_073224.2	NC_073231.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073231.2:149099052	NC_073224.2	NC_073231.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073231.2:149485100	NC_073224.2	NC_073231.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073231.2:149485156	NC_073224.2	NC_073231.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073231.2:150547342	NC_073224.2	NC_073231.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073231.2:150566091	NC_073224.2	NC_073231.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073231.2:150618109	NC_073224.2	NC_073231.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073231.2:150671263	NC_073224.2	NC_073231.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073231.2:150671263	NC_073224.2	NC_073231.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073231.2:150693627	NC_073224.2	NC_073231.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073231.2:150775699	NC_073224.2	NC_073231.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073231.2:150815007	NC_073224.2	NC_073231.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073231.2:150893006	NC_073224.2	NC_073231.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073231.2:27183731	NC_073224.2	NC_073231.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073231.2:27335158	NC_073224.2	NC_073231.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073231.2:27367937	NC_073224.2	NC_073231.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073231.2:27416931	NC_073224.2	NC_073231.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073231.2:4594743	NC_073224.2	NC_073231.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:124006865	NC_073231.2:53701009	NC_073224.2	NC_073231.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:129234731	NC_073224.2:129234731	NC_073224.2	NC_073224.2	1		0	0	0	genuine_k0
DNFAM0	NC_073224.2:129234731	NC_073224.2:129234731	NC_073224.2	NC_073224.2	1		0	0	0	genuine_k0
DNFAM0	NC_073224.2:129234731	NC_073224.2:132945918	NC_073224.2	NC_073224.2	0		349	0	0	genuine_k0
DNFAM0	NC_073224.2:129234731	NC_073224.2:136262907	NC_073224.2	NC_073224.2	0		91	0	0	genuine_k0
DNFAM0	NC_073224.2:129234731	NC_073224.2:137028332	NC_073224.2	NC_073224.2	0		1134	0	0	genuine_k0
DNFAM0	NC_073224.2:129234731	NC_073224.2:13643041	NC_073224.2	NC_073224.2	0		1694	0	0	genuine_k0
DNFAM0	NC_073224.2:129234731	NC_073224.2:147523902	NC_073224.2	NC_073224.2	0		4851	42	0	resolvable
DNFAM0	NC_073224.2:129234731	NC_073224.2:150565709	NC_073224.2	NC_073224.2	0		1762	0	0	genuine_k0
DNFAM0	NC_073224.2:129234731	NC_073224.2:150598182	NC_073224.2	NC_073224.2	0		636	65	0	resolvable
DNFAM0	NC_073224.2:129234731	NC_073224.2:150710594	NC_073224.2	NC_073224.2	0		1684	0	0	genuine_k0
DNFAM0	NC_073224.2:129234731	NC_073224.2:150712605	NC_073224.2	NC_073224.2	0		3364	0	0	genuine_k0
DNFAM0	NC_073224.2:129234731	NC_073224.2:150807112	NC_073224.2	NC_073224.2	0		1722	12	0	resolvable
DNFAM0	NC_073224.2:129234731	NC_073224.2:150858592	NC_073224.2	NC_073224.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:129234731	NC_073224.2:150903518	NC_073224.2	NC_073224.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:129234731	NC_073224.2:150948658	NC_073224.2	NC_073224.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:129234731	NC_073224.2:152450447	NC_073224.2	NC_073224.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:129234731	NC_073224.2:162392374	NC_073224.2	NC_073224.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:129234731	NC_073224.2:199404700	NC_073224.2	NC_073224.2	0		137	0	0	genuine_k0
DNFAM0	NC_073224.2:129234731	NC_073224.2:199458262	NC_073224.2	NC_073224.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:129234731	NC_073224.2:199492524	NC_073224.2	NC_073224.2	0		168	0	0	genuine_k0
DNFAM0	NC_073224.2:129234731	NC_073224.2:200263694	NC_073224.2	NC_073224.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:129234731	NC_073224.2:206460329	NC_073224.2	NC_073224.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:129234731	NC_073224.2:216465505	NC_073224.2	NC_073224.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:129234731	NC_073224.2:219628924	NC_073224.2	NC_073224.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:129234731	NC_073224.2:40605733	NC_073224.2	NC_073224.2	0		2061	0	0	genuine_k0
DNFAM0	NC_073224.2:129234731	NC_073224.2:5563564	NC_073224.2	NC_073224.2	0		2419	0	0	genuine_k0
DNFAM0	NC_073224.2:129234731	NC_073224.2:5639112	NC_073224.2	NC_073224.2	0		26	0	0	genuine_k0
DNFAM0	NC_073224.2:129234731	NC_073224.2:5714886	NC_073224.2	NC_073224.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:129234731	NC_073224.2:8220521	NC_073224.2	NC_073224.2	0		14	0	0	genuine_k0
DNFAM0	NC_073224.2:129234731	NC_073224.2:8222530	NC_073224.2	NC_073224.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:129234731	NC_073224.2:8222530	NC_073224.2	NC_073224.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:129234731	NC_073224.2:8261555	NC_073224.2	NC_073224.2	0		1461	0	0	genuine_k0
DNFAM0	NC_073224.2:129234731	NC_073224.2:8329396	NC_073224.2	NC_073224.2	0		17	0	0	genuine_k0
DNFAM0	NC_073224.2:129234731	NC_073224.2:8354715	NC_073224.2	NC_073224.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:129234731	NC_073224.2:8420960	NC_073224.2	NC_073224.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:129234731	NC_073224.2:8947795	NC_073224.2	NC_073224.2	0		4088	61	0	resolvable
DNFAM0	NC_073224.2:129234731	NC_073227.2:107152762	NC_073224.2	NC_073227.2	0		670	16	0	resolvable
DNFAM0	NC_073224.2:129234731	NC_073227.2:107737226	NC_073224.2	NC_073227.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:129234731	NC_073227.2:109804788	NC_073224.2	NC_073227.2	0		186	0	0	genuine_k0
DNFAM0	NC_073224.2:129234731	NC_073227.2:135581997	NC_073224.2	NC_073227.2	0		338	0	0	genuine_k0
DNFAM0	NC_073224.2:129234731	NC_073227.2:138456867	NC_073224.2	NC_073227.2	0		1927	30	0	resolvable
DNFAM0	NC_073224.2:129234731	NC_073227.2:144458538	NC_073224.2	NC_073227.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:129234731	NC_073227.2:144459700	NC_073224.2	NC_073227.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:129234731	NC_073227.2:148229829	NC_073224.2	NC_073227.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:129234731	NC_073227.2:184179664	NC_073224.2	NC_073227.2	0		601	0	0	genuine_k0
DNFAM0	NC_073224.2:129234731	NC_073227.2:205608166	NC_073224.2	NC_073227.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:129234731	NC_073227.2:208384894	NC_073224.2	NC_073227.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:129234731	NC_073227.2:210306791	NC_073224.2	NC_073227.2	0		455	26	0	resolvable
DNFAM0	NC_073224.2:129234731	NC_073227.2:211416821	NC_073224.2	NC_073227.2	0		828	40	0	resolvable
DNFAM0	NC_073224.2:129234731	NC_073227.2:22578407	NC_073224.2	NC_073227.2	0		110	0	0	genuine_k0
DNFAM0	NC_073224.2:129234731	NC_073227.2:25998468	NC_073224.2	NC_073227.2	0		283	0	0	genuine_k0
DNFAM0	NC_073224.2:129234731	NC_073227.2:36263860	NC_073224.2	NC_073227.2	0		0	NA	0	unaligned
DNFAM0	NC_073224.2:129234731	NC_073227.2:49276079	NC_073224.2	NC_073227.2	0		723	0	0	genuine_k0
