family_id	n_genes	n_loci	n_contigs	cross_chrom	density	gamma_cohesive	biotype_purity	repeat_mosaic	dom_biotype	mmseqs_cluster_purity	genes
PRFAM1239	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	LOC115934567,LOC109028586,LOC101141990
PRFAM1240	3	3	2	1	1.000	1	1.000	0	protein_coding	1.000	LOC115936014,TMEM80,TMEM216
PRFAM1241	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	LOC115936312,LOC115936283,LOC115930184
PRFAM1242	3	3	1	0	1.000	1	1.000	0	protein_coding	1.000	LOC129523466,LOC101127516,LOC115933256
PRFAM1243	3	3	2	1	1.000	1	1.000	0	protein_coding	1.000	LOC129523817,LOC129525421,LOC134756488
PRFAM1244	3	3	1	0	0.667	1	1.000	0	protein_coding	1.000	LOC129524073,LY6L,LY6H
PRFAM1245	3	3	1	0	1.000	1	1.000	0	protein_coding	1.000	LOC129527248,LOC115932684,LOC115930126
PRFAM1246	3	3	2	1	1.000	1	1.000	0	protein_coding	1.000	LOC129528093,LOC101137570,OFD1
PRFAM1247	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	LOC129531768,MRPS17,LOC101136534
PRFAM1248	3	3	1	0	1.000	1	1.000	0	protein_coding	1.000	LOC129532935,LOC129523581,LOC129525208
PRFAM1249	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	LOC129533108,LOC134756663,LOC129529611
PRFAM1250	3	3	1	0	1.000	1	1.000	0	protein_coding	1.000	LOC129533810,LOC115933340,LOC129533805
PRFAM1251	3	3	3	1	0.667	1	1.000	0	protein_coding	1.000	LOC134756385,ITPRIPL1,ITPRIPL2
PRFAM1252	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	LOC134756387,LOC129531450,CBFB
PRFAM1253	3	3	1	0	0.667	1	1.000	0	protein_coding	0.667	LOC134756922,LOC109028615,LOC109025744
PRFAM1254	3	3	1	0	1.000	1	1.000	0	protein_coding	1.000	LOC134757221,LOC115934544,LOC134757324
PRFAM1255	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	LOC134757977,LOC134758945,LOC129526485
PRFAM1256	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	LOC134757993,LOC101131083,PIN4
PRFAM1257	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	LONRF1,LONRF2,LONRF3
PRFAM1258	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	LPCAT4,LPCAT2,LPCAT1
PRFAM1259	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	LPIN1,LPIN2,LPIN3
PRFAM1260	3	3	2	1	0.667	1	1.000	0	protein_coding	1.000	LPP,TRIP6,ZYX
PRFAM1261	3	3	2	1	1.000	1	1.000	0	protein_coding	1.000	LRP1,LRP1B,LRP2
PRFAM1262	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	LRP12,LRP10,LRP3
PRFAM1263	3	3	2	1	1.000	1	1.000	0	protein_coding	1.000	LRP4,LRP5,LRP6
PRFAM1264	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	LRP8,VLDLR,LDLR
PRFAM1265	3	3	3	1	0.667	1	1.000	0	protein_coding	1.000	LUC7L3,LUC7L2,LUC7L
PRFAM1266	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	LZTS1,LZTS2,LZTS3
PRFAM1267	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	MAFG,MAFK,MAFF
PRFAM1268	3	3	1	0	0.667	1	1.000	0	protein_coding	0.667	MAGEE2,MAGEE1,MAGEC3
PRFAM1269	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	MAGOH,MAGOHB,LOC101140244
PRFAM1270	3	3	3	1	0.667	1	1.000	0	protein_coding	1.000	MAML3,MAML1,MAML2
PRFAM1271	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	MAP3K6,MAP3K5,MAP3K15
PRFAM1272	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	MAP7D1,MAP7,MAP7D2
PRFAM1273	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	MAPRE3,MAPRE2,MAPRE1
PRFAM1274	3	3	3	1	0.667	1	1.000	0	protein_coding	1.000	MARCHF9,MARCHF4,MARCHF11
PRFAM1275	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	MBNL1,MBNL2,MBNL3
PRFAM1276	3	3	2	1	1.000	1	1.000	0	protein_coding	1.000	MCOLN3,MCOLN2,MCOLN1
PRFAM1277	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	ME1,ME3,ME2
PRFAM1278	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	MEF2D,MEF2C,MEF2A
PRFAM1279	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	MFRP,NETO1,NETO2
PRFAM1280	3	3	3	1	0.667	1	1.000	0	protein_coding	1.000	MFSD11,LOC101140776,UNC93B1
PRFAM1281	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	MIER1,MIER3,MIER2
PRFAM1282	3	3	3	1	0.667	1	1.000	0	protein_coding	1.000	MINDY4B,MINDY4,MINDY3
PRFAM1283	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	MIPEP,NLN,THOP1
PRFAM1284	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	MIX23,LOC101125924,LOC109024327
PRFAM1285	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	MOXD1,LOC101127762,DBH
PRFAM1286	3	3	1	0	1.000	1	1.000	0	protein_coding	1.000	MRFAP1L1,MRFAP1L2,MRFAP1
PRFAM1287	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	MRTFB,MYOCD,MRTFA
PRFAM1288	3	3	3	1	0.667	1	1.000	0	protein_coding	1.000	MSMO1,FAXDC2,CH25H
PRFAM1289	3	3	3	1	0.667	1	1.000	0	protein_coding	1.000	MSRB2,MSRB3,MSRB1
PRFAM1290	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	MTA2,MTA3,MTA1
PRFAM1291	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	MTF2,PHF1,PHF19
PRFAM1292	3	3	1	0	1.000	1	1.000	0	protein_coding	1.000	MUC17,LOC129523904,LOC129523905
PRFAM1293	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	MXD4,MXI1,MXD1
PRFAM1294	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	MYB,MYBL1,MYBL2
PRFAM1295	3	3	3	1	0.667	1	1.000	0	protein_coding	1.000	MYLIP,FRMD3,FRMD5
PRFAM1296	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	NACA2,LOC101124016,LOC109025310
PRFAM1297	3	3	3	1	1.000	1	1.000	0	protein_coding	0.667	NAPG,NAPA,NAPB
PRFAM1298	3	3	2	1	1.000	1	1.000	0	protein_coding	1.000	NAT8L,LOC101133830,NAT8
PRFAM1299	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	NAV1,NAV2,NAV3
PRFAM1300	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	NCOA2,NCOA1,NCOA3
PRFAM1301	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	NECAB1,NECAB2,NECAB3
PRFAM1302	3	3	3	1	0.667	1	1.000	0	protein_coding	1.000	NENF,PGRMC2,PGRMC1
PRFAM1303	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	NHP2,LOC101133989,SNU13
PRFAM1304	3	3	2	1	0.667	1	1.000	0	protein_coding	1.000	NHSL1,NHS,NHSL2
PRFAM1305	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	NIBAN1,NIBAN2,NIBAN3
PRFAM1306	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	NKX6-1,NKX6-3,NKX6-2
PRFAM1307	3	3	2	1	1.000	1	1.000	0	protein_coding	1.000	NMNAT2,NMNAT1,NMNAT3
PRFAM1308	3	3	2	1	1.000	1	1.000	0	protein_coding	1.000	NOC2L,LOC101146937,LOC115933763
PRFAM1309	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	NPTX1,NPTX2,NPTXR
PRFAM1310	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	NREP,LOC101127634,LOC101138853
PRFAM1311	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	NSG1,NSG2,CALY
PRFAM1312	3	3	2	1	1.000	1	1.000	0	protein_coding	1.000	NUBPL,NUBP2,NUBP1
PRFAM1313	3	3	2	1	1.000	1	1.000	0	protein_coding	1.000	NUS1,LOC115930451,LOC101125773
PRFAM1314	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	OAZ3,OAZ2,OAZ1
PRFAM1315	3	3	2	1	1.000	1	1.000	0	protein_coding	1.000	OGDH,DHTKD1,OGDHL
PRFAM1316	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	ONECUT1,ONECUT2,ONECUT3
PRFAM1317	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	ORAI2,LOC101149689,ORAI3
PRFAM1318	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	ORMDL3,ORMDL2,ORMDL1
PRFAM1319	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	OSBPL7,OSBPL3,OSBPL6
PRFAM1320	3	3	2	1	1.000	1	1.000	0	protein_coding	1.000	OTOG,VWF,OTOGL
PRFAM1321	3	3	2	1	1.000	1	1.000	0	protein_coding	1.000	OXCT2,LOC115930581,OXCT1
PRFAM1322	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	P3H1,P3H2,P3H3
PRFAM1323	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	P4HA2,P4HA1,P4HA3
PRFAM1324	3	3	2	1	1.000	1	1.000	0	protein_coding	1.000	PABIR1,PABIR2,PABIR3
PRFAM1325	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	PAK6,PAK4,PAK5
PRFAM1326	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	PANK3,PANK1,PANK2
PRFAM1327	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	PAPOLB,PAPOLG,PAPOLA
PRFAM1328	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	PARD6G,PARD6A,PARD6B
PRFAM1329	3	3	2	1	1.000	1	1.000	0	protein_coding	1.000	PARVA,PARVB,PARVG
PRFAM1330	3	3	1	0	0.667	1	1.000	0	protein_coding	1.000	PATE1,PATE3,PATE4
PRFAM1331	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	PAX2,PAX8,PAX5
PRFAM1332	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	PCED1B,LOC129532158,PCED1A
PRFAM1333	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	PCNX2,PCNX3,PCNX1
PRFAM1334	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	PDHA2,BCKDHA,PDHA1
PRFAM1335	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	PDLIM5,PDLIM7,LDB3
PRFAM1336	3	3	2	1	1.000	1	1.000	0	protein_coding	1.000	PDZK1,LOC101142064,NHERF4
PRFAM1337	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	PDZRN3,PDZRN4,PDZD4
PRFAM1338	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	PELI3,PELI1,PELI2
PRFAM1339	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	PER3,PER2,PER1
PRFAM1340	3	3	3	1	0.667	1	1.000	0	protein_coding	1.000	PEX11B,PEX11A,PEX11G
PRFAM1341	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	PFKP,PFKM,PFKL
PRFAM1342	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	PHC2,PHC3,PHC1
PRFAM1343	3	3	3	1	0.667	1	1.000	0	protein_coding	1.000	PHGDH,CTBP1,GRHPR
PRFAM1344	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	PHIP,BRWD1,BRWD3
PRFAM1345	3	3	2	1	1.000	1	1.000	0	protein_coding	1.000	PHKB,PHKA2,PHKA1
PRFAM1346	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	PIK3C2B,PIK3C2A,PIK3C2G
PRFAM1347	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	PIK3R3,PIK3R1,PIK3R2
PRFAM1348	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	PITPNC1,PITPNA,PITPNB
PRFAM1349	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	PITPNM1,PITPNM2,PITPNM3
PRFAM1350	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	PITX2,PITX1,PITX3
PRFAM1351	3	3	2	1	0.667	1	1.000	0	protein_coding	1.000	PKD1L3,LOC101127236,PKDREJ
PRFAM1352	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	PKD2,PKD2L2,PKD2L1
PRFAM1353	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	PKN2,PKN3,PKN1
PRFAM1354	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	PLCXD2,PLCXD3,LOC129530145
PRFAM1355	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	PLD5,PLD4,PLD3
PRFAM1356	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	PLOD1,PLOD2,PLOD3
PRFAM1357	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	PLS1,LCP1,PLS3
PRFAM1358	3	3	2	1	1.000	1	1.000	0	protein_coding	1.000	PNLDC1,LOC115932699,PARN
PRFAM1359	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	PNMT,INMT,NNMT
PRFAM1360	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	POGLUT1,POGLUT3,POGLUT2
PRFAM1361	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	POLR2B,POLR3B,POLR1B
PRFAM1362	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	POLR2K,LOC109029002,LOC109029365
PRFAM1363	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	POLR3A,POLR1A,POLR2A
PRFAM1364	3	3	2	1	1.000	1	1.000	0	protein_coding	1.000	POM121L2,POM121,POM121C
PRFAM1365	3	3	1	0	1.000	1	1.000	0	protein_coding	1.000	PON2,PON3,PON1
PRFAM1366	3	3	2	1	1.000	1	1.000	0	protein_coding	1.000	POPDC2,BVES,POPDC3
PRFAM1367	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	POU4F2,POU4F3,POU4F1
PRFAM1368	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	PPA2,LOC109026809,PPA1
PRFAM1369	3	3	2	1	1.000	1	1.000	0	protein_coding	1.000	PPIP5K2,PPIP5K1,LOC134757313
PRFAM1370	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	PPP1R12B,PPP1R12A,PPP1R12C
PRFAM1371	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	PPP2R1B,PPP4R4,PPP2R1A
PRFAM1372	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	PPP4R3B,PPP4R3A,PPP4R3C
PRFAM1373	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	PPP6R3,PPP6R1,PPP6R2
PRFAM1374	3	3	3	1	0.667	1	1.000	0	protein_coding	1.000	PRKAG2,PRKAG1,PRKAG3
PRFAM1375	3	3	2	1	1.000	1	1.000	0	protein_coding	1.000	PRODH2,PRODH,LOC115931957
PRFAM1376	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	PRRC2C,PRRC2A,PRRC2B
PRFAM1377	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	PRSS16,PRCP,DPP7
PRFAM1378	3	3	3	1	0.667	1	1.000	0	protein_coding	1.000	PSAPL1,PSAP,SFTPB
PRFAM1379	3	3	1	0	1.000	1	1.000	0	protein_coding	1.000	PSCA,SLURP1,LYPD2
PRFAM1380	3	3	3	1	0.667	1	1.000	0	protein_coding	1.000	PTPRJ,PTPRO,PTPRH
PRFAM1381	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	PUSL1,PUS3,PUS1
PRFAM1382	3	3	3	1	0.667	1	1.000	0	protein_coding	1.000	PYROXD1,AIFM3,AIFM1
PRFAM1383	3	3	2	1	0.667	1	1.000	0	protein_coding	1.000	PYY,PPY,NPY
PRFAM1384	3	3	3	1	0.667	1	1.000	0	protein_coding	1.000	RAB44,CRACR2A,RASEF
PRFAM1385	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	RABGGTB,PGGT1B,FNTB
PRFAM1386	3	3	3	1	0.667	1	1.000	0	protein_coding	1.000	RAMP2,RAMP3,RAMP1
PRFAM1387	3	3	3	1	0.667	1	1.000	0	protein_coding	0.667	RANBP17,XPO7,XPO4
PRFAM1388	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	RASAL2,SYNGAP1,DAB2IP
PRFAM1389	3	3	3	1	0.667	1	1.000	0	protein_coding	1.000	RASSF5,RASSF1,RASSF3
PRFAM1390	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	RASSF6,RASSF4,RASSF2
PRFAM1391	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	RB1,RBL2,RBL1
PRFAM1392	3	3	3	1	0.667	1	1.000	0	protein_coding	1.000	RBFOX3,RBFOX1,RBFOX2
PRFAM1393	3	3	2	1	1.000	1	1.000	0	protein_coding	1.000	RBM6,RBM5,RBM10
PRFAM1394	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	RCAN3,RCAN2,RCAN1
PRFAM1395	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	RCOR3,RCOR2,RCOR1
PRFAM1396	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	RELA,REL,RELB
PRFAM1397	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	RETREG3,RETREG2,RETREG1
PRFAM1398	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	RFNG,LFNG,MFNG
PRFAM1399	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	RHBDF2,LOC101144552,RHBDF1
PRFAM1400	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	RHOBTB3,RHOBTB2,RHOBTB1
PRFAM1401	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	RIMKLA,RIMKLB,LOC129529357
PRFAM1402	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	RIN1,RIN3,RIN2
PRFAM1403	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	RIPOR2,RIPOR1,RIPOR3
PRFAM1404	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	RNF14,RNF144B,RNF144A
PRFAM1405	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	RNF7,ANAPC11,RBX1
PRFAM1406	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	RPE65,BCO2,BCO1
PRFAM1407	3	3	2	1	1.000	1	1.000	0	protein_coding	1.000	RPL10A,LOC101152547,LOC109027960
PRFAM1408	3	3	2	1	1.000	1	1.000	0	protein_coding	1.000	RPL19,LOC109026804,LOC101141573
PRFAM1409	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	RPS24,LOC109023503,LOC101129206
PRFAM1410	3	3	2	1	1.000	1	1.000	0	protein_coding	1.000	RPS4X,RPS4Y1,LOC129530250
PRFAM1411	3	3	3	1	0.667	1	1.000	0	protein_coding	0.667	RPUSD3,RPUSD4,RPUSD1
PRFAM1412	3	3	2	1	1.000	1	1.000	0	protein_coding	1.000	RTCA,LOC109024996,RCL1
PRFAM1413	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	RUFY3,RUFY1,RUFY2
PRFAM1414	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	RUNX1T1,CBFA2T3,CBFA2T2
PRFAM1415	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	RUNX3,RUNX2,RUNX1
PRFAM1416	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	RYR2,RYR3,RYR1
PRFAM1417	3	3	1	0	1.000	1	1.000	0	protein_coding	1.000	SAA4,LOC101134521,LOC101146566
PRFAM1418	3	3	2	1	1.000	1	1.000	0	protein_coding	1.000	SAXO1,SAXO2,LOC101148528
PRFAM1419	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	SCARB2,CD36,SCARB1
PRFAM1420	3	3	1	0	1.000	1	1.000	0	protein_coding	1.000	SCGB1D1,SCGB1D2,SCGB1D4
PRFAM1421	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	SCPEP1,CPVL,CTSA
PRFAM1422	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	SCRN2,SCRN1,SCRN3
PRFAM1423	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	SCUBE3,SCUBE2,SCUBE1
PRFAM1424	3	3	3	1	0.667	1	1.000	0	protein_coding	0.667	SCYL3,SCYL1,SCYL2
PRFAM1425	3	3	3	1	0.667	1	1.000	0	protein_coding	1.000	SDC2,SDC4,LOC101151335
PRFAM1426	3	3	2	1	1.000	1	1.000	0	protein_coding	1.000	SDS,SDSL,SRR
PRFAM1427	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	SESN2,SESN1,SESN3
PRFAM1428	3	3	3	1	0.667	1	1.000	0	protein_coding	1.000	SETD3,SETD6,SETD4
PRFAM1429	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	SGCD,SGCZ,SGCG
PRFAM1430	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	SGIP1,FCHO2,FCHO1
PRFAM1431	3	3	2	1	0.667	1	1.000	0	protein_coding	0.667	SGMS2,SAMD8,SGMS1
PRFAM1432	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	SH3BGRL3,LOC101146866,SH3BGRL
PRFAM1433	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	SH3RF1,SH3RF2,SH3RF3
PRFAM1434	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	SHANK2,SHANK1,SHANK3
PRFAM1435	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	SHH,DHH,IHH
PRFAM1436	3	3	3	1	0.667	1	1.000	0	protein_coding	0.667	SHISA4,SHISA5,LOC109024667
PRFAM1437	3	3	3	1	0.667	1	1.000	0	protein_coding	1.000	SHISA9,SHISA6,SHISA7
PRFAM1438	3	3	2	1	0.667	1	1.000	0	protein_coding	1.000	SHROOM3,SHROOM2,SHROOM4
PRFAM1439	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	SIPA1L2,SIPA1L1,SIPA1L3
PRFAM1440	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	SLC19A2,SLC19A3,SLC19A1
PRFAM1441	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	SLC23A1,SLC23A3,SLC23A2
PRFAM1442	3	3	2	1	1.000	1	1.000	0	protein_coding	1.000	SLC28A3,SLC28A2,SLC28A1
PRFAM1443	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	SLC34A2,SLC34A1,SLC34A3
PRFAM1444	3	3	3	1	0.667	1	1.000	0	protein_coding	0.667	SLC35D1,SLC35C1,SLC35D2
PRFAM1445	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	SLC39A1,CRTC3,CRTC1
PRFAM1446	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	SLC41A1,SLC41A3,SLC41A2
PRFAM1447	3	3	2	1	1.000	1	1.000	0	protein_coding	1.000	SLC43A3,SLC43A1,SLC43A2
PRFAM1448	3	3	3	1	0.667	1	1.000	0	protein_coding	0.667	SLC46A1,SLC46A2,SLC46A3
PRFAM1449	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	SLC52A2,SLC52A1,SLC52A3
PRFAM1450	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	SLC8A1,SLC8A3,SLC8A2
PRFAM1451	3	3	2	1	1.000	1	1.000	0	protein_coding	1.000	SLTM,SAFB2,SAFB
PRFAM1452	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	SMARCD2,SMARCD3,SMARCD1
PRFAM1453	3	3	2	1	1.000	1	1.000	0	protein_coding	1.000	SMIM10L3,LOC109024768,SMIM10L2A
PRFAM1454	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	SMPDL3B,SMPDL3A,SMPD1
PRFAM1455	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	SNCA,SNCB,SNCG
PRFAM1456	3	3	3	1	0.667	1	1.000	0	protein_coding	0.667	SNRK,SIK2,SIK1
PRFAM1457	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	SNX25,SNX14,SNX13
PRFAM1458	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	SNX27,SNX31,SNX17
PRFAM1459	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	SNX9,SNX33,SNX18
PRFAM1460	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	SOD3,CCS,SOD1
PRFAM1461	3	3	2	1	0.667	1	1.000	0	protein_coding	0.667	SOWAHA,LOC129531487,SOWAHC
PRFAM1462	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	SOX13,SOX6,SOX5
PRFAM1463	3	3	3	1	1.000	1	1.000	0	protein_coding	0.667	SOX2,SOX1,SOX3
PRFAM1464	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	SOX4,SOX11,SOX12
PRFAM1465	3	3	2	1	1.000	1	1.000	0	protein_coding	1.000	SOX7,SOX17,SOX18
PRFAM1466	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	SOX9,SOX8,SOX10
PRFAM1467	3	3	2	1	1.000	1	1.000	0	protein_coding	1.000	SPNS1,SPNS3,SPNS2
PRFAM1468	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	SPPL2C,SPPL2A,SPPL2B
PRFAM1469	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	SPRED2,SPRED1,SPRED3
PRFAM1470	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	SRM,LOC101146844,SMS
PRFAM1471	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	SSBP3,SSBP2,SSBP4
PRFAM1472	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	STAC,STAC2,STAC3
PRFAM1473	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	STAG1,STAG3,STAG2
PRFAM1474	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	STRN,STRN3,STRN4
PRFAM1475	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	SUCLG2,LOC101147790,SUCLA2
PRFAM1476	3	3	2	1	1.000	1	1.000	0	protein_coding	1.000	SUPT20H,LOC115930142,LOC101146307
PRFAM1477	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	SYN2,SYN3,SYN1
PRFAM1478	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	TAF15,FUS,EWSR1
PRFAM1479	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	TAF9,LOC101141762,TAF9B
PRFAM1480	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	TAOK1,TAOK3,TAOK2
PRFAM1481	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	TARS2,TARS3,TARS1
PRFAM1482	3	3	3	1	0.667	1	1.000	0	protein_coding	1.000	TBC1D22B,TBC1D13,TBC1D22A
PRFAM1483	3	3	2	1	0.667	1	1.000	0	protein_coding	1.000	TBPL1,TBP,TBPL2
PRFAM1484	3	3	3	1	0.667	1	1.000	0	protein_coding	1.000	TBX15,TBX18,TBX22
PRFAM1485	3	3	3	1	1.000	1	1.000	0	protein_coding	1.000	TCF12,TCF4,TCF3
