gene_a	gene_b	in_dna_loose	cls	core_recip	aln_frac	fold	residual	up_aln_frac	up_id	down_aln_frac	down_id	max_flank_aln_frac	min_flank_aln_frac	mean_flank_aln_frac	best_flank_id
LOC101135585	LOC115932984	1	TP	0.6456	0.6522	1	0	NA	NA	0.957000	0.998767	0.957000	0.957000	0.957000	0.998767
LOC101135585	LOC129525330	1	TP	0.6522	0.6522	1	0	NA	NA	0.957000	0.990758	0.957000	0.957000	0.957000	0.990758
LOC101135585	LOC129525331	1	TP	0.5164	0.6522	1	0	NA	NA	0.197000	0.991690	0.197000	0.197000	0.197000	0.991690
LOC101135585	LOC129525599	0	genuine	0.2336	0.7801	1	0	NA	NA	0.196500	0.991667	0.196500	0.196500	0.196500	0.991667
LOC101135585	LOC134756861	0	genuine	0.2336	0.7801	1	0	NA	NA	0.197000	0.994460	0.197000	0.197000	0.197000	0.994460
LOC101135843	LOC115932815	1	TP	0.6481	0.9989	0	0	0.730500	0.986122	0.672500	0.995974	0.730500	0.672500	0.701500	0.986122
LOC101136006	ZNF23	0	genuine	0.1326	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136006	ZNF619	0	genuine	0.1730	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136009	LOC101137462	0	truthbar	0.4380	0.5077	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136009	LOC101141027	0	truthbar	0.3591	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136009	LOC101142646	0	truthbar	0.1806	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136009	LOC101144471	0	truthbar	0.3345	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136009	LOC101144838	0	truthbar	0.3591	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136009	LOC101145945	0	truthbar	0.1893	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136009	LOC101146634	0	truthbar	0.2621	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136009	LOC101147715	0	truthbar	0.3030	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136009	LOC101152401	0	truthbar	0.2294	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136009	LOC101153126	0	truthbar	0.3072	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136009	LOC101153131	0	truthbar	0.2079	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136009	LOC109024216	0	truthbar	0.3504	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136009	LOC109026610	0	truthbar	0.3134	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136009	LOC115930172	0	genuine	0.3647	0.3454	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136009	LOC115931567	0	truthbar	0.3772	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136009	LOC115931568	0	truthbar	0.3820	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136009	LOC115931576	0	truthbar	0.3591	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136009	LOC115931857	0	truthbar	0.2495	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136009	LOC129527827	0	genuine	0.2359	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136009	LOC129528947	0	genuine	0.4349	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136009	OSBPL10	0	genuine	0.2049	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136009	ZNF141	0	truthbar	0.2660	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136009	ZNF195	0	truthbar	0.2619	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136009	ZNF254	0	truthbar	0.3192	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136009	ZNF267	0	truthbar	0.2724	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136009	ZNF273	0	truthbar	0.4190	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136009	ZNF28	0	truthbar	0.1787	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136009	ZNF415	0	truthbar	0.3806	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136009	ZNF429	0	truthbar	0.5748	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136009	ZNF43	0	truthbar	0.4608	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136009	ZNF430	0	truthbar	0.3794	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136009	ZNF468	0	truthbar	0.2760	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136009	ZNF486	0	truthbar	0.3723	0.3880	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136009	ZNF506	0	truthbar	0.3465	0.3814	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136009	ZNF519	0	truthbar	0.1543	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136009	ZNF578	0	truthbar	0.2236	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136009	ZNF595	0	truthbar	0.4867	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136009	ZNF600	0	truthbar	0.3652	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136009	ZNF616	0	truthbar	0.1754	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136009	ZNF626	0	truthbar	0.3997	0.5519	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136009	ZNF675	0	truthbar	0.3583	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136009	ZNF678	0	truthbar	0.3421	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136009	ZNF680	0	truthbar	0.4092	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136009	ZNF681	0	truthbar	0.4218	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136009	ZNF682	0	truthbar	0.2853	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136009	ZNF695	0	truthbar	0.3812	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136009	ZNF721	0	truthbar	0.3669	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136009	ZNF723	0	truthbar	0.1801	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136009	ZNF727	0	truthbar	0.2434	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136009	ZNF761	0	truthbar	0.3730	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136009	ZNF808	0	truthbar	0.2052	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136009	ZNF83	0	truthbar	0.3855	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136009	ZNF888	0	truthbar	0.1547	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136009	ZNF91	0	truthbar	0.2322	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136009	ZNF92	0	truthbar	0.4407	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136036	LOC101148457	0	genuine	0.1673	0.7268	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136036	LOC109025592	0	genuine	0.2083	0.3844	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136154	LRP5	0	genuine	0.1784	0.9212	1	0	0.595000	0.887619	NA	NA	0.595000	0.595000	0.595000	0.887619
LOC101136203	LOC109029034	1	TP	0.4795	0.6480	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136352	LOC101152610	1	TP	0.4433	0.9407	2	0	0.974000	0.998918	0.579000	0.998068	0.974000	0.579000	0.776500	0.998918
LOC101136352	LOC129527660	0	genuine	0.3303	1.0030	2	0	0.893500	0.953959	0.575500	0.952015	0.893500	0.575500	0.734500	0.953959
LOC101136398	LOC115932241	1	TP	0.4233	0.9070	4	0	0.192000	0.994792	NA	NA	0.192000	0.192000	0.192000	0.994792
LOC101136398	LOC115932281	1	TP	0.5745	1.0000	4	0	0.331500	0.941085	NA	NA	0.331500	0.331500	0.331500	0.941085
LOC101136398	LOC129529790	1	TP	0.7534	1.0514	4	0	0.331000	0.939940	NA	NA	0.331000	0.331000	0.331000	0.939940
LOC101136398	LOC129530333	0	genuine	0.3798	1.0295	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136422	NUDT9	0	genuine	0.2039	0.0000	1	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136480	LOC115933250	1	TP	0.6532	1.0000	4	0	NA	NA	0.735500	0.997091	0.735500	0.735500	0.735500	0.997091
LOC101136480	LOC129527620	1	TP	0.4953	0.6730	4	0	NA	NA	0.736500	0.994190	0.736500	0.736500	0.736500	0.994190
LOC101136583	LOC101148853	0	truthbar	0.8487	0.8195	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136583	LOC101148972	0	truthbar	0.7504	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136583	LOC101150168	0	truthbar	0.6794	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136583	LOC115933728	0	truthbar	0.8922	0.9316	3	0	NA	NA	0.585000	0.879004	0.585000	0.585000	0.585000	0.879004
LOC101136583	LOC129526434	1	TP	1.0000	1.0000	3	0	0.651000	0.996781	0.999500	0.996397	0.999500	0.651000	0.825250	0.996397
LOC101136583	LOC129529583	0	genuine	0.1677	0.2968	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136583	TUBA1C	0	truthbar	0.7933	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136583	TUBA3E	0	truthbar	0.8725	0.9110	3	0	NA	NA	0.573000	0.881017	0.573000	0.573000	0.573000	0.881017
LOC101136583	TUBA8	0	truthbar	0.5868	0.4496	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136640	LOC109024259	0	genuine	0.2828	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136640	ZNF112	0	genuine	0.1793	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136640	ZNF155	0	truthbar	0.4023	0.6987	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136640	ZNF221	0	truthbar	0.4192	0.3953	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136640	ZNF222	0	truthbar	0.8599	0.8569	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136640	ZNF224	0	truthbar	0.4073	0.4555	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136640	ZNF225	0	truthbar	0.4081	0.3883	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136640	ZNF230	0	truthbar	0.4909	0.6764	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136640	ZNF233	0	truthbar	0.2267	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136640	ZNF234	0	truthbar	0.4658	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136640	ZNF235	0	truthbar	0.1950	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136640	ZNF284	0	truthbar	0.2333	0.3714	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136692	LOC109025447	0	truthbar	0.5126	1.0174	3	0	0.658500	0.984783	0.967500	0.990434	0.967500	0.658500	0.813000	0.990434
LOC101136692	LOC129531666	0	genuine	0.5068	0.5071	3	0	0.658500	0.983906	NA	NA	0.658500	0.658500	0.658500	0.983906
LOC101136692	LOC129531667	0	truthbar	0.3265	0.3265	3	0	0.261000	0.994135	NA	NA	0.261000	0.261000	0.261000	0.994135
LOC101136692	RGPD8	0	genuine	0.5344	0.5344	3	0	0.658500	0.979280	NA	NA	0.658500	0.658500	0.658500	0.979280
LOC101136819	LOC101147313	0	genuine	0.2477	0.6701	3	0	0.981000	0.973439	0.239000	0.978923	0.981000	0.239000	0.610000	0.973439
LOC101136819	SDHA	0	genuine	0.2135	1.0133	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101136971	LOC115932749	1	TP	0.9632	0.9632	1	0	NA	NA	0.300000	0.994465	0.300000	0.300000	0.300000	0.994465
LOC101136971	ZC3H7A	1	TP	1.0000	1.0000	1	0	0.468000	0.993939	0.299000	0.989091	0.468000	0.299000	0.383500	0.993939
LOC101137060	LOC109025447	0	genuine	0.2617	0.3892	3	0	0.953000	0.994458	NA	NA	0.953000	0.953000	0.953000	0.994458
LOC101137060	RPL39	0	genuine	0.3458	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137311	LOC129526088	0	genuine	0.1379	0.0000	3	0	0.219000	0.997333	NA	NA	0.219000	0.219000	0.219000	0.997333
LOC101137311	LOC129527203	0	genuine	0.1445	0.0000	3	0	0.219000	0.997333	NA	NA	0.219000	0.219000	0.219000	0.997333
LOC101137311	PSPC1	0	truthbar	0.3602	0.6276	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137392	MAGEC1	0	genuine	0.2311	0.0000	1	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137455	LOC129533419	1	TP	0.8018	0.8018	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137462	LOC101141027	0	truthbar	0.5385	0.7004	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137462	LOC101142646	0	truthbar	0.2133	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137462	LOC101144119	0	genuine	0.1734	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137462	LOC101144838	0	truthbar	0.1982	0.3645	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137462	LOC101145945	0	truthbar	0.2744	0.4425	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137462	LOC101146634	0	truthbar	0.4858	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137462	LOC101147715	0	truthbar	0.2695	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137462	LOC101150965	0	genuine	0.2650	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137462	LOC101153126	0	truthbar	0.3845	0.4231	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137462	LOC109026610	1	TP	0.2875	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137462	LOC115930172	0	genuine	0.3522	0.6176	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137462	LOC115931567	0	genuine	0.4079	0.2431	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137462	LOC115931568	0	truthbar	0.4711	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137462	LOC115931576	0	truthbar	0.4798	0.4257	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137462	LOC115931654	0	truthbar	0.2211	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137462	LOC115931857	0	truthbar	0.2068	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137462	LOC129527827	0	genuine	0.2279	0.5046	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137462	LOC129528947	0	genuine	0.4072	0.4500	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137462	ZNF141	0	truthbar	0.2014	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137462	ZNF195	0	truthbar	0.2158	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137462	ZNF254	0	truthbar	0.4512	0.4333	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137462	ZNF273	0	truthbar	0.2776	0.4964	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137462	ZNF429	0	truthbar	0.6982	0.7004	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137462	ZNF43	0	truthbar	0.3875	0.4247	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137462	ZNF430	0	truthbar	0.2046	0.2113	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137462	ZNF486	0	truthbar	0.4177	0.4713	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137462	ZNF506	0	truthbar	0.2019	0.4202	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137462	ZNF519	0	truthbar	0.3049	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137462	ZNF595	0	truthbar	0.4606	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137462	ZNF626	0	truthbar	0.1535	0.5774	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137462	ZNF675	0	truthbar	0.6144	0.9205	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137462	ZNF678	0	truthbar	0.3168	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137462	ZNF680	0	truthbar	0.3730	0.5573	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137462	ZNF681	0	truthbar	0.3069	0.2384	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137462	ZNF682	0	truthbar	0.4790	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137462	ZNF695	0	truthbar	0.3798	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137462	ZNF721	0	truthbar	0.2944	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137462	ZNF723	0	truthbar	0.2673	0.6520	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137462	ZNF727	0	truthbar	0.1860	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137462	ZNF736	0	truthbar	0.1700	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137462	ZNF813	0	truthbar	0.1367	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137462	ZNF91	0	truthbar	0.2911	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137462	ZNF92	0	truthbar	0.4407	0.3617	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137472	NABP2	0	genuine	0.1470	0.0000	1	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137661	LOC109025815	0	genuine	0.1934	0.3432	1	0	0.994000	0.977778	NA	NA	0.994000	0.994000	0.994000	0.977778
LOC101137734	LOC129527528	0	genuine	0.2063	0.2907	1	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137734	LOC134756955	0	genuine	0.5447	1.0009	1	0	0.940500	0.997646	0.793500	0.997185	0.940500	0.793500	0.867000	0.997646
LOC101137806	LOC101139163	0	genuine	0.2474	0.7556	0	0	NA	NA	0.856000	0.949409	0.856000	0.856000	0.856000	0.949409
LOC101137806	LOC101152938	0	genuine	0.1625	0.5085	0	0	NA	NA	0.480000	0.964286	0.480000	0.480000	0.480000	0.964286
LOC101137806	LOC115934341	0	genuine	0.1954	0.6875	0	0	NA	NA	0.873000	0.955643	0.873000	0.873000	0.873000	0.955643
LOC101137832	LOC101153526	0	truthbar	0.2312	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137832	ZNF121	0	truthbar	0.2470	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137832	ZNF436	0	truthbar	0.2707	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137832	ZNF502	0	truthbar	0.2755	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137832	ZSCAN12	0	truthbar	0.1347	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137832	ZSCAN16	0	genuine	0.1828	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137900	LOC109027212	0	genuine	0.2119	0.2888	1	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137900	LOC129528278	0	genuine	0.2114	0.2882	1	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137900	LOC129528791	0	genuine	0.2192	0.2988	1	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137900	LOC129530234	1	TP	0.2407	0.2274	1	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137900	PLGRKT	0	genuine	0.1336	0.2391	1	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137900	RHOT1	0	genuine	0.1354	0.1296	1	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137955	ZFP2	0	genuine	0.2041	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137955	ZFP69B	0	genuine	0.1752	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137955	ZFP90	0	genuine	0.2035	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137955	ZNF181	0	genuine	0.1848	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137955	ZNF248	0	genuine	0.1350	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137955	ZNF391	0	truthbar	0.1865	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137955	ZNF485	0	genuine	0.2085	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137955	ZNF879	0	genuine	0.1906	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101137992	LOC101139594	0	genuine	0.1933	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101138011	LOC109025084	0	genuine	0.3253	0.6987	1	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101138066	LOC115930840	1	TP	0.2797	0.8329	2	0	0.605500	0.970350	0.932500	0.955623	0.932500	0.605500	0.769000	0.955623
LOC101138261	LOC109027124	0	genuine	0.3288	0.0000	2	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101138261	MPHOSPH8	0	genuine	0.4114	0.4114	2	1	NA	NA	NA	NA	NA	NA	NA	NA
LOC101138337	LOC101151317	0	genuine	0.1536	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101138952	LOC129528667	0	truthbar	0.2226	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101138952	ZFP37	0	truthbar	0.1864	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101138952	ZNF182	0	truthbar	0.2412	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101138952	ZNF26	0	truthbar	0.2409	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101138952	ZNF260	0	genuine	0.1833	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101138952	ZNF300	0	truthbar	0.1678	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101138952	ZNF33B	0	truthbar	0.1402	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101138952	ZNF41	0	truthbar	0.1399	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101138952	ZNF484	0	truthbar	0.1409	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101138952	ZNF577	0	truthbar	0.1595	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101138952	ZNF585A	0	truthbar	0.1396	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101138952	ZNF585B	0	truthbar	0.1850	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101138952	ZNF605	0	truthbar	0.2195	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101138952	ZNF606	0	truthbar	0.1833	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101138952	ZNF613	0	truthbar	0.1303	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101138952	ZNF649	0	truthbar	0.1602	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101138952	ZNF84	0	truthbar	0.1551	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101139163	LOC101152938	1	TP	0.2500	0.8302	0	0	0.834500	0.901662	0.479000	0.946108	0.834500	0.479000	0.656750	0.901662
LOC101139163	LOC115934341	1	TP	0.2448	0.8085	0	0	0.938000	0.944774	0.858500	0.949468	0.938000	0.858500	0.898250	0.944774
LOC101139594	LOC101144987	0	genuine	0.2368	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101139594	LOC101146541	0	genuine	0.2352	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101139703	LOC129526951	1	TP	0.4479	1.0319	0	0	0.935000	0.981806	NA	NA	0.935000	0.935000	0.935000	0.981806
LOC101140030	ULBP1	0	truthbar	0.2157	0.9873	1	0	0.815000	0.886119	NA	NA	0.815000	0.815000	0.815000	0.886119
LOC101140030	ULBP3	0	truthbar	0.3927	0.4621	1	0	0.714000	0.859955	NA	NA	0.714000	0.714000	0.714000	0.859955
LOC101140402	LOC101141165	0	genuine	0.3016	0.4735	1	0	NA	NA	0.318000	0.931857	0.318000	0.318000	0.318000	0.931857
LOC101140402	LOC109024546	0	genuine	0.4596	0.0000	1	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101140641	LOC101141395	0	truthbar	0.1995	0.0000	1	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101140864	LOC109026769	0	genuine	0.1308	0.0000	1	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101140892	RPLP1	0	genuine	0.2191	0.6041	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101141025	LOC115935014	0	truthbar	0.3442	0.0000	1	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101141027	LOC101142646	0	truthbar	0.2830	0.5528	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101141027	LOC101144119	0	genuine	0.1991	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101141027	LOC101144838	0	truthbar	0.4468	0.8980	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101141027	LOC101145945	0	truthbar	0.2114	0.7109	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101141027	LOC101146634	0	truthbar	0.3533	0.4426	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101141027	LOC101147715	0	genuine	0.1461	0.5102	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101141027	LOC101151892	0	genuine	0.1554	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101141027	LOC101153126	0	truthbar	0.4395	0.7074	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101141027	LOC109024216	0	truthbar	0.1542	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101141027	LOC109026610	0	truthbar	0.4302	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101141027	LOC115930172	0	genuine	0.4557	0.6850	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101141027	LOC115931567	0	genuine	0.4828	0.3402	4	0	NA	NA	NA	NA	NA	NA	NA	NA
