cluster_id	member	core_hull	sd_block	block_n_hulls	block_clusters	direct_sd_partner_clusters
MCL13	NC_073241.2:32519327-32537453	32519327-32537453	SDB7	61	MCL11,MCL13,MCL16,MCL17,MCL19,MCL45,MCL46,MCL72,MCL129,MCL130	MCL11,MCL16,MCL17,MCL19,MCL45,MCL46,MCL72,MCL129,MCL130
MCL14	NC_073241.2:38169301-38219234	38169301-38173990	SDB3	213	MCL4,MCL6,MCL9,MCL12,MCL14,MCL26,MCL30,MCL31,MCL33,MCL37,MCL41,MCL43,MCL48,MCL55,MCL56,MCL59,MCL60,MCL61,MCL62,MCL63,MCL64,MCL65,MCL66,MCL73,MCL74,MCL93,MCL97,MCL98,MCL99,MCL100,MCL101,MCL102,MCL103,MCL104,MCL114,MCL115,MCL116,MCL119,MCL125,MCL132,MCL133,MCL191,MCL192,MCL193,MCL194,MCL195,MCL196,MCL197,MCL198,MCL205,MCL226,MCL227,MCL234,MCL235,MCL236,MCL237,MCL267	MCL12,MCL33,MCL41,MCL55,MCL56,MCL59,MCL60,MCL61,MCL62,MCL63,MCL64,MCL74,MCL93,MCL97,MCL98,MCL99,MCL100,MCL101,MCL102,MCL132,MCL133,MCL191,MCL192,MCL193,MCL194,MCL195,MCL196,MCL197,MCL198
MCL14	NC_073241.2:38198233-38201382	38198784-38200114	SDB3	213	MCL4,MCL6,MCL9,MCL12,MCL14,MCL26,MCL30,MCL31,MCL33,MCL37,MCL41,MCL43,MCL48,MCL55,MCL56,MCL59,MCL60,MCL61,MCL62,MCL63,MCL64,MCL65,MCL66,MCL73,MCL74,MCL93,MCL97,MCL98,MCL99,MCL100,MCL101,MCL102,MCL103,MCL104,MCL114,MCL115,MCL116,MCL119,MCL125,MCL132,MCL133,MCL191,MCL192,MCL193,MCL194,MCL195,MCL196,MCL197,MCL198,MCL205,MCL226,MCL227,MCL234,MCL235,MCL236,MCL237,MCL267	MCL12,MCL33,MCL41,MCL55,MCL56,MCL59,MCL60,MCL61,MCL62,MCL63,MCL64,MCL74,MCL93,MCL97,MCL98,MCL99,MCL100,MCL101,MCL102,MCL132,MCL133,MCL191,MCL192,MCL193,MCL194,MCL195,MCL196,MCL197,MCL198
MCL14	NC_073242.2:18345287-18375143	18345287-18375143	SDB3	213	MCL4,MCL6,MCL9,MCL12,MCL14,MCL26,MCL30,MCL31,MCL33,MCL37,MCL41,MCL43,MCL48,MCL55,MCL56,MCL59,MCL60,MCL61,MCL62,MCL63,MCL64,MCL65,MCL66,MCL73,MCL74,MCL93,MCL97,MCL98,MCL99,MCL100,MCL101,MCL102,MCL103,MCL104,MCL114,MCL115,MCL116,MCL119,MCL125,MCL132,MCL133,MCL191,MCL192,MCL193,MCL194,MCL195,MCL196,MCL197,MCL198,MCL205,MCL226,MCL227,MCL234,MCL235,MCL236,MCL237,MCL267	MCL12,MCL33,MCL41,MCL55,MCL56,MCL59,MCL60,MCL61,MCL62,MCL63,MCL64,MCL74,MCL93,MCL97,MCL98,MCL99,MCL100,MCL101,MCL102,MCL132,MCL133,MCL191,MCL192,MCL193,MCL194,MCL195,MCL196,MCL197,MCL198
MCL14	NC_073242.2:18517295-18530013	18517295-18530013	SDB3	213	MCL4,MCL6,MCL9,MCL12,MCL14,MCL26,MCL30,MCL31,MCL33,MCL37,MCL41,MCL43,MCL48,MCL55,MCL56,MCL59,MCL60,MCL61,MCL62,MCL63,MCL64,MCL65,MCL66,MCL73,MCL74,MCL93,MCL97,MCL98,MCL99,MCL100,MCL101,MCL102,MCL103,MCL104,MCL114,MCL115,MCL116,MCL119,MCL125,MCL132,MCL133,MCL191,MCL192,MCL193,MCL194,MCL195,MCL196,MCL197,MCL198,MCL205,MCL226,MCL227,MCL234,MCL235,MCL236,MCL237,MCL267	MCL12,MCL33,MCL41,MCL55,MCL56,MCL59,MCL60,MCL61,MCL62,MCL63,MCL64,MCL74,MCL93,MCL97,MCL98,MCL99,MCL100,MCL101,MCL102,MCL132,MCL133,MCL191,MCL192,MCL193,MCL194,MCL195,MCL196,MCL197,MCL198
MCL14	NC_073242.2:65283822-65306618	65283822-65306618	SDB3	213	MCL4,MCL6,MCL9,MCL12,MCL14,MCL26,MCL30,MCL31,MCL33,MCL37,MCL41,MCL43,MCL48,MCL55,MCL56,MCL59,MCL60,MCL61,MCL62,MCL63,MCL64,MCL65,MCL66,MCL73,MCL74,MCL93,MCL97,MCL98,MCL99,MCL100,MCL101,MCL102,MCL103,MCL104,MCL114,MCL115,MCL116,MCL119,MCL125,MCL132,MCL133,MCL191,MCL192,MCL193,MCL194,MCL195,MCL196,MCL197,MCL198,MCL205,MCL226,MCL227,MCL234,MCL235,MCL236,MCL237,MCL267	MCL12,MCL33,MCL41,MCL55,MCL56,MCL59,MCL60,MCL61,MCL62,MCL63,MCL64,MCL74,MCL93,MCL97,MCL98,MCL99,MCL100,MCL101,MCL102,MCL132,MCL133,MCL191,MCL192,MCL193,MCL194,MCL195,MCL196,MCL197,MCL198
MCL14	NC_073242.2:66999756-67023788	66999756-67023788	SDB3	213	MCL4,MCL6,MCL9,MCL12,MCL14,MCL26,MCL30,MCL31,MCL33,MCL37,MCL41,MCL43,MCL48,MCL55,MCL56,MCL59,MCL60,MCL61,MCL62,MCL63,MCL64,MCL65,MCL66,MCL73,MCL74,MCL93,MCL97,MCL98,MCL99,MCL100,MCL101,MCL102,MCL103,MCL104,MCL114,MCL115,MCL116,MCL119,MCL125,MCL132,MCL133,MCL191,MCL192,MCL193,MCL194,MCL195,MCL196,MCL197,MCL198,MCL205,MCL226,MCL227,MCL234,MCL235,MCL236,MCL237,MCL267	MCL12,MCL33,MCL41,MCL55,MCL56,MCL59,MCL60,MCL61,MCL62,MCL63,MCL64,MCL74,MCL93,MCL97,MCL98,MCL99,MCL100,MCL101,MCL102,MCL132,MCL133,MCL191,MCL192,MCL193,MCL194,MCL195,MCL196,MCL197,MCL198
MCL14	NC_073242.2:69303268-69326184	69303268-69326184	SDB3	213	MCL4,MCL6,MCL9,MCL12,MCL14,MCL26,MCL30,MCL31,MCL33,MCL37,MCL41,MCL43,MCL48,MCL55,MCL56,MCL59,MCL60,MCL61,MCL62,MCL63,MCL64,MCL65,MCL66,MCL73,MCL74,MCL93,MCL97,MCL98,MCL99,MCL100,MCL101,MCL102,MCL103,MCL104,MCL114,MCL115,MCL116,MCL119,MCL125,MCL132,MCL133,MCL191,MCL192,MCL193,MCL194,MCL195,MCL196,MCL197,MCL198,MCL205,MCL226,MCL227,MCL234,MCL235,MCL236,MCL237,MCL267	MCL12,MCL33,MCL41,MCL55,MCL56,MCL59,MCL60,MCL61,MCL62,MCL63,MCL64,MCL74,MCL93,MCL97,MCL98,MCL99,MCL100,MCL101,MCL102,MCL132,MCL133,MCL191,MCL192,MCL193,MCL194,MCL195,MCL196,MCL197,MCL198
MCL14	NC_073242.2:69364605-69387511	69364605-69387511	SDB3	213	MCL4,MCL6,MCL9,MCL12,MCL14,MCL26,MCL30,MCL31,MCL33,MCL37,MCL41,MCL43,MCL48,MCL55,MCL56,MCL59,MCL60,MCL61,MCL62,MCL63,MCL64,MCL65,MCL66,MCL73,MCL74,MCL93,MCL97,MCL98,MCL99,MCL100,MCL101,MCL102,MCL103,MCL104,MCL114,MCL115,MCL116,MCL119,MCL125,MCL132,MCL133,MCL191,MCL192,MCL193,MCL194,MCL195,MCL196,MCL197,MCL198,MCL205,MCL226,MCL227,MCL234,MCL235,MCL236,MCL237,MCL267	MCL12,MCL33,MCL41,MCL55,MCL56,MCL59,MCL60,MCL61,MCL62,MCL63,MCL64,MCL74,MCL93,MCL97,MCL98,MCL99,MCL100,MCL101,MCL102,MCL132,MCL133,MCL191,MCL192,MCL193,MCL194,MCL195,MCL196,MCL197,MCL198
MCL14	NC_073242.2:18569041-18593660	18569041-18593660	SDB3	213	MCL4,MCL6,MCL9,MCL12,MCL14,MCL26,MCL30,MCL31,MCL33,MCL37,MCL41,MCL43,MCL48,MCL55,MCL56,MCL59,MCL60,MCL61,MCL62,MCL63,MCL64,MCL65,MCL66,MCL73,MCL74,MCL93,MCL97,MCL98,MCL99,MCL100,MCL101,MCL102,MCL103,MCL104,MCL114,MCL115,MCL116,MCL119,MCL125,MCL132,MCL133,MCL191,MCL192,MCL193,MCL194,MCL195,MCL196,MCL197,MCL198,MCL205,MCL226,MCL227,MCL234,MCL235,MCL236,MCL237,MCL267	MCL12,MCL33,MCL41,MCL55,MCL56,MCL59,MCL60,MCL61,MCL62,MCL63,MCL64,MCL74,MCL93,MCL97,MCL98,MCL99,MCL100,MCL101,MCL102,MCL132,MCL133,MCL191,MCL192,MCL193,MCL194,MCL195,MCL196,MCL197,MCL198
MCL14	NC_073242.2:37519176-37527280	37519176-37527280	SDB3	213	MCL4,MCL6,MCL9,MCL12,MCL14,MCL26,MCL30,MCL31,MCL33,MCL37,MCL41,MCL43,MCL48,MCL55,MCL56,MCL59,MCL60,MCL61,MCL62,MCL63,MCL64,MCL65,MCL66,MCL73,MCL74,MCL93,MCL97,MCL98,MCL99,MCL100,MCL101,MCL102,MCL103,MCL104,MCL114,MCL115,MCL116,MCL119,MCL125,MCL132,MCL133,MCL191,MCL192,MCL193,MCL194,MCL195,MCL196,MCL197,MCL198,MCL205,MCL226,MCL227,MCL234,MCL235,MCL236,MCL237,MCL267	MCL12,MCL33,MCL41,MCL55,MCL56,MCL59,MCL60,MCL61,MCL62,MCL63,MCL64,MCL74,MCL93,MCL97,MCL98,MCL99,MCL100,MCL101,MCL102,MCL132,MCL133,MCL191,MCL192,MCL193,MCL194,MCL195,MCL196,MCL197,MCL198
MCL15	NC_073242.2:99173576-99197165	99174147-99197165	SDB1	139	MCL1,MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL51,MCL53,MCL54,MCL58,MCL79,MCL88,MCL89,MCL90,MCL91,MCL92,MCL94,MCL95,MCL96,MCL106,MCL179,MCL182,MCL183,MCL185,MCL186,MCL187,MCL214	MCL1,MCL7,MCL27,MCL29,MCL106,MCL214
MCL15	NC_073242.2:99476724-99494928	99476724-99494928	SDB1	139	MCL1,MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL51,MCL53,MCL54,MCL58,MCL79,MCL88,MCL89,MCL90,MCL91,MCL92,MCL94,MCL95,MCL96,MCL106,MCL179,MCL182,MCL183,MCL185,MCL186,MCL187,MCL214	MCL1,MCL7,MCL27,MCL29,MCL106,MCL214
MCL15	NC_073242.2:99604419-99622880	99618252-99622880	SDB1	139	MCL1,MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL51,MCL53,MCL54,MCL58,MCL79,MCL88,MCL89,MCL90,MCL91,MCL92,MCL94,MCL95,MCL96,MCL106,MCL179,MCL182,MCL183,MCL185,MCL186,MCL187,MCL214	MCL1,MCL7,MCL27,MCL29,MCL106,MCL214
MCL15	NC_073242.2:103978174-103995813	103978174-103995813	SDB1	139	MCL1,MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL51,MCL53,MCL54,MCL58,MCL79,MCL88,MCL89,MCL90,MCL91,MCL92,MCL94,MCL95,MCL96,MCL106,MCL179,MCL182,MCL183,MCL185,MCL186,MCL187,MCL214	MCL1,MCL7,MCL27,MCL29,MCL106,MCL214
MCL15	NC_073242.2:104055322-104080000	104055322-104080000	SDB1	139	MCL1,MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL51,MCL53,MCL54,MCL58,MCL79,MCL88,MCL89,MCL90,MCL91,MCL92,MCL94,MCL95,MCL96,MCL106,MCL179,MCL182,MCL183,MCL185,MCL186,MCL187,MCL214	MCL1,MCL7,MCL27,MCL29,MCL106,MCL214
MCL15	NC_073242.2:104346770-104364607	104346770-104364607	SDB1	139	MCL1,MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL51,MCL53,MCL54,MCL58,MCL79,MCL88,MCL89,MCL90,MCL91,MCL92,MCL94,MCL95,MCL96,MCL106,MCL179,MCL182,MCL183,MCL185,MCL186,MCL187,MCL214	MCL1,MCL7,MCL27,MCL29,MCL106,MCL214
MCL15	NC_073242.2:104454464-104471694	104454464-104471694	SDB1	139	MCL1,MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL51,MCL53,MCL54,MCL58,MCL79,MCL88,MCL89,MCL90,MCL91,MCL92,MCL94,MCL95,MCL96,MCL106,MCL179,MCL182,MCL183,MCL185,MCL186,MCL187,MCL214	MCL1,MCL7,MCL27,MCL29,MCL106,MCL214
MCL15	NC_073242.2:104540241-104558123	104540241-104558123	SDB1	139	MCL1,MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL51,MCL53,MCL54,MCL58,MCL79,MCL88,MCL89,MCL90,MCL91,MCL92,MCL94,MCL95,MCL96,MCL106,MCL179,MCL182,MCL183,MCL185,MCL186,MCL187,MCL214	MCL1,MCL7,MCL27,MCL29,MCL106,MCL214
MCL15	NC_073242.2:104624535-104642422	104624535-104642422	SDB1	139	MCL1,MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL51,MCL53,MCL54,MCL58,MCL79,MCL88,MCL89,MCL90,MCL91,MCL92,MCL94,MCL95,MCL96,MCL106,MCL179,MCL182,MCL183,MCL185,MCL186,MCL187,MCL214	MCL1,MCL7,MCL27,MCL29,MCL106,MCL214
MCL15	NC_073242.2:104908709-104928775	104908709-104928775	SDB1	139	MCL1,MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL51,MCL53,MCL54,MCL58,MCL79,MCL88,MCL89,MCL90,MCL91,MCL92,MCL94,MCL95,MCL96,MCL106,MCL179,MCL182,MCL183,MCL185,MCL186,MCL187,MCL214	MCL1,MCL7,MCL27,MCL29,MCL106,MCL214
MCL16	NC_073241.2:22462476-22488787	22462476-22488787	SDB7	61	MCL11,MCL13,MCL16,MCL17,MCL19,MCL45,MCL46,MCL72,MCL129,MCL130	MCL11,MCL13,MCL17,MCL19,MCL45,MCL46,MCL72,MCL129,MCL130
MCL16	NC_073241.2:23457142-23495760	23457142-23495760	SDB7	61	MCL11,MCL13,MCL16,MCL17,MCL19,MCL45,MCL46,MCL72,MCL129,MCL130	MCL11,MCL13,MCL17,MCL19,MCL45,MCL46,MCL72,MCL129,MCL130
MCL16	NC_073241.2:24764623-24790766	24764623-24790766	SDB7	61	MCL11,MCL13,MCL16,MCL17,MCL19,MCL45,MCL46,MCL72,MCL129,MCL130	MCL11,MCL13,MCL17,MCL19,MCL45,MCL46,MCL72,MCL129,MCL130
MCL16	NC_073241.2:26302037-26341423	26302037-26341423	SDB7	61	MCL11,MCL13,MCL16,MCL17,MCL19,MCL45,MCL46,MCL72,MCL129,MCL130	MCL11,MCL13,MCL17,MCL19,MCL45,MCL46,MCL72,MCL129,MCL130
MCL16	NC_073241.2:28400522-28453253	28400522-28453253	SDB7	61	MCL11,MCL13,MCL16,MCL17,MCL19,MCL45,MCL46,MCL72,MCL129,MCL130	MCL11,MCL13,MCL17,MCL19,MCL45,MCL46,MCL72,MCL129,MCL130
MCL16	NC_073241.2:29823786-29862398	29823786-29862398	SDB7	61	MCL11,MCL13,MCL16,MCL17,MCL19,MCL45,MCL46,MCL72,MCL129,MCL130	MCL11,MCL13,MCL17,MCL19,MCL45,MCL46,MCL72,MCL129,MCL130
MCL16	NC_073241.2:30978236-31017681	30978236-31017681	SDB7	61	MCL11,MCL13,MCL16,MCL17,MCL19,MCL45,MCL46,MCL72,MCL129,MCL130	MCL11,MCL13,MCL17,MCL19,MCL45,MCL46,MCL72,MCL129,MCL130
MCL16	NC_073241.2:31780156-31819701	31780156-31819701	SDB7	61	MCL11,MCL13,MCL16,MCL17,MCL19,MCL45,MCL46,MCL72,MCL129,MCL130	MCL11,MCL13,MCL17,MCL19,MCL45,MCL46,MCL72,MCL129,MCL130
MCL16	NC_073241.2:32537472-32577140	32537472-32577140	SDB7	61	MCL11,MCL13,MCL16,MCL17,MCL19,MCL45,MCL46,MCL72,MCL129,MCL130	MCL11,MCL13,MCL17,MCL19,MCL45,MCL46,MCL72,MCL129,MCL130
MCL17	NC_073241.2:22488935-22490680	22488935-22490680	SDB7	61	MCL11,MCL13,MCL16,MCL17,MCL19,MCL45,MCL46,MCL72,MCL129,MCL130	MCL11,MCL13,MCL16,MCL19,MCL45,MCL46,MCL72,MCL129,MCL130
MCL17	NC_073241.2:23483421-23484856	23483421-23484856	SDB7	61	MCL11,MCL13,MCL16,MCL17,MCL19,MCL45,MCL46,MCL72,MCL129,MCL130	MCL11,MCL13,MCL16,MCL19,MCL45,MCL46,MCL72,MCL129,MCL130
MCL17	NC_073241.2:24763062-24764510	24763062-24764510	SDB7	61	MCL11,MCL13,MCL16,MCL17,MCL19,MCL45,MCL46,MCL72,MCL129,MCL130	MCL11,MCL13,MCL16,MCL19,MCL45,MCL46,MCL72,MCL129,MCL130
MCL17	NC_073241.2:26329144-26330552	26329144-26330552	SDB7	61	MCL11,MCL13,MCL16,MCL17,MCL19,MCL45,MCL46,MCL72,MCL129,MCL130	MCL11,MCL13,MCL16,MCL19,MCL45,MCL46,MCL72,MCL129,MCL130
MCL17	NC_073241.2:28424698-28426248	28424698-28426248	SDB7	61	MCL11,MCL13,MCL16,MCL17,MCL19,MCL45,MCL46,MCL72,MCL129,MCL130	MCL11,MCL13,MCL16,MCL19,MCL45,MCL46,MCL72,MCL129,MCL130
MCL17	NC_073241.2:29850072-29852792	29850072-29852792	SDB7	61	MCL11,MCL13,MCL16,MCL17,MCL19,MCL45,MCL46,MCL72,MCL129,MCL130	MCL11,MCL13,MCL16,MCL19,MCL45,MCL46,MCL72,MCL129,MCL130
MCL17	NC_073241.2:31004449-31005447	31004449-31005447	SDB7	61	MCL11,MCL13,MCL16,MCL17,MCL19,MCL45,MCL46,MCL72,MCL129,MCL130	MCL11,MCL13,MCL16,MCL19,MCL45,MCL46,MCL72,MCL129,MCL130
MCL17	NC_073241.2:31807378-31808836	31807378-31808836	SDB7	61	MCL11,MCL13,MCL16,MCL17,MCL19,MCL45,MCL46,MCL72,MCL129,MCL130	MCL11,MCL13,MCL16,MCL19,MCL45,MCL46,MCL72,MCL129,MCL130
MCL17	NC_073241.2:32563827-32564909	32563827-32564909	SDB7	61	MCL11,MCL13,MCL16,MCL17,MCL19,MCL45,MCL46,MCL72,MCL129,MCL130	MCL11,MCL13,MCL16,MCL19,MCL45,MCL46,MCL72,MCL129,MCL130
MCL18	NC_073244.2:12826326-12828776	12826326-12828776	SDB8	9	MCL18	-
MCL18	NC_073244.2:12831315-12833580	12831315-12833580	SDB8	9	MCL18	-
MCL18	NC_073244.2:12841002-12843333	12841002-12843333	SDB8	9	MCL18	-
MCL18	NC_073244.2:12850868-12853133	12850868-12853133	SDB8	9	MCL18	-
MCL18	NC_073244.2:12860668-12862933	12860668-12862933	SDB8	9	MCL18	-
MCL18	NC_073244.2:12870464-12872729	12870464-12872729	SDB8	9	MCL18	-
MCL18	NC_073244.2:12877429-12879760	12877429-12879760	SDB8	9	MCL18	-
MCL18	NC_073244.2:12887076-12889529	12887076-12889529	SDB8	9	MCL18	-
MCL18	NC_073244.2:12896901-12899306	12896901-12899306	SDB8	9	MCL18	-
MCL19	NC_073241.2:22579974-22621067	22579974-22621067	SDB7	61	MCL11,MCL13,MCL16,MCL17,MCL19,MCL45,MCL46,MCL72,MCL129,MCL130	MCL11,MCL13,MCL16,MCL17,MCL45,MCL46,MCL72,MCL129,MCL130
MCL19	NC_073241.2:24631456-24673482	24631456-24673482	SDB7	61	MCL11,MCL13,MCL16,MCL17,MCL19,MCL45,MCL46,MCL72,MCL129,MCL130	MCL11,MCL13,MCL16,MCL17,MCL45,MCL46,MCL72,MCL129,MCL130
MCL19	NC_073241.2:26420389-26460599	26420389-26460599	SDB7	61	MCL11,MCL13,MCL16,MCL17,MCL19,MCL45,MCL46,MCL72,MCL129,MCL130	MCL11,MCL13,MCL16,MCL17,MCL45,MCL46,MCL72,MCL129,MCL130
MCL19	NC_073241.2:28296008-28335202	28296008-28335202	SDB7	61	MCL11,MCL13,MCL16,MCL17,MCL19,MCL45,MCL46,MCL72,MCL129,MCL130	MCL11,MCL13,MCL16,MCL17,MCL45,MCL46,MCL72,MCL129,MCL130
MCL19	NC_073241.2:29946889-29982187	29946889-29982187	SDB7	61	MCL11,MCL13,MCL16,MCL17,MCL19,MCL45,MCL46,MCL72,MCL129,MCL130	MCL11,MCL13,MCL16,MCL17,MCL45,MCL46,MCL72,MCL129,MCL130
MCL19	NC_073241.2:31095483-31137546	31095483-31137546	SDB7	61	MCL11,MCL13,MCL16,MCL17,MCL19,MCL45,MCL46,MCL72,MCL129,MCL130	MCL11,MCL13,MCL16,MCL17,MCL45,MCL46,MCL72,MCL129,MCL130
MCL19	NC_073241.2:31898384-31939485	31898384-31939485	SDB7	61	MCL11,MCL13,MCL16,MCL17,MCL19,MCL45,MCL46,MCL72,MCL129,MCL130	MCL11,MCL13,MCL16,MCL17,MCL45,MCL46,MCL72,MCL129,MCL130
MCL19	NC_073241.2:32654673-32694985	32654673-32694985	SDB7	61	MCL11,MCL13,MCL16,MCL17,MCL19,MCL45,MCL46,MCL72,MCL129,MCL130	MCL11,MCL13,MCL16,MCL17,MCL45,MCL46,MCL72,MCL129,MCL130
MCL21	NC_073242.2:16291817-16311961	16303345-16311961	SDB1	139	MCL1,MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL51,MCL53,MCL54,MCL58,MCL79,MCL88,MCL89,MCL90,MCL91,MCL92,MCL94,MCL95,MCL96,MCL106,MCL179,MCL182,MCL183,MCL185,MCL186,MCL187,MCL214	MCL1,MCL53,MCL54,MCL58,MCL95,MCL187
MCL21	NC_073242.2:31472464-31492669	31472464-31481074	SDB1	139	MCL1,MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL51,MCL53,MCL54,MCL58,MCL79,MCL88,MCL89,MCL90,MCL91,MCL92,MCL94,MCL95,MCL96,MCL106,MCL179,MCL182,MCL183,MCL185,MCL186,MCL187,MCL214	MCL1,MCL53,MCL54,MCL58,MCL95,MCL187
MCL21	NC_073242.2:35197476-35216195	35208998-35216195	SDB1	139	MCL1,MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL51,MCL53,MCL54,MCL58,MCL79,MCL88,MCL89,MCL90,MCL91,MCL92,MCL94,MCL95,MCL96,MCL106,MCL179,MCL182,MCL183,MCL185,MCL186,MCL187,MCL214	MCL1,MCL53,MCL54,MCL58,MCL95,MCL187
MCL21	NC_073242.2:35905886-35951465	35943630-35951465	SDB1	139	MCL1,MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL51,MCL53,MCL54,MCL58,MCL79,MCL88,MCL89,MCL90,MCL91,MCL92,MCL94,MCL95,MCL96,MCL106,MCL179,MCL182,MCL183,MCL185,MCL186,MCL187,MCL214	MCL1,MCL53,MCL54,MCL58,MCL95,MCL187
MCL21	NC_073242.2:35370576-35544549	35543215-35544549	SDB1	139	MCL1,MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL51,MCL53,MCL54,MCL58,MCL79,MCL88,MCL89,MCL90,MCL91,MCL92,MCL94,MCL95,MCL96,MCL106,MCL179,MCL182,MCL183,MCL185,MCL186,MCL187,MCL214	MCL1,MCL53,MCL54,MCL58,MCL95,MCL187
MCL21	NC_073242.2:35192809-35215759	35208998-35215759	SDB1	139	MCL1,MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL51,MCL53,MCL54,MCL58,MCL79,MCL88,MCL89,MCL90,MCL91,MCL92,MCL94,MCL95,MCL96,MCL106,MCL179,MCL182,MCL183,MCL185,MCL186,MCL187,MCL214	MCL1,MCL53,MCL54,MCL58,MCL95,MCL187
MCL21	NC_073242.2:35935983-35950214	35943630-35950214	SDB1	139	MCL1,MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL51,MCL53,MCL54,MCL58,MCL79,MCL88,MCL89,MCL90,MCL91,MCL92,MCL94,MCL95,MCL96,MCL106,MCL179,MCL182,MCL183,MCL185,MCL186,MCL187,MCL214	MCL1,MCL53,MCL54,MCL58,MCL95,MCL187
MCL22	NC_073242.2:28319890-28337361	28330075-28337361	SDB1	139	MCL1,MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL51,MCL53,MCL54,MCL58,MCL79,MCL88,MCL89,MCL90,MCL91,MCL92,MCL94,MCL95,MCL96,MCL106,MCL179,MCL182,MCL183,MCL185,MCL186,MCL187,MCL214	MCL1,MCL32,MCL96,MCL183,MCL185
MCL22	NC_073242.2:29159393-29199709	29164902-29167450	SDB1	139	MCL1,MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL51,MCL53,MCL54,MCL58,MCL79,MCL88,MCL89,MCL90,MCL91,MCL92,MCL94,MCL95,MCL96,MCL106,MCL179,MCL182,MCL183,MCL185,MCL186,MCL187,MCL214	MCL1,MCL32,MCL96,MCL183,MCL185
MCL22	NC_073244.2:21221120-21269892	21221122-21223665	SDB1	139	MCL1,MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL51,MCL53,MCL54,MCL58,MCL79,MCL88,MCL89,MCL90,MCL91,MCL92,MCL94,MCL95,MCL96,MCL106,MCL179,MCL182,MCL183,MCL185,MCL186,MCL187,MCL214	MCL1,MCL32,MCL96,MCL183,MCL185
MCL22	NC_073242.2:28345832-28351117	28345832-28351117	SDB1	139	MCL1,MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL51,MCL53,MCL54,MCL58,MCL79,MCL88,MCL89,MCL90,MCL91,MCL92,MCL94,MCL95,MCL96,MCL106,MCL179,MCL182,MCL183,MCL185,MCL186,MCL187,MCL214	MCL1,MCL32,MCL96,MCL183,MCL185
MCL22	NC_073242.2:29255345-29260839	29255345-29260839	SDB1	139	MCL1,MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL51,MCL53,MCL54,MCL58,MCL79,MCL88,MCL89,MCL90,MCL91,MCL92,MCL94,MCL95,MCL96,MCL106,MCL179,MCL182,MCL183,MCL185,MCL186,MCL187,MCL214	MCL1,MCL32,MCL96,MCL183,MCL185
MCL22	NC_073242.2:32126662-32133905	32126662-32133857	SDB1	139	MCL1,MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL51,MCL53,MCL54,MCL58,MCL79,MCL88,MCL89,MCL90,MCL91,MCL92,MCL94,MCL95,MCL96,MCL106,MCL179,MCL182,MCL183,MCL185,MCL186,MCL187,MCL214	MCL1,MCL32,MCL96,MCL183,MCL185
MCL22	NC_073242.2:32405948-32412582	32405948-32412534	SDB1	139	MCL1,MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL51,MCL53,MCL54,MCL58,MCL79,MCL88,MCL89,MCL90,MCL91,MCL92,MCL94,MCL95,MCL96,MCL106,MCL179,MCL182,MCL183,MCL185,MCL186,MCL187,MCL214	MCL1,MCL32,MCL96,MCL183,MCL185
MCL23	NC_073244.2:20880007-20888503	20880324-20881564	SDB9	5	MCL23	-
MCL23	NC_073244.2:21319954-21320883	21319954-21320883	SDB9	5	MCL23	-
MCL23	NC_073244.2:21333114-21334097	21333114-21334097	SDB9	5	MCL23	-
MCL23	NC_073244.2:20903860-20904783	20903860-20904783	SDB9	5	MCL23	-
MCL23	NC_073244.2:21343828-21344676	21343828-21344672	SDB9	5	MCL23	-
