case	entity_id	entity_type	chrom	start	end	strand	fresh_family	fresh_copy	annotation	disposition	membership_role	coordinate_space
GOLGA6_8	DB~GOLGA6_8~66	BLOCK	.	0	2423	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~67	BLOCK	.	0	2069	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~68	BLOCK	.	0	2070	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~69	BLOCK	.	0	1770	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~70	BLOCK	.	0	5496	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~71	BLOCK	.	0	7711	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~72	BLOCK	.	0	4479	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~73	BLOCK	.	0	2393	-	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~74	BLOCK	.	0	9152	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~75	BLOCK	.	0	9448	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~76	BLOCK	.	0	5348	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~77	BLOCK	.	0	1568	-	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~78	BLOCK	.	0	9155	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~79	BLOCK	.	0	4960	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~80	BLOCK	.	0	1568	-	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~81	BLOCK	.	0	5621	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~82	BLOCK	.	0	1568	-	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~83	BLOCK	.	0	1568	-	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
MAGEA	L~chrX_147847404_147853231	LOCUS	chrX	147847404	147853231	-	GWFAM34	0	MAGEA9B	KEEP_KNOWN	FAMILY_MEMBER	genome
MAGEA	L~chrX_147951771_147957050	LOCUS	chrX	147951771	147957050	-	GWFAM34	1	MAGEA11	KEEP_KNOWN	FAMILY_MEMBER	genome
MAGEA	L~chrX_148047652_148053473	LOCUS	chrX	148047652	148053473	+	GWFAM34	2	MAGEA9	KEEP_KNOWN	FAMILY_MEMBER	genome
MAGEA	L~chrX_150181730_150191399	LOCUS	chrX	150181730	150191399	+	GWFAM34	3	MAGEA4	KEEP_KNOWN	FAMILY_MEMBER	genome
MAGEA	L~chrX_150399384_150404635	LOCUS	chrX	150399384	150404635	-	GWFAM34	4	LOC100533997,MAGEA10	KEEP_KNOWN	FAMILY_MEMBER	genome
MAGEA	L~chrX_150965292_150968920	LOCUS	chrX	150965292	150968920	+	GWFAM34	5	MAGEA3	KEEP_KNOWN	FAMILY_MEMBER	genome
MAGEA	L~chrX_151032688_151036482	LOCUS	chrX	151032688	151036482	-	GWFAM34	6	MAGEA6	KEEP_KNOWN	FAMILY_MEMBER	genome
MAGEA	L~chrX_25725472_25728073	LOCUS	chrX	25725472	25728073	+	GWFAM33	0	MAGEB18	REVIEW_CONFLICTING_GENE	EXCLUDE_CONFOUND	genome
MAGEA	L~chrX_29807852_29812991	LOCUS	chrX	29807852	29812991	+	GWFAM33	1	MAGEB2	REVIEW_CONFLICTING_GENE	EXCLUDE_CONFOUND	genome
MAGEA	L~chrX_29836044_29844402	LOCUS	chrX	29836044	29844402	+	GWFAM33	3	MAGEB1	REVIEW_CONFLICTING_GENE	EXCLUDE_CONFOUND	genome
MAGEA	RB~MAGEA~0	BLOCK	.	0	962	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
MAGEA	RB~MAGEA~1	BLOCK	.	0	995	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
MAGEA	RB~MAGEA~2	BLOCK	.	0	1298	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
MAGEA	RB~MAGEA~3	BLOCK	.	0	1828	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
MAGEA	RB~MAGEA~4	BLOCK	.	0	1654	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
MAGEA	RB~MAGEA~5	BLOCK	.	0	926	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
MAGEA	RB~MAGEA~6	BLOCK	.	0	1638	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
MAGEA	RB~MAGEA~7	BLOCK	.	0	1638	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
MAGEA	RB~MAGEA~8	BLOCK	.	0	1298	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
MAGEA	RB~MAGEA~9	BLOCK	.	0	1244	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
MAGEA	RB~MAGEA~10	BLOCK	.	0	1191	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
MAGEA	RB~MAGEA~11	BLOCK	.	0	1185	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
MAGEA	RB~MAGEA~12	BLOCK	.	0	1225	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
MAGEA	RB~MAGEA~13	BLOCK	.	0	1654	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
MAGEA	RB~MAGEA~14	BLOCK	.	0	926	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
MAGEA	RB~MAGEA~15	BLOCK	.	0	1638	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
MAGEA	RB~MAGEA~16	BLOCK	.	0	1638	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
MAGEA	RB~MAGEA~17	BLOCK	.	0	937	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
MAGEA	RB~MAGEA~18	BLOCK	.	0	1737	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
MAGEA	RB~MAGEA~19	BLOCK	.	0	1753	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
MAGEA	RB~MAGEA~20	BLOCK	.	0	930	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
MAGEA	RB~MAGEA~21	BLOCK	.	0	1756	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
MAGEA	DB~MAGEA~0	BLOCK	.	0	4963	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
MAGEA	DB~MAGEA~1	BLOCK	.	0	5821	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
MAGEA	DB~MAGEA~2	BLOCK	.	0	3039	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
MAGEA	DB~MAGEA~3	BLOCK	.	0	3860	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
MAGEA	DB~MAGEA~4	BLOCK	.	0	2362	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
MAGEA	DB~MAGEA~5	BLOCK	.	0	2362	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
MAGEA	DB~MAGEA~6	BLOCK	.	0	4523	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
MAGEA	DB~MAGEA~7	BLOCK	.	0	2848	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
MAGEA	DB~MAGEA~8	BLOCK	.	0	3965	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
MAGEA	DB~MAGEA~9	BLOCK	.	0	1851	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
MAGEA	DB~MAGEA~10	BLOCK	.	0	3039	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
MAGEA	DB~MAGEA~11	BLOCK	.	0	3860	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
MAGEA	DB~MAGEA~12	BLOCK	.	0	2362	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
MAGEA	DB~MAGEA~13	BLOCK	.	0	2362	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
MAGEA	DB~MAGEA~14	BLOCK	.	0	2587	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
MAGEA	DB~MAGEA~15	BLOCK	.	0	3551	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
MAGEA	DB~MAGEA~16	BLOCK	.	0	3628	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
RABL2	L~chr22_51280995_51297151	LOCUS	chr22	51280995	51297151	-	GWFAM28	1	RABL2B	KEEP_KNOWN	FAMILY_MEMBER	genome
RABL2	L~chr2_114051947_114068133	LOCUS	chr2	114051947	114068133	+	GWFAM28	0	RABL2A	KEEP_KNOWN	FAMILY_MEMBER	genome
RABL2	RB~RABL2~0	BLOCK	.	0	2166	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
RABL2	DB~RABL2~0	BLOCK	.	0	16152	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	L~chr1_108256107_108352036	LOCUS	chr1	108256107	108352036	-	GWFAM1	4	NBPF4	KEEP_KNOWN_OUTLIER	FAMILY_MEMBER_OUTLIER	genome
NBPF_core	L~chr1_108483676_108505296	LOCUS	chr1	108483676	108505296	+	GWFAM1	5	NBPF6	KEEP_KNOWN	FAMILY_MEMBER	genome
NBPF_core	L~chr1_119846928_119858001	LOCUS	chr1	119846928	119858001	-	GWFAM1	6	.	KEEP_RNA_CANDIDATE	CANDIDATE_MEMBER	genome
NBPF_core	L~chr1_120818528_120841268	LOCUS	chr1	120818528	120841268	+	GWFAM1	7	NBPF26	KEEP_KNOWN	FAMILY_MEMBER	genome
NBPF_core	L~chr1_144475892_144478091	LOCUS	chr1	144475892	144478091	+	GWFAM0	1	NBPF20	KEEP_KNOWN	FAMILY_MEMBER	genome
NBPF_core	L~chr1_144498118_144521381	LOCUS	chr1	144498118	144521381	-	GWFAM1	9	NBPF20	KEEP_KNOWN	FAMILY_MEMBER	genome
NBPF_core	L~chr1_144699240_144702777	LOCUS	chr1	144699240	144702777	+	GWFAM2	2	GPR89A	REVIEW_CONFLICTING_GENE	EXCLUDE_CONFOUND	genome
NBPF_core	L~chr1_145181583_145189075	LOCUS	chr1	145181583	145189075	-	GWFAM1	11	NBPF10	KEEP_KNOWN	FAMILY_MEMBER	genome
NBPF_core	L~chr1_145721210_145740087	LOCUS	chr1	145721210	145740087	-	GWFAM1	12	NBPF9	KEEP_KNOWN	FAMILY_MEMBER	genome
NBPF_core	L~chr1_146189554_146215274	LOCUS	chr1	146189554	146215274	+	GWFAM1	13	NBPF14,NOTCH2NLB	KEEP_KNOWN	FAMILY_MEMBER	genome
NBPF_core	L~chr1_146679786_146702814	LOCUS	chr1	146679786	146702814	+	GWFAM1	15	NBPF11	KEEP_KNOWN	FAMILY_MEMBER	genome
NBPF_core	L~chr1_147812240_147817768	LOCUS	chr1	147812240	147817768	-	GWFAM1	16	NBPF12	KEEP_KNOWN	FAMILY_MEMBER	genome
NBPF_core	L~chr1_148602579_148620962	LOCUS	chr1	148602579	148620962	+	GWFAM1	17	NBPF19	KEEP_KNOWN	FAMILY_MEMBER	genome
NBPF_core	L~chr1_148676047_148680542	LOCUS	chr1	148676047	148680542	+	GWFAM1	18	NBPF19	KEEP_KNOWN	FAMILY_MEMBER	genome
NBPF_core	L~chr1_16004106_16009694	LOCUS	chr1	16004106	16009694	-	GWFAM1	0	NBPF1	KEEP_KNOWN	FAMILY_MEMBER	genome
NBPF_core	L~chr1_16197030_16220874	LOCUS	chr1	16197030	16220874	-	GWFAM1	1	LOC124905564	KEEP_RNA_CANDIDATE	CANDIDATE_MEMBER	genome
NBPF_core	L~chr1_16651438_16658629	LOCUS	chr1	16651438	16658629	+	GWFAM1	2	LOC128966598	KEEP_RNA_CANDIDATE	CANDIDATE_MEMBER	genome
NBPF_core	L~chr1_21264317_21308828	LOCUS	chr1	21264317	21308828	+	GWFAM1	3	NBPF3	KEEP_KNOWN	FAMILY_MEMBER	genome
NBPF_core	L~chr5_86765435_86780649	LOCUS	chr5	86765435	86780649	+	GWFAM1	19	.	KEEP_RNA_CANDIDATE	CANDIDATE_MEMBER	genome
NBPF_core	RB~NBPF_core~0	BLOCK	.	0	1987	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_core	RB~NBPF_core~1	BLOCK	.	0	2906	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_core	RB~NBPF_core~2	BLOCK	.	0	2048	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_core	RB~NBPF_core~3	BLOCK	.	0	4074	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_core	RB~NBPF_core~4	BLOCK	.	0	4043	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_core	RB~NBPF_core~5	BLOCK	.	0	4047	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_core	RB~NBPF_core~6	BLOCK	.	0	2732	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_core	RB~NBPF_core~7	BLOCK	.	0	3035	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_core	RB~NBPF_core~8	BLOCK	.	0	3860	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_core	RB~NBPF_core~9	BLOCK	.	0	3016	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_core	RB~NBPF_core~10	BLOCK	.	0	2100	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_core	RB~NBPF_core~11	BLOCK	.	0	1505	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_core	RB~NBPF_core~12	BLOCK	.	0	1670	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_core	RB~NBPF_core~13	BLOCK	.	0	1990	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_core	RB~NBPF_core~14	BLOCK	.	0	3285	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_core	RB~NBPF_core~15	BLOCK	.	0	1694	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_core	RB~NBPF_core~16	BLOCK	.	0	1990	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_core	RB~NBPF_core~17	BLOCK	.	0	3227	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_core	RB~NBPF_core~18	BLOCK	.	0	2579	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_core	RB~NBPF_core~19	BLOCK	.	0	3102	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_core	RB~NBPF_core~20	BLOCK	.	0	2180	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_core	RB~NBPF_core~21	BLOCK	.	0	2639	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_core	RB~NBPF_core~22	BLOCK	.	0	3242	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_core	RB~NBPF_core~23	BLOCK	.	0	2219	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_core	RB~NBPF_core~24	BLOCK	.	0	1357	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_core	RB~NBPF_core~25	BLOCK	.	0	2738	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_core	RB~NBPF_core~26	BLOCK	.	0	1754	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_core	RB~NBPF_core~27	BLOCK	.	0	2733	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_core	RB~NBPF_core~28	BLOCK	.	0	2721	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_core	RB~NBPF_core~29	BLOCK	.	0	1752	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_core	RB~NBPF_core~30	BLOCK	.	0	1779	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_core	RB~NBPF_core~31	BLOCK	.	0	3042	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_core	RB~NBPF_core~32	BLOCK	.	0	3034	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_core	RB~NBPF_core~33	BLOCK	.	0	1756	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_core	RB~NBPF_core~34	BLOCK	.	0	2048	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_core	RB~NBPF_core~35	BLOCK	.	0	3029	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_core	RB~NBPF_core~36	BLOCK	.	0	2741	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_core	RB~NBPF_core~37	BLOCK	.	0	2746	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_core	RB~NBPF_core~38	BLOCK	.	0	1749	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_core	RB~NBPF_core~39	BLOCK	.	0	2048	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_core	RB~NBPF_core~40	BLOCK	.	0	1924	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_core	RB~NBPF_core~41	BLOCK	.	0	1873	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_core	RB~NBPF_core~42	BLOCK	.	0	1873	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_core	RB~NBPF_core~43	BLOCK	.	0	3016	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_core	RB~NBPF_core~44	BLOCK	.	0	2905	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_core	RB~NBPF_core~45	BLOCK	.	0	1747	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_core	RB~NBPF_core~46	BLOCK	.	0	3946	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_core	RB~NBPF_core~47	BLOCK	.	0	3949	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_core	RB~NBPF_core~48	BLOCK	.	0	4492	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_core	DB~NBPF_core~0	BLOCK	.	0	2188	-	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~1	BLOCK	.	0	2169	-	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~2	BLOCK	.	0	2063	-	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~3	BLOCK	.	0	2135	-	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~4	BLOCK	.	0	2185	-	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~5	BLOCK	.	0	2199	-	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~6	BLOCK	.	0	2147	-	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~7	BLOCK	.	0	2195	-	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~8	BLOCK	.	0	2199	-	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~9	BLOCK	.	0	2199	-	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~10	BLOCK	.	0	2199	-	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~11	BLOCK	.	0	2193	-	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~12	BLOCK	.	0	1941	-	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~13	BLOCK	.	0	4180	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~14	BLOCK	.	0	4494	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~15	BLOCK	.	0	5532	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~16	BLOCK	.	0	4128	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~17	BLOCK	.	0	4195	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~18	BLOCK	.	0	5561	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~19	BLOCK	.	0	5588	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~20	BLOCK	.	0	4206	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~21	BLOCK	.	0	4210	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~22	BLOCK	.	0	5389	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~23	BLOCK	.	0	4200	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~24	BLOCK	.	0	4378	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~25	BLOCK	.	0	6468	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~26	BLOCK	.	0	22709	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~27	BLOCK	.	0	23012	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~28	BLOCK	.	0	4878	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~29	BLOCK	.	0	16174	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
