case	source_id	target_id	relation	layer	identity	coverage	orientation	source_interval	target_interval	evidence	direction_status
GOLGA6_8	L~chr15_26296281_26309739	RB~GOLGA6_8~52	CONTAINS	RNA	0.9023	0.6780	+	750-4330	1361-4883	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_32184800_32193680	RB~GOLGA6_8~52	CONTAINS	RNA	0.9023	0.6780	+	1361-4883	750-4330	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_26296281_26309739	L~chr15_73646286_73657758	RNA_HOMOLOGY	RNA	0.8175	0.5957	+	845-2364	1107-2751	fresh_Er	UNROOTED
GOLGA6_8	L~chr15_26296281_26309739	RB~GOLGA6_8~53	CONTAINS	RNA	0.8175	0.5957	+	845-2364	1107-2751	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_73646286_73657758	RB~GOLGA6_8~53	CONTAINS	RNA	0.8175	0.5957	+	1107-2751	845-2364	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_26296281_26309739	L~chr15_80204134_80213595	RNA_HOMOLOGY	RNA	0.8633	0.6350	+	2269-5266	1615-4428	fresh_Er	UNROOTED
GOLGA6_8	L~chr15_26296281_26309739	RB~GOLGA6_8~54	CONTAINS	RNA	0.8633	0.6350	+	2269-5266	1615-4428	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_80204134_80213595	RB~GOLGA6_8~54	CONTAINS	RNA	0.8633	0.6350	+	1615-4428	2269-5266	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_26296281_26309739	L~chr15_80293456_80303275	RNA_HOMOLOGY	RNA	0.8456	0.6177	+	1982-5281	4158-7256	fresh_Er	UNROOTED
GOLGA6_8	L~chr15_26296281_26309739	RB~GOLGA6_8~55	CONTAINS	RNA	0.8456	0.6177	+	1982-5281	4158-7256	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_80293456_80303275	RB~GOLGA6_8~55	CONTAINS	RNA	0.8456	0.6177	+	4158-7256	1982-5281	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_26296281_26309739	L~chr15_82101756_82111482	RNA_HOMOLOGY	RNA	0.8635	0.6023	+	2269-5281	1863-4689	fresh_Er	UNROOTED
GOLGA6_8	L~chr15_26296281_26309739	RB~GOLGA6_8~56	CONTAINS	RNA	0.8635	0.6023	+	2269-5281	1863-4689	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_82101756_82111482	RB~GOLGA6_8~56	CONTAINS	RNA	0.8635	0.6023	+	1863-4689	2269-5281	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_26296281_26309739	L~chr15_82259345_82265184	RNA_HOMOLOGY	RNA	0.8617	0.6825	+	2234-5339	1206-4155	fresh_Er	UNROOTED
GOLGA6_8	L~chr15_26296281_26309739	RB~GOLGA6_8~57	CONTAINS	RNA	0.8617	0.6825	+	2234-5339	1206-4155	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_82259345_82265184	RB~GOLGA6_8~57	CONTAINS	RNA	0.8617	0.6825	+	1206-4155	2234-5339	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_26296281_26309739	L~chr9_140463642_140483173	RNA_HOMOLOGY	RNA	0.7979	0.5113	+	1030-2262	1173-3029	fresh_Er	UNROOTED
GOLGA6_8	L~chr15_26296281_26309739	RB~GOLGA6_8~58	CONTAINS	RNA	0.7979	0.5113	+	1030-2262	1173-3029	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr9_140463642_140483173	RB~GOLGA6_8~58	CONTAINS	RNA	0.7979	0.5113	+	1173-3029	1030-2262	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_26296281_26309739	L~chr15_18484393_18487719	RNA_HOMOLOGY	RNA	0.9928	0.9663	+	2127-5341	0-3214	fresh_Er	UNROOTED
GOLGA6_8	L~chr15_26296281_26309739	RB~GOLGA6_8~59	CONTAINS	RNA	0.9928	0.9663	+	2127-5341	0-3214	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_18484393_18487719	RB~GOLGA6_8~59	CONTAINS	RNA	0.9928	0.9663	+	0-3214	2127-5341	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_30241447_30252178	L~chr15_32184800_32193680	RNA_HOMOLOGY	RNA	0.8605	0.8503	+	329-2198	1239-3045	fresh_Er	UNROOTED
GOLGA6_8	L~chr15_30241447_30252178	RB~GOLGA6_8~60	CONTAINS	RNA	0.8605	0.8503	+	329-2198	1239-3045	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_32184800_32193680	RB~GOLGA6_8~60	CONTAINS	RNA	0.8605	0.8503	+	1239-3045	329-2198	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_30241447_30252178	L~chr15_73646286_73657758	RNA_HOMOLOGY	RNA	0.7957	0.7393	+	411-2036	972-2737	fresh_Er	UNROOTED
GOLGA6_8	L~chr15_30241447_30252178	RB~GOLGA6_8~61	CONTAINS	RNA	0.7957	0.7393	+	411-2036	972-2737	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_73646286_73657758	RB~GOLGA6_8~61	CONTAINS	RNA	0.7957	0.7393	+	972-2737	411-2036	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_32184800_32193680	L~chr15_73646286_73657758	RNA_HOMOLOGY	RNA	0.7905	0.6395	+	1321-2883	972-2737	fresh_Er	UNROOTED
GOLGA6_8	L~chr15_32184800_32193680	RB~GOLGA6_8~62	CONTAINS	RNA	0.7905	0.6395	+	1321-2883	972-2737	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_73646286_73657758	RB~GOLGA6_8~62	CONTAINS	RNA	0.7905	0.6395	+	972-2737	1321-2883	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_32184800_32193680	L~chr15_80293456_80303275	RNA_HOMOLOGY	RNA	0.8424	0.7478	+	507-4392	2716-6067	fresh_Er	UNROOTED
GOLGA6_8	L~chr15_32184800_32193680	RB~GOLGA6_8~63	CONTAINS	RNA	0.8424	0.7478	+	507-4392	2716-6067	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_80293456_80303275	RB~GOLGA6_8~63	CONTAINS	RNA	0.8424	0.7478	+	2716-6067	507-4392	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_32184800_32193680	L~chr15_18484393_18487719	RNA_HOMOLOGY	RNA	0.9186	0.6624	+	2645-4883	0-2203	fresh_Er	UNROOTED
GOLGA6_8	L~chr15_32184800_32193680	RB~GOLGA6_8~64	CONTAINS	RNA	0.9186	0.6624	+	2645-4883	0-2203	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_18484393_18487719	RB~GOLGA6_8~64	CONTAINS	RNA	0.9186	0.6624	+	0-2203	2645-4883	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_80204134_80213595	L~chr15_80293456_80303275	RNA_HOMOLOGY	RNA	0.9820	0.9183	+	362-4430	3486-7243	fresh_Er	UNROOTED
GOLGA6_8	L~chr15_80204134_80213595	RB~GOLGA6_8~65	CONTAINS	RNA	0.9820	0.9183	+	362-4430	3486-7243	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_80293456_80303275	RB~GOLGA6_8~65	CONTAINS	RNA	0.9820	0.9183	+	3486-7243	362-4430	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_80204134_80213595	L~chr15_82101756_82111482	RNA_HOMOLOGY	RNA	0.9848	0.9971	+	13-4430	0-4676	fresh_Er	UNROOTED
GOLGA6_8	L~chr15_80204134_80213595	RB~GOLGA6_8~66	CONTAINS	RNA	0.9848	0.9971	+	13-4430	0-4676	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_82101756_82111482	RB~GOLGA6_8~66	CONTAINS	RNA	0.9848	0.9971	+	0-4676	13-4430	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_80204134_80213595	L~chr15_82259345_82265184	RNA_HOMOLOGY	RNA	0.9833	0.9470	+	597-4430	0-4092	fresh_Er	UNROOTED
GOLGA6_8	L~chr15_80204134_80213595	RB~GOLGA6_8~67	CONTAINS	RNA	0.9833	0.9470	+	597-4430	0-4092	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_82259345_82265184	RB~GOLGA6_8~67	CONTAINS	RNA	0.9833	0.9470	+	0-4092	597-4430	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_80204134_80213595	L~chr15_18484393_18487719	RNA_HOMOLOGY	RNA	0.8627	0.9011	+	1615-4428	142-3139	fresh_Er	UNROOTED
GOLGA6_8	L~chr15_80204134_80213595	RB~GOLGA6_8~68	CONTAINS	RNA	0.8627	0.9011	+	1615-4428	142-3139	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_18484393_18487719	RB~GOLGA6_8~68	CONTAINS	RNA	0.8627	0.9011	+	142-3139	1615-4428	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_80293456_80303275	L~chr15_82101756_82111482	RNA_HOMOLOGY	RNA	0.9882	0.9256	+	3486-7259	349-4692	fresh_Er	UNROOTED
GOLGA6_8	L~chr15_80293456_80303275	RB~GOLGA6_8~69	CONTAINS	RNA	0.9882	0.9256	+	3486-7259	349-4692	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_82101756_82111482	RB~GOLGA6_8~69	CONTAINS	RNA	0.9882	0.9256	+	349-4692	3486-7259	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_80293456_80303275	L~chr15_82259345_82265184	RNA_HOMOLOGY	RNA	0.9877	0.8521	+	3811-7259	426-4108	fresh_Er	UNROOTED
GOLGA6_8	L~chr15_80293456_80303275	RB~GOLGA6_8~70	CONTAINS	RNA	0.9877	0.8521	+	3811-7259	426-4108	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_82259345_82265184	RB~GOLGA6_8~70	CONTAINS	RNA	0.9877	0.8521	+	426-4108	3811-7259	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_80293456_80303275	L~chr15_18484393_18487719	RNA_HOMOLOGY	RNA	0.8633	0.9056	+	4469-7256	142-3154	fresh_Er	UNROOTED
GOLGA6_8	L~chr15_80293456_80303275	RB~GOLGA6_8~71	CONTAINS	RNA	0.8633	0.9056	+	4469-7256	142-3154	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_18484393_18487719	RB~GOLGA6_8~71	CONTAINS	RNA	0.8633	0.9056	+	142-3154	4469-7256	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_80293456_80303275	L~chr15_27926395_27929106	RNA_HOMOLOGY	RNA	0.8888	0.8938	+	304-2731	0-2423	fresh_Er	UNROOTED
GOLGA6_8	L~chr15_80293456_80303275	RB~GOLGA6_8~72	CONTAINS	RNA	0.8888	0.8938	+	304-2731	0-2423	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_27926395_27929106	RB~GOLGA6_8~72	CONTAINS	RNA	0.8888	0.8938	+	0-2423	304-2731	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_82101756_82111482	L~chr15_82259345_82265184	RNA_HOMOLOGY	RNA	0.9995	0.9507	+	584-4692	0-4108	fresh_Er	UNROOTED
GOLGA6_8	L~chr15_82101756_82111482	RB~GOLGA6_8~73	CONTAINS	RNA	0.9995	0.9507	+	584-4692	0-4108	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_82259345_82265184	RB~GOLGA6_8~73	CONTAINS	RNA	0.9995	0.9507	+	0-4108	584-4692	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_82101756_82111482	L~chr15_18484393_18487719	RNA_HOMOLOGY	RNA	0.8621	0.9056	+	1863-4689	142-3154	fresh_Er	UNROOTED
GOLGA6_8	L~chr15_82101756_82111482	RB~GOLGA6_8~74	CONTAINS	RNA	0.8621	0.9056	+	1863-4689	142-3154	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_18484393_18487719	RB~GOLGA6_8~74	CONTAINS	RNA	0.8621	0.9056	+	142-3154	1863-4689	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_82259345_82265184	L~chr15_18484393_18487719	RNA_HOMOLOGY	RNA	0.8626	0.9543	+	1279-4259	142-3316	fresh_Er	UNROOTED
GOLGA6_8	L~chr15_82259345_82265184	RB~GOLGA6_8~75	CONTAINS	RNA	0.8626	0.9543	+	1279-4259	142-3316	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_18484393_18487719	RB~GOLGA6_8~75	CONTAINS	RNA	0.8626	0.9543	+	142-3316	1279-4259	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_18484393_18487719	L~chr15_20096768_20102630	DNA_DUPLICATION	DNA	0.9975	0.9462	+	0-3147	2715-5862	RNA_DNA	UNROOTED
GOLGA6_8	L~chr15_18484393_18487719	DB~GOLGA6_8~0	CONTAINS	DNA	0.9975	0.9462	+	0-3147	2715-5862	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_20096768_20102630	DB~GOLGA6_8~0	CONTAINS	DNA	0.9975	0.9462	+	2715-5862	0-3147	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_18484393_18487719	L~chr15_20841196_20854572	DNA_DUPLICATION	DNA	0.9952	0.9444	+	0-3141	10234-13376	RNA_DNA	UNROOTED
GOLGA6_8	L~chr15_18484393_18487719	DB~GOLGA6_8~1	CONTAINS	DNA	0.9952	0.9444	+	0-3141	10234-13376	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_20841196_20854572	DB~GOLGA6_8~1	CONTAINS	DNA	0.9952	0.9444	+	10234-13376	0-3141	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_18484393_18487719	L~chr15_20972619_20985986	DNA_DUPLICATION	DNA	0.9952	0.9444	+	0-3141	10227-13367	RNA_DNA	UNROOTED
GOLGA6_8	L~chr15_18484393_18487719	DB~GOLGA6_8~2	CONTAINS	DNA	0.9952	0.9444	+	0-3141	10227-13367	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_20972619_20985986	DB~GOLGA6_8~2	CONTAINS	DNA	0.9952	0.9444	+	10227-13367	0-3141	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_18484393_18487719	L~chr15_26121347_26134747	DNA_DUPLICATION	DNA	0.9930	0.9462	+	0-3147	10253-13400	RNA_DNA	UNROOTED
GOLGA6_8	L~chr15_18484393_18487719	DB~GOLGA6_8~3	CONTAINS	DNA	0.9930	0.9462	+	0-3147	10253-13400	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_26121347_26134747	DB~GOLGA6_8~3	CONTAINS	DNA	0.9930	0.9462	+	10253-13400	0-3147	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_18484393_18487719	L~chr15_26296281_26309739	DNA_DUPLICATION	DNA	0.9928	0.9663	+	0-3214	10244-13458	RNA_DNA	UNROOTED
GOLGA6_8	L~chr15_18484393_18487719	DB~GOLGA6_8~4	CONTAINS	DNA	0.9928	0.9663	+	0-3214	10244-13458	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_26296281_26309739	DB~GOLGA6_8~4	CONTAINS	DNA	0.9928	0.9663	+	10244-13458	0-3214	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_18484393_18487719	L~chr15_32184800_32193680	DNA_DUPLICATION	DNA	0.9186	0.6624	+	0-2203	6330-8568	RNA_DNA	UNROOTED
GOLGA6_8	L~chr15_18484393_18487719	DB~GOLGA6_8~5	CONTAINS	DNA	0.9186	0.6624	+	0-2203	6330-8568	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_32184800_32193680	DB~GOLGA6_8~5	CONTAINS	DNA	0.9186	0.6624	+	6330-8568	0-2203	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_18484393_18487719	L~chr15_80204134_80213595	DNA_DUPLICATION	DNA	0.8605	0.9438	+	0-3139	6446-9459	RNA_DNA	UNROOTED
GOLGA6_8	L~chr15_18484393_18487719	DB~GOLGA6_8~6	CONTAINS	DNA	0.8605	0.9438	+	0-3139	6446-9459	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_80204134_80213595	DB~GOLGA6_8~6	CONTAINS	DNA	0.8605	0.9438	+	6446-9459	0-3139	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_18484393_18487719	L~chr15_80293456_80303275	DNA_DUPLICATION	DNA	0.8610	0.9483	+	0-3154	6829-9816	RNA_DNA	UNROOTED
GOLGA6_8	L~chr15_18484393_18487719	DB~GOLGA6_8~7	CONTAINS	DNA	0.8610	0.9483	+	0-3154	6829-9816	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_80293456_80303275	DB~GOLGA6_8~7	CONTAINS	DNA	0.8610	0.9483	+	6829-9816	0-3154	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_18484393_18487719	L~chr15_82101756_82111482	DNA_DUPLICATION	DNA	0.8595	0.9483	+	0-3154	6697-9723	RNA_DNA	UNROOTED
GOLGA6_8	L~chr15_18484393_18487719	DB~GOLGA6_8~8	CONTAINS	DNA	0.8595	0.9483	+	0-3154	6697-9723	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_82101756_82111482	DB~GOLGA6_8~8	CONTAINS	DNA	0.8595	0.9483	+	6697-9723	0-3154	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_18484393_18487719	L~chr15_82259345_82265184	DNA_DUPLICATION	DNA	0.8602	0.9970	+	0-3316	2597-5777	RNA_DNA	UNROOTED
GOLGA6_8	L~chr15_18484393_18487719	DB~GOLGA6_8~9	CONTAINS	DNA	0.8602	0.9970	+	0-3316	2597-5777	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_82259345_82265184	DB~GOLGA6_8~9	CONTAINS	DNA	0.8602	0.9970	+	2597-5777	0-3316	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_18484393_18487719	L~chr15_32330973_32333374	DNA_DUPLICATION	DNA	0.9213	0.8621	-	139-2192	331-2401	DNA_ONLY	UNROOTED
GOLGA6_8	L~chr15_18484393_18487719	DB~GOLGA6_8~10	CONTAINS	DNA	0.9213	0.8621	-	139-2192	331-2401	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_32330973_32333374	DB~GOLGA6_8~10	CONTAINS	DNA	0.9213	0.8621	-	331-2401	139-2192	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_20096768_20102630	L~chr15_20279485_20289994	DNA_DUPLICATION	DNA	0.9426	0.5225	+	4-3067	7546-10509	DNA_ONLY	UNROOTED
GOLGA6_8	L~chr15_20096768_20102630	DB~GOLGA6_8~11	CONTAINS	DNA	0.9426	0.5225	+	4-3067	7546-10509	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_20279485_20289994	DB~GOLGA6_8~11	CONTAINS	DNA	0.9426	0.5225	+	7546-10509	4-3067	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_20096768_20102630	L~chr15_20841196_20854572	DNA_DUPLICATION	DNA	0.9959	0.9988	+	1-5856	7520-13376	RNA_DNA	UNROOTED
GOLGA6_8	L~chr15_20096768_20102630	DB~GOLGA6_8~12	CONTAINS	DNA	0.9959	0.9988	+	1-5856	7520-13376	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_20841196_20854572	DB~GOLGA6_8~12	CONTAINS	DNA	0.9959	0.9988	+	7520-13376	1-5856	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_20096768_20102630	L~chr15_20972619_20985986	DNA_DUPLICATION	DNA	0.9949	0.9988	+	1-5856	7513-13367	RNA_DNA	UNROOTED
GOLGA6_8	L~chr15_20096768_20102630	DB~GOLGA6_8~13	CONTAINS	DNA	0.9949	0.9988	+	1-5856	7513-13367	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_20972619_20985986	DB~GOLGA6_8~13	CONTAINS	DNA	0.9949	0.9988	+	7513-13367	1-5856	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_20096768_20102630	L~chr15_26121347_26134747	DNA_DUPLICATION	DNA	0.9876	0.9998	+	1-5862	7528-13400	RNA_DNA	UNROOTED
GOLGA6_8	L~chr15_20096768_20102630	DB~GOLGA6_8~14	CONTAINS	DNA	0.9876	0.9998	+	1-5862	7528-13400	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_26121347_26134747	DB~GOLGA6_8~14	CONTAINS	DNA	0.9876	0.9998	+	7528-13400	1-5862	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_20096768_20102630	L~chr15_26296281_26309739	DNA_DUPLICATION	DNA	0.9877	0.9998	+	1-5862	7519-13391	RNA_DNA	UNROOTED
GOLGA6_8	L~chr15_20096768_20102630	DB~GOLGA6_8~15	CONTAINS	DNA	0.9877	0.9998	+	1-5862	7519-13391	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_26296281_26309739	DB~GOLGA6_8~15	CONTAINS	DNA	0.9877	0.9998	+	7519-13391	1-5862	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_20096768_20102630	L~chr15_30241447_30252178	DNA_DUPLICATION	DNA	0.9402	0.5276	+	4-3097	7737-10731	DNA_ONLY	UNROOTED
GOLGA6_8	L~chr15_20096768_20102630	DB~GOLGA6_8~16	CONTAINS	DNA	0.9402	0.5276	+	4-3097	7737-10731	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_30241447_30252178	DB~GOLGA6_8~16	CONTAINS	DNA	0.9402	0.5276	+	7737-10731	4-3097	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_20096768_20102630	L~chr15_32184800_32193680	DNA_DUPLICATION	DNA	0.9166	0.5754	+	2489-5862	6099-8880	RNA_DNA	UNROOTED
GOLGA6_8	L~chr15_20096768_20102630	DB~GOLGA6_8~17	CONTAINS	DNA	0.9166	0.5754	+	2489-5862	6099-8880	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_32184800_32193680	DB~GOLGA6_8~17	CONTAINS	DNA	0.9166	0.5754	+	6099-8880	2489-5862	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_20096768_20102630	L~chr15_80204134_80213595	DNA_DUPLICATION	DNA	0.8618	0.5590	+	2577-5854	6302-9459	RNA_DNA	UNROOTED
GOLGA6_8	L~chr15_20096768_20102630	DB~GOLGA6_8~18	CONTAINS	DNA	0.8618	0.5590	+	2577-5854	6302-9459	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_80204134_80213595	DB~GOLGA6_8~18	CONTAINS	DNA	0.8618	0.5590	+	6302-9459	2577-5854	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_20096768_20102630	L~chr15_80293456_80303275	DNA_DUPLICATION	DNA	0.8621	0.5590	+	2585-5862	6694-9809	RNA_DNA	UNROOTED
GOLGA6_8	L~chr15_20096768_20102630	DB~GOLGA6_8~19	CONTAINS	DNA	0.8621	0.5590	+	2585-5862	6694-9809	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_80293456_80303275	DB~GOLGA6_8~19	CONTAINS	DNA	0.8621	0.5590	+	6694-9809	2585-5862	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_20096768_20102630	L~chr15_82101756_82111482	DNA_DUPLICATION	DNA	0.8608	0.5590	+	2585-5862	6561-9716	RNA_DNA	UNROOTED
GOLGA6_8	L~chr15_20096768_20102630	DB~GOLGA6_8~20	CONTAINS	DNA	0.8608	0.5590	+	2585-5862	6561-9716	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_82101756_82111482	DB~GOLGA6_8~20	CONTAINS	DNA	0.8608	0.5590	+	6561-9716	2585-5862	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_20096768_20102630	L~chr15_82259345_82265184	DNA_DUPLICATION	DNA	0.8611	0.5403	+	2585-5862	2461-5616	RNA_DNA	UNROOTED
GOLGA6_8	L~chr15_20096768_20102630	DB~GOLGA6_8~21	CONTAINS	DNA	0.8611	0.5403	+	2585-5862	2461-5616	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_82259345_82265184	DB~GOLGA6_8~21	CONTAINS	DNA	0.8611	0.5403	+	2461-5616	2585-5862	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_20096768_20102630	L~chr15_32330973_32333374	DNA_DUPLICATION	DNA	0.9218	0.8621	-	2854-4907	331-2401	DNA_ONLY	UNROOTED
GOLGA6_8	L~chr15_20096768_20102630	DB~GOLGA6_8~22	CONTAINS	DNA	0.9218	0.8621	-	2854-4907	331-2401	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_32330973_32333374	DB~GOLGA6_8~22	CONTAINS	DNA	0.9218	0.8621	-	331-2401	2854-4907	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_20279485_20289994	L~chr15_20841196_20854572	DNA_DUPLICATION	DNA	0.9275	0.9996	+	4-10509	7-10586	RNA_DNA	UNROOTED
GOLGA6_8	L~chr15_20279485_20289994	DB~GOLGA6_8~23	CONTAINS	DNA	0.9275	0.9996	+	4-10509	7-10586	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_20841196_20854572	DB~GOLGA6_8~23	CONTAINS	DNA	0.9275	0.9996	+	7-10586	4-10509	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_20279485_20289994	L~chr15_20972619_20985986	DNA_DUPLICATION	DNA	0.9272	0.9996	+	4-10509	7-10579	RNA_DNA	UNROOTED
GOLGA6_8	L~chr15_20279485_20289994	DB~GOLGA6_8~24	CONTAINS	DNA	0.9272	0.9996	+	4-10509	7-10579	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_20972619_20985986	DB~GOLGA6_8~24	CONTAINS	DNA	0.9272	0.9996	+	7-10579	4-10509	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_20279485_20289994	L~chr15_26121347_26134747	DNA_DUPLICATION	DNA	0.9251	0.9996	+	4-10509	16-10605	RNA_DNA	UNROOTED
GOLGA6_8	L~chr15_20279485_20289994	DB~GOLGA6_8~25	CONTAINS	DNA	0.9251	0.9996	+	4-10509	16-10605	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_26121347_26134747	DB~GOLGA6_8~25	CONTAINS	DNA	0.9251	0.9996	+	16-10605	4-10509	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_20279485_20289994	L~chr15_26296281_26309739	DNA_DUPLICATION	DNA	0.9251	0.9996	+	4-10509	7-10596	RNA_DNA	UNROOTED
GOLGA6_8	L~chr15_20279485_20289994	DB~GOLGA6_8~26	CONTAINS	DNA	0.9251	0.9996	+	4-10509	7-10596	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_26296281_26309739	DB~GOLGA6_8~26	CONTAINS	DNA	0.9251	0.9996	+	7-10596	4-10509	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_20279485_20289994	L~chr15_27926395_27929106	DNA_DUPLICATION	DNA	0.9822	0.8709	+	0-2362	350-2711	DNA_ONLY	UNROOTED
GOLGA6_8	L~chr15_20279485_20289994	DB~GOLGA6_8~27	CONTAINS	DNA	0.9822	0.8709	+	0-2362	350-2711	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_27926395_27929106	DB~GOLGA6_8~27	CONTAINS	DNA	0.9822	0.8709	+	350-2711	0-2362	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_20279485_20289994	L~chr15_30241447_30252178	DNA_DUPLICATION	DNA	0.9736	0.9978	+	23-10509	0-10701	RNA_DNA	UNROOTED
GOLGA6_8	L~chr15_20279485_20289994	DB~GOLGA6_8~28	CONTAINS	DNA	0.9736	0.9978	+	23-10509	0-10701	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_30241447_30252178	DB~GOLGA6_8~28	CONTAINS	DNA	0.9736	0.9978	+	0-10701	23-10509	minimap2_PAF	UNROOTED
