family_id	seed_tid	tid	chrom	start	end	n_exon	strand	n_reads	identity	coverage
GWFAM97	DN_NC_073240.2_21601869_7	SE_NC_073240.2_23210842_7	NC_073240.2	23210842	23219686	7	-	1	0.8469	0.9392
GWFAM98	DN_NC_073240.2_22861517_4	SE_NC_073240.2_21986618_4	NC_073240.2	21986618	22022171	4	-	1	0.9594	0.8289
GWFAM149	DN_NC_073248.2_19602755_10	SE_NC_073248.2_16416024_10	NC_073248.2	16416024	16429870	10	+	1	0.8079	0.9840
GWFAM29	DN_NC_073228.2_182513645_26	SE_NC_073228.2_182587557_25	NC_073228.2	182587557	182620612	25	+	2	0.8672	0.9157
GWFAM149	DN_NC_073248.2_19602755_10	SE_NC_073248.2_16438995_10	NC_073248.2	16438995	16451732	10	+	1	0.8164	0.9680
GWFAM125	DN_NC_073244.2_48660338_4	SE_NC_073244.2_48919812_4	NC_073244.2	48919812	48976084	4	-	1	0.9528	0.8279
GWFAM91	DN_NC_073239.2_32665974_8	SE_NC_073239.2_32630525_8	NC_073239.2	32630525	32646111	8	-	1	0.8005	0.9819
GWFAM11	DN_NC_073246.2_11287670_8	SE_NC_073238.2_23392848_8	NC_073238.2	23392848	23417082	8	+	2	0.8126	0.9668
GWFAM152	DN_NC_086018.1_19032547_10	SE_NC_086018.1_18994224_11	NC_086018.1	18994224	19040299	11	+	1	0.9329	0.8421
GWFAM125	DN_NC_073244.2_48660338_4	SE_NC_073244.2_48919821_5	NC_073244.2	48919821	48976121	5	-	2	0.9526	0.8246
GWFAM131	DN_NC_086018.1_6525395_3	SE_NC_086018.1_2012052_3	NC_086018.1	2012052	2015490	3	-	1	0.9146	0.8584
GWFAM31	DN_NC_073229.2_44402483_3	SE_NC_073229.2_44451417_2	NC_073229.2	44451417	44456279	2	-	1	1.0000	0.7849
GWFAM106	DN_NC_073242.2_15607160_18	SE_NC_073242.2_28690802_18	NC_073242.2	28690802	28780554	18	+	1	0.8554	0.9161
GWFAM19	DN_NC_073228.2_54243403_14	SE_NC_073228.2_56463410_13	NC_073228.2	56463410	56473356	13	+	1	0.9900	0.7906
GWFAM8	DN_NC_073224.2_130305133_13	SE_NC_073224.2_117447150_13	NC_073224.2	117447150	117475416	13	+	1	0.8998	0.8689
GWFAM23	DN_NC_073228.2_79860005_3	SE_NC_073228.2_81589079_4	NC_073228.2	81589079	81625241	4	+	1	0.9229	0.8462
GWFAM2	DN_NC_073224.2_19344252_8	SE_NC_073224.2_19135995_9	NC_073224.2	19135995	19144141	9	-	1	0.8004	0.9739
GWFAM91	DN_NC_073239.2_32630520_8	SE_NC_073239.2_32665984_8	NC_073239.2	32665984	32681488	8	-	1	0.8005	0.9713
GWFAM130	DN_NC_086018.1_1957958_2	SE_NC_086018.1_1957962_3	NC_086018.1	1957962	2015873	3	-	1	0.9926	0.7813
GWFAM136	DN_NC_073247.2_59744386_5	SE_NC_073247.2_59707380_4	NC_073247.2	59707380	59713566	4	+	1	0.9807	0.7886
GWFAM106	DN_NC_073242.2_28690093_18	SE_NC_073242.2_15637743_19	NC_073242.2	15637743	15684310	19	-	1	0.8652	0.8935
GWFAM118	DN_NC_073242.2_68110829_2	SE_NC_073242.2_66460936_2	NC_073242.2	66460936	66500423	2	+	2	0.9759	0.7893
GWFAM27	DN_NC_073228.2_181540807_2	SE_NC_073228.2_179980535_2	NC_073228.2	179980535	179984459	2	-	2	0.9149	0.8362
GWFAM10	DN_NC_073230.2_168783028_4	SE_NC_073239.2_124656409_3	NC_073239.2	124656409	124664751	3	+	1	0.9673	0.7880
GWFAM71	DN_NC_073238.2_54832837_2	SE_NC_073236.2_32935398_3	NC_073236.2	32935398	32985550	3	-	1	0.8282	0.9194
GWFAM128	DN_NC_086018.1_1713322_2	SE_NC_073246.2_2174020_2	NC_073246.2	2174020	2179663	2	+	1	0.9668	0.7845
GWFAM145	DN_NC_073247.2_161266102_3	SE_NC_073247.2_161266110_4	NC_073247.2	161266110	161279378	4	-	1	1.0000	0.7564
GWFAM30	DN_NC_073234.2_15631095_11	SE_NC_086017.1_9790499_10	NC_086017.1	9790499	9795255	10	-	1	0.8740	0.8636
GWFAM108	DN_NC_073242.2_16378095_15	SE_NC_073242.2_31349401_14	NC_073242.2	31349401	31404552	14	+	1	0.8876	0.8502
GWFAM76	DN_NC_073236.2_52824541_4	SE_NC_073236.2_51201668_5	NC_073236.2	51201668	51224297	5	+	2	0.8546	0.8811
GWFAM50	DN_NC_073231.2_151096896_10	SE_NC_073224.2_241273327_9	NC_073224.2	241273327	241299981	9	+	1	0.8800	0.8510
GWFAM23	DN_NC_073228.2_83368453_5	SE_NC_073228.2_79860045_5	NC_073228.2	79860045	79867106	5	-	2	0.8799	0.8471
GWFAM106	DN_NC_073242.2_15607160_18	SE_NC_073242.2_30575808_19	NC_073242.2	30575808	30673887	19	-	1	0.8463	0.8749
GWFAM30	DN_NC_073229.2_17702989_11	SE_NC_073234.2_15631096_11	NC_073234.2	15631096	15648154	11	-	2	0.9128	0.8039
GWFAM130	DN_NC_086018.1_6578572_2	SE_NC_086018.1_1957961_2	NC_086018.1	1957961	1963973	2	-	1	0.8702	0.8394
GWFAM130	DN_NC_086018.1_1957958_2	SE_NC_073246.2_2410732_2	NC_073246.2	2410732	2415412	2	-	1	0.9342	0.7813
GWFAM5	DN_NC_073224.2_116008792_12	SE_NC_073224.2_124491069_13	NC_073224.2	124491069	124553700	13	+	1	0.8534	0.8549
GWFAM4	DN_NC_073224.2_117217209_13	SE_NC_073224.2_130013705_13	NC_073224.2	130013705	130080018	13	-	2	0.8706	0.8368
GWFAM38	DN_NC_073232.2_146269345_5	SE_NC_073244.2_70818640_4	NC_073244.2	70818640	70886016	4	+	2	0.8044	0.9053
GWFAM85	DN_NC_073238.2_30171533_2	SE_NC_073238.2_33197461_2	NC_073238.2	33197461	33227472	2	+	1	0.9712	0.7484
GWFAM100	DN_NC_073240.2_33337179_18	SE_NC_073240.2_31360632_18	NC_073240.2	31360632	31372490	18	+	1	0.9436	0.7702
GWFAM130	DN_NC_086018.1_6578572_2	SE_NC_086018.1_1957960_2	NC_086018.1	1957960	1963722	2	-	2	0.8702	0.8338
GWFAM26	DN_NC_073228.2_182778981_6	SE_NC_073228.2_179796833_6	NC_073228.2	179796833	179805699	6	-	1	0.9263	0.7824
GWFAM23	DN_NC_073228.2_79860005_3	SE_NC_073228.2_83368492_2	NC_073228.2	83368492	83371841	2	-	1	0.8852	0.8188
GWFAM107	DN_NC_073242.2_15726063_24	SE_NC_073242.2_30711356_25	NC_073242.2	30711356	30760070	25	-	1	0.9275	0.7791
GWFAM80	DN_NC_073237.2_83935166_8	SE_NC_073237.2_84341528_8	NC_073237.2	84341528	84346814	8	-	1	0.8571	0.8419
GWFAM7	DN_NC_073224.2_130157457_4	SE_NC_073224.2_124984716_4	NC_073224.2	124984716	125007797	4	-	1	0.9543	0.7546
GWFAM73	DN_NC_073237.2_23917148_2	SE_NC_073237.2_29866039_3	NC_073237.2	29866039	29874403	3	-	1	0.8630	0.8299
GWFAM125	DN_NC_073244.2_48919551_6	SE_NC_073244.2_48660603_6	NC_073244.2	48660603	48688583	6	-	2	0.9529	0.7514
GWFAM50	DN_NC_073231.2_151096896_10	SE_NC_073244.2_5439633_11	NC_073244.2	5439633	5466249	11	-	1	0.8663	0.8249
GWFAM28	DN_NC_073228.2_182473922_9	SE_NC_073228.2_182638383_9	NC_073228.2	182638383	182667554	9	-	1	0.8918	0.7985
GWFAM50	DN_NC_073231.2_151096896_10	SE_NC_073233.2_144124481_11	NC_073233.2	144124481	144176531	11	+	1	0.8632	0.8181
GWFAM130	DN_NC_086018.1_1957958_2	SE_NC_073246.2_2410731_2	NC_073246.2	2410731	2415435	2	-	1	0.9342	0.7556
GWFAM101	DN_NC_073241.2_36126186_3	SE_NC_073246.2_15789317_4	NC_073246.2	15789317	15817331	4	+	1	0.8505	0.8272
GWFAM154	DN_NC_086018.1_22166699_9	SE_NC_086018.1_22406147_8	NC_086018.1	22406147	22425689	8	-	1	0.8129	0.8606
GWFAM73	DN_NC_073237.2_23917148_2	SE_NC_073237.2_29865089_3	NC_073237.2	29865089	29873906	3	-	1	0.8706	0.8008
GWFAM73	DN_NC_073237.2_23917148_2	SE_NC_073236.2_33289097_2	NC_073236.2	33289097	33301903	2	-	2	0.8799	0.7921
GWFAM68	DN_NC_073236.2_32048257_8	SE_NC_073236.2_34983788_7	NC_073236.2	34983788	34991895	7	-	1	0.8469	0.8219
GWFAM68	DN_NC_073236.2_34983788_8	SE_NC_073236.2_32048259_8	NC_073236.2	32048259	32058715	8	-	1	0.8378	0.8297
GWFAM0	DN_NC_073224.2_5715398_2	SE_NC_073224.2_5567537_3	NC_073224.2	5567537	5617213	3	-	1	1.0000	0.6922
GWFAM43	DN_NC_073230.2_63938093_3	SE_NC_073230.2_64705341_4	NC_073230.2	64705341	64721434	4	+	1	0.8159	0.8370
GWFAM83	DN_NC_073240.2_4576013_4	SE_NC_073248.2_51323039_5	NC_073248.2	51323039	51344635	5	-	2	0.8986	0.7580
GWFAM63	DN_NC_073235.2_144827415_3	SE_NC_073242.2_3666820_2	NC_073242.2	3666820	3671477	2	-	1	0.9908	0.6813
GWFAM130	DN_NC_073246.2_2410733_2	SE_NC_086018.1_1957965_2	NC_086018.1	1957965	1962694	2	-	1	0.9342	0.7202
GWFAM69	DN_NC_073237.2_31692945_2	SE_NC_073237.2_24562795_2	NC_073237.2	24562795	24568296	2	-	1	0.8180	0.8184
GWFAM130	DN_NC_086018.1_1957958_2	SE_NC_086018.1_6578973_2	NC_086018.1	6578973	6583522	2	+	1	0.8702	0.7656
GWFAM21	DN_NC_073228.2_66329319_2	SE_NC_073228.2_70719377_3	NC_073228.2	70719377	70723741	3	+	2	0.9064	0.7312
GWFAM86	DN_NC_073238.2_31467876_5	SE_NC_073240.2_22595743_5	NC_073240.2	22595743	22603795	5	-	2	0.9459	0.7006
GWFAM54	DN_NC_073232.2_99479070_10	SE_NC_073232.2_68914917_9	NC_073232.2	68914917	68962914	9	-	1	0.8434	0.7821
GWFAM50	DN_NC_073231.2_151096896_10	SE_NC_073229.2_195510885_9	NC_073229.2	195510885	195534253	9	+	1	0.8770	0.7479
GWFAM141	DN_NC_073247.2_84678732_3	SE_NC_073247.2_84517974_2	NC_073247.2	84517974	84518445	2	-	1	1.0000	0.6535
GWFAM117	DN_NC_073242.2_66832275_2	SE_NC_073242.2_66060104_3	NC_073242.2	66060104	66062622	3	+	1	0.8607	0.7583
GWFAM58	DN_NC_073234.2_52064471_4	SE_NC_073234.2_52151538_4	NC_073234.2	52151538	52155846	4	+	1	0.8313	0.7837
GWFAM58	DN_NC_073234.2_52064471_4	SE_NC_073234.2_52203057_4	NC_073234.2	52203057	52206658	4	+	2	0.8313	0.7837
GWFAM116	DN_NC_073242.2_68752491_2	SE_NC_073242.2_67567293_2	NC_073242.2	67567293	67573795	2	+	2	1.0000	0.6487
GWFAM62	DN_NC_073235.2_144823508_4	SE_NC_073242.2_3673709_5	NC_073242.2	3673709	3677280	5	+	1	0.8356	0.7717
GWFAM83	DN_NC_073238.2_8052156_7	SE_NC_073244.2_11378032_8	NC_073244.2	11378032	11386434	8	-	2	0.8072	0.7964
GWFAM83	DN_NC_073240.2_4576013_4	SE_NC_073236.2_4545349_4	NC_073236.2	4545349	4565578	4	+	1	0.9173	0.7008
GWFAM108	DN_NC_073242.2_16378095_15	SE_NC_073242.2_15442652_15	NC_073242.2	15442652	15515097	15	+	1	0.9097	0.7062
GWFAM56	DN_NC_073244.2_20936541_9	SE_NC_073242.2_28854512_9	NC_073242.2	28854512	28872174	9	-	2	0.9650	0.6643
GWFAM76	DN_NC_073236.2_47712904_9	SE_NC_073236.2_46656682_9	NC_073236.2	46656682	46674509	9	+	1	0.8530	0.7489
GWFAM17	DN_NC_073228.2_46778779_7	SE_NC_073228.2_45977746_6	NC_073228.2	45977746	46012406	6	+	2	0.8368	0.7619
GWFAM86	DN_NC_073240.2_22595737_5	SE_NC_073238.2_31467883_5	NC_073238.2	31467883	31475883	5	-	1	0.9476	0.6715
GWFAM114	DN_NC_073242.2_32297449_23	SE_NC_073242.2_32534281_22	NC_073242.2	32534281	32631104	22	+	1	0.9557	0.6616
GWFAM145	DN_NC_073247.2_161266102_3	SE_NC_073247.2_161446694_2	NC_073247.2	161446694	161449442	2	+	1	0.9834	0.6384
GWFAM58	DN_NC_073234.2_52202933_4	SE_NC_073234.2_52064471_5	NC_073234.2	52064471	52073422	5	-	1	0.8390	0.7456
GWFAM108	DN_NC_073242.2_29051840_13	SE_NC_073242.2_28427224_13	NC_073242.2	28427224	28505648	13	-	1	0.8171	0.7653
GWFAM100	DN_NC_073240.2_33337179_18	SE_NC_073240.2_33034717_18	NC_073240.2	33034717	33053957	18	-	1	0.8652	0.7217
GWFAM94	DN_NC_073240.2_20543122_2	SE_NC_073240.2_22018492_3	NC_073240.2	22018492	22022171	3	-	1	0.8357	0.7451
GWFAM128	DN_NC_086018.1_1713322_2	SE_NC_086018.1_6847657_2	NC_086018.1	6847657	6855316	2	-	2	0.8445	0.7369
GWFAM41	DN_NC_073230.2_51605182_3	SE_NC_073230.2_47037205_4	NC_073230.2	47037205	47048376	4	+	1	0.8735	0.7115
GWFAM105	DN_NC_073242.2_15583116_2	SE_NC_073242.2_31473939_3	NC_073242.2	31473939	31485238	3	+	2	0.9076	0.6817
GWFAM54	DN_NC_073232.2_68914292_6	SE_NC_073232.2_99555206_5	NC_073232.2	99555206	99576094	5	+	1	0.9336	0.6569
GWFAM12	DN_NC_086017.1_136773747_2	SE_NC_086017.1_136766545_3	NC_086017.1	136766545	136779956	3	+	1	1.0000	0.6084
GWFAM136	DN_NC_073247.2_59782501_5	SE_NC_073247.2_59773872_4	NC_073247.2	59773872	59780305	4	+	1	1.0000	0.6044
GWFAM26	DN_NC_073228.2_179796427_6	SE_NC_073228.2_182779394_5	NC_073228.2	182779394	182787179	5	-	1	0.9852	0.6114
GWFAM45	DN_NC_073230.2_81088058_7	SE_NC_073230.2_80759314_6	NC_073230.2	80759314	81022096	6	+	1	0.8729	0.6857
GWFAM83	DN_NC_073240.2_4576013_4	SE_NC_073238.2_8052169_5	NC_073238.2	8052169	8072239	5	+	1	0.8981	0.6640
GWFAM76	DN_NC_073236.2_51437915_4	SE_NC_073236.2_47755903_5	NC_073236.2	47755903	47781827	5	+	2	0.8650	0.6893
GWFAM15	DN_NC_073227.2_211898133_4	SE_NC_073240.2_103159659_4	NC_073240.2	103159659	103187577	4	-	1	0.8811	0.6721
GWFAM73	DN_NC_073237.2_23692530_10	SE_NC_073237.2_29935662_11	NC_073237.2	29935662	30100927	11	-	1	0.9089	0.6343
GWFAM70	DN_NC_073236.2_32867444_11	SE_NC_073237.2_24388733_12	NC_073237.2	24388733	24414638	12	+	1	0.8460	0.6779
GWFAM76	DN_NC_073236.2_46653549_10	SE_NC_073236.2_46641441_10	NC_073236.2	46641441	46658584	10	+	1	1.0000	0.5726
GWFAM108	DN_NC_073242.2_16378095_15	SE_NC_073242.2_29052145_14	NC_073242.2	29052145	29158028	14	-	2	0.8201	0.6956
GWFAM152	DN_NC_086018.1_19032547_10	SE_NC_086018.1_18253470_11	NC_086018.1	18253470	18263553	11	-	1	0.9189	0.6207
GWFAM90	DN_NC_073240.2_22623333_4	SE_NC_073238.2_34007423_3	NC_073238.2	34007423	34014120	3	-	1	0.9165	0.6163
GWFAM50	DN_NC_073231.2_151096896_10	SE_NC_073235.2_15192408_10	NC_073235.2	15192408	15222633	10	-	1	0.9202	0.6130
GWFAM136	DN_NC_073247.2_59772964_5	SE_NC_073247.2_59792070_5	NC_073247.2	59792070	59806544	5	+	1	1.0000	0.5640
GWFAM46	DN_NC_073230.2_86077849_4	SE_NC_073230.2_86185396_5	NC_073230.2	86185396	86208644	5	+	1	0.9636	0.5836
GWFAM46	DN_NC_073230.2_86186055_4	SE_NC_073230.2_86077175_5	NC_073230.2	86077175	86100401	5	+	1	0.9638	0.5832
GWFAM25	DN_NC_073228.2_144930569_2	SE_NC_073228.2_144930589_2	NC_073228.2	144930589	144943604	2	+	1	0.8334	0.6668
GWFAM25	DN_NC_073228.2_144930569_2	SE_NC_073228.2_144930603_2	NC_073228.2	144930603	144946459	2	+	1	0.8332	0.6658
GWFAM33	DN_NC_073229.2_49424730_2	SE_NC_073229.2_49418392_2	NC_073229.2	49418392	49420814	2	+	1	0.9772	0.5639
GWFAM122	DN_NC_073243.2_82739838_8	SE_NC_073243.2_82596304_9	NC_073243.2	82596304	82620068	9	-	1	0.9837	0.5596
GWFAM55	DN_NC_073232.2_99723304_5	SE_NC_073232.2_92223890_4	NC_073232.2	92223890	92238489	4	+	1	0.8879	0.6141
GWFAM7	DN_NC_073224.2_130157457_4	SE_NC_073224.2_117112386_5	NC_073224.2	117112386	117137562	5	+	2	0.9019	0.6027
GWFAM53	DN_NC_073232.2_65009287_5	SE_NC_073232.2_64913673_5	NC_073232.2	64913673	64935332	5	-	2	0.9467	0.5673
GWFAM45	DN_NC_073230.2_80576146_9	SE_NC_073230.2_81088058_8	NC_073230.2	81088058	81142525	8	+	2	0.8660	0.6187
GWFAM50	DN_NC_073231.2_151096896_10	SE_NC_086017.1_211810825_9	NC_086017.1	211810825	211838537	9	+	1	0.8742	0.6046
GWFAM50	DN_NC_073231.2_151096896_10	SE_NC_073227.2_212171239_11	NC_073227.2	212171239	212235112	11	+	1	0.9778	0.5402
GWFAM38	DN_NC_073229.2_195378121_3	SE_NC_073231.2_150902311_4	NC_073231.2	150902311	150916889	4	+	1	0.8368	0.6294
GWFAM148	DN_NC_073247.2_166164989_10	SE_NC_073247.2_166251095_10	NC_073247.2	166251095	166261874	10	-	1	1.0000	0.5175
GWFAM72	DN_NC_073236.2_32986494_2	SE_NC_073237.2_29451232_2	NC_073237.2	29451232	29454067	2	+	1	0.8496	0.6002
GWFAM72	DN_NC_073236.2_32986494_2	SE_NC_073237.2_24386181_2	NC_073237.2	24386181	24388460	2	-	1	0.8280	0.5906
GWFAM72	DN_NC_073236.2_32986494_2	SE_NC_073237.2_24386182_2	NC_073237.2	24386182	24388483	2	-	1	0.8280	0.5906
GWFAM42	DN_NC_073230.2_112160728_4	SE_NC_073230.2_112161055_5	NC_073230.2	112161055	112186267	5	-	1	1.0000	0.4831
GWFAM76	DN_NC_073236.2_52824541_4	SE_NC_073236.2_51438749_5	NC_073236.2	51438749	51458529	5	+	1	0.8334	0.5769
GWFAM70	DN_NC_073237.2_29418618_13	SE_NC_073237.2_31482276_12	NC_073237.2	31482276	31509138	12	+	1	0.8213	0.5821
GWFAM120	DN_NC_073242.2_104701006_6	SE_NC_073242.2_104139382_6	NC_073242.2	104139382	104154726	6	-	1	0.8823	0.5356
GWFAM1	DN_NC_073230.2_165840223_11	SE_NC_073224.2_6828643_12	NC_073224.2	6828643	6871060	12	+	2	0.8930	0.5277
GWFAM130	DN_NC_086018.1_1957958_2	SE_NC_086018.1_6578849_2	NC_086018.1	6578849	6583521	2	+	1	0.8486	0.5522
GWFAM28	DN_NC_073228.2_182473922_9	SE_NC_073228.2_179961148_8	NC_073228.2	179961148	179977494	8	-	1	0.8046	0.5706
GWFAM38	DN_NC_073237.2_118502490_4	SE_NC_073230.2_6786218_3	NC_073230.2	6786218	6798650	3	-	1	0.8628	0.5060
GWFAM28	DN_NC_073228.2_182638384_11	SE_NC_073228.2_182478017_12	NC_073228.2	182478017	182496024	12	+	1	0.9193	0.4614
GWFAM8	DN_NC_073243.2_111264809_13	SE_NC_073224.2_130305135_12	NC_073224.2	130305135	130329612	12	+	2	0.8067	0.5231
GWFAM76	DN_NC_073236.2_49989276_2	SE_NC_073236.2_52821978_2	NC_073236.2	52821978	52826994	2	+	1	0.8713	0.4728
GWFAM57	DN_NC_073234.2_47062575_10	SE_NC_073238.2_67037963_9	NC_073238.2	67037963	67064204	9	+	1	0.8480	0.4835
GWFAM8	DN_NC_073243.2_111264809_13	SE_NC_073243.2_111214146_14	NC_073243.2	111214146	111287353	14	-	1	1.0000	0.4022
GWFAM48	DN_NC_073238.2_25250977_5	SE_NC_073230.2_161461467_4	NC_073230.2	161461467	161489309	4	-	1	0.8047	0.4727
GWFAM46	DN_NC_073230.2_86077849_4	SE_NC_073238.2_84534590_5	NC_073238.2	84534590	84666958	5	-	1	0.8682	0.4335
GWFAM74	DN_NC_073236.2_33699716_3	SE_NC_073236.2_35276291_2	NC_073236.2	35276291	35280989	2	-	1	0.8421	0.4006
GWFAM112	DN_NC_073242.2_31545375_14	SE_NC_073242.2_29559520_15	NC_073242.2	29559520	29593763	15	-	1	0.8073	0.4099
