family_id	n_loci	dominant_gene	member_dn	member_gene	chrom	start	end	psv_status	n_psv	n_aligned_cols
64	7	LOC101125415	DN_NC_073233.2_75718276_6	LOC101152938	NC_073233.2	75718276	75732757	inter_chromosomal_psv	270	474
64	7	LOC101125415	DN_NC_073242.2_8737492_8	EEF2KMT	NC_073242.2	8737492	8751406	inter_chromosomal_psv	270	474
64	7	LOC101125415	DN_NC_086017.1_136773097_2	LOC101137806	NC_086017.1	136773097	136779958	inter_chromosomal_psv	270	474
64	7	LOC101125415	DN_NC_086017.1_141278779_5	LOC101139163	NC_086017.1	141278779	141292691	inter_chromosomal_psv	270	474
64	7	LOC101125415	DN_NC_086017.1_85330170_7	LOC115934341	NC_086017.1	85330170	85343934	inter_chromosomal_psv	270	474
66	16	LOC129532808	DN_NC_073227.2_211080863_4	LOC129532808	NC_073227.2	211080863	211100446	inter_chromosomal_psv	150	204
66	16	LOC129532808	DN_NC_073227.2_8155721_4	LOC129533287	NC_073227.2	8155721	8175332	inter_chromosomal_psv	150	204
66	16	LOC129532808	DN_NC_073229.2_195378107_3	LOC129534552	NC_073229.2	195378107	195392338	inter_chromosomal_psv	150	204
66	16	LOC129532808	DN_NC_073230.2_168783006_4	LOC129523822	NC_073230.2	168783006	168798864	inter_chromosomal_psv	150	204
66	16	LOC129532808	DN_NC_073231.2_150902261_3	LOC134759133	NC_073231.2	150902261	150915629	inter_chromosomal_psv	150	204
66	16	LOC129532808	DN_NC_073232.2_146269317_5	LOC129525175	NC_073232.2	146269317	146336693	inter_chromosomal_psv	150	204
66	16	LOC129532808	DN_NC_073232.2_8583099_4	LOC129525064	NC_073232.2	8583099	8602469	inter_chromosomal_psv	150	204
66	16	LOC129532808	DN_NC_073236.2_140400059_5	LOC129531751	NC_073236.2	140400059	140454207	inter_chromosomal_psv	150	204
66	16	LOC129532808	DN_NC_073237.2_118498911_4	NDUFA8	NC_073237.2	118498911	118518230	inter_chromosomal_psv	150	204
66	16	LOC129532808	DN_NC_073239.2_124648897_4	LOC129527285	NC_073239.2	124648897	124668428	inter_chromosomal_psv	150	204
66	16	LOC129532808	DN_NC_073240.2_103747497_4	LOC134757299	NC_073240.2	103747497	103767033	inter_chromosomal_psv	150	204
66	16	LOC129532808	DN_NC_073241.2_110003031_5	LOC134756415	NC_073241.2	110003031	110070564	inter_chromosomal_psv	150	204
66	16	LOC129532808	DN_NC_073242.2_121237165_4	LOC129527429	NC_073242.2	121237165	121256463	inter_chromosomal_psv	150	204
66	16	LOC129532808	DN_NC_073244.2_70818649_5	LOC129528751	NC_073244.2	70818649	70886016	inter_chromosomal_psv	150	204
66	16	LOC129532808	DN_NC_086017.1_211655827_5	LOC129532625	NC_086017.1	211655827	211723367	inter_chromosomal_psv	150	204
66	16	LOC129532808	DN_NC_086017.1_9337960_4	LOC129532709	NC_086017.1	9337960	9353628	inter_chromosomal_psv	150	204
68	2	LOC134758386	DN_NC_073227.2_211898132_4	LOC134758386	NC_073227.2	211898132	211927312	inter_chromosomal_psv	558	1138
68	2	LOC134758386	DN_NC_073240.2_103158559_3	LOC129526855	NC_073240.2	103158559	103186924	inter_chromosomal_psv	558	1138
69	5	LOC129523511	DN_NC_073227.2_212285016_9	LOC129523511	NC_073227.2	212285016	212300800	inter_chromosomal_psv	59	1159
69	5	LOC129523511	DN_NC_073231.2_151170137_9	LOC134756389	NC_073231.2	151170137	151185973	inter_chromosomal_psv	59	1159
69	5	LOC129523511	DN_NC_073235.2_15131698_9	RABL2A	NC_073235.2	15131698	15147531	inter_chromosomal_psv	59	1159
69	5	LOC129523511	DN_NC_073247.2_167707352_7	LOC101142457	NC_073247.2	167707352	167723160	inter_chromosomal_psv	59	1159
69	5	LOC129523511	DN_NC_086018.1_48818439_9	RABL2B	NC_086018.1	48818439	48831940	inter_chromosomal_psv	59	1159
70	2	FAM200A	DN_NC_073227.2_23893945_4	LOC101145047	NC_073227.2	23893945	23902653	inter_chromosomal_psv	596	2508
70	2	FAM200A	DN_NC_073227.2_23893974_2	LOC101145047	NC_073227.2	23893974	23902453	inter_chromosomal_psv	596	2508
70	2	FAM200A	DN_NC_073230.2_89274443_3	FAM200A	NC_073230.2	89274443	89286974	inter_chromosomal_psv	596	2508
70	2	FAM200A	DN_NC_073230.2_89274445_2	FAM200A	NC_073230.2	89274445	89286980	inter_chromosomal_psv	596	2508
70	2	FAM200A	DN_NC_073230.2_89274458_2	FAM200A	NC_073230.2	89274458	89286980	inter_chromosomal_psv	596	2508
70	2	FAM200A	DN_NC_073230.2_89279862_2	FAM200A	NC_073230.2	89279862	89286974	inter_chromosomal_psv	596	2508
73	2	LOC129532904	DN_NC_073227.2_36265860_3	LOC129532904	NC_073227.2	36265860	36526800	inter_chromosomal_psv	1440	3071
73	2	LOC129532904	DN_NC_073241.2_59430535_4	NA	NC_073241.2	59430535	59499193	inter_chromosomal_psv	1440	3071
74	2	RPL9	DN_NC_073227.2_47476685_7	RPL9	NC_073227.2	47476685	47481761	inter_chromosomal_psv	560	949
74	2	RPL9	DN_NC_073240.2_67167028_2	TIPIN	NC_073240.2	67167028	67174676	inter_chromosomal_psv	560	949
75	2	DCAF4L1	DN_NC_073227.2_50003246_2	DCAF4L1	NC_073227.2	50003246	50008249	inter_chromosomal_psv	364	1448
75	2	DCAF4L1	DN_NC_073239.2_89803404_14	DCAF4	NC_073239.2	89803404	89836616	inter_chromosomal_psv	364	1448
76	2	LNX1	DN_NC_073227.2_72845455_9	LNX1	NC_073227.2	72845455	72909253	same_chrom_segmental_psv	1326	2235
76	2	LNX1	DN_NC_073227.2_72905683_18	FIP1L1	NC_073227.2	72905683	72990807	same_chrom_segmental_psv	1326	2235
77	2	ZNF595	DN_NC_073227.2_8633416_4	ZNF595	NC_073227.2	8633416	8669413	same_chrom_segmental_psv	516	2306
77	2	ZNF595	DN_NC_073227.2_8633418_2	ZNF595	NC_073227.2	8633418	8669342	same_chrom_segmental_psv	516	2306
77	2	ZNF595	DN_NC_073227.2_8705656_4	LOC109026610	NC_073227.2	8705656	8745014	same_chrom_segmental_psv	516	2306
78	7	LOC109027212	DN_NC_073227.2_8788064_2	NA	NC_073227.2	8788064	8792987	inter_chromosomal_psv	707	978
78	7	LOC109027212	DN_NC_073229.2_67950085_3	LOC109027212	NC_073229.2	67950085	67956974	inter_chromosomal_psv	707	978
78	7	LOC109027212	DN_NC_073230.2_150857421_7	SSBP1	NC_073230.2	150857421	150871183	inter_chromosomal_psv	707	978
78	7	LOC109027212	DN_NC_073236.2_139901266_3	NA	NC_073236.2	139901266	139908839	inter_chromosomal_psv	707	978
78	7	LOC109027212	DN_NC_073241.2_83874271_3	LOC129528278	NC_073241.2	83874271	83882656	inter_chromosomal_psv	707	978
78	7	LOC109027212	DN_NC_073244.2_6165323_3	LOC129528791	NC_073244.2	6165323	6168734	inter_chromosomal_psv	707	978
78	7	LOC109027212	DN_NC_086017.1_112545872_3	LOC115934041	NC_086017.1	112545872	112559958	inter_chromosomal_psv	707	978
79	7	LOC134757313	DN_NC_073227.2_94499432_2	MTHFD2L	NC_073227.2	94499432	94513483	inter_chromosomal_psv	15	17
79	7	LOC134757313	DN_NC_073229.2_110027725_2	NA	NC_073229.2	110027725	110035932	inter_chromosomal_psv	15	17
79	7	LOC134757313	DN_NC_073236.2_115828789_3	FAM228B	NC_073236.2	115828789	115853463	inter_chromosomal_psv	15	17
79	7	LOC134757313	DN_NC_073239.2_70164897_2	LOC129526638	NC_073239.2	70164897	70263777	inter_chromosomal_psv	15	17
79	7	LOC134757313	DN_NC_073240.2_44461085_2	LOC134757313	NC_073240.2	44461085	44465959	inter_chromosomal_psv	15	17
79	7	LOC134757313	DN_NC_073240.2_44461095_2	LOC134757313	NC_073240.2	44461095	44487811	inter_chromosomal_psv	15	17
79	7	LOC134757313	DN_NC_073244.2_27139185_2	ZNF626	NC_073244.2	27139185	27169957	inter_chromosomal_psv	15	17
80	2	SDAD1	DN_NC_073227.2_96191422_22	SDAD1	NC_073227.2	96191422	96240335	inter_chromosomal_psv	206	474
80	2	SDAD1	DN_NC_073231.2_30601556_2	LOC101129910	NC_073231.2	30601556	30605983	inter_chromosomal_psv	206	474
81	5	IFITM1	DN_NC_073227.2_97044821_2	LOC134758331	NC_073227.2	97044821	97055578	inter_chromosomal_psv	39	51
81	5	IFITM1	DN_NC_073233.2_6759783_2	IFITM2	NC_073233.2	6759783	6762214	inter_chromosomal_psv	39	51
81	5	IFITM1	DN_NC_073233.2_6761147_2	IFITM1	NC_073233.2	6761147	6762775	inter_chromosomal_psv	39	51
81	5	IFITM1	DN_NC_073233.2_6765591_2	IFITM1	NC_073233.2	6765591	6766910	inter_chromosomal_psv	39	51
81	5	IFITM1	DN_NC_073233.2_6765652_2	IFITM1	NC_073233.2	6765652	6766915	inter_chromosomal_psv	39	51
81	5	IFITM1	DN_NC_073233.2_6771931_2	LOC101128980	NC_073233.2	6771931	6773347	inter_chromosomal_psv	39	51
81	5	IFITM1	DN_NC_073233.2_6771945_2	LOC101128980	NC_073233.2	6771945	6773173	inter_chromosomal_psv	39	51
82	2	ACTG1	DN_NC_073228.2_10434405_6	ACTG1	NC_073228.2	10434405	10437549	inter_chromosomal_psv	477	1815
82	2	ACTG1	DN_NC_073230.2_12962256_6	ACTB	NC_073230.2	12962256	12966021	inter_chromosomal_psv	477	1815
83	2	LOC129533692	DN_NC_073228.2_115483850_5	LOC129533692	NC_073228.2	115483850	115548465	tandem_like_psv	446	782
83	2	LOC129533692	DN_NC_073228.2_115545008_4	NREP	NC_073228.2	115545008	115574727	tandem_like_psv	446	782
86	2	SLC22A4	DN_NC_073228.2_136205303_10	SLC22A4	NC_073228.2	136205303	136255832	same_chrom_segmental_psv	835	2672
86	2	SLC22A4	DN_NC_073228.2_136280772_10	SLC22A5	NC_073228.2	136280772	136306941	same_chrom_segmental_psv	835	2672
87	2	TMCO6	DN_NC_073228.2_144488767_12	TMCO6	NC_073228.2	144488767	144495950	tandem_like_psv	269	495
87	2	TMCO6	DN_NC_073228.2_144494736_3	NDUFA2	NC_073228.2	144494736	144497151	tandem_like_psv	269	495
88	2	WDR55	DN_NC_073228.2_144514226_7	WDR55	NC_073228.2	144514226	144521819	tandem_like_psv	924	1637
88	2	WDR55	DN_NC_073228.2_144514232_2	WDR55	NC_073228.2	144514232	144520459	tandem_like_psv	924	1637
88	2	WDR55	DN_NC_073228.2_144520267_4	DND1	NC_073228.2	144520267	144523023	tandem_like_psv	924	1637
89	6	PCDHB2	DN_NC_073228.2_144930560_2	PCDHB2	NC_073228.2	144930560	144936062	same_chrom_segmental_psv	1479	3096
89	6	PCDHB2	DN_NC_073228.2_144930567_2	PCDHB2	NC_073228.2	144930567	144934701	same_chrom_segmental_psv	1479	3096
89	6	PCDHB2	DN_NC_073228.2_144930638_2	PCDHB2	NC_073228.2	144930638	144934991	same_chrom_segmental_psv	1479	3096
89	6	PCDHB2	DN_NC_073228.2_144957130_2	LOC101126280	NC_073228.2	144957130	144961197	same_chrom_segmental_psv	1479	3096
89	6	PCDHB2	DN_NC_073228.2_144970572_2	PCDHB5	NC_073228.2	144970572	144976306	same_chrom_segmental_psv	1479	3096
89	6	PCDHB2	DN_NC_073228.2_145022553_2	PCDHB16	NC_073228.2	145022553	145026155	same_chrom_segmental_psv	1479	3096
89	6	PCDHB2	DN_NC_073228.2_145079893_2	PCDHB15	NC_073228.2	145079893	145083403	same_chrom_segmental_psv	1479	3096
89	6	PCDHB2	DN_NC_073228.2_145079904_2	PCDHB15	NC_073228.2	145079904	145087484	same_chrom_segmental_psv	1479	3096
92	3	LOC101140892	DN_NC_073228.2_155613898_3	LOC101140892	NC_073228.2	155613898	155620942	inter_chromosomal_psv	135	266
92	3	LOC101140892	DN_NC_073240.2_70293854_4	RPLP1	NC_073240.2	70293854	70297271	inter_chromosomal_psv	135	266
92	3	LOC101140892	DN_NC_073242.2_101553722_4	TXNL4B	NC_073242.2	101553722	101578915	inter_chromosomal_psv	135	266
93	2	MIF4GD	DN_NC_073228.2_16703728_6	MIF4GD	NC_073228.2	16703728	16708735	tandem_like_psv	689	1185
93	2	MIF4GD	DN_NC_073228.2_16706128_5	MRPS7	NC_073228.2	16706128	16713274	tandem_like_psv	689	1185
94	2	THOC3	DN_NC_073228.2_179795915_6	THOC3	NC_073228.2	179795915	179805701	same_chrom_segmental_psv	14	1604
94	2	THOC3	DN_NC_073228.2_182778476_6	LOC101131460	NC_073228.2	182778476	182788817	same_chrom_segmental_psv	14	1604
95	9	LOC134758618	DN_NC_073228.2_179980536_5	LOC134758618	NC_073228.2	179980536	180003907	inter_chromosomal_psv	181	197
95	9	LOC134758618	DN_NC_073228.2_181539844_2	NA	NC_073228.2	181539844	181547555	inter_chromosomal_psv	181	197
95	9	LOC134758618	DN_NC_073228.2_182670660_2	NA	NC_073228.2	182670660	182676143	inter_chromosomal_psv	181	197
95	9	LOC134758618	DN_NC_073229.2_25792528_2	NA	NC_073229.2	25792528	25795712	inter_chromosomal_psv	181	197
95	9	LOC134758618	DN_NC_073232.2_89716083_2	NA	NC_073232.2	89716083	89720468	inter_chromosomal_psv	181	197
95	9	LOC134758618	DN_NC_073239.2_98525434_2	NA	NC_073239.2	98525434	98531280	inter_chromosomal_psv	181	197
95	9	LOC134758618	DN_NC_073241.2_105951612_2	NA	NC_073241.2	105951612	105962960	inter_chromosomal_psv	181	197
95	9	LOC134758618	DN_NC_073246.2_23987934_2	NA	NC_073246.2	23987934	23997190	inter_chromosomal_psv	181	197
95	9	LOC134758618	DN_NC_086017.1_185299820_2	NLGN1	NC_086017.1	185299820	185307284	inter_chromosomal_psv	181	197
96	2	RMND5B	DN_NC_073228.2_181756447_11	RMND5B	NC_073228.2	181756447	181776513	tandem_like_psv	556	1051
96	2	RMND5B	DN_NC_073228.2_181772207_4	NHP2	NC_073228.2	181772207	181780208	tandem_like_psv	556	1051
97	2	ZNF354A	DN_NC_073228.2_182334642_5	ZNF354A	NC_073228.2	182334642	182353538	same_chrom_segmental_psv	417	2852
97	2	ZNF354A	DN_NC_073228.2_182827930_5	ZNF354B	NC_073228.2	182827930	182857926	same_chrom_segmental_psv	417	2852
98	2	LOC129533419	DN_NC_073228.2_182473921_9	LOC129533419	NC_073228.2	182473921	182496031	same_chrom_segmental_psv	181	1609
98	2	LOC129533419	DN_NC_073228.2_182638384_11	LOC101137455	NC_073228.2	182638384	182662903	same_chrom_segmental_psv	181	1609
99	2	LOC115933189	DN_NC_073228.2_182513643_26	LOC115933189	NC_073228.2	182513643	182572979	same_chrom_segmental_psv	8	2531
99	2	LOC115933189	DN_NC_073228.2_182587557_24	LOC115933006	NC_073228.2	182587557	182620612	same_chrom_segmental_psv	8	2531
100	2	HNRNPH2	DN_NC_073228.2_183595646_14	HNRNPH1	NC_073228.2	183595646	183605271	inter_chromosomal_psv	329	1975
100	2	HNRNPH2	DN_NC_073247.2_113184288_2	HNRNPH2	NC_073247.2	113184288	113190306	inter_chromosomal_psv	329	1975
100	2	HNRNPH2	DN_NC_073247.2_113184310_2	HNRNPH2	NC_073247.2	113184310	113190306	inter_chromosomal_psv	329	1975
100	2	HNRNPH2	DN_NC_073247.2_113184407_2	HNRNPH2	NC_073247.2	113184407	113190305	inter_chromosomal_psv	329	1975
100	2	HNRNPH2	DN_NC_073247.2_113184615_2	HNRNPH2	NC_073247.2	113184615	113190305	inter_chromosomal_psv	329	1975
101	2	CANX	DN_NC_073228.2_183658467_2	CANX	NC_073228.2	183658467	183674593	inter_chromosomal_psv	96	630
101	2	CANX	DN_NC_073228.2_183658482_2	CANX	NC_073228.2	183658482	183674633	inter_chromosomal_psv	96	630
101	2	CANX	DN_NC_073247.2_162650382_5	HMGB3	NC_073247.2	162650382	162657912	inter_chromosomal_psv	96	630
102	2	SQSTM1	DN_NC_073228.2_183798210_8	SQSTM1	NC_073228.2	183798210	183814181	tandem_like_psv	724	1282
102	2	SQSTM1	DN_NC_073228.2_183812935_7	MRNIP	NC_073228.2	183812935	183833598	tandem_like_psv	724	1282
104	2	VCF1	DN_NC_073228.2_18739186_3	VCF1	NC_073228.2	18739186	18764782	tandem_like_psv	1226	2493
104	2	VCF1	DN_NC_073228.2_18740149_2	VCF1	NC_073228.2	18740149	18764782	tandem_like_psv	1226	2493
104	2	VCF1	DN_NC_073228.2_18761647_14	COG1	NC_073228.2	18761647	18779202	tandem_like_psv	1226	2493
105	2	COG1	DN_NC_073228.2_18779384_3	COG1	NC_073228.2	18779384	18803545	tandem_like_psv	97	293
105	2	COG1	DN_NC_073228.2_18798859_2	SSTR2	NC_073228.2	18798859	18807014	tandem_like_psv	97	293
106	7	LRRC37A3	DN_NC_073228.2_27148471_4	LRRC37A3	NC_073228.2	27148471	27157112	same_chrom_segmental_psv	56	74
106	7	LRRC37A3	DN_NC_073228.2_45686814_4	ARL17A	NC_073228.2	45686814	45720442	same_chrom_segmental_psv	56	74
106	7	LRRC37A3	DN_NC_073228.2_45710800_6	LOC101135168	NC_073228.2	45710800	45719483	same_chrom_segmental_psv	56	74
106	7	LRRC37A3	DN_NC_073228.2_45948292_6	LOC115934626	NC_073228.2	45948292	45959234	same_chrom_segmental_psv	56	74
106	7	LRRC37A3	DN_NC_073228.2_46729356_10	LOC115933002	NC_073228.2	46729356	46756392	same_chrom_segmental_psv	56	74
106	7	LRRC37A3	DN_NC_073228.2_60914130_12	LOC101128092	NC_073228.2	60914130	60946734	same_chrom_segmental_psv	56	74
106	7	LRRC37A3	DN_NC_073228.2_62340772_5	LOC115934680	NC_073228.2	62340772	62362304	same_chrom_segmental_psv	56	74
107	3	LOC101135518	DN_NC_073228.2_27169290_8	LOC101135518	NC_073228.2	27169290	27208979	same_chrom_segmental_psv	31	2531
107	3	LOC101135518	DN_NC_073228.2_45974488_9	LOC101151290	NC_073228.2	45974488	46016637	same_chrom_segmental_psv	31	2531
107	3	LOC101135518	DN_NC_073228.2_46778774_7	PLEKHM1	NC_073228.2	46778774	46816349	same_chrom_segmental_psv	31	2531
108	2	FTSJ3	DN_NC_073228.2_28222257_21	FTSJ3	NC_073228.2	28222257	28232213	tandem_like_psv	1105	2341
108	2	FTSJ3	DN_NC_073228.2_28230327_9	DDX42	NC_073228.2	28230327	28240829	tandem_like_psv	1105	2341
109	2	LOC101147326	DN_NC_073228.2_28439701_5	LOC101147326	NC_073228.2	28439701	28451023	inter_chromosomal_psv	841	1470
109	2	LOC101147326	DN_NC_073236.2_69434930_3	FAM136A	NC_073236.2	69434930	69441044	inter_chromosomal_psv	841	1470
110	2	METTL2A	DN_NC_073228.2_29619142_9	METTL2A	NC_073228.2	29619142	29646183	inter_chromosomal_psv	53	1352
110	2	METTL2A	DN_NC_073230.2_137552467_7	METTL2B	NC_073230.2	137552467	137579312	inter_chromosomal_psv	53	1352
111	2	TEX14	DN_NC_073228.2_33351152_31	TEX14	NC_073228.2	33351152	33493785	inter_chromosomal_psv	148	2157
111	2	TEX14	DN_NC_073236.2_29195344_14	LOC115933152	NC_073236.2	29195344	29246884	inter_chromosomal_psv	148	2157
112	2	IGBP1C	DN_NC_073228.2_33351168_2	IGBP1C	NC_073228.2	33351168	33380450	inter_chromosomal_psv	330	1522
112	2	IGBP1C	DN_NC_073247.2_81944671_6	IGBP1	NC_073247.2	81944671	81979281	inter_chromosomal_psv	330	1522
113	4	SERINC4	DN_NC_073228.2_34970492_2	NA	NC_073228.2	34970492	34977266	inter_chromosomal_psv	65	92
113	4	SERINC4	DN_NC_073240.2_44603034_3	SERF2	NC_073240.2	44603034	44606876	inter_chromosomal_psv	65	92
113	4	SERINC4	DN_NC_073240.2_44604956_12	SERINC4	NC_073240.2	44604956	44611347	inter_chromosomal_psv	65	92
113	4	SERINC4	DN_NC_073240.2_44606131_4	SERINC4	NC_073240.2	44606131	44614865	inter_chromosomal_psv	65	92
113	4	SERINC4	DN_NC_073245.2_56707704_5	TTPAL	NC_073245.2	56707704	56726800	inter_chromosomal_psv	65	92
115	2	CEP295	DN_NC_073228.2_47616570_2	NA	NC_073228.2	47616570	47634107	inter_chromosomal_psv	75	340
115	2	CEP295	DN_NC_073233.2_101397499_3	CEP295	NC_073233.2	101397499	101462425	inter_chromosomal_psv	75	340
116	2	TUBG2	DN_NC_073228.2_49804904_11	TUBG2	NC_073228.2	49804904	49812726	tandem_like_psv	276	1752
116	2	TUBG2	DN_NC_073228.2_49856055_11	LOC101154437	NC_073228.2	49856055	49862448	tandem_like_psv	276	1752
117	3	LOC115933306	DN_NC_073228.2_54243403_14	LOC115933306	NC_073228.2	54243403	54254352	same_chrom_segmental_psv	4	2006
117	3	LOC115933306	DN_NC_073228.2_56462402_14	LOC115934662	NC_073228.2	56462402	56473356	same_chrom_segmental_psv	4	2006
117	3	LOC115933306	DN_NC_073228.2_56531257_20	LOC129533797	NC_073228.2	56531257	56618745	same_chrom_segmental_psv	4	2006
118	2	LOC101143714	DN_NC_073228.2_57477870_3	LOC101143714	NC_073228.2	57477870	57539817	same_chrom_segmental_psv	346	836
118	2	LOC101143714	DN_NC_073228.2_57583458_4	SLFN12	NC_073228.2	57583458	57606698	same_chrom_segmental_psv	346	836
119	2	LOC101143714	DN_NC_073228.2_57567147_5	LOC101143714	NC_073228.2	57567147	57577539	tandem_like_psv	499	4044
119	2	LOC101143714	DN_NC_073228.2_57642308_6	SLFN11	NC_073228.2	57642308	57665911	tandem_like_psv	499	4044
120	2	RPL41	DN_NC_073228.2_61354966_3	NA	NC_073228.2	61354966	61368959	inter_chromosomal_psv	243	424
120	2	RPL41	DN_NC_073234.2_45248479_4	RPL41	NC_073234.2	45248479	45249723	inter_chromosomal_psv	243	424
121	2	LOC115934550	DN_NC_073228.2_62433488_6	LOC115934550	NC_073228.2	62433488	62466033	same_chrom_segmental_psv	285	2800
121	2	LOC115934550	DN_NC_073228.2_9345525_10	WDR45B	NC_073228.2	9345525	9380350	same_chrom_segmental_psv	285	2800
123	2	SLC46A1	DN_NC_073228.2_64684384_5	SLC46A1	NC_073228.2	64684384	64694909	tandem_like_psv	1355	2911
123	2	SLC46A1	DN_NC_073228.2_64691860_6	SARM1	NC_073228.2	64691860	64706086	tandem_like_psv	1355	2911
124	2	IFT20	DN_NC_073228.2_64755384_5	IFT20	NC_073228.2	64755384	64762542	tandem_like_psv	435	787
124	2	IFT20	DN_NC_073228.2_64760968_3	TMEM97	NC_073228.2	64760968	64772391	tandem_like_psv	435	787
125	2	LOC101142859	DN_NC_073228.2_66328056_2	LOC101142859	NC_073228.2	66328056	66332632	same_chrom_segmental_psv	35	3095
125	2	LOC101142859	DN_NC_073228.2_70719297_2	LOC134758545	NC_073228.2	70719297	70725013	same_chrom_segmental_psv	35	3095
126	5	UBC	DN_NC_073228.2_70438436_2	LOC109026704	NC_073228.2	70438436	70441040	inter_chromosomal_psv	184	283
126	5	UBC	DN_NC_073228.2_83793803_2	UBB	NC_073228.2	83793803	83798131	inter_chromosomal_psv	184	283
126	5	UBC	DN_NC_073228.2_83796015_2	UBB	NC_073228.2	83796015	83797419	inter_chromosomal_psv	184	283
126	5	UBC	DN_NC_073234.2_140369418_2	UBC	NC_073234.2	140369418	140372363	inter_chromosomal_psv	184	283
126	5	UBC	DN_NC_073234.2_140369418_3	UBC	NC_073234.2	140369418	140372814	inter_chromosomal_psv	184	283
126	5	UBC	DN_NC_073234.2_140369419_2	UBC	NC_073234.2	140369419	140397887	inter_chromosomal_psv	184	283
127	2	LOC115932821	DN_NC_073228.2_70530128_4	NA	NC_073228.2	70530128	70634680	same_chrom_segmental_psv	461	795
127	2	LOC115932821	DN_NC_073228.2_78905136_2	LOC115932821	NC_073228.2	78905136	78936388	same_chrom_segmental_psv	461	795
127	2	LOC115932821	DN_NC_073228.2_78905136_3	LOC115932821	NC_073228.2	78905136	78937561	same_chrom_segmental_psv	461	795
128	2	LOC115932787	DN_NC_073228.2_78724694_4	LOC115932787	NC_073228.2	78724694	78746697	same_chrom_segmental_psv	170	1461
128	2	LOC115932787	DN_NC_073228.2_79204251_5	MAP2K3	NC_073228.2	79204251	79215020	same_chrom_segmental_psv	170	1461
129	3	LOC115932794	DN_NC_073228.2_78872851_5	LOC115932794	NC_073228.2	78872851	78904934	inter_chromosomal_psv	1532	2886
129	3	LOC115932794	DN_NC_073245.2_35742393_2	LOC129529083	NC_073245.2	35742393	35747290	inter_chromosomal_psv	1532	2886
129	3	LOC115932794	DN_NC_073245.2_35910982_4	LOC134757821	NC_073245.2	35910982	36064925	inter_chromosomal_psv	1532	2886
130	4	LOC109025320	DN_NC_073228.2_78946144_3	LOC109025320	NC_073228.2	78946144	78990936	inter_chromosomal_psv	92	2451
130	4	LOC109025320	DN_NC_073228.2_78970101_2	LOC109025320	NC_073228.2	78970101	78990936	inter_chromosomal_psv	92	2451
130	4	LOC109025320	DN_NC_073228.2_78970117_3	LOC109025320	NC_073228.2	78970117	78990936	inter_chromosomal_psv	92	2451
130	4	LOC109025320	DN_NC_073242.2_66481481_2	LINC02693	NC_073242.2	66481481	66502248	inter_chromosomal_psv	92	2451
130	4	LOC109025320	DN_NC_073242.2_68108553_2	LOC129527663	NC_073242.2	68108553	68129983	inter_chromosomal_psv	92	2451
131	2	LOC109026767	DN_NC_073228.2_79859997_3	LOC109026767	NC_073228.2	79859997	79864507	same_chrom_segmental_psv	39	2741
131	2	LOC109026767	DN_NC_073228.2_83368453_5	LOC115934575	NC_073228.2	83368453	83378276	same_chrom_segmental_psv	39	2741
132	2	LOC109026769	DN_NC_073228.2_79926211_12	LOC109026769	NC_073228.2	79926211	79971481	same_chrom_segmental_psv	62	4775
132	2	LOC109026769	DN_NC_073228.2_83434996_12	CCDC144A	NC_073228.2	83434996	83478593	same_chrom_segmental_psv	62	4775
133	2	TVP23B	DN_NC_073228.2_81446275_7	TVP23B	NC_073228.2	81446275	81475874	inter_chromosomal_psv	10	745
133	2	TVP23B	DN_NC_073243.2_30823221_7	CDRT4	NC_073243.2	30823221	30848095	inter_chromosomal_psv	10	745
135	2	B3GNTL1	DN_NC_073228.2_8941710_13	B3GNTL1	NC_073228.2	8941710	9047096	same_chrom_segmental_psv	1730	3594
135	2	B3GNTL1	DN_NC_073228.2_9043620_39	TBCD	NC_073228.2	9043620	9236645	same_chrom_segmental_psv	1730	3594
136	2	NR2F1	DN_NC_073228.2_97705476_2	NR2F1	NC_073228.2	97705476	97712290	inter_chromosomal_psv	305	1318
136	2	NR2F1	DN_NC_073240.2_97547891_3	NR2F2	NC_073240.2	97547891	97561135	inter_chromosomal_psv	305	1318
140	2	RFX6	DN_NC_073229.2_141117205_4	RFX6	NC_073229.2	141117205	141214738	inter_chromosomal_psv	515	1129
140	2	RFX6	DN_NC_073237.2_129726988_8	RPL7A	NC_073237.2	129726988	129730452	inter_chromosomal_psv	515	1129
141	2	AKAP7	DN_NC_073229.2_155339698_8	AKAP7	NC_073229.2	155339698	155491791	same_chrom_segmental_psv	845	1988
141	2	AKAP7	DN_NC_073229.2_155458435_2	AKAP7	NC_073229.2	155458435	155491791	same_chrom_segmental_psv	845	1988
142	3	ULBP1	DN_NC_073229.2_174132332_5	ULBP1	NC_073229.2	174132332	174142281	same_chrom_segmental_psv	324	1542
142	3	ULBP1	DN_NC_073229.2_174168227_4	LOC101140030	NC_073229.2	174168227	174175444	same_chrom_segmental_psv	324	1542
142	3	ULBP1	DN_NC_073229.2_174230881_5	ULBP3	NC_073229.2	174230881	174238760	same_chrom_segmental_psv	324	1542
143	3	LOC109025132	DN_NC_073229.2_17702988_11	LOC109025132	NC_073229.2	17702988	17720448	inter_chromosomal_psv	225	1960
143	3	LOC109025132	DN_NC_073234.2_15631092_11	LOC129525643	NC_073234.2	15631092	15648171	inter_chromosomal_psv	225	1960
