family_id	n_loci	dominant_gene	member_dn	member_gene	chrom	start	end	psv_status	n_psv	n_aligned_cols
372	2	RTRAF	DN_NC_073239.2_68942364_8	RTRAF	NC_073239.2	68942364	68963575	aligned_no_psv	0	377
372	2	RTRAF	DN_NC_073239.2_68957209_21	NA	NC_073239.2	68957209	68957209	aligned_no_psv	0	377
380	8	LOC109023386	DN_NC_073240.2_23337808_11	LOC129527054	NC_073240.2	23337808	23357170	no_alignment	0	0
380	8	LOC109023386	DN_NC_073240.2_23447377_5	LOC109023386	NC_073240.2	23447377	23461673	no_alignment	0	0
380	8	LOC109023386	DN_NC_073240.2_23459848_11	LOC109023386	NC_073240.2	23459848	23492692	no_alignment	0	0
380	8	LOC109023386	DN_NC_073240.2_24764672_4	LOC134757229	NC_073240.2	24764672	24786557	no_alignment	0	0
380	8	LOC109023386	DN_NC_073240.2_24965661_3	LOC129527072	NC_073240.2	24965661	24969286	no_alignment	0	0
380	8	LOC109023386	DN_NC_073240.2_29369420_15	HERC2	NC_073240.2	29369420	29393816	no_alignment	0	0
380	8	LOC109023386	DN_NC_073240.2_29509629_20	HERC2	NC_073240.2	29509629	29577246	no_alignment	0	0
380	8	LOC109023386	DN_NC_073240.2_31271054_17	LOC115930830	NC_073240.2	31271054	31315009	no_alignment	0	0
389	2	LOC101136124	DN_NC_073241.2_105983132_2	LOC101136124	NC_073241.2	105983132	105988937	aligned_no_psv	0	3578
389	2	LOC101136124	DN_NC_073241.2_105983194_3	LOC101136124	NC_073241.2	105983194	106001737	aligned_no_psv	0	3578
390	2	NFATC1	DN_NC_073241.2_108714725_10	NFATC1	NC_073241.2	108714725	108844363	aligned_no_psv	0	1792
390	2	NFATC1	DN_NC_073241.2_108809171_2	NFATC1	NC_073241.2	108809171	108844363	aligned_no_psv	0	1792
392	2	RAB31	DN_NC_073241.2_40387685_7	RAB31	NC_073241.2	40387685	40542442	aligned_no_psv	0	3329
392	2	RAB31	DN_NC_073241.2_40387689_2	RAB31	NC_073241.2	40387689	40394898	aligned_no_psv	0	3329
394	2	NA	DN_NC_073241.2_63472392_2	NA	NC_073241.2	63472392	63564519	aligned_no_psv	0	5154
394	2	NA	DN_NC_073241.2_63472404_2	NA	NC_073241.2	63472404	63507831	aligned_no_psv	0	5154
399	2	COTL1	DN_NC_073242.2_115072204_2	COTL1	NC_073242.2	115072204	115092875	aligned_no_psv	0	1359
399	2	COTL1	DN_NC_073242.2_115072204_4	COTL1	NC_073242.2	115072204	115124755	aligned_no_psv	0	1359
400	2	ZCCHC14	DN_NC_073242.2_117986135_2	ZCCHC14	NC_073242.2	117986135	117994254	aligned_no_psv	0	4103
400	2	ZCCHC14	DN_NC_073242.2_117987704_2	ZCCHC14	NC_073242.2	117987704	117991685	aligned_no_psv	0	4103
407	2	KNOP1	DN_NC_073242.2_19342904_5	KNOP1	NC_073242.2	19342904	19356027	aligned_no_psv	0	1245
407	2	KNOP1	DN_NC_073242.2_19351473_2	KNOP1	NC_073242.2	19351473	19355458	aligned_no_psv	0	1245
414	2	LOC115931067	DN_NC_073242.2_3790652_3	LOC115931067	NC_073242.2	3790652	3791552	aligned_no_psv	0	630
414	2	LOC115931067	DN_NC_073242.2_3794469_3	LOC134757486	NC_073242.2	3794469	3795361	aligned_no_psv	0	630
420	2	SIAH1	DN_NC_073242.2_77427667_2	SIAH1	NC_073242.2	77427667	77433132	aligned_no_psv	0	1903
420	2	SIAH1	DN_NC_073242.2_77427668_2	SIAH1	NC_073242.2	77427668	77451973	aligned_no_psv	0	1903
420	2	SIAH1	DN_NC_073242.2_77427669_2	SIAH1	NC_073242.2	77427669	77452333	aligned_no_psv	0	1903
426	2	CDH3	DN_NC_073242.2_97869680_2	CDH3	NC_073242.2	97869680	97871674	aligned_no_psv	0	958
426	2	CDH3	DN_NC_073242.2_97870017_16	CDH3	NC_073242.2	97870017	97925436	aligned_no_psv	0	958
427	2	COG8	DN_NC_073242.2_98553829_2	COG8	NC_073242.2	98553829	98557527	aligned_no_psv	0	4167
427	2	COG8	DN_NC_073242.2_98553829_6	COG8	NC_073242.2	98553829	98566586	aligned_no_psv	0	4167
431	2	MRPL36	DN_NC_073243.2_110379923_2	MRPL36	NC_073243.2	110379923	110383348	aligned_no_psv	0	867
431	2	MRPL36	DN_NC_073243.2_110381900_2	MRPL36	NC_073243.2	110381900	110383348	aligned_no_psv	0	867
434	2	LOC101144819	DN_NC_073243.2_18392433_3	NA	NC_073243.2	18392433	18392433	aligned_no_psv	0	2640
434	2	LOC101144819	DN_NC_073243.2_18392434_2	LOC101144819	NC_073243.2	18392434	18496071	aligned_no_psv	0	2640
435	2	TRPV3	DN_NC_073243.2_18635045_12	TRPV3	NC_073243.2	18635045	18660804	aligned_no_psv	0	3508
435	2	TRPV3	DN_NC_073243.2_18635046_2	TRPV3	NC_073243.2	18635046	18638426	aligned_no_psv	0	3508
436	2	CXCL16	DN_NC_073243.2_19854793_3	CXCL16	NC_073243.2	19854793	19859449	aligned_no_psv	0	1427
436	2	CXCL16	DN_NC_073243.2_19856930_6	CXCL16	NC_073243.2	19856930	19863289	aligned_no_psv	0	1427
437	2	ZNF594	DN_NC_073243.2_20322881_2	ZNF594	NC_073243.2	20322881	20335718	aligned_no_psv	0	145
437	2	ZNF594	DN_NC_073243.2_20324218_2	ZNF594	NC_073243.2	20324218	20335526	aligned_no_psv	0	145
437	2	ZNF594	DN_NC_073243.2_20331571_2	ZNF594	NC_073243.2	20331571	20335678	aligned_no_psv	0	145
440	2	NAA38	DN_NC_073243.2_23006862_3	NAA38	NC_073243.2	23006862	23008129	aligned_no_psv	0	373
440	2	NAA38	DN_NC_073243.2_23006869_2	NAA38	NC_073243.2	23006869	23007419	aligned_no_psv	0	373
443	2	LOC129527921	DN_NC_073243.2_30120917_2	LOC129527921	NC_073243.2	30120917	30123255	aligned_no_psv	0	341
443	2	LOC129527921	DN_NC_073243.2_30120917_5	LOC129527921	NC_073243.2	30120917	30246526	aligned_no_psv	0	341
446	2	ITGA1	DN_NC_073243.2_57271335_29	ITGA1	NC_073243.2	57271335	57439218	aligned_no_psv	0	514
446	2	ITGA1	DN_NC_073243.2_57401653_2	ITGA1	NC_073243.2	57401653	57438997	aligned_no_psv	0	514
447	2	LOC109023803	DN_NC_073243.2_68855949_2	LOC109023803	NC_073243.2	68855949	68866399	aligned_no_psv	0	232
447	2	LOC109023803	DN_NC_073243.2_68861513_2	LOC109023803	NC_073243.2	68861513	68866414	aligned_no_psv	0	232
450	2	LRRC8E	DN_NC_073244.2_13768230_3	LRRC8E	NC_073244.2	13768230	13781788	aligned_no_psv	0	3353
450	2	LRRC8E	DN_NC_073244.2_13778576_2	LRRC8E	NC_073244.2	13778576	13783347	aligned_no_psv	0	3353
455	2	EID2B	DN_NC_073244.2_51264173_3	EID2B	NC_073244.2	51264173	51273937	aligned_no_psv	0	1897
455	2	EID2B	DN_NC_073244.2_51264524_3	EID2B	NC_073244.2	51264524	51265810	aligned_no_psv	0	1897
457	2	CCDC8	DN_NC_073244.2_57930048_2	CCDC8	NC_073244.2	57930048	57933083	aligned_no_psv	0	2745
457	2	CCDC8	DN_NC_073244.2_57930050_2	CCDC8	NC_073244.2	57930050	57936311	aligned_no_psv	0	2745
459	2	FSTL3	DN_NC_073244.2_6454410_5	FSTL3	NC_073244.2	6454410	6461262	aligned_no_psv	0	1776
459	2	FSTL3	DN_NC_073244.2_6458781_2	FSTL3	NC_073244.2	6458781	6461262	aligned_no_psv	0	1776
470	2	PHF20	DN_NC_073245.2_47982129_11	PHF20	NC_073245.2	47982129	48126899	aligned_no_psv	0	143
470	2	PHF20	DN_NC_073245.2_47982132_2	PHF20	NC_073245.2	47982132	47985264	aligned_no_psv	0	143
472	2	TP53RK	DN_NC_073245.2_58910437_2	TP53RK	NC_073245.2	58910437	58918424	aligned_no_psv	0	2756
472	2	TP53RK	DN_NC_073245.2_58914759_2	TP53RK	NC_073245.2	58914759	58918427	aligned_no_psv	0	2756
476	2	LOC129530473	DN_NC_073246.2_2173988_2	LOC129530473	NC_073246.2	2173988	2180391	aligned_no_psv	0	1460
476	2	LOC129530473	DN_NC_086018.1_1713296_2	LOC129530554	NC_086018.1	1713296	1719732	aligned_no_psv	0	1460
477	2	LOC101142904	DN_NC_073246.2_2235416_3	LOC101142904	NC_073246.2	2235416	2244379	aligned_no_psv	0	315
477	2	LOC101142904	DN_NC_086018.1_1774757_3	LOC129530552	NC_086018.1	1774757	1783719	aligned_no_psv	0	315
481	2	PTTG1IP	DN_NC_073246.2_46697499_3	PTTG1IP	NC_073246.2	46697499	46707629	aligned_no_psv	0	2249
481	2	PTTG1IP	DN_NC_073246.2_46697510_2	PTTG1IP	NC_073246.2	46697510	46723202	aligned_no_psv	0	2249
482	2	LOC101143381	DN_NC_073246.2_46782162_4	LOC101143381	NC_073246.2	46782162	46788681	no_alignment	0	0
482	2	LOC101143381	DN_NC_073246.2_46785229_2	NA	NC_073246.2	46785229	46785229	no_alignment	0	0
484	2	NA	DN_NC_073247.2_111144748_2	NA	NC_073247.2	111144748	111152384	aligned_no_psv	0	2437
484	2	NA	DN_NC_073247.2_111144771_2	NA	NC_073247.2	111144771	111328733	aligned_no_psv	0	2437
490	2	CD99	DN_NC_073247.2_11949199_10	CD99	NC_073247.2	11949199	12001450	aligned_no_psv	0	2945
490	2	CD99	DN_NC_073248.2_9270633_10	CD99	NC_073248.2	9270633	9322656	aligned_no_psv	0	2945
491	2	TSC22D3	DN_NC_073247.2_119495343_3	TSC22D3	NC_073247.2	119495343	119558336	aligned_no_psv	0	1581
491	2	TSC22D3	DN_NC_073247.2_119495344_2	TSC22D3	NC_073247.2	119495344	119498617	aligned_no_psv	0	1581
493	2	EOLA1	DN_NC_073247.2_161158664_6	EOLA1	NC_073247.2	161158664	161172248	aligned_no_psv	0	1044
493	2	EOLA1	DN_NC_073247.2_161607555_5	EOLA2	NC_073247.2	161607555	161615285	aligned_no_psv	0	1044
497	2	IKBKG	DN_NC_073247.2_166164942_10	IKBKG	NC_073247.2	166164942	166182682	aligned_no_psv	0	718
497	2	IKBKG	DN_NC_073247.2_166250782_8	LOC115932121	NC_073247.2	166250782	166258482	aligned_no_psv	0	718
507	2	LOC101146541	DN_NC_073247.2_62249491_13	LOC101146541	NC_073247.2	62249491	62256990	aligned_no_psv	0	3405
507	2	LOC101146541	DN_NC_073247.2_62361057_13	LOC101144987	NC_073247.2	62361057	62368506	aligned_no_psv	0	3405
508	2	LOC115932194	DN_NC_073247.2_62664010_4	LOC115932194	NC_073247.2	62664010	62669073	aligned_no_psv	0	830
508	2	LOC115932194	DN_NC_073247.2_62680287_4	LOC101148088	NC_073247.2	62680287	62685309	aligned_no_psv	0	830
510	2	FAM236B	DN_NC_073247.2_84517974_3	FAM236B	NC_073247.2	84517974	84518773	aligned_no_psv	0	557
510	2	FAM236B	DN_NC_073247.2_84678651_3	LOC129530010	NC_073247.2	84678651	84679545	aligned_no_psv	0	557
513	4	LOC129530275	DN_NC_073248.2_34736504_6	LOC129530275	NC_073248.2	34736504	34739289	aligned_no_psv	0	1140
513	4	LOC129530275	DN_NC_073248.2_34798633_6	LOC129530278	NC_073248.2	34798633	34801361	aligned_no_psv	0	1140
513	4	LOC129530275	DN_NC_073248.2_34819290_6	LOC129530279	NC_073248.2	34819290	34822050	aligned_no_psv	0	1140
513	4	LOC129530275	DN_NC_073248.2_34839953_6	LOC129530280	NC_073248.2	34839953	34842734	aligned_no_psv	0	1140
514	2	CRYBG3	DN_NC_086017.1_108627629_4	CRYBG3	NC_086017.1	108627629	108684809	aligned_no_psv	0	6124
514	2	CRYBG3	DN_NC_086017.1_108681024_19	CRYBG3	NC_086017.1	108681024	108754968	aligned_no_psv	0	6124
515	2	LOC109026206	DN_NC_086017.1_117701253_4	LOC109026206	NC_086017.1	117701253	117732867	aligned_no_psv	0	118
515	2	LOC109026206	DN_NC_086017.1_117728965_2	LOC109026206	NC_086017.1	117728965	117732883	aligned_no_psv	0	118
517	2	ARHGAP31	DN_NC_086017.1_130144954_2	ARHGAP31	NC_086017.1	130144954	130154588	aligned_no_psv	0	905
517	2	ARHGAP31	DN_NC_086017.1_130145214_12	ARHGAP31	NC_086017.1	130145214	130270244	aligned_no_psv	0	905
518	2	GSK3B	DN_NC_086017.1_130685211_11	GSK3B	NC_086017.1	130685211	130956468	aligned_no_psv	0	1711
518	2	GSK3B	DN_NC_086017.1_130899629_2	GSK3B	NC_086017.1	130899629	130955998	aligned_no_psv	0	1711
519	2	CCDC14	DN_NC_086017.1_134778224_13	CCDC14	NC_086017.1	134778224	134826190	aligned_no_psv	0	2003
519	2	CCDC14	DN_NC_086017.1_134778224_2	CCDC14	NC_086017.1	134778224	134787632	aligned_no_psv	0	2003
521	2	OSBPL11	DN_NC_086017.1_136401128_13	OSBPL11	NC_086017.1	136401128	136470541	aligned_no_psv	0	949
521	2	OSBPL11	DN_NC_086017.1_136467658_2	OSBPL11	NC_086017.1	136467658	136470518	aligned_no_psv	0	949
522	2	PLXND1	DN_NC_086017.1_140746758_18	PLXND1	NC_086017.1	140746758	140762462	aligned_no_psv	0	1428
522	2	PLXND1	DN_NC_086017.1_140746758_2	PLXND1	NC_086017.1	140746758	140748999	aligned_no_psv	0	1428
523	2	RAB6B	DN_NC_086017.1_145000409_2	RAB6B	NC_086017.1	145000409	145004451	aligned_no_psv	0	4622
523	2	RAB6B	DN_NC_086017.1_145000409_8	RAB6B	NC_086017.1	145000409	145072080	aligned_no_psv	0	4622
524	3	ZBTB38	DN_NC_086017.1_152589059_3	ZBTB38	NC_086017.1	152589059	152635613	aligned_no_psv	0	6524
524	3	ZBTB38	DN_NC_086017.1_152612872_2	ZBTB38	NC_086017.1	152612872	152633165	aligned_no_psv	0	6524
524	3	ZBTB38	DN_NC_086017.1_152618662_2	ZBTB38	NC_086017.1	152618662	152635612	aligned_no_psv	0	6524
524	3	ZBTB38	DN_NC_086017.1_152627210_2	ZBTB38	NC_086017.1	152627210	152635609	aligned_no_psv	0	6524
525	2	TSC22D2	DN_NC_086017.1_161554109_3	TSC22D2	NC_086017.1	161554109	161606067	aligned_no_psv	0	3076
525	2	TSC22D2	DN_NC_086017.1_161554163_2	TSC22D2	NC_086017.1	161554163	161561067	aligned_no_psv	0	3076
526	2	SEC62	DN_NC_086017.1_181049848_8	SEC62	NC_086017.1	181049848	181082539	aligned_no_psv	0	3878
526	2	SEC62	DN_NC_086017.1_181076983_2	SEC62	NC_086017.1	181076983	181081661	aligned_no_psv	0	3878
528	2	SOX2	DN_NC_086017.1_192652140_6	SOX2	NC_086017.1	192652140	192832200	aligned_no_psv	0	4072
528	2	SOX2	DN_NC_086017.1_192789306_2	SOX2	NC_086017.1	192789306	192832199	aligned_no_psv	0	4072
529	2	RNF168	DN_NC_086017.1_208034768_6	RNF168	NC_086017.1	208034768	208069322	aligned_no_psv	0	993
529	2	RNF168	DN_NC_086017.1_208064025_2	RNF168	NC_086017.1	208064025	208069291	aligned_no_psv	0	993
532	2	RBMS3	DN_NC_086017.1_39119183_14	RBMS3	NC_086017.1	39119183	39868214	aligned_no_psv	0	893
532	2	RBMS3	DN_NC_086017.1_39119300_2	RBMS3	NC_086017.1	39119300	39146431	aligned_no_psv	0	893
533	2	LIMD1	DN_NC_086017.1_55487080_8	LIMD1	NC_086017.1	55487080	55574078	aligned_no_psv	0	4329
533	2	LIMD1	DN_NC_086017.1_55569143_2	LIMD1	NC_086017.1	55569143	55582191	aligned_no_psv	0	4329
534	2	SETD2	DN_NC_086017.1_56891439_19	SETD2	NC_086017.1	56891439	56999659	aligned_no_psv	0	4367
534	2	SETD2	DN_NC_086017.1_56995024_2	SETD2	NC_086017.1	56995024	57040874	aligned_no_psv	0	4367
535	2	LOC109026268	DN_NC_086017.1_57040965_3	LOC109026268	NC_086017.1	57040965	57115761	aligned_no_psv	0	878
535	2	LOC109026268	DN_NC_086017.1_57040984_2	LOC109026268	NC_086017.1	57040984	57115751	aligned_no_psv	0	878
535	2	LOC109026268	DN_NC_086017.1_57040987_2	LOC109026268	NC_086017.1	57040987	57047238	aligned_no_psv	0	878
536	2	PRKAR2A	DN_NC_086017.1_58612310_12	PRKAR2A	NC_086017.1	58612310	58715361	aligned_no_psv	0	267
536	2	PRKAR2A	DN_NC_086017.1_58705155_2	PRKAR2A	NC_086017.1	58705155	58715358	aligned_no_psv	0	267
537	2	TASOR	DN_NC_086017.1_66512328_14	TASOR	NC_086017.1	66512328	66549004	aligned_no_psv	0	645
537	2	TASOR	DN_NC_086017.1_66541567_2	TASOR	NC_086017.1	66541567	66549047	aligned_no_psv	0	645
538	2	BCL2L13	DN_NC_086018.1_15656293_7	BCL2L13	NC_086018.1	15656293	15754136	aligned_no_psv	0	4010
538	2	BCL2L13	DN_NC_086018.1_15730205_2	BCL2L13	NC_086018.1	15730205	15754129	aligned_no_psv	0	4010
543	2	UBE2L3	DN_NC_086018.1_19145867_4	UBE2L3	NC_086018.1	19145867	19198922	aligned_no_psv	0	2520
543	2	UBE2L3	DN_NC_086018.1_19196747_2	UBE2L3	NC_086018.1	19196747	19204970	aligned_no_psv	0	2520
549	2	LOC101144484	DN_NC_086018.1_44045392_3	LOC101144484	NC_086018.1	44045392	44052696	aligned_no_psv	0	3207
549	2	LOC101144484	DN_NC_086018.1_44049622_3	LOC101144484	NC_086018.1	44049622	44054252	aligned_no_psv	0	3207
