family_id	seed_tid	tid	chrom	start	end	n_exon	strand	n_reads	identity	coverage
GWFAM198	DN_NC_073240.2_33035919_18	SE_NC_073240.2_29616569_18	NC_073240.2	29616569	29627196	18	+	1	0.8853	0.9397
GWFAM28	DN_NC_073224.2_223613827_8	SE_NC_073224.2_223540622_8	NC_073224.2	223540622	223625869	8	+	1	0.8651	0.9604
GWFAM4	DN_NC_073224.2_19135995_8	SE_NC_073224.2_29081369_8	NC_073224.2	29081369	29090914	8	-	2	0.8661	0.9588
GWFAM68	DN_NC_073228.2_123324738_24	SE_NC_073228.2_123228116_25	NC_073228.2	123228116	123408943	25	+	1	1.0000	0.8298
GWFAM91	DN_NC_073230.2_13331394_15	SE_NC_073230.2_14245235_14	NC_073230.2	14245235	14272486	14	-	1	0.8357	0.9926
GWFAM113	DN_NC_073232.2_8894428_4	SE_NC_073242.2_120770777_3	NC_073242.2	120770777	120775413	3	+	1	0.8481	0.9756
GWFAM213	DN_NC_073242.2_66060869_2	SE_NC_073242.2_66832287_3	NC_073242.2	66832287	66834776	3	-	1	1.0000	0.8236
GWFAM52	DN_NC_073228.2_46778779_7	SE_NC_073228.2_27169376_8	NC_073228.2	27169376	27206988	8	+	1	0.8276	0.9941
GWFAM30	DN_NC_073248.2_45277558_8	SE_NC_073236.2_24785625_8	NC_073236.2	24785625	24805471	8	+	1	0.8259	0.9960
GWFAM253	DN_NC_073247.2_164442448_2	SE_NC_073247.2_164381308_3	NC_073247.2	164381308	164384844	3	+	2	1.0000	0.8203
GWFAM63	DN_NC_073228.2_83435233_12	SE_NC_073228.2_79926417_12	NC_073228.2	79926417	79970835	12	-	1	0.9371	0.8724
GWFAM90	DN_NC_073232.2_146269345_5	SE_NC_073236.2_140400084_4	NC_073236.2	140400084	140454049	4	+	2	0.8253	0.9897
GWFAM45	DN_NC_073239.2_44147092_8	SE_NC_073238.2_26538465_7	NC_073238.2	26538465	26588854	7	+	1	0.8869	0.9197
GWFAM45	DN_NC_073240.2_14911190_8	SE_NC_086018.1_10403121_8	NC_086018.1	10403121	10425268	8	-	1	0.8195	0.9871
GWFAM45	DN_NC_073240.2_14911190_8	SE_NC_073239.2_44147109_8	NC_073239.2	44147109	44168995	8	+	1	0.8315	0.9728
GWFAM197	DN_NC_073240.2_23487858_3	SE_NC_073240.2_23487859_4	NC_073240.2	23487859	23502172	4	-	1	0.9124	0.8858
GWFAM214	DN_NC_073242.2_68110829_2	SE_NC_073242.2_66460984_2	NC_073242.2	66460984	66500563	2	+	1	0.9770	0.8269
GWFAM151	DN_NC_073240.2_14397327_6	SE_NC_073236.2_30633000_6	NC_073236.2	30633000	30708620	6	+	2	0.8220	0.9825
GWFAM2	DN_NC_073224.2_6827758_6	SE_NC_073230.2_165840311_6	NC_073230.2	165840311	165855075	6	+	1	0.8417	0.9595
GWFAM142	DN_NC_073234.2_140369418_2	SE_NC_073234.2_140369419_2	NC_073234.2	140369419	140386326	2	-	1	0.9633	0.8378
GWFAM212	DN_NC_073242.2_65851148_2	SE_NC_073242.2_66880615_2	NC_073242.2	66880615	66889156	2	-	2	0.9841	0.8197
GWFAM257	DN_NC_073248.2_19625716_11	SE_NC_073248.2_15477439_11	NC_073248.2	15477439	15491519	11	+	1	0.8258	0.9764
GWFAM28	DN_NC_073224.2_223291577_8	SE_NC_073224.2_223478353_8	NC_073224.2	223478353	223553669	8	+	1	0.8205	0.9814
GWFAM157	DN_NC_073237.2_24387112_11	SE_NC_073237.2_29425545_10	NC_073237.2	29425545	29453939	10	-	1	0.8389	0.9598
GWFAM257	DN_NC_073248.2_19671639_11	SE_NC_073248.2_19602755_10	NC_073248.2	19602755	19616595	10	-	1	0.8082	0.9959
GWFAM157	DN_NC_073237.2_29418618_13	SE_NC_073236.2_32861438_13	NC_073236.2	32861438	32988207	13	-	1	0.8627	0.9286
GWFAM158	DN_NC_073238.2_54832837_2	SE_NC_073236.2_32935396_3	NC_073236.2	32935396	32984886	3	-	1	0.8993	0.8894
GWFAM210	DN_NC_073242.2_27178722_8	SE_NC_073242.2_26889057_9	NC_073242.2	26889057	26932764	9	-	1	0.8892	0.8994
GWFAM175	DN_NC_073241.2_195934_6	SE_NC_073240.2_4575975_6	NC_073240.2	4575975	4582986	6	+	1	0.8014	0.9960
GWFAM100	DN_NC_073230.2_72907176_2	SE_NC_073230.2_72857218_2	NC_073230.2	72857218	72867296	2	-	1	1.0000	0.7961
GWFAM196	DN_NC_073240.2_21601869_7	SE_NC_073240.2_23210842_7	NC_073240.2	23210842	23219686	7	-	1	0.8469	0.9392
GWFAM193	DN_NC_073240.2_22861517_4	SE_NC_073240.2_21986618_4	NC_073240.2	21986618	22022171	4	-	1	0.9594	0.8289
GWFAM256	DN_NC_073248.2_19602755_10	SE_NC_073248.2_16416024_10	NC_073248.2	16416024	16429870	10	+	1	0.8079	0.9840
GWFAM233	DN_NC_073246.2_2410732_2	SE_NC_086018.1_1957960_2	NC_086018.1	1957960	1963722	2	-	2	0.9342	0.8509
GWFAM77	DN_NC_073228.2_182513645_26	SE_NC_073228.2_182587557_25	NC_073228.2	182587557	182620612	25	+	2	0.8672	0.9157
GWFAM256	DN_NC_073248.2_19602755_10	SE_NC_073248.2_16438995_10	NC_073248.2	16438995	16451732	10	+	1	0.8164	0.9680
GWFAM225	DN_NC_073244.2_48660338_4	SE_NC_073244.2_48919812_4	NC_073244.2	48919812	48976084	4	-	1	0.9528	0.8279
GWFAM233	DN_NC_073246.2_2410732_2	SE_NC_086018.1_6578973_2	NC_086018.1	6578973	6583522	2	+	1	0.8357	0.9437
GWFAM186	DN_NC_073239.2_32665974_8	SE_NC_073239.2_32630525_8	NC_073239.2	32630525	32646111	8	-	1	0.8005	0.9819
GWFAM30	DN_NC_073246.2_11287670_8	SE_NC_073238.2_23392848_8	NC_073238.2	23392848	23417082	8	+	2	0.8126	0.9668
GWFAM260	DN_NC_086018.1_19032547_10	SE_NC_086018.1_18994224_11	NC_086018.1	18994224	19040299	11	+	1	0.9329	0.8421
GWFAM225	DN_NC_073244.2_48660338_4	SE_NC_073244.2_48919821_5	NC_073244.2	48919821	48976121	5	-	2	0.9526	0.8246
GWFAM234	DN_NC_086018.1_6525395_3	SE_NC_086018.1_2012052_3	NC_086018.1	2012052	2015490	3	-	1	0.9146	0.8584
GWFAM80	DN_NC_073229.2_44402483_3	SE_NC_073229.2_44451417_2	NC_073229.2	44451417	44456279	2	-	1	1.0000	0.7849
GWFAM204	DN_NC_073242.2_15607160_18	SE_NC_073242.2_28690802_18	NC_073242.2	28690802	28780554	18	+	1	0.8554	0.9161
GWFAM56	DN_NC_073228.2_54243403_14	SE_NC_073228.2_56463410_13	NC_073228.2	56463410	56473356	13	+	1	0.9900	0.7906
GWFAM19	DN_NC_073224.2_130305133_13	SE_NC_073224.2_117447150_13	NC_073224.2	117447150	117475416	13	+	1	0.8998	0.8689
GWFAM62	DN_NC_073228.2_79860005_3	SE_NC_073228.2_81589079_4	NC_073228.2	81589079	81625241	4	+	1	0.9229	0.8462
GWFAM4	DN_NC_073224.2_19344252_8	SE_NC_073224.2_19135995_9	NC_073224.2	19135995	19144141	9	-	1	0.8004	0.9739
GWFAM186	DN_NC_073239.2_32630520_8	SE_NC_073239.2_32665984_8	NC_073239.2	32665984	32681488	8	-	1	0.8005	0.9713
GWFAM233	DN_NC_086018.1_1957958_2	SE_NC_086018.1_1957962_3	NC_086018.1	1957962	2015873	3	-	1	0.9926	0.7813
GWFAM240	DN_NC_073247.2_59744386_5	SE_NC_073247.2_59707380_4	NC_073247.2	59707380	59713566	4	+	1	0.9807	0.7886
GWFAM204	DN_NC_073242.2_28690093_18	SE_NC_073242.2_15637743_19	NC_073242.2	15637743	15684310	19	-	1	0.8652	0.8935
GWFAM214	DN_NC_073242.2_68110829_2	SE_NC_073242.2_66460936_2	NC_073242.2	66460936	66500423	2	+	2	0.9759	0.7893
GWFAM75	DN_NC_073228.2_181540807_2	SE_NC_073228.2_179980535_2	NC_073228.2	179980535	179984459	2	-	2	0.9149	0.8362
GWFAM221	DN_NC_086017.1_207204670_3	SE_NC_086017.1_209206936_2	NC_086017.1	209206936	209211479	2	-	1	0.8122	0.9389
GWFAM29	DN_NC_073230.2_168783028_4	SE_NC_073239.2_124656409_3	NC_073239.2	124656409	124664751	3	+	1	0.9673	0.7880
GWFAM158	DN_NC_073238.2_54832837_2	SE_NC_073236.2_32935398_3	NC_073236.2	32935398	32985550	3	-	1	0.8282	0.9194
GWFAM177	DN_NC_073240.2_21107960_3	SE_NC_073240.2_24402682_2	NC_073240.2	24402682	24429788	2	+	1	0.9705	0.7829
GWFAM232	DN_NC_086018.1_1713322_2	SE_NC_073246.2_2174020_2	NC_073246.2	2174020	2179663	2	+	1	0.9668	0.7845
GWFAM252	DN_NC_073247.2_161266102_3	SE_NC_073247.2_161266110_4	NC_073247.2	161266110	161279378	4	-	1	1.0000	0.7564
GWFAM79	DN_NC_073234.2_15631095_11	SE_NC_086017.1_9790499_10	NC_086017.1	9790499	9795255	10	-	1	0.8740	0.8636
GWFAM206	DN_NC_073242.2_16378095_15	SE_NC_073242.2_31349401_14	NC_073242.2	31349401	31404552	14	+	1	0.8876	0.8502
GWFAM161	DN_NC_073236.2_52824541_4	SE_NC_073236.2_51201668_5	NC_073236.2	51201668	51224297	5	+	2	0.8546	0.8811
GWFAM34	DN_NC_073239.2_66814923_2	SE_NC_073239.2_66814923_3	NC_073239.2	66814923	66821863	3	-	1	1.0000	0.7505
GWFAM112	DN_NC_073231.2_151096896_10	SE_NC_073224.2_241273327_9	NC_073224.2	241273327	241299981	9	+	1	0.8800	0.8510
GWFAM62	DN_NC_073228.2_83368453_5	SE_NC_073228.2_79860045_5	NC_073228.2	79860045	79867106	5	-	2	0.8799	0.8471
GWFAM177	DN_NC_073240.2_21107960_3	SE_NC_073240.2_24117463_3	NC_073240.2	24117463	24144766	3	-	2	0.8467	0.8745
GWFAM204	DN_NC_073242.2_15607160_18	SE_NC_073242.2_30575808_19	NC_073242.2	30575808	30673887	19	-	1	0.8463	0.8749
GWFAM82	DN_NC_073229.2_49429157_2	SE_NC_073229.2_49419328_2	NC_073229.2	49419328	49433114	2	+	1	1.0000	0.7362
GWFAM177	DN_NC_073238.2_29962913_11	SE_NC_073238.2_29894119_12	NC_073238.2	29894119	29992339	12	+	1	1.0000	0.7354
GWFAM79	DN_NC_073229.2_17702989_11	SE_NC_073234.2_15631096_11	NC_073234.2	15631096	15648154	11	-	2	0.9128	0.8039
GWFAM82	DN_NC_073229.2_49429157_2	SE_NC_073229.2_49418537_2	NC_073229.2	49418537	49433114	2	+	1	1.0000	0.7318
GWFAM233	DN_NC_086018.1_1957958_2	SE_NC_073246.2_2410732_2	NC_073246.2	2410732	2415412	2	-	1	0.9342	0.7813
GWFAM13	DN_NC_073224.2_116008792_12	SE_NC_073224.2_124491069_13	NC_073224.2	124491069	124553700	13	+	1	0.8534	0.8549
GWFAM14	DN_NC_073224.2_117217209_13	SE_NC_073224.2_130013705_13	NC_073224.2	130013705	130080018	13	-	2	0.8706	0.8368
GWFAM90	DN_NC_073232.2_146269345_5	SE_NC_073244.2_70818640_4	NC_073244.2	70818640	70886016	4	+	2	0.8044	0.9053
GWFAM178	DN_NC_073238.2_30171533_2	SE_NC_073238.2_33197461_2	NC_073238.2	33197461	33227472	2	+	1	0.9712	0.7484
GWFAM198	DN_NC_073240.2_33337179_18	SE_NC_073240.2_31360632_18	NC_073240.2	31360632	31372490	18	+	1	0.9436	0.7702
GWFAM74	DN_NC_073228.2_182778981_6	SE_NC_073228.2_179796833_6	NC_073228.2	179796833	179805699	6	-	1	0.9263	0.7824
GWFAM62	DN_NC_073228.2_79860005_3	SE_NC_073228.2_83368492_2	NC_073228.2	83368492	83371841	2	-	1	0.8852	0.8188
GWFAM120	DN_NC_073232.2_99738149_7	SE_NC_073232.2_64999026_7	NC_073232.2	64999026	65008257	7	-	1	0.8432	0.8595
GWFAM120	DN_NC_073232.2_99623156_6	SE_NC_073232.2_92125088_5	NC_073232.2	92125088	92223808	5	-	1	0.8652	0.8369
GWFAM172	DN_NC_073237.2_84588096_3	SE_NC_073237.2_84674625_3	NC_073237.2	84674625	84679994	3	+	1	1.0000	0.7238
GWFAM204	DN_NC_073242.2_15726063_24	SE_NC_073242.2_30711356_25	NC_073242.2	30711356	30760070	25	-	1	0.9275	0.7791
GWFAM142	DN_NC_073234.2_140369418_2	SE_NC_073234.2_140369419_3	NC_073234.2	140369419	140397852	3	-	1	0.8625	0.8378
GWFAM171	DN_NC_073237.2_83935166_8	SE_NC_073237.2_84341528_8	NC_073237.2	84341528	84346814	8	-	1	0.8571	0.8419
GWFAM18	DN_NC_073224.2_130157457_4	SE_NC_073224.2_124984716_4	NC_073224.2	124984716	125007797	4	-	1	0.9543	0.7546
GWFAM159	DN_NC_073237.2_23917148_2	SE_NC_073237.2_29866039_3	NC_073237.2	29866039	29874403	3	-	1	0.8630	0.8299
GWFAM225	DN_NC_073244.2_48919551_6	SE_NC_073244.2_48660603_6	NC_073244.2	48660603	48688583	6	-	2	0.9529	0.7514
GWFAM112	DN_NC_073231.2_151096896_10	SE_NC_073244.2_5439633_11	NC_073244.2	5439633	5466249	11	-	1	0.8663	0.8249
GWFAM76	DN_NC_073228.2_182473922_9	SE_NC_073228.2_182638383_9	NC_073228.2	182638383	182667554	9	-	1	0.8918	0.7985
GWFAM112	DN_NC_073231.2_151096896_10	SE_NC_073233.2_144124481_11	NC_073233.2	144124481	144176531	11	+	1	0.8632	0.8181
GWFAM233	DN_NC_086018.1_1957958_2	SE_NC_073246.2_2410731_2	NC_073246.2	2410731	2415435	2	-	1	0.9342	0.7556
GWFAM201	DN_NC_073241.2_36126186_3	SE_NC_073246.2_15789317_4	NC_073246.2	15789317	15817331	4	+	1	0.8505	0.8272
GWFAM83	DN_NC_073229.2_49629885_16	SE_NC_073229.2_49603424_16	NC_073229.2	49603424	49613271	16	-	1	0.9715	0.7232
GWFAM262	DN_NC_086018.1_22166699_9	SE_NC_086018.1_22406147_8	NC_086018.1	22406147	22425689	8	-	1	0.8129	0.8606
GWFAM159	DN_NC_073237.2_23917148_2	SE_NC_073237.2_29865089_3	NC_073237.2	29865089	29873906	3	-	1	0.8706	0.8008
GWFAM159	DN_NC_073237.2_23917148_2	SE_NC_073236.2_33289097_2	NC_073236.2	33289097	33301903	2	-	2	0.8799	0.7921
GWFAM155	DN_NC_073236.2_32048257_8	SE_NC_073236.2_34983788_7	NC_073236.2	34983788	34991895	7	-	1	0.8469	0.8219
GWFAM155	DN_NC_073236.2_34983788_8	SE_NC_073236.2_32048259_8	NC_073236.2	32048259	32058715	8	-	1	0.8378	0.8297
GWFAM1	DN_NC_073224.2_5715398_2	SE_NC_073224.2_5567537_3	NC_073224.2	5567537	5617213	3	-	1	1.0000	0.6922
GWFAM204	DN_NC_073242.2_15582702_2	SE_NC_073242.2_31473939_3	NC_073242.2	31473939	31485238	3	+	2	0.9542	0.7244
GWFAM10	DN_NC_073224.2_91906991_7	SE_NC_073224.2_91908908_8	NC_073224.2	91908908	92087543	8	-	1	1.0000	0.6869
GWFAM89	DN_NC_073240.2_48537740_19	SE_NC_073240.2_48232045_20	NC_073240.2	48232045	48593166	20	+	1	0.9514	0.7219
GWFAM98	DN_NC_073230.2_63938093_3	SE_NC_073230.2_64705341_4	NC_073230.2	64705341	64721434	4	+	1	0.8159	0.8370
GWFAM175	DN_NC_073240.2_4576013_4	SE_NC_073248.2_51323039_5	NC_073248.2	51323039	51344635	5	-	2	0.8986	0.7580
GWFAM59	DN_NC_073228.2_62341424_5	SE_NC_073228.2_62328502_5	NC_073228.2	62328502	62346106	5	+	1	1.0000	0.6791
GWFAM149	DN_NC_073235.2_144827415_3	SE_NC_073242.2_3666820_2	NC_073242.2	3666820	3671477	2	-	1	0.9908	0.6813
GWFAM156	DN_NC_073237.2_31692945_2	SE_NC_073237.2_24562795_2	NC_073237.2	24562795	24568296	2	-	1	0.8180	0.8184
GWFAM120	DN_NC_073232.2_99738149_7	SE_NC_073232.2_92237342_7	NC_073232.2	92237342	92248358	7	+	2	0.9523	0.7029
GWFAM60	DN_NC_073228.2_66329319_2	SE_NC_073228.2_70719377_3	NC_073228.2	70719377	70723741	3	+	2	0.9064	0.7312
GWFAM179	DN_NC_073238.2_31467876_5	SE_NC_073240.2_22595743_5	NC_073240.2	22595743	22603795	5	-	2	0.9459	0.7006
GWFAM104	DN_NC_073232.2_99479070_10	SE_NC_073232.2_68914917_9	NC_073232.2	68914917	68962914	9	-	1	0.8434	0.7821
GWFAM184	DN_NC_073238.2_59732362_14	SE_NC_073238.2_59681732_15	NC_073238.2	59681732	59776894	15	+	1	1.0000	0.6583
GWFAM176	DN_NC_073248.2_33802234_4	SE_NC_073248.2_33731649_4	NC_073248.2	33731649	33823995	4	+	1	1.0000	0.6562
GWFAM112	DN_NC_073231.2_151096896_10	SE_NC_073229.2_195510885_9	NC_073229.2	195510885	195534253	9	+	1	0.8770	0.7479
GWFAM245	DN_NC_073247.2_84678732_3	SE_NC_073247.2_84517974_2	NC_073247.2	84517974	84518445	2	-	1	1.0000	0.6535
GWFAM213	DN_NC_073242.2_66832275_2	SE_NC_073242.2_66060104_3	NC_073242.2	66060104	66062622	3	+	1	0.8607	0.7583
GWFAM138	DN_NC_073234.2_52064471_4	SE_NC_073234.2_52151538_4	NC_073234.2	52151538	52155846	4	+	1	0.8313	0.7837
GWFAM138	DN_NC_073234.2_52064471_4	SE_NC_073234.2_52203057_4	NC_073234.2	52203057	52206658	4	+	2	0.8313	0.7837
GWFAM212	DN_NC_073242.2_68752491_2	SE_NC_073242.2_67567293_2	NC_073242.2	67567293	67573795	2	+	2	1.0000	0.6487
GWFAM148	DN_NC_073235.2_144823508_4	SE_NC_073242.2_3673709_5	NC_073242.2	3673709	3677280	5	+	1	0.8356	0.7717
GWFAM175	DN_NC_073238.2_8052156_7	SE_NC_073244.2_11378032_8	NC_073244.2	11378032	11386434	8	-	2	0.8072	0.7964
GWFAM175	DN_NC_073240.2_4576013_4	SE_NC_073236.2_4545349_4	NC_073236.2	4545349	4565578	4	+	1	0.9173	0.7008
GWFAM206	DN_NC_073242.2_16378095_15	SE_NC_073242.2_15442652_15	NC_073242.2	15442652	15515097	15	+	1	0.9097	0.7062
GWFAM135	DN_NC_073244.2_20936541_9	SE_NC_073242.2_28854512_9	NC_073242.2	28854512	28872174	9	-	2	0.9650	0.6643
GWFAM161	DN_NC_073236.2_47712904_9	SE_NC_073236.2_46656682_9	NC_073236.2	46656682	46674509	9	+	1	0.8530	0.7489
GWFAM52	DN_NC_073228.2_46778779_7	SE_NC_073228.2_45977746_6	NC_073228.2	45977746	46012406	6	+	2	0.8368	0.7619
GWFAM179	DN_NC_073240.2_22595737_5	SE_NC_073238.2_31467883_5	NC_073238.2	31467883	31475883	5	-	1	0.9476	0.6715
GWFAM207	DN_NC_073242.2_32297449_23	SE_NC_073242.2_32534281_22	NC_073242.2	32534281	32631104	22	+	1	0.9557	0.6616
GWFAM252	DN_NC_073247.2_161266102_3	SE_NC_073247.2_161446694_2	NC_073247.2	161446694	161449442	2	+	1	0.9834	0.6384
GWFAM138	DN_NC_073234.2_52202933_4	SE_NC_073234.2_52064471_5	NC_073234.2	52064471	52073422	5	-	1	0.8390	0.7456
GWFAM206	DN_NC_073242.2_29051840_13	SE_NC_073242.2_28427224_13	NC_073242.2	28427224	28505648	13	-	1	0.8171	0.7653
GWFAM198	DN_NC_073240.2_33337179_18	SE_NC_073240.2_33034717_18	NC_073240.2	33034717	33053957	18	-	1	0.8652	0.7217
GWFAM193	DN_NC_073240.2_20543122_2	SE_NC_073240.2_22018492_3	NC_073240.2	22018492	22022171	3	-	1	0.8357	0.7451
GWFAM232	DN_NC_086018.1_1713322_2	SE_NC_086018.1_6847657_2	NC_086018.1	6847657	6855316	2	-	2	0.8445	0.7369
GWFAM96	DN_NC_073230.2_51605182_3	SE_NC_073230.2_47037205_4	NC_073230.2	47037205	47048376	4	+	1	0.8735	0.7115
GWFAM34	DN_NC_073239.2_66814923_2	SE_NC_073239.2_66809695_3	NC_073239.2	66809695	66816632	3	-	1	0.9947	0.6196
GWFAM104	DN_NC_073232.2_68914292_6	SE_NC_073232.2_99555206_5	NC_073232.2	99555206	99576094	5	+	1	0.9336	0.6569
GWFAM176	DN_NC_073238.2_24813037_2	SE_NC_073236.2_21758301_2	NC_073236.2	21758301	21775739	2	+	1	0.9190	0.6627
GWFAM31	DN_NC_086017.1_136773747_2	SE_NC_086017.1_136766545_3	NC_086017.1	136766545	136779956	3	+	1	1.0000	0.6084
GWFAM82	DN_NC_073229.2_49429157_2	SE_NC_073229.2_49418392_2	NC_073229.2	49418392	49420814	2	+	1	0.9772	0.6212
GWFAM240	DN_NC_073247.2_59782501_5	SE_NC_073247.2_59773872_4	NC_073247.2	59773872	59780305	4	+	1	1.0000	0.6044
GWFAM95	DN_NC_073243.2_40687458_9	SE_NC_073243.2_40514778_10	NC_073243.2	40514778	40752105	10	-	1	0.9706	0.6221
GWFAM74	DN_NC_073228.2_179796427_6	SE_NC_073228.2_182779394_5	NC_073228.2	182779394	182787179	5	-	1	0.9852	0.6114
GWFAM70	DN_NC_073228.2_144930609_2	SE_NC_073228.2_144930603_2	NC_073228.2	144930603	144946459	2	+	1	0.8248	0.7301
GWFAM70	DN_NC_073228.2_144930609_2	SE_NC_073228.2_144930589_2	NC_073228.2	144930589	144943604	2	+	1	0.8242	0.7270
GWFAM93	DN_NC_073230.2_81088058_7	SE_NC_073230.2_80759314_6	NC_073230.2	80759314	81022096	6	+	1	0.8729	0.6857
GWFAM175	DN_NC_073240.2_4576013_4	SE_NC_073238.2_8052169_5	NC_073238.2	8052169	8072239	5	+	1	0.8981	0.6640
GWFAM161	DN_NC_073236.2_51437915_4	SE_NC_073236.2_47755903_5	NC_073236.2	47755903	47781827	5	+	2	0.8650	0.6893
GWFAM197	DN_NC_073240.2_23448743_5	SE_NC_073240.2_31271054_5	NC_073240.2	31271054	31282303	5	-	1	0.9490	0.6261
GWFAM48	DN_NC_073227.2_211898133_4	SE_NC_073240.2_103159659_4	NC_073240.2	103159659	103187577	4	-	1	0.8811	0.6721
GWFAM219	DN_NC_073243.2_40339828_3	SE_NC_073247.2_26303109_3	NC_073247.2	26303109	26318972	3	-	1	0.8402	0.7041
GWFAM133	DN_NC_073233.2_85572078_6	SE_NC_073233.2_85555547_6	NC_073233.2	85555547	85573710	6	-	1	1.0000	0.5889
GWFAM231	DN_NC_073245.2_46494792_10	SE_NC_073245.2_46459397_11	NC_073245.2	46459397	46517849	11	-	1	1.0000	0.5779
GWFAM13	DN_NC_073224.2_124234138_12	SE_NC_073224.2_124234031_13	NC_073224.2	124234031	124281218	13	-	1	0.9585	0.6028
GWFAM159	DN_NC_073237.2_23692530_10	SE_NC_073237.2_29935662_11	NC_073237.2	29935662	30100927	11	-	1	0.9089	0.6343
GWFAM157	DN_NC_073236.2_32867444_11	SE_NC_073237.2_24388733_12	NC_073237.2	24388733	24414638	12	+	1	0.8460	0.6779
GWFAM161	DN_NC_073236.2_46653549_10	SE_NC_073236.2_46641441_10	NC_073236.2	46641441	46658584	10	+	1	1.0000	0.5726
GWFAM206	DN_NC_073242.2_16378095_15	SE_NC_073242.2_29052145_14	NC_073242.2	29052145	29158028	14	-	2	0.8201	0.6956
GWFAM260	DN_NC_086018.1_19032547_10	SE_NC_086018.1_18253470_11	NC_086018.1	18253470	18263553	11	-	1	0.9189	0.6207
GWFAM180	DN_NC_073240.2_22623333_4	SE_NC_073238.2_34007423_3	NC_073238.2	34007423	34014120	3	-	1	0.9165	0.6163
GWFAM112	DN_NC_073231.2_151096896_10	SE_NC_073235.2_15192408_10	NC_073235.2	15192408	15222633	10	-	1	0.9202	0.6130
GWFAM240	DN_NC_073247.2_59772964_5	SE_NC_073247.2_59792070_5	NC_073247.2	59792070	59806544	5	+	1	1.0000	0.5640
GWFAM93	DN_NC_073230.2_86077849_4	SE_NC_073230.2_86185396_5	NC_073230.2	86185396	86208644	5	+	1	0.9636	0.5836
GWFAM93	DN_NC_073230.2_86186055_4	SE_NC_073230.2_86077175_5	NC_073230.2	86077175	86100401	5	+	1	0.9638	0.5832
GWFAM263	DN_NC_086018.1_20202983_4	SE_NC_086018.1_19935960_4	NC_086018.1	19935960	20390692	4	+	2	0.8372	0.6704
GWFAM81	DN_NC_073243.2_82739838_8	SE_NC_073243.2_82596304_9	NC_073243.2	82596304	82620068	9	-	1	0.9837	0.5596
GWFAM121	DN_NC_073232.2_99723304_5	SE_NC_073232.2_92223890_4	NC_073232.2	92223890	92238489	4	+	1	0.8879	0.6141
GWFAM18	DN_NC_073224.2_130157457_4	SE_NC_073224.2_117112386_5	NC_073224.2	117112386	117137562	5	+	2	0.9019	0.6027
GWFAM117	DN_NC_073232.2_65009287_5	SE_NC_073232.2_64913673_5	NC_073232.2	64913673	64935332	5	-	2	0.9467	0.5673
GWFAM93	DN_NC_073230.2_80576146_9	SE_NC_073230.2_81088058_8	NC_073230.2	81088058	81142525	8	+	2	0.8660	0.6187
GWFAM112	DN_NC_073231.2_151096896_10	SE_NC_086017.1_211810825_9	NC_086017.1	211810825	211838537	9	+	1	0.8742	0.6046
GWFAM112	DN_NC_073231.2_151096896_10	SE_NC_073227.2_212171239_11	NC_073227.2	212171239	212235112	11	+	1	0.9778	0.5402
GWFAM33	DN_NC_073227.2_46045010_18	SE_NC_073227.2_45921223_18	NC_073227.2	45921223	46157265	18	+	1	1.0000	0.5279
GWFAM40	DN_NC_073228.2_49376201_14	SE_NC_073228.2_49344222_14	NC_073228.2	49344222	49398848	14	+	1	0.9964	0.5293
GWFAM90	DN_NC_073229.2_195378121_3	SE_NC_073231.2_150902311_4	NC_073231.2	150902311	150916889	4	+	1	0.8368	0.6294
GWFAM62	DN_NC_073228.2_81588469_4	SE_NC_073243.2_30957291_4	NC_073243.2	30957291	30967167	4	+	2	0.8106	0.6439
GWFAM255	DN_NC_073247.2_166164989_10	SE_NC_073247.2_166251095_10	NC_073247.2	166251095	166261874	10	-	1	1.0000	0.5175
GWFAM131	DN_NC_073242.2_8725131_13	SE_NC_073242.2_8687977_13	NC_073242.2	8687977	8738776	13	+	1	0.9934	0.5190
GWFAM137	DN_NC_086017.1_119256163_19	SE_NC_086017.1_119286683_20	NC_086017.1	119286683	119353147	20	-	1	1.0000	0.5142
GWFAM157	DN_NC_073236.2_32986494_2	SE_NC_073237.2_29451232_2	NC_073237.2	29451232	29454067	2	+	1	0.8496	0.6002
GWFAM177	DN_NC_073238.2_29962913_11	SE_NC_073240.2_20543122_12	NC_073240.2	20543122	20632919	12	+	1	0.8860	0.5705
GWFAM197	DN_NC_073240.2_24764672_4	SE_NC_073240.2_31294782_4	NC_073240.2	31294782	31314397	4	-	1	0.8478	0.5940
GWFAM197	DN_NC_073240.2_24764672_4	SE_NC_073240.2_31294175_3	NC_073240.2	31294175	31315025	3	-	1	0.9049	0.5557
GWFAM54	DN_NC_073228.2_46729676_10	SE_NC_073228.2_45715756_11	NC_073228.2	45715756	45781252	11	-	1	0.9907	0.4977
GWFAM5	DN_NC_073230.2_75623247_9	SE_NC_073230.2_75622749_10	NC_073230.2	75622749	75693843	10	-	1	0.8830	0.5561
GWFAM157	DN_NC_073236.2_32986494_2	SE_NC_073237.2_24386181_2	NC_073237.2	24386181	24388460	2	-	1	0.8280	0.5906
GWFAM157	DN_NC_073236.2_32986494_2	SE_NC_073237.2_24386182_2	NC_073237.2	24386182	24388483	2	-	1	0.8280	0.5906
GWFAM93	DN_NC_073230.2_112160728_4	SE_NC_073230.2_112161055_5	NC_073230.2	112161055	112186267	5	-	1	1.0000	0.4831
