family_id	n_members	n_chroms	chroms	genes	status	n_psv	n_aligned_cols	ref_len	max_span	mean_member_len
222	2	1	NC_073232.2	DNAJC9	aligned_no_psv	0	689	2196	11636	1442.5
223	2	1	NC_073232.2	JMJD1C	aligned_no_psv	0	2207	5566	41358	3886.5
224	2	1	NC_073232.2	FAM13C,PHYHIPL	same_chrom_segmental_psv	925	2004	3740	193143	2903.5
225	2	1	NC_073232.2	LOC101141192,LOC134759160	same_chrom_segmental_psv	60	279	2988	117211	1633.5
226	2	2	NC_073232.2,NC_086017.1	LOC101143404,SHQ1	inter_chromosomal_psv	104	289	4800	102580	2544.5
227	2	1	NC_073232.2	LOC101143038,WASHC2C	same_chrom_segmental_psv	48	4354	4754	3933489	4554.0
228	2	1	NC_073232.2	LOC101143406,LOC101144261	same_chrom_segmental_psv	546	1452	8420	272402	4950.5
229	3	1	NC_073232.2	ZNF239	aligned_no_psv	0	3112	3112	20140	3112.0
230	2	1	NC_073232.2	LOC101129219,ZNF33B	same_chrom_segmental_psv	326	5866	9055	8262574	7508.5
231	2	1	NC_073232.2	EPC1	aligned_no_psv	0	559	4221	79418	2390.0
232	2	2	NC_073232.2,NC_073242.2	LOC115931432,LOC129525065	inter_chromosomal_psv	12	979	1710	4696	1344.5
233	2	1	NC_073232.2	LOC101142918,LOC115936005	same_chrom_segmental_psv	1266	3653	4576	7514585	4408.0
234	2	2	NC_073232.2,NC_073247.2	GLUD1,GLUD2	inter_chromosomal_psv	103	3071	3597	45474	3395.5
235	2	1	NC_073233.2	LOC109028900,SESN3	tandem_like_psv	620	1651	9850	87671	5758.5
236	2	1	NC_073233.2	CEP57,MTMR2	same_chrom_segmental_psv	1372	2880	3548	134699	3466.0
237	3	1	NC_073233.2	NKAPD1	aligned_no_psv	0	2399	3417	12565	2738.3
238	3	3	NC_073233.2,NC_073242.2,NC_073244.2	LOC115932779,LOC115933039,SORL1	inter_chromosomal_psv	34	5455	10924	178036	8040.7
239	2	1	NC_073233.2	BLID,LOC101154388	same_chrom_segmental_psv	336	593	1039	114185	821.0
240	2	1	NC_073233.2	LOC134756487	same_chrom_segmental_psv	263	458	488	202525	611.0
241	2	1	NC_073233.2	LOC129525361	aligned_no_psv	0	163	1119	25895	641.0
242	2	1	NC_073233.2	BMAL1,BTBD10	same_chrom_segmental_psv	1422	2439	2799	187350	2656.5
243	2	1	NC_073233.2	NUCB2	aligned_no_psv	0	112	1606	72841	872.5
244	3	1	NC_073233.2	LOC101146458,LOC115936279,LOC129523488	same_chrom_segmental_psv	156	1417	2106	43153485	1712.3
245	2	1	NC_073233.2	TMEM223	tandem_like_psv	186	476	3646	4684	2062.0
246	2	2	NC_073233.2,NC_073238.2	ESRRA,TPTE2	inter_chromosomal_psv	119	246	2687	10950	1466.5
247	2	2	NC_073233.2,NC_073236.2	EHD1,EHD3	inter_chromosomal_psv	1117	3317	3950	35474	3750.5
248	2	1	NC_073233.2	LOC101154261,RBM4	tandem_like_psv	1240	2670	6537	39271	4640.0
249	3	1	NC_073233.2	LIPT2-AS1	aligned_no_psv	0	2333	2333	19391	2333.0
250	2	1	NC_073233.2	FZD4	aligned_no_psv	0	7437	7437	37126	7437.0
251	4	4	NC_073234.2,NC_073235.2,NC_073237.2,NC_073238.2	LOC129525965,LOC129532059	inter_chromosomal_psv	607	939	2913	167655	2549.5
252	2	1	NC_073234.2	GAS2L3	aligned_no_psv	0	4733	6430	55072	5581.5
253	2	1	NC_073234.2	GLT8D2,TDG	tandem_like_psv	1036	2204	3301	82442	2842.5
254	3	1	NC_073234.2	FBXO21	aligned_no_psv	0	2495	4357	48640	3115.7
255	2	1	NC_073234.2	EP400,LOC101150057	same_chrom_segmental_psv	310	1866	3399	161887	2635.5
256	5	3	NC_073234.2,NC_073244.2,NC_073247.2	ZNF41,ZNF585A,ZNF585B,ZNF81,ZNF84	inter_chromosomal_psv	2082	3115	13289	478986	8145.4
257	2	1	NC_073234.2	SLC6A12	aligned_no_psv	0	1401	2972	24962	2186.5
258	2	1	NC_073234.2	ITFG2	aligned_no_psv	0	1150	2376	21221	1763.0
259	2	1	NC_073234.2	LOC101123934,SLC2A14	same_chrom_segmental_psv	115	3345	4005	130620	3683.0
260	3	1	NC_073234.2	DDX11,LOC109029264,LOC115930232	same_chrom_segmental_psv	419	835	3979	45214805	1967.7
261	3	1	NC_073234.2	LOC101131994	aligned_no_psv	0	1783	3231	34262	2265.7
262	2	1	NC_073234.2	CDK4,TSPAN31	tandem_like_psv	833	1407	2036	7106	1791.5
263	2	1	NC_073234.2	DNAJC14,ORMDL2	tandem_like_psv	377	903	3652	12739	2284.5
264	2	2	NC_073234.2,NC_073238.2	HNRNPA1,LOC101136459	inter_chromosomal_psv	407	755	1961	26427	1376.0
265	6	3	NC_073234.2,NC_073240.2,NC_086017.1	KRT7,KRT8,TTBK2	inter_chromosomal_psv	844	1257	2193	665209	2912.7
266	2	1	NC_073234.2	LOC101136203,LOC109029034	tandem_like_psv	392	1876	2102	72031	2056.0
267	9	5	NC_073234.2,NC_073235.2,NC_073238.2,NC_073240.2,NC_086018.1	LOC101136583,LOC101148853,LOC101148972,LOC101150168,LOC115933728,LOC129526434,TUBA1C,TUBA3E,TUBA8	inter_chromosomal_psv	451	1417	3826	90226795	2141.2
268	2	1	NC_073234.2	ALG10,ALG10B	same_chrom_segmental_psv	8	501	10020	4205688	5260.5
269	2	1	NC_073234.2	BICD1	aligned_no_psv	0	732	10722	275295	5727.0
270	2	1	NC_073234.2	AMN1,ETFBKMT	tandem_like_psv	859	2025	4686	71677	3398.5
271	2	1	NC_073234.2	FAR2	aligned_no_psv	0	425	3834	185359	2129.5
272	2	1	NC_073234.2	KLHL42	aligned_no_psv	0	5295	6663	22859	5979.0
273	2	1	NC_073234.2	ETFRF1,KRAS	tandem_like_psv	1173	2655	5247	55726	4045.0
274	2	2	NC_073234.2,NC_073243.2	LOC109023855	inter_chromosomal_psv	189	569	1313	18493	946.0
275	2	1	NC_073234.2	PYROXD1,RECQL	tandem_like_psv	1310	2980	4124	69168	3795.5
276	2	1	NC_073234.2	MDM2	aligned_no_psv	0	6155	7623	37333	6889.0
277	2	1	NC_073234.2	NAV3	aligned_no_psv	0	1420	4616	205649	3018.0
278	4	3	NC_073235.2,NC_073236.2,NC_073243.2	CGREF1	inter_chromosomal_psv	1363	1785	7121	30785626	4111.5
279	2	1	NC_073235.2	SP100,SP140L	same_chrom_segmental_psv	562	1500	2726	147505	2252.0
280	3	2	NC_073235.2,NC_073247.2	LOC101150533,MSL3	inter_chromosomal_psv	208	2009	2366	17311	2147.3
281	2	1	NC_073235.2	MTERF4,SNED1	tandem_like_psv	615	1365	3335	39322	2370.5
282	4	2	NC_073235.2,NC_073242.2	LOC101143820,LOC101144552,RHBDF1,SNRNP25	inter_chromosomal_psv	47	75	2942	18676	1575.5
283	2	2	NC_073235.2,NC_073242.2	LOC101151284,POLR3K	inter_chromosomal_psv	1	802	852	6791	827.0
284	3	2	NC_073235.2,NC_073242.2	LOC129527809	inter_chromosomal_psv	22	4700	6025	6029	5573.3
285	2	1	NC_073235.2	LOC101137661,LOC109025815	same_chrom_segmental_psv	149	403	3613	362113	2008.5
286	2	1	NC_073235.2	LOC101131416,LOC115930154	same_chrom_segmental_psv	482	1917	2043	1083392	2019.5
287	2	1	NC_073235.2	LOC109025815,LOC109025979	same_chrom_segmental_psv	23	777	906	1000313	841.5
288	2	1	NC_073235.2	SP3	aligned_no_psv	0	1360	3599	57773	2479.5
289	2	1	NC_073235.2	HNRNPA3	aligned_no_psv	0	1928	3321	11273	2624.5
290	3	1	NC_073235.2	C11H2orf88	aligned_no_psv	0	809	1254	122033	999.0
291	2	1	NC_073236.2	GPN1,SUPT7L	tandem_like_psv	753	1825	4726	35155	3317.5
292	4	1	NC_073236.2	NT5C1B,RDH14	tandem_like_psv	919	1594	2813	37988	1916.8
293	4	1	NC_073236.2	LOC109025772,LRATD1	tandem_like_psv	1729	3693	9272	34228	5146.2
294	2	1	NC_073236.2	ATP6V1C2,PDIA6	tandem_like_psv	904	1685	2245	47357	2051.0
295	4	3	NC_073236.2,NC_073240.2,NC_073247.2	ABCD1,LOC129526391,LOC129526471,LOC129531453	inter_chromosomal_psv	196	1651	3908	2620600	2308.0
296	2	2	NC_073236.2,NC_073238.2	LOC115932762,LOC129527190	inter_chromosomal_psv	362	645	2353	13283	1512.5
297	3	3	NC_073236.2,NC_073237.2,NC_073238.2	LOC115933090,LOC129524676,LOC134756761	inter_chromosomal_psv	21	282	3119	11632	2168.7
298	2	1	NC_073236.2	LOC101141821,LOC115933573	same_chrom_segmental_psv	129	1063	5590	848459	3642.0
299	3	1	NC_073236.2	FAHD2B,LOC101146690	same_chrom_segmental_psv	31	181	1339	2946874	955.0
300	4	2	NC_073236.2,NC_073237.2	ALDH1B1,LOC115935842,LOC129524687	inter_chromosomal_psv	71	2481	3077	7136760	2792.2
301	15	3	NC_073236.2,NC_073237.2,NC_073238.2	ANKRD18A,ANKRD18B,FOXO1,LOC101142783,LOC101147259,LOC115933254,LOC129524732	inter_chromosomal_psv	64	74	4355	69179936	2468.1
302	4	2	NC_073236.2,NC_073237.2	CNTNAP3C,LOC101143875,LOC115933307	inter_chromosomal_psv	7	17	7531	6408581	2987.0
303	2	1	NC_073236.2	ANKRD36C,LOC101125154	same_chrom_segmental_psv	6	477	1120	1474267	798.5
304	2	1	NC_073236.2	ANKRD36C,LOC109025523	same_chrom_segmental_psv	159	2154	4102	1622079	3955.0
305	2	1	NC_073236.2	RPL31,TBC1D8	same_chrom_segmental_psv	1548	3136	4268	147569	3929.5
306	4	1	NC_073236.2	LOC109025754	aligned_no_psv	0	703	6852	201384	3839.5
307	2	1	NC_073236.2	LIMS1,LOC101146691	same_chrom_segmental_psv	22	2207	4618	1301411	3413.0
308	8	1	NC_073236.2	LOC101131768,LOC101136692,LOC101137060,LOC109025447,LOC129531666,LOC129531667,RGPD8	same_chrom_segmental_psv	485	735	7258	6192471	4134.9
309	2	1	NC_073236.2	LOC134756433	aligned_no_psv	0	577	917	322531	747.0
310	2	2	NC_073236.2,NC_073237.2	LOC129524759	inter_chromosomal_psv	722	1246	1312	19850	1654.5
311	2	1	NC_073236.2	PUS10	aligned_no_psv	0	751	10790	80259	5770.5
312	2	1	NC_073236.2	FANCL,VRK2	same_chrom_segmental_psv	1037	1844	1986	194511	1965.5
313	2	1	NC_073237.2	LOC101151107,NIPSNAP3A	tandem_like_psv	228	1627	2022	26997	1839.5
314	2	1	NC_073237.2	ABITRAM,CTNNAL1	tandem_like_psv	1392	2430	2830	79186	2705.0
315	2	2	NC_073237.2,NC_073243.2	LOC134757574,TXN	inter_chromosomal_psv	130	701	2306	12623	1505.5
316	2	1	NC_073237.2	SVEP1	aligned_no_psv	0	4331	4331	90190	4331.0
317	2	1	NC_073237.2	LOC101124026,LOC101141789	aligned_no_psv	0	754	4840	15284	2862.5
318	2	1	NC_073237.2	FKBP15,SLC31A2	tandem_like_psv	1090	2454	5979	70024	4270.0
319	2	1	NC_073237.2	ZBTB26,ZBTB6	tandem_like_psv	1689	3687	4519	23495	4464.5
320	2	2	NC_073237.2,NC_073238.2	MED22,RPL21	inter_chromosomal_psv	234	452	1694	9729	1080.0
321	2	1	NC_073237.2	SURF2,SURF4	tandem_like_psv	1271	2717	3478	19804	3302.0
322	2	2	NC_073237.2,NC_073238.2	LOC101139703,LOC129526951	inter_chromosomal_psv	11	2300	4481	49292	3400.5
323	2	1	NC_073237.2	NDUFB6,SMIM27	tandem_like_psv	266	451	581	21003	522.0
324	4	2	NC_073237.2,NC_073247.2	LAGE3,LOC101137029	inter_chromosomal_psv	179	338	977	6084	497.8
325	3	1	NC_073237.2	INSL6	aligned_no_psv	0	392	560	56550	448.0
326	7	3	NC_073237.2,NC_073239.2,NC_073242.2	LOC109028376,LOC129527656	inter_chromosomal_psv	440	589	1390	24676	901.1
327	2	1	NC_073237.2	KIF27,LOC115935769	same_chrom_segmental_psv	958	2763	4142	1974129	3634.5
328	2	1	NC_073237.2	DAPK1,LOC115935778	same_chrom_segmental_psv	2	3298	5238	566585	4286.0
329	3	1	NC_073237.2	CTSV,LOC101145975,LOC129523464	same_chrom_segmental_psv	331	1468	2177	9440355	1748.7
330	2	1	NC_073237.2	LOC101150998,LOC134756941	same_chrom_segmental_psv	220	677	10361	272905	5519.5
331	2	1	NC_073237.2	CENPP,IPPK	tandem_like_psv	1414	3172	7691	59644	5474.0
332	2	1	NC_073238.2	GRTP1,LAMP1	tandem_like_psv	858	1507	2522	64636	2033.0
333	2	2	NC_073238.2,NC_073247.2	LOC115932055,TFDP1	inter_chromosomal_psv	526	934	2731	58552	1864.0
334	2	1	NC_073238.2	LOC129526403,LOC134756951	same_chrom_segmental_psv	61	125	514	1129142	319.5
335	3	2	NC_073238.2,NC_086018.1	LOC101132438	inter_chromosomal_psv	189	464	464	83988	1543.3
336	2	1	NC_073238.2	LOC101137734,LOC134756955	same_chrom_segmental_psv	11	3422	3425	3056790	3423.5
337	2	1	NC_073238.2	LOC129526427	same_chrom_segmental_psv	3	333	333	3313984	2347.0
338	2	1	NC_073238.2	LOC129526138,LOC129527231	same_chrom_segmental_psv	125	238	1187	1244880	712.5
339	2	1	NC_073238.2	LOC129526088,LOC129527203	same_chrom_segmental_psv	75	220	3906	860452	2063.0
340	2	2	NC_073238.2,NC_073247.2	EIF1AX,LOC101137900	inter_chromosomal_psv	78	888	2005	18069	1483.5
341	2	2	NC_073238.2,NC_073240.2	LOC115933429,MPHOSPH8	inter_chromosomal_psv	2	1413	4284	39194	2848.5
342	2	2	NC_073238.2,NC_073240.2	LOC101137311,PSPC1	inter_chromosomal_psv	149	504	1397	79666	1346.0
343	2	1	NC_073238.2	ZDHHC20	aligned_no_psv	0	4077	5456	85796	4766.5
344	2	1	NC_073238.2	POLR1D	aligned_no_psv	0	75	1875	45619	975.0
345	2	1	NC_073238.2	BRCA2	aligned_no_psv	0	4929	7126	63880	7083.5
346	2	1	NC_073238.2	AKAP11	aligned_no_psv	0	4501	9132	47207	7471.0
347	2	1	NC_073238.2	TSC22D1	aligned_no_psv	0	1365	1417	5094	1391.0
348	2	1	NC_073238.2	RCBTB2	aligned_no_psv	0	1292	3228	44310	2260.0
349	2	1	NC_073238.2	CAB39L	aligned_no_psv	0	2339	3538	92919	2938.5
350	2	1	NC_073238.2	WDFY2	aligned_no_psv	0	574	8958	177836	4766.0
351	3	2	NC_073238.2,NC_073247.2	ALG11	inter_chromosomal_psv	222	370	1599	21927	1191.7
352	2	1	NC_073238.2	LOC109024800,THSD1	same_chrom_segmental_psv	1378	3500	6882	177563	5243.0
353	4	4	NC_073238.2,NC_073240.2,NC_073241.2,NC_073244.2	LOC129530593,LOC129531205,LOC129531501,SAFB2	inter_chromosomal_psv	31	1039	3310	36040	2014.0
354	3	1	NC_073238.2	OBI1	aligned_no_psv	0	2836	3696	48745	3235.3
355	2	1	NC_073239.2	EML5,ZC3H14	tandem_like_psv	637	1444	4148	63342	2806.0
356	2	1	NC_073239.2	TDP1	aligned_no_psv	0	566	3457	89827	2011.5
357	2	1	NC_073239.2	CPSF2,NDUFB1	tandem_like_psv	243	612	4207	47962	2411.5
358	2	1	NC_073239.2	IFI27L1	aligned_no_psv	0	120	846	17736	483.0
359	2	2	NC_073239.2,NC_073244.2	AKT1,AKT2	inter_chromosomal_psv	812	2722	7774	53779	5279.0
360	2	1	NC_073239.2	LOC129526706,LOC134757171	same_chrom_segmental_psv	26	1073	1112	131659	1092.5
361	5	1	NC_073239.2	LOC115930550,LOC115933127,LOC115933128,LOC115933240,LOC134757171	same_chrom_segmental_psv	23	45	1293	302829	948.0
362	6	1	NC_073239.2	LOC101126025,LOC109023154	same_chrom_segmental_psv	1	284	3952	133668	2331.5
363	2	1	NC_073239.2	KHNYN,SDR39U1	tandem_like_psv	607	1375	3484	12498	2430.5
364	2	1	NC_073239.2	LTB4R2,NOP9	tandem_like_psv	704	1633	6048	11594	3850.5
365	2	1	NC_073239.2	LOC101144919,LOC115930536	tandem_like_psv	18	1247	1447	50962	1351.0
366	2	1	NC_073239.2	LOC109023168	aligned_no_psv	0	2905	2905	51037	2905.0
367	2	1	NC_073239.2	LOC109028604,OXA1L	tandem_like_psv	264	490	1603	8375	1059.0
368	3	1	NC_073239.2	RPGRIP1,SUPT16H	tandem_like_psv	213	427	4900	67397	2771.3
369	2	1	NC_073239.2	LOC101124683,LOC115930071	same_chrom_segmental_psv	242	2527	11377	185377	6953.5
370	2	2	NC_073239.2,NC_073247.2	RPL10,RPL10L	inter_chromosomal_psv	220	1045	1654	179637	1408.5
371	2	1	NC_073239.2	TRIM9	aligned_no_psv	0	2113	2894	99940	2503.5
372	2	1	NC_073239.2	RTRAF	aligned_no_psv	0	377	1120	21211	748.5
373	2	1	NC_073239.2	DLGAP5,LGALS3	tandem_like_psv	568	1009	2997	63063	2012.0
374	3	3	NC_073239.2,NC_073242.2,NC_073247.2	LOC129527528,SLC38A6	inter_chromosomal_psv	1506	2466	7175	77441	5611.0
375	5	1	NC_073239.2	ACOT4,ACOT6	tandem_like_psv	315	741	1892	62929	1611.2
376	4	1	NC_073240.2	LOC101143448	same_chrom_segmental_psv	7	492	804	3686269	1156.8
377	2	1	NC_073240.2	LOC115932683,TUBGCP5	same_chrom_segmental_psv	9	4099	4241	2619325	4171.5
378	4	3	NC_073240.2,NC_073242.2,NC_073244.2	LOC101152972,LOC115931074,LOC129527053,RHPN2	inter_chromosomal_psv	343	2057	5615	1730938	3526.8
379	4	3	NC_073240.2,NC_073242.2,NC_086018.1	CHEK2,LOC101136352,LOC101152610,LOC129527660	inter_chromosomal_psv	158	841	2180	1617897	1473.0
380	8	1	NC_073240.2	HERC2,LOC109023386,LOC115930830,LOC129527054,LOC129527072,LOC134757229	no_alignment	0	0	11624	7977201	4824.5
381	2	2	NC_073240.2,NC_073242.2	PARN	inter_chromosomal_psv	675	1693	9427	193270	5561.0
382	2	1	NC_073240.2	LOC101145660,LOC129527173	same_chrom_segmental_psv	61	4547	5622	6098320	5310.5
383	4	2	NC_073240.2,NC_073242.2	DEXI,LOC101149946,LOC134757265	inter_chromosomal_psv	126	1476	6672	6109277	3302.0
384	2	2	NC_073240.2,NC_086017.1	LOC129527067,PAK2	inter_chromosomal_psv	274	2490	5644	89359	4135.5
385	3	1	NC_073240.2	LOC129527017,LOC129527071,LOC134757267	same_chrom_segmental_psv	125	2552	5955	8448788	3753.7
386	3	1	NC_073240.2	LOC129526912	same_chrom_segmental_psv	308	889	3555	169840	2677.7
387	2	1	NC_073240.2	ACSBG1,IDH3A	tandem_like_psv	1237	2808	6608	85858	4742.0
388	2	1	NC_073240.2	LOC101138066,LOC115930840	same_chrom_segmental_psv	107	3570	3741	683208	3708.5
389	2	1	NC_073241.2	LOC101136124	aligned_no_psv	0	3578	4048	18605	3813.0
390	2	1	NC_073241.2	NFATC1	aligned_no_psv	0	1792	4447	129638	3119.5
391	4	2	NC_073241.2,NC_073246.2	LOC115931857,ZNF519	inter_chromosomal_psv	832	5178	6977	30213	6765.5
392	2	1	NC_073241.2	RAB31	aligned_no_psv	0	3329	4007	154757	3668.0
393	2	1	NC_073241.2	LOC101127500,MYL12B	tandem_like_psv	248	978	1273	32962	1130.0
394	2	1	NC_073241.2		aligned_no_psv	0	5154	5154	92127	5154.0
395	3	1	NC_073242.2	LOC115931054,PDPR	same_chrom_segmental_psv	2662	6121	18981	4286831	11359.0
396	4	1	NC_073242.2	LOC101127609,LOC101154433,LOC115930161,LOC129527724	same_chrom_segmental_psv	13	1164	6673	5744780	3830.0
397	2	1	NC_073242.2	LOC115933369,LOC129527725	same_chrom_segmental_psv	517	1717	2329	5341908	2269.0
398	2	1	NC_073242.2	CHST6,TMEM231	tandem_like_psv	786	1664	4287	62642	2989.5
399	2	1	NC_073242.2	COTL1	aligned_no_psv	0	1359	1874	52551	1616.5
400	2	1	NC_073242.2	ZCCHC14	aligned_no_psv	0	4103	5564	8119	4833.5
401	2	1	NC_073242.2	CTU2,PIEZO1	tandem_like_psv	928	1693	2869	14765	2308.5
402	3	1	NC_073242.2	LOC101136971,LOC115932749,ZC3H7A	same_chrom_segmental_psv	21	2532	4037	20444925	3033.7
403	6	1	NC_073242.2	LOC129527626,LOC134757427,LOC134757432	same_chrom_segmental_psv	295	579	4651	15903321	2471.2
404	6	1	NC_073242.2	LOC101131561,LOC101136480,LOC115933250,LOC115933349,LOC129527620,LOC134757427	same_chrom_segmental_psv	609	780	17140	15913174	6361.2
405	3	1	NC_073242.2	LOC101130854,LOC115932779,LOC115932992	same_chrom_segmental_psv	30	1702	6554	13245827	3575.7
406	5	1	NC_073242.2	LOC101135276,LOC115931069,LOC129527586,SMG1	same_chrom_segmental_psv	150	343	4465	17781261	2337.4
407	2	1	NC_073242.2	KNOP1	aligned_no_psv	0	1245	2263	13123	1754.0
408	4	1	NC_073242.2	CDR2,LOC101131923,LOC101142371,RRN3	same_chrom_segmental_psv	848	1322	5284	10433379	3362.0
409	2	1	NC_073242.2	KDM8,LOC129523519	same_chrom_segmental_psv	145	2665	4224	309493	3518.5
410	2	1	NC_073242.2	LOC101123970,LOC129527614	same_chrom_segmental_psv	84	1143	1193	333795	1188.0
411	4	2	NC_073242.2,NC_086018.1	LOC115933144,LOC129527341,MYH11,MYH9	inter_chromosomal_psv	299	885	7546	5482984	4888.0
412	2	1	NC_073242.2	BFAR,LOC101150079	same_chrom_segmental_psv	3	2921	3346	273249	3258.5
413	3	2	NC_073242.2,NC_073247.2	GSPT2,SNX29	inter_chromosomal_psv	182	279	2860	715243	2076.0
414	2	1	NC_073242.2	LOC115931067,LOC134757486	aligned_no_psv	0	630	659	4709	644.5
415	2	1	NC_073242.2	JMJD8,STUB1	tandem_like_psv	859	1584	2204	3915	2027.0
416	2	1	NC_073242.2	LOC134757436,LOC134757438	same_chrom_segmental_psv	419	1001	6097	2909347	3549.0
417	5	1	NC_073242.2	LOC129523521,LOC129527828	same_chrom_segmental_psv	135	1178	1326	8609948	1546.4
418	2	1	NC_073242.2	HCFC1R1,THOC6	tandem_like_psv	355	622	1441	5136	1063.5
419	2	2	NC_073242.2,NC_073247.2	ZNF75A,ZNF75D	inter_chromosomal_psv	967	3032	6095	14807	4683.5
420	3	1	NC_073242.2	SIAH1	aligned_no_psv	0	1903	1903	24666	1903.0
421	2	1	NC_073242.2	AKTIP,RBL2	tandem_like_psv	1545	3262	4798	68842	4158.0
422	2	1	NC_073242.2	CES1,LOC115931015	same_chrom_segmental_psv	174	2126	2212	118646	2176.0
423	3	1	NC_073242.2	LOC101128088,LOC101128458,LOC115931020	same_chrom_segmental_psv	188	2705	3386	111198	2996.7
424	2	1	NC_073242.2	SLC7A6,SLC7A6OS	tandem_like_psv	1802	3843	6635	48088	5343.0
425	2	1	NC_073242.2	ZFP90	tandem_like_psv	185	473	4649	36684	2561.0
426	2	1	NC_073242.2	CDH3	aligned_no_psv	0	958	3923	55756	2440.5
427	2	1	NC_073242.2	COG8	aligned_no_psv	0	4167	5830	12757	4998.5
428	2	1	NC_073242.2	LOC134757440,NOB1	tandem_like_psv	686	1232	1836	29599	1805.0
429	2	1	NC_073242.2	DDX19A,DDX19B	tandem_like_psv	155	1784	3078	74299	3037.0
430	2	1	NC_073243.2	ICE1	tandem_like_psv	479	1168	4948	29281	3059.0
431	2	1	NC_073243.2	MRPL36	aligned_no_psv	0	867	867	3425	867.0
432	4	2	NC_073243.2,NC_086017.1	LOC101136819,LOC101147313,LOC115934054,SDHA	inter_chromosomal_psv	647	1710	4195	1959895	3006.0
433	2	1	NC_073243.2	SRR,TSR1	tandem_like_psv	1209	2558	4520	32185	3604.0
434	2	1	NC_073243.2	LOC101144819	aligned_no_psv	0	2640	2823	103638	2963.5
435	2	1	NC_073243.2	TRPV3	aligned_no_psv	0	3508	5143	25759	4325.5
436	2	1	NC_073243.2	CXCL16	aligned_no_psv	0	1427	2086	8496	1756.5
437	3	1	NC_073243.2	ZNF594	aligned_no_psv	0	145	2710	12837	1855.0
438	2	1	NC_073243.2	MED31,TXNDC17	tandem_like_psv	293	545	830	14378	698.5
439	2	1	NC_073243.2	MPDU1,MPDU1-AS1	tandem_like_psv	333	648	2108	6414	1518.0
440	2	1	NC_073243.2	NAA38	aligned_no_psv	0	373	523	1267	448.0
441	2	1	NC_073243.2	LOC134757577	tandem_like_psv	470	810	2278	18456	1557.5
442	2	1	NC_073243.2	MYH1,MYH8	same_chrom_segmental_psv	346	2573	4509	119237	3555.0
443	2	1	NC_073243.2	LOC129527921	aligned_no_psv	0	341	986	125609	663.5
444	2	1	NC_073243.2	DIMT1,KIF2A	tandem_like_psv	649	1559	3426	96825	2515.0
445	2	1	NC_073243.2	MTREX,PLPP1	same_chrom_segmental_psv	760	1664	3713	226939	2708.5
446	2	1	NC_073243.2	ITGA1	aligned_no_psv	0	514	8092	167883	4303.0
447	2	1	NC_073243.2	LOC109023803	aligned_no_psv	0	232	420	10465	326.0
448	2	1	NC_073243.2	PDZD2	same_chrom_segmental_psv	931	2020	5033	216645	3545.0
449	2	1	NC_073243.2	CPLANE1,LOC115933270	same_chrom_segmental_psv	199	1929	2786	170646	2366.5
450	2	1	NC_073244.2	LRRC8E	aligned_no_psv	0	3353	3914	15117	3633.5
451	14	1	NC_073244.2	LOC101128351,LOC101128712,LOC101130507,LOC101130877,LOC101133657,LOC101154200,LOC109025073,ZNF433,ZNF440,ZNF443,ZNF563,ZNF799,ZNF823	same_chrom_segmental_psv	919	1560	10411	730799	4015.3
452	2	2	NC_073244.2,NC_073247.2	TRMT1	inter_chromosomal_psv	157	1758	2131	162033	82082.0
453	6	1	NC_073244.2	LOC101130137,ZNF565,ZNF583,ZNF780A,ZNF780B	same_chrom_segmental_psv	1087	1569	26928	21286381	8671.2
454	2	1	NC_073244.2	LOC101127631,ZNF569	same_chrom_segmental_psv	558	4392	5097	317808	4772.0
455	2	1	NC_073244.2	EID2B	aligned_no_psv	0	1897	3313	9764	2605.0
456	10	1	NC_073244.2	LOC101131689,LOC101136640,ZNF155,ZNF221,ZNF222,ZNF224,ZNF225,ZNF230,ZNF234,ZNF284	same_chrom_segmental_psv	730	1408	6960	227492	3829.4
457	2	1	NC_073244.2	CCDC8	aligned_no_psv	0	2745	2745	6263	2745.0
458	27	2	NC_073244.2,NC_086017.1	LOC101126065,LOC101130023,LOC101133546,LOC101144471,LOC101150965,LOC101152401,LOC101153131,LOC109024216,LOC115931654,OSBPL10,ZNF28,ZNF347,ZNF468,ZNF528,ZNF578,ZNF600,ZNF611,ZNF616,ZNF701,ZNF761,ZNF808,ZNF813,ZNF836,ZNF841,ZNF888	inter_chromosomal_psv	137	175	16547	1392720	5711.8
459	2	1	NC_073244.2	FSTL3	aligned_no_psv	0	1776	2365	6852	2070.5
460	2	1	NC_073244.2	NLRP2,NLRP7	tandem_like_psv	715	2912	3839	74803	3414.0
461	5	2	NC_073244.2,NC_086018.1	LOC109024957,LOC134758217,RFPL3,RFPL4A	inter_chromosomal_psv	583	804	1722	2915523	1297.6
462	3	1	NC_073244.2	LOC101153611,LOC115931590,ZSCAN5B	tandem_like_psv	237	1757	1987	81456	1892.3
463	3	1	NC_073244.2	ZNF264,ZNF543,ZNF805	same_chrom_segmental_psv	3579	8213	17496	138979	13075.3
464	2	2	NC_073244.2,NC_073247.2	TRAPPC2,ZNF547	inter_chromosomal_psv	173	300	2858	22761	1582.5
465	6	1	NC_073244.2	LOC101124732,LOC101145690,ZNF418	same_chrom_segmental_psv	439	809	5081	114801	4121.5
466	3	1	NC_073244.2	ZNF324,ZNF324B	tandem_like_psv	343	2936	8122	23131	5028.3
