gene_a	gene_b	dn_a	dn_b	cls	in_dna_loose	aln_frac	core_recip	n_exon_a	n_exon_b	n_exon_min	n_matched	exon_match_frac	mean_matched_id	best_exon_id	colinear	colinear_nd	isolated_domain	cut_K1	cut_K2	div_bin	ep_impure	gstm2	mage	colinear_50	colinear_60	colinear_65	colinear_70	colinear_75	colinear_80
LOC129526434	LOC129529583	DN_NC_073238.2_31467876_5	DN_NC_086018.1_18552717_3	genuine	0	0.2832	0.16	5	3	3	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	2	0	0	0	0	0
LOC129526479	LOC134756761	DN_NC_073236.2_30994185_5	DN_NC_073238.2_29552503_8	genuine	0	0.2191	0.222	5	8	5	4	0.8	0.9808	1.0	4	4	0	0	0	id>=0.95	0	0	0	5	4	4	4	4	4
LOC129526638	LOC134757313	DN_NC_073239.2_70164897_2	DN_NC_073240.2_44461085_2	genuine	0	0.6795	0.2695	2	2	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	1	0	0	0	0	0
LOC129526855	LOC134758386	DN_NC_073227.2_211898132_4	DN_NC_073240.2_103158559_3	genuine	0	0.9724	0.7208	4	3	3	3	1.0	0.976	0.9969	3	3	0	0	0	id>=0.95	0	0	0	3	3	3	3	3	3
LOC129527017	LOC134757267	DN_NC_073240.2_33035459_18	DN_NC_073240.2_33337179_18	genuine	0	1.0	1.0	18	18	18	18	1.0	0.9854	0.9961	18	18	0	0	0	id>=0.95	0	0	0	18	18	18	18	18	18
LOC129527067	PAK2	DN_NC_073240.2_24402639_2	DN_NC_086017.1_208307881_15	genuine	0	0.7453	0.3213	2	15	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	2	0	0	0	0	0
LOC129527071	LOC134757267	DN_NC_073240.2_24900197_18	DN_NC_073240.2_33337179_18	genuine	0	1.0003	0.6601	18	18	18	18	1.0	0.9218	0.9897	18	18	0	0	0	0.90-0.95	0	0	0	18	18	18	18	18	18
LOC129527096	RAB5A	DN_NC_073240.2_41396094_2	DN_NC_086017.1_29787177_6	genuine	0	0.7032	0.2588	2	6	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	1	0	0	0	0	0
LOC129527173	MPHOSPH8	DN_NC_073238.2_33904146_3	DN_NC_073240.2_29752710_11	genuine	0	0.4114	0.333	3	11	3	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	2	1	0	0	0	0
LOC129527278	LOC129532224	DN_NC_073235.2_34402342_7	DN_NC_073236.2_21829724_2	genuine	0	0.5923	0.2409	7	2	2	1	0.5	0.9644	0.9644	1	1	1	1	1	id>=0.95	0	0	0	1	1	1	1	1	1
LOC129527285	LOC129527429	DN_NC_073239.2_124648897_4	DN_NC_073242.2_121237165_4	genuine	0	1.0004	0.4278	4	4	4	4	1.0	0.9973	1.0	4	4	0	0	0	id>=0.95	0	0	0	4	4	4	4	4	4
LOC129527285	LOC129528751	DN_NC_073239.2_124648897_4	DN_NC_073244.2_70818649_5	genuine	0	0.221	0.1352	4	5	4	3	0.75	0.9876	0.9879	3	3	0	0	0	id>=0.95	0	0	0	3	3	3	3	3	3
LOC129527285	LOC129531751	DN_NC_073236.2_140400059_5	DN_NC_073239.2_124648897_4	genuine	0	0.2204	0.1366	5	4	4	3	0.75	0.9856	0.9934	3	3	0	0	0	id>=0.95	0	0	0	3	3	3	3	3	3
LOC129527285	LOC129532625	DN_NC_073239.2_124648897_4	DN_NC_086017.1_211655827_5	genuine	0	0.2186	0.1338	4	5	4	3	0.75	0.9814	0.9877	3	3	0	0	0	id>=0.95	0	0	0	3	3	3	3	3	3
LOC129527285	LOC129532709	DN_NC_073239.2_124648897_4	DN_NC_086017.1_9337960_4	genuine	0	0.9722	0.7391	4	4	4	3	0.75	0.9854	0.9939	3	3	0	0	0	id>=0.95	0	0	0	3	3	3	3	3	3
LOC129527285	LOC129532808	DN_NC_073227.2_211080863_4	DN_NC_073239.2_124648897_4	genuine	0	1.0002	0.8286	4	4	4	4	1.0	0.9902	0.9977	4	4	0	0	0	id>=0.95	0	0	0	4	4	4	4	4	4
LOC129527285	LOC129533287	DN_NC_073227.2_8155721_4	DN_NC_073239.2_124648897_4	genuine	0	1.0002	0.8286	4	4	4	4	1.0	0.9931	0.9972	4	4	0	0	0	id>=0.95	0	0	0	4	4	4	4	4	4
LOC129527285	LOC134756415	DN_NC_073239.2_124648897_4	DN_NC_073241.2_110003031_5	genuine	0	0.222	0.1358	4	5	4	3	0.75	0.9836	0.9936	3	3	0	0	0	id>=0.95	0	0	0	3	3	3	3	3	3
LOC129527285	LOC134757299	DN_NC_073239.2_124648897_4	DN_NC_073240.2_103747497_4	genuine	0	1.0	0.8286	4	4	4	4	1.0	0.9957	1.0	4	4	0	0	0	id>=0.95	0	0	0	4	4	4	4	4	4
LOC129527285	LOC134759133	DN_NC_073231.2_150902261_3	DN_NC_073239.2_124648897_4	genuine	0	0.2114	0.2123	3	4	3	2	0.6667	0.9903	0.9938	2	2	0	0	1	id>=0.95	0	0	0	2	2	2	2	2	2
LOC129527285	NDUFA8	DN_NC_073237.2_118498911_4	DN_NC_073239.2_124648897_4	genuine	0	0.993	0.2253	4	4	4	4	1.0	0.9871	0.9939	4	4	0	0	0	id>=0.95	0	0	0	4	4	4	4	4	4
LOC129527429	LOC129528751	DN_NC_073242.2_121237165_4	DN_NC_073244.2_70818649_5	genuine	0	0.2219	0.1352	4	5	4	3	0.75	0.9835	0.9879	3	3	0	0	0	id>=0.95	0	0	0	3	3	3	3	3	3
LOC129527429	LOC129531751	DN_NC_073236.2_140400059_5	DN_NC_073242.2_121237165_4	genuine	0	0.2204	0.1366	5	4	4	3	0.75	0.9878	1.0	3	3	0	0	0	id>=0.95	0	0	0	3	3	3	3	3	3
LOC129527429	LOC129532625	DN_NC_073242.2_121237165_4	DN_NC_086017.1_211655827_5	genuine	0	0.2329	0.1338	4	5	4	3	0.75	0.979	0.9877	3	3	0	0	0	id>=0.95	0	0	0	3	3	3	3	3	3
LOC129527429	LOC129532709	DN_NC_073242.2_121237165_4	DN_NC_086017.1_9337960_4	genuine	0	1.0	0.7391	4	4	4	3	0.75	0.9807	0.9939	3	3	0	0	0	id>=0.95	0	0	0	3	3	3	3	3	3
LOC129527429	LOC129532808	DN_NC_073227.2_211080863_4	DN_NC_073242.2_121237165_4	genuine	0	1.0002	0.5272	4	4	4	4	1.0	0.989	0.9962	4	4	0	0	0	id>=0.95	0	0	0	4	4	4	4	4	4
LOC129527429	LOC129533287	DN_NC_073227.2_8155721_4	DN_NC_073242.2_121237165_4	genuine	0	1.0007	0.5271	4	4	4	4	1.0	0.9904	0.9957	4	4	0	0	0	id>=0.95	0	0	0	4	4	4	4	4	4
LOC129527429	LOC134756415	DN_NC_073241.2_110003031_5	DN_NC_073242.2_121237165_4	genuine	0	0.2233	0.1358	5	4	4	3	0.75	0.9837	0.9938	3	3	0	0	0	id>=0.95	0	0	0	3	3	3	3	3	3
LOC129527429	LOC134757299	DN_NC_073240.2_103747497_4	DN_NC_073242.2_121237165_4	genuine	0	1.0002	0.5294	4	4	4	4	1.0	0.9939	1.0	4	4	0	0	0	id>=0.95	0	0	0	4	4	4	4	4	4
LOC129527429	LOC134759133	DN_NC_073231.2_150902261_3	DN_NC_073242.2_121237165_4	genuine	0	0.2114	0.2123	3	4	3	2	0.6667	0.987	0.9938	2	2	0	0	1	id>=0.95	0	0	0	2	2	2	2	2	2
LOC129527429	NDUFA8	DN_NC_073237.2_118498911_4	DN_NC_073242.2_121237165_4	genuine	0	1.0011	0.3254	4	4	4	4	1.0	0.9822	0.9939	4	4	0	0	0	id>=0.95	0	0	0	4	4	4	4	4	4
LOC129527512	PPP1R15A	DN_NC_073242.2_6296327_3	DN_NC_073244.2_61016337_3	genuine	0	0.6132	0.2169	3	3	3	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	1	0	0	0	0	0
LOC129527512	SURF6	DN_NC_073237.2_129707941_5	DN_NC_073242.2_6296327_3	genuine	0	0.6158	0.2404	5	3	3	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	1	0	0	0	0	0
LOC129527528	LOC129532907	DN_NC_073227.2_138626266_4	DN_NC_073242.2_7013229_2	genuine	0	0.0	0.1495	4	2	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	1	1	0	0	0	0
LOC129527528	LOC134756955	DN_NC_073238.2_33197456_2	DN_NC_073242.2_7013229_2	genuine	0	0.2907	0.2786	2	2	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	2	1	0	0	0	0
LOC129527528	ORC4	DN_NC_073235.2_50441116_14	DN_NC_073242.2_7013229_2	genuine	0	0.2295	0.1472	14	2	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	2	0	0	0	0	0
LOC129527528	TCTN1	DN_NC_073234.2_126026608_4	DN_NC_073242.2_7013229_2	genuine	0	0.3699	0.1614	4	2	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	2	0	0	0	0	0
LOC129527626	LOC134757432	DN_NC_073242.2_30609225_2	DN_NC_073242.2_31473281_2	genuine	0	1.0017	0.2616	2	2	2	2	1.0	0.9931	1.0	2	2	0	0	1	id>=0.95	0	0	0	2	2	2	2	2	2
LOC129527626	SNX29	DN_NC_073242.2_31473413_2	DN_NC_073242.2_35192809_3	genuine	0	0.4305	0.1677	2	3	2	1	0.5	0.9822	0.9822	1	1	1	1	1	id>=0.95	0	0	0	1	1	1	1	1	1
LOC129527656	LOC134758232	DN_NC_073242.2_36567597_2	DN_NC_086018.1_25932455_2	genuine	0	0.0	0.2112	2	2	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	1	0	0	0	0	0
LOC129527656	PGM3	DN_NC_073229.2_107305414_13	DN_NC_073242.2_36567597_2	genuine	0	0.0	0.1343	13	2	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	1	0	0	0	0	0
LOC129527774	ZNF669	DN_NC_073224.2_8329397_4	DN_NC_073242.2_74755277_3	genuine	0	0.0	0.1663	4	3	3	1	0.3333	0.7167	0.7167	1	1	1	1	1	0.70-0.80	0	0	0	2	2	1	1	0	0
LOC129527827	LOC129528947	DN_NC_073242.2_66613619_4	DN_NC_073244.2_27408454_4	genuine	0	0.5667	0.2279	4	4	4	3	0.75	0.8391	0.9286	3	3	0	0	0	0.80-0.90	0	0	0	4	4	4	3	3	2
LOC129527827	ZNF141	DN_NC_073227.2_8907801_4	DN_NC_073242.2_66613619_4	genuine	0	0.0	0.1346	4	4	4	2	0.5	0.8046	0.8254	2	2	0	0	1	0.80-0.90	0	0	0	4	3	3	2	2	1
LOC129527827	ZNF254	DN_NC_073242.2_66613619_4	DN_NC_073244.2_30438340_4	genuine	0	0.0	0.2278	4	4	4	3	0.75	0.835	0.881	3	3	0	0	0	0.80-0.90	0	0	0	4	4	4	3	3	2
LOC129527827	ZNF267	DN_NC_073242.2_37386128_4	DN_NC_073242.2_66613619_4	genuine	0	0.0	0.175	4	4	4	2	0.5	0.7792	0.8095	2	2	0	0	1	0.70-0.80	0	0	0	4	4	2	2	2	1
LOC129527827	ZNF273	DN_NC_073230.2_74299233_4	DN_NC_073242.2_66613619_4	genuine	0	0.4472	0.2459	4	4	4	3	0.75	0.8568	0.8968	3	3	0	0	0	0.80-0.90	0	0	0	4	4	3	3	3	3
LOC129527827	ZNF28	DN_NC_073242.2_66613619_4	DN_NC_073244.2_64759228_5	genuine	0	0.0	0.1819	4	5	4	1	0.25	0.7778	0.7778	1	1	1	1	1	0.70-0.80	0	0	0	2	2	1	1	1	0
LOC129527827	ZNF347	DN_NC_073242.2_66613619_4	DN_NC_073244.2_65073171_5	genuine	0	0.0	0.1681	4	5	4	1	0.25	0.746	0.746	1	1	1	1	1	0.70-0.80	0	0	0	2	2	1	1	0	0
LOC129527827	ZNF429	DN_NC_073242.2_66613619_4	DN_NC_073244.2_27956158_2	genuine	0	0.0	0.3912	4	2	2	2	1.0	0.7922	0.8268	2	2	0	0	1	0.70-0.80	0	0	0	2	2	2	2	2	1
LOC129527827	ZNF43	DN_NC_073242.2_66613619_4	DN_NC_073244.2_28333451_4	genuine	0	0.6042	0.2176	4	4	4	3	0.75	0.814	0.9206	3	3	0	0	0	0.80-0.90	0	0	0	4	4	3	3	2	2
LOC129527827	ZNF430	DN_NC_073242.2_66613619_4	DN_NC_073244.2_27504818_5	genuine	0	0.4021	0.2512	4	5	4	3	0.75	0.8398	0.881	3	3	0	0	0	0.80-0.90	0	0	0	4	4	4	3	3	2
LOC129527827	ZNF486	DN_NC_073242.2_66613619_4	DN_NC_073244.2_26666712_5	genuine	0	0.0	0.1538	4	5	4	3	0.75	0.8093	0.8492	3	3	0	0	0	0.80-0.90	0	0	0	3	3	3	3	3	2
LOC129527827	ZNF506	DN_NC_073242.2_66613619_4	DN_NC_073244.2_26240035_4	genuine	0	0.0	0.2809	4	4	4	3	0.75	0.8276	0.8651	3	3	0	0	0	0.80-0.90	0	0	0	4	4	4	3	3	2
LOC129527827	ZNF595	DN_NC_073227.2_8633418_2	DN_NC_073242.2_66613619_4	genuine	0	0.0	0.192	2	4	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	2	1	1	0	0	0
LOC129527827	ZNF616	DN_NC_073242.2_66613619_4	DN_NC_073244.2_64081943_4	genuine	0	0.0	0.1728	4	4	4	1	0.25	0.7698	0.7698	1	1	1	1	1	0.70-0.80	0	0	0	3	1	1	1	1	0
LOC129527827	ZNF626	DN_NC_073242.2_66613619_4	DN_NC_073244.2_27131194_2	genuine	0	0.0	0.2697	4	2	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	2	2	2	0	0	0
LOC129527827	ZNF675	DN_NC_073242.2_66613619_4	DN_NC_073244.2_29970261_4	genuine	0	0.0	0.218	4	4	4	3	0.75	0.835	0.8889	3	3	0	0	0	0.80-0.90	0	0	0	3	3	3	3	3	2
LOC129527827	ZNF678	DN_NC_073224.2_40627195_4	DN_NC_073242.2_66613619_4	genuine	0	0.0	0.1308	4	4	4	1	0.25	0.7937	0.8016	1	1	1	1	1	0.70-0.80	0	0	0	4	3	2	1	1	1
LOC129527827	ZNF680	DN_NC_073230.2_73977205_4	DN_NC_073242.2_66613619_4	genuine	0	0.0	0.1447	4	4	4	3	0.75	0.852	0.8968	3	3	0	0	0	0.80-0.90	0	0	0	4	4	4	3	3	3
LOC129527827	ZNF681	DN_NC_073242.2_66613619_4	DN_NC_073244.2_30067652_4	genuine	0	0.475	0.1787	4	4	4	3	0.75	0.8406	0.8889	3	3	0	0	0	0.80-0.90	0	0	0	4	4	4	3	3	2
LOC129527827	ZNF682	DN_NC_073242.2_66613619_4	DN_NC_073244.2_26470366_4	genuine	0	0.0	0.141	4	4	4	2	0.5	0.7955	0.7973	2	2	0	0	1	0.70-0.80	0	0	0	4	4	3	2	2	0
LOC129527827	ZNF695	DN_NC_073224.2_8422960_4	DN_NC_073242.2_66613619_4	genuine	0	0.0	0.2424	4	4	4	2	0.5	0.7617	0.7937	2	2	0	0	1	0.70-0.80	0	0	0	4	4	2	2	1	0
LOC129527827	ZNF721	DN_NC_073227.2_9009888_2	DN_NC_073242.2_66613619_4	genuine	0	0.0	0.2033	2	4	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	2	2	1	0	0	0
LOC129527827	ZNF723	DN_NC_073242.2_66613619_4	DN_NC_073244.2_29232445_4	genuine	0	0.7988	0.2073	4	4	4	3	0.75	0.8223	0.8968	3	3	0	0	0	0.80-0.90	0	0	0	3	3	3	3	2	2
LOC129527827	ZNF727	DN_NC_073230.2_73508332_4	DN_NC_073242.2_66613619_4	genuine	0	0.0	0.1312	4	4	4	2	0.5	0.7983	0.8108	2	2	0	0	1	0.70-0.80	0	0	0	4	3	2	2	2	1
LOC129527827	ZNF736	DN_NC_073230.2_73776646_4	DN_NC_073242.2_66613619_4	genuine	0	0.0	0.1396	4	4	4	2	0.5	0.8011	0.8243	2	2	0	0	1	0.80-0.90	0	0	0	4	3	2	2	2	1
LOC129527827	ZNF813	DN_NC_073242.2_66613619_4	DN_NC_073244.2_65398487_4	genuine	0	0.0	0.1386	4	4	4	1	0.25	0.7778	0.7778	1	1	1	1	1	0.70-0.80	0	0	0	2	2	1	1	1	0
LOC129527827	ZNF83	DN_NC_073242.2_66613619_4	DN_NC_073244.2_64585864_4	genuine	0	0.0	0.1591	4	4	4	1	0.25	0.7698	0.7698	1	1	1	1	1	0.70-0.80	0	0	0	3	2	1	1	1	0
LOC129527827	ZNF91	DN_NC_073242.2_66613619_4	DN_NC_073244.2_29680825_4	genuine	0	0.0	0.2035	4	4	4	4	1.0	0.8037	0.881	4	4	0	0	0	0.80-0.90	0	0	0	4	4	4	4	3	2
LOC129527827	ZNF92	DN_NC_073230.2_74637814_2	DN_NC_073242.2_66613619_4	genuine	0	0.0	0.1382	2	4	2	1	0.5	0.791	0.791	1	1	1	1	1	0.70-0.80	0	0	0	2	2	2	1	1	0
LOC129528096	MPHOSPH8	DN_NC_073238.2_33904146_3	DN_NC_073243.2_111186227_2	genuine	0	0.4124	0.3572	3	2	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	0	0	0	0	0	0
LOC129528278	LOC129528791	DN_NC_073241.2_83874271_3	DN_NC_073244.2_6165323_3	genuine	0	0.7637	0.454	3	3	3	1	0.3333	0.9352	0.9352	1	1	1	1	1	0.90-0.95	0	0	0	2	1	1	1	1	1
LOC129528278	LOC134758719	DN_NC_073229.2_43677378_4	DN_NC_073241.2_83874271_3	genuine	0	0.6366	0.167	4	3	3	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	1	0	0	0	0	0
LOC129528278	PLGRKT	DN_NC_073237.2_58966871_3	DN_NC_073241.2_83874271_3	genuine	0	0.0	0.1994	3	3	3	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	2	1	1	0	0	0
LOC129528278	SSBP1	DN_NC_073230.2_150857421_7	DN_NC_073241.2_83874271_3	genuine	0	0.5591	0.222	7	3	3	1	0.3333	0.8241	0.8241	1	1	1	1	1	0.80-0.90	0	0	0	2	1	1	1	1	1
LOC129528486	RPL23A	DN_NC_073228.2_64369461_5	DN_NC_073244.2_6036407_2	genuine	0	0.3829	0.1525	5	2	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	1	0	0	0	0	0
LOC129528551	ZFAND5	DN_NC_073237.2_68560894_6	DN_NC_073244.2_54031930_2	genuine	0	0.2866	0.2499	6	2	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	1	0	0	0	0	0
LOC129528667	ZNF268	DN_NC_073234.2_148682020_7	DN_NC_073244.2_63882905_5	genuine	0	0.0	0.3145	7	5	5	1	0.2	0.7698	0.7698	1	1	1	1	1	0.70-0.80	0	0	0	4	3	1	1	1	0
LOC129528667	ZNF585A	DN_NC_073244.2_48319142_5	DN_NC_073244.2_63882905_5	genuine	0	0.0	0.1847	5	5	5	1	0.2	0.754	0.754	1	1	1	1	1	0.70-0.80	0	0	0	3	3	2	1	1	0
LOC129528751	LOC129531751	DN_NC_073236.2_140400059_5	DN_NC_073244.2_70818649_5	genuine	0	1.0064	0.7511	5	5	5	5	1.0	0.9873	1.0	5	5	0	0	0	id>=0.95	0	0	0	5	5	5	5	5	5
LOC129528751	LOC129532625	DN_NC_073244.2_70818649_5	DN_NC_086017.1_211655827_5	genuine	0	1.0	0.7473	5	5	5	5	1.0	0.9827	1.0	5	5	0	0	0	id>=0.95	0	0	0	5	5	5	5	5	5
LOC129528751	LOC129532709	DN_NC_073244.2_70818649_5	DN_NC_086017.1_9337960_4	genuine	0	0.5906	0.5894	5	4	4	3	0.75	0.9793	0.9939	3	3	0	0	0	id>=0.95	0	0	0	3	3	3	3	3	3
LOC129528751	LOC129532808	DN_NC_073227.2_211080863_4	DN_NC_073244.2_70818649_5	genuine	0	0.2219	0.1352	4	5	4	3	0.75	0.9773	0.9818	3	3	0	0	0	id>=0.95	0	0	0	3	3	3	3	3	3
LOC129528751	LOC129533287	DN_NC_073227.2_8155721_4	DN_NC_073244.2_70818649_5	genuine	0	0.2219	0.1352	4	5	4	3	0.75	0.9773	0.9818	3	3	0	0	0	id>=0.95	0	0	0	3	3	3	3	3	3
LOC129528751	LOC129534552	DN_NC_073229.2_195378107_3	DN_NC_073244.2_70818649_5	genuine	0	0.2164	0.2191	3	5	3	2	0.6667	0.9864	1.0	2	2	0	0	1	id>=0.95	0	0	0	3	2	2	2	2	2
LOC129528751	LOC134756415	DN_NC_073241.2_110003031_5	DN_NC_073244.2_70818649_5	genuine	0	1.0046	0.3833	5	5	5	5	1.0	0.9829	0.9939	5	5	0	0	0	id>=0.95	0	0	0	5	5	5	5	5	5
LOC129528751	LOC134757299	DN_NC_073240.2_103747497_4	DN_NC_073244.2_70818649_5	genuine	0	0.2219	0.1352	4	5	4	3	0.75	0.9814	0.9879	3	3	0	0	0	id>=0.95	0	0	0	3	3	3	3	3	3
LOC129528751	LOC134759133	DN_NC_073231.2_150902261_3	DN_NC_073244.2_70818649_5	genuine	0	0.2182	0.1366	3	5	3	2	0.6667	0.9837	0.9938	2	2	0	0	1	id>=0.95	0	0	0	3	2	2	2	2	2
LOC129528751	NDUFA8	DN_NC_073237.2_118498911_4	DN_NC_073244.2_70818649_5	genuine	0	0.2219	0.2232	4	5	4	3	0.75	0.9814	0.9939	3	3	0	0	0	id>=0.95	0	0	0	3	3	3	3	3	3
LOC129528791	LOC134758719	DN_NC_073229.2_43677378_4	DN_NC_073244.2_6165323_3	genuine	0	0.6661	0.1708	4	3	3	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	2	0	0	0	0	0
LOC129528791	PLGRKT	DN_NC_073237.2_58966871_3	DN_NC_073244.2_6165323_3	genuine	0	0.0	0.1763	3	3	3	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	2	1	0	0	0	0
LOC129528791	SSBP1	DN_NC_073230.2_150857421_7	DN_NC_073244.2_6165323_3	genuine	0	0.5858	0.2215	7	3	3	1	0.3333	0.8119	0.8119	1	1	1	1	1	0.80-0.90	0	0	0	2	1	1	1	1	1
LOC129528947	ZNF141	DN_NC_073227.2_8907801_4	DN_NC_073244.2_27408454_4	genuine	0	0.0	0.1404	4	4	4	2	0.5	0.818	0.8571	2	2	0	0	1	0.80-0.90	0	0	0	4	4	3	2	2	1
LOC129528947	ZNF195	DN_NC_073233.2_9788172_5	DN_NC_073244.2_27408454_4	genuine	0	0.0	0.2124	5	4	4	2	0.5	0.7864	0.8254	2	2	0	0	1	0.70-0.80	0	0	0	4	4	3	2	1	1
LOC129528947	ZNF254	DN_NC_073244.2_27408454_4	DN_NC_073244.2_30438386_2	genuine	0	0.2902	0.4127	4	2	2	2	1.0	0.7691	0.8365	2	2	0	0	1	0.70-0.80	0	0	0	2	2	2	2	1	1
LOC129528947	ZNF267	DN_NC_073242.2_37386128_4	DN_NC_073244.2_27408454_4	genuine	0	0.0	0.1859	4	4	4	2	0.5	0.7864	0.8254	2	2	0	0	1	0.70-0.80	0	0	0	4	4	2	2	1	1
LOC129528947	ZNF273	DN_NC_073230.2_74299233_4	DN_NC_073244.2_27408454_4	genuine	0	0.5012	0.4028	4	4	4	3	0.75	0.8884	0.9444	3	3	0	0	0	0.80-0.90	0	0	0	4	4	4	3	3	3
LOC129528947	ZNF28	DN_NC_073244.2_27408454_4	DN_NC_073244.2_64759228_5	genuine	0	0.0	0.1861	4	5	4	1	0.25	0.8254	0.8254	1	1	1	1	1	0.80-0.90	0	0	0	3	1	1	1	1	1
LOC129528947	ZNF347	DN_NC_073244.2_27408454_4	DN_NC_073244.2_65073171_5	genuine	0	0.0	0.1733	4	5	4	1	0.25	0.7937	0.7937	1	1	1	1	1	0.70-0.80	0	0	0	2	2	1	1	1	0
LOC129528947	ZNF415	DN_NC_073244.2_27408454_4	DN_NC_073244.2_65046428_4	genuine	0	0.0	0.3374	4	3	3	1	0.3333	0.8333	0.8333	1	1	1	1	1	0.80-0.90	0	0	0	2	2	1	1	1	1
LOC129528947	ZNF429	DN_NC_073244.2_27408454_4	DN_NC_073244.2_27956158_2	genuine	0	0.7446	0.7124	4	2	2	2	1.0	0.8027	0.8302	2	2	0	0	1	0.80-0.90	0	0	0	2	2	2	2	2	1
LOC129528947	ZNF43	DN_NC_073244.2_27408454_4	DN_NC_073244.2_28333451_4	genuine	0	0.7643	0.2221	4	4	4	3	0.75	0.8328	0.9524	3	3	0	0	0	0.80-0.90	0	0	0	4	4	4	3	2	2
LOC129528947	ZNF430	DN_NC_073244.2_27408454_4	DN_NC_073244.2_27504818_5	genuine	0	0.707	0.373	4	5	4	4	1.0	0.8405	0.9286	4	4	0	0	0	0.80-0.90	0	0	0	4	4	4	4	3	3
LOC129528947	ZNF480	DN_NC_073244.2_27408454_4	DN_NC_073244.2_64265252_5	genuine	0	0.0	0.1827	4	5	4	1	0.25	0.8571	0.8571	1	1	1	1	1	0.80-0.90	0	0	0	4	1	1	1	1	1
LOC129528947	ZNF486	DN_NC_073244.2_26666712_5	DN_NC_073244.2_27408454_4	genuine	0	0.4494	0.2707	5	4	4	3	0.75	0.8445	0.8968	3	3	0	0	0	0.80-0.90	0	0	0	3	3	3	3	3	3
LOC129528947	ZNF506	DN_NC_073244.2_26240039_2	DN_NC_073244.2_27408454_4	genuine	0	0.4937	0.3468	2	4	2	1	0.5	0.8239	0.8239	1	1	1	1	1	0.80-0.90	0	0	0	2	2	2	1	1	1
LOC129528947	ZNF519	DN_NC_073241.2_36126198_2	DN_NC_073244.2_27408454_4	genuine	0	0.0	0.321	2	4	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	2	2	1	0	0	0
LOC129528947	ZNF595	DN_NC_073227.2_8633418_2	DN_NC_073244.2_27408454_4	genuine	0	0.0	0.455	2	4	2	1	0.5	0.7002	0.7002	1	1	1	1	1	0.70-0.80	0	0	0	2	2	1	1	0	0
LOC129528947	ZNF611	DN_NC_073244.2_27408454_4	DN_NC_073244.2_64672255_4	genuine	0	0.0	0.2242	4	4	4	1	0.25	0.7698	0.7698	1	1	1	1	1	0.70-0.80	0	0	0	3	2	1	1	1	0
LOC129528947	ZNF626	DN_NC_073244.2_27131194_2	DN_NC_073244.2_27408454_4	genuine	0	0.342	0.4006	2	4	2	1	0.5	0.7134	0.7134	1	1	1	1	1	0.70-0.80	0	0	0	2	2	2	1	0	0
LOC129528947	ZNF675	DN_NC_073244.2_27408454_4	DN_NC_073244.2_29970261_4	genuine	0	0.8401	0.5799	4	4	4	4	1.0	0.8455	0.9365	4	4	0	0	0	0.80-0.90	0	0	0	4	4	4	4	4	4
LOC129528947	ZNF678	DN_NC_073224.2_40627195_4	DN_NC_073244.2_27408454_4	genuine	0	0.0	0.3025	4	4	4	1	0.25	0.8571	0.8571	1	1	1	1	1	0.80-0.90	0	0	0	4	3	1	1	1	1
LOC129528947	ZNF680	DN_NC_073230.2_73977205_4	DN_NC_073244.2_27408454_4	genuine	0	0.4857	0.2786	4	4	4	3	0.75	0.8652	0.9444	3	3	0	0	0	0.80-0.90	0	0	0	4	4	4	3	3	3
LOC129528947	ZNF681	DN_NC_073244.2_27408454_4	DN_NC_073244.2_30067652_4	genuine	0	0.4745	0.3717	4	4	4	4	1.0	0.8164	0.9286	4	4	0	0	0	0.80-0.90	0	0	0	4	4	4	4	3	3
