family_id	seed_tid	tid	chrom	start	end	n_exon	strand	n_reads	identity	coverage
GWFAM4	DN_NC_073224.2_19135995_8	SE_NC_073224.2_19235754_9	NC_073224.2	19235754	19243905	9	-	2	0.8521	0.9845
GWFAM56	DN_NC_073228.2_54243403_14	SE_NC_073228.2_54292844_14	NC_073228.2	54292844	54303755	14	-	1	0.8424	0.9957
GWFAM105	DN_NC_073236.2_23070422_5	SE_NC_073238.2_25250992_5	NC_073238.2	25250992	25267149	5	-	1	0.8447	0.9915
GWFAM244	DN_NC_073247.2_62876948_8	SE_NC_073247.2_62823558_8	NC_073247.2	62823558	62832729	8	-	1	0.9841	0.8510
GWFAM113	DN_NC_073242.2_120770770_3	SE_NC_073232.2_8894428_3	NC_073232.2	8894428	8898630	3	-	1	0.9202	0.9098
GWFAM29	DN_NC_073230.2_168783028_4	SE_NC_073237.2_118502497_4	NC_073237.2	118502497	118518191	4	-	2	0.8668	0.9645
GWFAM58	DN_NC_073238.2_32618985_2	SE_NC_073238.2_32619317_4	NC_073238.2	32619317	32627784	4	-	1	1.0000	0.8342
GWFAM90	DN_NC_073232.2_146269345_5	SE_NC_073227.2_8056123_5	NC_073227.2	8056123	8175265	5	-	1	0.8400	0.9916
GWFAM198	DN_NC_073240.2_33035919_18	SE_NC_073240.2_29616569_18	NC_073240.2	29616569	29627196	18	+	1	0.8853	0.9397
GWFAM28	DN_NC_073224.2_223613827_8	SE_NC_073224.2_223540622_8	NC_073224.2	223540622	223625869	8	+	1	0.8651	0.9604
GWFAM48	DN_NC_073227.2_211898133_4	SE_NC_073240.2_103158561_2	NC_073240.2	103158561	103168391	2	-	1	0.9263	0.8967
GWFAM4	DN_NC_073224.2_19135995_8	SE_NC_073224.2_29081369_8	NC_073224.2	29081369	29090914	8	-	2	0.8661	0.9588
GWFAM240	DN_NC_073247.2_59706228_5	SE_NC_073247.2_59726995_3	NC_073247.2	59726995	59733724	3	+	2	0.9555	0.8689
GWFAM68	DN_NC_073228.2_123324738_24	SE_NC_073228.2_123228116_25	NC_073228.2	123228116	123408943	25	+	1	1.0000	0.8298
GWFAM91	DN_NC_073230.2_13331394_15	SE_NC_073230.2_14245235_14	NC_073230.2	14245235	14272486	14	-	1	0.8357	0.9926
GWFAM197	DN_NC_073240.2_23459856_11	SE_NC_073240.2_31282132_13	NC_073240.2	31282132	31314997	13	-	1	0.8372	0.9887
GWFAM48	DN_NC_073227.2_211898133_4	SE_NC_073240.2_103158565_2	NC_073240.2	103158565	103170719	2	-	1	0.9261	0.8936
GWFAM113	DN_NC_073232.2_8894428_4	SE_NC_073242.2_120770777_3	NC_073242.2	120770777	120775413	3	+	1	0.8481	0.9756
GWFAM213	DN_NC_073242.2_66060869_2	SE_NC_073242.2_66832287_3	NC_073242.2	66832287	66834776	3	-	1	1.0000	0.8236
GWFAM52	DN_NC_073228.2_46778779_7	SE_NC_073228.2_27169376_8	NC_073228.2	27169376	27206988	8	+	1	0.8276	0.9941
GWFAM30	DN_NC_073248.2_45277558_8	SE_NC_073236.2_24785625_8	NC_073236.2	24785625	24805471	8	+	1	0.8259	0.9960
GWFAM64	DN_NC_073228.2_81201967_5	SE_NC_073228.2_81098005_7	NC_073228.2	81098005	81227979	7	+	1	1.0000	0.8179
GWFAM63	DN_NC_073228.2_83435233_12	SE_NC_073228.2_79926417_12	NC_073228.2	79926417	79970835	12	-	1	0.9371	0.8724
GWFAM90	DN_NC_073232.2_146269345_5	SE_NC_073236.2_140400084_4	NC_073236.2	140400084	140454049	4	+	2	0.8253	0.9897
GWFAM45	DN_NC_073239.2_44147092_8	SE_NC_073238.2_26538465_7	NC_073238.2	26538465	26588854	7	+	1	0.8869	0.9197
GWFAM177	DN_NC_073238.2_29962913_11	SE_NC_073238.2_29894191_13	NC_073238.2	29894191	29994147	13	+	1	1.0000	0.8143
GWFAM258	DN_NC_073248.2_34819290_6	SE_NC_073248.2_34839946_4	NC_073248.2	34839946	34842681	4	-	1	0.8298	0.9774
GWFAM45	DN_NC_073240.2_14911190_8	SE_NC_086018.1_10403121_8	NC_086018.1	10403121	10425268	8	-	1	0.8195	0.9871
GWFAM45	DN_NC_073240.2_14911190_8	SE_NC_073239.2_44147109_8	NC_073239.2	44147109	44168995	8	+	1	0.8315	0.9728
GWFAM197	DN_NC_073240.2_23487858_3	SE_NC_073240.2_23487859_4	NC_073240.2	23487859	23502172	4	-	1	0.9124	0.8858
GWFAM161	DN_NC_073236.2_51202489_4	SE_NC_073236.2_52819623_6	NC_073236.2	52819623	52845980	6	+	1	0.8523	0.9480
GWFAM214	DN_NC_073242.2_68110829_2	SE_NC_073242.2_66460984_2	NC_073242.2	66460984	66500563	2	+	1	0.9770	0.8269
GWFAM151	DN_NC_073240.2_14397327_6	SE_NC_073236.2_30633000_6	NC_073236.2	30633000	30708620	6	+	2	0.8220	0.9825
GWFAM2	DN_NC_073224.2_6827758_6	SE_NC_073230.2_165840311_6	NC_073230.2	165840311	165855075	6	+	1	0.8417	0.9595
GWFAM142	DN_NC_073234.2_140369418_2	SE_NC_073234.2_140369419_2	NC_073234.2	140369419	140386326	2	-	1	0.9633	0.8378
GWFAM212	DN_NC_073242.2_65851148_2	SE_NC_073242.2_66880615_2	NC_073242.2	66880615	66889156	2	-	2	0.9841	0.8197
GWFAM257	DN_NC_073248.2_19625716_11	SE_NC_073248.2_15477439_11	NC_073248.2	15477439	15491519	11	+	1	0.8258	0.9764
GWFAM28	DN_NC_073224.2_223291577_8	SE_NC_073224.2_223478353_8	NC_073224.2	223478353	223553669	8	+	1	0.8205	0.9814
GWFAM157	DN_NC_073237.2_24387112_11	SE_NC_073237.2_29425545_10	NC_073237.2	29425545	29453939	10	-	1	0.8389	0.9598
GWFAM257	DN_NC_073248.2_19671639_11	SE_NC_073248.2_19602755_10	NC_073248.2	19602755	19616595	10	-	1	0.8082	0.9959
GWFAM75	DN_NC_073228.2_179980538_5	SE_NC_073228.2_182670663_7	NC_073228.2	182670663	182710309	7	-	2	0.8106	0.9908
GWFAM157	DN_NC_073237.2_29418618_13	SE_NC_073236.2_32861438_13	NC_073236.2	32861438	32988207	13	-	1	0.8627	0.9286
GWFAM158	DN_NC_073238.2_54832837_2	SE_NC_073236.2_32935396_3	NC_073236.2	32935396	32984886	3	-	1	0.8993	0.8894
GWFAM210	DN_NC_073242.2_27178722_8	SE_NC_073242.2_26889057_9	NC_073242.2	26889057	26932764	9	-	1	0.8892	0.8994
GWFAM175	DN_NC_073241.2_195934_6	SE_NC_073240.2_4575975_6	NC_073240.2	4575975	4582986	6	+	1	0.8014	0.9960
GWFAM100	DN_NC_073230.2_72907176_2	SE_NC_073230.2_72857218_2	NC_073230.2	72857218	72867296	2	-	1	1.0000	0.7961
GWFAM196	DN_NC_073240.2_21601869_7	SE_NC_073240.2_23210842_7	NC_073240.2	23210842	23219686	7	-	1	0.8469	0.9392
GWFAM193	DN_NC_073240.2_22861517_4	SE_NC_073240.2_21986618_4	NC_073240.2	21986618	22022171	4	-	1	0.9594	0.8289
GWFAM256	DN_NC_073248.2_19602755_10	SE_NC_073248.2_16416024_10	NC_073248.2	16416024	16429870	10	+	1	0.8079	0.9840
GWFAM233	DN_NC_073246.2_2410732_2	SE_NC_086018.1_1957960_2	NC_086018.1	1957960	1963722	2	-	2	0.9342	0.8509
GWFAM176	DN_NC_073248.2_33802234_4	SE_NC_073248.2_33731890_6	NC_073248.2	33731890	33823995	6	+	1	1.0000	0.7906
GWFAM256	DN_NC_073248.2_19602755_10	SE_NC_073248.2_16438995_10	NC_073248.2	16438995	16451732	10	+	1	0.8164	0.9680
GWFAM225	DN_NC_073244.2_48660338_4	SE_NC_073244.2_48919812_4	NC_073244.2	48919812	48976084	4	-	1	0.9528	0.8279
GWFAM233	DN_NC_073246.2_2410732_2	SE_NC_086018.1_6578973_2	NC_086018.1	6578973	6583522	2	+	1	0.8357	0.9437
GWFAM262	DN_NC_086018.1_22166699_9	SE_NC_086018.1_22406147_8	NC_086018.1	22406147	22435708	8	-	1	0.7911	0.9960
GWFAM186	DN_NC_073239.2_32665974_8	SE_NC_073239.2_32630525_8	NC_073239.2	32630525	32646111	8	-	1	0.8005	0.9819
GWFAM28	DN_NC_073224.2_223291577_8	SE_NC_073224.2_223540632_8	NC_073224.2	223540632	223553669	8	+	2	0.8043	0.9771
GWFAM30	DN_NC_073246.2_11287670_8	SE_NC_073238.2_23392848_8	NC_073238.2	23392848	23417082	8	+	2	0.8126	0.9668
GWFAM260	DN_NC_086018.1_19032547_10	SE_NC_086018.1_18994224_11	NC_086018.1	18994224	19040299	11	+	1	0.9329	0.8421
GWFAM225	DN_NC_073244.2_48660338_4	SE_NC_073244.2_48919821_5	NC_073244.2	48919821	48976121	5	-	2	0.9526	0.8246
GWFAM234	DN_NC_086018.1_6525395_3	SE_NC_086018.1_2012052_3	NC_086018.1	2012052	2015490	3	-	1	0.9146	0.8584
GWFAM80	DN_NC_073229.2_44402483_3	SE_NC_073229.2_44451417_2	NC_073229.2	44451417	44456279	2	-	1	1.0000	0.7849
GWFAM156	DN_NC_073237.2_24562373_2	SE_NC_073237.2_24551361_4	NC_073237.2	24551361	24568333	4	-	1	0.9988	0.7857
GWFAM204	DN_NC_073242.2_15607160_18	SE_NC_073242.2_28690802_18	NC_073242.2	28690802	28780554	18	+	1	0.8554	0.9161
GWFAM19	DN_NC_073224.2_130305133_13	SE_NC_073224.2_117447150_13	NC_073224.2	117447150	117475416	13	+	1	0.8998	0.8689
GWFAM62	DN_NC_073228.2_79860005_3	SE_NC_073228.2_81589079_4	NC_073228.2	81589079	81625241	4	+	1	0.9229	0.8462
GWFAM225	DN_NC_073244.2_48660338_4	SE_NC_073244.2_48919830_2	NC_073244.2	48919830	48978129	2	-	1	0.9526	0.8193
GWFAM4	DN_NC_073224.2_19344252_8	SE_NC_073224.2_19135995_9	NC_073224.2	19135995	19144141	9	-	1	0.8004	0.9739
GWFAM257	DN_NC_073248.2_19625716_11	SE_NC_073248.2_16137390_10	NC_073248.2	16137390	16150671	10	-	1	0.7880	0.9881
GWFAM186	DN_NC_073239.2_32630520_8	SE_NC_073239.2_32665984_8	NC_073239.2	32665984	32681488	8	-	1	0.8005	0.9713
GWFAM233	DN_NC_086018.1_1957958_2	SE_NC_086018.1_1957962_3	NC_086018.1	1957962	2015873	3	-	1	0.9926	0.7813
GWFAM237	DN_NC_073247.2_11741820_2	SE_NC_073248.2_9064797_3	NC_073248.2	9064797	9079302	3	-	1	0.7846	0.9878
GWFAM161	DN_NC_073236.2_51202489_4	SE_NC_073236.2_49989277_3	NC_073236.2	49989277	49996151	3	-	1	0.7925	0.9778
GWFAM240	DN_NC_073247.2_59744386_5	SE_NC_073247.2_59707380_4	NC_073247.2	59707380	59713566	4	+	1	0.9807	0.7886
GWFAM204	DN_NC_073242.2_28690093_18	SE_NC_073242.2_15637743_19	NC_073242.2	15637743	15684310	19	-	1	0.8652	0.8935
GWFAM161	DN_NC_073236.2_51202489_4	SE_NC_073236.2_49989276_3	NC_073236.2	49989276	49997087	3	-	1	0.7957	0.9708
GWFAM215	DN_NC_073242.2_66613619_4	SE_NC_073242.2_67959454_2	NC_073242.2	67959454	67997169	2	+	1	0.9124	0.8456
GWFAM214	DN_NC_073242.2_68110829_2	SE_NC_073242.2_66460936_2	NC_073242.2	66460936	66500423	2	+	2	0.9759	0.7893
GWFAM75	DN_NC_073228.2_181540807_2	SE_NC_073228.2_179980535_2	NC_073228.2	179980535	179984459	2	-	2	0.9149	0.8362
GWFAM217	DN_NC_073242.2_104701006_6	SE_NC_073242.2_104139379_6	NC_073242.2	104139379	104162016	6	-	1	0.7932	0.9634
GWFAM221	DN_NC_086017.1_207204670_3	SE_NC_086017.1_209206936_2	NC_086017.1	209206936	209211479	2	-	1	0.8122	0.9389
GWFAM29	DN_NC_073230.2_168783028_4	SE_NC_073239.2_124656409_3	NC_073239.2	124656409	124664751	3	+	1	0.9673	0.7880
GWFAM158	DN_NC_073238.2_54832837_2	SE_NC_073236.2_32935398_3	NC_073236.2	32935398	32985550	3	-	1	0.8282	0.9194
GWFAM177	DN_NC_073240.2_21107960_3	SE_NC_073240.2_24402682_2	NC_073240.2	24402682	24429788	2	+	1	0.9705	0.7829
GWFAM258	DN_NC_073248.2_34819290_6	SE_NC_073248.2_15402487_5	NC_073248.2	15402487	15405231	5	-	1	0.7709	0.9846
GWFAM90	DN_NC_086017.1_211655852_5	SE_NC_073244.2_70818640_4	NC_073244.2	70818640	70886016	4	+	2	0.7715	0.9834
GWFAM232	DN_NC_086018.1_1713322_2	SE_NC_073246.2_2174020_2	NC_073246.2	2174020	2179663	2	+	1	0.9668	0.7845
GWFAM54	DN_NC_073228.2_45950017_6	SE_NC_073228.2_45941333_8	NC_073228.2	45941333	45957783	8	+	1	1.0000	0.7576
GWFAM2	DN_NC_073230.2_165840223_11	SE_NC_073224.2_6827756_11	NC_073224.2	6827756	6848254	11	+	2	0.7845	0.9645
GWFAM252	DN_NC_073247.2_161266102_3	SE_NC_073247.2_161266110_4	NC_073247.2	161266110	161279378	4	-	1	1.0000	0.7564
GWFAM79	DN_NC_073234.2_15631095_11	SE_NC_086017.1_9790499_10	NC_086017.1	9790499	9795255	10	-	1	0.8740	0.8636
GWFAM206	DN_NC_073242.2_16378095_15	SE_NC_073242.2_31349401_14	NC_073242.2	31349401	31404552	14	+	1	0.8876	0.8502
GWFAM161	DN_NC_073236.2_52824541_4	SE_NC_073236.2_51201668_5	NC_073236.2	51201668	51224297	5	+	2	0.8546	0.8811
GWFAM4	DN_NC_073224.2_19135995_8	SE_NC_073224.2_19344259_7	NC_073224.2	19344259	19352405	7	-	1	0.7747	0.9689
GWFAM34	DN_NC_073239.2_66814923_2	SE_NC_073239.2_66814923_3	NC_073239.2	66814923	66821863	3	-	1	1.0000	0.7505
GWFAM83	DN_NC_073229.2_49629885_16	SE_NC_073229.2_49603432_14	NC_073229.2	49603432	49635056	14	-	1	0.9732	0.7707
GWFAM112	DN_NC_073231.2_151096896_10	SE_NC_073224.2_241273327_9	NC_073224.2	241273327	241299981	9	+	1	0.8800	0.8510
GWFAM156	DN_NC_073237.2_24562367_2	SE_NC_073237.2_31692945_2	NC_073237.2	31692945	31698914	2	-	1	0.7726	0.9688
GWFAM62	DN_NC_073228.2_83368453_5	SE_NC_073228.2_79860045_5	NC_073228.2	79860045	79867106	5	-	2	0.8799	0.8471
GWFAM23	DN_NC_073230.2_10192124_3	SE_NC_073230.2_10192582_5	NC_073230.2	10192582	10337651	5	-	1	1.0000	0.7451
GWFAM207	DN_NC_073242.2_21074244_2	SE_NC_073242.2_22133886_2	NC_073242.2	22133886	22136210	2	+	1	0.7671	0.9689
GWFAM54	DN_NC_073228.2_46729676_10	SE_NC_073228.2_45710800_12	NC_073228.2	45710800	45743120	12	-	1	0.9272	0.8008
GWFAM82	DN_NC_073229.2_49429157_2	SE_NC_073229.2_49424718_4	NC_073229.2	49424718	49433114	4	+	1	0.8741	0.8494
GWFAM177	DN_NC_073240.2_21107960_3	SE_NC_073240.2_24117463_3	NC_073240.2	24117463	24144766	3	-	2	0.8467	0.8745
GWFAM204	DN_NC_073242.2_15607160_18	SE_NC_073242.2_30575808_19	NC_073242.2	30575808	30673887	19	-	1	0.8463	0.8749
GWFAM134	DN_NC_073235.2_37571963_24	SE_NC_073235.2_37429793_24	NC_073235.2	37429793	37690391	24	+	1	0.7903	0.9332
GWFAM82	DN_NC_073229.2_49429157_2	SE_NC_073229.2_49419328_2	NC_073229.2	49419328	49433114	2	+	1	1.0000	0.7362
GWFAM219	DN_NC_073243.2_40339828_3	SE_NC_073247.2_26303108_5	NC_073247.2	26303108	26327863	5	-	1	0.8527	0.8626
GWFAM79	DN_NC_073229.2_17702989_11	SE_NC_073234.2_15631096_11	NC_073234.2	15631096	15648154	11	-	2	0.9128	0.8039
GWFAM255	DN_NC_073247.2_166164989_10	SE_NC_073247.2_166251078_8	NC_073247.2	166251078	166259925	8	-	2	1.0000	0.7320
GWFAM82	DN_NC_073229.2_49429157_2	SE_NC_073229.2_49418537_2	NC_073229.2	49418537	49433114	2	+	1	1.0000	0.7318
GWFAM98	DN_NC_073230.2_63938093_3	SE_NC_073230.2_64705372_4	NC_073230.2	64705372	64721517	4	+	1	0.7881	0.9272
GWFAM233	DN_NC_086018.1_1957958_2	SE_NC_073246.2_2410732_2	NC_073246.2	2410732	2415412	2	-	1	0.9342	0.7813
GWFAM13	DN_NC_073224.2_116008792_12	SE_NC_073224.2_124491069_13	NC_073224.2	124491069	124553700	13	+	1	0.8534	0.8549
GWFAM75	DN_NC_073228.2_182670660_2	SE_NC_073228.2_181541074_4	NC_073228.2	181541074	181547556	4	+	2	0.9612	0.7589
GWFAM14	DN_NC_073224.2_117217209_13	SE_NC_073224.2_130013705_13	NC_073224.2	130013705	130080018	13	-	2	0.8706	0.8368
GWFAM178	DN_NC_073238.2_30171533_2	SE_NC_073238.2_33197461_2	NC_073238.2	33197461	33227472	2	+	1	0.9712	0.7484
GWFAM198	DN_NC_073240.2_33337179_18	SE_NC_073240.2_31360632_18	NC_073240.2	31360632	31372490	18	+	1	0.9436	0.7702
GWFAM156	DN_NC_073237.2_24562367_2	SE_NC_073237.2_31692945_2	NC_073237.2	31692945	31697482	2	-	1	0.7687	0.9450
GWFAM190	DN_NC_073239.2_122796929_6	SE_NC_073239.2_122796929_8	NC_073239.2	122796929	123052125	8	-	2	1.0000	0.7259
GWFAM156	DN_NC_073236.2_32676994_2	SE_NC_073237.2_31692951_2	NC_073237.2	31692951	31698649	2	-	1	0.7748	0.9360
GWFAM74	DN_NC_073228.2_182778981_6	SE_NC_073228.2_179796833_6	NC_073228.2	179796833	179805699	6	-	1	0.9263	0.7824
GWFAM62	DN_NC_073228.2_79860005_3	SE_NC_073228.2_83368492_2	NC_073228.2	83368492	83371841	2	-	1	0.8852	0.8188
GWFAM120	DN_NC_073232.2_99738149_7	SE_NC_073232.2_64999026_7	NC_073232.2	64999026	65008257	7	-	1	0.8432	0.8595
GWFAM120	DN_NC_073232.2_99623156_6	SE_NC_073232.2_92125088_5	NC_073232.2	92125088	92223808	5	-	1	0.8652	0.8369
GWFAM172	DN_NC_073237.2_84588096_3	SE_NC_073237.2_84674625_3	NC_073237.2	84674625	84679994	3	+	1	1.0000	0.7238
GWFAM204	DN_NC_073242.2_15726063_24	SE_NC_073242.2_30711356_25	NC_073242.2	30711356	30760070	25	-	1	0.9275	0.7791
GWFAM142	DN_NC_073234.2_140369418_2	SE_NC_073234.2_140369419_3	NC_073234.2	140369419	140397852	3	-	1	0.8625	0.8378
GWFAM171	DN_NC_073237.2_83935166_8	SE_NC_073237.2_84341528_8	NC_073237.2	84341528	84346814	8	-	1	0.8571	0.8419
GWFAM18	DN_NC_073224.2_130157457_4	SE_NC_073224.2_124984716_4	NC_073224.2	124984716	125007797	4	-	1	0.9543	0.7546
GWFAM89	DN_NC_073240.2_48537740_19	SE_NC_073240.2_48232045_21	NC_073240.2	48232045	48593166	21	+	1	0.9963	0.7219
GWFAM159	DN_NC_073237.2_23917148_2	SE_NC_073237.2_29866039_3	NC_073237.2	29866039	29874403	3	-	1	0.8630	0.8299
GWFAM225	DN_NC_073244.2_48919551_6	SE_NC_073244.2_48660603_6	NC_073244.2	48660603	48688583	6	-	2	0.9529	0.7514
GWFAM112	DN_NC_073231.2_151096896_10	SE_NC_073244.2_5439633_11	NC_073244.2	5439633	5466249	11	-	1	0.8663	0.8249
GWFAM76	DN_NC_073228.2_182473922_9	SE_NC_073228.2_182638383_9	NC_073228.2	182638383	182667554	9	-	1	0.8918	0.7985
GWFAM175	DN_NC_073241.2_195934_6	SE_NC_073236.2_4545281_5	NC_073236.2	4545281	4552273	5	+	2	0.7335	0.9703
GWFAM62	DN_NC_073228.2_79860005_3	SE_NC_073243.2_31123349_3	NC_073243.2	31123349	31127759	3	+	1	0.7267	0.9774
GWFAM42	DN_NC_073237.2_93516915_6	SE_NC_073237.2_93501330_4	NC_073237.2	93501330	93519397	4	-	1	1.0000	0.7068
GWFAM112	DN_NC_073231.2_151096896_10	SE_NC_073233.2_144124481_11	NC_073233.2	144124481	144176531	11	+	1	0.8632	0.8181
GWFAM233	DN_NC_086018.1_1957958_2	SE_NC_073246.2_2410731_2	NC_073246.2	2410731	2415435	2	-	1	0.9342	0.7556
GWFAM105	DN_NC_073236.2_24785620_8	SE_NC_073248.2_45277560_9	NC_073248.2	45277560	45297431	9	+	1	0.7106	0.9931
GWFAM156	DN_NC_073237.2_31692945_2	SE_NC_073236.2_32676204_2	NC_073236.2	32676204	32683208	2	+	1	0.7746	0.9100
GWFAM201	DN_NC_073241.2_36126186_3	SE_NC_073246.2_15789317_4	NC_073246.2	15789317	15817331	4	+	1	0.8505	0.8272
GWFAM190	DN_NC_073239.2_122634082_4	SE_NC_073239.2_122615409_5	NC_073239.2	122615409	122618297	5	-	1	0.7210	0.9718
GWFAM90	DN_NC_073232.2_146269345_5	SE_NC_073227.2_210981348_3	NC_073227.2	210981348	211043542	3	-	1	0.9282	0.7547
GWFAM28	DN_NC_073224.2_223613827_8	SE_NC_073224.2_223484764_6	NC_073224.2	223484764	223490332	6	+	1	0.8147	0.8594
GWFAM48	DN_NC_073227.2_211898133_4	SE_NC_073240.2_103158561_2	NC_073240.2	103158561	103165923	2	-	1	0.9262	0.7548
GWFAM94	DN_NC_073234.2_37699532_22	SE_NC_073230.2_42499096_21	NC_073230.2	42499096	42605394	21	-	2	0.7093	0.9853
GWFAM196	DN_NC_073240.2_23210840_6	SE_NC_073240.2_21601883_5	NC_073240.2	21601883	21610583	5	+	1	0.7642	0.9127
GWFAM159	DN_NC_073237.2_23917148_2	SE_NC_073237.2_29865089_3	NC_073237.2	29865089	29873906	3	-	1	0.8706	0.8008
GWFAM159	DN_NC_073237.2_23917148_2	SE_NC_073236.2_33289097_2	NC_073236.2	33289097	33301903	2	-	2	0.8799	0.7921
GWFAM155	DN_NC_073236.2_32048257_8	SE_NC_073236.2_34983788_7	NC_073236.2	34983788	34991895	7	-	1	0.8469	0.8219
GWFAM155	DN_NC_073236.2_34983788_8	SE_NC_073236.2_32048259_8	NC_073236.2	32048259	32058715	8	-	1	0.8378	0.8297
GWFAM156	DN_NC_073237.2_31692945_2	SE_NC_073236.2_32677120_3	NC_073236.2	32677120	32683211	3	+	1	0.7230	0.9612
GWFAM175	DN_NC_073241.2_195934_6	SE_NC_073238.2_8052168_4	NC_073238.2	8052168	8059193	4	+	1	0.7143	0.9707
GWFAM1	DN_NC_073224.2_5715398_2	SE_NC_073224.2_5567537_3	NC_073224.2	5567537	5612424	3	-	1	1.0000	0.6922
GWFAM234	DN_NC_086018.1_6525395_3	SE_NC_073246.2_2464987_3	NC_073246.2	2464987	2468710	3	-	1	0.7864	0.8790
GWFAM204	DN_NC_073242.2_15582702_2	SE_NC_073242.2_31473939_3	NC_073242.2	31473939	31485238	3	+	2	0.9542	0.7244
GWFAM10	DN_NC_073224.2_91906991_7	SE_NC_073224.2_91908908_8	NC_073224.2	91908908	92087543	8	-	1	1.0000	0.6869
GWFAM104	DN_NC_073232.2_99479070_10	SE_NC_073232.2_68914292_8	NC_073232.2	68914292	68962942	8	-	1	0.8597	0.7956
GWFAM175	DN_NC_073240.2_4576013_4	SE_NC_073248.2_51323039_5	NC_073248.2	51323039	51344635	5	-	2	0.8986	0.7580
GWFAM59	DN_NC_073228.2_62341424_5	SE_NC_073228.2_62328502_5	NC_073228.2	62328502	62346106	5	+	1	1.0000	0.6791
GWFAM185	DN_NC_073243.2_97368879_3	SE_NC_073243.2_97342125_5	NC_073243.2	97342125	97381877	5	+	1	1.0000	0.6776
GWFAM1	DN_NC_073224.2_5715398_2	SE_NC_073224.2_5567538_4	NC_073224.2	5567538	5584472	4	-	1	0.9763	0.6922
GWFAM149	DN_NC_073235.2_144827415_3	SE_NC_073242.2_3666820_2	NC_073242.2	3666820	3671477	2	-	1	0.9908	0.6813
GWFAM33	DN_NC_073227.2_46045010_18	SE_NC_073227.2_45919550_20	NC_073227.2	45919550	46169759	20	+	1	0.9876	0.6808
GWFAM156	DN_NC_073236.2_32676994_2	SE_NC_073237.2_31692954_2	NC_073237.2	31692954	31699979	2	-	1	0.7746	0.8677
GWFAM198	DN_NC_073240.2_33427646_4	SE_NC_073240.2_33342837_4	NC_073240.2	33342837	33443640	4	-	1	0.6833	0.9835
GWFAM161	DN_NC_073236.2_47712904_9	SE_NC_073236.2_46656303_11	NC_073236.2	46656303	46674510	11	+	2	0.8529	0.7868
GWFAM14	DN_NC_073224.2_115215234_17	SE_NC_073224.2_116869740_19	NC_073224.2	116869740	116900051	19	-	2	0.6802	0.9864
GWFAM156	DN_NC_073237.2_31692945_2	SE_NC_073237.2_24562795_2	NC_073237.2	24562795	24568296	2	-	1	0.8180	0.8184
GWFAM120	DN_NC_073232.2_99738149_7	SE_NC_073232.2_92237342_7	NC_073232.2	92237342	92248358	7	+	2	0.9523	0.7029
GWFAM120	DN_NC_073232.2_92169976_5	SE_NC_073232.2_99669355_5	NC_073232.2	99669355	99723362	5	-	1	0.6991	0.9573
GWFAM60	DN_NC_073228.2_66329319_2	SE_NC_073228.2_70719377_3	NC_073228.2	70719377	70723741	3	+	2	0.9064	0.7312
GWFAM179	DN_NC_073238.2_31467876_5	SE_NC_073240.2_22595743_5	NC_073240.2	22595743	22603795	5	-	2	0.9459	0.7006
GWFAM93	DN_NC_073230.2_86186055_4	SE_NC_073230.2_86159933_6	NC_073230.2	86159933	86209473	6	+	2	1.0000	0.6621
GWFAM175	DN_NC_073241.2_195934_6	SE_NC_073244.2_11378038_7	NC_073244.2	11378038	11384892	7	-	1	0.7106	0.9282
GWFAM184	DN_NC_073238.2_59732362_14	SE_NC_073238.2_59681538_16	NC_073238.2	59681538	59776894	16	+	1	1.0000	0.6583
GWFAM219	DN_NC_073243.2_40339828_3	SE_NC_073247.2_26303109_5	NC_073247.2	26303109	26323449	5	-	1	0.8837	0.7449
GWFAM81	DN_NC_073243.2_82739838_8	SE_NC_073243.2_82594891_10	NC_073243.2	82594891	82620116	10	-	1	0.9570	0.6878
GWFAM112	DN_NC_073231.2_151096896_10	SE_NC_073229.2_195510885_9	NC_073229.2	195510885	195534253	9	+	1	0.8770	0.7479
GWFAM262	DN_NC_086018.1_22166699_9	SE_NC_086018.1_18646412_7	NC_086018.1	18646412	18665746	7	+	2	0.8214	0.7982
GWFAM92	DN_NC_073230.2_14200508_17	SE_NC_073230.2_13359013_15	NC_073230.2	13359013	13403545	15	-	1	0.8088	0.8084
GWFAM245	DN_NC_073247.2_84678732_3	SE_NC_073247.2_84517974_2	NC_073247.2	84517974	84518445	2	-	1	1.0000	0.6535
GWFAM213	DN_NC_073242.2_66832275_2	SE_NC_073242.2_66060104_3	NC_073242.2	66060104	66062622	3	+	1	0.8607	0.7583
GWFAM62	DN_NC_073228.2_79860005_3	SE_NC_073243.2_20300584_3	NC_073243.2	20300584	20305000	3	+	2	0.6788	0.9615
GWFAM138	DN_NC_073234.2_52064471_4	SE_NC_073234.2_52151538_4	NC_073234.2	52151538	52155846	4	+	1	0.8313	0.7837
GWFAM138	DN_NC_073234.2_52064471_4	SE_NC_073234.2_52203057_4	NC_073234.2	52203057	52206658	4	+	2	0.8313	0.7837
GWFAM11	DN_NC_073224.2_101602474_9	SE_NC_073224.2_101578821_10	NC_073224.2	101578821	101587073	10	+	1	0.6667	0.9769
GWFAM13	DN_NC_073224.2_124490958_14	SE_NC_073224.2_116011140_12	NC_073224.2	116011140	116056344	12	+	1	0.8669	0.7503
GWFAM212	DN_NC_073242.2_68752491_2	SE_NC_073242.2_67567293_2	NC_073242.2	67567293	67573795	2	+	2	1.0000	0.6487
