family_id	dominant_gene	n_protein_families	is_impure	oracle_mapped	oracle_fp	oracle_cls	fp_score	fp_score_oof	n_members	n_genes	distinct_loci	n_edges	edge_density	max_degree	mean_degree	clustering	n_communities	fiedler	mincut	frac_in_giant	n_seqclust_hi	loci_per_seqclust	mem_per_seqclust	loci_per_comm	loci_per_gene	mem_per_locus	max_mult	med_mult	max_min_mult	frac_repeat_bridged	frac_ge_gate	genes
104	PCDHB2	1	0	0	0		0.05604	0.06727	8	5	6	25	0.8928571428571429	7	6.25	0.9285714285714286	2	1.9794006030800952	1.9828	1.0	4	1.5	2.0	3.0	1.2	1.3333333333333333	503	6	2	0.0	0.0	LOC101126280;PCDHB15;PCDHB16;PCDHB2;PCDHB5
105	LOC134758598	1	0	0	0		0.05457	0.0548	3	1	2	2	0.6666666666666666	2	1.3333333333333333	0.0	1	0.20007797455955995	0.1395	1.0	2	1.0	1.5	2.0	2.0	1.5	0	0	0	0.0	0.0	LOC134758598
106	LOC101128585	1	0	0	0		0.00639	0.00634	3	1	2	3	1.0	2	2.0	1.0	1	2.6454630190470643	1.7702	1.0	1	2.0	3.0	2.0	2.0	1.5	0	0	0	0.0	0.0	LOC101128585
107	LOC101140892	1	0	0	0		0.53524	0.55844	3	3	3	2	0.6666666666666666	2	1.3333333333333333	0.0	1	0.20699691094239042	0.1967	1.0	3	1.0	1.0	3.0	1.0	1.0	4	3.5	2	0.0	0.0	LOC101140892;RPLP1;TXNL4B
108	MIF4GD	0	0	0	0		0.13195	0.10237	2	2	2	1	1.0	1	1.0	0.0	1	1.106	0.553	1.0	1	2.0	2.0	2.0	1.0	1.0	4	4	2	0.0	0.0	MIF4GD;MRPS7
109	THOC3	1	0	0	0		0.09307	0.09316	2	2	2	1	1.0	1	1.0	0.0	1	2.0	1.0	1.0	1	2.0	2.0	2.0	1.0	1.0	16	16	2	0.0	0.0	LOC101131460;THOC3
110	LOC134758618	1	0	1	1	oversize	0.00053	0.00121	10	2	10	13	0.28888888888888886	9	2.6	0.5611111111111111	2	0.15227127758027045	0.149	1.0	9	1.1111111111111112	1.1111111111111112	5.0	5.0	1.0	0	0	0	0.0	0.0	LOC134758618;NLGN1
111	RMND5B	2	1	0	0		0.11634	0.12255	2	2	2	1	1.0	1	1.0	0.0	1	0.8672	0.4336	1.0	2	1.0	1.0	2.0	1.0	1.0	4	4	2	0.0	0.0	NHP2;RMND5B
112	ZNF354A	0	0	0	0		0.13876	0.12084	2	2	2	1	1.0	1	1.0	0.0	1	1.0024	0.5012	1.0	1	2.0	2.0	2.0	1.0	1.0	130	130	2	0.0	0.0	ZNF354A;ZNF354B
113	LOC129533419	0	0	0	0		0.10927	0.11027	2	2	2	1	1.0	1	1.0	0.0	1	1.6036	0.8018	1.0	1	2.0	2.0	2.0	1.0	1.0	54	54	2	0.0	0.0	LOC101137455;LOC129533419
114	LOC115933189	1	0	0	0		0.13688	0.13929	2	2	2	1	1.0	1	1.0	0.0	1	1.1226	0.5613	1.0	1	2.0	2.0	2.0	1.0	1.0	503	503	2	0.0	0.0	LOC115933006;LOC115933189
115	HNRNPH2	1	0	0	0		0.01171	0.00467	5	2	2	10	1.0	4	4.0	1.0	1	3.0115410794299455	2.4093	1.0	1	2.0	5.0	2.0	1.0	2.5	96	96.0	2	0.0	0.0	HNRNPH1;HNRNPH2
116	CANX	2	1	0	0		0.32335	0.32808	3	2	2	2	0.6666666666666666	2	1.3333333333333333	0.0	1	0.5758911949317329	0.4859	1.0	2	1.0	1.5	2.0	1.0	1.5	4	4	2	0.0	0.0	CANX;HMGB3
117	SQSTM1	0	0	0	0		0.1118	0.12662	2	2	2	1	1.0	1	1.0	0.0	1	0.9692	0.4846	1.0	2	1.0	1.0	2.0	1.0	1.0	4	4	2	0.0	0.0	MRNIP;SQSTM1
118	CDC42EP4	1	0	0	0		0.00187	0.00119	4	1	2	6	1.0	3	3.0	1.0	1	3.471186594924138	2.6384	1.0	1	2.0	4.0	2.0	2.0	2.0	0	0	0	0.0	0.0	CDC42EP4
119	VCF1	1	0	0	0		0.11111	0.12823	3	2	2	3	1.0	2	2.0	1.0	1	1.3859597121166483	0.9379	1.0	1	2.0	3.0	2.0	1.0	1.5	27	27.0	2	0.0	0.0	COG1;VCF1
120	COG1	0	0	0	0		0.1281	0.14053	2	2	2	1	1.0	1	1.0	0.0	1	1.1832	0.5916	1.0	1	2.0	2.0	2.0	1.0	1.0	4	4	2	0.0	0.0	COG1;SSTR2
121	LRRC37A3	2	1	0	0		0.94124	0.94453	7	7	7	9	0.42857142857142855	4	2.5714285714285716	0.7619047619047619	2	0.13733659125957465	0.3752	1.0	5	1.4	1.4	3.5	1.0	1.0	497	9	2	0.0	0.0	ARL17A;LOC101128092;LOC101135168;LOC115933002;LOC115934626;LOC115934680;LRRC37A3
122	LOC101135518	1	0	1	0		0.20802	0.19644	3	3	3	3	1.0	2	2.0	1.0	1	0.8059277186963014	0.5373	1.0	2	1.5	1.5	3.0	1.0	1.0	7	7	2	0.0	0.0	LOC101135518;LOC101151290;PLEKHM1
123	FTSJ3	1	0	0	0		0.12737	0.13099	2	2	2	1	1.0	1	1.0	0.0	1	1.198	0.599	1.0	1	2.0	2.0	2.0	1.0	1.0	4	4	2	0.0	0.0	DDX42;FTSJ3
124	LOC101147326	1	0	0	0		0.11719	0.12393	2	2	2	1	1.0	1	1.0	0.0	1	0.8492	0.4246	1.0	2	1.0	1.0	2.0	1.0	1.0	7	7	2	0.0	0.0	FAM136A;LOC101147326
125	METTL2A	1	0	0	0		0.14425	0.14264	2	2	2	1	1.0	1	1.0	0.0	1	0.4194	0.2097	1.0	2	1.0	1.0	2.0	1.0	1.0	503	503	2	0.0	0.0	METTL2A;METTL2B
126	TEX14	1	0	0	0		0.13296	0.13747	2	2	2	1	1.0	1	1.0	0.0	1	0.521	0.2605	1.0	2	1.0	1.0	2.0	1.0	1.0	3	3	2	0.0	0.0	LOC115933152;TEX14
127	IGBP1C	1	0	0	0		0.1302	0.13415	2	2	2	1	1.0	1	1.0	0.0	1	1.1406	0.5703	1.0	1	2.0	2.0	2.0	1.0	1.0	3	3	2	0.0	0.0	IGBP1;IGBP1C
128	SERINC4	2	1	0	0		0.68139	0.5755	5	3	4	4	0.4	2	1.6	0.0	2	0.08173055563393061	0.1873	1.0	5	0.8	1.0	2.0	1.3333333333333333	1.25	5	5	2	0.0	0.0	SERF2;SERINC4;TTPAL
129	MMD	1	0	0	0		0.01493	0.0143	2	1	2	1	1.0	1	1.0	0.0	1	0.4704	0.2352	1.0	2	1.0	1.0	2.0	2.0	1.0	0	0	0	0.0	0.0	MMD
130	LOC101154556	1	0	0	0		0.11465	0.12154	2	2	2	1	1.0	1	1.0	0.0	1	0.9108	0.4554	1.0	2	1.0	1.0	2.0	1.0	1.0	31	31	2	0.0	0.0	LOC101154556;TOM1L1
131	CEP295	0	0	0	0		0.01274	0.01942	2	1	2	1	1.0	1	1.0	0.0	1	0.836	0.418	1.0	2	1.0	1.0	2.0	2.0	1.0	0	0	0	0.0	0.0	CEP295
132	TUBG2	1	0	0	0		0.11019	0.12435	2	2	2	1	1.0	1	1.0	0.0	1	1.5708	0.7854	1.0	1	2.0	2.0	2.0	1.0	1.0	3	3	2	0.0	0.0	LOC101154437;TUBG2
133	LOC115933306	1	0	0	0		0.11839	0.13028	3	3	3	3	1.0	2	2.0	1.0	1	2.8439999999999994	1.896	1.0	1	3.0	3.0	3.0	1.0	1.0	5	5	3	0.0	0.0	LOC115933306;LOC115934662;LOC129533797
134	LOC101143714	1	0	0	0		0.13293	0.09337	2	2	2	1	1.0	1	1.0	0.0	1	0.5216	0.2608	1.0	2	1.0	1.0	2.0	1.0	1.0	3	3	2	0.0	0.0	LOC101143714;SLFN12
135	LOC101143714	1	0	0	0		0.14189	0.145	2	2	2	1	1.0	1	1.0	0.0	1	0.4616	0.2308	1.0	2	1.0	1.0	2.0	1.0	1.0	497	497	2	0.0	0.0	LOC101143714;SLFN11
136	RPL41	0	0	0	0		0.01084	0.01045	2	1	2	1	1.0	1	1.0	0.0	1	1.7716	0.8858	1.0	1	2.0	2.0	2.0	2.0	1.0	0	0	0	0.0	0.0	RPL41
137	LOC115934550	1	0	0	0		0.12093	0.1301	2	2	2	1	1.0	1	1.0	0.0	1	0.7674	0.3837	1.0	2	1.0	1.0	2.0	1.0	1.0	3	3	2	0.0	0.0	LOC115934550;WDR45B
138	MYO18A	1	0	0	0		0.01409	0.01275	2	1	2	1	1.0	1	1.0	0.0	1	1.1684	0.5842	1.0	1	2.0	2.0	2.0	2.0	1.0	0	0	0	0.0	0.0	MYO18A
139	SLC46A1	1	0	0	0		0.11552	0.1292	2	2	2	1	1.0	1	1.0	0.0	1	1.4502	0.7251	1.0	1	2.0	2.0	2.0	1.0	1.0	4	4	2	0.0	0.0	SARM1;SLC46A1
140	IFT20	0	0	0	0		0.11348	0.12073	2	2	2	1	1.0	1	1.0	0.0	1	0.931	0.4655	1.0	2	1.0	1.0	2.0	1.0	1.0	4	4	2	0.0	0.0	IFT20;TMEM97
141	LOC101142859	0	0	0	0		0.11391	0.12038	2	2	2	1	1.0	1	1.0	0.0	1	0.9444	0.4722	1.0	2	1.0	1.0	2.0	1.0	1.0	106	106	2	0.0	0.0	LOC101142859;LOC134758545
142	UBC	1	0	0	0		0.03418	0.01907	6	3	5	15	1.0	5	5.0	1.0	2	2.339066918878716	2.1113999999999997	1.0	1	5.0	6.0	2.5	1.6666666666666667	1.2	503	4	3	0.0	0.0	LOC109026704;UBB;UBC
143	LOC115932821	0	0	0	0		0.01187	0.0119	3	1	2	3	1.0	2	2.0	1.0	1	0.7337860759049858	0.4905	1.0	2	1.0	1.5	2.0	2.0	1.5	0	0	0	0.0	0.0	LOC115932821
144	LOC115932787	2	1	0	0		0.13322	0.09451	2	2	2	1	1.0	1	1.0	0.0	1	0.5184	0.2592	1.0	2	1.0	1.0	2.0	1.0	1.0	14	14	2	0.0	0.0	LOC115932787;MAP2K3
145	LOC115932794	0	0	0	0		0.22106	0.19505	3	3	3	3	1.0	2	2.0	1.0	1	0.5421373645030486	0.3703	1.0	3	1.0	1.0	3.0	1.0	1.0	168	104	2	0.0	0.0	LOC115932794;LOC129529083;LOC134757821
146	LOC109025320	0	0	0	0		0.05035	0.0574	5	3	4	10	1.0	4	4.0	1.0	2	0.9915175955648639	1.1646999999999998	1.0	2	2.0	2.5	2.0	1.3333333333333333	1.25	23	5	2	0.0	0.0	LINC02693;LOC109025320;LOC129527663
147	LOC109026767	0	0	0	0		0.12803	0.13827	2	2	2	1	1.0	1	1.0	0.0	1	0.62	0.31	1.0	2	1.0	1.0	2.0	1.0	1.0	5	5	2	0.0	0.0	LOC109026767;LOC115934575
148	LOC109026769	1	0	0	0		0.11944	0.13633	2	2	2	1	1.0	1	1.0	0.0	1	0.7996	0.3998	1.0	2	1.0	1.0	2.0	1.0	1.0	4	4	2	0.0	0.0	CCDC144A;LOC109026769
149	TVP23B	1	0	0	0		0.13992	0.13974	2	2	2	1	1.0	1	1.0	0.0	1	0.4826	0.2413	1.0	2	1.0	1.0	2.0	1.0	1.0	426	426	2	0.0	0.0	CDRT4;TVP23B
150	FLCN	0	0	0	0		0.01614	0.02536	2	1	2	1	1.0	1	1.0	0.0	1	0.291	0.1455	1.0	2	1.0	1.0	2.0	2.0	1.0	0	0	0	0.0	0.0	FLCN
151	B3GNTL1	0	0	0	0		0.13351	0.1377	2	2	2	1	1.0	1	1.0	0.0	1	1.0766	0.5383	1.0	1	2.0	2.0	2.0	1.0	1.0	10	10	2	0.0	0.0	B3GNTL1;TBCD
152	RASA1	0	0	0	0		0.12625	0.12958	2	2	2	1	1.0	1	1.0	0.0	1	1.2232	0.6116	1.0	1	2.0	2.0	2.0	1.0	1.0	14	14	2	0.0	0.0	CCNH;RASA1
153	RAB40B	1	0	0	0		0.13063	0.15004	2	2	2	1	1.0	1	1.0	0.0	1	0.569	0.2845	1.0	2	1.0	1.0	2.0	1.0	1.0	11	11	2	0.0	0.0	LOC129530123;RAB40B
154	NR2F1	1	0	0	0		0.1128	0.11901	2	2	2	1	1.0	1	1.0	0.0	1	0.9458	0.4729	1.0	2	1.0	1.0	2.0	1.0	1.0	2	2	2	0.0	0.0	NR2F1;NR2F2
155	ARB2A	1	0	0	0		0.01029	0.00903	2	1	2	1	1.0	1	1.0	0.0	1	1.8902	0.9451	1.0	1	2.0	2.0	2.0	2.0	1.0	0	0	0	0.0	0.0	ARB2A
156	AKIRIN2	1	0	0	0		0.01313	0.01133	2	1	2	1	1.0	1	1.0	0.0	1	0.7666	0.3833	1.0	2	1.0	1.0	2.0	2.0	1.0	0	0	0	0.0	0.0	AKIRIN2
157	ANKRD6	1	0	0	0		0.12622	0.13821	2	2	2	1	1.0	1	1.0	0.0	1	1.2388	0.6194	1.0	1	2.0	2.0	2.0	1.0	1.0	80	80	2	0.0	0.0	ANKRD6;LYRM2
158	LOC101148313	1	0	1	0		0.09347	0.10879	2	2	2	1	1.0	1	1.0	0.0	1	1.987	0.9935	1.0	1	2.0	2.0	2.0	1.0	1.0	6	6	2	0.0	0.0	LOC101148313;LOC115935025
159	RFX6	1	0	0	0		0.114	0.11528	2	2	2	1	1.0	1	1.0	0.0	1	1.484	0.742	1.0	1	2.0	2.0	2.0	1.0	1.0	3	3	2	0.0	0.0	RFX6;RPL7A
160	AKAP7	0	0	0	0		0.01167	0.01091	2	1	2	1	1.0	1	1.0	0.0	1	1.6018	0.8009	1.0	1	2.0	2.0	2.0	2.0	1.0	0	0	0	0.0	0.0	AKAP7
161	ULBP1	1	0	0	0		0.21235	0.16648	3	3	3	3	1.0	2	2.0	1.0	1	0.5835846409488024	0.3911	1.0	3	1.0	1.0	3.0	1.0	1.0	58	32	2	0.0	0.0	LOC101140030;ULBP1;ULBP3
162	LOC109025132	1	0	1	0		0.15872	0.16119	3	3	3	3	1.0	2	2.0	1.0	1	2.2434369823451834	1.5067	1.0	1	3.0	3.0	3.0	1.0	1.0	5	5	2	0.0	0.0	LOC109025132;LOC129523505;LOC129525643
163	TUBB2A	1	0	0	0		0.09167	0.09245	6	6	6	15	1.0	5	5.0	1.0	1	3.819952372802358	3.2502	1.0	1	6.0	6.0	6.0	1.0	1.0	5	5	2	0.0	0.0	LOC101131674;TUBB;TUBB2A;TUBB4A;TUBB4B;TUBB8
164	LOC109027217	1	0	0	0		0.0006	0.00066	6	1	2	15	1.0	5	5.0	1.0	1	1.2493854879745172	1.1089	1.0	6	0.3333333333333333	1.0	2.0	2.0	3.0	0	0	0	0.0	0.0	LOC109027217
165	AKR1C3	2	1	0	0		0.11183	0.09395	5	2	5	5	0.5	3	2.0	0.4666666666666667	2	0.07798267633525224	0.1486	1.0	5	1.0	1.0	2.5	2.5	1.0	0	0	0	0.0	0.0	AKR1C3;IL20RB
166	LOC101134115	1	0	0	0		0.13709	0.14095	2	2	2	1	1.0	1	1.0	0.0	1	0.4412	0.2206	1.0	2	1.0	1.0	2.0	1.0	1.0	5	5	2	0.0	0.0	LOC101134115;TMEM14B
167	LOC101136127	0	0	0	0		0.01208	0.01772	2	1	2	1	1.0	1	1.0	0.0	1	1.5222	0.7611	1.0	1	2.0	2.0	2.0	2.0	1.0	0	0	0	0.0	0.0	LOC101136127
168	BTN2A2	1	0	0	0		0.13461	0.14573	2	2	2	1	1.0	1	1.0	0.0	1	0.491	0.2455	1.0	2	1.0	1.0	2.0	1.0	1.0	13	13	2	0.0	0.0	BTN2A1;BTN2A2
169	BTN3A1	1	0	0	0		0.12519	0.13501	2	2	2	1	1.0	1	1.0	0.0	1	0.678	0.339	1.0	2	1.0	1.0	2.0	1.0	1.0	4	4	2	0.0	0.0	BTN3A1;LOC101147830
170	LOC129534200	0	0	1	0		0.01114	0.01313	2	1	2	1	1.0	1	1.0	0.0	1	1.7094	0.8547	1.0	1	2.0	2.0	2.0	2.0	1.0	0	0	0	0.0	0.0	LOC129534200
171	LOC101151070	0	0	0	0		0.13545	0.13859	2	2	2	1	1.0	1	1.0	0.0	1	0.499	0.2495	1.0	2	1.0	1.0	2.0	1.0	1.0	121	121	2	0.0	0.0	LOC101151070;LOC115931277
172	ZKSCAN4	0	0	0	0		0.13478	0.13486	2	2	2	1	1.0	1	1.0	0.0	1	0.5984	0.2992	1.0	2	1.0	1.0	2.0	1.0	1.0	503	503	2	0.0	0.0	ZKSCAN3;ZKSCAN4
173	LOC101150953	0	0	0	0		0.09944	0.10121	2	2	2	1	1.0	1	1.0	0.0	1	1.8316	0.9158	1.0	1	2.0	2.0	2.0	1.0	1.0	6	6	2	0.0	0.0	LOC101150953;TRNAA-AGC
174	LOC109027174	1	0	0	0		0.12843	0.12109	7	6	7	20	0.9523809523809523	6	5.714285714285714	0.9523809523809524	1	1.1996233435722552	1.0539	1.0	2	3.5	3.5	7.0	1.1666666666666667	1.0	6	6	2	0.0	0.0	LOC101142134;LOC101142998;LOC101143844;LOC101153360;LOC109027174;MHC-G
175	HSPA1L	1	0	0	0		0.01251	0.01088	6	3	4	15	1.0	5	5.0	1.0	1	2.8366700865533345	2.3648	1.0	2	2.0	3.0	4.0	1.3333333333333333	1.5	195	195	2	0.0	0.0	HSPA1L;HSPA2;LOC101131586
176	C4A	1	0	0	0		0.09298	0.09321	2	2	2	1	1.0	1	1.0	0.0	1	1.9996	0.9998	1.0	1	2.0	2.0	2.0	1.0	1.0	4	4	2	0.0	0.0	C4A;C4B
177	LOC115935014	1	0	0	0		0.21393	0.22797	3	2	3	2	0.6666666666666666	2	1.3333333333333333	0.0	1	0.46642841312117556	0.4604	1.0	3	1.0	1.0	3.0	1.5	1.0	4	4	2	0.0	0.0	LOC101132303;LOC115935014
178	TCP11	1	0	0	0		0.00961	0.01238	3	1	2	3	1.0	2	2.0	1.0	1	1.1578721761221733	0.7761	1.0	2	1.0	1.5	2.0	2.0	1.5	0	0	0	0.0	0.0	TCP11
179	SAYSD1	0	0	0	0		0.01328	0.01444	3	1	2	3	1.0	2	2.0	1.0	1	1.068979301454769	0.8609	1.0	1	2.0	3.0	2.0	2.0	1.5	0	0	0	0.0	0.0	SAYSD1
180	ADGRF5	1	0	0	0		0.1371	0.14094	2	2	2	1	1.0	1	1.0	0.0	1	0.4416	0.2208	1.0	2	1.0	1.0	2.0	1.0	1.0	8	8	2	0.0	0.0	ADGRF5;LOC109023105
181	LOC101148684	1	0	0	0		0.14316	0.15644	4	4	4	6	1.0	3	3.0	1.0	1	2.5791960680279264	1.9844	1.0	1	4.0	4.0	4.0	1.0	1.0	5	4.5	2	0.0	0.0	LOC101148684;LOC101152035;LOC101153366;LOC109027180
182	SMAP1	2	1	0	0		0.11379	0.12184	2	2	2	1	1.0	1	1.0	0.0	1	0.9244	0.4622	1.0	2	1.0	1.0	2.0	1.0	1.0	6	6	2	0.0	0.0	B3GAT2;SMAP1
183	KHDC1	1	0	0	0		0.13508	0.09515	2	2	2	1	1.0	1	1.0	0.0	1	0.4796	0.2398	1.0	2	1.0	1.0	2.0	1.0	1.0	3	3	2	0.0	0.0	EIF3E;KHDC1
184	EEF1A1	1	0	0	0		0.62144	0.65526	4	4	4	4	0.6666666666666666	3	2.0	0.5833333333333334	1	0.48512458373436185	0.4467	1.0	2	2.0	2.0	4.0	1.0	1.0	6	6.0	2	0.0	0.0	EEF1A1;LOC101132881;LOC109023808;LOC115931240
185	LOC115935379	0	0	0	0		0.63691	0.62081	4	3	4	3	0.5	2	1.5	0.0	2	0.27955897309823446	0.3955	1.0	2	2.0	2.0	2.0	1.3333333333333333	1.0	46	25.5	2	0.0	0.0	DMTF1;LOC115935379;TMEM243
186	FGL2	1	0	0	0		0.00583	0.00585	3	1	2	3	1.0	2	2.0	1.0	1	2.832297619497364	1.8902	1.0	1	2.0	3.0	2.0	2.0	1.5	0	0	0	0.0	0.0	FGL2
187	LOC129523494	3	1	1	0		0.79701	0.82245	6	6	6	9	0.6	4	3.0	0.611111111111111	2	0.22295899843366512	0.2923	1.0	5	1.2	1.2	3.0	1.0	1.0	503	10	3	0.0	0.0	LOC101130894;LOC101146405;LOC115933167;LOC115935376;LOC129523494;LOC129534750
188	HBP1	0	0	0	0		0.11942	0.12833	2	2	2	1	1.0	1	1.0	0.0	1	0.8002	0.4001	1.0	2	1.0	1.0	2.0	1.0	1.0	5	5	2	0.0	0.0	COG5;HBP1
189	CADPS2	1	0	0	0		0.01619	0.01346	2	1	2	1	1.0	1	1.0	0.0	1	0.2848	0.1424	1.0	2	1.0	1.0	2.0	2.0	1.0	0	0	0	0.0	0.0	CADPS2
190	LOC115935294	1	0	0	0		0.09297	0.0932	2	2	2	1	1.0	1	1.0	0.0	1	2.0	1.0	1.0	1	2.0	2.0	2.0	1.0	1.0	4	4	2	0.0	0.0	LOC101143855;LOC115935294
191	LOC101143487	1	0	0	0		0.10209	0.11631	2	2	2	1	1.0	1	1.0	0.0	1	1.7822	0.8911	1.0	1	2.0	2.0	2.0	1.0	1.0	81	81	2	0.0	0.0	LOC101143487;LOC129523491
192	GPR37	0	0	0	0		0.01489	0.02244	2	1	2	1	1.0	1	1.0	0.0	1	1.0424	0.5212	1.0	1	2.0	2.0	2.0	2.0	1.0	0	0	0	0.0	0.0	GPR37
193	AKR1B10	1	0	0	0		0.11751	0.0808	2	2	2	1	1.0	1	1.0	0.0	1	0.8412	0.4206	1.0	2	1.0	1.0	2.0	1.0	1.0	3	3	2	0.0	0.0	AKR1B10;LOC115935241
194	MKRN1	1	0	0	0		0.11492	0.12318	2	2	2	1	1.0	1	1.0	0.0	1	0.8984	0.4492	1.0	2	1.0	1.0	2.0	1.0	1.0	3	3	2	0.0	0.0	LOC101132325;MKRN1
195	NDUFB2	0	0	0	0		0.01368	0.02105	2	1	2	1	1.0	1	1.0	0.0	1	0.6718	0.3359	1.0	2	1.0	1.0	2.0	2.0	1.0	0	0	0	0.0	0.0	NDUFB2
196	RHEB	2	1	0	0		0.53548	0.50067	3	3	3	2	0.6666666666666666	2	1.3333333333333333	0.0	1	0.4120700254637685	0.3408	1.0	2	1.5	1.5	3.0	1.0	1.0	9	6.5	2	0.0	0.0	LOC115935989;RHEB;SHLD2
197	PTPRN2	1	0	0	0		0.01105	0.01068	2	1	2	1	1.0	1	1.0	0.0	1	1.7282	0.8641	1.0	1	2.0	2.0	2.0	2.0	1.0	0	0	0	0.0	0.0	PTPRN2
198	STEAP1B	1	0	0	0		0.12562	0.13551	2	2	2	1	1.0	1	1.0	0.0	1	0.669	0.3345	1.0	2	1.0	1.0	2.0	1.0	1.0	3	3	2	0.0	0.0	STEAP1;STEAP1B
199	AVL9	0	0	0	0		0.01444	0.01379	2	1	2	1	1.0	1	1.0	0.0	1	0.5476	0.2738	1.0	2	1.0	1.0	2.0	2.0	1.0	0	0	0	0.0	0.0	AVL9
200	FKBP9	1	0	0	0		0.11846	0.12652	2	2	2	1	1.0	1	1.0	0.0	1	0.9322	0.4661	1.0	2	1.0	1.0	2.0	1.0	1.0	497	497	2	0.0	0.0	FKBP9;LOC101129903
201	YAE1	0	0	0	0		0.14004	0.14295	2	2	2	1	1.0	1	1.0	0.0	1	0.4964	0.2482	1.0	2	1.0	1.0	2.0	1.0	1.0	497	497	2	0.0	0.0	LOC129523854;YAE1
202	LOC115932679	0	0	0	0		0.01562	0.02443	2	1	2	1	1.0	1	1.0	0.0	1	0.3676	0.1838	1.0	2	1.0	1.0	2.0	2.0	1.0	0	0	0	0.0	0.0	LOC115932679
203	LOC109027782	0	0	0	0		0.21387	0.25969	3	3	3	3	1.0	2	2.0	1.0	1	0.6499008508385055	0.4377	1.0	2	1.5	1.5	3.0	1.0	1.0	7	4	3	0.0	0.0	LOC109027782;LOC129523694;PSPH
204	LOC129523646	0	0	1	0		0.09303	0.09317	2	2	2	1	1.0	1	1.0	0.0	1	2.0	1.0	1.0	1	2.0	2.0	2.0	1.0	1.0	11	11	2	0.0	0.0	LOC129523646;LOC129523647
205	LOC101133668	1	0	0	0		0.1297	0.13584	2	2	2	1	1.0	1	1.0	0.0	1	0.5858	0.2929	1.0	2	1.0	1.0	2.0	1.0	1.0	3	3	2	0.0	0.0	GPAT4;LOC101133668
206	LOC129523899	0	0	0	0		0.11587	0.12208	2	2	2	1	1.0	1	1.0	0.0	1	0.8776	0.4388	1.0	2	1.0	1.0	2.0	1.0	1.0	4	4	2	0.0	0.0	LOC129523664;LOC129523899
207	LOC129523746	0	0	0	0		0.01072	0.01266	2	1	2	1	1.0	1	1.0	0.0	1	1.7968	0.8984	1.0	1	2.0	2.0	2.0	2.0	1.0	0	0	0	0.0	0.0	LOC129523746
208	SBDS	0	0	0	0		0.1178	0.12642	2	2	2	1	1.0	1	1.0	0.0	1	0.836	0.418	1.0	2	1.0	1.0	2.0	1.0	1.0	8	8	2	0.0	0.0	LOC101132313;SBDS
209	LOC101126070	1	0	0	0		0.11059	0.07539	2	2	2	1	1.0	1	1.0	0.0	1	0.9972	0.4986	1.0	2	1.0	1.0	2.0	1.0	1.0	5	5	2	0.0	0.0	LOC101126070;LOC129534728
210	LOC101126070	2	1	0	0		0.53856	0.50147	3	3	3	2	0.6666666666666666	2	1.3333333333333333	0.0	1	0.2705401348278348	0.2134	1.0	3	1.0	1.0	3.0	1.0	1.0	106	61.0	2	0.0	0.0	GALNT17;LOC101126070;LOC115935264
211	DNAAF5	0	0	0	0		0.01496	0.02257	2	1	2	1	1.0	1	1.0	0.0	1	1.0308	0.5154	1.0	1	2.0	2.0	2.0	2.0	1.0	0	0	0	0.0	0.0	DNAAF5
212	POM121	1	0	0	0		0.12113	0.1303	2	2	2	1	1.0	1	1.0	0.0	1	0.7636	0.3818	1.0	2	1.0	1.0	2.0	1.0	1.0	5	5	2	0.0	0.0	POM121;POM121C
213	NSUN5	1	0	0	0		0.11745	0.12365	2	2	2	1	1.0	1	1.0	0.0	1	0.8426	0.4213	1.0	2	1.0	1.0	2.0	1.0	1.0	3	3	2	0.0	0.0	LOC101131844;NSUN5
214	TRIM50	1	0	0	0		0.11224	0.07664	2	2	2	1	1.0	1	1.0	0.0	1	0.959	0.4795	1.0	2	1.0	1.0	2.0	1.0	1.0	4	4	2	0.0	0.0	TRIM50;TRIM73
215	C6H7orf50	1	0	0	0		0.00628	0.00623	3	1	2	3	1.0	2	2.0	1.0	1	2.6673	1.8032	1.0	1	2.0	3.0	2.0	2.0	1.5	0	0	0	0.0	0.0	C6H7orf50
216	LOC115935268	2	1	0	0		0.11346	0.11968	2	2	2	1	1.0	1	1.0	0.0	1	0.9318	0.4659	1.0	2	1.0	1.0	2.0	1.0	1.0	6	6	2	0.0	0.0	LOC115935268;LOC129534750
217	IFT22	0	0	0	0		0.01634	0.02571	2	1	2	1	1.0	1	1.0	0.0	1	0.2632	0.1316	1.0	2	1.0	1.0	2.0	2.0	1.0	0	0	0	0.0	0.0	IFT22
218	LOC101150976	1	0	0	0		0.01197	0.01048	2	1	2	1	1.0	1	1.0	0.0	1	0.9788	0.4894	1.0	2	1.0	1.0	2.0	2.0	1.0	0	0	0	0.0	0.0	LOC101150976
219	LOC115935244	1	0	0	0		0.12511	0.08718	2	2	2	1	1.0	1	1.0	0.0	1	0.6802	0.3401	1.0	2	1.0	1.0	2.0	1.0	1.0	6	6	2	0.0	0.0	DPY19L2;LOC115935244
220	DPY19L4	1	0	0	0		0.01297	0.0119	2	1	2	1	1.0	1	1.0	0.0	1	1.3602	0.6801	1.0	1	2.0	2.0	2.0	2.0	1.0	0	0	0	0.0	0.0	DPY19L4
221	VPS13B	0	0	0	0		0.1246	0.12607	2	2	2	1	1.0	1	1.0	0.0	1	1.2906	0.6453	1.0	1	2.0	2.0	2.0	1.0	1.0	161	161	2	0.0	0.0	LOC101144243;VPS13B
