gene_a	gene_b	in_dna_loose	cls	core_recip	aln_frac	fold	residual	up_aln_frac	up_id	down_aln_frac	down_id	max_flank_aln_frac	min_flank_aln_frac	mean_flank_aln_frac	best_flank_id
LOC101126415	LOC101133657	0	truthbar	0.2510	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126415	LOC101148180	0	truthbar	0.1347	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126415	LOC101153725	0	truthbar	0.4379	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126415	LOC101153837	0	truthbar	0.3025	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126415	LOC101154200	0	truthbar	0.2982	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126415	LOC109024269	0	genuine	0.1790	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126415	LOC109025073	0	truthbar	0.2432	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126415	ZNF124	0	truthbar	0.2079	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126415	ZNF136	0	truthbar	0.1655	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126415	ZNF14	0	truthbar	0.2061	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126415	ZNF426	0	truthbar	0.1463	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126415	ZNF433	0	truthbar	0.3342	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126415	ZNF440	0	truthbar	0.3456	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126415	ZNF441	0	truthbar	0.1717	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126415	ZNF443	0	truthbar	0.2497	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126415	ZNF563	0	truthbar	0.3509	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126415	ZNF564	0	truthbar	0.2107	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126415	ZNF57	0	truthbar	0.1475	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126415	ZNF627	0	truthbar	0.3497	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126415	ZNF669	0	truthbar	0.1633	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126415	ZNF77	0	truthbar	0.2511	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126415	ZNF791	0	truthbar	0.1886	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126415	ZNF799	0	truthbar	0.3042	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126415	ZNF823	0	truthbar	0.4664	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126623	LOC101134211	0	truthbar	0.7100	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126700	THAP12	0	genuine	0.1689	0.8404	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101127500	MYL12B	1	TP	0.2707	0.2909	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101127609	LOC101154433	1	TP	0.4590	1.0026	2	0	0.965800	0.978310	0.906600	0.989657	0.965800	0.906600	0.936200	0.978310
LOC101127609	LOC115930161	1	TP	0.5836	1.0000	2	0	0.979600	0.981350	0.999200	0.991409	0.999200	0.979600	0.989400	0.991409
LOC101127609	LOC129527724	0	truthbar	1.0000	1.0000	2	0	0.958600	0.996667	0.999800	0.997202	0.999800	0.958600	0.979200	0.997202
LOC101127631	LOC101129219	0	truthbar	0.3437	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101127631	LOC101130677	0	truthbar	0.1739	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101127631	ZNF175	0	truthbar	0.1961	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101127631	ZNF260	0	truthbar	0.1899	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101127631	ZNF268	0	truthbar	0.1450	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101127631	ZNF287	0	truthbar	0.3037	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101127631	ZNF302	0	genuine	0.2835	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101127631	ZNF334	0	truthbar	0.1560	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101127631	ZNF33B	0	truthbar	0.3541	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101127631	ZNF354A	0	truthbar	0.1812	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101127631	ZNF41	0	truthbar	0.1906	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101127631	ZNF484	0	truthbar	0.2071	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101127631	ZNF487	0	genuine	0.2199	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101127631	ZNF501	0	genuine	0.1446	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101127631	ZNF565	0	truthbar	0.3855	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101127631	ZNF568	0	truthbar	0.3214	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101127631	ZNF569	1	TP	0.8963	0.8963	0	0	NA	NA	0.998000	0.993201	0.998000	0.998000	0.998000	0.993201
LOC101127631	ZNF585A	0	genuine	0.2094	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101127631	ZNF585B	0	truthbar	0.1743	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101127631	ZNF605	0	truthbar	0.3045	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101127631	ZNF624	0	truthbar	0.1673	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101127631	ZNF84	0	truthbar	0.3321	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101127631	ZNF883	0	truthbar	0.2680	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128088	LOC101128458	1	TP	0.4844	0.9962	1	0	NA	NA	0.904200	0.924868	0.904200	0.904200	0.904200	0.924868
LOC101128088	LOC115931020	1	TP	0.9583	0.9983	1	0	0.479400	0.939794	0.770400	0.954522	0.770400	0.479400	0.624900	0.954522
LOC101128092	LOC115933002	0	truthbar	0.2814	0.4110	3	0	0.536600	0.892347	NA	NA	0.536600	0.536600	0.536600	0.892347
LOC101128092	LOC115934680	0	genuine	0.1976	0.2672	3	0	0.851400	0.910726	NA	NA	0.851400	0.851400	0.851400	0.910726
LOC101128106	LOC101128844	0	genuine	0.1632	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128106	LOC101129171	0	genuine	0.1827	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128106	LOC101133546	0	genuine	0.1430	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128106	LOC101136009	0	genuine	0.2161	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128106	LOC101137462	0	genuine	0.1660	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128106	LOC101141027	0	genuine	0.1627	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128106	LOC101142646	0	genuine	0.1328	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128106	LOC101144838	0	genuine	0.1748	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128106	LOC101146634	0	genuine	0.2042	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128106	LOC101147715	0	genuine	0.1636	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128106	LOC101153126	0	genuine	0.1632	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128106	LOC115930172	0	genuine	0.1659	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128106	LOC115931567	0	genuine	0.2754	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128106	LOC115931568	0	genuine	0.1672	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128106	LOC115931576	0	genuine	0.1907	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128106	LOC129527827	0	genuine	0.1445	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128106	LOC129528947	0	genuine	0.2015	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128106	ZNF141	0	genuine	0.1548	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128106	ZNF254	0	genuine	0.1746	0.5160	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128106	ZNF273	0	genuine	0.2066	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128106	ZNF429	0	genuine	0.2029	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128106	ZNF43	0	genuine	0.1880	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128106	ZNF506	0	genuine	0.2032	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128106	ZNF595	0	genuine	0.1640	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128106	ZNF626	0	genuine	0.1997	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128106	ZNF675	0	genuine	0.3447	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128106	ZNF678	0	genuine	0.1801	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128106	ZNF681	0	genuine	0.1632	0.0000	4	0	0.800400	1.000000	NA	NA	0.800400	0.800400	0.800400	1.000000
LOC101128106	ZNF682	0	genuine	0.2089	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128106	ZNF695	0	genuine	0.2171	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128106	ZNF721	0	genuine	0.1671	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128106	ZNF723	0	genuine	0.1615	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128106	ZNF727	0	genuine	0.1382	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128106	ZNF8	0	genuine	0.1787	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128351	LOC101128712	1	TP	0.3863	0.3797	4	0	0.095800	0.917355	NA	NA	0.095800	0.095800	0.095800	0.917355
LOC101128351	LOC101129789	0	genuine	0.1489	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128351	LOC101130507	0	truthbar	0.3328	0.8408	4	0	0.328800	0.894362	0.204200	0.874038	0.328800	0.204200	0.266500	0.894362
LOC101128351	LOC101130877	0	truthbar	0.2878	0.4769	4	0	0.491000	0.886536	NA	NA	0.491000	0.491000	0.491000	0.886536
LOC101128351	LOC101148180	0	truthbar	0.1390	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128351	LOC101153725	0	truthbar	0.1544	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128351	LOC101154200	0	truthbar	0.1579	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128351	LOC109024269	0	genuine	0.1501	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128351	LOC109025073	0	truthbar	0.2418	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128351	ZNF124	0	truthbar	0.1477	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128351	ZNF136	0	truthbar	0.2468	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128351	ZNF14	0	truthbar	0.1623	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128351	ZNF433	0	truthbar	0.2222	0.3556	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128351	ZNF440	0	truthbar	0.4007	0.9349	4	0	NA	NA	0.199000	0.880157	0.199000	0.199000	0.199000	0.880157
LOC101128351	ZNF443	0	truthbar	0.2164	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128351	ZNF490	0	truthbar	0.2127	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128351	ZNF563	0	truthbar	0.2506	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128351	ZNF57	0	truthbar	0.1815	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128351	ZNF627	0	truthbar	0.2606	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128351	ZNF669	0	truthbar	0.2632	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128351	ZNF77	0	truthbar	0.1570	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128351	ZNF799	0	truthbar	0.1655	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128351	ZNF823	0	truthbar	0.4682	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128458	LOC115931020	1	TP	0.3547	0.7913	1	0	NA	NA	0.842600	0.922642	0.842600	0.842600	0.842600	0.922642
LOC101128585	LOC134758598	0	truthbar	0.2600	0.2303	1	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128712	LOC101130507	0	truthbar	0.2571	0.6707	4	0	0.177200	0.858862	0.151600	0.852865	0.177200	0.151600	0.164400	0.858862
LOC101128712	LOC101130877	0	truthbar	0.1975	0.4111	4	0	0.100000	0.912525	NA	NA	0.100000	0.100000	0.100000	0.912525
LOC101128712	LOC101153725	0	truthbar	0.1677	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128712	LOC101153837	0	truthbar	0.2430	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128712	LOC101154200	0	truthbar	0.1390	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128712	LOC109024269	0	genuine	0.1376	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128712	LOC109025073	0	truthbar	0.2418	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128712	ZNF124	0	truthbar	0.1423	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128712	ZNF136	0	truthbar	0.2229	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128712	ZNF14	0	truthbar	0.1330	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128712	ZNF433	0	truthbar	0.2265	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128712	ZNF440	1	TP	0.4939	0.5917	4	0	NA	NA	0.188400	0.938090	0.188400	0.188400	0.188400	0.938090
LOC101128712	ZNF443	0	truthbar	0.2000	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128712	ZNF490	0	truthbar	0.1492	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128712	ZNF563	0	truthbar	0.2201	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128712	ZNF564	0	truthbar	0.1619	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128712	ZNF57	0	truthbar	0.1486	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128712	ZNF627	0	truthbar	0.2351	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128712	ZNF669	0	truthbar	0.1727	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128712	ZNF77	0	truthbar	0.1771	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128712	ZNF799	0	truthbar	0.1332	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128712	ZNF823	0	truthbar	0.3392	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128844	LOC101133546	0	truthbar	0.1392	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128844	LOC101133668	0	genuine	0.2228	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128844	LOC101136009	0	truthbar	0.1971	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128844	LOC101137462	0	truthbar	0.2847	0.5651	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128844	LOC101141027	0	truthbar	0.1879	1.1330	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128844	LOC101142646	0	truthbar	0.1792	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128844	LOC101144119	0	genuine	0.1443	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128844	LOC101144838	0	truthbar	0.2470	0.3831	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128844	LOC101145945	0	truthbar	0.2709	0.4926	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128844	LOC101146634	0	truthbar	0.2618	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128844	LOC101147715	0	truthbar	0.2417	0.4532	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128844	LOC101150965	0	genuine	0.1348	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128844	LOC101152401	0	truthbar	0.1450	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128844	LOC101153126	0	truthbar	0.3888	0.4022	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128844	LOC109026610	0	truthbar	0.1440	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128844	LOC115930172	0	genuine	0.1497	0.4939	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128844	LOC115931567	0	truthbar	0.4894	0.5447	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128844	LOC115931568	0	truthbar	0.3632	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128844	LOC115931576	0	truthbar	0.4690	0.3219	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128844	LOC115931654	0	truthbar	0.3512	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128844	LOC115931857	0	truthbar	0.1995	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128844	LOC129527827	0	genuine	0.2277	0.7197	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128844	LOC129528947	0	genuine	0.4093	0.6032	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128844	ZNF141	0	truthbar	0.1937	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128844	ZNF195	0	truthbar	0.1687	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128844	ZNF254	0	truthbar	0.2621	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128844	ZNF267	0	truthbar	0.3053	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128844	ZNF273	0	truthbar	0.4169	0.5642	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128844	ZNF28	0	truthbar	0.1408	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128844	ZNF415	0	truthbar	0.1865	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128844	ZNF429	0	truthbar	0.3026	0.9210	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128844	ZNF430	0	truthbar	0.3937	0.5293	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128844	ZNF468	0	truthbar	0.1382	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128844	ZNF486	0	truthbar	0.2185	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128844	ZNF506	0	truthbar	0.1879	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128844	ZNF519	0	truthbar	0.2269	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128844	ZNF578	0	truthbar	0.1880	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128844	ZNF595	0	truthbar	0.1894	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128844	ZNF611	0	truthbar	0.2486	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128844	ZNF675	0	truthbar	0.2357	0.8447	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128844	ZNF678	0	truthbar	0.3191	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128844	ZNF680	0	truthbar	0.3235	0.5558	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128844	ZNF681	0	truthbar	0.2810	0.3983	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128844	ZNF682	0	truthbar	0.1842	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128844	ZNF695	0	truthbar	0.1803	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128844	ZNF721	0	truthbar	0.5053	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128844	ZNF723	0	truthbar	0.3709	0.7293	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128844	ZNF727	0	truthbar	0.1607	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128844	ZNF736	0	truthbar	0.2698	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128844	ZNF761	0	truthbar	0.1765	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128844	ZNF808	0	truthbar	0.3886	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128844	ZNF813	0	truthbar	0.2374	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128844	ZNF83	0	truthbar	0.2181	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128844	ZNF836	0	truthbar	0.2069	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128844	ZNF841	0	truthbar	0.1440	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128844	ZNF91	0	truthbar	0.3485	0.4613	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128844	ZNF92	0	truthbar	0.1687	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101128980	LOC134758331	0	genuine	0.5290	0.5302	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101129171	LOC101133546	0	truthbar	0.1741	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101129171	LOC101133668	0	genuine	0.2263	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101129171	LOC101136009	0	truthbar	0.2177	0.7784	4	0	0.207400	0.839815	NA	NA	0.207400	0.207400	0.207400	0.839815
LOC101129171	LOC101137462	0	truthbar	0.1727	0.5771	4	0	0.118000	0.881956	NA	NA	0.118000	0.118000	0.118000	0.881956
LOC101129171	LOC101141027	0	truthbar	0.4252	0.6645	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101129171	LOC101142646	0	truthbar	0.1943	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101129171	LOC101144838	0	truthbar	0.3269	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101129171	LOC101145945	0	truthbar	0.1766	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101129171	LOC101146634	0	truthbar	0.2569	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101129171	LOC101147715	0	truthbar	0.1940	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101129171	LOC101150965	0	genuine	0.1323	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101129171	LOC101153126	0	truthbar	0.3258	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101129171	LOC101153131	0	truthbar	0.1453	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101129171	LOC109024216	0	truthbar	0.2616	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101129171	LOC109026610	0	truthbar	0.2566	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101129171	LOC115930172	0	genuine	0.3269	0.9250	4	0	0.332600	0.718782	NA	NA	0.332600	0.332600	0.332600	0.718782
LOC101129171	LOC115931567	0	truthbar	0.3263	0.3883	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101129171	LOC115931568	0	truthbar	0.3534	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101129171	LOC115931576	0	truthbar	0.2438	0.4783	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101129171	LOC115931654	0	truthbar	0.1373	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101129171	LOC129527827	0	genuine	0.2242	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101129171	LOC129528947	0	genuine	0.3269	0.4938	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101129171	ZNF141	0	truthbar	0.2563	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101129171	ZNF254	0	truthbar	0.2400	0.4791	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101129171	ZNF273	0	truthbar	0.3258	0.4409	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101129171	ZNF429	0	truthbar	0.5426	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101129171	ZNF43	0	truthbar	0.2516	0.4564	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101129171	ZNF430	0	truthbar	0.3258	0.4487	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101129171	ZNF486	0	truthbar	0.1744	0.5010	4	0	0.169800	0.867512	NA	NA	0.169800	0.169800	0.169800	0.867512
LOC101129171	ZNF506	0	truthbar	0.1785	0.9213	4	0	0.186200	0.824490	NA	NA	0.186200	0.186200	0.186200	0.824490
LOC101129171	ZNF595	0	truthbar	0.3328	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101129171	ZNF611	0	truthbar	0.1578	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101129171	ZNF626	0	truthbar	0.3631	0.8446	4	0	0.181800	0.857297	NA	NA	0.181800	0.181800	0.181800	0.857297
LOC101129171	ZNF675	0	truthbar	0.5005	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101129171	ZNF680	0	truthbar	0.3456	0.4544	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101129171	ZNF681	0	truthbar	0.2175	0.2953	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101129171	ZNF682	0	truthbar	0.3097	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
