gene_a	gene_b	in_er_raw	in_er_refined	in_dna_loose	in_ep	ep_tier	id	min_cov	class
GBP5	LOC101140579	1	0	0	0	none			not-er
GBP5	LOC101141027	1	0	0	0	none			not-er
GBP5	LOC101142525	1	0	0	0	none			not-er
GBP5	LOC101142646	1	0	0	0	none			not-er
GBP5	LOC101143448	1	0	0	0	none			not-er
GBP5	LOC101144119	1	0	0	0	none			not-er
GBP5	LOC101144471	1	0	0	0	none			not-er
GBP5	LOC101144634	1	0	0	0	none			not-er
GBP5	LOC101144838	1	0	0	0	none			not-er
GBP5	LOC101144919	1	0	0	0	none			not-er
GBP5	LOC101145348	1	0	0	0	none			not-er
GBP5	LOC101145464	1	0	0	0	none			not-er
GBP5	LOC101145690	1	0	0	0	none			not-er
GBP5	LOC101145945	1	0	0	0	none			not-er
GBP5	LOC101146595	1	0	0	0	none			not-er
GBP5	LOC101146634	1	0	0	0	none			not-er
GBP5	LOC101147715	1	0	0	0	none			not-er
GBP5	LOC101148180	1	0	0	0	none			not-er
GBP5	LOC101148191	1	0	0	0	none			not-er
GBP5	LOC101148313	1	0	0	0	none			not-er
GBP5	LOC101149946	1	0	0	0	none			not-er
GBP5	LOC101150644	1	0	0	0	none			not-er
GBP5	LOC101150965	1	0	0	0	none			not-er
GBP5	LOC101151317	1	0	0	0	none			not-er
GBP5	LOC101151892	1	0	0	0	none			not-er
GBP5	LOC101152401	1	0	0	0	none			not-er
GBP5	LOC101153126	1	0	0	0	none			not-er
GBP5	LOC101153131	1	0	0	0	none			not-er
GBP5	LOC101153504	1	0	0	0	none			not-er
GBP5	LOC101153526	1	0	0	0	none			not-er
GBP5	LOC101153725	1	0	0	0	none			not-er
GBP5	LOC101153727	1	0	0	0	none			not-er
GBP5	LOC101153837	1	0	0	0	none			not-er
GBP5	LOC101154200	1	0	0	0	none			not-er
GBP5	LOC109023154	1	0	0	0	none			not-er
GBP5	LOC109023261	1	0	0	0	none			not-er
GBP5	LOC109023808	1	0	0	0	none			not-er
GBP5	LOC109023855	1	0	0	0	none			not-er
GBP5	LOC109024129	1	0	0	0	none			not-er
GBP5	LOC109024193	1	0	0	0	none			not-er
GBP5	LOC109024207	1	0	0	0	none			not-er
GBP5	LOC109024216	1	0	0	0	none			not-er
GBP5	LOC109024259	1	0	0	0	none			not-er
GBP5	LOC109024269	1	0	0	0	none			not-er
GBP5	LOC109024560	1	0	0	0	none			not-er
GBP5	LOC109024811	1	0	0	0	none			not-er
GBP5	LOC109025073	1	0	0	0	none			not-er
GBP5	LOC109025447	1	0	0	0	none			not-er
GBP5	LOC109025730	1	0	0	0	none			not-er
GBP5	LOC109026404	1	0	0	0	none			not-er
GBP5	LOC109026610	1	0	0	0	none			not-er
GBP5	LOC109027078	1	0	0	0	none			not-er
GBP5	LOC109027217	1	0	0	0	none			not-er
GBP5	LOC109028669	1	0	0	0	none			not-er
GBP5	LOC109029389	1	0	0	0	none			not-er
GBP5	LOC115930073	1	0	0	0	none			not-er
GBP5	LOC115930105	1	0	0	0	none			not-er
GBP5	LOC115930172	1	0	0	0	none			not-er
GBP5	LOC115930530	1	0	0	0	none			not-er
GBP5	LOC115930536	1	0	0	0	none			not-er
GBP5	LOC115931021	1	0	0	0	none			not-er
GBP5	LOC115931240	1	0	0	0	none			not-er
GBP5	LOC115931567	1	0	0	0	none			not-er
GBP5	LOC115931568	1	0	0	0	none			not-er
GBP5	LOC115931576	1	0	0	0	none			not-er
GBP5	LOC115931610	1	0	0	0	none			not-er
GBP5	LOC115931654	1	0	0	0	none			not-er
GBP5	LOC115931857	1	0	0	0	none			not-er
GBP5	LOC115932679	1	0	0	0	none			not-er
GBP5	LOC115932762	1	0	0	0	none			not-er
GBP5	LOC115934057	1	0	0	0	none			not-er
GBP5	LOC115934372	1	0	0	0	none			not-er
GBP5	LOC115935025	1	0	0	0	none			not-er
GBP5	LOC115935615	1	0	0	0	none			not-er
GBP5	LOC129523564	1	0	0	0	none			not-er
GBP5	LOC129523567	1	0	0	0	none			not-er
GBP5	LOC129523854	1	0	0	0	none			not-er
GBP5	LOC129524026	1	0	0	0	none			not-er
GBP5	LOC129524410	1	0	0	0	none			not-er
GBP5	LOC129524439	1	0	0	0	none			not-er
GBP5	LOC129524788	1	0	0	0	none			not-er
GBP5	LOC129525165	1	0	0	0	none			not-er
GBP5	LOC129525965	1	0	0	0	none			not-er
GBP5	LOC129526123	1	0	0	0	none			not-er
GBP5	LOC129526178	1	0	0	0	none			not-er
GBP5	LOC129526638	1	0	0	0	none			not-er
GBP5	LOC129526912	1	0	0	0	none			not-er
GBP5	LOC129527096	1	0	0	0	none			not-er
GBP5	LOC129527512	1	0	0	0	none			not-er
GBP5	LOC129527528	1	0	0	0	none			not-er
GBP5	LOC129527774	1	0	0	0	none			not-er
GBP5	LOC129527827	1	0	0	0	none			not-er
GBP5	LOC129528667	1	0	0	0	none			not-er
GBP5	LOC129528947	1	0	0	0	none			not-er
GBP5	LOC129529082	1	0	0	0	none			not-er
GBP5	LOC129529528	1	0	0	0	none			not-er
GBP5	LOC129529591	1	0	0	0	none			not-er
GBP5	LOC129530096	1	0	0	0	none			not-er
GBP5	LOC129530131	1	0	0	0	none			not-er
GBP5	LOC129530428	1	0	0	0	none			not-er
GBP5	LOC129531666	1	0	0	0	none			not-er
GBP5	LOC129531667	1	0	0	0	none			not-er
GBP5	LOC129532045	1	0	0	0	none			not-er
GBP5	LOC129532059	1	0	0	0	none			not-er
GBP5	LOC129532125	1	0	0	0	none			not-er
GBP5	LOC129532145	1	0	0	0	none			not-er
GBP5	LOC129532348	1	0	0	0	none			not-er
GBP5	LOC129532538	1	0	0	0	none			not-er
GBP5	LOC129532539	1	0	0	0	none			not-er
GBP5	LOC129532639	1	0	0	0	none			not-er
GBP5	LOC129532854	1	0	0	0	none			not-er
GBP5	LOC129532904	1	0	0	0	none			not-er
GBP5	LOC129532907	1	0	0	0	none			not-er
GBP5	LOC129533004	1	0	0	0	none			not-er
GBP5	LOC129533273	1	0	0	0	none			not-er
GBP5	LOC129533438	1	0	0	0	none			not-er
GBP5	LOC129534673	1	0	0	0	none			not-er
GBP5	LOC134756508	1	0	0	0	none			not-er
GBP5	LOC134756589	1	0	0	0	none			not-er
GBP5	LOC134756641	1	0	0	0	none			not-er
GBP5	LOC134756666	1	0	0	0	none			not-er
GBP5	LOC134756922	1	0	0	0	none			not-er
GBP5	LOC134756955	1	0	0	0	none			not-er
GBP5	LOC134757208	1	0	0	0	none			not-er
GBP5	LOC134757265	1	0	0	0	none			not-er
GBP5	LOC134757313	1	0	0	0	none			not-er
GBP5	LOC134757399	1	0	0	0	none			not-er
GBP5	LOC134758618	1	0	0	0	none			not-er
GBP5	LRFN5	1	0	0	0	none			not-er
GBP5	MCTP2	1	0	0	0	none			not-er
GBP5	MED9	1	0	0	0	none			not-er
GBP5	MINPP1	1	0	0	0	none			not-er
GBP5	MMP24OS	1	0	0	0	none			not-er
GBP5	MTHFD2L	1	0	0	0	none			not-er
GBP5	MZF1	1	0	0	0	none			not-er
GBP5	NAP1L3	1	0	0	0	none			not-er
GBP5	NCALD	1	0	0	0	none			not-er
GBP5	NCR3LG1	1	0	0	0	none			not-er
GBP5	NDUFAF2	1	0	0	0	none			not-er
GBP5	NFXL1	1	0	0	0	none			not-er
GBP5	NGLY1	1	0	0	0	none			not-er
GBP5	NLGN1	1	0	0	0	none			not-er
GBP5	NOSTRIN	1	0	0	0	none			not-er
GBP5	NUDT9	1	0	0	0	none			not-er
GBP5	ORC4	1	0	0	0	none			not-er
GBP5	OSBPL10	1	0	0	0	none			not-er
GBP5	OTULINL	1	0	0	0	none			not-er
GBP5	OXCT1	1	0	0	0	none			not-er
GBP5	PASD1	1	0	0	0	none			not-er
GBP5	PDCD5	1	0	0	0	none			not-er
GBP5	PDCD6IP	1	0	0	0	none			not-er
GBP5	PP2D1	1	0	0	0	none			not-er
GBP5	PPP1R15A	1	0	0	0	none			not-er
GBP5	RAB5A	1	0	0	0	none			not-er
GBP5	RANBP6	1	0	0	0	none			not-er
GBP5	RGPD8	1	0	0	0	none			not-er
GBP5	RPAP2	1	0	0	0	none			not-er
GBP5	RPL14	1	0	0	0	none			not-er
GBP5	RPL39	1	0	0	0	none			not-er
GBP5	RPL39L	1	0	0	0	none			not-er
GBP5	RTP4	1	0	0	0	none			not-er
GBP5	RUNDC1	1	0	0	0	none			not-er
GBP5	SCEL	1	0	0	0	none			not-er
GBP5	SDHAF3	1	0	0	0	none			not-er
GBP5	SELENOP	1	0	0	0	none			not-er
GBP5	SEM1	1	0	0	0	none			not-er
GBP5	SLC11A2	1	0	0	0	none			not-er
GBP5	SLC25A12	1	0	0	0	none			not-er
GBP5	SLC35F6	1	0	0	0	none			not-er
GBP5	SLC37A2	1	0	0	0	none			not-er
GBP5	SLC38A6	1	0	0	0	none			not-er
GBP5	SMYD3	1	0	0	0	none			not-er
GBP5	SNX14	1	0	0	0	none			not-er
GBP5	SOX30	1	0	0	0	none			not-er
GBP5	SP100	1	0	0	0	none			not-er
GBP5	SP140L	1	0	0	0	none			not-er
GBP5	SPATA33	1	0	0	0	none			not-er
GBP5	SPC25	1	0	0	0	none			not-er
GBP5	SPMIP9	1	0	0	0	none			not-er
GBP5	STEAP1	1	0	0	0	none			not-er
GBP5	STEAP1B	1	0	0	0	none			not-er
GBP5	SURF6	1	0	0	0	none			not-er
GBP5	TCAF1	1	0	0	0	none			not-er
GBP5	TCP11	1	0	0	0	none			not-er
GBP5	TCTN1	1	0	0	0	none			not-er
GBP5	TFEC	1	0	0	0	none			not-er
GBP5	THNSL1	1	0	0	0	none			not-er
GBP5	TMEM38B	1	0	0	0	none			not-er
GBP5	TNFRSF10A	1	0	0	0	none			not-er
GBP5	TNFRSF10B	1	0	0	0	none			not-er
GBP5	TNFRSF10D	1	0	0	0	none			not-er
GBP5	TRHDE	1	0	0	0	none			not-er
GBP5	TSPAN8	1	0	0	0	none			not-er
GBP5	UCHL1	1	0	0	0	none			not-er
GBP5	WDR64	1	0	0	0	none			not-er
GBP5	XAF1	1	0	0	0	none			not-er
GBP5	YAE1	1	0	0	0	none			not-er
GBP5	ZFP1	1	0	0	0	none			not-er
GBP5	ZFP2	1	0	0	0	none			not-er
GBP5	ZFP28	1	0	0	0	none			not-er
GBP5	ZFP3	1	0	0	0	none			not-er
GBP5	ZFP37	1	0	0	0	none			not-er
GBP5	ZFP62	1	0	0	0	none			not-er
GBP5	ZFP69	1	0	0	0	none			not-er
GBP5	ZFP69B	1	0	0	0	none			not-er
GBP5	ZFP82	1	0	0	0	none			not-er
GBP5	ZFP90	1	0	0	0	none			not-er
GBP5	ZIK1	1	0	0	0	none			not-er
GBP5	ZKSCAN1	1	0	0	0	none			not-er
GBP5	ZKSCAN2	1	0	0	0	none			not-er
GBP5	ZKSCAN3	1	0	0	0	none			not-er
GBP5	ZKSCAN4	1	0	0	0	none			not-er
GBP5	ZKSCAN5	1	0	0	0	none			not-er
GBP5	ZKSCAN7	1	0	0	0	none			not-er
GBP5	ZNF10	1	0	0	0	none			not-er
GBP5	ZNF112	1	0	0	0	none			not-er
GBP5	ZNF121	1	0	0	0	none			not-er
GBP5	ZNF124	1	0	0	0	none			not-er
GBP5	ZNF132	1	0	0	0	none			not-er
GBP5	ZNF133	1	0	0	0	none			not-er
GBP5	ZNF134	1	0	0	0	none			not-er
GBP5	ZNF135	1	0	0	0	none			not-er
GBP5	ZNF136	1	0	0	0	none			not-er
GBP5	ZNF14	1	0	0	0	none			not-er
GBP5	ZNF140	1	0	0	0	none			not-er
GBP5	ZNF141	1	0	0	0	none			not-er
GBP5	ZNF154	1	0	0	0	none			not-er
GBP5	ZNF155	1	0	0	0	none			not-er
GBP5	ZNF157	1	0	0	0	none			not-er
GBP5	ZNF16	1	0	0	0	none			not-er
GBP5	ZNF165	1	0	0	0	none			not-er
GBP5	ZNF169	1	0	0	0	none			not-er
GBP5	ZNF175	1	0	0	0	none			not-er
GBP5	ZNF177	1	0	0	0	none			not-er
GBP5	ZNF180	1	0	0	0	none			not-er
GBP5	ZNF181	1	0	0	0	none			not-er
GBP5	ZNF182	1	0	0	0	none			not-er
GBP5	ZNF184	1	0	0	0	none			not-er
GBP5	ZNF189	1	0	0	0	none			not-er
GBP5	ZNF19	1	0	0	0	none			not-er
GBP5	ZNF195	1	0	0	0	none			not-er
GBP5	ZNF197	1	0	0	0	none			not-er
GBP5	ZNF2	1	0	0	0	none			not-er
GBP5	ZNF205	1	0	0	0	none			not-er
GBP5	ZNF208	1	0	0	0	none			not-er
GBP5	ZNF214	1	0	0	0	none			not-er
GBP5	ZNF221	1	0	0	0	none			not-er
GBP5	ZNF222	1	0	0	0	none			not-er
GBP5	ZNF224	1	0	0	0	none			not-er
GBP5	ZNF225	1	0	0	0	none			not-er
GBP5	ZNF229	1	0	0	0	none			not-er
GBP5	ZNF23	1	0	0	0	none			not-er
GBP5	ZNF230	1	0	0	0	none			not-er
GBP5	ZNF232	1	0	0	0	none			not-er
GBP5	ZNF233	1	0	0	0	none			not-er
GBP5	ZNF234	1	0	0	0	none			not-er
GBP5	ZNF235	1	0	0	0	none			not-er
GBP5	ZNF239	1	0	0	0	none			not-er
GBP5	ZNF248	1	0	0	0	none			not-er
GBP5	ZNF25	1	0	0	0	none			not-er
GBP5	ZNF250	1	0	0	0	none			not-er
GBP5	ZNF251	1	0	0	0	none			not-er
GBP5	ZNF254	1	0	0	0	none			not-er
GBP5	ZNF256	1	0	0	0	none			not-er
GBP5	ZNF26	1	0	0	0	none			not-er
GBP5	ZNF260	1	0	0	0	none			not-er
GBP5	ZNF263	1	0	0	0	none			not-er
GBP5	ZNF264	1	0	0	0	none			not-er
GBP5	ZNF266	1	0	0	0	none			not-er
GBP5	ZNF267	1	0	0	0	none			not-er
GBP5	ZNF268	1	0	0	0	none			not-er
GBP5	ZNF273	1	0	0	0	none			not-er
GBP5	ZNF274	1	0	0	0	none			not-er
GBP5	ZNF28	1	0	0	0	none			not-er
GBP5	ZNF283	1	0	0	0	none			not-er
GBP5	ZNF284	1	0	0	0	none			not-er
GBP5	ZNF285	1	0	0	0	none			not-er
GBP5	ZNF287	1	0	0	0	none			not-er
GBP5	ZNF3	1	0	0	0	none			not-er
GBP5	ZNF30	1	0	0	0	none			not-er
GBP5	ZNF300	1	0	0	0	none			not-er
GBP5	ZNF302	1	0	0	0	none			not-er
GBP5	ZNF304	1	0	0	0	none			not-er
GBP5	ZNF311	1	0	0	0	none			not-er
GBP5	ZNF317	1	0	0	0	none			not-er
GBP5	ZNF324	1	0	0	0	none			not-er
GBP5	ZNF324B	1	0	0	0	none			not-er
GBP5	ZNF329	1	0	0	0	none			not-er
GBP5	ZNF331	1	0	0	0	none			not-er
GBP5	ZNF333	1	0	0	0	none			not-er
GBP5	ZNF334	1	0	0	0	none			not-er
GBP5	ZNF337	1	0	0	0	none			not-er
GBP5	ZNF33B	1	0	0	0	none			not-er
GBP5	ZNF34	1	0	0	0	none			not-er
GBP5	ZNF343	1	0	0	0	none			not-er
GBP5	ZNF347	1	0	0	0	none			not-er
GBP5	ZNF35	1	0	0	0	none			not-er
GBP5	ZNF354A	1	0	0	0	none			not-er
GBP5	ZNF354B	1	0	0	0	none			not-er
GBP5	ZNF382	1	0	0	0	none			not-er
GBP5	ZNF391	1	0	0	0	none			not-er
GBP5	ZNF394	1	0	0	0	none			not-er
GBP5	ZNF397	1	0	0	0	none			not-er
GBP5	ZNF41	1	0	0	0	none			not-er
GBP5	ZNF415	1	0	0	0	none			not-er
GBP5	ZNF416	1	0	0	0	none			not-er
GBP5	ZNF418	1	0	0	0	none			not-er
GBP5	ZNF420	1	0	0	0	none			not-er
GBP5	ZNF426	1	0	0	0	none			not-er
GBP5	ZNF429	1	0	0	0	none			not-er
GBP5	ZNF43	1	0	0	0	none			not-er
GBP5	ZNF430	1	0	0	0	none			not-er
GBP5	ZNF432	1	0	0	0	none			not-er
GBP5	ZNF433	1	0	0	0	none			not-er
GBP5	ZNF436	1	0	0	0	none			not-er
GBP5	ZNF440	1	0	0	0	none			not-er
GBP5	ZNF441	1	0	0	0	none			not-er
GBP5	ZNF443	1	0	0	0	none			not-er
GBP5	ZNF45	1	0	0	0	none			not-er
GBP5	ZNF460	1	0	0	0	none			not-er
GBP5	ZNF461	1	0	0	0	none			not-er
GBP5	ZNF468	1	0	0	0	none			not-er
GBP5	ZNF471	1	0	0	0	none			not-er
GBP5	ZNF473	1	0	0	0	none			not-er
GBP5	ZNF480	1	0	0	0	none			not-er
GBP5	ZNF484	1	0	0	0	none			not-er
GBP5	ZNF485	1	0	0	0	none			not-er
GBP5	ZNF486	1	0	0	0	none			not-er
GBP5	ZNF487	1	0	0	0	none			not-er
GBP5	ZNF490	1	0	0	0	none			not-er
GBP5	ZNF497	1	0	0	0	none			not-er
GBP5	ZNF501	1	0	0	0	none			not-er
GBP5	ZNF502	1	0	0	0	none			not-er
GBP5	ZNF506	1	0	0	0	none			not-er
GBP5	ZNF510	1	0	0	0	none			not-er
GBP5	ZNF514	1	0	0	0	none			not-er
GBP5	ZNF519	1	0	0	0	none			not-er
GBP5	ZNF527	1	0	0	0	none			not-er
GBP5	ZNF528	1	0	0	0	none			not-er
GBP5	ZNF529	1	0	0	0	none			not-er
GBP5	ZNF540	1	0	0	0	none			not-er
GBP5	ZNF543	1	0	0	0	none			not-er
GBP5	ZNF544	1	0	0	0	none			not-er
GBP5	ZNF546	1	0	0	0	none			not-er
GBP5	ZNF547	1	0	0	0	none			not-er
GBP5	ZNF548	1	0	0	0	none			not-er
GBP5	ZNF549	1	0	0	0	none			not-er
GBP5	ZNF550	1	0	0	0	none			not-er
GBP5	ZNF551	1	0	0	0	none			not-er
GBP5	ZNF552	1	0	0	0	none			not-er
GBP5	ZNF554	1	0	0	0	none			not-er
GBP5	ZNF557	1	0	0	0	none			not-er
GBP5	ZNF558	1	0	0	0	none			not-er
GBP5	ZNF560	1	0	0	0	none			not-er
GBP5	ZNF563	1	0	0	0	none			not-er
GBP5	ZNF564	1	0	0	0	none			not-er
GBP5	ZNF565	1	0	0	0	none			not-er
GBP5	ZNF566	1	0	0	0	none			not-er
GBP5	ZNF567	1	0	0	0	none			not-er
GBP5	ZNF568	1	0	0	0	none			not-er
GBP5	ZNF569	1	0	0	0	none			not-er
GBP5	ZNF57	1	0	0	0	none			not-er
GBP5	ZNF571	1	0	0	0	none			not-er
GBP5	ZNF572	1	0	0	0	none			not-er
GBP5	ZNF573	1	0	0	0	none			not-er
GBP5	ZNF577	1	0	0	0	none			not-er
GBP5	ZNF578	1	0	0	0	none			not-er
GBP5	ZNF582	1	0	0	0	none			not-er
GBP5	ZNF583	1	0	0	0	none			not-er
GBP5	ZNF584	1	0	0	0	none			not-er
GBP5	ZNF585A	1	0	0	0	none			not-er
GBP5	ZNF585B	1	0	0	0	none			not-er
GBP5	ZNF586	1	0	0	0	none			not-er
GBP5	ZNF589	1	0	0	0	none			not-er
GBP5	ZNF594	1	0	0	0	none			not-er
GBP5	ZNF595	1	0	0	0	none			not-er
GBP5	ZNF596	1	0	0	0	none			not-er
GBP5	ZNF600	1	0	0	0	none			not-er
GBP5	ZNF605	1	0	0	0	none			not-er
GBP5	ZNF606	1	0	0	0	none			not-er
GBP5	ZNF607	1	0	0	0	none			not-er
GBP5	ZNF611	1	0	0	0	none			not-er
GBP5	ZNF613	1	0	0	0	none			not-er
GBP5	ZNF614	1	0	0	0	none			not-er
GBP5	ZNF615	1	0	0	0	none			not-er
GBP5	ZNF616	1	0	0	0	none			not-er
GBP5	ZNF619	1	0	0	0	none			not-er
GBP5	ZNF620	1	0	0	0	none			not-er
GBP5	ZNF621	1	0	0	0	none			not-er
GBP5	ZNF623	1	0	0	0	none			not-er
GBP5	ZNF624	1	0	0	0	none			not-er
GBP5	ZNF626	1	0	0	0	none			not-er
GBP5	ZNF627	1	0	0	0	none			not-er
GBP5	ZNF629	1	0	0	0	none			not-er
GBP5	ZNF649	1	0	0	0	none			not-er
GBP5	ZNF655	1	0	0	0	none			not-er
GBP5	ZNF660	1	0	0	0	none			not-er
GBP5	ZNF665	1	0	0	0	none			not-er
GBP5	ZNF667	1	0	0	0	none			not-er
GBP5	ZNF669	1	0	0	0	none			not-er
GBP5	ZNF670	1	0	0	0	none			not-er
GBP5	ZNF671	1	0	0	0	none			not-er
GBP5	ZNF672	1	0	0	0	none			not-er
GBP5	ZNF674	1	0	0	0	none			not-er
GBP5	ZNF675	1	0	0	0	none			not-er
GBP5	ZNF678	1	0	0	0	none			not-er
GBP5	ZNF680	1	0	0	0	none			not-er
GBP5	ZNF681	1	0	0	0	none			not-er
GBP5	ZNF682	1	0	0	0	none			not-er
GBP5	ZNF684	1	0	0	0	none			not-er
GBP5	ZNF695	1	0	0	0	none			not-er
GBP5	ZNF696	1	0	0	0	none			not-er
GBP5	ZNF697	1	0	0	0	none			not-er
GBP5	ZNF699	1	0	0	0	none			not-er
GBP5	ZNF70	1	0	0	0	none			not-er
GBP5	ZNF701	1	0	0	0	none			not-er
GBP5	ZNF71	1	0	0	0	none			not-er
GBP5	ZNF717	1	0	0	0	none			not-er
GBP5	ZNF721	1	0	0	0	none			not-er
GBP5	ZNF723	1	0	0	0	none			not-er
GBP5	ZNF727	1	0	0	0	none			not-er
GBP5	ZNF736	1	0	0	0	none			not-er
GBP5	ZNF74	1	0	0	0	none			not-er
GBP5	ZNF75A	1	0	0	0	none			not-er
GBP5	ZNF75D	1	0	0	0	none			not-er
GBP5	ZNF761	1	0	0	0	none			not-er
GBP5	ZNF766	1	0	0	0	none			not-er
GBP5	ZNF768	1	0	0	0	none			not-er
GBP5	ZNF77	1	0	0	0	none			not-er
GBP5	ZNF771	1	0	0	0	none			not-er
GBP5	ZNF774	1	0	0	0	none			not-er
GBP5	ZNF776	1	0	0	0	none			not-er
GBP5	ZNF778	1	0	0	0	none			not-er
GBP5	ZNF780A	1	0	0	0	none			not-er
GBP5	ZNF780B	1	0	0	0	none			not-er
GBP5	ZNF782	1	0	0	0	none			not-er
GBP5	ZNF79	1	0	0	0	none			not-er
GBP5	ZNF790	1	0	0	0	none			not-er
GBP5	ZNF791	1	0	0	0	none			not-er
GBP5	ZNF792	1	0	0	0	none			not-er
GBP5	ZNF799	1	0	0	0	none			not-er
GBP5	ZNF8	1	0	0	0	none			not-er
GBP5	ZNF80	1	0	0	0	none			not-er
GBP5	ZNF805	1	0	0	0	none			not-er
GBP5	ZNF808	1	0	0	0	none			not-er
GBP5	ZNF81	1	0	0	0	none			not-er
GBP5	ZNF813	1	0	0	0	none			not-er
GBP5	ZNF823	1	0	0	0	none			not-er
GBP5	ZNF829	1	0	0	0	none			not-er
GBP5	ZNF83	1	0	0	0	none			not-er
GBP5	ZNF835	1	0	0	0	none			not-er
GBP5	ZNF836	1	0	0	0	none			not-er
GBP5	ZNF84	1	0	0	0	none			not-er
GBP5	ZNF841	1	0	0	0	none			not-er
GBP5	ZNF875	1	0	0	0	none			not-er
GBP5	ZNF879	1	0	0	0	none			not-er
GBP5	ZNF883	1	0	0	0	none			not-er
GBP5	ZNF888	1	0	0	0	none			not-er
GBP5	ZNF891	1	0	0	0	none			not-er
GBP5	ZNF892	1	0	0	0	none			not-er
GBP5	ZNF91	1	0	0	0	none			not-er
GBP5	ZNF92	1	0	0	0	none			not-er
GBP5	ZSCAN12	1	0	0	0	none			not-er
GBP5	ZSCAN16	1	0	0	0	none			not-er
GBP5	ZSCAN2	1	0	0	0	none			not-er
GBP5	ZSCAN20	1	0	0	0	none			not-er
GBP5	ZSCAN21	1	0	0	0	none			not-er
GBP5	ZSCAN22	1	0	0	0	none			not-er
GBP5	ZSCAN29	1	0	0	0	none			not-er
GBP5	ZSCAN30	1	0	0	0	none			not-er
GBP5	ZSCAN31	1	0	0	0	none			not-er
GBP5	ZSCAN9	1	0	0	0	none			not-er
GBP6	GGCT	1	0	0	0	none			not-er
GBP6	GIMAP4	1	0	0	0	none			not-er
GBP6	GSTM2	1	0	0	0	none			not-er
GBP6	HIVEP1	1	0	0	0	none			not-er
GBP6	HPCAL1	1	0	0	0	none			not-er
GBP6	HPCAL4	1	0	0	0	none			not-er
GBP6	HRH1	1	0	0	0	none			not-er
GBP6	IL20RB	1	0	0	0	none			not-er
GBP6	IQUB	1	0	0	0	none			not-er
GBP6	ITSN1	1	0	0	0	none			not-er
GBP6	KCNIP1	1	0	0	0	none			not-er
GBP6	KLHL3	1	0	0	0	none			not-er
GBP6	KLHL33	1	0	0	0	none			not-er
GBP6	KRBOX4	1	0	0	0	none			not-er
GBP6	KRBOX5	1	0	0	0	none			not-er
GBP6	L2HGDH	1	0	0	0	none			not-er
GBP6	LIPA	1	0	0	0	none			not-er
GBP6	LOC101123988	1	0	0	0	none			not-er
GBP6	LOC101124557	1	0	0	0	none			not-er
GBP6	LOC101124732	1	0	0	0	none			not-er
GBP6	LOC101124778	1	0	0	0	none			not-er
GBP6	LOC101125309	1	0	0	0	none			not-er
GBP6	LOC101125458	1	0	0	0	none			not-er
GBP6	LOC101126025	1	0	0	0	none			not-er
GBP6	LOC101126065	1	0	0	0	none			not-er
GBP6	LOC101126097	1	0	0	0	none			not-er
GBP6	LOC101126415	1	0	0	0	none			not-er
GBP6	LOC101127631	1	0	0	0	none			not-er
GBP6	LOC101128106	1	0	0	0	none			not-er
GBP6	LOC101128351	1	0	0	0	none			not-er
GBP6	LOC101128712	1	0	0	0	none			not-er
GBP6	LOC101128844	1	0	0	0	none			not-er
GBP6	LOC101129171	1	0	0	0	none			not-er
GBP6	LOC101129219	1	0	0	0	none			not-er
GBP6	LOC101129578	1	0	0	0	none			not-er
GBP6	LOC101129789	1	0	0	0	none			not-er
GBP6	LOC101130023	1	0	0	0	none			not-er
GBP6	LOC101130137	1	0	0	0	none			not-er
GBP6	LOC101130401	1	0	0	0	none			not-er
GBP6	LOC101130426	1	1	0	1	tier1			truthbar-FP
GBP6	LOC101130507	1	0	0	0	none			not-er
GBP6	LOC101130677	1	0	0	0	none			not-er
GBP6	LOC101130783	1	0	0	0	none			not-er
GBP6	LOC101130877	1	0	0	0	none			not-er
GBP6	LOC101131689	1	0	0	0	none			not-er
GBP6	LOC101131768	1	0	0	0	none			not-er
GBP6	LOC101132881	1	0	0	0	none			not-er
GBP6	LOC101133546	1	0	0	0	none			not-er
GBP6	LOC101133657	1	0	0	0	none			not-er
GBP6	LOC101133668	1	0	0	0	none			not-er
GBP6	LOC101134045	1	0	0	0	none			not-er
GBP6	LOC101134145	1	0	0	0	none			not-er
GBP6	LOC101135415	1	0	0	0	none			not-er
GBP6	LOC101136006	1	0	0	0	none			not-er
GBP6	LOC101136009	1	0	0	0	none			not-er
GBP6	LOC101136127	1	0	0	0	none			not-er
GBP6	LOC101136422	1	0	0	0	none			not-er
GBP6	LOC101136640	1	0	0	0	none			not-er
GBP6	LOC101136692	1	0	0	0	none			not-er
GBP6	LOC101137042	1	1	0	0	none			genuine-FP
GBP6	LOC101137060	1	0	0	0	none			not-er
GBP6	LOC101137462	1	0	0	0	none			not-er
GBP6	LOC101137734	1	0	0	0	none			not-er
GBP6	LOC101137832	1	0	0	0	none			not-er
GBP6	LOC101137955	1	0	0	0	none			not-er
GBP6	LOC101138337	1	0	0	0	none			not-er
GBP6	LOC101138952	1	0	0	0	none			not-er
GBP6	LOC101140579	1	0	0	0	none			not-er
GBP6	LOC101141027	1	0	0	0	none			not-er
GBP6	LOC101142525	1	0	0	0	none			not-er
GBP6	LOC101142646	1	0	0	0	none			not-er
GBP6	LOC101143448	1	0	0	0	none			not-er
GBP6	LOC101144119	1	0	0	0	none			not-er
GBP6	LOC101144471	1	0	0	0	none			not-er
GBP6	LOC101144634	1	0	0	0	none			not-er
