pair	label	qname	de_a	nmr_a	ms_a	s1_a	s2_a	cm_a	rl_a	ts_a	mapq_a	nintron_a	alnlen_a	de_b	nmr_b	ms_b	s1_b	s2_b	cm_b	rl_b	ts_b	mapq_b	nintron_b	alnlen_b
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/527072/ccs	0.0017000000225380063	0.00166	1732	1746	1686	566	0	+	60	7	1810	0.016899999231100082	0.01695	957	1557		443	0	+	0	0	1711
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/119472866/ccs	0.0017000000225380063	0.00172	1666	1687	1719	544	0	+	31	7	1746	0.01889999955892563	0.0189	886	1559		434	0	+	0	0	1746
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/53805805/ccs	0.0010999999940395355	0.00115	1692	1688	1720	551	0	+	31	7	1745	0.018300000578165054	0.01834	912	1572		444	0	+	0	0	1745
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/4457675/ccs	0.0007999999797903001	0.00079	1238	1231	1246	407	0	+	25	4	1264	0.017400000244379044	0.01741	692	1139		321	0	+	0	0	1264
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/84412909/ccs	0.021400000900030136	0.02676	746	1419	1456	382	0	+	60	6	1644	0.03629999980330467	0.04162	152	1292		313	0	+	0	0	1634
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/95029895/ccs	0.002300000051036477	0.00229	1640	1666	1698	540	0	+	32	7	1745	0.018300000578165054	0.01834	912	1579		438	0	+	0	0	1745
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/67701214/ccs	0.0012000000569969416	0.00116	1676	1666	1698	543	0	+	31	7	1728	0.017899999395012856	0.01794	922	1551		436	0	+	0	0	1728
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/90374413/ccs	0.0006000000284984708	0.00056	1749	1719	1704	565	0	+	60	7	1775	0.017400000244379044	0.01736	948	1561		440	0	+	0	0	1728
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/11667269/ccs	0.011500000022351742	0.01215	1022	1359	1383	396	0	+	42	5	1481	0.0284000001847744	0.02903	371	1249		308	0	+	0	0	1481
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/15795331/ccs	0.00570000009611249	0.00575	1477	1656	1691	514	0	+	35	7	1738	0.02290000021457672	0.02301	697	1525		411	0	+	0	0	1738
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/19727520/ccs	0.0006000000284984708	0.00058	1689	1656	1688	545	0	+	31	7	1715	0.016899999231100082	0.01691	961	1561		440	0	+	0	0	1715
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/24642944/ccs	0.0006000000284984708	0.00057	1718	1688	1720	554	0	+	30	7	1744	0.017799999564886093	0.01777	939	1572		444	0	+	0	0	1745
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/155779193/ccs	0.0006000000284984708	0.00056	1765	1735	1720	570	0	+	60	7	1791	0.017799999564886093	0.01778	938	1572		444	0	+	0	0	1744
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/66519675/ccs	0.021400000900030136	0.02257	815	1532	1542	414	0	+	60	7	1772	0.03779999911785126	0.03894	110	1378		328	0	+	0	0	1772
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/4262190/ccs	0.000699999975040555	0.00071	1378	1364	1385	445	0	+	20	5	1404	0.017100000753998756	0.01709	780	1261		352	0	+	0	0	1404
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/61473144/ccs	0.0006000000284984708	0.00058	1702	1672	1704	549	0	+	30	7	1728	0.017400000244379044	0.01736	948	1561		440	0	+	0	0	1728
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/162332711/ccs	0.0	0.0	985	959	964	326	0	+	52	3	985	0.019300000742077827	0.01929	491	857		247	0	+	0	0	985
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/88670958/ccs	0.004999999888241291	0.00507	1370	1516	1526	470	15	+	35	6	1579	0.02019999921321869	0.02027	746	1398		378	15	+	0	0	1579
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/47645349/ccs	0.0010999999940395355	0.00113	1720	1706	1679	558	0	+	60	7	1772	0.017500000074505806	0.01752	932	1547		439	0	+	0	0	1712
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/525097/ccs	0.0006000000284984708	0.00057	1717	1688	1720	554	0	+	30	7	1743	0.017799999564886093	0.01779	937	1572		444	0	+	0	0	1743
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/154862751/ccs	0.002300000051036477	0.0023	1224	1258	1273	411	0	+	26	4	1302	0.019200000911951065	0.0192	652	1157		328	0	+	0	0	1302
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/52953899/ccs	0.005100000184029341	0.00571	1508	1654	1690	524	0	+	34	7	1750	0.021700000390410423	0.02229	754	1558		426	0	+	0	0	1750
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/67306903/ccs	0.0017000000225380063	0.00174	1094	1109	1120	364	0	+	46	4	1147	0.020099999383091927	0.02005	548	1004		282	0	+	0	0	1147
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/142869308/ccs	0.0006000000284984708	0.00057	1716	1688	1720	554	0	+	30	7	1742	0.01730000041425228	0.01727	957	1572		444	0	+	0	0	1737
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/10291571/ccs	0.0010999999940395355	0.00115	1692	1682	1714	548	0	+	31	7	1744	0.018300000578165054	0.01835	912	1562		440	0	+	0	0	1744
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/29558728/ccs	0.0007999999797903001	0.00085	1153	1143	1154	380	0	+	44	4	1179	0.018699999898672104	0.01866	607	1050		297	0	+	0	0	1179
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/25100889/ccs	0.001500000013038516	0.0015	1283	1295	1310	426	0	+	24	4	1335	0.017999999225139618	0.01798	711	1196		337	0	+	0	0	1335
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/164628382/ccs	0.0013000000035390258	0.00132	1464	1470	1489	479	0	+	30	5	1516	0.01720000058412552	0.01715	840	1366		385	0	+	0	0	1516
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/44828389/ccs	0.0010000000474974513	0.00097	1001	986	991	335	0	+	52	3	1027	0.020400000736117363	0.02045	481	891		253	0	+	0	0	1027
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/126091651/ccs	0.0013000000035390258	0.00127	1526	1523	1551	496	0	+	26	6	1578	0.016499999910593033	0.01648	902	1428		405	0	+	0	0	1578
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/25103090/ccs	0.0017000000225380063	0.00168	1711	1721	1691	557	0	+	60	7	1789	0.01850000023841858	0.01853	895	1543		432	0	+	0	0	1727
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/156173129/ccs	0.007600000128149986	0.01006	1263	1492	1514	453	0	+	45	6	1590	0.022199999541044235	0.02468	655	1366		385	0	+	0	0	1580
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/23267763/ccs	0.0	0.0	941	918	923	312	0	+	54	3	941	0.019099999219179153	0.01913	473	831		239	0	+	0	0	941
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/153684191/ccs	0.0017000000225380063	0.00174	1650	1666	1698	540	0	+	32	7	1729	0.01850000023841858	0.01851	896	1551		433	0	+	0	0	1729
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/119867368/ccs	0.0006000000284984708	0.00057	1716	1685	1717	553	0	+	30	7	1742	0.017799999564886093	0.0178	936	1572		444	0	+	0	0	1742
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/168494930/ccs	0.002199999988079071	0.00326	1732	1775	1666	584	0	+	60	6	1841	0.01769999973475933	0.01766	918	1534		431	0	+	0	0	1699
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/160827950/ccs	0.001500000013038516	0.00148	1301	1314	1329	431	0	+	24	4	1353	0.01769999973475933	0.01774	729	1215		342	0	+	0	0	1353
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/162662762/ccs	0.0015999999595806003	0.00271	1765	1786	1684	588	0	+	60	6	1847	0.017500000074505806	0.0175	934	1547		439	0	+	0	0	1714
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/68027605/ccs	0.00559999980032444	0.00565	1057	1183	1198	369	0	+	30	4	1240	0.02250000089406967	0.02258	511	1070		298	0	+	0	0	1240
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/173343140/ccs	0.0006000000284984708	0.00061	1613	1590	1613	525	0	+	35	6	1639	0.01590000092983246	0.01591	958	1495		428	0	+	0	0	1634
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/6750286/ccs	0.0010999999940395355	0.00115	1692	1682	1714	548	0	+	31	7	1744	0.018300000578165054	0.01835	912	1562		440	0	+	0	0	1744
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/112919239/ccs	0.0142000000923872	0.01705	1088	1608	1635	451	0	+	60	7	1760	0.031300000846385956	0.03409	308	1444		350	0	+	0	0	1760
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/40962272/ccs	0.007499999832361937	0.00748	1283	1501	1507	464	0	+	49	6	1605	0.022600000724196434	0.02257	650	1390		374	0	+	0	0	1595
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/56624032/ccs	0.0010999999940395355	0.00115	1692	1682	1714	548	0	+	31	7	1744	0.018300000578165054	0.01835	912	1562		440	0	+	0	0	1744
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/12257728/ccs	0.0006000000284984708	0.00057	1718	1688	1720	554	0	+	30	7	1744	0.017799999564886093	0.01778	938	1572		444	0	+	0	0	1744
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/2426839/ccs	0.0006000000284984708	0.00057	1718	1688	1720	554	0	+	30	7	1744	0.017799999564886093	0.01778	938	1572		444	0	+	0	0	1744
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/130942738/ccs	0.002899999963119626	0.00287	1611	1677	1706	533	0	+	33	7	1742	0.020099999383091927	0.02009	831	1545		425	0	+	0	0	1742
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/110233090/ccs	0.004000000189989805	0.00401	1561	1668	1700	534	0	+	34	7	1744	0.021199999377131462	0.02122	781	1542		432	0	+	0	0	1744
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/160237882/ccs	0.0012000000569969416	0.00116	1676	1666	1698	543	0	+	31	7	1728	0.017899999395012856	0.01794	922	1551		436	0	+	0	0	1728
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/42338676/ccs	0.00139999995008111	0.00143	1349	1353	1374	439	0	+	21	5	1401	0.017799999564886093	0.01784	751	1247		351	0	+	0	0	1401
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/33489396/ccs	0.0006000000284984708	0.00057	1718	1688	1720	554	0	+	30	7	1744	0.017799999564886093	0.01778	938	1572		444	0	+	0	0	1744
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/17369075/ccs	0.00419999985024333	0.00423	1468	1583	1608	499	0	+	38	6	1654	0.019899999722838402	0.01995	792	1469		414	0	+	0	0	1654
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/116328861/ccs	0.000699999975040555	0.00068	1453	1438	1459	471	0	+	20	5	1479	0.016899999231100082	0.0169	829	1338		375	0	+	0	0	1479
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/163643545/ccs	0.0010999999940395355	0.00105	1891	1844	1684	602	0	+	60	7	1903	0.017500000074505806	0.01753	1559	1557		443	0	+	0	0	1711
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/139592308/ccs	0.004000000189989805	0.004	1562	1669	1690	530	0	+	37	7	1749	0.020099999383091927	0.02014	824	1539		424	0	+	0	0	1738
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/2951426/ccs	0.019200000911951065	0.02089	854	1545	1571	427	0	+	60	7	1771	0.035100001841783524	0.03676	123	1385		340	0	+	0	0	1768
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/131336500/ccs	0.019700000062584877	0.0225	829	1565	1602	427	0	+	60	7	1778	0.03530000150203705	0.03752	111	1395		330	0	+	0	0	1759
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/107940154/ccs	0.0024999999441206455	0.00246	758	789	775	266	0	+	60	2	812	0.01850000023841858	0.01847	420	729		209	0	+	0	0	812
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/92670591/ccs	0.0008999999845400453	0.00091	1072	1063	1074	354	0	+	46	4	1098	0.019999999552965164	0.02004	526	961		272	0	+	0	0	1098
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/73728089/ccs	0.0010999999940395355	0.00115	1692	1687	1719	550	0	+	31	7	1744	0.018300000578165054	0.01835	912	1571		440	0	+	0	0	1744
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/40042874/ccs	0.0006000000284984708	0.00057	1718	1688	1720	554	0	+	30	7	1744	0.017799999564886093	0.01778	938	1572		444	0	+	0	0	1744
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/179899058/ccs	0.0007999999797903001	0.00077	1271	1263	1278	420	0	+	24	4	1297	0.017000000923871994	0.01696	725	1171		334	0	+	0	0	1297
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/66257053/ccs	0.00139999995008111	0.00141	1364	1374	1395	444	0	+	21	5	1416	0.01769999973475933	0.01772	761	1262		352	0	+	0	0	1411
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/77727812/ccs	0.0	0.0	1060	1038	1043	352	0	+	48	3	1060	0.018799999728798866	0.01881	543	947		268	0	+	0	0	1063
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/92866696/ccs	0.0017000000225380063	0.00172	1665	1681	1717	548	0	+	30	7	1745	0.01889999955892563	0.01891	885	1572		437	0	+	0	0	1745
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/64686278/ccs	0.0010999999940395355	0.00115	1693	1686	1718	549	0	+	31	7	1745	0.018300000578165054	0.01834	913	1562		440	0	+	0	0	1745
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/158532622/ccs	0.0010999999940395355	0.00111	1748	1741	1682	565	0	+	60	7	1801	0.017500000074505806	0.01751	932	1554		437	0	+	0	0	1713
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/26479329/ccs	0.0017999999690800905	0.00184	1555	1577	1591	513	0	+	39	6	1633	0.017100000753998756	0.01715	905	1483		419	0	+	0	0	1633
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/6684950/ccs	0.0010999999940395355	0.00115	1692	1682	1714	548	0	+	31	7	1744	0.018300000578165054	0.01835	912	1562		440	0	+	0	0	1744
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/37028481/ccs	0.0	0.0	1086	1056	1067	356	0	+	46	4	1086	0.018400000408291817	0.01842	566	971		276	0	+	0	0	1086
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/69864209/ccs	0.0006000000284984708	0.00057	1718	1688	1720	554	0	+	30	7	1744	0.017799999564886093	0.01778	938	1572		444	0	+	0	0	1744
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/37423121/ccs	0.011300000362098217	0.0119	1237	1649	1661	493	0	+	58	7	1764	0.028599999845027924	0.02926	436	1505		383	0	+	0	0	1743
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/91556229/ccs	0.0024999999441206455	0.00252	1953	1911	1679	615	0	+	60	7	1981	0.017000000923871994	0.01701	1560	1547		439	0	+	0	0	1705
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/170329148/ccs	0.0012000000569969416	0.00116	1676	1666	1698	543	0	+	31	7	1728	0.017899999395012856	0.01794	922	1551		436	0	+	0	0	1728
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/983361/ccs	0.0006000000284984708	0.00057	1717	1688	1720	554	0	+	30	7	1743	0.017799999564886093	0.01779	937	1572		444	0	+	0	0	1743
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/8651328/ccs	0.0010999999940395355	0.00113	1721	1707	1714	557	0	+	50	7	1773	0.018300000578165054	0.01835	912	1562		440	0	+	0	0	1744
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/90308636/ccs	0.0	0.0	1012	986	991	335	0	+	51	3	1012	0.01979999989271164	0.01976	492	891		253	0	+	0	0	1012
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/15925451/ccs	0.0	0.0	1182	1155	1166	388	0	+	43	4	1182	0.017799999564886093	0.01777	636	1066		303	0	+	0	0	1182
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/98372358/ccs	0.0	0.0	735	719	720	247	0	+	52	2	735	0.016300000250339508	0.01633	423	663		197	0	+	0	0	735
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/56755600/ccs	0.0017000000225380063	0.00172	1665	1675	1707	546	0	+	31	7	1743	0.017899999395012856	0.01789	927	1560		439	0	+	0	0	1733
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/23593880/ccs	0.012000000104308128	0.01209	845	1121	1121	342	0	+	41	4	1241	0.0272000003606081	0.0274	351	1043		277	0	+	0	0	1241
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/1377644/ccs	0.00139999995008111	0.00138	1401	1406	1427	457	0	+	20	5	1453	0.01720000058412552	0.01721	803	1307		364	0	+	0	0	1453
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/152177009/ccs	0.0017000000225380063	0.00172	1666	1689	1713	547	0	+	34	7	1745	0.01889999955892563	0.01891	886	1568		440	0	+	0	0	1745
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/110562063/ccs	0.002300000051036477	0.0023	1636	1679	1705	540	0	+	34	7	1742	0.01899999938905239	0.01898	879	1544		434	0	+	0	0	1739
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/174262611/ccs	0.00139999995008111	0.00143	1346	1354	1375	439	0	+	21	5	1398	0.017899999395012856	0.01788	748	1252		349	0	+	0	0	1398
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/4327631/ccs	0.0215000007301569	0.02817	804	1506	1543	401	0	+	60	7	1775	0.03739999979734421	0.04338	127	1385		342	0	+	0	0	1775
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/64226670/ccs	0.0012000000569969416	0.00122	1594	1589	1612	520	0	+	35	6	1646	0.017000000923871994	0.01701	918	1490		425	0	+	0	0	1646
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/85919416/ccs	0.0012000000569969416	0.00122	1582	1578	1601	516	0	+	36	6	1634	0.016499999910593033	0.01652	932	1484		422	0	+	0	0	1634
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/655677/ccs	0.0006000000284984708	0.00062	1582	1557	1580	510	0	+	36	6	1608	0.01679999940097332	0.01679	906	1462		413	0	+	0	0	1608
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/27263068/ccs	0.0006000000284984708	0.00057	1720	1688	1686	555	0	+	54	7	1746	0.016899999231100082	0.01695	957	1557		443	0	+	0	0	1711
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/179702545/ccs	0.0	0.0	530	519	520	178	0	+	46	1	530	0.01510000042617321	0.01509	322	484		148	0	+	0	0	530
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/114492008/ccs	0.060499999672174454	0.07242	675	1027	1100	198	0	+	1	6	1809	0.0754999965429306	0.08825	427	903		169	0	+	0	0	1813
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/143460796/ccs	0.0006000000284984708	0.00063	1573	1548	1560	507	0	+	39	6	1599	0.016899999231100082	0.01689	897	1446		411	0	+	0	0	1599
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/42992578/ccs	0.0006000000284984708	0.00056	1749	1717	1720	564	0	+	51	7	1775	0.017799999564886093	0.01778	938	1572		444	0	+	0	0	1744
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/6226152/ccs	0.0006000000284984708	0.00057	1718	1688	1720	554	0	+	30	7	1744	0.017799999564886093	0.01778	938	1572		444	0	+	0	0	1744
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/12386764/ccs	0.001500000013038516	0.00151	1274	1287	1302	424	0	+	24	4	1326	0.01810000091791153	0.0181	702	1188		335	0	+	0	0	1326
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/127666141/ccs	0.0012000000569969416	0.00123	1575	1573	1596	513	0	+	36	6	1627	0.01720000058412552	0.01721	899	1474		418	0	+	0	0	1627
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/39519961/ccs	0.037700001150369644	0.04206	755	1384	1450	306	0	+	23	7	1783	0.05350000038743019	0.05777	355	1288		247	0	+	0	0	1783
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/149881378/ccs	0.0024999999441206455	0.00252	1954	1911	1679	616	0	+	60	7	1981	0.017500000074505806	0.01752	1562	1547		439	0	+	0	0	1712
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/609/ccs	0.0006000000284984708	0.00057	1718	1688	1720	554	0	+	30	7	1744	0.017799999564886093	0.01778	938	1572		444	0	+	0	0	1744
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/82707650/ccs	0.0006000000284984708	0.00057	1718	1688	1720	554	0	+	30	7	1744	0.017799999564886093	0.01778	938	1572		444	0	+	0	0	1744
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/82773863/ccs	0.0012000000569969416	0.00116	1676	1666	1698	543	0	+	31	7	1728	0.017899999395012856	0.01794	922	1551		436	0	+	0	0	1728
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/89784675/ccs	0.0015999999595806003	0.00162	1186	1200	1215	394	0	+	26	4	1238	0.01860000006854534	0.01858	640	1100		312	0	+	0	0	1238
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/10683804/ccs	0.0	0.0	394	388	387	133	0	+	4	0	394	0.0203000009059906	0.0203	354	344		102	0	+	0	0	394
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/124780996/ccs	0.0012000000569969416	0.00116	1676	1666	1698	543	0	+	31	7	1728	0.017899999395012856	0.01794	922	1551		436	0	+	0	0	1728
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/167773467/ccs	0.002099999925121665	0.00213	462	459	464	152	0	+	1	1	470	0.019099999219179153	0.01915	422	424		122	0	+	0	0	470
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/24380021/ccs	0.0006000000284984708	0.00057	1718	1688	1720	554	0	+	30	7	1744	0.017799999564886093	0.01778	938	1572		444	0	+	0	0	1744
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/95028711/ccs	0.0010999999940395355	0.00115	1692	1682	1714	548	0	+	31	7	1744	0.018300000578165054	0.01835	912	1562		440	0	+	0	0	1744
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/122814518/ccs	0.0010999999940395355	0.00115	1692	1682	1714	548	0	+	31	7	1744	0.018300000578165054	0.01835	912	1562		440	0	+	0	0	1744
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/167119535/ccs	0.002400000113993883	0.00238	1577	1623	1646	525	0	+	36	6	1683	0.017799999564886093	0.01783	901	1526		429	0	+	0	0	1683
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/119867268/ccs	0.0006000000284984708	0.00057	1716	1688	1720	554	0	+	30	7	1742	0.01730000041425228	0.01727	957	1572		444	0	+	0	0	1737
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/105578816/ccs	0.003000000026077032	0.00301	1221	1291	1295	419	0	+	30	4	1327	0.019600000232458115	0.01959	649	1190		331	0	+	0	0	1327
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/73337037/ccs	0.0017000000225380063	0.00166	1728	1748	1683	567	0	+	60	7	1808	0.01810000091791153	0.01809	906	1555		439	0	+	0	0	1714
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/59441424/ccs	0.0006000000284984708	0.00057	1717	1688	1720	554	0	+	30	7	1743	0.017799999564886093	0.01779	937	1572		444	0	+	0	0	1743
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/43843698/ccs	0.0035000001080334187	0.00352	1549	1645	1668	520	0	+	40	6	1705	0.019899999722838402	0.01994	821	1528		412	0	+	0	0	1705
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/72942320/ccs	0.000699999975040555	0.00067	1459	1446	1459	474	0	+	32	5	1485	0.01679999940097332	0.01684	835	1346		378	0	+	0	0	1485
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/108593509/ccs	0.0012000000569969416	0.00116	1677	1667	1699	544	0	+	31	7	1730	0.017899999395012856	0.01792	923	1567		438	0	+	0	0	1730
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/172099799/ccs	0.0010999999940395355	0.00115	1690	1679	1711	547	0	+	31	7	1742	0.018400000408291817	0.01837	910	1562		440	0	+	0	0	1742
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/165871765/ccs	0.0010999999940395355	0.00115	1692	1682	1714	548	0	+	31	7	1744	0.018300000578165054	0.01835	912	1562		440	0	+	0	0	1744
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/67306050/ccs	0.002400000113993883	0.00245	1530	1571	1603	510	0	+	34	6	1635	0.018300000578165054	0.01835	854	1480		421	0	+	0	0	1635
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/96796991/ccs	0.001500000013038516	0.00204	1942	1902	1681	619	0	+	60	7	1964	0.01810000091791153	0.01868	1551	1548		437	0	+	0	0	1713
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/144770221/ccs	0.0006000000284984708	0.00058	1702	1672	1704	549	0	+	30	7	1728	0.017400000244379044	0.01736	948	1561		440	0	+	0	0	1728
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/121964098/ccs	0.0006000000284984708	0.00058	1702	1672	1704	549	0	+	30	7	1728	0.017400000244379044	0.01736	948	1561		440	0	+	0	0	1728
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/21890766/ccs	0.0	0.0	954	932	937	316	0	+	54	3	954	0.01889999955892563	0.01887	486	845		243	0	+	0	0	954
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/68749644/ccs	0.0008999999845400453	0.00094	1034	1032	1037	346	0	+	49	3	1060	0.01979999989271164	0.01976	517	937		264	0	+	0	0	1063
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/42206709/ccs	0.0	0.0	1027	1005	1010	340	0	+	51	3	1027	0.019500000402331352	0.01947	507	914		256	0	+	0	0	1027
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/84608757/ccs	0.0010999999940395355	0.00115	1693	1686	1718	549	0	+	31	7	1745	0.018300000578165054	0.01834	913	1562		440	0	+	0	0	1745
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/14418019/ccs	0.0010999999940395355	0.00115	1692	1682	1714	548	0	+	31	7	1744	0.018300000578165054	0.01835	912	1562		440	0	+	0	0	1744
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/70714421/ccs	0.00139999995008111	0.00138	1395	1405	1420	455	0	+	22	5	1448	0.017999999225139618	0.01796	771	1295		359	0	+	0	0	1448
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/48891313/ccs	0.0	0.0	201	195		67	58	+	0	0	201	0.023600000888109207	0.02358	187	161		50	58	+	0	0	212
