chrom	v2_pos	offset
chr5	34304773	-5
chr5	43778979	-5
chr5	70317931	-5
chr5	70385985	-5
chr5	70432874	-5
chr5	70457746	-5
chr5	70465244	-5
chr5	70479045	-5
chr5	70679156	-5
chr5	70703998	-5
chr5	70774919	-5
chr5	70808816	-5
chr5	70844219	-5
chr5	70901861	-5
chr5	70966773	-5
chr5	71208721	-5
chr5	71317015	-5
chr5	71357436	-5
chr5	71381817	-5
chr5	71424930	-5
chr5	71489385	-5
chr5	71530923	-5
chr5	71559604	-5
chr5	71589694	-5
chr5	71654361	-5
chr5	71672053	-5
chr5	71680351	-5
chr5	71693350	-5
chr5	71701648	-5
chr5	71714626	-5
chr5	71857125	-5
chr5	76652398	-5
chr5	81111115	-5
chr5	89198249	-5
chr5	99990376	-5
chr5	100021401	-5
chr5	100029622	-5
chr5	100569491	-5
chr5	100582330	-5
chr5	100883536	-5
chr5	100896674	-5
chr5	112172924	-5
chr5	176461550	-5
chr5	176549866	-5
chr5	176604121	-5
chr5	176781937	-5
chr5	178161336	-5
chr5	178251445	-5
chr5	178353491	-5
chr5	178380816	-5
chr5	181851744	-5
chr5	181889175	-5
chr5	181930615	-5
chr5	182002113	-5
chr6	146565	232
chr6	26502802	232
chr6	26739836	232
chr6	31824295	232
chr6	31835262	232
chr6	31858841	232
chr6	31861819	232
chr6	31866475	232
chr6	31868000	232
chr6	31891533	232
chr6	31894356	232
chr6	43410277	232
chr6	57758530	232
chr6	57784869	232
chr6	64866188	232
chr6	74692853	232
chr6	109737176	232
chr6	132902913	232
chr6	134853016	232
chr6	161783171	232
chr6	172013162	232
chr7	59212	-3
chr7	98076	-3
chr7	6016476	-3
chr7	6043302	-3
chr7	6088689	-3
chr7	6829220	-3
chr7	6873238	-3
chr7	6915922	-3
chr7	12817928	-3
chr7	33096997	-3
chr7	44119915	-3
chr7	44143335	-3
chr7	44156262	-3
chr7	44171945	-3
chr7	44185322	-3
chr7	49080636	-3
chr7	55596378	-3
chr7	55841329	-3
chr7	57031496	-3
chr7	57112420	-3
chr7	57177375	-3
chr7	57228946	-3
chr7	57251425	-3
chr7	57303883	-3
chr7	57311244	-3
chr7	57362917	-3
chr7	64648511	-3
chr7	64757254	-3
chr7	64768385	-3
chr7	64833258	-3
chr7	64900045	-3
chr7	64978551	-3
chr7	66244537	-3
chr7	66281200	-3
chr7	66290272	-3
chr7	66347255	-3
chr7	66743846	-3
chr7	66802208	-3
chr7	66869105	-3
chr7	66869917	-3
chr7	66973269	-3
chr7	66986656	-3
chr7	66995740	-3
chr7	68498462	-3
chr7	68507282	-3
chr7	68522355	-3
chr7	74091028	-3
chr7	74107539	-3
chr7	74175810	-3
chr7	74187709	-3
chr7	74197920	-3
chr7	74198038	-3
chr7	74233766	-3
chr7	74265296	-3
chr7	74276650	-3
chr7	74293710	-3
chr7	74304324	-3
chr7	74420836	-3
chr7	74442957	-3
chr7	75376256	-3
chr7	75852515	-3
chr7	75976254	-3
chr7	75998459	-3
chr7	76096420	-3
chr7	76108977	-3
chr7	76167038	-3
chr7	76296515	-3
chr7	76360591	-3
chr7	76389249	-3
chr7	76491202	-3
chr7	76510545	-3
chr7	76538562	-3
chr7	76568352	-3
chr7	76575233	-3
chr7	76596368	-3
chr7	76603249	-3
chr7	76624358	-3
chr7	76631239	-3
chr7	76646444	-3
chr7	76679228	-3
chr7	76682336	-3
chr7	76697605	-3
chr7	76704065	-3
chr7	76780966	-3
chr7	76795077	-3
chr7	77750162	-3
chr7	77801855	-3
chr7	77806983	-3
chr7	77810554	-3
chr7	77828591	-3
chr7	77889198	-3
chr7	78257236	-3
chr7	78283805	-3
chr7	78303831	-3
chr7	78334889	-3
chr7	78373545	-3
chr7	93802705	-3
chr7	101547788	-3
chr7	101559307	-3
chr7	101576163	-3
chr7	102274865	-3
chr7	103663167	-3
chr7	103681292	-3
chr7	103790717	-3
chr7	103797580	-3
chr7	103855460	-3
chr7	103868757	-3
chr7	103879652	-3
chr7	103900269	-3
chr7	103962119	-3
chr7	103973027	-3
chr7	103984704	-3
chr7	104063635	-3
chr7	104389996	-3
chr7	124768954	-3
chr7	144927160	-3
chr7	144953399	-3
chr7	144980465	-3
chr7	145035441	-3
chr7	145042142	-3
chr7	145090338	-3
chr7	145131724	-3
chr7	145463942	-3
chr7	145466559	-3
chr7	145476371	-3
chr7	145535462	-3
chr7	151073140	-3
chr7	151225845	-3
chr7	151422171	-3
chr7	153933011	-3
chr7	155061695	-3
chr8	28941	-4
chr8	7002915	-4
chr8	7010561	-4
chr8	7016371	-4
chr8	7023993	-4
chr8	7041823	-4
chr8	7061365	-4
chr8	7066093	-4
chr8	7070806	-4
chr8	7084497	-4
chr8	7102094	-4
chr8	7143840	-4
chr8	7157878	-4
chr8	7171679	-4
chr8	7199314	-4
chr8	7211497	-4
chr8	7216687	-4
chr8	7224860	-4
chr8	7244706	-4
chr8	7259191	-4
chr8	7264239	-4
chr8	7268609	-4
chr8	7276260	-4
chr8	7283911	-4
chr8	7291562	-4
chr8	7299215	-4
chr8	7306869	-4
chr8	7314523	-4
chr8	7322169	-4
chr8	7329820	-4
chr8	7337471	-4
chr8	7349817	-4
chr8	7375422	-4
chr8	7551790	-4
chr8	7555931	-4
chr8	7595425	-4
chr8	7600473	-4
chr8	7619009	-4
chr8	7634988	-4
chr8	11498767	-4
chr8	11498965	-4
chr8	11526718	-4
chr8	11673282	-4
chr8	11679430	-4
chr8	11698242	-4
chr8	11708429	-4
chr8	11716077	-4
chr8	11723725	-4
chr8	11731373	-4
chr8	11739021	-4
chr8	11746669	-4
chr8	11754317	-4
chr8	11761965	-4
chr8	11767952	-4
chr8	11775600	-4
chr8	11783254	-4
chr8	11792557	-4
chr8	11800205	-4
chr8	11807853	-4
chr8	11815501	-4
chr8	11821494	-4
chr8	11829137	-4
chr8	11836784	-4
chr8	11844432	-4
chr8	11852086	-4
chr8	11859734	-4
chr8	11867377	-4
chr8	11876685	-4
chr8	11884337	-4
chr8	11891985	-4
chr8	11899633	-4
chr8	11907281	-4
chr8	11914928	-4
chr8	11921690	-4
chr8	11924540	-4
chr8	11939692	-4
chr8	11957682	-4
chr8	11967934	-4
chr8	11971107	-4
chr8	11982448	-4
chr8	11993891	-4
chr8	12027389	-4
chr8	12040686	-4
chr8	12080372	-4
chr8	12095091	-4
chr8	12113305	-4
chr8	12117627	-4
chr8	12122356	-4
chr8	12136080	-4
chr8	12157937	-4
chr8	12163888	-4
chr8	12168467	-4
chr8	12190884	-4
chr8	12343860	-4
chr8	12349987	-4
chr8	12368751	-4
chr8	12379014	-4
chr8	12385006	-4
chr8	12392652	-4
chr8	12400298	-4
chr8	12409598	-4
chr8	12415590	-4
chr8	12424894	-4
chr8	12432540	-4
chr8	12438532	-4
chr8	12446177	-4
chr8	12455477	-4
chr8	12462241	-4
chr8	12465091	-4
chr8	12480236	-4
chr8	12498206	-4
chr8	12508485	-4
chr8	12511677	-4
chr8	12522997	-4
chr8	12534402	-4
chr8	12567768	-4
chr8	12581251	-4
chr8	12612892	-4
chr8	12620971	-4
chr8	12658206	-4
chr8	12672743	-4
chr8	12694625	-4
chr8	12700562	-4
chr8	12703961	-4
chr8	12727585	-4
chr8	12874025	-4
chr9	5934	-8
chr9	46586	-8
chr9	110352	-8
chr9	115153	-8
chr9	38265334	-8
chr9	39086153	-8
chr9	39344223	-8
chr9	39369112	-8
chr9	39457328	-8
chr9	39786635	-8
chr9	39830722	-8
chr9	39869165	-8
chr9	40136900	-8
chr9	40182306	-8
chr9	40202701	-8
chr9	40211672	-8
chr9	40307989	-8
chr9	40336208	-8
chr9	40496433	-8
chr9	40512726	-8
chr9	40559707	-8
chr9	40653353	-8
chr9	40658095	-8
chr9	40739491	-8
chr9	40759882	-8
chr9	40851304	-8
chr9	40887528	-8
chr9	41241026	-8
chr9	41271560	-8
chr9	41323316	-8
chr9	41560211	-8
chr9	41641705	-8
chr9	41642338	-8
chr9	41649986	-8
chr9	41939087	-8
chr9	42061338	-8
chr9	42076630	-8
chr9	42095734	-8
chr9	42166535	-8
chr9	42220394	-8
chr9	42411230	-8
chr9	42529787	-8
chr9	42551296	-8
chr9	42585514	-8
chr9	42683093	-8
chr9	42713171	-8
chr9	42769952	-8
chr9	42784916	-8
chr9	42956129	-8
chr9	43013191	-8
chr9	43282493	-8
chr9	43440747	-8
chr9	43734206	-8
chr9	44084536	-8
chr9	44140656	-8
chr9	44178192	-8
chr9	44220296	-8
chr9	44277730	-8
chr9	44369524	-8
chr9	44382761	-8
chr9	44475784	-8
chr9	44502953	-8
chr9	44662140	-8
chr9	44678438	-8
chr9	44782669	-8
chr9	47695025	-8
chr9	47737221	-8
chr9	48142044	-8
chr9	76985734	-8
chr9	77032096	-8
chr9	77278874	-8
chr9	77394973	-8
chr9	77416056	-8
chr9	77449981	-8
chr9	77589103	-8
chr9	77621818	-8
chr9	77632388	-8
chr9	77793587	-8
chr9	77797811	-8
chr9	77878985	-8
chr9	77952011	-8
chr9	77974579	-8
chr9	78023034	-8
chr9	78270605	-8
chr9	78289827	-8
chr9	78628559	-8
chr9	78751565	-8
chr9	78758408	-8
chr9	78788936	-8
chr9	78831665	-8
chr9	79418698	-8
chr9	79500288	-8
chr9	79500921	-8
chr9	79508597	-8
chr9	79615466	-8
chr9	79744564	-8
chr9	79880210	-8
chr9	79911075	-8
chr9	80056217	-8
chr9	80062028	-8
chr9	80143081	-8
chr9	80163553	-8
chr9	80247805	-8
chr9	80292844	-8
chr9	80372105	-8
chr9	80387427	-8
chr9	80406522	-8
chr9	80476553	-8
chr9	80501912	-8
chr9	100068495	-8
chr9	100283387	-8
chr9	106487809	-8
chr9	106543992	-8
chr9	109059158	-8
chr9	109100098	-8
chr9	125231843	-8
chr9	125237287	-8
chr9	125242715	-8
chr9	125248157	-8
chr9	125253587	-8
chr9	125259015	-8
chr9	125264445	-8
chr9	125269865	-8
chr9	125275313	-8
chr9	125280737	-8
chr9	125286185	-8
chr9	132689250	-8
chr9	150142925	-8
chr9	150415576	-8
chr9	150442906	-8
chr9	150478580	-8
chr9	150556227	-8
chr9	150558547	-8
