chrom	v2_pos	offset	gene_id
chr16	29663394	5	CHM13_G0021115
chr16	29707591	5	CHM13_G0021116
chr16	29730982	5	CHM13_G0021120
chr16	29735380	5	CHM13_G0021121
chr16	29736291	5	CHM13_G0021122
chr16	29741702	5	CHM13_G0021127
chr16	29746756	5	LOFF_G0001059
chr16	29747858	5	LOFF_G0001060
chr16	29764268	5	LOFF_G0001061
chr16	29765425	5	CHM13_G0021130
chr16	29809601	5	CHM13_G0021131
chr16	29895146	5	CHM13_G0021134
chr16	29900829	5	CHM13_G0021135
chr16	30467408	5	CHM13_G0021180
chr16	30477481	5	LOFF_G0001063
chr16	30483781	5	LOFF_G0001065
chr16	30488868	5	CHM13_G0021182
chr16	30489970	5	CHM13_G0021184
chr16	30498962	5	LOFF_G0001066
chr16	30502773	5	CHM13_G0021185
chr16	30509834	5	CHM13_G0021187
chr16	30551759	5	LOFF_G0001068
chr16	30579453	5	LOFF_G0001069
chr16	30580364	5	LOFF_G0001070
chr16	30590837	5	LOFF_G0001072
chr16	30591939	5	LOFF_G0001073
chr16	30604740	5	LOFF_G0001075
chr16	30611530	5	LOFF_G0001077
chr16	30650729	5	CHM13_G0021188
chr16	32363251	5	CHM13_G0021331
chr16	32439273	5	CHM13_G0021334
chr16	32449954	5	LOFF_G0001082
chr16	32490692	5	LOFF_G0001084
chr16	32587348	5	CHM13_G0021342
chr16	32640148	5	CHM13_G0021345
chr16	32772943	5	CHM13_G0021349
chr16	32804125	5	CHM13_G0021351
chr16	32891024	5	CHM13_G0021354
chr16	33014728	5	CHM13_G0021355
chr16	33033162	5	CHM13_G0021356
chr16	33087983	5	CHM13_G0021359
chr16	33141048	5	CHM13_G0021362
chr16	33155757	5	CHM13_G0021365
chr16	33278745	5	LOFF_G0001099
chr16	33338278	5	CHM13_G0021374
chr16	33399169	5	CHM13_G0021379
chr16	33411543	5	CHM13_G0021380
chr16	33508477	5	CHM13_G0021388
chr16	33555135	5	CHM13_G0021391
chr16	33607932	5	CHM13_G0021396
chr16	33739352	5	CHM13_G0021408
chr16	33754203	5	LOFF_G0001110
chr16	33863614	5	LOFF_G0001111
chr16	34023124	5	CHM13_G0021410
chr16	34121255	5	LOFF_G0001122
chr16	34132842	5	CHM13_G0021411
chr16	34143233	5	LOFF_G0001125
chr16	34155587	5	LOFF_G0001126
chr16	34253020	5	CHM13_G0021412
chr16	34301179	5	LOFF_G0001140
chr16	34353970	5	LOFF_G0001144
chr16	34409615	5	LOFF_G0001147
chr16	34416157	5	LOFF_G0001148
chr16	34581065	5	LOFF_G0001149
chr16	34626532	5	LOFF_G0001152
chr16	34699544	5	LOFF_G0001153
chr16	34875281	5	LOFF_G0001163
chr16	34884760	5	CHM13_G0021417
chr16	34966170	5	LOFF_G0001164
chr16	35134841	5	LOFF_G0001171
chr16	35149690	5	LOFF_G0001172
chr16	35259194	5	CHM13_G0021418
chr16	35295523	5	CHM13_G0021420
chr16	35417159	5	CHM13_G0021425
chr16	35420851	5	LOFF_G0001175
chr16	35424160	5	CHM13_G0021426
chr16	35447416	5	CHM13_G0021429
chr16	35479799	5	CHM13_G0021430
chr16	35520672	5	CHM13_G0021432
chr16	35522370	5	CHM13_G0021433
chr16	35538049	5	LOFF_G0001179
chr16	35548439	5	CHM13_G0021435
chr16	35560806	5	CHM13_G0021436
chr16	35585792	5	CHM13_G0021437
chr16	75753231	5	CHM13_G0022122
chr16	75784647	5	CHM13_G0022123
chr16	75785805	5	CHM13_G0022125
chr16	75924062	5	CHM13_G0022129
chr16	75984666	5	LOFF_G0001208
chr16	76030574	5	CHM13_G0022132
chr16	76613255	5	CHM13_G0022160
chr16	80150189	5	CHM13_G0022245
chr16	80195644	5	CHM13_G0022247
chr16	80210851	5	CHM13_G0022248
chr16	80226127	5	CHM13_G0022249
chr16	80310037	5	LOFF_G0001213
chr16	80340622	5	LOFF_G0001216
chr16	80424387	5	LOFF_G0001218
chr16	80439557	5	LOFF_G0001219
chr16	80454955	5	CHM13_G0022252
chr16	80494074	5	CHM13_G0022254
chr16	85891178	5	LOFF_G0001221
chr16	96262168	5	CHM13_G0022680
chr17	43009	291	CHM13_G0022682
chr17	13932319	291	CHM13_G0023203
chr17	13977299	291	CHM13_G0023204
chr17	14143438	291	CHM13_G0023206
chr17	15342071	291	CHM13_G0023233
chr17	15408495	291	CHM13_G0023235
chr17	15471700	291	CHM13_G0023238
chr17	15495075	291	CHM13_G0023241
chr17	15534181	291	CHM13_G0023242
chr17	15581699	291	CHM13_G0023244
chr17	15605816	291	CHM13_G0023245
chr17	15638558	291	CHM13_G0023248
chr17	15671051	291	CHM13_G0023252
chr17	15699272	291	CHM13_G0023259
chr17	15735814	291	CHM13_G0023261
chr17	16591736	291	CHM13_G0023296
chr17	16689198	291	CHM13_G0023301
chr17	16723520	291	LOFF_G0001232
chr17	16775755	291	LOFF_G0001237
chr17	16788984	291	CHM13_G0023306
chr17	16793721	291	CHM13_G0023307
chr17	18324590	291	CHM13_G0023376
chr17	18336969	291	CHM13_G0023379
chr17	18340296	291	CHM13_G0023380
chr17	18362559	291	CHM13_G0023382
chr17	18373691	291	CHM13_G0023384
chr17	18378881	291	CHM13_G0023385
chr17	18399788	291	CHM13_G0023387
chr17	18423566	291	CHM13_G0023390
chr17	18443924	291	CHM13_G0023391
chr17	18458091	291	CHM13_G0023394
chr17	18484629	291	CHM13_G0023397
chr17	18581076	291	CHM13_G0023400
chr17	18610329	291	CHM13_G0023405
chr17	18644446	291	CHM13_G0023407
chr17	18653146	291	LOFF_G0001240
chr17	18690179	291	CHM13_G0023409
chr17	18727259	291	CHM13_G0023410
chr17	18781861	291	CHM13_G0023412
chr17	18786239	291	CHM13_G0023413
chr17	18968548	291	CHM13_G0023422
chr17	19030414	291	CHM13_G0023428
chr17	19040889	291	CHM13_G0023430
chr17	19156574	291	CHM13_G0023443
chr17	19163606	291	CHM13_G0023444
chr17	19958057	291	CHM13_G0023490
chr17	20356960	291	CHM13_G0023501
chr17	20364443	291	CHM13_G0023502
chr17	20384987	291	CHM13_G0023505
chr17	20398045	291	CHM13_G0023506
chr17	20450178	291	CHM13_G0023510
chr17	20461226	291	CHM13_G0023512
chr17	20467981	291	CHM13_G0023513
chr17	20492254	291	CHM13_G0023517
chr17	20528373	291	CHM13_G0023523
chr17	20532407	291	CHM13_G0023524
chr17	20596116	291	CHM13_G0023531
chr17	21233571	291	CHM13_G0023560
chr17	21722567	291	CHM13_G0023578
chr17	31562335	291	CHM13_G0023807
chr17	31574335	291	CHM13_G0023809
chr17	32953748	291	CHM13_G0023871
chr17	33034041	291	CHM13_G0023876
chr17	37109491	291	CHM13_G0024040
chr17	37113572	291	CHM13_G0024041
chr17	37142757	291	CHM13_G0024044
chr17	37158805	291	CHM13_G0024045
chr17	37182365	291	CHM13_G0024047
chr17	37189621	291	LOFF_G0001300
chr17	37197488	291	LOFF_G0001301
chr17	37201377	291	CHM13_G0024049
chr17	37222113	291	CHM13_G0024052
chr17	37271822	291	LOFF_G0001303
chr17	37306281	291	LOFF_G0001306
chr17	37313552	291	LOFF_G0001307
chr17	37321420	291	LOFF_G0001308
chr17	37325492	291	CHM13_G0024055
chr17	37368266	291	LOFF_G0001310
chr17	37384286	291	LOFF_G0001311
chr17	37407864	291	LOFF_G0001313
chr17	37415117	291	CHM13_G0024056
chr17	37422983	291	LOFF_G0001314
chr17	37427056	291	LOFF_G0001315
chr17	38911394	291	CHM13_G0024097
chr17	38925119	291	LOFF_G0001316
chr17	38934185	291	LOFF_G0001317
chr17	38941454	291	LOFF_G0001318
chr17	38965111	291	CHM13_G0024100
chr17	38991014	291	CHM13_G0024101
chr17	39025504	291	LOFF_G0001321
chr17	39032790	291	LOFF_G0001322
chr17	39040650	291	LOFF_G0001323
chr17	39044722	291	CHM13_G0024103
chr17	39058773	291	CHM13_G0024104
chr17	39160001	291	CHM13_G0024106
chr17	39568357	291	CHM13_G0024117
chr17	44075710	291	CHM13_G0024409
chr17	44886844	291	CHM13_G0024446
chr17	45032971	291	LOFF_G0001333
chr17	46360455	291	CHM13_G0024528
chr17	46415389	291	CHM13_G0024534
chr17	46482027	291	CHM13_G0024541
chr17	46891534	291	CHM13_G0024552
chr17	47136793	291	CHM13_G0024559
chr17	47154743	291	CHM13_G0024560
chr17	47234837	291	CHM13_G0024563
chr17	47365592	291	CHM13_G0024564
chr17	47373159	291	CHM13_G0024565
chr17	47452258	291	CHM13_G0024568
chr17	48313223	291	CHM13_G0024594
chr17	48385625	291	CHM13_G0024595
chr17	60434316	291	CHM13_G0024941
chr17	60844741	291	CHM13_G0024957
chr17	60877166	291	CHM13_G0024958
chr17	60889800	291	CHM13_G0024960
chr17	60894589	291	CHM13_G0024961
chr17	60982747	291	CHM13_G0024968
chr17	60993064	291	CHM13_G0024970
chr17	61046124	291	CHM13_G0024974
chr17	63122940	291	LOFF_G0001343
chr17	63130561	291	CHM13_G0025020
chr17	63134635	291	CHM13_G0025021
chr17	63152642	291	CHM13_G0025022
chr17	63328587	291	CHM13_G0025029
chr17	65717143	291	CHM13_G0025126
chr17	65724069	291	CHM13_G0025127
chr17	77569375	291	CHM13_G0025438
chr17	83626498	291	CHM13_G0025709
chr17	83961770	291	CHM13_G0025713
chr18	36835	0	LOFF_G0001357
chr18	39191	0	LOFF_G0001358
chr18	90851	0	LOFF_G0001361
chr18	93207	0	LOFF_G0001362
chr18	144897	0	LOFF_G0001365
chr18	147253	0	LOFF_G0001366
chr18	198818	0	CHM13_G0025726
chr18	201174	0	CHM13_G0025727
chr18	262854	0	CHM13_G0025731
chr18	11781829	0	CHM13_G0025964
chr18	14670241	0	CHM13_G0026075
chr18	14732605	0	CHM13_G0026077
chr18	14774891	0	CHM13_G0026078
chr18	14842721	0	CHM13_G0026080
chr18	14857383	0	CHM13_G0026081
chr18	14890227	0	CHM13_G0026082
chr18	15048959	0	CHM13_G0026087
chr18	21131975	0	CHM13_G0026105
chr18	47153472	0	CHM13_G0026449
chr18	47159388	0	LOFF_G0001379
chr18	47165303	0	LOFF_G0001380
chr18	47171182	0	LOFF_G0001381
chr18	47177098	0	LOFF_G0001382
chr18	47188892	0	LOFF_G0001384
chr18	47200722	0	CHM13_G0026450
chr18	47206637	0	LOFF_G0001386
chr18	47212554	0	CHM13_G0026451
chr18	47218469	0	CHM13_G0026452
chr18	47222842	0	CHM13_G0026453
chr19	4459	-3	CHM13_G0026967
chr19	17328	-3	CHM13_G0026968
chr19	45066	-3	LOFF_G0001392
chr19	50179	-3	LOFF_G0001393
chr19	58108	-3	LOFF_G0001394
chr19	107441	-3	LOFF_G0001395
chr19	137630	-3	CHM13_G0026975
chr19	194200	-3	CHM13_G0026982
chr19	1848129	-3	CHM13_G0027094
chr19	7009266	-3	CHM13_G0027349
chr19	7020865	-3	CHM13_G0027350
chr19	7027860	-3	CHM13_G0027351
chr19	7039409	-3	CHM13_G0027352
chr19	13828845	-3	LOFF_G0001421
chr19	23067394	-3	CHM13_G0028213
chr19	50174778	-3	CHM13_G0029104
chr19	57296665	-3	CHM13_G0029619
chr19	57316986	-3	CHM13_G0029622
chr2	61894881	-5	CHM13_G0030945
chr2	73797282	-5	CHM13_G0031189
chr2	86507681	-5	CHM13_G0031415
chr2	86722275	-5	CHM13_G0031419
chr2	86817249	-5	CHM13_G0031421
chr2	86863742	-5	CHM13_G0031422
chr2	86909902	-5	CHM13_G0031424
chr2	87007774	-5	CHM13_G0031428
chr2	87037034	-5	CHM13_G0031430
chr2	87060884	-5	CHM13_G0031431
chr2	87123763	-5	CHM13_G0031433
chr2	87130428	-5	CHM13_G0031434
chr2	87712969	-5	CHM13_G0031449
chr2	87760070	-5	CHM13_G0031450
chr2	87767940	-5	CHM13_G0031451
chr2	87992305	-5	CHM13_G0031454
chr2	89212517	-5	CHM13_G0031512
chr2	89495932	-5	LOFF_G0001440
chr2	89516212	-5	LOFF_G0001441
chr2	89538523	-5	CHM13_G0031527
chr2	89593492	-5	LOFF_G0001445
chr2	89632078	-5	LOFF_G0001446
chr2	90095375	-5	CHM13_G0031530
chr2	90105023	-5	CHM13_G0031531
chr2	90184420	-5	LOFF_G0001465
chr2	90224772	-5	CHM13_G0031533
chr2	90228192	-5	CHM13_G0031534
chr2	90534399	-5	LOFF_G0001470
chr2	91679933	-5	LOFF_G0001481
chr2	91779258	-5	CHM13_G0031575
chr2	91806875	-5	CHM13_G0031576
chr2	91875828	-5	CHM13_G0031579
chr2	91926463	-5	CHM13_G0031581
chr2	91965685	-5	CHM13_G0031584
chr2	92007454	-5	CHM13_G0031585
chr2	94701724	-5	LOFF_G0001500
chr2	94953130	-5	CHM13_G0031596
chr2	94982144	-5	CHM13_G0031597
chr2	95947112	-5	LOFF_G0001521
chr2	95956792	-5	CHM13_G0031638
chr2	95966626	-5	CHM13_G0031639
chr2	95975345	-5	CHM13_G0031640
chr2	95983449	-5	CHM13_G0031641
chr2	95992961	-5	CHM13_G0031643
chr2	96081515	-5	CHM13_G0031653
chr2	96094763	-5	CHM13_G0031654
chr2	96098615	-5	CHM13_G0031656
chr2	96113691	-5	CHM13_G0031658
chr2	96131831	-5	CHM13_G0031660
chr2	96140468	-5	CHM13_G0031661
chr2	97619751	-5	CHM13_G0031713
chr2	97950886	-5	CHM13_G0031726
chr2	100004080	-5	CHM13_G0031767
chr2	106830499	-5	CHM13_G0031886
chr2	106842932	-5	CHM13_G0031887
chr2	106852052	-5	CHM13_G0031888
chr2	106932224	-5	CHM13_G0031889
chr2	106948807	-5	CHM13_G0031890
chr2	108288411	-5	CHM13_G0031907
chr2	108365507	-5	CHM13_G0031909
chr2	108994974	-5	CHM13_G0031927
chr2	110332933	-5	LOFF_G0001526
chr2	110360071	-5	LOFF_G0001527
chr2	110444806	-5	CHM13_G0031954
chr2	110508002	-5	CHM13_G0031956
chr2	110521694	-5	CHM13_G0031958
chr2	110548320	-5	CHM13_G0031959
chr2	110677715	-5	CHM13_G0031962
chr2	110743837	-5	CHM13_G0031965
chr2	110819876	-5	CHM13_G0031975
chr2	110869110	-5	CHM13_G0031979
chr2	110922569	-5	CHM13_G0031982
chr2	110936276	-5	CHM13_G0031983
chr2	112037441	-5	CHM13_G0032007
chr2	112795144	-5	CHM13_G0032028
chr2	113862218	-5	CHM13_G0032064
chr2	113923194	-5	CHM13_G0032065
chr2	113966524	-5	CHM13_G0032068
chr2	114013235	-5	CHM13_G0032072
chr2	114023721	-5	CHM13_G0032073
chr2	114051956	-5	CHM13_G0032076
chr2	128296886	-5	CHM13_G0032242
chr2	128672663	-5	CHM13_G0032255
chr2	130435814	-5	CHM13_G0032274
chr2	130441676	-5	CHM13_G0032275
chr2	130478036	-5	CHM13_G0032278
chr2	130501409	-5	CHM13_G0032279
chr2	130563520	-5	CHM13_G0032282
chr2	130850655	-5	CHM13_G0032310
chr2	130863730	-5	CHM13_G0032312
chr2	130893362	-5	CHM13_G0032313
chr2	130955058	-5	CHM13_G0032317
chr2	130972994	-5	CHM13_G0032319
chr2	131004742	-5	CHM13_G0032320
chr2	131026072	-5	CHM13_G0032322
chr2	131045389	-5	CHM13_G0032324
chr2	131114191	-5	CHM13_G0032326
chr2	131124288	-5	CHM13_G0032328
chr2	131635111	-5	CHM13_G0032345
chr2	131652045	-5	CHM13_G0032346
chr2	131713790	-5	CHM13_G0032349
chr2	131762858	-5	CHM13_G0032352
chr2	151937124	-5	CHM13_G0032615
chr2	179008782	-5	CHM13_G0033019
chr2	203393666	-5	CHM13_G0033378
chr2	232191464	-5	CHM13_G0033893
chr2	242598250	-5	CHM13_G0034150
chr20	56518	-7	LOFF_G0001567
chr20	68182	-7	LOFF_G0001568
chr20	66076470	-7	CHM13_G0035606
chr20	66187576	-7	LOFF_G0001616
chr21	269393	-1	LOFF_G0001624
chr21	2253440	-1	LOFF_G0001631
chr21	2273384	-1	LOFF_G0001632
chr21	2606958	-1	LOFF_G0001639
chr21	2869200	-1	LOFF_G0001642
chr21	2869835	-1	CHM13_G0035613
chr21	2906431	-1	LOFF_G0001644
chr21	2906433	-1	LOFF_G0001645
chr21	5677364	737013	CHM13_G0035628
chr21	5692611	737013	CHM13_G0035629
chr21	6991262	737013	LOFF_G0001683
chr21	7537475	737013	LOFF_G0001689
chr21	7557391	737013	LOFF_G0001690
chr21	7865841	737013	LOFF_G0001698
chr21	8624157	737013	LOFF_G0001708
chr21	8767985	737013	LOFF_G0001711
chr21	9158925	737013	LOFF_G0001716
chr21	9749794	737013	LOFF_G0001726
chr21	9886564	737013	LOFF_G0001736
chr21	10486437	737013	CHM13_G0035642
chr21	10513355	737013	LOFF_G0001737
chr21	10520595	737013	CHM13_G0035643
chr21	10610347	737013	CHM13_G0035646
chr21	11382454	737013	CHM13_G0035650
chr21	11439656	737013	CHM13_G0035652
chr21	11693616	737013	CHM13_G0035655
chr21	11728588	737013	CHM13_G0035656
chr21	11787713	737013	CHM13_G0035658
chr21	11888518	737013	CHM13_G0035662
chr21	11925357	737013	CHM13_G0035663
chr21	11954165	737013	CHM13_G0035664
chr22	3755024	-39	LOFF_G0001763
chr22	4345962	-39	LOFF_G0001769
chr22	4554630	-39	LOFF_G0001771
chr22	4555260	-39	LOFF_G0001772
chr22	4591801	-39	LOFF_G0001774
chr22	4591803	-39	LOFF_G0001775
chr22	5801018	28768	CHM13_G0036416
chr22	6596744	28768	LOFF_G0001814
chr22	10570168	28768	LOFF_G0001839
chr22	10590085	28768	LOFF_G0001840
chr22	11084105	28768	LOFF_G0001848
chr22	11498333	28768	LOFF_G0001864
chr22	12228151	28768	LOFF_G0001867
chr22	12406089	28768	LOFF_G0001871
chr22	12409499	28768	LOFF_G0001872
chr22	12703440	28768	CHM13_G0036432
chr22	16102173	28768	CHM13_G0036436
chr22	16115446	28768	CHM13_G0036437
chr22	16162379	28768	CHM13_G0036451
chr22	16189378	28768	CHM13_G0036458
chr22	16196566	28768	CHM13_G0036460
chr22	16209156	28768	CHM13_G0036462
chr22	16263952	28768	CHM13_G0036464
chr22	16368806	28768	CHM13_G0036469
chr22	16379168	28768	CHM13_G0036470
chr22	16427024	28768	CHM13_G0036473
chr22	16475835	28768	LOFF_G0001892
chr22	17248570	28768	CHM13_G0036486
chr22	18822079	28768	CHM13_G0036563
chr22	18892793	28768	LOFF_G0001910
chr22	18941057	28768	CHM13_G0036569
chr22	19006519	28768	LOFF_G0001915
chr22	19025864	28768	CHM13_G0036572
chr22	19147089	28768	CHM13_G0036579
chr22	19229870	28768	LOFF_G0001924
chr22	21109822	28768	CHM13_G0036687
chr22	21116396	28768	CHM13_G0036688
chr22	21454746	28768	CHM13_G0036708
chr22	21511793	28768	CHM13_G0036711
chr22	21613311	28768	CHM13_G0036719
chr22	21617762	28768	CHM13_G0036720
chr22	21697857	28768	LOFF_G0001934
chr22	21796919	28768	CHM13_G0036731
chr22	21877093	28768	CHM13_G0036736
chr22	21896879	28768	CHM13_G0036740
chr22	21962923	28768	CHM13_G0036743
chr22	22370555	28768	CHM13_G0036768
chr22	23052761	28768	CHM13_G0036843
chr22	23061873	28768	CHM13_G0036845
chr22	23067171	28768	CHM13_G0036847
chr22	24713438	28768	CHM13_G0036969
chr22	24721539	28768	CHM13_G0036970
chr22	24732426	28768	CHM13_G0036972
chr22	25106241	28768	CHM13_G0036986
chr22	31623638	28768	CHM13_G0037206
chr22	51251774	28768	CHM13_G0037808
chr22	51270445	28768	CHM13_G0037811
chr22	51280997	28768	CHM13_G0037812
chr3	11483552	491	CHM13_G0037969
chr3	28576680	491	CHM13_G0038201
chr3	44753334	491	CHM13_G0038484
chr3	48237872	491	LOFF_G0001956
chr3	95668992	491	CHM13_G0039198
chr3	95684249	491	LOFF_G0001968
chr3	108831385	491	LOFF_G0001974
chr3	131832459	491	CHM13_G0039785
chr3	181951941	491	CHM13_G0040556
chr3	198322026	491	CHM13_G0040896
chr3	198342016	491	CHM13_G0040897
chr3	198367741	491	CHM13_G0040899
chr3	198403552	491	CHM13_G0040900
chr3	198625730	491	CHM13_G0040910
chr3	200310852	491	CHM13_G0040976
chr3	200385782	491	LOFF_G0001992
chr3	200849376	491	CHM13_G0041000
chr3	200851134	491	CHM13_G0041001
chr3	200883048	491	CHM13_G0041002
chr3	200957574	491	LOFF_G0001999
chr3	200959894	491	CHM13_G0041006
chr3	200993994	491	CHM13_G0041007
chr3	201037879	491	CHM13_G0041011
chr3	201045623	491	CHM13_G0041013
chr3	201056402	491	CHM13_G0041015
chr3	201079784	491	CHM13_G0041020
chr3	201098298	491	CHM13_G0041021
chr4	52717	94	CHM13_G0041023
chr4	9127304	94	LOFF_G0002011
chr4	9132053	94	LOFF_G0002012
chr4	9136803	94	LOFF_G0002013
chr4	9141552	94	LOFF_G0002014
chr4	9146302	94	LOFF_G0002015
chr4	9151053	94	LOFF_G0002016
chr4	9155803	94	LOFF_G0002017
chr4	9160553	94	LOFF_G0002018
chr4	9165301	94	LOFF_G0002019
chr4	9170050	94	LOFF_G0002020
chr4	9174797	94	LOFF_G0002021
chr4	9179548	94	LOFF_G0002022
chr4	9184298	94	LOFF_G0002023
chr4	9189048	94	LOFF_G0002024
chr4	9193799	94	LOFF_G0002025
chr4	9198550	94	LOFF_G0002026
chr4	9203296	94	LOFF_G0002027
chr4	9208041	94	LOFF_G0002028
chr4	9212792	94	LOFF_G0002029
chr4	9217543	94	LOFF_G0002030
chr4	9222294	94	LOFF_G0002031
chr4	9227045	94	LOFF_G0002032
chr4	9231796	94	LOFF_G0002033
chr4	9236542	94	LOFF_G0002034
chr4	9241287	94	LOFF_G0002035
chr4	9246033	94	LOFF_G0002036
chr4	9250779	94	LOFF_G0002037
chr4	9255523	94	LOFF_G0002038
chr4	9260267	94	LOFF_G0002039
chr4	9265009	94	LOFF_G0002040
chr4	9269754	94	LOFF_G0002041
chr4	9274498	94	LOFF_G0002042
chr4	9279243	94	LOFF_G0002043
chr4	9283989	94	LOFF_G0002044
chr4	9288733	94	LOFF_G0002045
chr4	9293477	94	LOFF_G0002046
chr4	9298223	94	LOFF_G0002047
chr4	9302969	94	LOFF_G0002048
chr4	9307715	94	LOFF_G0002049
chr4	9312461	94	LOFF_G0002050
chr4	9317206	94	LOFF_G0002051
chr4	9321952	94	LOFF_G0002052
chr4	9326698	94	LOFF_G0002053
chr4	9331444	94	LOFF_G0002054
chr4	9340936	94	LOFF_G0002055
chr4	9345682	94	CHM13_G0041258
chr4	9350428	94	CHM13_G0041259
chr4	9355174	94	CHM13_G0041260
chr4	9359920	94	CHM13_G0041261
chr4	9364666	94	CHM13_G0041262
chr4	9369412	94	CHM13_G0041263
chr4	9374158	94	CHM13_G0041264
chr4	9378904	94	CHM13_G0041265
chr4	9383650	94	CHM13_G0041266
chr4	49355516	94	LOFF_G0002071
chr4	49371985	94	LOFF_G0002072
chr4	102186637	94	CHM13_G0042415
chr4	121772605	94	CHM13_G0042691
chr4	121896772	94	CHM13_G0042692
chr4	121943653	94	LOFF_G0002088
chr4	122710628	94	CHM13_G0042709
chr4	186982825	94	CHM13_G0043501
chr4	193392560	94	CHM13_G0043633
chr4	193426034	94	CHM13_G0043636
chr4	193436652	94	LOFF_G0002099
chr4	193439355	94	LOFF_G0002101
chr4	193442652	94	LOFF_G0002103
chr4	193445948	94	LOFF_G0002105
chr4	193449244	94	LOFF_G0002107
chr4	193452540	94	CHM13_G0043637
chr4	193455845	94	CHM13_G0043638
chr4	193459139	94	LOFF_G0002111
chr4	193462437	94	LOFF_G0002113
chr4	193465733	94	LOFF_G0002115
chr4	193469036	94	LOFF_G0002117
chr4	193472332	94	LOFF_G0002119
chr4	193478924	94	LOFF_G0002122
chr4	193482217	94	LOFF_G0002124
chr4	193485516	94	LOFF_G0002126
chr4	193488814	94	LOFF_G0002128
chr4	193492114	94	LOFF_G0002130
chr4	193495414	94	LOFF_G0002132
chr4	193498711	94	LOFF_G0002134
chr4	193502009	94	LOFF_G0002136
chr4	193505305	94	LOFF_G0002138
chr4	193508602	94	LOFF_G0002140
chr4	193511899	94	LOFF_G0002142
chr4	193515197	94	LOFF_G0002144
chr4	193518495	94	LOFF_G0002146
chr4	193521791	94	LOFF_G0002148
chr4	193525088	94	LOFF_G0002150
chr4	193528384	94	LOFF_G0002152
chr4	193531681	94	LOFF_G0002154
chr4	193534977	94	LOFF_G0002156
chr4	193538283	94	LOFF_G0002158
chr4	193541578	94	LOFF_G0002160
chr5	17457807	-5	LOFF_G0002164
chr5	17461241	-5	CHM13_G0043957
chr5	17464675	-5	CHM13_G0043958
chr5	17468109	-5	CHM13_G0043959
chr5	17471543	-5	LOFF_G0002165
chr5	17474977	-5	LOFF_G0002166
chr5	17478411	-5	LOFF_G0002167
chr5	17481845	-5	LOFF_G0002168
chr5	17485279	-5	LOFF_G0002169
chr5	17488713	-5	LOFF_G0002170
chr5	17492147	-5	LOFF_G0002171
chr5	17495581	-5	LOFF_G0002172
chr5	17499015	-5	LOFF_G0002173
chr5	17502449	-5	LOFF_G0002174
chr5	17505883	-5	LOFF_G0002175
chr5	17509317	-5	LOFF_G0002176
chr5	17512751	-5	LOFF_G0002177
chr5	17516185	-5	LOFF_G0002178
chr5	17519619	-5	LOFF_G0002179
chr5	17523053	-5	LOFF_G0002180
chr5	17529921	-5	LOFF_G0002182
chr5	17533355	-5	LOFF_G0002183
chr5	17536789	-5	LOFF_G0002184
chr5	17543657	-5	LOFF_G0002186
chr5	17547091	-5	LOFF_G0002187
chr5	17550525	-5	LOFF_G0002188
chr5	17553959	-5	LOFF_G0002189
chr5	17557393	-5	LOFF_G0002190
chr5	17560827	-5	LOFF_G0002191
chr5	17564261	-5	LOFF_G0002192
chr5	17567695	-5	LOFF_G0002193
chr5	17570707	-5	LOFF_G0002194
chr5	17574141	-5	LOFF_G0002195
chr5	17577575	-5	LOFF_G0002196
chr5	17581009	-5	LOFF_G0002197
chr5	17584443	-5	LOFF_G0002198
chr5	17587877	-5	LOFF_G0002199
chr5	17591310	-5	LOFF_G0002200
chr5	17594744	-5	LOFF_G0002201
chr5	17598178	-5	CHM13_G0043960
chr5	21350029	-5	CHM13_G0044000
chr5	21857990	-5	CHM13_G0044005
chr5	22250027	-5	CHM13_G0044008
chr5	34109092	-5	CHM13_G0044152
chr5	34304773	-5	CHM13_G0044158
chr5	43778979	-5	CHM13_G0044324
chr5	70317931	-5	CHM13_G0044640
chr5	70385985	-5	CHM13_G0044643
chr5	70432874	-5	CHM13_G0044646
chr5	70457746	-5	CHM13_G0044647
chr5	70465244	-5	CHM13_G0044648
chr5	70479045	-5	CHM13_G0044649
chr5	70679156	-5	CHM13_G0044650
chr5	70703998	-5	CHM13_G0044651
chr5	70774919	-5	CHM13_G0044652
chr5	70808816	-5	CHM13_G0044653
chr5	70844219	-5	CHM13_G0044655
chr5	70901861	-5	CHM13_G0044657
chr5	70966773	-5	LOFF_G0002223
chr5	71208721	-5	CHM13_G0044659
chr5	71317015	-5	LOFF_G0002228
chr5	71357436	-5	CHM13_G0044660
chr5	71381817	-5	CHM13_G0044661
chr5	71424930	-5	CHM13_G0044663
chr5	71489385	-5	CHM13_G0044664
chr5	71530923	-5	CHM13_G0044665
chr5	71559604	-5	CHM13_G0044666
chr5	71589694	-5	CHM13_G0044667
chr5	71654361	-5	CHM13_G0044668
chr5	71672053	-5	LOFF_G0002229
chr5	71680351	-5	CHM13_G0044669
chr5	71693350	-5	LOFF_G0002230
chr5	71701648	-5	CHM13_G0044671
chr5	71714626	-5	LOFF_G0002231
chr5	71857125	-5	CHM13_G0044675
chr5	76652398	-5	CHM13_G0044776
chr5	81111115	-5	CHM13_G0044871
chr5	89198249	-5	CHM13_G0044984
chr5	99990376	-5	CHM13_G0045124
chr5	100021401	-5	LOFF_G0002234
chr5	100029622	-5	CHM13_G0045126
chr5	100569491	-5	CHM13_G0045143
