family_id	chrom	start	end	span	n_exon	n_reads	on_member	fp_flags	verdict
GWFAM105	chr15	25952728	25955183	2455	1	3	Y	low_read	DROP_FP
GWFAM105	chr15	26432931	26436325	3394	1	5	Y	-	KEEP
GWFAM106	chr15	18374630	18376575	1945	1	3	Y	low_read	DROP_FP
GWFAM106	chr15	20208115	20212063	3948	1	11	Y	-	KEEP
GWFAM107	chr15	18400957	18407035	6078	1	81	Y	-	KEEP
GWFAM107	chr15	25997262	26064943	67681	20	97	Y	giant_span	DROP_FP
GWFAM107	chr15	26379138	26386530	7392	1	177	Y	-	KEEP
GWFAM108	chr15	18435616	18437256	1640	1	3	N	low_read,off_benchmark_family,single_exon_off	DROP_FP
GWFAM108	chr15	26082333	26084431	2098	1	6	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM109	chr15	18446186	18447249	1063	1	3	Y	low_read	DROP_FP
GWFAM109	chr15	20137415	20140138	2723	2	15	Y	-	KEEP
GWFAM109	chr15	20812030	20814200	2170	2	15	N	-	KEEP
GWFAM109	chr15	21012906	21015088	2182	2	14	Y	-	KEEP
GWFAM109	chr15	26091803	26094614	2811	2	46	Y	-	KEEP
GWFAM110	chr15	18448886	18453631	4745	5	40	Y	-	KEEP
GWFAM110	chr15	20131035	20132991	1956	2	6	Y	-	KEEP
GWFAM110	chr15	20134023	20135764	1741	1	4	Y	-	KEEP
GWFAM110	chr15	21007277	21011300	4023	1	13	Y	-	KEEP
GWFAM110	chr15	21065796	21070472	4676	5	10	Y	-	KEEP
GWFAM110	chr15	26330279	26334957	4678	5	18	Y	-	KEEP
GWFAM111	chr15	18484393	18487719	3326	1	478	Y	-	KEEP
GWFAM111	chr15	20096768	20102630	5862	6	51	Y	-	KEEP
GWFAM111	chr15	20841196	20854572	13376	18	59	Y	-	KEEP
GWFAM111	chr15	20972619	20985986	13367	18	32	N	-	KEEP
GWFAM111	chr15	21091023	21102686	11663	18	4	Y	-	KEEP
GWFAM112	chr15	18523153	18526218	3065	1	5	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM112	chr15	20057040	20061165	4125	1	5	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM113	chr15	20149992	20153937	3945	1	11	Y	-	KEEP
GWFAM113	chr15	26078359	26082003	3644	1	5	Y	-	KEEP
GWFAM113	chr15	26350453	26355958	5505	4	3	Y	low_read	DROP_FP
GWFAM114	chr15	20152721	20166729	14008	3	3	Y	low_read	DROP_FP
GWFAM114	chr15	21025274	21036128	10854	9	12	N	-	KEEP
GWFAM114	chr15	21046131	21051822	5691	4	8	Y	-	KEEP
GWFAM115	chr15	20228130	20231687	3557	1	8	Y	-	KEEP
GWFAM115	chr15	26427435	26431896	4461	1	24	Y	-	KEEP
GWFAM116	chr15	20248076	20262932	14856	5	34	Y	-	KEEP
GWFAM116	chr15	26458621	26464520	5899	1	231	Y	-	KEEP
GWFAM117	chr15	20274251	20278885	4634	1	17	Y	-	KEEP
GWFAM117	chr15	20279485	20289994	10509	17	18	Y	-	KEEP
GWFAM117	chr15	21103444	21104809	1365	1	23	Y	-	KEEP
GWFAM117	chr15	26466353	26478462	12109	1	58	N	single_exon_off	REVIEW
GWFAM117	chr15	26478468	26489133	10665	19	8	Y	-	KEEP
GWFAM117	chr15	27874674	27885407	10733	19	12	Y	-	KEEP
GWFAM117	chr15	27887268	27889387	2119	1	19	N	single_exon_off	REVIEW
GWFAM117	chr15	27926395	27929106	2711	1	57	Y	-	KEEP
GWFAM117	chr15	27937808	27940480	2672	2	4	N	-	KEEP
GWFAM117	chr15	28196853	28207534	10681	19	10	Y	-	KEEP
GWFAM117	chr15	28355719	28359908	4189	1	19	Y	-	KEEP
GWFAM117	chr15	28400987	28404945	3958	4	17	Y	-	KEEP
GWFAM117	chr15	28407648	28410931	3283	2	5	Y	-	KEEP
GWFAM117	chr15	30186046	30187344	1298	1	25	N	single_exon_off	REVIEW
GWFAM117	chr15	30241447	30252178	10731	19	31	Y	-	KEEP
GWFAM117	chr15	30395583	30411845	16262	5	3	Y	low_read	DROP_FP
GWFAM118	chr15	20330334	20339278	8944	1	49	Y	-	KEEP
GWFAM118	chr15	26511024	26514190	3166	1	8	Y	-	KEEP
GWFAM119	chr15	20336980	20353614	16634	9	20	Y	-	KEEP
GWFAM119	chr15	26514882	26517287	2405	1	15	Y	-	KEEP
GWFAM119	chr15	28277097	28278942	1845	1	5	Y	-	KEEP
GWFAM120	chr15	20398459	20401698	3239	1	13	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM120	chr15	26577764	26581171	3407	1	30	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM121	chr15	20863975	20867900	3925	1	45	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM121	chr15	26145871	26149450	3579	1	19	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM121	chr15	26281591	26285338	3747	1	74	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM122	chr15	26121347	26134747	13400	18	71	Y	-	KEEP
GWFAM122	chr15	26296281	26309739	13458	18	102	Y	-	KEEP
GWFAM123	chr15	27974794	27976387	1593	1	3	N	low_read,off_benchmark_family,single_exon_off	DROP_FP
GWFAM123	chr15	30150490	30153351	2861	3	16	N	off_benchmark_family	DROP_FP
GWFAM124	chr15	28264330	28273996	9666	4	14	Y	-	KEEP
GWFAM124	chr15	30313876	30333132	19256	9	6	N	-	KEEP
GWFAM125	chr15	28281444	28286144	4700	1	23	Y	-	KEEP
GWFAM125	chr15	30309300	30316741	7441	1	88	N	single_exon_off	REVIEW
GWFAM126	chr15	28386638	28388092	1454	1	3	Y	low_read	DROP_FP
GWFAM126	chr15	30208945	30210932	1987	1	4	Y	-	KEEP
GWFAM127	chr15	80204134	80213595	9461	9	41	Y	-	KEEP
GWFAM127	chr15	80293456	80303275	9819	6	137	Y	-	KEEP
GWFAM127	chr15	80383733	80390783	7050	9	12	N	-	KEEP
GWFAM127	chr15	82998435	83003131	4696	1	251	N	single_exon_off	REVIEW
GWFAM128	chr15	80218475	80223145	4670	1	78	Y	-	KEEP
GWFAM128	chr15	80374398	80378099	3701	1	70	N	single_exon_off	REVIEW
GWFAM128	chr15	82092441	82097136	4695	1	45	N	single_exon_off	REVIEW
GWFAM128	chr15	82194848	82199544	4696	1	40	N	single_exon_off	REVIEW
GWFAM128	chr15	82983270	82986543	3273	1	14	Y	-	KEEP
GWFAM129	chr15	80224886	80227687	2801	1	6	Y	-	KEEP
GWFAM129	chr15	80369606	80371704	2098	1	4	N	single_exon_off	REVIEW
GWFAM130	chr15	80241786	80250781	8995	1	217	Y	-	KEEP
GWFAM130	chr15	80335606	80340538	4932	2	20	Y	-	KEEP
GWFAM130	chr15	80346254	80350925	4671	1	38	N	single_exon_off	REVIEW
GWFAM130	chr15	80351681	80364774	13093	1	107	N	single_exon_off	REVIEW
GWFAM130	chr15	82065285	82096144	30859	7	9	N	-	KEEP
GWFAM130	chr15	82139455	82151963	12508	1	105	Y	-	KEEP
GWFAM130	chr15	82201185	82204846	3661	1	18	N	single_exon_off	REVIEW
GWFAM130	chr15	82208400	82210622	2222	1	6	N	single_exon_off	REVIEW
GWFAM130	chr15	82212248	82217553	5305	1	72	N	single_exon_off	REVIEW
GWFAM130	chr15	82221855	82230622	8767	1	61	N	single_exon_off	REVIEW
GWFAM130	chr15	82955640	82958620	2980	1	12	Y	-	KEEP
GWFAM130	chr15	82960464	82964992	4528	1	26	Y	-	KEEP
GWFAM130	chr15	82965612	82970072	4460	1	42	Y	-	KEEP
GWFAM130	chr15	82970646	82981591	10945	1	18	Y	-	KEEP
GWFAM131	chr15	80313155	80319359	6204	1	39	Y	-	KEEP
GWFAM131	chr15	82041268	82048582	7314	1	24	Y	-	KEEP
GWFAM131	chr15	82122209	82132733	10524	1	25	Y	-	KEEP
GWFAM131	chr15	82133136	82136312	3176	1	5	Y	-	KEEP
GWFAM131	chr15	82243784	82253411	9627	3	6	Y	-	KEEP
GWFAM132	chr15	82049919	82053724	3805	1	23	Y	-	KEEP
GWFAM132	chr15	82238251	82240058	1807	1	3	Y	low_read	DROP_FP
GWFAM133	chr15	82054131	82057527	3396	1	18	Y	-	KEEP
GWFAM133	chr15	82231479	82237844	6365	1	17	Y	-	KEEP
GWFAM134	chr15	82101756	82111482	9726	9	45	Y	-	KEEP
GWFAM134	chr15	82180368	82185806	5438	4	56	N	-	KEEP
GWFAM134	chr15	82259345	82265184	5839	4	94	Y	-	KEEP
GWFAM135	chr15	99745754	99749270	3516	1	5	Y	-	KEEP
GWFAM135	chr2	114023714	114028508	4794	4	4	Y	-	KEEP
GWFAM136	chr16	11980804	11982160	1356	1	5	Y	-	KEEP
GWFAM136	chr16	28638155	28641709	3554	1	6	Y	-	KEEP
GWFAM136	chr16	28753329	28756462	3133	1	12	Y	-	KEEP
GWFAM136	chr16	29638318	29639772	1454	1	3	N	low_read,single_exon_off	DROP_FP
GWFAM137	chr16	14743487	14747008	3521	1	7	Y	-	KEEP
GWFAM137	chr16	14745960	14748931	2971	2	3	Y	low_read	DROP_FP
GWFAM137	chr16	15382876	15385456	2580	2	3	Y	low_read	DROP_FP
GWFAM137	chr16	28641992	28644029	2037	1	6	Y	-	KEEP
GWFAM137	chr16	29684110	29688505	4395	1	18	Y	-	KEEP
GWFAM137	chr16	75804442	75808262	3820	1	11	Y	-	KEEP
GWFAM138	chr16	14749588	14763868	14280	7	79	Y	-	KEEP
GWFAM138	chr16	15115422	15127838	12416	3	4	Y	-	KEEP
GWFAM138	chr16	15368407	15382704	14297	7	38	Y	-	KEEP
GWFAM138	chr16	16340623	16341805	1182	1	6	N	single_exon_off	REVIEW
GWFAM138	chr16	16344720	16359014	14294	8	10	N	-	KEEP
GWFAM138	chr16	16391852	16406187	14335	7	50	Y	-	KEEP
GWFAM138	chr16	75793982	75795430	1448	1	4	Y	-	KEEP
GWFAM139	chr16	15061019	15095394	34375	18	391	N	off_benchmark_family	DROP_FP
GWFAM139	chr16	29356119	29398924	42805	17	18	N	off_benchmark_family	DROP_FP
GWFAM140	chr16	28623009	28637430	14421	8	184	Y	-	KEEP
GWFAM140	chr16	28736995	28771999	35004	8	13	Y	-	KEEP
GWFAM140	chr16	28922928	28925080	2152	1	3	Y	low_read	DROP_FP
GWFAM140	chr16	28926181	28928624	2443	1	27	Y	-	KEEP
GWFAM140	chr16	28935124	28939424	4300	3	9	Y	-	KEEP
GWFAM140	chr16	29038773	29053449	14676	8	46	Y	-	KEEP
GWFAM140	chr16	29320690	29323145	2455	1	34	Y	-	KEEP
GWFAM140	chr16	29328121	29333923	5802	1	18	Y	-	KEEP
GWFAM140	chr16	29676236	29678506	2270	1	18	Y	-	KEEP
GWFAM140	chr16	29791245	29792884	1639	1	4	N	single_exon_off	REVIEW
GWFAM140	chr16	80195301	80209898	14597	7	70	Y	-	KEEP
GWFAM141	chr16	28659994	28684247	24253	21	1327	N	off_benchmark_family	DROP_FP
GWFAM141	chr16	28992070	29016353	24283	21	1318	N	off_benchmark_family	DROP_FP
GWFAM142	chr16	28765614	28770302	4688	1	10	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM142	chr16	29696183	29700473	4290	1	11	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM142	chr16	29798212	29803539	5327	1	11	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM142	chr16	75811837	75818354	6517	1	9	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM143	chr16	28772060	28790434	18374	11	41	N	off_benchmark_family	DROP_FP
GWFAM143	chr16	28794692	28796709	2017	1	6	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM144	chr16	32641451	32644091	2640	2	44	Y	-	KEEP
GWFAM144	chr16	33087553	33090179	2626	3	67	Y	-	KEEP
GWFAM144	chr16	33608941	33611147	2206	3	72	Y	-	KEEP
GWFAM145	chr16	32670329	32672740	2411	2	6	N	off_benchmark_family	DROP_FP
GWFAM145	chr16	33637031	33640068	3037	2	3	N	low_read,off_benchmark_family	DROP_FP
GWFAM146	chr16	32705502	32726495	20993	5	12	N	off_benchmark_family	DROP_FP
GWFAM146	chr16	33672217	33693483	21266	5	11	N	off_benchmark_family	DROP_FP
GWFAM147	chr16	32747553	32751301	3748	2	3	N	low_read,off_benchmark_family	DROP_FP
GWFAM147	chr16	34850237	34853998	3761	2	10	N	off_benchmark_family	DROP_FP
GWFAM148	chr16	32751788	32755480	3692	1	22	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM148	chr16	33718216	33723581	5365	1	17	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM148	chr16	34854204	34857423	3219	1	17	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM149	chr16	32822052	32823737	1685	1	6	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM149	chr2	89493804	89495680	1876	1	4	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM150	chr16	32836092	32837919	1827	1	3	N	low_read,off_benchmark_family,single_exon_off	DROP_FP
GWFAM150	chr2	90259830	90262243	2413	1	8	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM151	chr16	32848321	32853834	5513	1	7	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM151	chr2	90274002	90278282	4280	1	12	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM152	chr16	33066047	33068501	2454	1	10	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM152	chr16	33630793	33632972	2179	1	13	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM153	chr16	33089447	33107154	17707	2	4	Y	-	KEEP
GWFAM153	chr16	33596939	33598518	1579	1	5	N	single_exon_off	REVIEW
GWFAM153	chr16	33599275	33609015	9740	1	72	Y	-	KEEP
GWFAM154	chr16	33101937	33110644	8707	4	5	N	off_benchmark_family	DROP_FP
GWFAM154	chr16	33591964	33595699	3735	1	12	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM155	chr16	33133344	33135936	2592	1	7	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM155	chr16	33563174	33565727	2553	1	7	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM156	chr16	33739579	33748387	8808	6	6	Y	-	KEEP
GWFAM156	chr16	34879151	34881554	2403	1	3	N	low_read,single_exon_off	DROP_FP
GWFAM157	chr16	75753634	75766524	12890	12	25	N	off_benchmark_family	DROP_FP
GWFAM157	chr16	75770007	75773413	3406	3	6	N	off_benchmark_family	DROP_FP
GWFAM157	chr16	80226595	80239284	12689	12	4	N	off_benchmark_family	DROP_FP
GWFAM158	chr16	75774885	75777904	3019	1	4	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM158	chr16	80221896	80225158	3262	2	21	N	off_benchmark_family	DROP_FP
GWFAM159	chr17	31561116	31563222	2106	1	3	Y	low_read	DROP_FP
GWFAM159	chr17	31575830	31580122	4292	2	184	Y	-	KEEP
GWFAM159	chr17	32966879	32999374	32495	12	698	Y	-	KEEP
GWFAM159	chr17	33037416	33040424	3008	1	12	Y	-	KEEP
GWFAM160	chr17	37118721	37122633	3912	2	2	Y	low_read	DROP_FP
GWFAM160	chr17	37330660	37333328	2668	1	6	Y	-	KEEP
GWFAM160	chr17	37427052	37438020	10968	14	69	N	-	KEEP
GWFAM161	chr17	37137259	37140175	2916	1	7	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM161	chr17	37347872	37351470	3598	1	5	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM161	chr17	37364250	37365415	1165	1	3	N	low_read,off_benchmark_family,single_exon_off	DROP_FP
GWFAM162	chr17	37145592	37147955	2363	1	4	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM162	chr17	37371441	37373466	2025	1	3	N	low_read,off_benchmark_family,single_exon_off	DROP_FP
GWFAM163	chr17	37189616	37193207	3591	1	5	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM163	chr17	37313528	37315873	2345	1	4	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM163	chr17	37417002	37423049	6047	1	6	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM163	chr17	38925820	38928593	2773	1	3	N	low_read,off_benchmark_family,single_exon_off	DROP_FP
GWFAM163	chr17	38929608	38934104	4496	1	6	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM163	chr17	39032980	39037318	4338	1	10	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM164	chr17	37215388	37217695	2307	1	5	N	single_exon_off	REVIEW
GWFAM164	chr17	38978957	38980450	1493	1	3	N	low_read,single_exon_off	DROP_FP
GWFAM164	chr17	39108887	39112574	3687	1	15	Y	-	KEEP
GWFAM165	chr17	37232929	37234787	1858	1	6	Y	-	KEEP
GWFAM165	chr17	39092950	39095986	3036	1	7	Y	-	KEEP
GWFAM166	chr17	37235260	37238615	3355	1	9	Y	-	KEEP
GWFAM166	chr17	39088789	39092473	3684	1	44	Y	-	KEEP
GWFAM167	chr17	37256837	37260359	3522	1	5	Y	-	KEEP
GWFAM167	chr17	39066554	39068512	1958	1	4	Y	-	KEEP
GWFAM168	chr17	37262256	37266380	4124	1	57	Y	-	KEEP
GWFAM168	chr17	39060523	39065020	4497	2	7	Y	-	KEEP
GWFAM168	chr17	39117670	39118752	1082	1	3	Y	low_read	DROP_FP
GWFAM168	chr17	48385600	48485053	99453	24	172	Y	giant_span	DROP_FP
GWFAM169	chr17	37271741	37282723	10982	14	44	N	-	KEEP
GWFAM169	chr17	37325493	37336401	10908	14	18	Y	-	KEEP
GWFAM169	chr17	38911398	38922351	10953	14	64	Y	-	KEEP
GWFAM169	chr17	38965104	38976080	10976	14	108	Y	-	KEEP
GWFAM169	chr17	38991017	39001930	10913	14	43	Y	-	KEEP
GWFAM169	chr17	39044721	39056587	11866	13	37	Y	-	KEEP
GWFAM169	chr17	63145693	63146534	841	2	7	N	-	KEEP
GWFAM170	chr17	37288549	37291814	3265	2	3	N	low_read,off_benchmark_family	DROP_FP
GWFAM170	chr17	38956011	38958870	2859	1	4	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM170	chr17	39004427	39011023	6596	1	5	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM171	chr17	37308595	37309890	1295	1	3	N	low_read,off_benchmark_family,single_exon_off	DROP_FP
GWFAM171	chr17	37409614	37411806	2192	1	4	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM172	chr17	39160016	39187026	27010	8	171	N	off_benchmark_family	DROP_FP
GWFAM172	chr17	48341137	48342690	1553	1	10	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM173	chr17	60876852	60887802	10950	14	32	Y	-	KEEP
GWFAM173	chr17	63134628	63145601	10973	14	10	Y	-	KEEP
GWFAM174	chr18	15015736	15019061	3325	3	3	N	low_read,off_benchmark_family	DROP_FP
GWFAM174	chr21	11721450	11725613	4163	2	7	N	off_benchmark_family	DROP_FP
GWFAM175	chr18	15026590	15035000	8410	2	43	N	off_benchmark_family	DROP_FP
GWFAM175	chr21	11707572	11711786	4214	1	11	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM176	chr19	39014	44475	5461	1	18	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM176	chr19	47339	52541	5202	1	11	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM176	chr3	201047758	201063309	15551	1	35	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM177	chr2	86933883	86935219	1336	1	20	Y	-	KEEP
GWFAM177	chr2	87981507	87982986	1479	1	25	N	single_exon_off	REVIEW
GWFAM178	chr2	86972671	86974582	1911	1	5	Y	-	KEEP
GWFAM178	chr2	87810832	87814862	4030	1	13	Y	-	KEEP
GWFAM179	chr2	86980895	86982725	1830	1	14	Y	-	KEEP
GWFAM179	chr2	106894214	106896113	1899	1	11	Y	-	KEEP
GWFAM179	chr2	108322546	108324073	1527	1	3	Y	low_read	DROP_FP
GWFAM180	chr2	86984031	86986200	2169	1	8	Y	-	KEEP
GWFAM180	chr2	87799823	87803234	3411	1	7	Y	-	KEEP
GWFAM180	chr2	106890924	106893536	2612	1	3	Y	low_read	DROP_FP
GWFAM180	chr2	108324753	108327638	2885	1	7	Y	-	KEEP
GWFAM181	chr2	86990810	87019193	28383	4	388	Y	-	KEEP
GWFAM181	chr2	87767940	87796331	28391	4	1877	Y	-	KEEP
GWFAM181	chr2	106863913	106872227	8314	1	95	Y	-	KEEP
GWFAM181	chr2	108332286	108354098	21812	4	150	Y	-	KEEP
GWFAM181	chr2	108961687	108970282	8595	1	308	N	single_exon_off	REVIEW
GWFAM182	chr2	87035893	87081546	45653	11	32	Y	-	KEEP
GWFAM182	chr2	87142996	87148364	5368	1	24	Y	-	KEEP
GWFAM182	chr2	87159811	87162978	3167	1	18	Y	-	KEEP
GWFAM182	chr2	87726958	87730906	3948	1	7	Y	-	KEEP
GWFAM182	chr2	87737191	87738387	1196	1	18	Y	-	KEEP
GWFAM183	chr2	87196908	87201039	4131	1	11	Y	-	KEEP
GWFAM183	chr2	112193889	112235512	41623	20	48	Y	-	KEEP
GWFAM184	chr2	89501866	89504297	2431	1	6	N	single_exon_off	REVIEW
GWFAM184	chr2	90237170	90240495	3325	1	4	Y	-	KEEP
GWFAM185	chr2	89521934	89525064	3130	1	5	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM185	chr2	91919300	91921086	1786	1	4	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM186	chr2	89529794	89531802	2008	1	5	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM186	chr2	90209547	90211561	2014	1	7	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM187	chr2	89585001	89591533	6532	1	12	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM187	chr2	90152110	90156296	4186	1	14	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM187	chr2	91853927	91856820	2893	1	12	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM187	chr22	16075893	16077449	1556	1	3	N	low_read,off_benchmark_family,single_exon_off	DROP_FP
GWFAM188	chr2	89599049	89603666	4617	1	48	N	single_exon_off	REVIEW
GWFAM188	chr2	90135682	90141813	6131	1	37	Y	-	KEEP
GWFAM188	chr2	91832491	91849709	17218	4	4	Y	-	KEEP
GWFAM189	chr2	90065255	90068740	3485	1	6	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM189	chr2	91765741	91770645	4904	1	4	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM190	chr2	90111649	90117692	6043	1	24	Y	-	KEEP
GWFAM190	chr2	91813739	91817000	3261	1	7	Y	-	KEEP
GWFAM191	chr2	90122034	90133365	11331	1	77	Y	-	KEEP
GWFAM191	chr2	91821701	91836165	14464	1	70	Y	-	KEEP
GWFAM192	chr2	109115560	109147211	31651	10	124	Y	-	KEEP
GWFAM192	chr2	110883538	110891611	8073	1	19	Y	-	KEEP
GWFAM193	chr2	130438962	130447343	8381	1	18	Y	-	KEEP
GWFAM193	chr2	130838758	130842862	4104	1	14	N	single_exon_off	REVIEW
GWFAM193	chr2	131146715	131156056	9341	1	34	Y	-	KEEP
GWFAM194	chr2	130498018	130555217	57199	15	436	N	giant_span,off_benchmark_family	DROP_FP
GWFAM194	chr2	131651089	131701542	50453	15	183	N	giant_span,off_benchmark_family	DROP_FP
GWFAM195	chr2	130871422	130872348	926	1	3	Y	low_read	DROP_FP
GWFAM195	chr2	131113334	131127292	13958	5	123	Y	-	KEEP
GWFAM196	chr2	130892606	130943641	51035	15	168	N	giant_span,off_benchmark_family	DROP_FP
GWFAM196	chr2	131044861	131092377	47516	15	328	N	off_benchmark_family	DROP_FP
GWFAM197	chr22	18939295	18945907	6612	2	606	Y	-	KEEP
GWFAM197	chr22	21511811	21531058	19247	7	4	Y	-	KEEP
GWFAM197	chr22	23051930	23057994	6064	2	176	Y	-	KEEP
GWFAM197	chr22	24720915	24727320	6405	2	470	Y	-	KEEP
GWFAM197	chr22	25104811	25110576	5765	2	744	Y	-	KEEP
GWFAM197	chr22	25110693	25114805	4112	2	3	Y	low_read	DROP_FP
GWFAM198	chr22	18948923	18953206	4283	2	17	N	off_benchmark_family	DROP_FP
GWFAM198	chr22	21533138	21537812	4674	2	57	N	off_benchmark_family	DROP_FP
GWFAM198	chr22	24715553	24716929	1376	2	2	N	low_read,off_benchmark_family	DROP_FP
GWFAM198	chr22	25118047	25120675	2628	2	27	N	off_benchmark_family	DROP_FP
GWFAM199	chr22	21540040	21547505	7465	1	28	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM199	chr22	24732367	24786039	53672	5	110	N	giant_span,off_benchmark_family	DROP_FP
GWFAM200	chr22	23050932	23055666	4734	1	170	Y	-	KEEP
GWFAM200	chr22	25104811	25108983	4172	1	440	Y	-	KEEP
GWFAM201	chr22	24709557	24712581	3024	4	5	N	off_benchmark_family	DROP_FP
GWFAM201	chr22	25064766	25090454	25688	16	13	N	off_benchmark_family	DROP_FP
GWFAM202	chr3	198350764	198356451	5687	2	200	N	-	KEEP
GWFAM202	chr3	198412315	198421275	8960	2	14	Y	-	KEEP
GWFAM203	chr3	198358144	198366259	8115	1	34	N	single_exon_off	REVIEW
GWFAM203	chr3	198417375	198428590	11215	1	60	Y	-	KEEP
GWFAM204	chr5	21356294	21359258	2964	2	3	Y	low_read	DROP_FP
GWFAM204	chr5	21501546	21502825	1279	1	3	Y	low_read	DROP_FP
GWFAM204	chr5	21581626	21582467	841	1	3	Y	low_read	DROP_FP
GWFAM204	chr5	70454943	70458383	3440	1	25	N	single_exon_off	REVIEW
GWFAM204	chr5	70465248	70536675	71427	6	9	Y	giant_span	DROP_FP
GWFAM204	chr5	70683806	70691408	7602	1	561	Y	-	KEEP
GWFAM204	chr5	70703359	70707972	4613	2	6	Y	-	KEEP
GWFAM204	chr5	71231629	71235464	3835	2	65	Y	-	KEEP
GWFAM204	chr5	71239854	71247943	8089	2	4	Y	-	KEEP
GWFAM204	chr5	71451290	71455647	4357	1	19	Y	-	KEEP
GWFAM204	chr5	71575619	71577970	2351	1	13	Y	-	KEEP
GWFAM204	chr5	71656661	71659070	2409	1	6	N	single_exon_off	REVIEW
GWFAM204	chr5	71659088	71666986	7898	2	3	N	low_read	DROP_FP
GWFAM204	chr5	71668505	71678825	10320	1	326	N	single_exon_off	REVIEW
GWFAM204	chr5	71686650	71688281	1631	1	8	N	single_exon_off	REVIEW
GWFAM204	chr5	71692540	71698332	5792	2	121	N	-	KEEP
GWFAM204	chr5	71705718	71709768	4050	1	15	Y	-	KEEP
GWFAM204	chr5	71711089	71717741	6652	1	703	Y	-	KEEP
GWFAM204	chr5	71730698	71771053	40355	2	3	Y	low_read	DROP_FP
GWFAM204	chr6	26692934	26825376	132442	7	183	Y	giant_span	DROP_FP
GWFAM205	chr5	21484880	21494609	9729	1	163	Y	-	KEEP
GWFAM205	chr5	21504414	21513734	9320	1	186	Y	-	KEEP
GWFAM205	chr5	21524697	21529759	5062	1	75	Y	-	KEEP
GWFAM205	chr5	21544996	21554318	9322	1	328	Y	-	KEEP
GWFAM205	chr5	21565277	21570231	4954	1	79	Y	-	KEEP
GWFAM205	chr5	21571395	21574612	3217	1	78	Y	-	KEEP
GWFAM205	chr5	21585718	21594908	9190	1	332	Y	-	KEEP
GWFAM206	chr5	21495516	21496623	1107	1	3	Y	low_read	DROP_FP
GWFAM206	chr5	21596447	21598089	1642	1	4	Y	-	KEEP
GWFAM206	chr6	26758031	26759490	1459	1	3	Y	low_read	DROP_FP
GWFAM207	chr5	70421716	70423738	2022	1	5	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM207	chr5	71487271	71488982	1711	1	4	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM208	chr5	70425949	70432071	6122	1	20	N	single_exon_off	REVIEW
