chrom	chromStart	chromEnd	size	Gene Name	Gene ID	ENSEMBL	Biotype	Family ID	Family status	Gene Coords	SD98_v1.0	SD98_v2.0	Genomic disorders	Median parCN	parCN>0.5	parCN>0.5%	parCN<1.5	parCN=2	parCN>=2.5	parCN=2 %	parCN class	Neanderthal Mezmaiskaya	Neanderthal  Vindija	Neanderthal Altai	Denisova	parCN<0.5	parCN<1.5	parCN=2	Lifted over to hg19	Association	Duplications	Deletions	Median Probands	Median Siblings	p-value	q-value	Median Probands Rounded CN	Median Siblings Rounded CN	p-value Rounded CN	q-value Rounded CN
chr15	2.0708427E7	2.0712373E7	3946.0	AC100757.3	CHM13_G0018029	ENSG00000275363.1	unprocessed_pseudogene	ID_72	Human duplicated gene family	chr15:20708427-20712373	chr15:20708427-20712373	chr15:20123305-20127251	15q11.2	1.78	2271.0	90.69	1179.0	1234.0	91.0	49.28	Polymorphic	1.01	0.74	0.81	0.89	0	4.0	0.0	Yes	Yes	brain volume measurement;negative(15:22305089-23093770);brain volume measurement;positive(15:22305089-23093770)	brain volume measurement;negative(15:22305089-23253030);brain volume measurement;positive(15:22305089-23253030);grey matter volume measurement;negative(15:22305089-23253030);grey matter volume measurement;positive(15:22305089-23253030);grey matter volume measurement,white matter volume measurement;positive(15:22305089-23253030);white matter volume measurement;positive(15:22305089-23253030)	1.9104865	1.8990105	0.222913984112664	0.919829816109652	2.0	2.0	0.068984300945052	0.936067642615613
chr15	2.0727647E7	2.0727814E7	167.0	AC138749.2	LOFF_G0000931	ENSG00000260444.1	unprocessed_pseudogene	ID_190	Human duplicated gene family	chr15:20727647-20727814	chr15:20727647-20727814	chr15:20142525-20142692	15q11.2	1.57	2389.0	95.41	1072.0	1287.0	145.0	51.4	Polymorphic	0.68	0.55	0.4	0.6	1	4.0	0.0	Yes	Yes	brain volume measurement;negative(15:22305089-23093770);brain volume measurement;positive(15:22305089-23093770)	brain volume measurement;negative(15:22305089-23253030);brain volume measurement;positive(15:22305089-23253030);grey matter volume measurement;negative(15:22305089-23253030);grey matter volume measurement;positive(15:22305089-23253030);grey matter volume measurement,white matter volume measurement;positive(15:22305089-23253030);white matter volume measurement;positive(15:22305089-23253030)	1.910547	1.905973	0.134741247907242	0.854223056931975	2.0	2.0	0.0116818894438493	0.534446442056105
chr15	2.0737675E7	2.0742077E7	4402.0	HERC2P7	CHM13_G0018031	ENSG00000281909.1	unprocessed_pseudogene	ID_71	Human duplicated gene family	chr15:20737675-20742077	chr15:20737675-20742077	chr15:20152553-20156955	15q11.2	1.42	2269.0	90.62	1301.0	1145.0	58.0	45.73	Polymorphic	0.75	0.41	0.26	0.35	3	4.0	0.0	Yes	Yes	-	brain volume measurement;negative(15:22750297-23668092);brain volume measurement;positive(15:22750297-23668092);cerebrospinal fluid volume measurement;positive(15:22750297-23668092);grey matter volume measurement;positive(15:22750297-23668092);nucleus accumbens volume;negative(15:22750297-23668092)	1.833097	1.828955	0.153660932263494	0.892777434521414	2.0	2.0	0.123068827059931	1.0
chr15	2.0752042E7	2.0848063E7	96021.0	HERC2P2	CHM13_G0018032	ENSG00000276550.4	transcribed_unprocessed_pseudogene	ID_188	Human duplicated gene family	chr15:20752042-20848063	chr15:20752042-20848063	chr15:20166920-20262941	15q11.2	1.93	2435.0	97.24	886.0	1564.0	54.0	62.46	Polymorphic	0.54	0.52	0.65	0.62	0	4.0	0.0	Yes	Yes	-	brain volume measurement;negative(15:22750297-23668092);brain volume measurement;positive(15:22750297-23668092);cerebrospinal fluid volume measurement;positive(15:22750297-23668092);grey matter volume measurement;positive(15:22750297-23668092);nucleus accumbens volume;negative(15:22750297-23668092)	1.933342	1.929474	0.45023200441123	0.963421719307322	2.0	2.0	0.851118082337458	1.0
chr15	2.0842198E7	2.0845032E7	2834.0	AC055876.2	LOFF_G0000932	ENSG00000254398.1	unprocessed_pseudogene	ID_94	Human duplicated gene family	chr15:20842198-20845032	chr15:20842198-20845032	chr15:20257076-20259910	15q11.2	1.99	2503.0	99.96	301.0	1977.0	226.0	78.95	Nearly-Fixed	2.06	2.29	2.04	1.83	0	0.0	4.0	Yes	Yes	-	brain volume measurement;negative(15:22750297-23668092);brain volume measurement;positive(15:22750297-23668092);cerebrospinal fluid volume measurement;positive(15:22750297-23668092);grey matter volume measurement;positive(15:22750297-23668092);nucleus accumbens volume;negative(15:22750297-23668092)	2.014538	2.016009	0.438178694966701	0.963421719307322	2.0	2.0	0.0262851324096027	0.650024220399634
chr15	2.0863255E7	2.0875088E7	11833.0	GOLGA8IP	CHM13_G0018033	ENSG00000277561.5	transcribed_unprocessed_pseudogene	ID_113	Human duplicated gene family	chr15:20863255-20875088	chr15:20863255-20875088	chr15:20278133-20289966	15q11.2	1.7	2504.0	100.0	69.0	2428.0	7.0	96.96	Nearly-Fixed	2.12	1.6	1.97	1.82	0	0.0	4.0	Yes	Yes	-	brain volume measurement;negative(15:22750297-23668092);brain volume measurement;positive(15:22750297-23668092);cerebrospinal fluid volume measurement;positive(15:22750297-23668092);grey matter volume measurement;positive(15:22750297-23668092);nucleus accumbens volume;negative(15:22750297-23668092)	1.749887	1.759256	0.396612133674491	0.963421719307322	2.0	2.0	0.503684807976716	1.0
chr15	2.092154E7	2.0943409E7	21869.0	WHAMMP3	CHM13_G0018035	ENSG00000276141.4	transcribed_unprocessed_pseudogene	ID_156	Human duplicated gene family	chr15:20921540-20943409	chr15:20921540-20943409	chr15:20336418-20358287	15q11.2	2.01	2504.0	100.0	5.0	2485.0	14.0	99.24	Fixed	2.24	2.11	1.98	2.07	0	0.0	4.0	Yes	Yes	brain volume measurement;positive(15:22750297-23253030);grey matter volume measurement;positive(15:22750297-23253030);white matter volume measurement;positive(15:22750297-23253030)	brain volume measurement;negative(15:22761722-23253030,15:22750297-23668092,15:22305089-23253030,15:22750297-23253030);brain volume measurement;positive(15:22750297-23253030,15:22305089-23253030,15:22750297-23668092,15:22761722-23253030);cerebrospinal fluid volume measurement;positive(15:22750297-23668092);grey matter volume measurement;negative(15:22761722-23253030,15:22305089-23253030);grey matter volume measurement;positive(15:22750297-23253030,15:22305089-23253030,15:22750297-23668092);grey matter volume measurement,white matter volume measurement;positive(15:22305089-23253030,15:22750297-23253030);nucleus accumbens volume;negative(15:22750297-23668092);white matter volume measurement;positive(15:22305089-23253030)	1.950871	1.94998	0.046568015827136	0.633479965226919	2.0	2.0	1.0	1.0
chr15	2.0971447E7	2.097483E7	3383.0	AC138649.5	CHM13_G0018037	ENSG00000283273.1	unprocessed_pseudogene	ID_93	Undetermined	chr15:20971447-20974830	chr15:20971447-20974830	chr15:20386325-20389708	15q11.2	2.06	2504.0	100.0	4.0	2484.0	16.0	99.2	Fixed	2.17	2.36	2.02	2.06	0	0.0	4.0	Yes	Yes	brain volume measurement;negative(15:22750297-23187753);brain volume measurement;positive(15:22750297-23187753,15:22750297-23253030);grey matter volume measurement;negative(15:22750297-23187753,15:22750297-23165833);grey matter volume measurement;positive(15:22750297-23187753,15:22750297-23253030);pallidum volume;negative(15:22750297-23165833);white matter volume measurement;positive(15:22750297-23253030)	brain volume measurement;negative(15:22750297-23187753,15:22750297-23165833,15:22761722-23253030,15:22750297-23668092,15:22305089-23253030,15:22750297-23253030);brain volume measurement;positive(15:22750297-23253030,15:22305089-23253030,15:22750297-23165833,15:22750297-23187753,15:22750297-23668092,15:22761722-23253030);cerebrospinal fluid volume measurement;positive(15:22750297-23165833,15:22750297-23668092);grey matter volume measurement;negative(15:22750297-23165833,15:22750297-23187753,15:22761722-23253030,15:22305089-23253030);grey matter volume measurement;positive(15:22750297-23253030,15:22305089-23253030,15:22750297-23668092,15:22750297-23187753);grey matter volume measurement,white matter volume measurement;positive(15:22305089-23253030,15:22750297-23253030);hippocampal volume;negative(15:22750297-23165833);nucleus accumbens volume;negative(15:22750297-23668092,15:22750297-23165833);putamen volume;negative(15:22750297-23165833);white matter volume measurement;positive(15:22305089-23253030)	2.0524525	2.057136	0.711260415500318	0.983336357253052	2.0	2.0	0.853598513368715	1.0
chr15	2.0984201E7	2.1002008E7	17807.0	PDCD6IPP1	CHM13_G0018039	ENSG00000275325.4	transcribed_unprocessed_pseudogene	ID_93	Undetermined	chr15:20984201-21002008	chr15:20984201-21002008	chr15:20399079-20416886	15q11.2	2.01	2504.0	100.0	4.0	2483.0	17.0	99.16	Fixed	1.8	2.0	1.9	2.02	0	0.0	4.0	Yes	Yes	brain volume measurement;negative(15:22750297-23187753,15:22750297-23148210);brain volume measurement;positive(15:22750297-23187753,15:22750297-23148210,15:22750297-23253030);cerebrospinal fluid volume measurement;negative(15:22750297-23148210);grey matter volume measurement;negative(15:22750297-23187753,15:22750297-23165833);grey matter volume measurement;positive(15:22750297-23187753,15:22750297-23253030,15:22750297-23140114);pallidum volume;negative(15:22750297-23165833);white matter volume measurement;positive(15:22750297-23253030)	brain volume measurement;negative(15:22750297-23187753,15:22750297-23165833,15:22761722-23253030,15:22750297-23140114,15:22750297-23668092,15:22305089-23253030,15:22750297-23253030);brain volume measurement;positive(15:22750297-23253030,15:22750297-23140114,15:22750297-23148210,15:22305089-23253030,15:22750297-23165833,15:22750297-23187753,15:22750297-23668092,15:22761722-23253030);cerebrospinal fluid volume measurement;positive(15:22750297-23165833,15:22750297-23668092);grey matter volume measurement;negative(15:22750297-23165833,15:22750297-23187753,15:22761722-23253030,15:22750297-23140114,15:22305089-23253030,15:22750297-23148210);grey matter volume measurement;positive(15:22750297-23253030,15:22305089-23253030,15:22750297-23668092,15:22750297-23187753);grey matter volume measurement,white matter volume measurement;positive(15:22305089-23253030,15:22750297-23253030);hippocampal volume;negative(15:22750297-23165833);nucleus accumbens volume;negative(15:22750297-23668092,15:22750297-23148210,15:22750297-23165833);putamen volume;negative(15:22750297-23165833);white matter volume measurement;positive(15:22305089-23253030)	1.950738	1.950717	0.883516152130392	0.983336357253052	2.0	2.0	0.853598513368715	1.0
chr15	2.1027606E7	2.1033163E7	5557.0	AC011767.1	CHM13_G0018042	ENSG00000259425.5	transcribed_unprocessed_pseudogene	ID_53	Undetermined	chr15:21027606-21033163	chr15:21027606-21033163	chr15:20442484-20448041	15q11.2	1.77	2502.0	99.92	114.0	2382.0	8.0	95.13	Nearly-Fixed	1.51	1.65	1.94	1.97	0	0.0	4.0	Yes	Yes	brain volume measurement;negative(15:22750297-23125469,15:22750297-23187753,15:22750297-23148210);brain volume measurement;positive(15:22750297-23187753,15:22750297-23148210,15:22750297-23253030);cerebrospinal fluid volume measurement;negative(15:22750297-23148210);grey matter volume measurement;negative(15:22750297-23187753,15:22750297-23165833);grey matter volume measurement;positive(15:22750297-23125469,15:22750297-23187753,15:22750297-23253030,15:22750297-23140114);pallidum volume;negative(15:22750297-23165833);white matter volume measurement;positive(15:22750297-23253030)	brain volume measurement;negative(15:22750297-23187753,15:22750297-23165833,15:22750297-23125469,15:22761722-23253030,15:22750297-23140114,15:22750297-23668092,15:22305089-23253030,15:22750297-23253030);brain volume measurement;positive(15:22750297-23253030,15:22750297-23140114,15:22750297-23148210,15:22305089-23253030,15:22750297-23165833,15:22750297-23187753,15:22750297-23668092,15:22761722-23253030,15:22750297-23125469);cerebrospinal fluid volume measurement;positive(15:22750297-23165833,15:22750297-23668092);grey matter volume measurement;negative(15:22750297-23165833,15:22750297-23187753,15:22750297-23125469,15:22761722-23253030,15:22750297-23140114,15:22305089-23253030,15:22750297-23148210);grey matter volume measurement;positive(15:22750297-23253030,15:22305089-23253030,15:22750297-23668092,15:22750297-23187753);grey matter volume measurement,white matter volume measurement;positive(15:22305089-23253030,15:22750297-23253030);hippocampal volume;negative(15:22750297-23165833);nucleus accumbens volume;negative(15:22750297-23668092,15:22750297-23148210,15:22750297-23165833);putamen volume;negative(15:22750297-23165833);white matter volume measurement;positive(15:22305089-23253030)	1.850181	1.847001	0.0166702923638767	0.414356457740684	2.0	2.0	0.265755388046916	1.0
chr15	2.139458E7	2.1394747E7	167.0	AC138749.2	LOFF_G0000934	ENSG00000260444.1	unprocessed_pseudogene	ID_190	Human duplicated gene family	chr15:21394580-21394747	chr15:21394580-21394747	chr15:20809458-20809625	15q11.2	1.57	2498.0	99.76	1436.0	1060.0	8.0	42.33	Nearly-Fixed	0.9	1.19	0.79	0.93	0	4.0	0.0	Yes	Yes	-	brain volume measurement;negative(15:22750297-23668092);brain volume measurement;positive(15:22750297-23668092);cerebrospinal fluid volume measurement;positive(15:22750297-23668092);grey matter volume measurement;positive(15:22750297-23668092);nucleus accumbens volume;negative(15:22750297-23668092)	1.852502	1.857584	0.693595454899192	0.983336357253052	2.0	2.0	0.79491002899047	1.0
chr15	2.1409517E7	2.1413382E7	3865.0	AC100756.1	LOFF_G0000936	ENSG00000260399.1	unprocessed_pseudogene	ID_72	Human duplicated gene family	chr15:21409517-21413382	chr15:21409517-21413382	chr15:20824395-20828260	15q11.2	1.42	2467.0	98.52	1463.0	1018.0	23.0	40.65	Nearly-Fixed	0.96	0.98	0.78	0.94	0	4.0	0.0	Yes	Yes	-	brain volume measurement;negative(15:22750297-23668092);brain volume measurement;positive(15:22750297-23668092);cerebrospinal fluid volume measurement;positive(15:22750297-23668092);grey matter volume measurement;positive(15:22750297-23668092);nucleus accumbens volume;negative(15:22750297-23668092)	1.303252	1.325089	0.107787426389244	0.811732470338754	1.0	1.0	0.274175393958084	1.0
chr15	2.1426349E7	2.1439697E7	13348.0	GOLGA8DP	CHM13_G0018048	ENSG00000175676.15	transcribed_unprocessed_pseudogene	ID_113	Human duplicated gene family	chr15:21426349-21439697	chr15:21426349-21439697	chr15:20841227-20854575	15q11.2	1.49	2384.0	95.21	1281.0	1086.0	137.0	43.37	Polymorphic	0.84	0.62	0.59	0.68	0	4.0	0.0	No	No	-	-	1.303252	1.325089	0.107787426389244	0.811732470338754	1.0	1.0	0.274175393958084	1.0
chr15	2.1462449E7	2.1462657E7	208.0	AC138749.5	LOFF_G0000937	ENSG00000274814.1	unprocessed_pseudogene	ID_118	Undetermined	chr15:21462449-21462657	chr15:21462449-21462657	chr15:20877327-20877535	15q11.2	2.27	2468.0	98.56	405.0	1060.0	1039.0	42.33	Nearly-Fixed	1.04	1.29	1.33	1.71	0	3.0	1.0	Yes	Yes	brain volume measurement;negative(15:22305089-23093770);brain volume measurement;positive(15:22305089-23093770)	brain volume measurement;negative(15:22305089-23253030);brain volume measurement;positive(15:22305089-23253030);grey matter volume measurement;negative(15:22305089-23253030);grey matter volume measurement;positive(15:22305089-23253030);grey matter volume measurement,white matter volume measurement;positive(15:22305089-23253030);white matter volume measurement;positive(15:22305089-23253030)	1.805306	1.820199	0.245058235378411	0.919829816109652	2.0	2.0	0.18604933085822	1.0
chr15	2.1484086E7	2.1484213E7	127.0	AC138749.4	LOFF_G0000938	ENSG00000261365.1	unprocessed_pseudogene	ID_115	Undetermined	chr15:21484086-21484213	chr15:21484086-21484213	chr15:20898964-20899091	15q11.2	1.85	2436.0	97.28	777.0	1516.0	211.0	60.54	Polymorphic	0.78	0.75	1.63	1.79	0	2.0	2.0	Yes	Yes	brain volume measurement;negative(15:22305089-23093770);brain volume measurement;positive(15:22305089-23093770)	brain volume measurement;negative(15:22305089-23253030);brain volume measurement;positive(15:22305089-23253030);grey matter volume measurement;negative(15:22305089-23253030);grey matter volume measurement;positive(15:22305089-23253030);grey matter volume measurement,white matter volume measurement;positive(15:22305089-23253030);white matter volume measurement;positive(15:22305089-23253030)	1.805306	1.820199	0.245058235378411	0.919829816109652	2.0	2.0	0.18604933085822	1.0
chr15	2.1502162E7	2.1502678E7	516.0	AC116165.3	CHM13_G0018051	ENSG00000278552.1	unprocessed_pseudogene	ID_4	Undetermined	chr15:21502162-21502678	chr15:21502162-21502678	chr15:20917040-20917556	15q11.2	1.94	2489.0	99.4	563.0	1671.0	270.0	66.73	Nearly-Fixed	2.18	2.14	2.01	1.29	0	1.0	3.0	No	No	-	-	1.623069	1.684597	0.297088993865258	0.952629458617104	2.0	2.0	0.40784064284538	1.0
chr15	2.1513244E7	2.1513371E7	127.0	AC138749.4	LOFF_G0000939	ENSG00000261365.1	unprocessed_pseudogene	ID_115	Undetermined	chr15:21513244-21513371	chr15:21513244-21513371	chr15:20928122-20928249	15q11.2	1.85	2442.0	97.52	778.0	1531.0	195.0	61.14	Polymorphic	2.95	1.56	1.78	1.41	0	1.0	2.0	No	No	-	-	1.457833	1.456415	0.716115402602841	0.983336357253052	1.0	1.0	0.654369693458818	1.0
chr15	2.1557738E7	2.1571077E7	13339.0	GOLGA8DP	LOFF_G0000942	ENSG00000175676.15	transcribed_unprocessed_pseudogene	ID_113	Human duplicated gene family	chr15:21557738-21571077	chr15:21557738-21571077	chr15:20972616-20985955	15q11.2	1.49	2440.0	97.44	1298.0	1155.0	51.0	46.13	Polymorphic	0.16	0.23	0.12	0.25	4	4.0	0.0	No	No	-	-	1.197399	1.193358	0.423584327718088	0.963421719307322	1.0	1.0	0.194399999034228	1.0
chr15	2.1584041E7	2.15879E7	3859.0	AC116165.1	CHM13_G0018054	ENSG00000277505.1	unprocessed_pseudogene	ID_72	Human duplicated gene family	chr15:21584041-21587900	chr15:21584041-21587900	chr15:20998919-21002778	15q11.2	1.47	2417.0	96.53	1299.0	1141.0	64.0	45.57	Polymorphic	0.63	0.96	0.5	0.63	0	4.0	0.0	No	No	-	-	1.6228655	1.6126165	0.84132148519138	0.983336357253052	2.0	2.0	0.561944219259008	1.0
chr15	2.1602617E7	2.1602784E7	167.0	AC138749.2	LOFF_G0000943	ENSG00000260444.1	unprocessed_pseudogene	ID_190	Human duplicated gene family	chr15:21602617-21602784	chr15:21602617-21602784	chr15:21017495-21017662	15q11.2	1.57	2417.0	96.53	1299.0	1141.0	64.0	45.57	Polymorphic	0.63	0.96	0.5	0.63	0	4.0	0.0	Yes	No	-	-	2.025067	2.018232	0.745511678815338	0.983336357253052	2.0	2.0	0.697351632842876	1.0
chr15	2.1610394E7	2.1613619E7	3225.0	HERC2P7	CHM13_G0018056	ENSG00000274471.2	transcribed_unprocessed_pseudogene	ID_71	Human duplicated gene family	chr15:21610394-21615357	chr15:21610394-21613619	chr15:21025272-21028497	15q11.2	1.82	2486.0	99.28	532.0	1829.0	143.0	73.04	Nearly-Fixed	0.85	1.09	0.78	0.96	0	4.0	0.0	Yes	No	-	-	2.025067	2.018232	0.745511678815338	0.983336357253052	2.0	2.0	0.697351632842876	1.0
chr15	2.1631294E7	2.1635658E7	4364.0	AC242376.1	CHM13_G0018057	ENSG00000259414.1	unprocessed_pseudogene	ID_71	Human duplicated gene family	chr15:21631294-21635658	chr15:21631294-21635658	chr15:21046172-21050536	15q11.2	1.72	2493.0	99.56	633.0	1681.0	190.0	67.13	Nearly-Fixed	0.87	0.45	0.24	0.12	3	4.0	0.0	No	No	-	-	1.734025	1.740511	0.3900459511482	0.963421719307322	2.0	2.0	0.996451768321684	1.0
chr15	2.1644568E7	2.1644726E7	158.0	AC091304.5	LOFF_G0000944	ENSG00000261561.1	unprocessed_pseudogene	ID_117	Human duplicated gene family	chr15:21644568-21644726	chr15:21644568-21644726	chr15:21059446-21059604	15q11.2	1.72	2493.0	99.56	633.0	1681.0	190.0	67.13	Nearly-Fixed	0.87	0.45	0.24	0.12	3	4.0	0.0	Yes	Yes	-	brain volume measurement;negative(15:22750297-23668092);brain volume measurement;positive(15:22750297-23668092);cerebrospinal fluid volume measurement;positive(15:22750297-23668092);grey matter volume measurement;positive(15:22750297-23668092);nucleus accumbens volume;negative(15:22750297-23668092)	1.734025	1.740511	0.3900459511482	0.963421719307322	2.0	2.0	0.996451768321684	1.0
chr15	2.1647651E7	2.1655525E7	7874.0	AC100756.3	CHM13_G0018058	ENSG00000273756.4	transcribed_unprocessed_pseudogene	ID_116	Human duplicated gene family	chr15:21647651-21655525	chr15:21647651-21655525	chr15:21062529-21070403	15q11.2	1.72	2493.0	99.56	633.0	1681.0	190.0	67.13	Nearly-Fixed	0.87	0.45	0.24	0.12	3	4.0	0.0	Yes	Yes	-	brain volume measurement;negative(15:22750297-23668092);brain volume measurement;positive(15:22750297-23668092);cerebrospinal fluid volume measurement;positive(15:22750297-23668092);grey matter volume measurement;positive(15:22750297-23668092);nucleus accumbens volume;negative(15:22750297-23668092)	1.734025	1.740511	0.3900459511482	0.963421719307322	2.0	2.0	0.996451768321684	1.0
chr15	2.1659368E7	2.1663232E7	3864.0	AC100756.1	CHM13_G0018059	ENSG00000260399.1	unprocessed_pseudogene	ID_72	Human duplicated gene family	chr15:21659368-21663232	chr15:21659368-21663232	chr15:21074246-21078110	15q11.2	1.42	2493.0	99.56	633.0	1681.0	190.0	67.13	Nearly-Fixed	0.87	0.45	0.24	0.12	3	4.0	0.0	Yes	Yes	-	brain volume measurement;negative(15:22750297-23668092);brain volume measurement;positive(15:22750297-23668092);cerebrospinal fluid volume measurement;positive(15:22750297-23668092);grey matter volume measurement;positive(15:22750297-23668092);nucleus accumbens volume;negative(15:22750297-23668092)	1.6420155	1.646113	0.479639970758079	0.966635075779227	2.0	2.0	0.0614909540398433	0.936067642615613
chr15	2.6660115E7	2.6664487E7	4372.0	AC091304.3	CHM13_G0018218	ENSG00000261401.1	unprocessed_pseudogene	ID_71	Human duplicated gene family	chr15:26660115-26664487	chr15:26660115-26664487	chr15:26074993-26079365	15q13.1,15q13.2	1.83	2504.0	100.0	512.0	1859.0	133.0	74.24	Nearly-Fixed	1.36	1.57	1.48	1.28	0	3.0	1.0	Yes	No	-	-	2.114714	2.115927	0.996887460173905	0.99945939964787	2.0	2.0	0.634278172644764	1.0
chr15	2.6674366E7	2.6674524E7	158.0	AC091304.5	CHM13_G0018219	ENSG00000261561.1	unprocessed_pseudogene	ID_117	Human duplicated gene family	chr15:26674366-26674524	chr15:26674366-26674524	chr15:26089244-26089402	15q13.1,15q13.2	1.72	2460.0	98.24	895.0	1451.0	158.0	57.95	Nearly-Fixed	0.48	0.31	0.37	0.24	4	4.0	0.0	Yes	No	-	-	2.114714	2.115927	0.996887460173905	0.99945939964787	2.0	2.0	0.634278172644764	1.0
chr15	2.6676927E7	2.6685944E7	9017.0	AC091304.1	CHM13_G0018220	ENSG00000237850.7	transcribed_unprocessed_pseudogene	ID_116	Human duplicated gene family	chr15:26676927-26685944	chr15:26676927-26685944	chr15:26091805-26100822	15q13.1,15q13.2	1.82	2460.0	98.24	895.0	1451.0	158.0	57.95	Nearly-Fixed	0.48	0.31	0.37	0.24	4	4.0	0.0	Yes	No	-	-	2.114714	2.115927	0.996887460173905	0.99945939964787	2.0	2.0	0.634278172644764	1.0
chr15	2.6690627E7	2.6693562E7	2935.0	AC091304.4	CHM13_G0018221	ENSG00000261497.1	unprocessed_pseudogene	ID_72	Human duplicated gene family	chr15:26690627-26693562	chr15:26690627-26693562	chr15:26105505-26108440	15q13.1,15q13.2	2.02	2502.0	99.92	696.0	1704.0	104.0	68.05	Nearly-Fixed	0.61	0.39	0.38	0.36	3	4.0	0.0	Yes	No	-	-	2.098475	2.095123	0.459425082691762	0.963421719307322	2.0	2.0	0.0568274819925579	0.918105891219109
chr15	2.6744211E7	2.6744437E7	226.0	AC091304.9	CHM13_G0018225	ENSG00000276928.1	unprocessed_pseudogene	ID_118	Undetermined	chr15:26744211-26744437	chr15:26744211-26744437	chr15:26159089-26159315	15q13.1,15q13.2	1.64	2360.0	94.25	1029.0	1453.0	22.0	58.03	Polymorphic	0.5	0.37	0.63	1.11	1	4.0	0.0	No	No	-	-	2.067934	2.069581	0.900916631946962	0.985151386405591	2.0	2.0	0.655259865368279	1.0
chr15	2.6784133E7	2.6784335E7	202.0	AC091304.6	CHM13_G0018226	ENSG00000274532.1	unprocessed_pseudogene	ID_118	Undetermined	chr15:26784133-26784335	chr15:26784133-26784335	chr15:26199011-26199213	15q13.1,15q13.2	1.64	2360.0	94.25	1029.0	1453.0	22.0	58.03	Polymorphic	0.5	0.37	0.63	1.11	1	4.0	0.0	No	No	-	-	2.067934	2.069581	0.900916631946962	0.985151386405591	2.0	2.0	0.655259865368279	1.0
chr15	2.6806025E7	2.6806146E7	121.0	AC091304.10	CHM13_G0018228	ENSG00000284628.1	unprocessed_pseudogene	ID_115	Undetermined	chr15:26806025-26806146	chr15:26806025-26806146	chr15:26220903-26221024	15q13.1,15q13.2	1.93	2504.0	100.0	205.0	2036.0	263.0	81.31	Nearly-Fixed	1.85	1.0	1.04	1.31	0	3.0	1.0	Yes	No	-	-	2.01134	2.00791	0.344959364576502	0.963421719307322	2.0	2.0	0.0188064468925104	0.594117690245106
chr15	2.6816538E7	2.6819662E7	3124.0	AC091304.2	CHM13_G0018229	ENSG00000260159.1	unprocessed_pseudogene	ID_4	Undetermined	chr15:26816538-26819662	chr15:26816538-26819662	chr15:26231416-26234540	15q13.1,15q13.2	1.79	2503.0	99.96	505.0	1986.0	13.0	79.31	Nearly-Fixed	1.21	1.59	1.46	2.02	0	2.0	2.0	Yes	No	-	-	2.01134	2.00791	0.344959364576502	0.963421719307322	2.0	2.0	0.0188064468925104	0.594117690245106
chr15	2.6835187E7	2.6835314E7	127.0	AC138749.4	CHM13_G0018230	ENSG00000261365.1	unprocessed_pseudogene	ID_115	Undetermined	chr15:26835187-26835314	chr15:26835187-26835314	chr15:26250065-26250192	15q13.1,15q13.2	1.85	2490.0	99.44	886.0	1327.0	291.0	53.0	Nearly-Fixed	2.13	1.76	3.09	2.11	0	0.0	3.0	Yes	No	-	-	2.061052	2.063094	0.860796597101516	0.983336357253052	2.0	2.0	0.275184092948862	1.0
chr15	2.6856837E7	2.6857045E7	208.0	AC138749.5	CHM13_G0018232	ENSG00000274814.1	unprocessed_pseudogene	ID_118	Undetermined	chr15:26856837-26857045	chr15:26856837-26857045	chr15:26271715-26271923	15q13.1,15q13.2	2.27	2490.0	99.44	995.0	1281.0	228.0	51.16	Nearly-Fixed	1.54	1.06	1.48	1.23	0	3.0	1.0	Yes	No	-	-	2.119371	2.119551	0.545599293451377	0.973582962201015	2.0	2.0	0.703999828321515	1.0
chr15	2.6907779E7	2.6911645E7	3866.0	AC138749.3	CHM13_G0018236	ENSG00000261041.1	unprocessed_pseudogene	ID_72	Human duplicated gene family	chr15:26907779-26911645	chr15:26907779-26911645	chr15:26322657-26326523	15q13.1,15q13.2	1.04	2210.0	88.26	2089.0	411.0	4.0	16.41	Polymorphic	1.54	1.91	1.67	0.76	0	1.0	3.0	Yes	No	-	-	1.384222	1.372402	0.56333004074897	0.973582962201015	1.0	1.0	0.543318856870833	1.0
chr15	2.6915471E7	2.6923213E7	7742.0	AC138749.1	CHM13_G0018237	ENSG00000227717.4	unprocessed_pseudogene	ID_116	Human duplicated gene family	chr15:26915471-26923213	chr15:26915471-26923213	chr15:26330349-26338091	15q13.1,15q13.2	1.17	2388.0	95.37	1925.0	574.0	5.0	22.92	Polymorphic	1.92	2.33	1.92	1.09	0	1.0	3.0	Yes	No	-	-	1.384222	1.372402	0.56333004074897	0.973582962201015	1.0	1.0	0.543318856870833	1.0
chr15	2.6926818E7	2.6926985E7	167.0	AC138749.2	CHM13_G0018238	ENSG00000260444.1	unprocessed_pseudogene	ID_190	Human duplicated gene family	chr15:26926818-26926985	chr15:26926818-26926985	chr15:26341696-26341863	15q13.1,15q13.2	1.57	2221.0	88.7	1567.0	922.0	15.0	36.82	Polymorphic	0.71	0.42	0.33	0.12	3	4.0	0.0	Yes	No	-	-	1.384222	1.372402	0.56333004074897	0.973582962201015	1.0	1.0	0.543318856870833	1.0
